qualification_name,qualification_code,subject_name,subject_code,size,grade_structure,prior_attainment_band,grade,count,percentage
Extended Project (Diploma),101,Study Skills,HC7,0.3,"*,A,B,C,D,E",All,U,860,1.85%
Extended Project (Diploma),101,Study Skills,HC7,0.3,"*,A,B,C,D,E",Unknown prior,*,317,23.85%
Extended Project (Diploma),101,Study Skills,HC7,0.3,"*,A,B,C,D,E",Unknown prior,A,361,27.16%
Extended Project (Diploma),101,Study Skills,HC7,0.3,"*,A,B,C,D,E",Unknown prior,B,291,21.9%
Extended Project (Diploma),101,Study Skills,HC7,0.3,"*,A,B,C,D,E",Unknown prior,C,196,14.75%
Extended Project (Diploma),101,Study Skills,HC7,0.3,"*,A,B,C,D,E",Unknown prior,D,103,7.75%
Extended Project (Diploma),101,Study Skills,HC7,0.3,"*,A,B,C,D,E",Unknown prior,E,48,3.61%
Extended Project (Diploma),101,Study Skills,HC7,0.3,"*,A,B,C,D,E",Unknown prior,U,13,0.98%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",1-<2,*,1,100%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",2-<3,E,2,40%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",2-<3,U,3,60%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",3-<4,A,3,3.16%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",3-<4,B,1,1.05%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",3-<4,C,6,6.32%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",3-<4,D,10,10.53%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",3-<4,E,23,24.21%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",3-<4,U,52,54.74%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",4-<5,*,2,0.15%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",4-<5,A,6,0.46%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",4-<5,B,30,2.3%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",4-<5,C,111,8.5%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",4-<5,D,252,19.3%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",4-<5,E,422,32.31%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",4-<5,U,483,36.98%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",5-<6,*,13,0.16%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",5-<6,A,84,1.07%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",5-<6,B,411,5.21%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",5-<6,C,1472,18.67%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",5-<6,D,2387,30.28%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",5-<6,E,2365,30%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",5-<6,U,1151,14.6%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",6-<7,*,66,0.38%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",6-<7,A,843,4.8%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",6-<7,B,3083,17.55%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",6-<7,C,5357,30.49%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",6-<7,D,4959,28.23%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",6-<7,E,2565,14.6%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",6-<7,U,694,3.95%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",7-<8,*,636,3.3%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",7-<8,A,4154,21.57%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",7-<8,B,6456,33.53%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",7-<8,C,5157,26.78%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",7-<8,D,2148,11.15%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",7-<8,E,587,3.05%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",7-<8,U,118,0.61%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",8-<9,*,4464,29.61%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",8-<9,A,6405,42.49%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",8-<9,B,3068,20.35%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",8-<9,C,880,5.84%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",8-<9,D,203,1.35%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",8-<9,E,47,0.31%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",8-<9,U,8,0.05%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",9>=,*,900,65.36%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",9>=,A,357,25.93%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",9>=,B,81,5.88%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",9>=,C,24,1.74%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",9>=,D,13,0.94%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",9>=,E,1,0.07%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",9>=,U,1,0.07%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",All,*,6292,9.76%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",All,A,12214,18.95%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",All,B,13532,21%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",All,C,13314,20.66%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",All,D,10226,15.87%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",All,E,6212,9.64%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",All,U,2657,4.12%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",Unknown prior,*,210,11.16%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",Unknown prior,A,362,19.23%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",Unknown prior,B,402,21.36%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",Unknown prior,C,307,16.31%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",Unknown prior,D,254,13.5%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",Unknown prior,E,200,10.63%
GCE A level,111,Biology,1010,1,"*,A,B,C,D,E",Unknown prior,U,147,7.81%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",<1,A,1,50%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",<1,U,1,50%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",1-<2,A,1,100%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",2-<3,A,1,25%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",2-<3,D,1,25%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",2-<3,E,1,25%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",2-<3,U,1,25%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",3-<4,*,2,3.17%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",3-<4,A,1,1.59%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",3-<4,B,4,6.35%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",3-<4,C,7,11.11%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",3-<4,D,8,12.7%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",3-<4,E,12,19.05%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",3-<4,U,29,46.03%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",4-<5,*,1,0.13%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",4-<5,A,6,0.8%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",4-<5,B,38,5.07%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",4-<5,C,83,11.07%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",4-<5,D,164,21.87%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",4-<5,E,226,30.13%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",4-<5,U,232,30.93%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",5-<6,*,7,0.15%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",5-<6,A,110,2.33%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",5-<6,B,401,8.49%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",5-<6,C,835,17.68%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",5-<6,D,1284,27.18%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",5-<6,E,1301,27.54%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",5-<6,U,786,16.64%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",6-<7,*,55,0.46%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",6-<7,A,717,5.99%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",6-<7,B,2288,19.11%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",6-<7,C,3185,26.61%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",6-<7,D,2977,24.87%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",6-<7,E,2033,16.98%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",6-<7,U,716,5.98%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",7-<8,*,459,2.79%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",7-<8,A,3469,21.12%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",7-<8,B,5352,32.59%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",7-<8,C,3961,24.12%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",7-<8,D,2104,12.81%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",7-<8,E,898,5.47%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",7-<8,U,181,1.1%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",8-<9,*,3861,23.19%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",8-<9,A,7265,43.64%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",8-<9,B,3763,22.6%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",8-<9,C,1274,7.65%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",8-<9,D,386,2.32%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",8-<9,E,74,0.44%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",8-<9,U,24,0.14%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",9>=,*,903,50.93%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",9>=,A,651,36.72%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",9>=,B,162,9.14%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",9>=,C,45,2.54%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",9>=,D,10,0.56%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",9>=,E,1,0.06%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",9>=,U,1,0.06%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",All,*,5566,10.24%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",All,A,12736,23.43%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",All,B,12412,22.83%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",All,C,9720,17.88%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",All,D,7154,13.16%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",All,E,4707,8.66%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",All,U,2074,3.81%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",Unknown prior,*,278,13.83%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",Unknown prior,A,514,25.57%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",Unknown prior,B,404,20.1%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",Unknown prior,C,330,16.42%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",Unknown prior,D,220,10.95%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",Unknown prior,E,161,8.01%
GCE A level,111,Chemistry,1110,1,"*,A,B,C,D,E",Unknown prior,U,103,5.12%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",<1,A,1,50%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",<1,U,1,50%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",2-<3,*,1,33.33%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",2-<3,B,1,33.33%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",2-<3,D,1,33.33%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",3-<4,*,1,1.85%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",3-<4,A,1,1.85%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",3-<4,B,1,1.85%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",3-<4,C,7,12.96%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",3-<4,D,7,12.96%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",3-<4,E,11,20.37%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",3-<4,U,26,48.15%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",4-<5,*,2,0.28%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",4-<5,A,6,0.83%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",4-<5,B,40,5.56%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",4-<5,C,63,8.75%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",4-<5,D,150,20.83%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",4-<5,E,218,30.28%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",4-<5,U,241,33.47%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",5-<6,*,13,0.31%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",5-<6,A,86,2.05%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",5-<6,B,294,7%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",5-<6,C,662,15.77%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",5-<6,D,1152,27.44%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",5-<6,E,1300,30.97%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",5-<6,U,691,16.46%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",6-<7,*,83,0.89%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",6-<7,A,622,6.65%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",6-<7,B,1547,16.55%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",6-<7,C,2457,26.28%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",6-<7,D,2595,27.76%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",6-<7,E,1562,16.71%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",6-<7,U,482,5.16%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",7-<8,*,607,5.46%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",7-<8,A,2520,22.66%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",7-<8,B,3126,28.11%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",7-<8,C,2667,23.99%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",7-<8,D,1574,14.16%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",7-<8,E,523,4.7%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",7-<8,U,102,0.92%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",8-<9,*,3095,30%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",8-<9,A,4040,39.16%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",8-<9,B,2020,19.58%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",8-<9,C,837,8.11%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",8-<9,D,265,2.57%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",8-<9,E,51,0.49%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",8-<9,U,8,0.08%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",9>=,*,553,52.32%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",9>=,A,380,35.95%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",9>=,B,89,8.42%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",9>=,C,23,2.18%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",9>=,D,10,0.95%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",9>=,E,2,0.19%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",All,*,4584,11.93%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",All,A,8019,20.87%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",All,B,7446,19.38%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",All,C,6963,18.12%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",All,D,5971,15.54%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",All,E,3804,9.9%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",All,U,1640,4.27%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",Unknown prior,*,229,14.22%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",Unknown prior,A,363,22.55%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",Unknown prior,B,328,20.37%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",Unknown prior,C,247,15.34%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",Unknown prior,D,217,13.48%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",Unknown prior,E,137,8.51%
GCE A level,111,Physics,1210,1,"*,A,B,C,D,E",Unknown prior,U,89,5.53%
GCE A level,111,Electronics,1730,1,"*,A,B,C,D,E",3-<4,C,2,40%
GCE A level,111,Electronics,1730,1,"*,A,B,C,D,E",3-<4,E,2,40%
GCE A level,111,Electronics,1730,1,"*,A,B,C,D,E",3-<4,U,1,20%
GCE A level,111,Electronics,1730,1,"*,A,B,C,D,E",4-<5,A,1,1.47%
GCE A level,111,Electronics,1730,1,"*,A,B,C,D,E",4-<5,B,8,11.76%
GCE A level,111,Electronics,1730,1,"*,A,B,C,D,E",4-<5,C,14,20.59%
GCE A level,111,Electronics,1730,1,"*,A,B,C,D,E",4-<5,D,18,26.47%
GCE A level,111,Electronics,1730,1,"*,A,B,C,D,E",4-<5,E,14,20.59%
GCE A level,111,Electronics,1730,1,"*,A,B,C,D,E",4-<5,U,13,19.12%
GCE A level,111,Electronics,1730,1,"*,A,B,C,D,E",5-<6,*,2,1.23%
GCE A level,111,Electronics,1730,1,"*,A,B,C,D,E",5-<6,A,15,9.26%
GCE A level,111,Electronics,1730,1,"*,A,B,C,D,E",5-<6,B,33,20.37%
GCE A level,111,Electronics,1730,1,"*,A,B,C,D,E",5-<6,C,50,30.86%
GCE A level,111,Electronics,1730,1,"*,A,B,C,D,E",5-<6,D,30,18.52%
GCE A level,111,Electronics,1730,1,"*,A,B,C,D,E",5-<6,E,27,16.67%
GCE A level,111,Electronics,1730,1,"*,A,B,C,D,E",5-<6,U,5,3.09%
GCE A level,111,Electronics,1730,1,"*,A,B,C,D,E",6-<7,*,10,5.99%
GCE A level,111,Electronics,1730,1,"*,A,B,C,D,E",6-<7,A,47,28.14%
GCE A level,111,Electronics,1730,1,"*,A,B,C,D,E",6-<7,B,45,26.95%
GCE A level,111,Electronics,1730,1,"*,A,B,C,D,E",6-<7,C,28,16.77%
GCE A level,111,Electronics,1730,1,"*,A,B,C,D,E",6-<7,D,20,11.98%
