RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,ALL_SCORE,ALL_UPPER,ALL_LOWER,ALL_COHORT,ALL_PROGRESSED,ALL_APPREN,ALL_HE,ALL_TOP3RD,ALL_RUSSELL,ALL_OXBRIDGE,ALL_HTECH,ACADAGEN_COHORT,ACADAGEN_PROGRESSED,ACADAGEN_SCORE,ACADAGEN_UPPER,ACADAGEN_LOWER,TLEV_COHORT,TLEV_PROGRESSED,TLEV_SCORE,TLEV_UPPER,TLEV_LOWER,OTHER_COHORT,OTHER_PROGRESSED,OTHER_SCORE,OTHER_UPPER,OTHER_LOWER,DIS_PROGRESSED,DIS_APPREN,DIS_HE,DIS_TOP3RD,DIS_RUSSELL,DIS_OXBRIDGE,DIS_HTECH
1,886,5431,118903,Hugh Christie School,FD,0,0,-18,-5,-30,50,44%,2%,38%,2%,2%,0%,4%,41,51%,-16,-3,-28,1,SUPP,SUPP,SUPP,SUPP,8,13%,-25,8,-58,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,5432,140537,St Simon Stock Catholic School,ACC,0,0,11,18,3,126,80%,1%,79%,7%,6%,0%,1%,125,81%,11,18,3,0,0%,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,80%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,5434,136286,Westlands School,ACC,0,0,-15,-5,-24,74,47%,0%,46%,0%,0%,0%,1%,64,52%,-13,-2,-23,10,20%,-27,3,-57,0,0%,NA,NA,NA,25%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,5435,140640,St Gregory's Catholic School,ACC,0,0,-7,1,-15,108,64%,3%,59%,12%,11%,0%,2%,108,64%,-7,0,-14,0,0%,NA,NA,NA,0,0%,NA,NA,NA,58%,8%,50%,0%,0%,0%,0%
1,886,5437,137837,The Folkestone School for Girls,ACC,0,0,-5,3,-13,103,78%,1%,77%,22%,22%,3%,0%,103,78%,-5,2,-12,0,0%,NA,NA,NA,0,0%,NA,NA,NA,78%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,886,5439,136847,Mascalls Academy,ACC,0,0,-17,-8,-25,98,49%,2%,46%,8%,7%,0%,1%,87,52%,-16,-7,-24,11,27%,-25,3,-53,0,0%,NA,NA,NA,33%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,5443,136417,Tonbridge Grammar School,ACC,0,0,4,11,-3,140,94%,0%,94%,69%,61%,4%,0%,140,94%,4,10,-2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,100%,0%,100%,38%,38%,0%,0%
1,886,5444,137474,Barton Court Grammar School,ACC,0,0,-8,2,-18,72,74%,0%,72%,25%,21%,4%,1%,72,74%,-8,1,-17,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,5446,140874,"St Anselm's Catholic School, Canterbury",ACC,0,0,4,12,-4,97,66%,1%,64%,5%,6%,1%,1%,97,66%,4,12,-4,0,0%,NA,NA,NA,0,0%,NA,NA,NA,62%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,5447,118919,St George's Church of England Foundation School,FD,0,0,-28,-15,-40,49,27%,0%,24%,0%,0%,0%,2%,48,27%,-28,-16,-39,0,0%,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,36%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,5448,136465,Herne Bay High School,ACC,0,0,-4,3,-11,118,53%,0%,53%,4%,3%,0%,1%,100,56%,-4,4,-12,2,SUPP,SUPP,SUPP,SUPP,16,44%,2,25,-21,53%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,5449,136570,Queen Elizabeth's Grammar School,ACC,0,0,-3,5,-11,96,78%,3%,73%,35%,33%,2%,2%,96,78%,-3,5,-11,0,0%,NA,NA,NA,0,0%,NA,NA,NA,83%,SUPP,67%,0%,0%,0%,SUPP
1,886,5450,137104,Hillview School for Girls,ACC,0,0,1,9,-7,109,71%,1%,68%,9%,7%,0%,2%,107,71%,1,8,-6,2,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,56%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,886,5455,136349,The Hayesbrook School,ACC,0,0,-15,0,-29,36,47%,3%,44%,14%,11%,0%,0%,25,60%,-11,5,-27,11,18%,-25,3,-53,0,0%,NA,NA,NA,SUPP,SUPP,0%,0%,0%,0%,0%
1,886,5456,118928,Northfleet Technology College,FD,0,0,-11,0,-21,66,41%,2%,35%,0%,0%,0%,5%,53,38%,-16,-4,-27,12,50%,5,32,-22,1,SUPP,SUPP,SUPP,SUPP,50%,SUPP,42%,0%,0%,0%,SUPP
1,886,5459,118931,Dover Grammar School for Boys,FD,0,0,-9,0,-18,73,68%,0%,68%,12%,10%,1%,0%,73,68%,-9,0,-18,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,5460,136585,Dane Court Grammar School,ACC,0,0,-1,6,-8,142,73%,1%,71%,15%,14%,1%,1%,132,73%,-4,3,-11,10,80%,33,63,2,0,0%,NA,NA,NA,67%,SUPP,62%,0%,0%,0%,SUPP
1,886,5461,118933,St John's Catholic Comprehensive,VA,0,0,4,12,-4,105,69%,0%,68%,1%,1%,0%,1%,94,69%,2,10,-6,11,64%,17,45,-11,0,0%,NA,NA,NA,62%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,5462,136382,Chatham & Clarendon Grammar School,ACC,0,0,-3,2,-8,234,74%,1%,72%,16%,12%,1%,1%,233,74%,-3,2,-8,0,0%,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,70%,0%,70%,19%,14%,SUPP,0%
1,886,5463,136317,Sandwich Technology School,ACC,0,0,-4,5,-13,79,58%,0%,57%,4%,4%,0%,1%,79,58%,-4,5,-13,0,0%,NA,NA,NA,0,0%,NA,NA,NA,40%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,5464,136603,Bennett Memorial Diocesan School,ACC,0,0,1,7,-5,164,76%,0%,76%,22%,19%,1%,0%,142,80%,1,7,-5,22,45%,5,25,-15,0,0%,NA,NA,NA,62%,0%,62%,23%,23%,SUPP,0%
1,886,5465,137099,Gravesend Grammar School,ACC,0,0,-1,5,-7,162,81%,4%,77%,29%,25%,1%,0%,162,81%,-1,5,-7,0,0%,NA,NA,NA,0,0%,NA,NA,NA,75%,0%,75%,17%,17%,SUPP,0%
1,886,5466,137458,Brockhill Park Performing Arts College,ACC,0,0,0,10,-10,69,62%,0%,62%,0%,0%,0%,0%,64,63%,-1,9,-11,5,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,79%,0%,79%,0%,0%,0%,0%
1,886,5467,137834,"Mayfield Grammar School, Gravesend",ACC,0,0,-3,4,-10,138,77%,4%,73%,15%,13%,0%,0%,138,77%,-3,3,-9,0,0%,NA,NA,NA,0,0%,NA,NA,NA,83%,0%,83%,17%,17%,0%,0%
1,886,5468,135826,The Royal Harbour Academy,FD,0,0,-22,2,-46,12,33%,0%,33%,0%,0%,0%,0%,12,33%,-22,1,-45,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,6905,136128,Knole Academy,AC,0,0,-4,5,-13,75,60%,5%,53%,1%,3%,0%,1%,75,60%,-4,5,-13,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,6909,135290,The Marsh Academy,AC,0,0,-2,12,-16,33,61%,0%,61%,0%,0%,0%,0%,31,61%,-2,12,-16,2,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,75%,0%,75%,0%,0%,0%,0%
1,886,6910,135297,The Leigh Academy,AC,0,0,-4,4,-12,112,58%,4%,50%,2%,2%,0%,4%,112,58%,-4,3,-11,0,0%,NA,NA,NA,0,0%,NA,NA,NA,73%,7%,67%,0%,0%,0%,0%
1,886,6913,135371,Cornwallis Academy,AC,0,0,-21,-13,-28,122,34%,1%,33%,3%,2%,0%,1%,104,37%,-21,-13,-28,1,SUPP,SUPP,SUPP,SUPP,17,24%,-15,8,-38,29%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,6914,135630,Longfield Academy,AC,0,0,-22,-11,-32,67,43%,1%,40%,3%,0%,0%,1%,65,45%,-21,-10,-31,0,0%,NA,NA,NA,2,SUPP,SUPP,SUPP,SUPP,39%,SUPP,33%,0%,0%,0%,SUPP
1,886,6915,135721,Oasis Academy Isle of Sheppey,AC,0,0,-21,-8,-33,48,40%,2%,35%,0%,0%,0%,2%,44,41%,-21,-8,-33,4,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,36%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,6916,135888,Skinners' Kent Academy,AC,0,0,0,15,-15,30,67%,0%,67%,3%,3%,0%,0%,30,67%,0,14,-14,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,6917,136175,Dover Christ Church Academy,AC,0,0,-31,-14,-47,26,31%,0%,23%,0%,0%,0%,8%,26,31%,-31,-15,-46,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,6918,136177,Duke of York's Royal Military School,AC,0,0,8,23,-7,32,78%,0%,78%,28%,25%,3%,0%,32,78%,8,22,-6,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,6919,136197,The John Wallis Church of England Academy,AC,0,0,-1,9,-11,71,61%,0%,61%,0%,0%,0%,0%,67,64%,1,10,-8,2,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,63%,0%,63%,0%,0%,0%,0%
1,886,6920,136205,Wilmington Academy,AC,0,0,-12,-1,-22,61,54%,5%,49%,7%,7%,0%,0%,61,54%,-12,-1,-22,0,0%,NA,NA,NA,0,0%,NA,NA,NA,40%,0%,40%,10%,10%,0%,0%
1,886,8007,130725,North Kent College,General Further Education College,0,0,-11,-7,-14,772,31%,SP,24%,SP,SP,0%,7%,3,SUPP,SUPP,SUPP,SUPP,33,18%,-27,-10,-43,736,32%,-11,-7,-14,31%,SUPP,22%,0%,0%,0%,SUPP
1,886,8016,130727,West Kent and Ashford College,General Further Education College,0,0,-10,-5,-14,307,40%,1%,33%,2%,1%,0%,6%,68,49%,-17,-7,-26,28,29%,-17,1,-35,211,39%,-6,0,-12,36%,0%,29%,0%,0%,0%,7%
1,886,8018,130728,EKC Group,General Further Education College,0,0,-8,-4,-11,751,36%,SP,32%,2%,1%,0%,4%,140,50%,-7,0,-13,104,31%,-8,1,-17,507,34%,-8,-3,-12,38%,0%,34%,2%,2%,0%,4%
1,886,8300,130733,Hadlow College,Agriculture and Horticulture College,0,0,-19,-11,-26,144,26%,0%,20%,1%,0%,0%,6%,0,0%,NA,NA,NA,60,37%,-8,4,-20,84,18%,-26,-15,-36,8%,0%,4%,SUPP,0%,0%,4%
LA,886,,,,,,,-5,NA,NA,10279,63%,1%,60%,18%,16%,1%,2%,8221,71%,-4,NA,NA,419,35%,-8,NA,NA,1639,33%,-10,NA,NA,65%,1%,62%,20%,17%,1%,2%
1,880,4000,138370,Torquay Academy,AC,0,0,-4,6,-14,70,54%,0%,51%,11%,10%,0%,3%,47,66%,0,11,-11,0,0%,NA,NA,NA,23,30%,-12,7,-31,63%,0%,63%,11%,11%,0%,0%
1,880,4114,136506,Torquay Girls Grammar School,ACC,0,0,-6,2,-14,91,80%,2%,76%,53%,49%,2%,2%,91,80%,-6,2,-14,0,0%,NA,NA,NA,0,0%,NA,NA,NA,86%,SUPP,71%,43%,71%,0%,SUPP
1,880,4116,136388,Churston Ferrers Grammar School Academy,ACC,0,0,-11,-3,-18,115,72%,3%,66%,28%,31%,2%,3%,115,72%,-11,-3,-18,0,0%,NA,NA,NA,0,0%,NA,NA,NA,58%,8%,42%,8%,8%,0%,8%
1,880,4117,113526,The Spires College,FD,0,0,-23,-9,-36,41,37%,0%,34%,5%,7%,0%,2%,37,41%,-22,-8,-35,4,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,45%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,880,4118,137755,Brixham College,ACC,0,0,4,16,-8,47,74%,0%,68%,15%,15%,4%,6%,47,74%,4,15,-7,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,880,4601,113551,St Cuthbert Mayne School,VA,0,0,-9,5,-23,36,58%,3%,53%,22%,19%,0%,3%,36,58%,-9,4,-22,0,0%,NA,NA,NA,0,0%,NA,NA,NA,57%,SUPP,43%,14%,0%,0%,SUPP
1,880,5401,136321,Torquay Boys' Grammar School,ACC,0,0,-3,4,-10,139,86%,3%,83%,50%,44%,5%,0%,139,86%,-3,3,-9,0,0%,NA,NA,NA,0,0%,NA,NA,NA,67%,0%,67%,11%,0%,0%,0%
1,880,8003,130648,South Devon College,General Further Education College,0,0,-7,-2,-11,343,45%,1%,31%,2%,2%,0%,13%,112,62%,-5,2,-12,63,38%,-7,5,-19,168,36%,-8,0,-15,59%,0%,35%,4%,4%,0%,24%
LA,880,,,,,,,-7,NA,NA,882,61%,1%,53%,21%,20%,2%,7%,624,72%,-6,NA,NA,67,36%,-9,NA,NA,191,36%,-9,NA,NA,61%,1%,55%,23%,22%,2%,5%
1,866,4004,145155,UTC Swindon,UTC,0,0,-22,12,-56,6,33%,33%,0%,0%,0%,0%,0%,2,SUPP,SUPP,SUPP,SUPP,4,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,866,4086,137264,Lydiard Park Academy,ACC,0,0,-6,5,-17,52,65%,4%,62%,8%,12%,2%,0%,48,69%,-5,6,-16,3,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,33%,0%,33%,17%,0%,SUPP,0%
1,866,5410,137190,The Commonweal School,ACC,0,0,-9,0,-17,97,59%,2%,55%,12%,12%,0%,2%,86,65%,-7,1,-15,11,9%,-32,-3,-60,0,0%,NA,NA,NA,50%,0%,50%,0%,13%,0%,0%
1,866,5417,137160,The Ridgeway School & Sixth Form College,ACC,0,0,-1,7,-9,113,79%,3%,76%,23%,27%,0%,0%,113,79%,-1,6,-8,0,0%,NA,NA,NA,0,0%,NA,NA,NA,73%,0%,73%,9%,9%,0%,0%
1,866,6905,135364,Swindon Academy,AC,0,0,-7,4,-18,53,55%,0%,45%,4%,2%,0%,9%,42,55%,-13,0,-25,0,0%,NA,NA,NA,11,55%,17,45,-11,50%,0%,50%,SUPP,SUPP,0%,0%
1,866,8004,130851,New College Swindon,General Further Education College,0,0,-12,-9,-14,944,47%,1%,40%,5%,5%,0%,5%,652,54%,-12,-8,-15,21,19%,-23,-2,-43,271,32%,-10,-4,-15,47%,1%,42%,2%,2%,0%,5%
LA,866,,,,,,,-9,NA,NA,1340,51%,2%,44%,7%,7%,SP,5%,962,58%,-10,NA,NA,70,33%,-10,NA,NA,308,33%,-9,NA,NA,52%,2%,45%,7%,8%,SUPP,5%
1,908,4002,143649,Callington Community College,ACC,0,0,-9,3,-21,44,61%,0%,61%,14%,16%,0%,0%,41,59%,-14,-1,-26,3,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,908,4003,144740,Callywith College,F1619,0,0,0,5,-5,269,68%,2%,64%,14%,17%,SP,2%,239,69%,-1,4,-6,1,SUPP,SUPP,SUPP,SUPP,29,59%,16,33,-1,69%,2%,60%,10%,7%,SUPP,7%
1,908,4009,139155,Launceston College,ACC,0,0,-13,-4,-21,99,63%,3%,60%,20%,23%,1%,0%,97,64%,-12,-3,-20,0,0%,NA,NA,NA,2,SUPP,SUPP,SUPP,SUPP,50%,0%,50%,10%,10%,SUPP,0%
1,908,4143,136575,Saltash Community School,ACC,0,0,0,9,-9,80,74%,1%,71%,18%,21%,0%,1%,80,74%,0,9,-9,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,908,4144,112041,Torpoint Community College,FD,0,0,0,12,-12,43,63%,0%,60%,2%,2%,0%,2%,30,50%,-20,-5,-34,13,92%,47,73,20,0,0%,NA,NA,NA,82%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,908,4146,143981,Helston Community College,ACC,0,0,-8,0,-16,100,59%,2%,56%,16%,18%,2%,1%,81,67%,-6,2,-14,16,31%,-13,10,-36,3,SUPP,SUPP,SUPP,SUPP,44%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,908,4150,112045,Budehaven Community School,FD,0,0,-8,1,-17,79,63%,0%,62%,18%,15%,0%,1%,79,63%,-8,1,-17,0,0%,NA,NA,NA,0,0%,NA,NA,NA,60%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,908,4152,137223,Falmouth School,ACC,0,0,-18,-8,-27,81,51%,0%,49%,12%,15%,1%,1%,69,52%,-21,-11,-30,12,42%,-5,22,-32,0,0%,NA,NA,NA,46%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,908,4154,136383,Bodmin College,ACC,0,0,-11,-3,-18,120,49%,0%,48%,7%,8%,1%,1%,91,63%,-4,4,-12,0,0%,NA,NA,NA,29,7%,-32,-14,-49,29%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,908,4158,136524,Camborne Science and International Academy,ACC,0,0,-8,1,-17,86,67%,0%,62%,21%,22%,0%,6%,80,71%,-6,3,-15,0,0%,NA,NA,NA,6,17%,-28,11,-67,57%,0%,57%,21%,21%,0%,0%
1,908,4165,136533,Newquay Tretherras,ACC,0,0,-11,-2,-19,94,62%,0%,61%,17%,20%,1%,1%,83,67%,-9,0,-17,10,20%,-19,11,-49,1,SUPP,SUPP,SUPP,SUPP,70%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,908,4167,144291,Liskeard School and Community College,ACC,0,0,-16,-5,-26,60,55%,2%,53%,18%,17%,3%,0%,58,57%,-16,-5,-26,2,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,50%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,908,8000,130627,Cornwall College,General Further Education College,0,0,-12,-8,-15,533,36%,2%,25%,2%,2%,0%,10%,59,66%,-7,3,-17,166,39%,-6,1,-13,308,28%,-16,-10,-21,33%,1%,20%,1%,1%,0%,12%
1,908,8005,130629,Truro and Penwith College,General Further Education College,0,0,-4,-2,-5,1867,59%,1%,54%,14%,15%,1%,4%,988,72%,-6,-3,-8,89,38%,-7,3,-17,790,45%,-1,2,-4,46%,1%,41%,7%,8%,SP,5%
LA,908,,,,,,,-6,NA,NA,3619,56%,1%,51%,12%,14%,1%,4%,2118,68%,-7,NA,NA,314,40%,-5,NA,NA,1187,39%,-6,NA,NA,58%,1%,53%,13%,15%,1%,4%
1,881,4001,136555,Debden Park High School,ACC,0,0,-10,0,-20,65,68%,2%,66%,14%,8%,2%,0%,65,68%,-10,0,-20,0,0%,NA,NA,NA,0,0%,NA,NA,NA,74%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,881,4004,137152,Ormiston Rivers Academy,AC,0,0,-19,-8,-29,64,50%,2%,44%,6%,8%,0%,5%,59,53%,-19,-8,-29,5,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,43%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,881,4005,138239,Becket Keys Church of England Free School,F,0,0,1,10,-8,89,75%,3%,67%,11%,9%,0%,4%,89,75%,1,9,-7,0,0%,NA,NA,NA,0,0%,NA,NA,NA,56%,0%,56%,0%,0%,0%,0%
1,881,4011,139534,The Sweyne Park School,ACC,0,0,-4,4,-12,90,67%,3%,61%,11%,7%,0%,2%,73,70%,-7,2,-16,17,53%,7,30,-16,0,0%,NA,NA,NA,67%,0%,67%,13%,7%,0%,0%
1,881,4023,145050,Epping St Johns Church of England School,AC,0,0,-6,6,-18,44,64%,5%,59%,9%,7%,0%,0%,44,64%,-6,6,-18,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,881,4026,139153,Hedingham School and Sixth Form,ACC,0,0,-17,-8,-25,96,58%,3%,54%,11%,7%,1%,1%,94,60%,-16,-7,-24,0,0%,NA,NA,NA,2,SUPP,SUPP,SUPP,SUPP,58%,SUPP,50%,0%,0%,SUPP,SUPP
1,881,4027,145474,Brentwood County High School,AC,0,0,-8,1,-17,86,62%,2%,56%,7%,6%,0%,3%,86,62%,-8,0,-16,0,0%,NA,NA,NA,0,0%,NA,NA,NA,33%,0%,33%,8%,8%,0%,0%
1,881,4390,136904,Great Baddow High School,ACC,0,0,-11,-2,-19,99,63%,1%,61%,12%,10%,0%,1%,97,62%,-12,-3,-20,2,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,42%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,881,4420,137013,Notley High School and Braintree Sixth Form,ACC,0,0,1,9,-7,111,76%,6%,69%,11%,9%,0%,0%,111,76%,1,8,-6,0,0%,NA,NA,NA,0,0%,NA,NA,NA,86%,0%,86%,7%,7%,0%,0%
1,881,4470,139179,Tabor Academy,ACC,0,0,-24,-9,-38,33,39%,0%,39%,9%,9%,3%,0%,33,39%,-24,-9,-38,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,881,4471,137048,Mayflower High School,ACC,0,0,-4,3,-11,138,69%,3%,65%,8%,4%,0%,1%,138,69%,-4,2,-10,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,881,4480,136863,Moulsham High School,ACC,0,0,-4,3,-11,141,75%,2%,73%,20%,18%,0%,0%,141,75%,-4,2,-10,0,0%,NA,NA,NA,0,0%,NA,NA,NA,78%,11%,67%,22%,11%,0%,0%
1,881,4499,145597,Roding Valley High School,ACC,0,0,-13,-1,-24,56,57%,4%,54%,11%,13%,2%,0%,56,57%,-13,-2,-23,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,881,4701,115238,"St John Payne Catholic School, Chelmsford",VA,0,0,6,14,-2,90,84%,1%,83%,33%,30%,3%,0%,90,84%,6,14,-2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,88%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,881,5402,137790,Plume School,ACC,0,0,-15,-6,-23,90,54%,0%,52%,6%,3%,0%,2%,82,54%,-17,-8,-25,8,63%,15,48,-18,0,0%,NA,NA,NA,40%,0%,40%,0%,0%,0%,0%
1,881,5403,136577,The King John School,ACC,0,0,-15,-9,-20,214,59%,6%,52%,19%,14%,1%,1%,200,62%,-14,-8,-19,13,23%,-24,2,-50,1,SUPP,SUPP,SUPP,SUPP,75%,4%,71%,25%,25%,0%,0%
1,881,5405,136758,West Hatch High School,ACC,0,0,-6,2,-14,103,65%,7%,58%,13%,11%,0%,0%,101,66%,-5,3,-13,2,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,77%,8%,69%,23%,23%,0%,0%
1,881,5406,115322,Beauchamps High School,FD,0,0,-25,-15,-34,76,46%,4%,42%,8%,7%,1%,0%,76,46%,-25,-15,-34,0,0%,NA,NA,NA,0,0%,NA,NA,NA,50%,0%,50%,17%,17%,SUPP,0%
1,881,5407,139181,The Bromfords School and Sixth Form College,ACC,0,0,-6,4,-16,60,62%,7%,52%,5%,3%,0%,3%,50,60%,-12,0,-23,10,70%,23,53,-7,0,0%,NA,NA,NA,63%,13%,50%,0%,0%,0%,0%
1,881,5408,136776,Saffron Walden County High School,ACC,0,0,0,4,-4,328,77%,1%,74%,35%,28%,2%,2%,326,77%,0,4,-4,0,0%,NA,NA,NA,2,SUPP,SUPP,SUPP,SUPP,74%,0%,74%,37%,21%,0%,0%
1,881,5410,136412,Chelmsford County High School for Girls,ACC,0,0,5,12,-2,123,96%,3%,93%,65%,58%,10%,0%,123,96%,5,12,-2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,100%,0%,100%,33%,33%,0%,0%
1,881,5411,136642,"King Edward VI Grammar School, Chelmsford",ACC,0,0,1,7,-5,188,93%,2%,91%,79%,70%,13%,0%,188,93%,1,6,-4,0,0%,NA,NA,NA,0,0%,NA,NA,NA,92%,0%,92%,83%,83%,0%,0%
1,881,5413,137241,Thurstable School Sports College and Sixth Form Centre,ACC,0,0,-20,-8,-31,53,43%,0%,43%,6%,6%,0%,0%,32,56%,-20,-5,-34,0,0%,NA,NA,NA,21,24%,-21,0,-41,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,881,5416,137874,The Boswells School,ACC,0,0,-5,2,-12,115,75%,2%,72%,21%,18%,1%,1%,115,75%,-5,2,-12,0,0%,NA,NA,NA,0,0%,NA,NA,NA,33%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,881,5418,136579,The Appleton School,ACC,0,0,-14,-4,-23,82,63%,2%,60%,11%,9%,1%,1%,82,63%,-14,-5,-22,0,0%,NA,NA,NA,0,0%,NA,NA,NA,45%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,881,5421,136868,The King Edmund School,ACC,0,0,-13,-5,-20,120,53%,6%,47%,5%,5%,1%,1%,98,60%,-11,-2,-19,0,0%,NA,NA,NA,22,23%,-20,0,-40,37%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,881,5422,141841,The FitzWimarc School,ACC,0,0,0,9,-9,74,76%,3%,72%,12%,12%,0%,1%,74,76%,0,9,-9,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,881,5426,136625,Davenant Foundation School,ACC,0,0,2,8,-4,163,82%,3%,79%,29%,22%,1%,1%,162,83%,2,8,-4,0,0%,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,82%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,881,5427,136605,William de Ferrers School,ACC,0,0,-21,-13,-28,125,47%,4%,43%,10%,7%,0%,0%,109,49%,-23,-15,-30,16,38%,-8,15,-31,0,0%,NA,NA,NA,31%,0%,31%,15%,8%,0%,0%
1,881,5429,137260,Chelmer Valley High School,ACC,0,0,1,10,-8,86,77%,6%,71%,19%,14%,1%,0%,86,77%,1,9,-7,0,0%,NA,NA,NA,0,0%,NA,NA,NA,67%,11%,56%,11%,11%,SUPP,0%
1,881,5432,137188,Tendring Technology College,ACC,0,0,-6,2,-14,101,68%,1%,66%,15%,10%,0%,1%,100,69%,-6,2,-14,0,0%,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,58%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,881,5433,136875,St Martin's School Brentwood,ACC,0,0,-7,0,-14,140,71%,6%,62%,21%,16%,1%,2%,140,71%,-7,0,-13,0,0%,NA,NA,NA,0,0%,NA,NA,NA,85%,0%,85%,23%,15%,SUPP,0%
