RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,ALL_SCORE,ALL_UPPER,ALL_LOWER,ALL_COHORT,ALL_PROGRESSED,ALL_APPREN,ALL_HE,ALL_TOP3RD,ALL_RUSSELL,ALL_OXBRIDGE,ALL_HTECH,ACADAGEN_COHORT,ACADAGEN_PROGRESSED,ACADAGEN_SCORE,ACADAGEN_UPPER,ACADAGEN_LOWER,TLEV_COHORT,TLEV_PROGRESSED,TLEV_SCORE,TLEV_UPPER,TLEV_LOWER,OTHER_COHORT,OTHER_PROGRESSED,OTHER_SCORE,OTHER_UPPER,OTHER_LOWER,DIS_PROGRESSED,DIS_APPREN,DIS_HE,DIS_TOP3RD,DIS_RUSSELL,DIS_OXBRIDGE,DIS_HTECH
1,317,4027,140475,Loxford School,ACC,0,0,16,21,10,224,86%,2%,84%,21%,20%,0%,SP,224,86%,16,21,10,0,0%,NA,NA,NA,0,0%,NA,NA,NA,81%,SUPP,80%,22%,20%,0%,SUPP
1,317,4029,102854,Woodbridge High School,CY,0,0,1,8,-6,147,71%,0%,71%,24%,20%,1%,0%,120,77%,0,7,-7,0,0%,NA,NA,NA,27,44%,4,22,-14,73%,0%,73%,20%,20%,SUPP,0%
1,317,4030,140575,Beal High School,ACC,0,0,18,23,12,252,90%,1%,88%,26%,24%,0%,1%,250,90%,18,23,12,2,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,81%,SUPP,77%,28%,26%,0%,SUPP
1,317,4032,102856,Seven Kings School,CY,0,0,9,14,3,266,90%,SP,89%,32%,32%,1%,SP,266,90%,9,13,4,0,0%,NA,NA,NA,0,0%,NA,NA,NA,86%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,317,4033,102857,Valentines High School,CY,0,0,14,20,7,159,89%,1%,88%,28%,26%,0%,0%,159,89%,14,20,7,0,0%,NA,NA,NA,0,0%,NA,NA,NA,85%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,317,4035,102858,Mayfield School,FD,0,0,25,33,16,109,90%,1%,88%,17%,16%,0%,1%,103,91%,25,32,17,6,67%,27,65,-11,0,0%,NA,NA,NA,93%,SUPP,90%,17%,14%,0%,SUPP
1,317,4040,133405,Oaks Park High School,CY,0,0,14,20,7,167,85%,1%,82%,24%,22%,0%,2%,164,85%,13,19,6,3,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,78%,0%,76%,29%,24%,0%,2%
1,317,4603,102860,Trinity Catholic High School,VA,0,0,6,11,0,245,84%,2%,80%,24%,22%,SP,2%,245,84%,6,11,0,0,0%,NA,NA,NA,0,0%,NA,NA,NA,84%,0%,81%,13%,13%,SUPP,3%
1,317,4604,102861,Kantor King Solomon High School,VA,0,0,8,16,0,97,80%,0%,78%,14%,11%,0%,2%,97,80%,8,16,0,0,0%,NA,NA,NA,0,0%,NA,NA,NA,73%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,317,4605,137418,The Ursuline Academy Ilford,ACC,0,0,12,22,1,70,90%,0%,90%,20%,17%,0%,0%,70,90%,12,21,2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,86%,0%,86%,7%,7%,0%,0%
1,317,4800,137088,The Palmer Catholic Academy,ACC,0,0,10,19,0,81,83%,0%,80%,17%,14%,1%,2%,81,83%,10,18,1,0,0%,NA,NA,NA,0,0%,NA,NA,NA,94%,0%,94%,28%,17%,SUPP,0%
1,317,5400,136267,Chadwell Heath Academy,ACC,0,0,12,18,5,168,82%,1%,81%,14%,14%,0%,0%,156,82%,10,16,3,12,83%,43,70,15,0,0%,NA,NA,NA,90%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
LA,317,,,,,,,11,NA,NA,2604,86%,1%,84%,26%,24%,1%,1%,2552,86%,11,NA,NA,23,83%,43,NA,NA,29,45%,4,NA,NA,86%,1%,84%,27%,25%,1%,1%
1,318,4006,138825,Grey Court School,ACC,0,0,3,10,-4,130,86%,0%,85%,39%,37%,2%,1%,130,86%,3,10,-4,0,0%,NA,NA,NA,0,0%,NA,NA,NA,64%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,318,4010,138651,Orleans Park School,ACC,0,0,6,14,-2,97,87%,1%,86%,39%,35%,2%,0%,97,87%,6,14,-2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,100%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,318,4013,138460,Teddington School,ACC,0,0,3,15,-9,47,81%,0%,81%,36%,32%,0%,0%,47,81%,3,14,-8,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,318,4021,138461,Waldegrave School,ACC,0,0,5,12,-2,140,89%,0%,89%,46%,40%,2%,1%,140,89%,5,11,-1,0,0%,NA,NA,NA,0,0%,NA,NA,NA,100%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,318,4603,102929,Christ's Church of England Comprehensive Secondary School,VA,0,0,7,18,-4,53,83%,0%,83%,23%,21%,0%,0%,53,83%,7,18,-4,0,0%,NA,NA,NA,0,0%,NA,NA,NA,70%,0%,70%,0%,0%,0%,0%
1,318,6907,136208,Richmond Park Academy,AC,0,0,-4,13,-21,24,58%,0%,58%,13%,13%,0%,0%,22,59%,-6,11,-23,0,0%,NA,NA,NA,2,SUPP,SUPP,SUPP,SUPP,50%,0%,50%,0%,0%,0%,0%
1,318,8005,130454,Richmond-upon-Thames College,General Further Education College,0,0,9,13,4,436,59%,1%,56%,5%,3%,0%,2%,104,63%,-5,2,-12,16,44%,5,28,-18,316,58%,14,19,8,49%,1%,46%,5%,4%,0%,2%
LA,318,,,,,,,7,NA,NA,942,73%,SP,71%,22%,19%,1%,1%,608,81%,3,NA,NA,16,44%,5,NA,NA,318,58%,14,NA,NA,77%,SP,75%,25%,22%,1%,1%
1,210,4002,140221,South Bank University Academy,AC,0,0,18,34,1,27,74%,7%,67%,0%,0%,0%,0%,17,82%,18,37,-1,10,60%,18,48,-12,0,0%,NA,NA,NA,73%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,210,4005,145313,Bacon's College,AC,0,0,11,21,0,69,77%,3%,74%,13%,9%,1%,0%,48,83%,9,20,-2,21,62%,14,34,-6,0,0%,NA,NA,NA,74%,0%,74%,10%,3%,SUPP,0%
1,210,4265,136309,Kingsdale Foundation School,ACC,0,0,-4,5,-13,84,79%,1%,73%,42%,40%,2%,5%,84,79%,-4,4,-12,0,0%,NA,NA,NA,0,0%,NA,NA,NA,73%,SUPP,67%,33%,33%,0%,SUPP
1,210,4318,136298,The Charter School North Dulwich,ACC,0,0,5,11,-1,162,85%,0%,83%,44%,41%,3%,2%,162,85%,5,11,-1,0,0%,NA,NA,NA,0,0%,NA,NA,NA,92%,0%,92%,24%,24%,0%,0%
1,210,4680,100849,St Saviour's and St Olave's Church of England School,VA,0,0,10,20,0,64,86%,2%,84%,19%,19%,0%,0%,64,86%,10,20,0,0,0%,NA,NA,NA,0,0%,NA,NA,NA,85%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,210,5402,100857,The St Thomas the Apostle College,VA,0,0,8,17,-1,73,86%,1%,85%,23%,16%,1%,0%,73,86%,8,17,-1,0,0%,NA,NA,NA,0,0%,NA,NA,NA,88%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,210,5403,138961,St Michael's Catholic College,ACC,0,0,20,29,10,75,89%,4%,84%,16%,13%,0%,1%,60,92%,17,27,6,15,80%,34,58,9,0,0%,NA,NA,NA,87%,SUPP,80%,10%,7%,0%,SUPP
1,210,5405,138960,Sacred Heart Catholic School,ACC,0,0,10,20,0,68,94%,3%,91%,43%,40%,1%,0%,68,94%,10,19,0,0,0%,NA,NA,NA,0,0%,NA,NA,NA,100%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,210,6905,134222,City of London Academy (Southwark),AC,0,0,2,8,-4,150,79%,1%,75%,20%,18%,2%,3%,149,80%,2,8,-4,0,0%,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,83%,SUPP,76%,25%,21%,SUPP,SUPP
1,210,6907,131747,Harris Academy Bermondsey,AC,0,0,10,24,-4,35,86%,0%,86%,6%,6%,3%,0%,35,86%,10,23,-3,0,0%,NA,NA,NA,0,0%,NA,NA,NA,83%,0%,83%,0%,0%,SUPP,0%
1,210,6908,132711,Harris Girls' Academy East Dulwich,AC,1,0,5,15,-5,64,75%,2%,73%,17%,14%,0%,0%,58,74%,2,12,-8,6,83%,40,78,1,0,0%,NA,NA,NA,77%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,210,6909,135315,Ark Walworth Academy,AC,0,0,9,20,-2,55,82%,0%,82%,29%,27%,2%,0%,55,82%,9,19,-1,0,0%,NA,NA,NA,0,0%,NA,NA,NA,80%,0%,80%,20%,20%,SUPP,0%
1,210,6912,135584,Ark Globe Academy,AC,0,0,17,29,4,49,88%,0%,88%,39%,31%,0%,0%,49,88%,17,28,5,0,0%,NA,NA,NA,0,0%,NA,NA,NA,100%,0%,100%,42%,38%,0%,0%
1,210,6913,135816,Harris Boys' Academy East Dulwich,AC,1,0,13,25,0,43,72%,0%,72%,5%,5%,0%,0%,29,76%,10,25,-5,14,64%,19,44,-6,0,0%,NA,NA,NA,67%,0%,67%,SUPP,SUPP,0%,0%
LA,210,,,,,,,8,NA,NA,1018,83%,2%,80%,26%,23%,2%,1%,951,84%,7,NA,NA,66,68%,23,NA,NA,1,0%,-51,NA,NA,82%,1%,80%,31%,27%,2%,1%
1,850,4166,116433,Yateley School,CY,0,0,-4,4,-12,95,66%,2%,63%,14%,13%,1%,1%,89,69%,-3,5,-11,0,0%,NA,NA,NA,6,33%,-16,23,-55,67%,SUPP,50%,0%,0%,SUPP,SUPP
1,850,5401,136719,The Burgate School and Sixth Form,ACC,0,0,-5,3,-13,104,67%,3%,64%,18%,15%,1%,0%,104,67%,-5,2,-12,0,0%,NA,NA,NA,0,0%,NA,NA,NA,88%,0%,88%,13%,0%,SUPP,0%
1,850,5402,136652,The Arnewood School,ACC,0,0,-22,-11,-32,60,42%,0%,40%,2%,5%,0%,2%,52,46%,-22,-10,-33,7,14%,-21,15,-57,1,SUPP,SUPP,SUPP,SUPP,44%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,850,5403,136657,Ringwood School Academy,ACC,0,0,-15,-7,-22,124,60%,3%,56%,19%,14%,0%,0%,122,59%,-17,-9,-24,0,0%,NA,NA,NA,2,SUPP,SUPP,SUPP,SUPP,55%,9%,45%,0%,0%,0%,0%
1,850,5407,136643,Bohunt School,ACC,0,0,6,19,-7,41,90%,2%,88%,32%,27%,2%,0%,41,90%,6,18,-6,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,850,5408,137791,Bay House School,ACC,0,0,3,8,-2,215,82%,1%,80%,40%,40%,3%,SP,215,82%,3,8,-2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,77%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,850,5411,137345,Oaklands Catholic School,ACC,0,0,6,14,-2,94,82%,2%,80%,29%,29%,2%,0%,94,82%,6,14,-2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,850,8001,130688,Basingstoke College of Technology,General Further Education College,0,0,-22,-17,-26,322,19%,3%,13%,1%,1%,0%,2%,8,38%,-17,11,-45,16,6%,-31,-7,-54,298,19%,-22,-16,-27,12%,0%,9%,3%,SUPP,0%,3%
1,850,8002,130689,Farnborough College of Technology,General Further Education College,0,0,-5,0,-9,393,42%,3%,38%,2%,2%,0%,1%,57,65%,1,11,-9,5,SUPP,SUPP,SUPP,SUPP,331,38%,-6,0,-11,32%,2%,29%,5%,2%,0%,2%
1,850,8003,130690,Brockenhurst College,General Further Education College,0,0,-11,-8,-13,954,48%,2%,45%,9%,6%,SP,1%,560,59%,-11,-7,-14,19,68%,19,40,-2,375,30%,-13,-8,-17,40%,0%,40%,10%,6%,SUPP,0%
1,850,8005,130692,Eastleigh College,General Further Education College,0,0,-20,-14,-25,277,23%,3%,18%,1%,1%,0%,2%,25,12%,-42,-25,-58,19,26%,-16,5,-37,233,24%,-18,-11,-24,19%,2%,17%,2%,SUPP,0%,0%
1,850,8006,130693,Fareham College,General Further Education College,0,0,-14,-8,-19,271,32%,3%,26%,2%,2%,0%,3%,14,29%,-37,-15,-58,35,40%,-4,12,-20,222,31%,-14,-7,-20,35%,0%,33%,0%,0%,0%,2%
1,850,8008,130695,Havant and South Downs College,General Further Education College,0,0,-5,-2,-7,1070,56%,3%,51%,7%,6%,SP,3%,550,73%,-2,1,-5,18,28%,-16,6,-38,502,39%,-7,-2,-11,51%,1%,46%,3%,3%,0%,4%
1,850,8300,130698,Sparsholt College Hampshire,Agriculture and Horticulture College,0,0,-17,-13,-20,711,34%,SP,28%,2%,1%,0%,5%,226,51%,-16,-10,-21,317,29%,-16,-10,-21,168,21%,-22,-14,-29,27%,0%,23%,2%,0%,0%,4%
1,850,8601,145175,Queen Mary's College,ACC1619,0,0,3,5,0,817,66%,3%,63%,13%,12%,SP,SP,598,73%,1,4,-2,26,27%,-11,7,-29,193,51%,10,16,3,64%,5%,58%,9%,9%,0%,0%
1,850,8602,130701,Barton Peveril Sixth Form College,Sixth Form College,0,0,-2,0,-4,1546,71%,3%,67%,18%,17%,1%,2%,1393,73%,-3,0,-5,112,64%,15,24,5,41,32%,-13,1,-27,64%,2%,60%,11%,11%,0%,2%
1,850,8604,145057,The Sixth Form College Farnborough,ACC1619,0,0,2,3,0,1816,78%,2%,75%,25%,20%,1%,SP,1743,79%,2,3,0,16,56%,7,30,-16,57,46%,3,15,-9,70%,1%,66%,10%,9%,0%,2%
1,850,8606,145229,St Vincent College,ACC1619,0,0,-5,0,-10,208,50%,SP,49%,4%,3%,0%,0%,122,61%,-2,5,-9,0,0%,NA,NA,NA,86,33%,-11,0,-21,42%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,850,8609,130708,Peter Symonds College,Sixth Form College,0,0,2,3,0,1836,81%,1%,79%,34%,33%,3%,1%,1788,82%,2,3,0,0,0%,NA,NA,NA,48,35%,-9,4,-22,67%,0%,63%,22%,19%,1%,4%
LA,850,,,,,,,-4,NA,NA,10957,63%,2%,59%,17%,15%,1%,2%,7801,74%,-1,NA,NA,590,37%,-8,NA,NA,2566,33%,-11,NA,NA,64%,2%,61%,18%,16%,1%,2%
1,886,4001,137581,The Ebbsfleet Academy,AC,0,0,-26,-9,-42,27,41%,4%,30%,4%,4%,0%,7%,27,41%,-26,-10,-41,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,4002,137687,The Sittingbourne School,AC,0,0,-20,-7,-32,45,42%,2%,40%,0%,0%,0%,0%,42,45%,-19,-6,-31,2,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,23%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,886,4004,139075,Meopham School,AC,0,0,-2,19,-23,16,56%,0%,56%,6%,0%,0%,0%,16,56%,-2,18,-22,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,4012,140987,The Leigh UTC,UTC,0,0,-17,-5,-28,51,33%,2%,29%,8%,8%,0%,2%,16,38%,-27,-6,-47,33,33%,-10,6,-26,2,SUPP,SUPP,SUPP,SUPP,44%,SUPP,33%,11%,11%,0%,SUPP
1,886,4015,143954,The Lenham School,AC,0,0,-40,-17,-62,14,14%,0%,7%,0%,0%,0%,7%,14,14%,-40,-18,-61,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,4020,145420,Folkestone Academy,AC,0,0,0,8,-8,97,62%,0%,62%,3%,3%,0%,0%,89,62%,-2,6,-10,8,63%,23,56,-10,0,0%,NA,NA,NA,68%,0%,68%,0%,0%,0%,0%
1,886,4023,146624,Goodwin Academy,AC,0,0,-19,-8,-29,61,38%,3%,34%,2%,0%,0%,0%,54,37%,-22,-10,-33,4,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,21%,0%,21%,SUPP,0%,0%,0%
1,886,4026,118785,Dartford Science & Technology College,FD,0,0,5,19,-9,33,70%,6%,61%,0%,0%,0%,3%,31,74%,8,22,-6,2,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,4040,118788,Northfleet School for Girls,FD,0,0,-11,3,-25,36,53%,0%,53%,6%,3%,0%,0%,35,51%,-13,0,-26,1,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,56%,0%,56%,0%,SUPP,0%,0%
1,886,4043,118789,Tunbridge Wells Girls' Grammar School,FD,0,0,0,6,-6,160,88%,1%,86%,63%,57%,3%,1%,160,88%,0,6,-6,0,0%,NA,NA,NA,0,0%,NA,NA,NA,78%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,4045,118790,Tunbridge Wells Grammar School for Boys,CY,0,0,2,8,-4,156,84%,3%,81%,28%,25%,0%,0%,156,84%,2,8,-4,0,0%,NA,NA,NA,0,0%,NA,NA,NA,75%,13%,63%,0%,0%,0%,0%
1,886,4046,136455,Weald of Kent Grammar School,ACC,0,0,4,10,-2,153,88%,1%,86%,41%,37%,1%,1%,153,88%,4,10,-2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,100%,0%,100%,0%,0%,SUPP,0%
1,886,4058,136582,Invicta Grammar School,ACC,0,0,-1,6,-8,148,84%,3%,80%,22%,20%,2%,1%,148,84%,-1,5,-7,0,0%,NA,NA,NA,0,0%,NA,NA,NA,100%,0%,100%,0%,0%,0%,0%
1,886,4065,118796,The Holmesdale School,FD,0,0,-27,-13,-40,39,28%,0%,28%,3%,0%,0%,0%,38,29%,-27,-13,-40,0,0%,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,4080,136305,Highsted Grammar School,ACC,0,0,6,14,-2,95,89%,3%,84%,19%,18%,2%,2%,95,89%,6,14,-2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,90%,0%,90%,20%,10%,0%,0%
1,886,4091,144354,The Whitstable School,ACC,0,0,-22,-8,-35,38,37%,0%,37%,3%,0%,0%,0%,38,37%,-22,-8,-35,0,0%,NA,NA,NA,0,0%,NA,NA,NA,56%,0%,56%,SUPP,0%,0%,0%
1,886,4092,136379,Highworth Grammar School,ACC,0,0,-3,2,-8,227,83%,1%,81%,35%,28%,3%,SP,227,83%,-3,2,-8,0,0%,NA,NA,NA,0,0%,NA,NA,NA,87%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,4101,138480,The Harvey Grammar School,ACC,0,0,-13,-3,-22,86,69%,1%,67%,19%,16%,1%,0%,86,69%,-13,-4,-21,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,4109,118806,Dover Grammar School for Girls,CY,0,0,6,14,-2,99,87%,0%,86%,18%,16%,0%,1%,99,87%,6,14,-2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,79%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,4113,138167,Astor Secondary School,ACC,0,0,-15,-3,-26,53,43%,0%,42%,4%,4%,0%,2%,53,43%,-15,-3,-26,0,0%,NA,NA,NA,0,0%,NA,NA,NA,18%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,4172,136571,Hartsdown Academy,ACC,0,0,10,40,-20,8,63%,0%,63%,0%,0%,0%,0%,7,71%,16,46,-14,1,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,4196,136583,Towers School and Sixth Form Centre,ACC,0,0,-18,-7,-28,65,38%,0%,37%,3%,2%,0%,2%,58,40%,-19,-8,-29,2,SUPP,SUPP,SUPP,SUPP,5,SUPP,SUPP,SUPP,SUPP,44%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,4242,137154,The Abbey School,ACC,0,0,-18,-6,-29,57,39%,4%,32%,0%,0%,0%,4%,51,39%,-20,-8,-31,6,33%,2,40,-36,0,0%,NA,NA,NA,45%,SUPP,36%,0%,0%,0%,SUPP
1,886,4246,118832,The North School,CY,0,0,-8,2,-18,70,51%,0%,51%,1%,0%,0%,0%,70,51%,-8,1,-17,0,0%,NA,NA,NA,0,0%,NA,NA,NA,46%,0%,46%,SUPP,0%,0%,0%
1,886,4249,136581,Valley Park School,ACC,0,0,-7,0,-14,131,53%,3%,49%,5%,3%,0%,2%,115,57%,-6,1,-13,14,29%,-14,11,-39,2,SUPP,SUPP,SUPP,SUPP,30%,0%,30%,10%,10%,0%,0%
1,886,4522,118835,Maidstone Grammar School,FD,0,0,4,10,-2,167,86%,1%,85%,40%,31%,1%,0%,167,86%,4,10,-2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,4523,118836,Maidstone Grammar School for Girls,FD,0,0,1,7,-5,151,84%,1%,82%,30%,28%,3%,1%,151,84%,1,7,-5,0,0%,NA,NA,NA,0,0%,NA,NA,NA,86%,SUPP,71%,43%,43%,0%,SUPP
1,886,4527,137800,Borden Grammar School,ACC,0,0,-12,-3,-20,101,69%,5%,63%,18%,15%,2%,1%,101,69%,-12,-3,-20,0,0%,NA,NA,NA,0,0%,NA,NA,NA,90%,SUPP,80%,30%,20%,SUPP,SUPP
1,886,4528,138019,The Norton Knatchbull School,ACC,0,0,0,8,-8,107,78%,2%,75%,20%,18%,0%,1%,107,78%,0,7,-7,0,0%,NA,NA,NA,0,0%,NA,NA,NA,75%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,4534,118840,Simon Langton Girls' Grammar School,VC,0,0,5,12,-2,128,87%,0%,87%,29%,28%,3%,0%,128,87%,5,12,-2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,89%,0%,89%,11%,11%,0%,0%
1,886,4622,118843,The Judd School,VA,0,0,5,11,-1,171,97%,2%,95%,86%,78%,11%,0%,171,97%,5,11,-1,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,4633,141628,Ursuline College,ACC,0,0,-17,-6,-27,64,41%,0%,41%,2%,2%,0%,0%,64,41%,-17,-6,-27,0,0%,NA,NA,NA,0,0%,NA,NA,NA,67%,0%,67%,SUPP,SUPP,0%,0%
1,886,5400,137250,Wilmington Grammar School for Girls,ACC,0,0,9,16,1,117,88%,3%,85%,14%,10%,0%,1%,117,88%,9,16,1,0,0%,NA,NA,NA,0,0%,NA,NA,NA,85%,SUPP,77%,8%,8%,0%,SUPP
1,886,5401,137833,The Maplesden Noakes School,ACC,0,0,-18,-10,-25,121,46%,1%,45%,3%,2%,0%,1%,120,47%,-18,-10,-25,0,0%,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,54%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,5403,137227,Wilmington Grammar School for Boys,ACC,0,0,7,14,0,115,86%,7%,77%,14%,11%,1%,2%,115,86%,7,14,0,0,0%,NA,NA,NA,0,0%,NA,NA,NA,92%,0%,92%,0%,0%,SUPP,0%
1,886,5404,137609,Saint George's Church of England School,ACC,0,0,6,15,-3,74,73%,3%,68%,9%,7%,0%,3%,73,74%,7,16,-2,0,0%,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,50%,0%,50%,13%,0%,0%,0%
1,886,5406,136359,Dartford Grammar School,ACC,0,0,6,10,1,293,95%,4%,91%,76%,67%,4%,0%,293,95%,6,10,1,0,0%,NA,NA,NA,0,0%,NA,NA,NA,92%,0%,92%,69%,62%,0%,0%
1,886,5407,118879,Thamesview School,FD,0,0,-39,-6,-71,7,29%,0%,29%,0%,0%,0%,0%,7,29%,-39,-8,-69,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,5408,137484,Homewood School and Sixth Form Centre,ACC,0,0,-8,0,-15,132,53%,1%,49%,3%,4%,0%,3%,130,53%,-8,0,-15,2,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,36%,SUPP,18%,0%,0%,0%,SUPP
1,886,5409,139542,Wrotham School,ACC,0,0,-10,0,-20,63,56%,3%,52%,2%,2%,0%,0%,60,58%,-9,1,-19,3,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,33%,0%,33%,SUPP,SUPP,0%,0%
1,886,5410,118882,Aylesford School,FD,0,0,-22,-4,-39,24,33%,0%,33%,0%,0%,0%,0%,24,33%,-22,-5,-38,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,5411,144100,Dartford Grammar School for Girls,ACC,0,0,6,12,0,154,91%,1%,90%,32%,29%,1%,0%,154,91%,6,12,0,0,0%,NA,NA,NA,0,0%,NA,NA,NA,88%,0%,88%,35%,35%,SUPP,0%
1,886,5412,118884,Simon Langton Grammar School for Boys,FD,0,0,-3,2,-8,216,81%,1%,78%,42%,38%,5%,2%,216,81%,-3,2,-8,0,0%,NA,NA,NA,0,0%,NA,NA,NA,87%,0%,80%,33%,33%,0%,7%
1,886,5414,136324,Fulston Manor School,ACC,0,0,-9,-1,-16,129,54%,1%,51%,2%,2%,0%,2%,129,54%,-9,-1,-16,0,0%,NA,NA,NA,0,0%,NA,NA,NA,50%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,886,5416,137739,Cranbrook School,ACC,0,0,4,11,-3,135,88%,0%,87%,56%,55%,5%,1%,135,88%,4,10,-2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,5418,140595,The Skinners' School,ACC,0,0,6,13,-1,132,95%,0%,94%,77%,69%,5%,1%,132,95%,6,13,-1,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,5421,136302,The Canterbury Academy,ACC,0,0,0,5,-5,204,58%,1%,53%,4%,2%,0%,4%,158,59%,-3,3,-9,10,50%,6,36,-24,36,53%,11,26,-4,51%,0%,46%,2%,2%,0%,5%
1,886,5422,136727,Oakwood Park Grammar School,ACC,0,0,-2,4,-8,152,76%,2%,74%,22%,24%,1%,0%,152,76%,-2,4,-8,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,5425,118897,The Malling School,FD,0,0,-18,0,-36,22,45%,5%,41%,0%,0%,0%,0%,22,45%,-18,0,-35,0,0%,NA,NA,NA,0,0%,NA,NA,NA,17%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,886,5426,118898,The Archbishop's School,FD,0,0,-16,-3,-28,50,46%,0%,44%,0%,0%,0%,2%,50,46%,-16,-4,-27,0,0%,NA,NA,NA,0,0%,NA,NA,NA,67%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,886,5428,136501,Sir Roger Manwood's School,ACC,0,0,0,8,-8,112,82%,1%,79%,27%,17%,0%,2%,112,82%,0,7,-7,0,0%,NA,NA,NA,0,0%,NA,NA,NA,67%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
