"Year","Provider name mapped","Conditional unconditional offers","Direct unconditional offers","Other unconditional offers","Offers with unconditional component","Proportion of offers that were conditional unconditional offers","Proportion of offers that were direct unconditional offers","Proportion of offers that were other unconditional offers","Proportion of offers that had an unconditional component"
"2017","S22 Sheffield College","0","20","0","20","0","0.169","0","0.169"
"2018","S22 Sheffield College","0","15","0","15","0","0.146","0","0.146"
"2019","S22 Sheffield College","0","10","0","10"," "," "," "," "
"2020","S22 Sheffield College","0","0","0","0"," "," "," "," "
"2021","S22 Sheffield College","0","5","0","5"," "," "," "," "
"2022","S22 Sheffield College","0","15","0","15"," "," "," "," "
"2023","S22 Sheffield College","0","15","0","15"," "," "," "," "
"2013","S23 Shrewsbury Colleges Group","0","0","0","0"," "," "," "," "
"2014","S23 Shrewsbury Colleges Group","0","0","0","0"," "," "," "," "
"2015","S23 Shrewsbury Colleges Group","0","0","0","0"," "," "," "," "
"2016","S23 Shrewsbury Colleges Group","0","0","0","0"," "," "," "," "
"2017","S23 Shrewsbury Colleges Group","0","0","0","0"," "," "," "," "
"2018","S23 Shrewsbury Colleges Group","0","0","0","0"," "," "," "," "
"2019","S23 Shrewsbury Colleges Group","0","0","0","0"," "," "," "," "
"2020","S23 Shrewsbury Colleges Group","0","5","0","5"," "," "," "," "
"2021","S23 Shrewsbury Colleges Group","0","0","0","0"," "," "," "," "
"2022","S23 Shrewsbury Colleges Group","0","0","0","0"," "," "," "," "
"2023","S23 Shrewsbury Colleges Group","0","0","0","0"," "," "," "," "
"2013","S26 Solihull College & University Centre","0","0","0","0"," "," "," "," "
"2014","S26 Solihull College & University Centre","0","0","0","0"," "," "," "," "
"2015","S26 Solihull College & University Centre","0","0","5","5"," "," "," "," "
"2016","S26 Solihull College & University Centre","0","0","0","0"," "," "," "," "
"2017","S26 Solihull College & University Centre","0","0","0","0"," "," "," "," "
"2018","S26 Solihull College & University Centre","0","5","0","5"," "," "," "," "
"2019","S26 Solihull College & University Centre","0","0","0","0"," "," "," "," "
"2020","S26 Solihull College & University Centre","0","0","0","0"," "," "," "," "
"2021","S26 Solihull College & University Centre","0","0","0","0"," "," "," "," "
"2022","S26 Solihull College & University Centre","0","0","0","0"," "," "," "," "
"2023","S26 Solihull College & University Centre","0","0","0","0"," "," "," "," "
"2013","S32 University Centre South Devon","0","10","0","10"," "," "," "," "
"2014","S32 University Centre South Devon","0","10","0","10","0","0.076","0.008","0.085"
"2015","S32 University Centre South Devon","0","5","0","5"," "," "," "," "
"2016","S32 University Centre South Devon","0","0","0","0","0","0","0","0"
"2017","S32 University Centre South Devon","0","0","0","0"," "," "," "," "
"2018","S32 University Centre South Devon","0","0","0","0"," "," "," "," "
"2019","S32 University Centre South Devon","0","5","0","5"," "," "," "," "
"2020","S32 University Centre South Devon","0","5","0","5"," "," "," "," "
"2021","S32 University Centre South Devon","0","0","0","0"," "," "," "," "
"2022","S32 University Centre South Devon","0","0","0","0"," "," "," "," "
"2023","S32 University Centre South Devon","0","0","0","0"," "," "," "," "
"2013","S34 University Centre Sparsholt","0","0","0","0","0","0","0.006","0.006"
"2014","S34 University Centre Sparsholt","0","0","0","0","0","0","0","0"
"2015","S34 University Centre Sparsholt","0","0","0","0","0","0.011","0","0.011"
"2016","S34 University Centre Sparsholt","0","0","0","0","0","0.006","0","0.006"
"2017","S34 University Centre Sparsholt","0","30","0","30","0","0.153","0.005","0.158"
"2018","S34 University Centre Sparsholt","0","35","0","35","0","0.214","0.006","0.221"
"2019","S34 University Centre Sparsholt","0","15","10","25","0","0.076","0.045","0.121"
"2020","S34 University Centre Sparsholt","0","5","0","5","0","0.018000000000000002","0","0.018000000000000002"
"2021","S34 University Centre Sparsholt","0","0","0","0","0","0","0","0"
"2022","S34 University Centre Sparsholt","0","0","0","0","0","0","0","0"
"2023","S34 University Centre Sparsholt","0","0","0","0","0","0","0","0"
"2013","S42 Havant and South Downs College","0","0","0","0"," "," "," "," "
"2014","S42 Havant and South Downs College","0","0","0","0"," "," "," "," "
"2015","S42 Havant and South Downs College","0","0","0","0"," "," "," "," "
"2016","S42 Havant and South Downs College","0","5","0","5"," "," "," "," "
"2017","S42 Havant and South Downs College","0","5","0","5"," "," "," "," "
"2018","S42 Havant and South Downs College","0","0","0","0"," "," "," "," "
"2019","S42 Havant and South Downs College","0","5","0","5"," "," "," "," "
"2020","S42 Havant and South Downs College","0","15","0","15"," "," "," "," "
"2021","S42 Havant and South Downs College","0","10","0","10"," "," "," "," "
"2022","S42 Havant and South Downs College","0","0","0","0"," "," "," "," "
"2023","S42 Havant and South Downs College","0","0","0","0"," "," "," "," "
"2013","S43 University Centre South Essex","0","0","0","0","0","0.004","0.004","0.008"
"2014","S43 University Centre South Essex","0","0","0","0","0","0","0.004","0.004"
"2015","S43 University Centre South Essex","0","0","0","0","0","0","0","0"
"2016","S43 University Centre South Essex","0","0","0","0","0","0.005","0","0.005"
"2017","S43 University Centre South Essex","0","0","0","5","0","0.006","0.012","0.018000000000000002"
"2018","S43 University Centre South Essex","0","0","0","0"," "," "," "," "
"2019","S43 University Centre South Essex","0","10","0","10","0","0.056","0.012","0.068"
"2020","S43 University Centre South Essex","0","5","0","5","0","0.051000000000000004","0.009000000000000001","0.06"
"2021","S43 University Centre South Essex","0","0","0","0","0","0.01","0","0.01"
"2022","S43 University Centre South Essex","0","0","0","0","0","0.004","0","0.004"
"2023","S43 University Centre South Essex","0","0","0","0","0","0","0.011","0.011"
"2013","S51 University Centre St Helens","0","0","0","0"," "," "," "," "
"2014","S51 University Centre St Helens","0","0","0","5"," "," "," "," "
"2015","S51 University Centre St Helens","0","5","0","5"," "," "," "," "
"2016","S51 University Centre St Helens","0","5","0","5"," "," "," "," "
"2017","S51 University Centre St Helens","0","10","0","10"," "," "," "," "
"2018","S51 University Centre St Helens","0","10","0","10"," "," "," "," "
"2019","S51 University Centre St Helens","0","0","0","0"," "," "," "," "
"2020","S51 University Centre St Helens","0","5","15","15"," "," "," "," "
"2021","S51 University Centre St Helens","0","5","0","5"," "," "," "," "
"2022","S51 University Centre St Helens","0","0","0","0"," "," "," "," "
"2023","S51 University Centre St Helens","0","0","0","0"," "," "," "," "
"2013","S55 SGS (South Gloucestershire and Stroud College)","0","0","0","0"," "," "," "," "
"2014","S55 SGS (South Gloucestershire and Stroud College)","0","0","0","0"," "," "," "," "
"2015","S55 SGS (South Gloucestershire and Stroud College)","0","15","0","15"," "," "," "," "
"2016","S55 SGS (South Gloucestershire and Stroud College)","0","5","0","5"," "," "," "," "
"2017","S55 SGS (South Gloucestershire and Stroud College)","0","20","0","20"," "," "," "," "
"2018","S55 SGS (South Gloucestershire and Stroud College)","0","20","30","55"," "," "," "," "
"2019","S55 SGS (South Gloucestershire and Stroud College)","0","5","0","5"," "," "," "," "
"2020","S55 SGS (South Gloucestershire and Stroud College)","0","5","0","5"," "," "," "," "
"2021","S55 SGS (South Gloucestershire and Stroud College)","0","0","0","0","0","0","0","0"
"2022","S55 SGS (South Gloucestershire and Stroud College)","0","0","0","0","0","0","0","0"
"2023","S55 SGS (South Gloucestershire and Stroud College)","0","0","0","5","0","0.013000000000000001","0.007","0.02"
"2013","S76 Trafford College Group","0","5","0","5"," "," "," "," "
"2014","S76 Trafford College Group","0","0","0","0"," "," "," "," "
"2015","S76 Trafford College Group","0","30","0","30"," "," "," "," "
"2016","S76 Trafford College Group","0","0","0","0"," "," "," "," "
"2017","S76 Trafford College Group","0","0","0","0"," "," "," "," "
"2018","S76 Trafford College Group","0","0","0","0"," "," "," "," "
"2019","S76 Trafford College Group","0","0","0","0"," "," "," "," "
"2020","S76 Trafford College Group","0","0","0","0"," "," "," "," "
"2021","S76 Trafford College Group","0","0","0","0"," "," "," "," "
"2022","S76 Trafford College Group","0","0","0","0"," "," "," "," "
"2023","S76 Trafford College Group","0","0","0","0"," "," "," "," "
"2013","S83 East Sussex College","0","5","0","5"," "," "," "," "
"2014","S83 East Sussex College","0","0","0","0"," "," "," "," "
"2015","S83 East Sussex College","0","5","5","10"," "," "," "," "
"2016","S83 East Sussex College","0","5","0","5"," "," "," "," "
"2017","S83 East Sussex College","0","0","0","0"," "," "," "," "
"2018","S83 East Sussex College","0","15","0","20"," "," "," "," "
"2019","S83 East Sussex College","0","0","0","0"," "," "," "," "
"2020","S83 East Sussex College","0","0","0","0"," "," "," "," "
"2021","S83 East Sussex College","0","5","0","5"," "," "," "," "
"2022","S83 East Sussex College","0","0","0","0"," "," "," "," "
"2023","S83 East Sussex College","0","5","0","5"," "," "," "," "
"2013","T10 Tameside College","0","0","0","0"," "," "," "," "
"2014","T10 Tameside College","0","0","0","0"," "," "," "," "
"2015","T10 Tameside College","0","0","0","0"," "," "," "," "
"2016","T10 Tameside College","0","0","5","5"," "," "," "," "
"2017","T10 Tameside College","0","0","0","0"," "," "," "," "
"2018","T10 Tameside College","0","0","0","0"," "," "," "," "
"2019","T10 Tameside College","0","0","0","0"," "," "," "," "
"2020","T10 Tameside College","0","0","0","0"," "," "," "," "
"2021","T10 Tameside College","0","0","0","0"," "," "," "," "
"2022","T10 Tameside College","0","0","0","0"," "," "," "," "
"2023","T10 Tameside College","0","0","0","0"," "," "," "," "
"2013","T85 University Centre Truro and Penwith","0","0","0","0","0","0","0","0"
"2014","T85 University Centre Truro and Penwith","0","0","0","0","0","0.005","0","0.005"
"2015","T85 University Centre Truro and Penwith","0","5","0","5","0","0.014","0","0.014"
"2016","T85 University Centre Truro and Penwith","0","0","0","0","0","0","0","0"
"2017","T85 University Centre Truro and Penwith","0","0","0","5","0","0.013000000000000001","0.013000000000000001","0.026000000000000002"
"2018","T85 University Centre Truro and Penwith","0","0","0","0","0","0.008","0","0.008"
"2019","T85 University Centre Truro and Penwith","0","0","0","0","0","0","0","0"
"2020","T85 University Centre Truro and Penwith","0","0","0","0","0","0.009000000000000001","0","0.009000000000000001"
"2021","T85 University Centre Truro and Penwith","0","0","0","0"," "," "," "," "
"2022","T85 University Centre Truro and Penwith","0","0","0","0","0","0","0","0"
"2023","T85 University Centre Truro and Penwith","0","0","0","0"," "," "," "," "
"2013","T90 Tyne Coast College","0","0","0","0"," "," "," "," "
"2014","T90 Tyne Coast College","0","0","0","0"," "," "," "," "
"2015","T90 Tyne Coast College","0","0","0","0"," "," "," "," "
"2016","T90 Tyne Coast College","0","0","0","0"," "," "," "," "
"2017","T90 Tyne Coast College","0","0","0","0"," "," "," "," "
"2018","T90 Tyne Coast College","0","0","0","0"," "," "," "," "
"2019","T90 Tyne Coast College","0","0","0","0"," "," "," "," "
"2020","T90 Tyne Coast College","0","0","0","0"," "," "," "," "
"2021","T90 Tyne Coast College","0","0","0","0"," "," "," "," "
"2022","T90 Tyne Coast College","0","5","0","5"," "," "," "," "
"2023","T90 Tyne Coast College","0","0","0","0"," "," "," "," "
"2013","U95 HCUC","0","0","0","0"," "," "," "," "
"2014","U95 HCUC","0","0","0","0"," "," "," "," "
"2015","U95 HCUC","0","0","0","0"," "," "," "," "
"2016","U95 HCUC","0","0","0","0"," "," "," "," "
"2017","U95 HCUC","0","0","0","0"," "," "," "," "
"2018","U95 HCUC","0","0","0","0"," "," "," "," "
"2019","U95 HCUC","0","0","0","0"," "," "," "," "
"2020","U95 HCUC","0","0","0","0"," "," "," "," "
"2021","U95 HCUC","0","0","0","0"," "," "," "," "
"2022","U95 HCUC","0","0","0","0"," "," "," "," "
"2023","U95 HCUC","0","0","0","0"," "," "," "," "
"2013","W08 University Centre at the Heart of Yorkshire Education Group (inc Wakefield College & Selby College)","0","0","0","0"," "," "," "," "
"2014","W08 University Centre at the Heart of Yorkshire Education Group (inc Wakefield College & Selby College)","0","0","0","0"," "," "," "," "
"2015","W08 University Centre at the Heart of Yorkshire Education Group (inc Wakefield College & Selby College)","0","5","0","5","0","0.04","0","0.04"
"2016","W08 University Centre at the Heart of Yorkshire Education Group (inc Wakefield College & Selby College)","0","5","0","5"," "," "," "," "
"2017","W08 University Centre at the Heart of Yorkshire Education Group (inc Wakefield College & Selby College)","0","5","5","10"," "," "," "," "
"2018","W08 University Centre at the Heart of Yorkshire Education Group (inc Wakefield College & Selby College)","0","0","0","0"," "," "," "," "
"2019","W08 University Centre at the Heart of Yorkshire Education Group (inc Wakefield College & Selby College)","0","5","0","5"," "," "," "," "
"2020","W08 University Centre at the Heart of Yorkshire Education Group (inc Wakefield College & Selby College)","0","0","0","5"," "," "," "," "
"2021","W08 University Centre at the Heart of Yorkshire Education Group (inc Wakefield College & Selby College)","0","0","0","0"," "," "," "," "
"2022","W08 University Centre at the Heart of Yorkshire Education Group (inc Wakefield College & Selby College)","0","0","0","0"," "," "," "," "
"2023","W08 University Centre at the Heart of Yorkshire Education Group (inc Wakefield College & Selby College)","0","0","0","0"," "," "," "," "
"2013","W12 Walsall College","0","0","0","0"," "," "," "," "
"2014","W12 Walsall College","0","0","5","5"," "," "," "," "
"2015","W12 Walsall College","0","0","0","0"," "," "," "," "
"2016","W12 Walsall College","0","5","0","5"," "," "," "," "
"2017","W12 Walsall College","0","10","0","10"," "," "," "," "
"2018","W12 Walsall College","0","20","0","20"," "," "," "," "
"2019","W12 Walsall College","0","15","0","15"," "," "," "," "
"2020","W12 Walsall College","0","10","0","10"," "," "," "," "
"2021","W12 Walsall College","0","0","0","0"," "," "," "," "
"2022","W12 Walsall College","0","0","0","0"," "," "," "," "
"2023","W12 Walsall College","0","5","0","5"," "," "," "," "
"2013","W25 Warwickshire College and University Centre","0","0","0","0","0","0.007","0","0.007"
"2014","W25 Warwickshire College and University Centre","0","5","0","5","0","0.011","0","0.011"
"2015","W25 Warwickshire College and University Centre","0","30","10","40","0","0.08600000000000001","0.028","0.114"
"2016","W25 Warwickshire College and University Centre","0","130","5","135","0","0.365","0.014","0.379"
"2017","W25 Warwickshire College and University Centre","0","140","0","145","0","0.441","0.003","0.444"
"2018","W25 Warwickshire College and University Centre","0","55","0","55","0","0.298","0.005","0.303"
"2019","W25 Warwickshire College and University Centre","0","5","0","5","0","0.027","0.005","0.033"
