"Year","Provider name mapped","Conditional unconditional offers","Direct unconditional offers","Other unconditional offers","Offers with unconditional component","Proportion of offers that were conditional unconditional offers","Proportion of offers that were direct unconditional offers","Proportion of offers that were other unconditional offers","Proportion of offers that had an unconditional component"
"2017","H11 Harrow College","0","0","0","0"," "," "," "," "
"2018","H11 Harrow College","0","0","0","0"," "," "," "," "
"2019","H11 Harrow College","0","0","0","0"," "," "," "," "
"2020","H11 Harrow College","0","0","0","0"," "," "," "," "
"2021","H11 Harrow College","0","0","0","0"," "," "," "," "
"2022","H11 Harrow College","0","0","0","0"," "," "," "," "
"2023","H11 Harrow College","0","0","0","0"," "," "," "," "
"2013","H14 New City College (incorporating Havering College)","0","0","0","0"," "," "," "," "
"2014","H14 New City College (incorporating Havering College)","0","0","0","0"," "," "," "," "
"2015","H14 New City College (incorporating Havering College)","0","0","0","0"," "," "," "," "
"2016","H14 New City College (incorporating Havering College)","0","0","0","0"," "," "," "," "
"2017","H14 New City College (incorporating Havering College)","0","0","0","0"," "," "," "," "
"2018","H14 New City College (incorporating Havering College)","0","0","0","0"," "," "," "," "
"2019","H14 New City College (incorporating Havering College)","0","0","0","0"," "," "," "," "
"2020","H14 New City College (incorporating Havering College)","0","0","0","0"," "," "," "," "
"2021","H14 New City College (incorporating Havering College)","0","0","0","0"," "," "," "," "
"2022","H14 New City College (incorporating Havering College)","0","0","0","0"," "," "," "," "
"2023","H14 New City College (incorporating Havering College)","0","0","0","0"," "," "," "," "
"2013","H19 Heart of Worcestershire College","0","0","0","0"," "," "," "," "
"2014","H19 Heart of Worcestershire College","0","5","0","5","0","0.028","0","0.028"
"2015","H19 Heart of Worcestershire College","0","0","0","0"," "," "," "," "
"2016","H19 Heart of Worcestershire College","0","5","0","5"," "," "," "," "
"2017","H19 Heart of Worcestershire College","0","10","0","10"," "," "," "," "
"2018","H19 Heart of Worcestershire College","0","10","0","10"," "," "," "," "
"2019","H19 Heart of Worcestershire College","0","0","0","0"," "," "," "," "
"2020","H19 Heart of Worcestershire College","0","0","0","0"," "," "," "," "
"2021","H19 Heart of Worcestershire College","0","0","0","0"," "," "," "," "
"2022","H19 Heart of Worcestershire College","0","0","0","0"," "," "," "," "
"2023","H19 Heart of Worcestershire College","0","0","0","0"," "," "," "," "
"2013","H23 Harlow College","0","0","0","0"," "," "," "," "
"2014","H23 Harlow College","0","0","0","0"," "," "," "," "
"2015","H23 Harlow College","0","0","0","0"," "," "," "," "
"2016","H23 Harlow College","0","0","0","0"," "," "," "," "
"2017","H23 Harlow College","0","0","0","0"," "," "," "," "
"2018","H23 Harlow College","0","0","0","0"," "," "," "," "
"2019","H23 Harlow College","0","0","5","5"," "," "," "," "
"2020","H23 Harlow College","0","0","0","0"," "," "," "," "
"2021","H23 Harlow College","0","0","0","0"," "," "," "," "
"2022","H23 Harlow College","0","0","0","0"," "," "," "," "
"2023","H23 Harlow College","0","0","0","0"," "," "," "," "
"2013","H37 Hertford Regional College","0","0","0","0"," "," "," "," "
"2014","H37 Hertford Regional College","0","0","0","0"," "," "," "," "
"2015","H37 Hertford Regional College","0","0","0","0"," "," "," "," "
"2016","H37 Hertford Regional College","0","0","0","0"," "," "," "," "
"2017","H37 Hertford Regional College","0","0","0","0"," "," "," "," "
"2018","H37 Hertford Regional College","0","0","0","0"," "," "," "," "
"2019","H37 Hertford Regional College","0","5","0","5"," "," "," "," "
"2020","H37 Hertford Regional College","0","0","0","0"," "," "," "," "
"2021","H37 Hertford Regional College","0","0","0","0"," "," "," "," "
"2022","H37 Hertford Regional College","0","0","0","0"," "," "," "," "
"2023","H37 Hertford Regional College","0","0","0","0"," "," "," "," "
"2013","H51 Holy Cross Sixth Form College and University Centre","0","0","0","0"," "," "," "," "
"2014","H51 Holy Cross Sixth Form College and University Centre","0","0","0","0"," "," "," "," "
"2015","H51 Holy Cross Sixth Form College and University Centre","0","0","0","0"," "," "," "," "
"2016","H51 Holy Cross Sixth Form College and University Centre","0","0","0","0"," "," "," "," "
"2017","H51 Holy Cross Sixth Form College and University Centre","0","0","0","0"," "," "," "," "
"2018","H51 Holy Cross Sixth Form College and University Centre","0","0","0","0"," "," "," "," "
"2019","H51 Holy Cross Sixth Form College and University Centre","0","0","0","0"," "," "," "," "
"2020","H51 Holy Cross Sixth Form College and University Centre","0","0","0","0"," "," "," "," "
"2021","H51 Holy Cross Sixth Form College and University Centre","0","0","0","0"," "," "," "," "
"2022","H51 Holy Cross Sixth Form College and University Centre","0","0","0","0"," "," "," "," "
"2023","H51 Holy Cross Sixth Form College and University Centre","0","0","0","0"," "," "," "," "
"2013","H54 Hopwood Hall College","0","5","0","5"," "," "," "," "
"2014","H54 Hopwood Hall College","0","0","0","0"," "," "," "," "
"2015","H54 Hopwood Hall College","0","0","0","0"," "," "," "," "
"2016","H54 Hopwood Hall College","0","10","0","10"," "," "," "," "
"2017","H54 Hopwood Hall College","0","0","0","0"," "," "," "," "
"2018","H54 Hopwood Hall College","0","0","0","0"," "," "," "," "
"2019","H54 Hopwood Hall College","0","0","0","0"," "," "," "," "
"2020","H54 Hopwood Hall College","0","0","0","0"," "," "," "," "
"2021","H54 Hopwood Hall College","0","0","0","0"," "," "," "," "
"2022","H54 Hopwood Hall College","0","0","0","0"," "," "," "," "
"2023","H54 Hopwood Hall College","0","0","0","0"," "," "," "," "
"2013","H65 Hugh Baird College","0","0","0","0"," "," "," "," "
"2014","H65 Hugh Baird College","0","5","0","5"," "," "," "," "
"2015","H65 Hugh Baird College","0","10","0","10"," "," "," "," "
"2016","H65 Hugh Baird College","0","5","0","5"," "," "," "," "
"2017","H65 Hugh Baird College","0","5","0","5"," "," "," "," "
"2018","H65 Hugh Baird College","0","5","0","5"," "," "," "," "
"2019","H65 Hugh Baird College","0","10","0","10"," "," "," "," "
"2020","H65 Hugh Baird College","0","5","0","5"," "," "," "," "
"2021","H65 Hugh Baird College","0","5","0","5"," "," "," "," "
"2022","H65 Hugh Baird College","0","0","0","0"," "," "," "," "
"2023","H65 Hugh Baird College","0","0","0","0"," "," "," "," "
"2013","H73 Hull College","0","20","0","20","0","0.132","0","0.132"
"2014","H73 Hull College","0","25","0","30","0","0.185","0.007","0.192"
"2015","H73 Hull College","0","5","0","10","0","0.05","0.007","0.058"
"2016","H73 Hull College","0","5","0","5","0","0.067","0","0.067"
"2017","H73 Hull College","0","5","0","5"," "," "," "," "
"2018","H73 Hull College","0","30","0","30"," "," "," "," "
"2019","H73 Hull College","0","0","0","0"," "," "," "," "
"2020","H73 Hull College","0","5","0","5"," "," "," "," "
"2021","H73 Hull College","0","0","0","0"," "," "," "," "
"2022","H73 Hull College","0","0","0","0"," "," "," "," "
"2023","H73 Hull College","0","0","0","0"," "," "," "," "
"2013","K85 Kingston Maurward College","0","0","0","0"," "," "," "," "
"2014","K85 Kingston Maurward College","0","0","0","0"," "," "," "," "
"2015","K85 Kingston Maurward College","0","0","0","0"," "," "," "," "
"2016","K85 Kingston Maurward College","0","0","0","0"," "," "," "," "
"2017","K85 Kingston Maurward College","0","5","0","5"," "," "," "," "
"2018","K85 Kingston Maurward College","0","5","0","5"," "," "," "," "
"2019","K85 Kingston Maurward College","0","0","0","0"," "," "," "," "
"2020","K85 Kingston Maurward College","0","0","0","0"," "," "," "," "
"2021","K85 Kingston Maurward College","0","0","0","0"," "," "," "," "
"2022","K85 Kingston Maurward College","0","0","0","0"," "," "," "," "
"2023","K85 Kingston Maurward College","0","0","0","0"," "," "," "," "
"2013","L21 University Centre Leeds, Leeds City College","0","0","0","0","0","0.008","0","0.008"
"2014","L21 University Centre Leeds, Leeds City College","0","5","0","5","0","0.032","0","0.032"
"2015","L21 University Centre Leeds, Leeds City College","0","5","0","5","0","0.033","0","0.033"
"2016","L21 University Centre Leeds, Leeds City College","0","5","0","5","0","0.021","0.014","0.036000000000000004"
"2017","L21 University Centre Leeds, Leeds City College","0","0","5","5","0","0","0.021","0.021"
"2018","L21 University Centre Leeds, Leeds City College","0","5","0","5"," "," "," "," "
"2019","L21 University Centre Leeds, Leeds City College","0","5","0","5","0","0.054","0.009000000000000001","0.063"
"2020","L21 University Centre Leeds, Leeds City College","0","0","0","0","0","0","0.016","0.016"
"2021","L21 University Centre Leeds, Leeds City College","0","0","0","0","0","0.005","0","0.005"
"2022","L21 University Centre Leeds, Leeds City College","0","0","0","0","0","0","0","0"
"2023","L21 University Centre Leeds, Leeds City College","0","0","0","0","0","0","0","0"
"2013","L36 Leicester College","0","5","0","10"," "," "," "," "
"2014","L36 Leicester College","0","5","0","5"," "," "," "," "
"2015","L36 Leicester College","0","5","0","5"," "," "," "," "
"2016","L36 Leicester College","0","5","0","5"," "," "," "," "
"2017","L36 Leicester College","0","10","0","10"," "," "," "," "
"2018","L36 Leicester College","0","5","0","5"," "," "," "," "
"2019","L36 Leicester College","0","5","0","5"," "," "," "," "
"2020","L36 Leicester College","0","10","0","10"," "," "," "," "
"2021","L36 Leicester College","0","10","0","10"," "," "," "," "
"2022","L36 Leicester College","0","5","0","5"," "," "," "," "
"2023","L36 Leicester College","0","5","0","5"," "," "," "," "
"2013","L42 Lincoln College","0","10","0","10"," "," "," "," "
"2014","L42 Lincoln College","0","5","0","5"," "," "," "," "
"2015","L42 Lincoln College","0","0","0","0"," "," "," "," "
"2016","L42 Lincoln College","0","0","0","0"," "," "," "," "
"2017","L42 Lincoln College","0","0","0","0"," "," "," "," "
"2018","L42 Lincoln College","0","0","0","0"," "," "," "," "
"2019","L42 Lincoln College","0","0","0","0"," "," "," "," "
"2020","L42 Lincoln College","0","0","0","0"," "," "," "," "
"2021","L42 Lincoln College","0","0","0","0"," "," "," "," "
"2022","L42 Lincoln College","0","0","0","0"," "," "," "," "
"2023","L42 Lincoln College","0","0","0","0"," "," "," "," "
"2013","L43 City of Liverpool College University Centre","0","0","0","0"," "," "," "," "
"2014","L43 City of Liverpool College University Centre","0","0","0","0"," "," "," "," "
"2015","L43 City of Liverpool College University Centre","0","5","0","5"," "," "," "," "
"2016","L43 City of Liverpool College University Centre","0","5","0","5"," "," "," "," "
"2017","L43 City of Liverpool College University Centre","0","5","0","5"," "," "," "," "
"2018","L43 City of Liverpool College University Centre","0","5","0","5"," "," "," "," "
"2019","L43 City of Liverpool College University Centre","0","0","0","0"," "," "," "," "
"2020","L43 City of Liverpool College University Centre","0","0","0","0"," "," "," "," "
"2021","L43 City of Liverpool College University Centre","0","0","0","0"," "," "," "," "
"2022","L43 City of Liverpool College University Centre","0","0","0","0"," "," "," "," "
"2023","L43 City of Liverpool College University Centre","0","0","0","0"," "," "," "," "
"2013","L77 Loughborough College","0","5","0","5","0","0.013000000000000001","0","0.013000000000000001"
"2014","L77 Loughborough College","0","0","0","0","0","0.005","0","0.005"
"2015","L77 Loughborough College","180","5","0","185","0.802","0.018000000000000002","0.004","0.8240000000000001"
"2016","L77 Loughborough College","160","0","0","165","0.719","0.009000000000000001","0.009000000000000001","0.738"
"2017","L77 Loughborough College","110","0","0","110","0.661","0","0","0.661"
"2018","L77 Loughborough College","160","5","0","165","0.5640000000000001","0.014","0.007","0.586"
"2019","L77 Loughborough College","130","5","0","135","0.541","0.016","0.004","0.561"
"2020","L77 Loughborough College","0","0","145","150","0","0.007","0.529","0.536"
"2021","L77 Loughborough College","0","0","0","0","0","0.006","0","0.006"
"2022","L77 Loughborough College","0","5","0","5","0","0.012","0","0.012"
"2023","L77 Loughborough College","0","0","0","0","0","0.003","0","0.003"
"2013","M10 UCEN Manchester","0","20","5","25","0","0.075","0.014","0.09"
"2014","M10 UCEN Manchester","0","20","0","20","0","0.061","0","0.061"
"2015","M10 UCEN Manchester","0","10","5","15","0","0.026000000000000002","0.01","0.037"
"2016","M10 UCEN Manchester","0","5","0","5","0","0.016","0.003","0.019"
"2017","M10 UCEN Manchester","0","10","0","10","0","0.037","0.004","0.04"
"2018","M10 UCEN Manchester","0","15","0","15","0","0.041","0.003","0.044"
"2019","M10 UCEN Manchester","0","0","0","5","0","0.007","0.004","0.011"
"2020","M10 UCEN Manchester","0","5","0","5","0","0.021","0","0.021"
"2021","M10 UCEN Manchester","0","10","0","10","0","0.032","0.003","0.034"
"2022","M10 UCEN Manchester","0","5","0","5","0","0.01","0.005","0.016"
"2023","M10 UCEN Manchester","0","5","0","5","0","0.006","0.002","0.008"
"2013","M78 Middlesbrough College","0","0","0","0"," "," "," "," "
"2014","M78 Middlesbrough College","0","0","0","0"," "," "," "," "
"2015","M78 Middlesbrough College","0","0","0","0"," "," "," "," "
"2016","M78 Middlesbrough College","0","0","0","0"," "," "," "," "
"2017","M78 Middlesbrough College","0","0","0","0"," "," "," "," "
"2018","M78 Middlesbrough College","0","0","0","0"," "," "," "," "
"2019","M78 Middlesbrough College","0","0","0","0"," "," "," "," "
"2020","M78 Middlesbrough College","0","5","15","20"," "," "," "," "
"2021","M78 Middlesbrough College","0","0","0","0"," "," "," "," "
"2022","M78 Middlesbrough College","0","0","0","0"," "," "," "," "
"2023","M78 Middlesbrough College","0","5","0","5"," "," "," "," "
"2013","M93 Moulton College","0","0","0","0","0","0.009000000000000001","0","0.009000000000000001"
"2014","M93 Moulton College","0","0","0","0"," "," "," "," "
"2015","M93 Moulton College","0","65","0","70","0","0.493","0.007","0.5"
"2016","M93 Moulton College","0","10","90","95","0","0.058","0.5640000000000001","0.622"
"2017","M93 Moulton College","0","70","0","75"," "," "," "," "
"2018","M93 Moulton College","0","50","15","65"," "," "," "," "
"2019","M93 Moulton College","0","10","0","10"," "," "," "," "
"2020","M93 Moulton College","0","0","0","0"," "," "," "," "
"2021","M93 Moulton College","0","0","0","0"," "," "," "," "
"2022","M93 Moulton College","0","0","0","0","0","0.009000000000000001","0","0.009000000000000001"
"2023","M93 Moulton College","0","0","0","0"," "," "," "," "
"2013","M99 University Centre Myerscough","0","0","0","0","0","0","0.003","0.003"
"2014","M99 University Centre Myerscough","0","0","0","0","0","0.003","0","0.003"
"2015","M99 University Centre Myerscough","0","0","0","0","0","0","0","0"
"2016","M99 University Centre Myerscough","0","0","0","0","0","0","0","0"
"2017","M99 University Centre Myerscough","0","0","0","0","0","0","0.004","0.004"
"2018","M99 University Centre Myerscough","0","0","0","0","0","0","0.003","0.003"
"2019","M99 University Centre Myerscough","0","0","0","0","0","0","0","0"
"2020","M99 University Centre Myerscough","0","0","0","0","0","0","0","0"
"2021","M99 University Centre Myerscough","0","0","0","0","0","0","0.003","0.003"
"2022","M99 University Centre Myerscough","0","0","0","0","0","0","0","0"
"2023","M99 University Centre Myerscough","0","0","0","0","0","0","0","0"
"2013","N06 Nelson and Colne College Group","0","0","0","0"," "," "," "," "
"2014","N06 Nelson and Colne College Group","0","5","0","5"," "," "," "," "
"2015","N06 Nelson and Colne College Group","0","0","0","0"," "," "," "," "
"2016","N06 Nelson and Colne College Group","0","5","0","5"," "," "," "," "
"2017","N06 Nelson and Colne College Group","0","0","0","0"," "," "," "," "
"2018","N06 Nelson and Colne College Group","0","0","0","0"," "," "," "," "
"2019","N06 Nelson and Colne College Group","0","0","0","0"," "," "," "," "
"2020","N06 Nelson and Colne College Group","0","0","0","0"," "," "," "," "
"2021","N06 Nelson and Colne College Group","0","0","0","0"," "," "," "," "
"2022","N06 Nelson and Colne College Group","0","0","0","0"," "," "," "," "
"2023","N06 Nelson and Colne College Group","0","0","0","0"," "," "," "," "
"2013","N23 Newcastle College University Centre","0","15","0","15","0","0.025","0","0.025"
"2014","N23 Newcastle College University Centre","0","15","0","15","0","0.031","0","0.031"
"2015","N23 Newcastle College University Centre","0","0","0","5","0","0.004","0.002","0.007"
"2016","N23 Newcastle College University Centre","0","5","0","5","0","0.02","0","0.02"
"2017","N23 Newcastle College University Centre","0","5","0","10","0","0.027","0.009000000000000001","0.036000000000000004"
"2018","N23 Newcastle College University Centre","0","10","0","10","0","0.049","0","0.049"
"2019","N23 Newcastle College University Centre","0","5","0","5","0","0.02","0","0.02"
"2020","N23 Newcastle College University Centre","0","5","0","5","0","0.018000000000000002","0","0.018000000000000002"
"2021","N23 Newcastle College University Centre","0","0","0","0","0","0.003","0","0.003"
"2022","N23 Newcastle College University Centre","0","0","0","0","0","0","0","0"
"2023","N23 Newcastle College University Centre","0","0","0","0","0","0","0","0"
"2013","N28 New College Durham","0","0","0","0"," "," "," "," "
"2014","N28 New College Durham","0","0","0","0"," "," "," "," "
"2015","N28 New College Durham","0","0","0","0"," "," "," "," "
"2016","N28 New College Durham","0","0","0","0"," "," "," "," "
"2017","N28 New College Durham","0","0","0","0"," "," "," "," "
"2018","N28 New College Durham","0","0","0","0"," "," "," "," "
"2019","N28 New College Durham","0","0","0","0"," "," "," "," "
"2020","N28 New College Durham","0","0","0","0"," "," "," "," "
"2021","N28 New College Durham","0","0","0","0"," "," "," "," "
"2022","N28 New College Durham","0","0","0","0"," "," "," "," "
"2023","N28 New College Durham","0","0","0","0"," "," "," "," "
"2013","N30 Nottingham College","0","5","0","5","0","0.017","0","0.017"
"2014","N30 Nottingham College","0","10","0","10","0","0.052000000000000005","0","0.052000000000000005"
"2015","N30 Nottingham College","0","5","0","5","0","0.02","0","0.02"
"2016","N30 Nottingham College","0","5","0","5","0","0.034","0","0.034"
"2017","N30 Nottingham College","0","5","0","5","0","0.07100000000000001","0","0.07100000000000001"
"2018","N30 Nottingham College","0","0","0","0"," "," "," "," "
"2019","N30 Nottingham College","0","5","0","5"," "," "," "," "
"2020","N30 Nottingham College","0","5","5","10"," "," "," "," "
"2021","N30 Nottingham College","0","0","0","0"," "," "," "," "
"2022","N30 Nottingham College","0","0","0","0"," "," "," "," "
"2023","N30 Nottingham College","0","0","0","0","0","0","0.008","0.008"
"2013","N41 Greater Brighton Metropolitan College","0","0","0","0","0","0.007","0","0.007"
"2014","N41 Greater Brighton Metropolitan College","0","0","0","0","0","0","0","0"
"2015","N41 Greater Brighton Metropolitan College","0","5","0","5","0","0.019","0.004","0.023"
"2016","N41 Greater Brighton Metropolitan College","0","10","0","10","0","0.037","0","0.037"
"2017","N41 Greater Brighton Metropolitan College","0","0","0","0","0","0.011","0","0.011"
"2018","N41 Greater Brighton Metropolitan College","0","95","5","105","0","0.758","0.047","0.805"
"2019","N41 Greater Brighton Metropolitan College","0","0","0","0"," "," "," "," "
"2020","N41 Greater Brighton Metropolitan College","0","0","0","0","0","0.009000000000000001","0","0.009000000000000001"
"2021","N41 Greater Brighton Metropolitan College","0","0","0","0","0","0.005","0","0.005"
"2022","N41 Greater Brighton Metropolitan College","0","5","0","5","0","0.025","0","0.025"
"2023","N41 Greater Brighton Metropolitan College","0","5","0","5","0","0.031","0","0.031"
"2013","N49 NESCOT","0","0","0","0"," "," "," "," "
"2014","N49 NESCOT","0","0","0","0"," "," "," "," "
"2015","N49 NESCOT","0","0","0","0"," "," "," "," "
"2016","N49 NESCOT","0","0","0","0"," "," "," "," "
"2017","N49 NESCOT","0","0","0","0"," "," "," "," "
"2018","N49 NESCOT","0","5","0","5"," "," "," "," "
"2019","N49 NESCOT","0","5","0","5"," "," "," "," "
"2020","N49 NESCOT","0","0","0","0"," "," "," "," "
"2021","N49 NESCOT","0","0","0","0"," "," "," "," "
"2022","N49 NESCOT","0","0","0","0"," "," "," "," "
"2023","N49 NESCOT","0","0","0","0"," "," "," "," "
"2013","N57 North Hertfordshire College","0","0","0","0"," "," "," "," "
"2014","N57 North Hertfordshire College","0","0","0","0"," "," "," "," "
"2015","N57 North Hertfordshire College","0","0","0","0"," "," "," "," "
"2016","N57 North Hertfordshire College","0","0","0","0"," "," "," "," "
"2017","N57 North Hertfordshire College","0","0","0","0"," "," "," "," "
"2018","N57 North Hertfordshire College","0","10","0","10"," "," "," "," "
"2019","N57 North Hertfordshire College","0","0","0","0"," "," "," "," "
"2020","N57 North Hertfordshire College","0","0","5","5"," "," "," "," "
"2021","N57 North Hertfordshire College","0","0","0","0"," "," "," "," "
"2022","N57 North Hertfordshire College","0","10","0","10"," "," "," "," "
"2023","N57 North Hertfordshire College","0","0","0","0"," "," "," "," "
"2013","N64 DN Colleges Group","0","5","0","5","0","0.029","0","0.029"
"2014","N64 DN Colleges Group","0","10","0","10","0","0.034","0.008","0.042"
"2015","N64 DN Colleges Group","0","35","70","110","0","0.167","0.333","0.5"
"2016","N64 DN Colleges Group","0","30","5","35","0","0.154","0.021","0.17400000000000002"
"2017","N64 DN Colleges Group","0","25","5","30","0","0.163","0.031","0.194"
"2018","N64 DN Colleges Group","0","30","0","30","0","0.303","0.01","0.313"
"2019","N64 DN Colleges Group","0","10","0","10","0","0.085","0.019","0.10400000000000001"
"2020","N64 DN Colleges Group","0","5","0","5"," "," "," "," "
"2021","N64 DN Colleges Group","0","0","5","10"," "," "," "," "
"2022","N64 DN Colleges Group","0","15","0","15","0","0.138","0","0.138"
"2023","N64 DN Colleges Group","0","10","0","10","0","0.08","0.01","0.09"
"2013","N79 North Warwickshire and South Leicestershire College","0","5","0","5"," "," "," "," "
"2014","N79 North Warwickshire and South Leicestershire College","0","0","20","20"," "," "," "," "
"2015","N79 North Warwickshire and South Leicestershire College","0","0","0","0"," "," "," "," "
"2016","N79 North Warwickshire and South Leicestershire College","0","0","0","0"," "," "," "," "
"2017","N79 North Warwickshire and South Leicestershire College","0","0","0","0"," "," "," "," "
"2018","N79 North Warwickshire and South Leicestershire College","0","0","0","0"," "," "," "," "
"2019","N79 North Warwickshire and South Leicestershire College","0","5","0","5"," "," "," "," "
"2020","N79 North Warwickshire and South Leicestershire College","0","5","0","5"," "," "," "," "
"2021","N79 North Warwickshire and South Leicestershire College","0","5","0","5"," "," "," "," "
"2022","N79 North Warwickshire and South Leicestershire College","0","0","0","0"," "," "," "," "
"2023","N79 North Warwickshire and South Leicestershire College","0","0","0","0"," "," "," "," "
"2013","N85 North Kent College","0","0","0","0"," "," "," "," "
"2014","N85 North Kent College","0","0","0","0"," "," "," "," "
"2015","N85 North Kent College","0","5","0","5"," "," "," "," "
"2016","N85 North Kent College","0","5","0","5"," "," "," "," "
"2017","N85 North Kent College","0","10","0","10"," "," "," "," "
"2018","N85 North Kent College","0","0","0","0"," "," "," "," "
"2019","N85 North Kent College","0","0","0","0"," "," "," "," "
"2020","N85 North Kent College","0","0","0","0"," "," "," "," "
"2021","N85 North Kent College","0","0","0","0"," "," "," "," "
"2022","N85 North Kent College","0","0","0","0"," "," "," "," "
"2023","N85 North Kent College","0","0","0","0"," "," "," "," "
"2013","P51 Petroc","0","0","0","0"," "," "," "," "
"2014","P51 Petroc","0","0","0","5"," "," "," "," "
"2015","P51 Petroc","0","10","0","10"," "," "," "," "
"2016","P51 Petroc","0","0","0","0"," "," "," "," "
"2017","P51 Petroc","0","5","0","5"," "," "," "," "
"2018","P51 Petroc","0","0","0","0"," "," "," "," "
"2019","P51 Petroc","0","0","0","0"," "," "," "," "
"2020","P51 Petroc","0","0","0","0"," "," "," "," "
"2021","P51 Petroc","0","0","0","0"," "," "," "," "
"2022","P51 Petroc","0","0","0","0"," "," "," "," "
"2023","P51 Petroc","0","0","0","0"," "," "," "," "
"2013","P59 Plumpton College","0","0","0","0"," "," "," "," "
"2014","P59 Plumpton College","0","0","0","0"," "," "," "," "
"2015","P59 Plumpton College","0","0","0","0"," "," "," "," "
"2016","P59 Plumpton College","0","0","0","0"," "," "," "," "
"2017","P59 Plumpton College","0","5","0","5"," "," "," "," "
"2018","P59 Plumpton College","0","0","5","5"," "," "," "," "
"2019","P59 Plumpton College","0","0","0","0"," "," "," "," "
"2020","P59 Plumpton College","0","0","0","0"," "," "," "," "
"2021","P59 Plumpton College","0","0","0","0"," "," "," "," "
"2022","P59 Plumpton College","0","0","0","0"," "," "," "," "
"2023","P59 Plumpton College","0","0","0","0"," "," "," "," "
"2013","R14 University Centre Reaseheath","0","0","0","0","0","0","0","0"
"2014","R14 University Centre Reaseheath","0","0","0","0"," "," "," "," "
"2015","R14 University Centre Reaseheath","0","35","0","40","0","0.359","0.01","0.369"
"2016","R14 University Centre Reaseheath","0","10","0","10","0","0.073","0.008","0.081"
"2017","R14 University Centre Reaseheath","0","0","10","10","0","0","0.07200000000000001","0.07200000000000001"
"2018","R14 University Centre Reaseheath","0","40","0","40","0","0.298","0.008","0.305"
"2019","R14 University Centre Reaseheath","0","60","0","65","0","0.188","0.003","0.191"
"2020","R14 University Centre Reaseheath","0","0","0","0","0","0.01","0","0.01"
"2021","R14 University Centre Reaseheath","0","0","0","0","0","0.004","0","0.004"
"2022","R14 University Centre Reaseheath","0","0","0","0","0","0","0","0"
"2023","R14 University Centre Reaseheath","0","0","0","0","0","0","0","0"
"2013","R52 University Centre Rotherham","0","5","0","5"," "," "," "," "
"2014","R52 University Centre Rotherham","0","5","0","5"," "," "," "," "
"2015","R52 University Centre Rotherham","0","0","0","0"," "," "," "," "
"2016","R52 University Centre Rotherham","0","0","0","0"," "," "," "," "
"2017","R52 University Centre Rotherham","0","5","0","5"," "," "," "," "
"2018","R52 University Centre Rotherham","0","0","0","0"," "," "," "," "
"2019","R52 University Centre Rotherham","0","0","0","0"," "," "," "," "
"2020","R52 University Centre Rotherham","0","0","0","0"," "," "," "," "
"2021","R52 University Centre Rotherham","0","0","0","0"," "," "," "," "
"2022","R52 University Centre Rotherham","0","0","0","0"," "," "," "," "
"2023","R52 University Centre Rotherham","0","5","0","5"," "," "," "," "
"2013","S06 Selby College","0","0","0","0"," "," "," "," "
"2014","S06 Selby College","0","0","0","0"," "," "," "," "
"2015","S06 Selby College","0","0","0","0"," "," "," "," "
"2016","S06 Selby College","0","0","0","0"," "," "," "," "
"2017","S06 Selby College","0","0","0","0"," "," "," "," "
"2018","S06 Selby College","0","0","0","0"," "," "," "," "
"2019","S06 Selby College","0","0","0","0"," "," "," "," "
"2020","S06 Selby College","0","0","0","0"," "," "," "," "
"2021","S06 Selby College","0","0","0","0"," "," "," "," "
"2022","S06 Selby College","0","0","0","0"," "," "," "," "
"2023","S06 Selby College","0","0","0","0"," "," "," "," "
"2013","S11 University Centre at Salford City College","0","0","0","0"," "," "," "," "
"2014","S11 University Centre at Salford City College","0","0","0","0"," "," "," "," "
"2015","S11 University Centre at Salford City College","0","0","0","0"," "," "," "," "
"2016","S11 University Centre at Salford City College","0","0","0","0"," "," "," "," "
"2017","S11 University Centre at Salford City College","0","0","0","0"," "," "," "," "
"2018","S11 University Centre at Salford City College","0","5","0","5"," "," "," "," "
"2019","S11 University Centre at Salford City College","0","0","0","0"," "," "," "," "
"2020","S11 University Centre at Salford City College","0","0","0","0"," "," "," "," "
"2021","S11 University Centre at Salford City College","0","5","0","5"," "," "," "," "
"2022","S11 University Centre at Salford City College","0","0","0","0"," "," "," "," "
"2023","S11 University Centre at Salford City College","0","0","0","0"," "," "," "," "
"2013","S20 South and City College Birmingham","0","0","0","0"," "," "," "," "
"2014","S20 South and City College Birmingham","0","10","5","15"," "," "," "," "
"2015","S20 South and City College Birmingham","0","5","0","5"," "," "," "," "
"2016","S20 South and City College Birmingham","0","5","0","5"," "," "," "," "
"2017","S20 South and City College Birmingham","0","0","0","0"," "," "," "," "
"2018","S20 South and City College Birmingham","0","5","0","5"," "," "," "," "
"2019","S20 South and City College Birmingham","0","5","0","5"," "," "," "," "
"2020","S20 South and City College Birmingham","0","0","0","0"," "," "," "," "
"2021","S20 South and City College Birmingham","0","0","0","0"," "," "," "," "
"2022","S20 South and City College Birmingham","0","0","0","0"," "," "," "," "
"2023","S20 South and City College Birmingham","0","0","0","0"," "," "," "," "
"2013","S22 Sheffield College","0","5","0","5","0","0.02","0.007","0.027"
"2014","S22 Sheffield College","0","5","15","20","0","0.044","0.14200000000000002","0.186"
"2015","S22 Sheffield College","0","5","0","10","0","0.043000000000000003","0.014","0.058"
"2016","S22 Sheffield College","0","10","0","10","0","0.106","0","0.106"
