"Year","Achieved SQA higher points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2014","15 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","35","25","0.649","0"
"2015","15 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","50","40","0.8200000000000001","0"
"2016","15 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","50","40","0.75","0"
"2017","15 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","40","30","0.8","0"
"2018","15 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","35","25","0.771","0"
"2019","15 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","45","40","0.867","0"
"2020","15 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","45","45","0.978","0"
"2021","15 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","25","20","0.87","0"
"2022","15 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","40","35","0.923","0"
"2023","15 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","30","30","1","0"
"2010","16 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","30","25","0.8280000000000001","0"
"2011","16 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","40","35","0.895","0"
"2012","16 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","45","35","0.8180000000000001","0"
"2013","16 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","40","40","0.929","0"
"2014","16 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","30","25","0.719","0"
"2015","16 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","45","40","0.889","0"
"2016","16 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","50","40","0.837","0"
"2017","16 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","45","35","0.717","0"
"2018","16 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","40","30","0.775","0"
"2019","16 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","35","30","0.848","0"
"2020","16 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","35","35","0.9430000000000001","0"
"2021","16 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","35","30","0.865","0"
"2022","16 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","30","25","0.793","0"
"2023","16 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","40","40","0.9520000000000001","0"
"2010","17 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2011","17 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","30","25","0.867","0"
"2012","17 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","25","25","0.963","0"
"2013","17 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","35","30","0.9410000000000001","0"
"2014","17 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","20","15","0.895","0"
"2015","17 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","25","20","0.6920000000000001","0"
"2016","17 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","25","20","0.76","0"
"2017","17 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","35","30","0.912","0"
"2018","17 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","30","25","0.871","0"
"2019","17 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","25","20","0.87","0"
"2020","17 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","35","35","1","0"
"2021","17 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","30","20","0.786","0"
"2022","17 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","30","30","0.966","0"
"2023","17 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","30","30","0.969","0"
"2010","18 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","10","10","0.833","0"
"2011","18 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2012","18 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","20","15","0.895","0"
"2013","18 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","20","15","0.8","0"
"2014","18 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","10","10","0.917","0"
"2015","18 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","20","15","0.85","0"
"2016","18 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","20","15","0.778","0"
"2017","18 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","20","15","0.773","0"
"2018","18 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","30","25","0.719","0"
"2019","18 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","15","10","0.733","0"
"2020","18 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","25","25","0.92","0"
"2021","18 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","25","20","0.8260000000000001","0"
"2022","18 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","30","30","0.9380000000000001","0"
"2023","18 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","25","20","0.846","0"
"2010","19 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2011","19 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","19 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","20","15","0.889","0"
"2013","19 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","15","15","1","0"
"2014","19 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","15","15","0.875","0"
"2015","19 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","15","10","0.733","0"
"2016","19 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","20","15","0.65","0"
"2017","19 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","20","15","0.889","0"
"2018","19 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","15","15","1","0"
"2019","19 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","10","10","1","0"
"2020","19 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","25","20","0.8260000000000001","0"
"2021","19 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","30","25","0.867","0"
"2022","19 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","30","30","0.933","0"
"2023","19 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","20","15","0.722","0"
"2010","20 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","20 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","20","15","0.7000000000000001","0"
"2012","20 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","30","30","0.875","0"
"2013","20 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","35","35","1","0"
"2014","20 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","40","35","0.895","0"
"2015","20 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","25","20","0.875","0"
"2016","20 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","20","15","0.773","0"
"2017","20 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","30","25","0.867","0"
"2018","20 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","20","15","0.833","0"
"2019","20 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","25","25","0.926","0"
"2020","20 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","30","25","0.897","0"
"2021","20 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","35","25","0.7030000000000001","0"
"2022","20 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","65","55","0.862","0"
"2023","20 point(s)","18","Scotland","Male","Main scheme applicant","Not main scheme application","30","25","0.897","0"
"2023","5 point(s)","18","Scotland","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2010","6 point(s)","18","Scotland","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2018","6 point(s)","18","Scotland","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","6 point(s)","18","Scotland","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","6 point(s)","18","Scotland","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
