"Year","Tariff group of provider","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate"
"2021","All","21 - 24","England","All","Not main scheme applicant","Not main scheme application","5","0"," "
"2022","All","21 - 24","England","All","Not main scheme applicant","Not main scheme application","15","10"," "
"2023","All","21 - 24","England","All","Not main scheme applicant","Not main scheme application","15","15","1"
"2019","All","25 - 29","England","All","Not main scheme applicant","Not main scheme application","5","5"," "
"2020","All","25 - 29","England","All","Not main scheme applicant","Not main scheme application","15","10","0.846"
"2021","All","25 - 29","England","All","Not main scheme applicant","Not main scheme application","5","5"," "
"2022","All","25 - 29","England","All","Not main scheme applicant","Not main scheme application","5","5"," "
"2023","All","25 - 29","England","All","Not main scheme applicant","Not main scheme application","15","15","1"
"2020","All","30 - 34","England","All","Not main scheme applicant","Not main scheme application","5","5"," "
"2021","All","30 - 34","England","All","Not main scheme applicant","Not main scheme application","5","5"," "
"2023","All","30 - 34","England","All","Not main scheme applicant","Not main scheme application","5","5"," "
"2019","All","35 and over","England","All","Not main scheme applicant","Not main scheme application","10","10"," "
"2020","All","35 and over","England","All","Not main scheme applicant","Not main scheme application","10","10","0.917"
"2021","All","35 and over","England","All","Not main scheme applicant","Not main scheme application","10","10"," "
"2022","All","35 and over","England","All","Not main scheme applicant","Not main scheme application","5","5"," "
"2023","All","35 and over","England","All","Not main scheme applicant","Not main scheme application","10","10"," "
"2019","All","21 - 24","Scotland","All","Not main scheme applicant","Not main scheme application","20","20","0.857"
"2020","All","21 - 24","Scotland","All","Not main scheme applicant","Not main scheme application","35","25","0.75"
"2021","All","21 - 24","Scotland","All","Not main scheme applicant","Not main scheme application","20","20","0.864"
"2022","All","21 - 24","Scotland","All","Not main scheme applicant","Not main scheme application","25","20","0.87"
"2023","All","21 - 24","Scotland","All","Not main scheme applicant","Not main scheme application","25","20","0.704"
"2019","All","25 - 29","Scotland","All","Not main scheme applicant","Not main scheme application","30","25","0.8"
"2020","All","25 - 29","Scotland","All","Not main scheme applicant","Not main scheme application","55","45","0.8300000000000001"
"2021","All","25 - 29","Scotland","All","Not main scheme applicant","Not main scheme application","15","10","0.625"
"2022","All","25 - 29","Scotland","All","Not main scheme applicant","Not main scheme application","25","20","0.6920000000000001"
"2023","All","25 - 29","Scotland","All","Not main scheme applicant","Not main scheme application","25","25","0.885"
"2019","All","30 - 34","Scotland","All","Not main scheme applicant","Not main scheme application","10","5"," "
"2020","All","30 - 34","Scotland","All","Not main scheme applicant","Not main scheme application","15","10","0.733"
"2021","All","30 - 34","Scotland","All","Not main scheme applicant","Not main scheme application","5","5"," "
"2022","All","30 - 34","Scotland","All","Not main scheme applicant","Not main scheme application","15","5"," "
"2023","All","30 - 34","Scotland","All","Not main scheme applicant","Not main scheme application","15","10","0.8"
"2019","All","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","25","15","0.56"
"2020","All","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","40","25","0.675"
"2021","All","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","20","15","0.682"
"2022","All","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","30","20","0.7000000000000001"
"2023","All","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","40","30","0.8160000000000001"
"2022","All","21 - 24","Wales","All","Not main scheme applicant","Not main scheme application","50","40","0.808"
"2023","All","21 - 24","Wales","All","Not main scheme applicant","Not main scheme application","70","55","0.838"
"2022","All","25 - 29","Wales","All","Not main scheme applicant","Not main scheme application","35","25","0.794"
"2023","All","25 - 29","Wales","All","Not main scheme applicant","Not main scheme application","20","15","0.684"
"2022","All","30 - 34","Wales","All","Not main scheme applicant","Not main scheme application","5","5"," "
"2023","All","30 - 34","Wales","All","Not main scheme applicant","Not main scheme application","10","10","0.909"
"2022","All","35 and over","Wales","All","Not main scheme applicant","Not main scheme application","20","15","0.778"
"2023","All","35 and over","Wales","All","Not main scheme applicant","Not main scheme application","15","15","0.8130000000000001"
"2022","All","25 - 29","Not EU","All","Not main scheme applicant","Not main scheme application","5","0"," "
"2020","All","25 - 29","EU (excluding UK)","All","Not main scheme applicant","Not main scheme application","5","0"," "
"2023","All","21 - 24","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," "
"2021","All","21 - 24","England","All","Main scheme applicant","Not main scheme application","5","0"," "
"2023","All","21 - 24","England","All","Main scheme applicant","Not main scheme application","5","5"," "
"2019","All","25 - 29","England","All","Main scheme applicant","Not main scheme application","5","0"," "
"2021","All","18","Scotland","All","Main scheme applicant","Not main scheme application","5","0"," "
"2019","All","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","70","30","0.431"
"2020","All","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","80","20","0.232"
"2021","All","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","110","30","0.296"
"2022","All","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","70","40","0.557"
"2023","All","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","50","30","0.577"
"2019","All","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","50","25","0.51"
"2020","All","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","60","25","0.387"
"2021","All","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","75","25","0.329"
"2022","All","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","40","25","0.6"
"2023","All","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","30","20","0.677"
"2019","All","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","15","10"," "
"2020","All","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","20","10"," "
"2021","All","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","30","10","0.379"
"2022","All","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","20","5"," "
"2023","All","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","10","5"," "
"2019","All","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","45","25","0.578"
"2020","All","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","45","20","0.457"
"2021","All","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","25","15","0.556"
"2022","All","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","30","20","0.5630000000000001"
"2023","All","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","25","15","0.5650000000000001"
"2022","All","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","20","15","0.833"
"2023","All","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","15","15","0.8240000000000001"
"2023","All","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","10","10","0.909"
"2022","All","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","5","5"," "
"2023","All","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","5","5"," "
"2023","All","35 and over","Wales","All","Main scheme applicant","Not main scheme application","5","5"," "
"2022","All","35 and over","Not EU","All","Main scheme applicant","Not main scheme application","5","0"," "
"2020","All","21 - 24","EU (excluding UK)","All","Main scheme applicant","Not main scheme application","5","0"," "
"2020","All","25 - 29","EU (excluding UK)","All","Main scheme applicant","Not main scheme application","5","0"," "
"2021","All","25 - 29","EU (excluding UK)","All","Main scheme applicant","Not main scheme application","5","0"," "
"2019","All","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","60","10","0.17200000000000001"
"2020","All","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","40","10"," "
"2021","All","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","65","15","0.254"
"2022","All","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","45","15","0.28300000000000003"
"2023","All","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","25","5"," "
"2019","All","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","25","10","0.423"
"2020","All","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","20","5"," "
"2021","All","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","25","10"," "
"2022","All","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","15","10"," "
"2023","All","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","15","5"," "
"2019","All","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," "
"2020","All","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," "
"2021","All","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," "
"2022","All","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," "
"2023","All","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","All","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," "
"2021","All","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","5","5"," "
"2022","All","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","5","5"," "
"2023","All","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," "
"2020","All","18","England","All","Main scheme applicant","Main scheme application","5","0"," "
"2022","All","18","England","All","Main scheme applicant","Main scheme application","10","0"," "
"2023","All","18","England","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","All","21 - 24","England","All","Main scheme applicant","Main scheme application","70","30","0.40800000000000003"
"2020","All","21 - 24","England","All","Main scheme applicant","Main scheme application","50","20","0.385"
"2021","All","21 - 24","England","All","Main scheme applicant","Main scheme application","90","25","0.28400000000000003"
"2022","All","21 - 24","England","All","Main scheme applicant","Main scheme application","145","65","0.448"
"2023","All","21 - 24","England","All","Main scheme applicant","Main scheme application","130","55","0.417"
"2019","All","25 - 29","England","All","Main scheme applicant","Main scheme application","30","10"," "
"2020","All","25 - 29","England","All","Main scheme applicant","Main scheme application","35","20","0.541"
"2021","All","25 - 29","England","All","Main scheme applicant","Main scheme application","55","20","0.37"
"2022","All","25 - 29","England","All","Main scheme applicant","Main scheme application","35","10","0.278"
"2023","All","25 - 29","England","All","Main scheme applicant","Main scheme application","25","10","0.423"
"2019","All","30 - 34","England","All","Main scheme applicant","Main scheme application","15","5"," "
"2020","All","30 - 34","England","All","Main scheme applicant","Main scheme application","20","15","0.667"
"2021","All","30 - 34","England","All","Main scheme applicant","Main scheme application","20","0"," "
"2022","All","30 - 34","England","All","Main scheme applicant","Main scheme application","20","5"," "
"2023","All","30 - 34","England","All","Main scheme applicant","Main scheme application","10","5"," "
"2019","All","35 and over","England","All","Main scheme applicant","Main scheme application","25","5"," "
"2020","All","35 and over","England","All","Main scheme applicant","Main scheme application","20","5"," "
"2021","All","35 and over","England","All","Main scheme applicant","Main scheme application","20","15","0.682"
"2022","All","35 and over","England","All","Main scheme applicant","Main scheme application","15","5"," "
"2023","All","35 and over","England","All","Main scheme applicant","Main scheme application","10","5"," "
"2019","All","18","Scotland","All","Main scheme applicant","Main scheme application","15","0"," "
"2020","All","18","Scotland","All","Main scheme applicant","Main scheme application","25","0"," "
"2021","All","18","Scotland","All","Main scheme applicant","Main scheme application","20","0"," "
"2022","All","18","Scotland","All","Main scheme applicant","Main scheme application","20","0"," "
"2023","All","18","Scotland","All","Main scheme applicant","Main scheme application","25","0"," "
"2019","All","19","Scotland","All","Main scheme applicant","Main scheme application","5","0"," "
"2020","All","19","Scotland","All","Main scheme applicant","Main scheme application","5","0"," "
"2021","All","19","Scotland","All","Main scheme applicant","Main scheme application","5","0"," "
"2022","All","19","Scotland","All","Main scheme applicant","Main scheme application","10","0"," "
"2023","All","19","Scotland","All","Main scheme applicant","Main scheme application","10","0"," "
"2019","All","20","Scotland","All","Main scheme applicant","Main scheme application","5","0"," "
"2020","All","20","Scotland","All","Main scheme applicant","Main scheme application","10","0"," "
"2021","All","20","Scotland","All","Main scheme applicant","Main scheme application","15","0"," "
"2022","All","20","Scotland","All","Main scheme applicant","Main scheme application","10","0"," "
"2023","All","20","Scotland","All","Main scheme applicant","Main scheme application","10","0"," "
"2019","All","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","1570","800","0.509"
"2020","All","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","1680","875","0.519"
"2021","All","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","2110","875","0.41400000000000003"
"2022","All","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","1525","765","0.5"
"2023","All","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","1285","720","0.559"
"2019","All","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","1325","685","0.517"
"2020","All","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","1325","680","0.514"
"2021","All","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","1650","725","0.438"
"2022","All","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","1130","595","0.527"
"2023","All","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","840","450","0.537"
"2019","All","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","605","280","0.459"
"2020","All","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","630","325","0.513"
"2021","All","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","720","285","0.393"
"2022","All","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","505","265","0.528"
"2023","All","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","385","205","0.529"
"2019","All","35 and over","Scotland","All","Main scheme applicant","Main scheme application","1080","470","0.433"
"2020","All","35 and over","Scotland","All","Main scheme applicant","Main scheme application","1145","520","0.455"
"2021","All","35 and over","Scotland","All","Main scheme applicant","Main scheme application","1225","455","0.37"
"2022","All","35 and over","Scotland","All","Main scheme applicant","Main scheme application","840","400","0.47900000000000004"
"2023","All","35 and over","Scotland","All","Main scheme applicant","Main scheme application","690","360","0.518"
"2020","All","18","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2022","All","18","Wales","All","Main scheme applicant","Main scheme application","20","0"," "
"2023","All","18","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2023","All","20","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2020","All","21 - 24","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2021","All","21 - 24","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2022","All","21 - 24","Wales","All","Main scheme applicant","Main scheme application","645","460","0.711"
"2023","All","21 - 24","Wales","All","Main scheme applicant","Main scheme application","600","420","0.6990000000000001"
"2019","All","25 - 29","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2020","All","25 - 29","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2022","All","25 - 29","Wales","All","Main scheme applicant","Main scheme application","230","155","0.671"
"2023","All","25 - 29","Wales","All","Main scheme applicant","Main scheme application","220","150","0.683"
"2022","All","30 - 34","Wales","All","Main scheme applicant","Main scheme application","95","70","0.742"
"2023","All","30 - 34","Wales","All","Main scheme applicant","Main scheme application","80","50","0.654"
"2022","All","35 and over","Wales","All","Main scheme applicant","Main scheme application","125","75","0.5750000000000001"
"2023","All","35 and over","Wales","All","Main scheme applicant","Main scheme application","90","55","0.593"
"2019","All","21 - 24","Not EU","All","Main scheme applicant","Main scheme application","15","5"," "
"2020","All","21 - 24","Not EU","All","Main scheme applicant","Main scheme application","30","10"," "
"2021","All","21 - 24","Not EU","All","Main scheme applicant","Main scheme application","20","0"," "
"2022","All","21 - 24","Not EU","All","Main scheme applicant","Main scheme application","20","5"," "
"2023","All","21 - 24","Not EU","All","Main scheme applicant","Main scheme application","30","5"," "
"2019","All","25 - 29","Not EU","All","Main scheme applicant","Main scheme application","20","10"," "
"2020","All","25 - 29","Not EU","All","Main scheme applicant","Main scheme application","20","5"," "
"2021","All","25 - 29","Not EU","All","Main scheme applicant","Main scheme application","25","10"," "
"2022","All","25 - 29","Not EU","All","Main scheme applicant","Main scheme application","40","10","0.289"
"2023","All","25 - 29","Not EU","All","Main scheme applicant","Main scheme application","30","10","0.333"
"2019","All","30 - 34","Not EU","All","Main scheme applicant","Main scheme application","15","5"," "
"2020","All","30 - 34","Not EU","All","Main scheme applicant","Main scheme application","15","5"," "
"2021","All","30 - 34","Not EU","All","Main scheme applicant","Main scheme application","10","5"," "
"2022","All","30 - 34","Not EU","All","Main scheme applicant","Main scheme application","25","5"," "
"2023","All","30 - 34","Not EU","All","Main scheme applicant","Main scheme application","20","5"," "
"2019","All","35 and over","Not EU","All","Main scheme applicant","Main scheme application","15","5"," "
"2020","All","35 and over","Not EU","All","Main scheme applicant","Main scheme application","10","0"," "
"2021","All","35 and over","Not EU","All","Main scheme applicant","Main scheme application","20","0"," "
"2022","All","35 and over","Not EU","All","Main scheme applicant","Main scheme application","35","5"," "
"2023","All","35 and over","Not EU","All","Main scheme applicant","Main scheme application","25","5"," "
"2019","All","20","EU (excluding UK)","All","Main scheme applicant","Main scheme application","5","0"," "
"2020","All","20","EU (excluding UK)","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","All","21 - 24","EU (excluding UK)","All","Main scheme applicant","Main scheme application","125","45","0.352"
"2020","All","21 - 24","EU (excluding UK)","All","Main scheme applicant","Main scheme application","145","60","0.41300000000000003"
"2021","All","21 - 24","EU (excluding UK)","All","Main scheme applicant","Main scheme application","95","20","0.2"
"2022","All","21 - 24","EU (excluding UK)","All","Main scheme applicant","Main scheme application","55","10","0.17500000000000002"
"2023","All","21 - 24","EU (excluding UK)","All","Main scheme applicant","Main scheme application","50","15","0.327"
"2019","All","25 - 29","EU (excluding UK)","All","Main scheme applicant","Main scheme application","55","20","0.386"
"2020","All","25 - 29","EU (excluding UK)","All","Main scheme applicant","Main scheme application","80","30","0.388"
"2021","All","25 - 29","EU (excluding UK)","All","Main scheme applicant","Main scheme application","60","10","0.20700000000000002"
"2022","All","25 - 29","EU (excluding UK)","All","Main scheme applicant","Main scheme application","35","15","0.417"
"2023","All","25 - 29","EU (excluding UK)","All","Main scheme applicant","Main scheme application","20","5"," "
"2019","All","30 - 34","EU (excluding UK)","All","Main scheme applicant","Main scheme application","30","10","0.34400000000000003"
"2020","All","30 - 34","EU (excluding UK)","All","Main scheme applicant","Main scheme application","30","10","0.41400000000000003"
"2021","All","30 - 34","EU (excluding UK)","All","Main scheme applicant","Main scheme application","15","5"," "
"2022","All","30 - 34","EU (excluding UK)","All","Main scheme applicant","Main scheme application","10","5"," "
"2023","All","30 - 34","EU (excluding UK)","All","Main scheme applicant","Main scheme application","5","5"," "
"2019","All","35 and over","EU (excluding UK)","All","Main scheme applicant","Main scheme application","15","5"," "
"2020","All","35 and over","EU (excluding UK)","All","Main scheme applicant","Main scheme application","10","5"," "
"2021","All","35 and over","EU (excluding UK)","All","Main scheme applicant","Main scheme application","10","0"," "
"2022","All","35 and over","EU (excluding UK)","All","Main scheme applicant","Main scheme application","10","0"," "
"2023","All","35 and over","EU (excluding UK)","All","Main scheme applicant","Main scheme application","10","0"," "
"2019","Lower tariff","All","England","All","Not main scheme applicant","Not main scheme application","15","15","1"
"2020","Lower tariff","All","England","All","Not main scheme applicant","Not main scheme application","35","30","0.889"
"2021","Lower tariff","All","England","All","Not main scheme applicant","Not main scheme application","20","15","0.85"
"2022","Lower tariff","All","England","All","Not main scheme applicant","Not main scheme application","20","20","0.9"
"2023","Lower tariff","All","England","All","Not main scheme applicant","Not main scheme application","30","30","1"
"2020","Higher tariff","All","England","All","Not main scheme applicant","Not main scheme application","5","5"," "
"2022","Higher tariff","All","England","All","Not main scheme applicant","Not main scheme application","5","0"," "
"2022","Medium tariff","All","England","All","Not main scheme applicant","Not main scheme application","5","0"," "
"2023","Medium tariff","All","England","All","Not main scheme applicant","Not main scheme application","10","10"," "
"2019","Higher tariff","All","Scotland","All","Not main scheme applicant","Not main scheme application","75","55","0.716"
"2020","Higher tariff","All","Scotland","All","Not main scheme applicant","Not main scheme application","120","95","0.797"
"2021","Higher tariff","All","Scotland","All","Not main scheme applicant","Not main scheme application","50","45","0.8270000000000001"
"2022","Higher tariff","All","Scotland","All","Not main scheme applicant","Not main scheme application","75","55","0.72"
"2023","Higher tariff","All","Scotland","All","Not main scheme applicant","Not main scheme application","95","75","0.8190000000000001"
"2019","Medium tariff","All","Scotland","All","Not main scheme applicant","Not main scheme application","10","10"," "
"2020","Medium tariff","All","Scotland","All","Not main scheme applicant","Not main scheme application","25","15","0.577"
"2021","Medium tariff","All","Scotland","All","Not main scheme applicant","Not main scheme application","15","5"," "
"2022","Medium tariff","All","Scotland","All","Not main scheme applicant","Not main scheme application","20","10","0.632"
"2023","Medium tariff","All","Scotland","All","Not main scheme applicant","Not main scheme application","10","10"," "
"2022","Lower tariff","All","Wales","All","Not main scheme applicant","Not main scheme application","60","50","0.836"
"2023","Lower tariff","All","Wales","All","Not main scheme applicant","Not main scheme application","50","35","0.708"
"2022","Medium tariff","All","Wales","All","Not main scheme applicant","Not main scheme application","50","40","0.776"
"2023","Medium tariff","All","Wales","All","Not main scheme applicant","Not main scheme application","65","60","0.894"
"2020","Higher tariff","All","EU (excluding UK)","All","Not main scheme applicant","Not main scheme application","5","0"," "
"2019","Lower tariff","All","England","All","Main scheme applicant","Not main scheme application","5","5"," "
"2019","Higher tariff","All","England","All","Main scheme applicant","Not main scheme application","5","0"," "
"2022","Medium tariff","All","England","All","Main scheme applicant","Not main scheme application","5","0"," "
"2019","Higher tariff","All","Scotland","All","Main scheme applicant","Not main scheme application","145","85","0.5750000000000001"
"2020","Higher tariff","All","Scotland","All","Main scheme applicant","Not main scheme application","170","65","0.385"
"2021","Higher tariff","All","Scotland","All","Main scheme applicant","Not main scheme application","195","75","0.376"
"2022","Higher tariff","All","Scotland","All","Main scheme applicant","Not main scheme application","130","75","0.5760000000000001"
"2023","Higher tariff","All","Scotland","All","Main scheme applicant","Not main scheme application","95","60","0.642"
"2019","Medium tariff","All","Scotland","All","Main scheme applicant","Not main scheme application","35","5"," "
"2020","Medium tariff","All","Scotland","All","Main scheme applicant","Not main scheme application","45","5"," "
"2021","Medium tariff","All","Scotland","All","Main scheme applicant","Not main scheme application","45","10"," "
"2022","Medium tariff","All","Scotland","All","Main scheme applicant","Not main scheme application","30","10","0.4"
"2023","Medium tariff","All","Scotland","All","Main scheme applicant","Not main scheme application","20","10"," "
"2022","Lower tariff","All","Wales","All","Main scheme applicant","Not main scheme application","15","10","0.846"
"2023","Lower tariff","All","Wales","All","Main scheme applicant","Not main scheme application","25","20","0.846"
"2022","Medium tariff","All","Wales","All","Main scheme applicant","Not main scheme application","10","10","0.909"
"2023","Medium tariff","All","Wales","All","Main scheme applicant","Not main scheme application","10","10"," "
"2022","Higher tariff","All","Not EU","All","Main scheme applicant","Not main scheme application","5","0"," "
"2022","Medium tariff","All","Not EU","All","Main scheme applicant","Not main scheme application","5","0"," "
"2019","Higher tariff","All","EU (excluding UK)","All","Main scheme applicant","Not main scheme application","5","0"," "
"2020","Higher tariff","All","EU (excluding UK)","All","Main scheme applicant","Not main scheme application","10","5"," "
"2021","Higher tariff","All","EU (excluding UK)","All","Main scheme applicant","Not main scheme application","5","0"," "
"2022","Medium tariff","All","EU (excluding UK)","All","Main scheme applicant","Not main scheme application","5","0"," "
"2022","Lower tariff","All","Northern Ireland","All","Main scheme applicant","Main scheme application","10","5"," "
"2023","Lower tariff","All","Northern Ireland","All","Main scheme applicant","Main scheme application","15","0"," "
"2019","Higher tariff","All","Northern Ireland","All","Main scheme applicant","Main scheme application","90","20","0.247"
"2020","Higher tariff","All","Northern Ireland","All","Main scheme applicant","Main scheme application","65","15","0.209"
"2021","Higher tariff","All","Northern Ireland","All","Main scheme applicant","Main scheme application","95","25","0.255"
"2022","Higher tariff","All","Northern Ireland","All","Main scheme applicant","Main scheme application","65","20","0.299"
"2023","Higher tariff","All","Northern Ireland","All","Main scheme applicant","Main scheme application","45","10"," "
"2019","Medium tariff","All","Northern Ireland","All","Main scheme applicant","Main scheme application","30","0"," "
"2020","Medium tariff","All","Northern Ireland","All","Main scheme applicant","Main scheme application","25","0"," "
"2021","Medium tariff","All","Northern Ireland","All","Main scheme applicant","Main scheme application","40","5"," "
"2022","Medium tariff","All","Northern Ireland","All","Main scheme applicant","Main scheme application","35","5"," "
"2023","Medium tariff","All","Northern Ireland","All","Main scheme applicant","Main scheme application","20","0"," "
"2019","Lower tariff","All","England","All","Main scheme applicant","Main scheme application","40","20","0.47600000000000003"
"2020","Lower tariff","All","England","All","Main scheme applicant","Main scheme application","50","20","0.375"
"2021","Lower tariff","All","England","All","Main scheme applicant","Main scheme application","40","25","0.61"
"2022","Lower tariff","All","England","All","Main scheme applicant","Main scheme application","110","40","0.366"
"2023","Lower tariff","All","England","All","Main scheme applicant","Main scheme application","100","40","0.42"
"2019","Higher tariff","All","England","All","Main scheme applicant","Main scheme application","95","25","0.28400000000000003"
"2020","Higher tariff","All","England","All","Main scheme applicant","Main scheme application","85","35","0.419"
"2021","Higher tariff","All","England","All","Main scheme applicant","Main scheme application","140","35","0.246"
"2022","Higher tariff","All","England","All","Main scheme applicant","Main scheme application","95","20","0.221"
"2023","Higher tariff","All","England","All","Main scheme applicant","Main scheme application","65","15","0.203"
"2019","Medium tariff","All","England","All","Main scheme applicant","Main scheme application","40","5"," "
"2020","Medium tariff","All","England","All","Main scheme applicant","Main scheme application","35","5"," "
"2021","Medium tariff","All","England","All","Main scheme applicant","Main scheme application","50","0"," "
"2022","Medium tariff","All","England","All","Main scheme applicant","Main scheme application","85","25","0.294"
"2023","Medium tariff","All","England","All","Main scheme applicant","Main scheme application","75","25","0.299"
"2022","Lower tariff","All","Scotland","All","Main scheme applicant","Main scheme application","10","0"," "
"2023","Lower tariff","All","Scotland","All","Main scheme applicant","Main scheme application","10","0"," "
"2019","Higher tariff","All","Scotland","All","Main scheme applicant","Main scheme application","4375","1860","0.426"
"2020","Higher tariff","All","Scotland","All","Main scheme applicant","Main scheme application","4520","1990","0.441"
"2021","Higher tariff","All","Scotland","All","Main scheme applicant","Main scheme application","5505","1930","0.35000000000000003"
"2022","Higher tariff","All","Scotland","All","Main scheme applicant","Main scheme application","3875","1690","0.435"
"2023","Higher tariff","All","Scotland","All","Main scheme applicant","Main scheme application","3085","1440","0.466"
"2019","Medium tariff","All","Scotland","All","Main scheme applicant","Main scheme application","2610","370","0.14200000000000002"
"2020","Medium tariff","All","Scotland","All","Main scheme applicant","Main scheme application","2740","405","0.148"
"2021","Medium tariff","All","Scotland","All","Main scheme applicant","Main scheme application","3305","405","0.123"
"2022","Medium tariff","All","Scotland","All","Main scheme applicant","Main scheme application","2350","340","0.145"
"2023","Medium tariff","All","Scotland","All","Main scheme applicant","Main scheme application","1920","295","0.154"
"2020","Lower tariff","All","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2022","Lower tariff","All","Wales","All","Main scheme applicant","Main scheme application","945","585","0.619"
"2023","Lower tariff","All","Wales","All","Main scheme applicant","Main scheme application","825","490","0.596"
"2019","Higher tariff","All","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2020","Higher tariff","All","Wales","All","Main scheme applicant","Main scheme application","10","0"," "
"2021","Higher tariff","All","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2022","Higher tariff","All","Wales","All","Main scheme applicant","Main scheme application","10","0"," "
"2023","Higher tariff","All","Wales","All","Main scheme applicant","Main scheme application","15","0"," "
"2019","Medium tariff","All","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2022","Medium tariff","All","Wales","All","Main scheme applicant","Main scheme application","560","170","0.304"
"2023","Medium tariff","All","Wales","All","Main scheme applicant","Main scheme application","535","180","0.337"
"2022","Lower tariff","All","Not EU","All","Main scheme applicant","Main scheme application","35","5"," "
"2023","Lower tariff","All","Not EU","All","Main scheme applicant","Main scheme application","25","0"," "
"2019","Higher tariff","All","Not EU","All","Main scheme applicant","Main scheme application","65","20","0.333"
