"Year","Domicile UK International","Domicile","Domicile named country","Age group","Gender","Self-released","Applied after self-releasing","Placed after self-releasing"
"2023","UK","All","All","17 and under","Male","45","15","15"
"2019","International","All","All","17 and under","Male","180","60","60"
"2020","International","All","All","17 and under","Male","280","110","105"
"2021","International","All","All","17 and under","Male","220","45","40"
"2022","International","All","All","17 and under","Male","190","35","35"
"2023","International","All","All","17 and under","Male","200","50","45"
"2019","UK","All","All","18","Male","7725","5340","5295"
"2020","UK","All","All","18","Male","10900","8770","8720"
"2021","UK","All","All","18","Male","8295","5370","5320"
"2022","UK","All","All","18","Male","11660","6535","6460"
"2023","UK","All","All","18","Male","11845","7180","7110"
"2019","International","All","All","18","Male","875","315","310"
"2020","International","All","All","18","Male","1340","660","650"
"2021","International","All","All","18","Male","1150","225","215"
"2022","International","All","All","18","Male","945","240","220"
"2023","International","All","All","18","Male","1040","300","290"
"2019","UK","All","All","19","Male","1765","1410","1395"
"2020","UK","All","All","19","Male","2110","1785","1765"
"2021","UK","All","All","19","Male","1615","1170","1145"
"2022","UK","All","All","19","Male","1615","1105","1085"
"2023","UK","All","All","19","Male","1935","1320","1285"
"2019","International","All","All","19","Male","405","200","190"
"2020","International","All","All","19","Male","625","355","345"
"2021","International","All","All","19","Male","435","130","125"
"2022","International","All","All","19","Male","315","100","95"
"2023","International","All","All","19","Male","350","125","115"
"2019","UK","All","All","20","Male","465","355","345"
"2020","UK","All","All","20","Male","475","370","360"
"2021","UK","All","All","20","Male","465","320","310"
"2022","UK","All","All","20","Male","495","290","280"
"2023","UK","All","All","20","Male","520","360","350"
"2019","International","All","All","20","Male","120","55","55"
"2020","International","All","All","20","Male","150","70","70"
"2021","International","All","All","20","Male","115","45","40"
"2022","International","All","All","20","Male","110","45","40"
"2023","International","All","All","20","Male","120","45","40"
"2019","UK","All","All","21 - 24","Male","415","295","290"
"2020","UK","All","All","21 - 24","Male","440","310","300"
"2021","UK","All","All","21 - 24","Male","430","265","260"
"2022","UK","All","All","21 - 24","Male","540","305","280"
"2023","UK","All","All","21 - 24","Male","490","290","275"
"2019","International","All","All","21 - 24","Male","85","45","40"
"2020","International","All","All","21 - 24","Male","100","50","45"
"2021","International","All","All","21 - 24","Male","90","45","40"
"2022","International","All","All","21 - 24","Male","75","30","25"
"2023","International","All","All","21 - 24","Male","95","35","30"
"2019","UK","All","All","25 - 29","Male","110","65","65"
"2020","UK","All","All","25 - 29","Male","155","95","90"
"2021","UK","All","All","25 - 29","Male","155","80","80"
"2022","UK","All","All","25 - 29","Male","125","45","45"
"2023","UK","All","All","25 - 29","Male","135","65","65"
"2019","International","All","All","25 - 29","Male","10","10","10"
"2020","International","All","All","25 - 29","Male","20","10","5"
"2021","International","All","All","25 - 29","Male","25","10","5"
"2022","International","All","All","25 - 29","Male","20","5","5"
"2023","International","All","All","25 - 29","Male","15","10","10"
"2019","UK","All","All","30 - 34","Male","40","30","30"
"2020","UK","All","All","30 - 34","Male","60","40","35"
"2021","UK","All","All","30 - 34","Male","75","40","35"
"2022","UK","All","All","30 - 34","Male","60","25","20"
"2023","UK","All","All","30 - 34","Male","50","25","20"
"2019","International","All","All","30 - 34","Male","5","0","0"
"2020","International","All","All","30 - 34","Male","5","5","0"
"2021","International","All","All","30 - 34","Male","10","5","5"
"2022","International","All","All","30 - 34","Male","10","5","5"
"2023","International","All","All","30 - 34","Male","10","5","5"
"2019","UK","All","All","35 and over","Male","75","50","45"
"2020","UK","All","All","35 and over","Male","105","70","60"
"2021","UK","All","All","35 and over","Male","105","65","55"
"2022","UK","All","All","35 and over","Male","105","55","45"
"2023","UK","All","All","35 and over","Male","120","70","65"
"2020","International","All","All","35 and over","Male","5","0","0"
"2021","International","All","All","35 and over","Male","5","0","0"
"2022","International","All","All","35 and over","Male","5","0","0"
"2023","International","All","All","35 and over","Male","5","0","0"
"2019","All","All","All","17 and under","Female","250","75","70"
"2020","All","All","All","17 and under","Female","420","170","165"
"2021","All","All","All","17 and under","Female","335","70","65"
"2022","All","All","All","17 and under","Female","325","75","70"
"2023","All","All","All","17 and under","Female","315","90","85"
"2019","All","All","All","18","Female","11060","7530","7450"
"2020","All","All","All","18","Female","15300","11610","11520"
"2021","All","All","All","18","Female","11965","7110","7020"
"2022","All","All","All","18","Female","15710","9020","8850"
"2023","All","All","All","18","Female","16085","9675","9555"
"2019","All","All","All","19","Female","2715","1985","1950"
"2020","All","All","All","19","Female","3415","2510","2480"
"2021","All","All","All","19","Female","2530","1585","1550"
"2022","All","All","All","19","Female","2670","1635","1585"
"2023","All","All","All","19","Female","2990","1925","1885"
"2019","All","All","All","20","Female","645","460","450"
"2020","All","All","All","20","Female","845","565","550"
"2021","All","All","All","20","Female","720","450","430"
"2022","All","All","All","20","Female","720","410","385"
"2023","All","All","All","20","Female","800","505","485"
"2019","All","All","All","21 - 24","Female","585","360","335"
"2020","All","All","All","21 - 24","Female","745","455","435"
"2021","All","All","All","21 - 24","Female","795","420","390"
"2022","All","All","All","21 - 24","Female","740","395","365"
"2023","All","All","All","21 - 24","Female","730","395","375"
"2019","All","All","All","25 - 29","Female","180","115","105"
"2020","All","All","All","25 - 29","Female","305","180","165"
"2021","All","All","All","25 - 29","Female","285","130","110"
"2022","All","All","All","25 - 29","Female","295","120","100"
"2023","All","All","All","25 - 29","Female","280","135","125"
"2019","All","All","All","30 - 34","Female","125","75","70"
"2020","All","All","All","30 - 34","Female","145","85","70"
"2021","All","All","All","30 - 34","Female","165","80","70"
"2022","All","All","All","30 - 34","Female","170","85","75"
"2023","All","All","All","30 - 34","Female","140","75","65"
"2019","All","All","All","35 and over","Female","165","110","100"
"2020","All","All","All","35 and over","Female","245","160","140"
"2021","All","All","All","35 and over","Female","285","170","155"
"2022","All","All","All","35 and over","Female","300","150","130"
"2023","All","All","All","35 and over","Female","275","140","120"
"2019","All","All","All","17 and under","Male","210","80","75"
"2020","All","All","All","17 and under","Male","315","135","130"
"2021","All","All","All","17 and under","Male","255","55","50"
"2022","All","All","All","17 and under","Male","230","50","50"
"2023","All","All","All","17 and under","Male","240","65","60"
"2019","All","All","All","18","Male","8605","5655","5605"
"2020","All","All","All","18","Male","12245","9430","9370"
"2021","All","All","All","18","Male","9445","5595","5535"
"2022","All","All","All","18","Male","12605","6775","6680"
"2023","All","All","All","18","Male","12885","7480","7400"
"2019","All","All","All","19","Male","2170","1610","1585"
"2020","All","All","All","19","Male","2735","2135","2110"
"2021","All","All","All","19","Male","2050","1300","1270"
"2022","All","All","All","19","Male","1925","1205","1175"
"2023","All","All","All","19","Male","2285","1445","1400"
"2019","All","All","All","20","Male","585","410","400"
"2020","All","All","All","20","Male","625","440","425"
"2021","All","All","All","20","Male","580","365","350"
"2022","All","All","All","20","Male","605","330","320"
"2023","All","All","All","20","Male","645","400","390"
"2019","All","All","All","21 - 24","Male","500","340","330"
"2020","All","All","All","21 - 24","Male","540","360","350"
"2021","All","All","All","21 - 24","Male","525","315","300"
"2022","All","All","All","21 - 24","Male","615","335","305"
"2023","All","All","All","21 - 24","Male","580","325","305"
"2019","All","All","All","25 - 29","Male","120","75","75"
"2020","All","All","All","25 - 29","Male","175","105","95"
"2021","All","All","All","25 - 29","Male","180","95","85"
"2022","All","All","All","25 - 29","Male","145","55","50"
"2023","All","All","All","25 - 29","Male","155","80","75"
"2019","All","All","All","30 - 34","Male","40","30","30"
"2020","All","All","All","30 - 34","Male","65","45","40"
"2021","All","All","All","30 - 34","Male","85","45","40"
"2022","All","All","All","30 - 34","Male","70","30","25"
"2023","All","All","All","30 - 34","Male","60","30","25"
"2019","All","All","All","35 and over","Male","75","50","50"
"2020","All","All","All","35 and over","Male","115","70","65"
"2021","All","All","All","35 and over","Male","110","65","55"
"2022","All","All","All","35 and over","Male","110","60","50"
"2023","All","All","All","35 and over","Male","125","75","65"
"2019","UK","England","England","All","Female","11895","9095","8985"
"2020","UK","England","England","All","Female","16440","13270","13110"
"2021","UK","England","England","All","Female","13000","8750","8590"
"2022","UK","England","England","All","Female","16510","10300","10065"
"2023","UK","England","England","All","Female","17090","11285","11110"
"2019","UK","Northern Ireland","Northern Ireland","All","Female","695","285","275"
"2020","UK","Northern Ireland","Northern Ireland","All","Female","670","345","340"
"2021","UK","Northern Ireland","Northern Ireland","All","Female","670","300","290"
"2022","UK","Northern Ireland","Northern Ireland","All","Female","800","350","340"
"2023","UK","Northern Ireland","Northern Ireland","All","Female","780","315","300"
"2019","UK","Scotland","Scotland","All","Female","460","205","190"
"2020","UK","Scotland","Scotland","All","Female","595","345","335"
"2021","UK","Scotland","Scotland","All","Female","430","165","155"
"2022","UK","Scotland","Scotland","All","Female","680","265","240"
"2023","UK","Scotland","Scotland","All","Female","690","335","325"
"2019","UK","Wales","Wales","All","Female","460","350","345"
"2020","UK","Wales","Wales","All","Female","605","480","475"
"2021","UK","Wales","Wales","All","Female","495","310","305"
"2022","UK","Wales","Wales","All","Female","740","415","400"
"2023","UK","Wales","Wales","All","Female","605","370","365"
"2019","International","EU (excluding UK)","Austria","All","Female","20","5","5"
"2020","International","EU (excluding UK)","Austria","All","Female","10","5","5"
"2021","International","EU (excluding UK)","Austria","All","Female","10","0","0"
"2022","International","EU (excluding UK)","Austria","All","Female","10","5","5"
"2023","International","EU (excluding UK)","Austria","All","Female","10","0","0"
"2019","International","EU (excluding UK)","Belgium","All","Female","20","0","0"
"2020","International","EU (excluding UK)","Belgium","All","Female","30","15","15"
"2021","International","EU (excluding UK)","Belgium","All","Female","20","5","5"
"2022","International","EU (excluding UK)","Belgium","All","Female","20","5","5"
"2023","International","EU (excluding UK)","Belgium","All","Female","5","0","0"
"2019","International","EU (excluding UK)","Bulgaria","All","Female","25","10","10"
"2020","International","EU (excluding UK)","Bulgaria","All","Female","25","10","10"
"2021","International","EU (excluding UK)","Bulgaria","All","Female","5","0","0"
"2022","International","EU (excluding UK)","Bulgaria","All","Female","5","0","0"
"2023","International","EU (excluding UK)","Bulgaria","All","Female","10","5","5"
"2019","International","EU (excluding UK)","Denmark","All","Female","15","5","5"
"2020","International","EU (excluding UK)","Denmark","All","Female","15","5","5"
"2021","International","EU (excluding UK)","Denmark","All","Female","5","0","0"
"2022","International","EU (excluding UK)","Denmark","All","Female","10","5","5"
"2023","International","EU (excluding UK)","Denmark","All","Female","5","0","0"
"2019","International","EU (excluding UK)","Finland","All","Female","20","5","5"
"2020","International","EU (excluding UK)","Finland","All","Female","15","5","5"
"2021","International","EU (excluding UK)","Finland","All","Female","5","0","0"
"2022","International","EU (excluding UK)","Finland","All","Female","10","0","0"
"2019","International","EU (excluding UK)","France","All","Female","70","20","20"
"2020","International","EU (excluding UK)","France","All","Female","75","30","25"
"2021","International","EU (excluding UK)","France","All","Female","50","10","10"
"2022","International","EU (excluding UK)","France","All","Female","50","5","5"
"2023","International","EU (excluding UK)","France","All","Female","55","10","10"
"2019","International","EU (excluding UK)","Germany","All","Female","55","15","15"
"2020","International","EU (excluding UK)","Germany","All","Female","70","25","25"
"2021","International","EU (excluding UK)","Germany","All","Female","40","5","5"
"2022","International","EU (excluding UK)","Germany","All","Female","45","5","5"
"2023","International","EU (excluding UK)","Germany","All","Female","35","10","10"
"2019","International","EU (excluding UK)","Greece","All","Female","25","10","10"
"2020","International","EU (excluding UK)","Greece","All","Female","50","30","25"
"2021","International","EU (excluding UK)","Greece","All","Female","25","0","0"
"2022","International","EU (excluding UK)","Greece","All","Female","20","5","5"
"2023","International","EU (excluding UK)","Greece","All","Female","30","5","5"
"2019","International","EU (excluding UK)","Hungary","All","Female","10","5","5"
"2020","International","EU (excluding UK)","Hungary","All","Female","10","5","5"
"2021","International","EU (excluding UK)","Hungary","All","Female","10","0","0"
"2019","International","EU (excluding UK)","Ireland","All","Female","200","25","25"
"2020","International","EU (excluding UK)","Ireland","All","Female","90","20","20"
"2021","International","EU (excluding UK)","Ireland","All","Female","245","40","35"
"2022","International","EU (excluding UK)","Ireland","All","Female","90","30","25"
"2023","International","EU (excluding UK)","Ireland","All","Female","295","30","25"
"2019","International","EU (excluding UK)","Italy","All","Female","65","20","20"
"2020","International","EU (excluding UK)","Italy","All","Female","95","30","30"
"2021","International","EU (excluding UK)","Italy","All","Female","45","5","5"
"2022","International","EU (excluding UK)","Italy","All","Female","35","10","10"
"2023","International","EU (excluding UK)","Italy","All","Female","45","15","15"
"2019","International","EU (excluding UK)","Luxembourg","All","Female","10","5","5"
"2020","International","EU (excluding UK)","Luxembourg","All","Female","15","5","5"
"2021","International","EU (excluding UK)","Luxembourg","All","Female","5","0","0"
"2022","International","EU (excluding UK)","Luxembourg","All","Female","5","0","0"
"2023","International","EU (excluding UK)","Luxembourg","All","Female","5","0","0"
"2019","International","EU (excluding UK)","Malta","All","Female","5","0","0"
"2020","International","EU (excluding UK)","Malta","All","Female","5","0","0"
"2021","International","EU (excluding UK)","Malta","All","Female","5","0","0"
"2019","International","EU (excluding UK)","Netherlands","All","Female","15","5","5"
"2020","International","EU (excluding UK)","Netherlands","All","Female","25","5","5"
"2021","International","EU (excluding UK)","Netherlands","All","Female","15","0","0"
"2022","International","EU (excluding UK)","Netherlands","All","Female","15","0","0"
"2023","International","EU (excluding UK)","Netherlands","All","Female","15","0","0"
"2019","International","EU (excluding UK)","Poland","All","Female","110","35","35"
"2020","International","EU (excluding UK)","Poland","All","Female","120","50","50"
"2021","International","EU (excluding UK)","Poland","All","Female","40","5","0"
"2022","International","EU (excluding UK)","Poland","All","Female","30","5","5"
"2023","International","EU (excluding UK)","Poland","All","Female","25","5","5"
"2019","International","EU (excluding UK)","Portugal","All","Female","10","5","5"
"2020","International","EU (excluding UK)","Portugal","All","Female","30","15","15"
"2021","International","EU (excluding UK)","Portugal","All","Female","20","5","5"
"2022","International","EU (excluding UK)","Portugal","All","Female","20","5","5"
"2023","International","EU (excluding UK)","Portugal","All","Female","10","5","5"
"2019","International","EU (excluding UK)","Romania","All","Female","30","15","15"
"2020","International","EU (excluding UK)","Romania","All","Female","45","15","15"
"2021","International","EU (excluding UK)","Romania","All","Female","10","5","5"
"2022","International","EU (excluding UK)","Romania","All","Female","15","5","5"
"2023","International","EU (excluding UK)","Romania","All","Female","10","0","0"
"2019","International","EU (excluding UK)","Spain","All","Female","90","20","20"
"2020","International","EU (excluding UK)","Spain","All","Female","150","55","55"
"2021","International","EU (excluding UK)","Spain","All","Female","80","10","10"
"2022","International","EU (excluding UK)","Spain","All","Female","55","5","5"
"2023","International","EU (excluding UK)","Spain","All","Female","70","15","10"
"2019","International","EU (excluding UK)","Sweden","All","Female","20","5","5"
"2020","International","EU (excluding UK)","Sweden","All","Female","25","10","10"
"2021","International","EU (excluding UK)","Sweden","All","Female","20","5","5"
"2022","International","EU (excluding UK)","Sweden","All","Female","15","5","5"
"2023","International","EU (excluding UK)","Sweden","All","Female","15","0","0"
"2019","International","EU (excluding UK)","Estonia","All","Female","5","0","0"
"2020","International","EU (excluding UK)","Estonia","All","Female","5","0","0"
"2021","International","EU (excluding UK)","Estonia","All","Female","5","0","0"
"2019","International","EU (excluding UK)","Latvia","All","Female","10","5","5"
"2020","International","EU (excluding UK)","Latvia","All","Female","15","5","5"
"2021","International","EU (excluding UK)","Latvia","All","Female","15","5","5"
"2019","International","EU (excluding UK)","Lithuania","All","Female","25","5","5"
"2020","International","EU (excluding UK)","Lithuania","All","Female","40","15","15"
"2021","International","EU (excluding UK)","Lithuania","All","Female","15","0","0"
"2022","International","EU (excluding UK)","Lithuania","All","Female","10","5","5"
"2019","International","EU (excluding UK)","Croatia","All","Female","5","0","0"
"2020","International","EU (excluding UK)","Croatia","All","Female","5","0","0"
"2019","International","EU (excluding UK)","Slovenia","All","Female","5","0","0"
"2022","International","EU (excluding UK)","Slovenia","All","Female","5","0","0"
"2019","International","EU (excluding UK)","Czech Republic","All","Female","10","0","0"
"2020","International","EU (excluding UK)","Czech Republic","All","Female","20","5","5"
"2021","International","EU (excluding UK)","Czech Republic","All","Female","15","0","0"
"2022","International","EU (excluding UK)","Czech Republic","All","Female","10","5","5"
"2023","International","EU (excluding UK)","Czech Republic","All","Female","15","5","5"
"2019","International","EU (excluding UK)","Slovakia","All","Female","15","0","0"
"2020","International","EU (excluding UK)","Slovakia","All","Female","20","10","10"
"2021","International","EU (excluding UK)","Slovakia","All","Female","5","0","0"
"2023","International","EU (excluding UK)","Slovakia","All","Female","5","0","0"
"2019","International","EU (excluding UK)","Canary Islands","All","Female","5","0","0"
"2020","International","EU (excluding UK)","Canary Islands","All","Female","5","0","0"
"2019","International","EU (excluding UK)","Cyprus (European Union)","All","Female","45","30","25"
"2020","International","EU (excluding UK)","Cyprus (European Union)","All","Female","75","40","40"
"2021","International","EU (excluding UK)","Cyprus (European Union)","All","Female","40","10","10"
"2022","International","EU (excluding UK)","Cyprus (European Union)","All","Female","20","5","5"
"2023","International","EU (excluding UK)","Cyprus (European Union)","All","Female","30","10","10"
"2019","International","Not EU","Guernsey","All","Female","10","5","5"
"2020","International","Not EU","Guernsey","All","Female","10","5","5"
"2021","International","Not EU","Guernsey","All","Female","5","5","5"
"2022","International","Not EU","Guernsey","All","Female","10","5","5"
"2023","International","Not EU","Guernsey","All","Female","5","5","5"
"2019","International","Not EU","Jersey","All","Female","10","10","10"
"2020","International","Not EU","Jersey","All","Female","15","10","10"
"2021","International","Not EU","Jersey","All","Female","15","5","5"
"2022","International","Not EU","Jersey","All","Female","20","10","10"
"2023","International","Not EU","Jersey","All","Female","25","10","10"
"2019","International","Not EU","Isle of Man","All","Female","25","15","15"
"2020","International","Not EU","Isle of Man","All","Female","20","10","10"
"2021","International","Not EU","Isle of Man","All","Female","15","10","5"
"2022","International","Not EU","Isle of Man","All","Female","30","10","10"
"2023","International","Not EU","Isle of Man","All","Female","25","10","10"
"2019","International","Not EU","Albania","All","Female","5","5","5"
"2020","International","Not EU","Albania","All","Female","5","5","5"
"2022","International","Not EU","Albania","All","Female","5","0","0"
"2023","International","Not EU","Albania","All","Female","5","0","0"
"2019","International","Not EU","Australia","All","Female","5","0","0"
"2020","International","Not EU","Australia","All","Female","5","0","0"
"2022","International","Not EU","Australia","All","Female","5","0","0"
"2023","International","Not EU","Australia","All","Female","5","5","5"
"2021","International","Not EU","Bahamas","All","Female","5","0","0"
"2019","International","Not EU","Bahrain","All","Female","5","5","5"
"2020","International","Not EU","Bahrain","All","Female","10","10","10"
"2021","International","Not EU","Bahrain","All","Female","10","5","5"
"2022","International","Not EU","Bahrain","All","Female","15","5","5"
"2023","International","Not EU","Bahrain","All","Female","15","5","5"
"2019","International","Not EU","Bermuda","All","Female","5","0","0"
"2020","International","Not EU","Bermuda","All","Female","5","5","5"
"2021","International","Not EU","Bermuda","All","Female","5","0","0"
"2022","International","Not EU","Bermuda","All","Female","5","0","0"
"2023","International","Not EU","Bermuda","All","Female","5","0","0"
"2019","International","Not EU","Brazil","All","Female","5","0","0"
"2020","International","Not EU","Brazil","All","Female","5","5","5"
"2021","International","Not EU","Brazil","All","Female","5","0","0"
"2022","International","Not EU","Brazil","All","Female","5","0","0"
"2023","International","Not EU","Brazil","All","Female","5","0","0"
"2019","International","Not EU","Brunei Darussalam","All","Female","15","5","5"
"2020","International","Not EU","Brunei Darussalam","All","Female","15","5","5"
"2021","International","Not EU","Brunei Darussalam","All","Female","15","5","5"
"2022","International","Not EU","Brunei Darussalam","All","Female","40","5","5"
"2023","International","Not EU","Brunei Darussalam","All","Female","25","5","5"
"2021","International","Not EU","Burma (Myanmar)","All","Female","5","5","5"
"2022","International","Not EU","Burma (Myanmar)","All","Female","5","0","0"
"2023","International","Not EU","Burma (Myanmar)","All","Female","5","5","5"
"2019","International","Not EU","Cambodia","All","Female","10","0","0"
"2022","International","Not EU","Cambodia","All","Female","5","5","5"
"2023","International","Not EU","Cambodia","All","Female","5","0","0"
"2021","International","Not EU","Cameroon","All","Female","5","5","5"
"2019","International","Not EU","Canada","All","Female","20","5","5"
"2020","International","Not EU","Canada","All","Female","20","10","5"
"2021","International","Not EU","Canada","All","Female","30","5","5"
"2022","International","Not EU","Canada","All","Female","35","10","10"
"2023","International","Not EU","Canada","All","Female","30","5","5"
"2019","International","Not EU","Sri Lanka","All","Female","10","5","5"
"2020","International","Not EU","Sri Lanka","All","Female","5","0","0"
"2021","International","Not EU","Sri Lanka","All","Female","10","5","5"
"2022","International","Not EU","Sri Lanka","All","Female","10","5","5"
"2023","International","Not EU","Sri Lanka","All","Female","5","5","0"
"2019","International","Not EU","China","All","Female","190","100","100"
"2020","International","Not EU","China","All","Female","390","285","280"
"2021","International","Not EU","China","All","Female","325","60","55"
"2022","International","Not EU","China","All","Female","315","80","75"
"2023","International","Not EU","China","All","Female","265","75","70"
"2019","International","Not EU","Colombia","All","Female","5","5","5"
"2019","International","Not EU","Taiwan","All","Female","5","5","5"
"2020","International","Not EU","Taiwan","All","Female","15","5","5"
"2021","International","Not EU","Taiwan","All","Female","10","0","0"
"2022","International","Not EU","Taiwan","All","Female","10","5","5"
"2023","International","Not EU","Taiwan","All","Female","5","0","0"
"2019","International","Not EU","Ghana","All","Female","5","5","5"
"2020","International","Not EU","Ghana","All","Female","10","5","5"
"2021","International","Not EU","Ghana","All","Female","5","5","5"
"2022","International","Not EU","Ghana","All","Female","10","5","5"
"2023","International","Not EU","Ghana","All","Female","10","5","5"
"2019","International","Not EU","Gibraltar","All","Female","15","10","10"
"2020","International","Not EU","Gibraltar","All","Female","15","10","10"
"2021","International","Not EU","Gibraltar","All","Female","5","0","0"
"2022","International","Not EU","Gibraltar","All","Female","10","5","5"
"2023","International","Not EU","Gibraltar","All","Female","10","5","5"
"2019","International","Not EU","Hong Kong","All","Female","210","60","60"
"2020","International","Not EU","Hong Kong","All","Female","415","130","125"
"2021","International","Not EU","Hong Kong","All","Female","310","65","60"
"2022","International","Not EU","Hong Kong","All","Female","290","50","50"
"2023","International","Not EU","Hong Kong","All","Female","290","70","65"
"2019","International","Not EU","India","All","Female","95","25","25"
"2020","International","Not EU","India","All","Female","165","55","55"
"2021","International","Not EU","India","All","Female","160","25","20"
"2022","International","Not EU","India","All","Female","110","30","25"
"2023","International","Not EU","India","All","Female","130","35","35"
"2019","International","Not EU","Indonesia","All","Female","10","5","5"
"2020","International","Not EU","Indonesia","All","Female","25","10","10"
"2021","International","Not EU","Indonesia","All","Female","20","0","0"
"2022","International","Not EU","Indonesia","All","Female","20","5","5"
"2023","International","Not EU","Indonesia","All","Female","15","5","5"
"2019","International","Not EU","Iran, Islamic Republic of","All","Female","5","0","0"
"2021","International","Not EU","Iran, Islamic Republic of","All","Female","5","0","0"
"2023","International","Not EU","Iran, Islamic Republic of","All","Female","5","5","5"
"2023","International","Not EU","Ivory Coast (Cote d'Ivoire)","All","Female","5","5","5"
"2019","International","Not EU","Japan","All","Female","10","0","0"
"2020","International","Not EU","Japan","All","Female","15","5","5"
"2021","International","Not EU","Japan","All","Female","10","5","5"
"2022","International","Not EU","Japan","All","Female","10","5","5"
"2023","International","Not EU","Japan","All","Female","10","0","0"
"2019","International","Not EU","Jordan","All","Female","10","5","5"
"2020","International","Not EU","Jordan","All","Female","15","5","5"
"2021","International","Not EU","Jordan","All","Female","10","0","0"
"2022","International","Not EU","Jordan","All","Female","10","5","5"
"2023","International","Not EU","Jordan","All","Female","5","5","5"
"2019","International","Not EU","Kenya","All","Female","25","10","10"
"2020","International","Not EU","Kenya","All","Female","15","10","10"
"2021","International","Not EU","Kenya","All","Female","20","10","10"
"2022","International","Not EU","Kenya","All","Female","30","15","15"
"2023","International","Not EU","Kenya","All","Female","30","15","10"
"2019","International","Not EU","Korea, Republic of","All","Female","30","15","10"
"2020","International","Not EU","Korea, Republic of","All","Female","40","15","15"
"2021","International","Not EU","Korea, Republic of","All","Female","25","5","5"
"2022","International","Not EU","Korea, Republic of","All","Female","20","0","0"
"2023","International","Not EU","Korea, Republic of","All","Female","20","5","5"
"2019","International","Not EU","Kuwait","All","Female","5","5","5"
"2020","International","Not EU","Kuwait","All","Female","10","5","5"
"2021","International","Not EU","Kuwait","All","Female","5","5","5"
"2022","International","Not EU","Kuwait","All","Female","15","10","10"
"2023","International","Not EU","Kuwait","All","Female","5","0","0"
"2020","International","Not EU","Lebanon","All","Female","10","5","5"
"2021","International","Not EU","Lebanon","All","Female","5","0","0"
"2023","International","Not EU","Lebanon","All","Female","5","0","0"
"2019","International","Not EU","Macao","All","Female","5","5","5"
"2020","International","Not EU","Macao","All","Female","5","5","5"
"2021","International","Not EU","Macao","All","Female","5","5","0"
"2022","International","Not EU","Macao","All","Female","5","0","0"
"2023","International","Not EU","Macao","All","Female","5","5","5"
"2020","International","Not EU","Malawi","All","Female","5","0","0"
"2019","International","Not EU","Malaysia","All","Female","100","35","35"
"2020","International","Not EU","Malaysia","All","Female","125","35","35"
"2021","International","Not EU","Malaysia","All","Female","115","25","25"
"2022","International","Not EU","Malaysia","All","Female","75","15","10"
"2023","International","Not EU","Malaysia","All","Female","125","20","20"
"2019","International","Not EU","Mauritius","All","Female","5","0","0"
"2021","International","Not EU","Mauritius","All","Female","5","0","0"
"2022","International","Not EU","Mauritius","All","Female","5","0","0"
"2023","International","Not EU","Mauritius","All","Female","5","0","0"
"2019","International","Not EU","Mexico","All","Female","5","0","0"
"2022","International","Not EU","Mexico","All","Female","10","5","5"
"2023","International","Not EU","Mexico","All","Female","5","0","0"
"2019","International","Not EU","Morocco","All","Female","5","5","5"
"2020","International","Not EU","Morocco","All","Female","5","0","0"
"2021","International","Not EU","Morocco","All","Female","5","0","0"
"2022","International","Not EU","Morocco","All","Female","5","0","0"
"2019","International","Not EU","Oman","All","Female","10","5","5"
"2020","International","Not EU","Oman","All","Female","10","5","5"
"2021","International","Not EU","Oman","All","Female","10","5","5"
"2022","International","Not EU","Oman","All","Female","25","10","5"
"2023","International","Not EU","Oman","All","Female","10","0","0"
"2022","International","Not EU","Nepal","All","Female","5","0","0"
"2023","International","Not EU","Nepal","All","Female","5","0","0"
"2019","International","Not EU","New Zealand","All","Female","5","0","0"
"2020","International","Not EU","New Zealand","All","Female","5","0","0"
"2021","International","Not EU","New Zealand","All","Female","5","0","0"
"2022","International","Not EU","New Zealand","All","Female","5","0","0"
"2023","International","Not EU","New Zealand","All","Female","5","0","0"
"2019","International","Not EU","Nigeria","All","Female","20","20","15"
"2020","International","Not EU","Nigeria","All","Female","40","20","20"
"2021","International","Not EU","Nigeria","All","Female","30","15","10"
"2022","International","Not EU","Nigeria","All","Female","35","15","15"
"2023","International","Not EU","Nigeria","All","Female","35","20","20"
"2019","International","Not EU","Norway","All","Female","15","0","0"
"2020","International","Not EU","Norway","All","Female","35","10","10"
"2021","International","Not EU","Norway","All","Female","25","0","0"
"2022","International","Not EU","Norway","All","Female","25","0","0"
"2023","International","Not EU","Norway","All","Female","25","0","0"
"2019","International","Not EU","Pakistan","All","Female","35","20","20"
"2020","International","Not EU","Pakistan","All","Female","55","30","30"
"2021","International","Not EU","Pakistan","All","Female","30","10","10"
"2022","International","Not EU","Pakistan","All","Female","20","10","10"
"2023","International","Not EU","Pakistan","All","Female","30","15","15"
"2023","International","Not EU","Peru","All","Female","5","0","0"
"2019","International","Not EU","Philippines","All","Female","5","0","0"
"2020","International","Not EU","Philippines","All","Female","5","0","0"
"2021","International","Not EU","Philippines","All","Female","5","0","0"
"2023","International","Not EU","Philippines","All","Female","5","0","0"
"2019","International","Not EU","Qatar","All","Female","5","0","0"
"2020","International","Not EU","Qatar","All","Female","5","0","0"
"2021","International","Not EU","Qatar","All","Female","15","5","5"
"2022","International","Not EU","Qatar","All","Female","5","0","0"
"2023","International","Not EU","Qatar","All","Female","10","5","5"
"2020","International","Not EU","Zimbabwe","All","Female","5","0","0"
"2021","International","Not EU","Zimbabwe","All","Female","5","0","0"
