"Year","Difference between predicted and achieved BTEC Extended diploma points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2019","-5 points","18","All","Female","All","Not main scheme application","20","15","0.842","0"
"2020","-5 points","18","All","Female","All","Not main scheme application","20","20","1","5"
"2021","-5 points","18","All","Female","All","Not main scheme application","20","10","0.667","0"
"2022","-5 points","18","All","Female","All","Not main scheme application","30","20","0.6880000000000001","0"
"2023","-5 points","18","All","Female","All","Not main scheme application","45","40","0.907","0"
"2010","-6 points","18","All","Female","All","Not main scheme application","10","5"," ","0"
"2011","-6 points","18","All","Female","All","Not main scheme application","10","5"," ","0"
"2012","-6 points","18","All","Female","All","Not main scheme application","10","10"," ","0"
"2013","-6 points","18","All","Female","All","Not main scheme application","15","10","0.857","0"
"2014","-6 points","18","All","Female","All","Not main scheme application","30","25","0.8130000000000001","0"
"2015","-6 points","18","All","Female","All","Not main scheme application","20","15","0.778","0"
"2016","-6 points","18","All","Female","All","Not main scheme application","25","15","0.615","0"
"2017","-6 points","18","All","Female","All","Not main scheme application","20","15","0.684","0"
"2018","-6 points","18","All","Female","All","Not main scheme application","10","10"," ","0"
"2019","-6 points","18","All","Female","All","Not main scheme application","15","10","0.667","0"
"2020","-6 points","18","All","Female","All","Not main scheme application","5","5"," ","0"
"2021","-6 points","18","All","Female","All","Not main scheme application","15","15","0.933","0"
"2022","-6 points","18","All","Female","All","Not main scheme application","15","10"," ","0"
"2023","-6 points","18","All","Female","All","Not main scheme application","10","5"," ","0"
"2010","Less than -6 points","18","All","Female","All","Not main scheme application","10","5"," ","0"
"2011","Less than -6 points","18","All","Female","All","Not main scheme application","15","15","0.875","0"
"2012","Less than -6 points","18","All","Female","All","Not main scheme application","20","20","0.8180000000000001","0"
"2013","Less than -6 points","18","All","Female","All","Not main scheme application","25","20","0.75","0"
"2014","Less than -6 points","18","All","Female","All","Not main scheme application","45","30","0.705","5"
"2015","Less than -6 points","18","All","Female","All","Not main scheme application","55","45","0.768","0"
"2016","Less than -6 points","18","All","Female","All","Not main scheme application","45","35","0.733","0"
"2017","Less than -6 points","18","All","Female","All","Not main scheme application","40","30","0.8210000000000001","0"
"2018","Less than -6 points","18","All","Female","All","Not main scheme application","35","30","0.784","5"
"2019","Less than -6 points","18","All","Female","All","Not main scheme application","30","25","0.839","0"
"2020","Less than -6 points","18","All","Female","All","Not main scheme application","30","25","0.844","5"
"2021","Less than -6 points","18","All","Female","All","Not main scheme application","25","25","0.9580000000000001","5"
"2022","Less than -6 points","18","All","Female","All","Not main scheme application","30","20","0.625","0"
"2023","Less than -6 points","18","All","Female","All","Not main scheme application","15","15","0.867","5"
"2010","0 points","18","All","Male","All","Not main scheme application","210","175","0.8250000000000001","10"
"2011","0 points","18","All","Male","All","Not main scheme application","220","175","0.797","5"
"2012","0 points","18","All","Male","All","Not main scheme application","140","125","0.906","0"
"2013","0 points","18","All","Male","All","Not main scheme application","180","160","0.888","0"
"2014","0 points","18","All","Male","All","Not main scheme application","195","165","0.86","0"
"2015","0 points","18","All","Male","All","Not main scheme application","220","205","0.9400000000000001","0"
"2016","0 points","18","All","Male","All","Not main scheme application","260","235","0.919","0"
"2017","0 points","18","All","Male","All","Not main scheme application","225","210","0.921","0"
"2018","0 points","18","All","Male","All","Not main scheme application","240","225","0.9380000000000001","0"
"2019","0 points","18","All","Male","All","Not main scheme application","230","210","0.921","0"
"2020","0 points","18","All","Male","All","Not main scheme application","260","245","0.9500000000000001","0"
"2021","0 points","18","All","Male","All","Not main scheme application","300","280","0.93","0"
"2022","0 points","18","All","Male","All","Not main scheme application","285","260","0.916","0"
"2023","0 points","18","All","Male","All","Not main scheme application","270","250","0.926","0"
"2010","1 points","18","All","Male","All","Not main scheme application","80","65","0.805","0"
"2011","1 points","18","All","Male","All","Not main scheme application","125","110","0.879","0"
"2012","1 points","18","All","Male","All","Not main scheme application","125","120","0.9440000000000001","0"
"2013","1 points","18","All","Male","All","Not main scheme application","95","90","0.926","0"
"2014","1 points","18","All","Male","All","Not main scheme application","95","85","0.895","0"
"2015","1 points","18","All","Male","All","Not main scheme application","105","95","0.903","0"
"2016","1 points","18","All","Male","All","Not main scheme application","135","120","0.91","0"
"2017","1 points","18","All","Male","All","Not main scheme application","160","150","0.9380000000000001","0"
"2018","1 points","18","All","Male","All","Not main scheme application","120","115","0.934","0"
"2019","1 points","18","All","Male","All","Not main scheme application","125","120","0.968","0"
"2020","1 points","18","All","Male","All","Not main scheme application","150","135","0.919","0"
"2021","1 points","18","All","Male","All","Not main scheme application","160","145","0.911","0"
"2022","1 points","18","All","Male","All","Not main scheme application","190","180","0.927","0"
"2023","1 points","18","All","Male","All","Not main scheme application","175","160","0.92","0"
"2010","2 points","18","All","Male","All","Not main scheme application","40","30","0.8160000000000001","0"
"2011","2 points","18","All","Male","All","Not main scheme application","50","45","0.896","0"
"2012","2 points","18","All","Male","All","Not main scheme application","55","50","0.927","0"
"2013","2 points","18","All","Male","All","Not main scheme application","50","45","0.922","0"
"2014","2 points","18","All","Male","All","Not main scheme application","50","45","0.882","0"
"2015","2 points","18","All","Male","All","Not main scheme application","70","60","0.912","0"
"2016","2 points","18","All","Male","All","Not main scheme application","75","70","0.895","0"
"2017","2 points","18","All","Male","All","Not main scheme application","55","55","0.9470000000000001","0"
"2018","2 points","18","All","Male","All","Not main scheme application","70","70","0.9580000000000001","0"
"2019","2 points","18","All","Male","All","Not main scheme application","55","55","0.982","0"
"2020","2 points","18","All","Male","All","Not main scheme application","80","75","0.962","0"
"2021","2 points","18","All","Male","All","Not main scheme application","100","90","0.91","0"
"2022","2 points","18","All","Male","All","Not main scheme application","100","90","0.881","0"
"2023","2 points","18","All","Male","All","Not main scheme application","85","75","0.928","0"
"2010","3 points","18","All","Male","All","Not main scheme application","20","10","0.667","0"
"2011","3 points","18","All","Male","All","Not main scheme application","15","15","0.9410000000000001","0"
"2012","3 points","18","All","Male","All","Not main scheme application","45","40","0.9550000000000001","0"
"2013","3 points","18","All","Male","All","Not main scheme application","45","45","0.935","0"
"2014","3 points","18","All","Male","All","Not main scheme application","40","40","0.905","0"
"2015","3 points","18","All","Male","All","Not main scheme application","35","30","0.914","0"
"2016","3 points","18","All","Male","All","Not main scheme application","60","60","0.9520000000000001","0"
"2017","3 points","18","All","Male","All","Not main scheme application","35","30","0.909","0"
"2018","3 points","18","All","Male","All","Not main scheme application","20","20","0.909","0"
"2019","3 points","18","All","Male","All","Not main scheme application","25","20","0.87","0"
"2020","3 points","18","All","Male","All","Not main scheme application","30","25","0.929","0"
"2021","3 points","18","All","Male","All","Not main scheme application","40","35","0.921","0"
"2022","3 points","18","All","Male","All","Not main scheme application","40","35","0.9","0"
"2023","3 points","18","All","Male","All","Not main scheme application","30","30","0.969","0"
"2010","More than 3 points","18","All","Male","All","Not main scheme application","5","5"," ","0"
"2011","More than 3 points","18","All","Male","All","Not main scheme application","10","10"," ","0"
"2012","More than 3 points","18","All","Male","All","Not main scheme application","15","15","0.933","0"
"2013","More than 3 points","18","All","Male","All","Not main scheme application","25","20","0.9570000000000001","0"
"2014","More than 3 points","18","All","Male","All","Not main scheme application","15","10","0.8","0"
"2015","More than 3 points","18","All","Male","All","Not main scheme application","15","15","0.9410000000000001","0"
"2016","More than 3 points","18","All","Male","All","Not main scheme application","15","15","0.929","0"
"2017","More than 3 points","18","All","Male","All","Not main scheme application","10","10"," ","0"
"2018","More than 3 points","18","All","Male","All","Not main scheme application","10","10"," ","0"
"2019","More than 3 points","18","All","Male","All","Not main scheme application","5","5"," ","0"
"2020","More than 3 points","18","All","Male","All","Not main scheme application","10","10","1","0"
"2021","More than 3 points","18","All","Male","All","Not main scheme application","15","15","1","0"
"2022","More than 3 points","18","All","Male","All","Not main scheme application","10","10","1","0"
"2023","More than 3 points","18","All","Male","All","Not main scheme application","5","5"," ","0"
"2010","-1 points","18","All","Male","All","Not main scheme application","85","65","0.779","0"
"2011","-1 points","18","All","Male","All","Not main scheme application","120","85","0.714","0"
"2012","-1 points","18","All","Male","All","Not main scheme application","130","105","0.8140000000000001","0"
"2013","-1 points","18","All","Male","All","Not main scheme application","120","105","0.892","0"
"2014","-1 points","18","All","Male","All","Not main scheme application","125","115","0.913","5"
"2015","-1 points","18","All","Male","All","Not main scheme application","145","130","0.917","5"
"2016","-1 points","18","All","Male","All","Not main scheme application","170","155","0.918","0"
"2017","-1 points","18","All","Male","All","Not main scheme application","150","135","0.901","0"
"2018","-1 points","18","All","Male","All","Not main scheme application","115","105","0.9470000000000001","0"
"2019","-1 points","18","All","Male","All","Not main scheme application","160","150","0.9440000000000001","0"
"2020","-1 points","18","All","Male","All","Not main scheme application","160","140","0.887","0"
"2021","-1 points","18","All","Male","All","Not main scheme application","200","185","0.9390000000000001","0"
"2022","-1 points","18","All","Male","All","Not main scheme application","220","205","0.9400000000000001","0"
"2023","-1 points","18","All","Male","All","Not main scheme application","215","200","0.926","0"
"2010","-2 points","18","All","Male","All","Not main scheme application","55","45","0.8","0"
"2011","-2 points","18","All","Male","All","Not main scheme application","55","45","0.839","0"
"2012","-2 points","18","All","Male","All","Not main scheme application","65","55","0.851","5"
"2013","-2 points","18","All","Male","All","Not main scheme application","80","70","0.877","0"
"2014","-2 points","18","All","Male","All","Not main scheme application","95","85","0.916","0"
"2015","-2 points","18","All","Male","All","Not main scheme application","130","120","0.908","0"
"2016","-2 points","18","All","Male","All","Not main scheme application","105","100","0.925","0"
"2017","-2 points","18","All","Male","All","Not main scheme application","80","70","0.864","0"
"2018","-2 points","18","All","Male","All","Not main scheme application","85","75","0.904","0"
"2019","-2 points","18","All","Male","All","Not main scheme application","110","105","0.9540000000000001","5"
"2020","-2 points","18","All","Male","All","Not main scheme application","105","95","0.924","0"
"2021","-2 points","18","All","Male","All","Not main scheme application","110","105","0.9550000000000001","0"
"2022","-2 points","18","All","Male","All","Not main scheme application","140","120","0.844","0"
"2023","-2 points","18","All","Male","All","Not main scheme application","140","135","0.9430000000000001","0"
"2010","-3 points","18","All","Male","All","Not main scheme application","35","30","0.857","0"
"2011","-3 points","18","All","Male","All","Not main scheme application","50","35","0.714","0"
"2012","-3 points","18","All","Male","All","Not main scheme application","60","60","0.9510000000000001","0"
"2013","-3 points","18","All","Male","All","Not main scheme application","55","50","0.926","0"
"2014","-3 points","18","All","Male","All","Not main scheme application","70","60","0.841","0"
"2015","-3 points","18","All","Male","All","Not main scheme application","85","80","0.9410000000000001","5"
"2016","-3 points","18","All","Male","All","Not main scheme application","60","55","0.871","0"
"2017","-3 points","18","All","Male","All","Not main scheme application","55","50","0.927","0"
"2018","-3 points","18","All","Male","All","Not main scheme application","45","40","0.894","0"
"2019","-3 points","18","All","Male","All","Not main scheme application","45","40","0.894","0"
"2020","-3 points","18","All","Male","All","Not main scheme application","75","65","0.892","0"
"2021","-3 points","18","All","Male","All","Not main scheme application","80","70","0.91","0"
"2022","-3 points","18","All","Male","All","Not main scheme application","85","75","0.872","0"
"2023","-3 points","18","All","Male","All","Not main scheme application","70","60","0.886","0"
"2010","-4 points","18","All","Male","All","Not main scheme application","20","15","0.81","0"
"2011","-4 points","18","All","Male","All","Not main scheme application","30","20","0.643","0"
"2012","-4 points","18","All","Male","All","Not main scheme application","45","40","0.889","0"
"2013","-4 points","18","All","Male","All","Not main scheme application","40","35","0.872","0"
"2014","-4 points","18","All","Male","All","Not main scheme application","45","40","0.894","0"
"2015","-4 points","18","All","Male","All","Not main scheme application","50","40","0.857","0"
"2016","-4 points","18","All","Male","All","Not main scheme application","40","40","0.9500000000000001","0"
"2017","-4 points","18","All","Male","All","Not main scheme application","35","30","0.909","0"
"2018","-4 points","18","All","Male","All","Not main scheme application","40","35","0.846","0"
"2019","-4 points","18","All","Male","All","Not main scheme application","45","40","0.864","0"
"2020","-4 points","18","All","Male","All","Not main scheme application","45","40","0.933","0"
"2021","-4 points","18","All","Male","All","Not main scheme application","55","55","0.964","0"
"2022","-4 points","18","All","Male","All","Not main scheme application","50","45","0.885","5"
"2023","-4 points","18","All","Male","All","Not main scheme application","45","35","0.86","0"
"2010","-5 points","18","All","Male","All","Not main scheme application","5","5"," ","0"
"2011","-5 points","18","All","Male","All","Not main scheme application","10","10"," ","0"
"2012","-5 points","18","All","Male","All","Not main scheme application","20","15","0.85","0"
"2013","-5 points","18","All","Male","All","Not main scheme application","15","15","0.9410000000000001","0"
"2014","-5 points","18","All","Male","All","Not main scheme application","25","20","0.9570000000000001","0"
"2015","-5 points","18","All","Male","All","Not main scheme application","35","35","0.919","0"
"2016","-5 points","18","All","Male","All","Not main scheme application","20","15","0.895","0"
"2017","-5 points","18","All","Male","All","Not main scheme application","20","20","0.9","0"
"2018","-5 points","18","All","Male","All","Not main scheme application","20","20","0.864","0"
"2019","-5 points","18","All","Male","All","Not main scheme application","25","20","0.87","0"
"2020","-5 points","18","All","Male","All","Not main scheme application","15","15","1","0"
"2021","-5 points","18","All","Male","All","Not main scheme application","20","20","1","5"
"2022","-5 points","18","All","Male","All","Not main scheme application","30","25","0.833","0"
"2023","-5 points","18","All","Male","All","Not main scheme application","30","20","0.75","0"
"2011","-6 points","18","All","Male","All","Not main scheme application","10","10"," ","0"
"2012","-6 points","18","All","Male","All","Not main scheme application","15","10","0.857","0"
"2013","-6 points","18","All","Male","All","Not main scheme application","15","15","1","0"
"2014","-6 points","18","All","Male","All","Not main scheme application","15","10","0.8","0"
"2015","-6 points","18","All","Male","All","Not main scheme application","15","15","0.929","0"
"2016","-6 points","18","All","Male","All","Not main scheme application","15","10","0.923","0"
"2017","-6 points","18","All","Male","All","Not main scheme application","10","10","1","0"
"2018","-6 points","18","All","Male","All","Not main scheme application","15","15","1","0"
"2019","-6 points","18","All","Male","All","Not main scheme application","15","15","0.9410000000000001","0"
"2020","-6 points","18","All","Male","All","Not main scheme application","15","10","0.846","0"
"2021","-6 points","18","All","Male","All","Not main scheme application","15","15","0.9410000000000001","0"
"2022","-6 points","18","All","Male","All","Not main scheme application","15","15","0.9380000000000001","0"
"2023","-6 points","18","All","Male","All","Not main scheme application","15","15","1","0"
"2010","Less than -6 points","18","All","Male","All","Not main scheme application","5","5"," ","0"
"2011","Less than -6 points","18","All","Male","All","Not main scheme application","10","10"," ","0"
"2012","Less than -6 points","18","All","Male","All","Not main scheme application","15","10","0.857","0"
"2013","Less than -6 points","18","All","Male","All","Not main scheme application","15","10","0.923","0"
"2014","Less than -6 points","18","All","Male","All","Not main scheme application","25","20","0.917","5"
"2015","Less than -6 points","18","All","Male","All","Not main scheme application","25","25","1","5"
"2016","Less than -6 points","18","All","Male","All","Not main scheme application","30","30","0.933","0"
"2017","Less than -6 points","18","All","Male","All","Not main scheme application","35","30","0.848","0"
"2018","Less than -6 points","18","All","Male","All","Not main scheme application","30","25","0.893","0"
"2019","Less than -6 points","18","All","Male","All","Not main scheme application","40","35","0.895","5"
"2020","Less than -6 points","18","All","Male","All","Not main scheme application","35","35","0.892","5"
"2021","Less than -6 points","18","All","Male","All","Not main scheme application","25","25","0.92","0"
"2022","Less than -6 points","18","All","Male","All","Not main scheme application","25","25","0.96","5"
"2023","Less than -6 points","18","All","Male","All","Not main scheme application","20","20","0.9470000000000001","0"
"2010","0 points","18","All","Female","All","Main scheme application","4445","3185","0.717","0"
"2011","0 points","18","All","Female","All","Main scheme application","5140","3655","0.711","0"
"2012","0 points","18","All","Female","All","Main scheme application","1930","1300","0.674","0"
"2013","0 points","18","All","Female","All","Main scheme application","3090","2205","0.713","0"
"2014","0 points","18","All","Female","All","Main scheme application","3815","2795","0.732","0"
"2015","0 points","18","All","Female","All","Main scheme application","4685","3415","0.729","0"
"2016","0 points","18","All","Female","All","Main scheme application","4730","3520","0.744","0"
"2017","0 points","18","All","Female","All","Main scheme application","4625","3560","0.769","0"
"2018","0 points","18","All","Female","All","Main scheme application","4465","3495","0.783","0"
"2019","0 points","18","All","Female","All","Main scheme application","4180","3295","0.788","0"
"2020","0 points","18","All","Female","All","Main scheme application","4620","3775","0.8170000000000001","0"
"2021","0 points","18","All","Female","All","Main scheme application","5250","4060","0.773","0"
"2022","0 points","18","All","Female","All","Main scheme application","3810","2820","0.74","0"
"2023","0 points","18","All","Female","All","Main scheme application","3325","2445","0.735","0"
"2010","1 points","18","All","Female","All","Main scheme application","2290","1645","0.719","0"
"2011","1 points","18","All","Female","All","Main scheme application","2365","1730","0.732","0"
"2012","1 points","18","All","Female","All","Main scheme application","2120","1510","0.712","0"
"2013","1 points","18","All","Female","All","Main scheme application","1935","1415","0.732","0"
"2014","1 points","18","All","Female","All","Main scheme application","2065","1525","0.738","0"
"2015","1 points","18","All","Female","All","Main scheme application","2480","1835","0.739","0"
"2016","1 points","18","All","Female","All","Main scheme application","2560","1875","0.733","0"
"2017","1 points","18","All","Female","All","Main scheme application","2360","1805","0.766","0"
"2018","1 points","18","All","Female","All","Main scheme application","2195","1680","0.766","0"
"2019","1 points","18","All","Female","All","Main scheme application","2045","1565","0.764","0"
"2020","1 points","18","All","Female","All","Main scheme application","2525","2000","0.792","0"
"2021","1 points","18","All","Female","All","Main scheme application","2680","2045","0.763","0"
"2022","1 points","18","All","Female","All","Main scheme application","2390","1800","0.752","0"
"2023","1 points","18","All","Female","All","Main scheme application","2130","1640","0.77","0"
"2010","2 points","18","All","Female","All","Main scheme application","1100","820","0.747","0"
"2011","2 points","18","All","Female","All","Main scheme application","1050","750","0.716","0"
"2012","2 points","18","All","Female","All","Main scheme application","1300","915","0.7010000000000001","0"
"2013","2 points","18","All","Female","All","Main scheme application","1400","990","0.706","0"
"2014","2 points","18","All","Female","All","Main scheme application","1430","1075","0.752","0"
"2015","2 points","18","All","Female","All","Main scheme application","1480","1085","0.732","0"
"2016","2 points","18","All","Female","All","Main scheme application","1415","1045","0.737","0"
"2017","2 points","18","All","Female","All","Main scheme application","1325","995","0.753","0"
"2018","2 points","18","All","Female","All","Main scheme application","1190","890","0.745","0"
"2019","2 points","18","All","Female","All","Main scheme application","1020","795","0.777","0"
"2020","2 points","18","All","Female","All","Main scheme application","1270","980","0.771","0"
"2021","2 points","18","All","Female","All","Main scheme application","1490","1160","0.779","0"
"2022","2 points","18","All","Female","All","Main scheme application","1300","975","0.749","0"
"2023","2 points","18","All","Female","All","Main scheme application","1005","790","0.785","0"
"2010","3 points","18","All","Female","All","Main scheme application","340","270","0.786","0"
"2011","3 points","18","All","Female","All","Main scheme application","305","205","0.676","0"
"2012","3 points","18","All","Female","All","Main scheme application","1600","1185","0.741","0"
"2013","3 points","18","All","Female","All","Main scheme application","1395","1020","0.733","0"
"2014","3 points","18","All","Female","All","Main scheme application","1400","1030","0.736","0"
"2015","3 points","18","All","Female","All","Main scheme application","1165","840","0.723","0"
"2016","3 points","18","All","Female","All","Main scheme application","805","590","0.737","0"
"2017","3 points","18","All","Female","All","Main scheme application","750","565","0.754","0"
"2018","3 points","18","All","Female","All","Main scheme application","535","415","0.769","0"
"2019","3 points","18","All","Female","All","Main scheme application","415","325","0.792","0"
"2020","3 points","18","All","Female","All","Main scheme application","610","500","0.8210000000000001","0"
"2021","3 points","18","All","Female","All","Main scheme application","730","550","0.756","0"
"2022","3 points","18","All","Female","All","Main scheme application","510","400","0.787","0"
"2023","3 points","18","All","Female","All","Main scheme application","330","260","0.784","0"
"2010","More than 3 points","18","All","Female","All","Main scheme application","70","50","0.718","0"
"2011","More than 3 points","18","All","Female","All","Main scheme application","60","45","0.75","0"
"2012","More than 3 points","18","All","Female","All","Main scheme application","370","260","0.6990000000000001","0"
"2013","More than 3 points","18","All","Female","All","Main scheme application","405","295","0.729","0"
"2014","More than 3 points","18","All","Female","All","Main scheme application","380","285","0.751","0"
"2015","More than 3 points","18","All","Female","All","Main scheme application","355","260","0.731","0"
"2016","More than 3 points","18","All","Female","All","Main scheme application","215","145","0.671","0"
"2017","More than 3 points","18","All","Female","All","Main scheme application","240","170","0.7000000000000001","0"
"2018","More than 3 points","18","All","Female","All","Main scheme application","135","110","0.8210000000000001","0"
"2019","More than 3 points","18","All","Female","All","Main scheme application","80","65","0.788","0"
"2020","More than 3 points","18","All","Female","All","Main scheme application","140","110","0.782","0"
"2021","More than 3 points","18","All","Female","All","Main scheme application","160","125","0.78","0"
"2022","More than 3 points","18","All","Female","All","Main scheme application","110","80","0.725","0"
"2023","More than 3 points","18","All","Female","All","Main scheme application","110","85","0.787","0"
"2010","-1 points","18","All","Female","All","Main scheme application","1125","630","0.56","0"
"2011","-1 points","18","All","Female","All","Main scheme application","1135","585","0.516","0"
"2012","-1 points","18","All","Female","All","Main scheme application","1090","640","0.59","0"
"2013","-1 points","18","All","Female","All","Main scheme application","1280","785","0.614","0"
"2014","-1 points","18","All","Female","All","Main scheme application","1515","980","0.647","0"
"2015","-1 points","18","All","Female","All","Main scheme application","1790","1195","0.669","0"
"2016","-1 points","18","All","Female","All","Main scheme application","1745","1210","0.6940000000000001","0"
"2017","-1 points","18","All","Female","All","Main scheme application","1420","1025","0.72","0"
"2018","-1 points","18","All","Female","All","Main scheme application","1575","1140","0.724","0"
"2019","-1 points","18","All","Female","All","Main scheme application","1680","1210","0.719","0"
"2020","-1 points","18","All","Female","All","Main scheme application","1545","1160","0.75","0"
"2021","-1 points","18","All","Female","All","Main scheme application","1825","1295","0.708","0"
"2022","-1 points","18","All","Female","All","Main scheme application","2235","1545","0.6920000000000001","0"
"2023","-1 points","18","All","Female","All","Main scheme application","1955","1345","0.687","0"
"2010","-2 points","18","All","Female","All","Main scheme application","525","230","0.435","0"
"2011","-2 points","18","All","Female","All","Main scheme application","485","185","0.377","0"
"2012","-2 points","18","All","Female","All","Main scheme application","590","285","0.482","0"
"2013","-2 points","18","All","Female","All","Main scheme application","650","350","0.538","0"
"2014","-2 points","18","All","Female","All","Main scheme application","740","395","0.534","0"
"2015","-2 points","18","All","Female","All","Main scheme application","905","545","0.6","0"
"2016","-2 points","18","All","Female","All","Main scheme application","855","505","0.591","0"
"2017","-2 points","18","All","Female","All","Main scheme application","705","470","0.666","0"
"2018","-2 points","18","All","Female","All","Main scheme application","835","540","0.649","0"
"2019","-2 points","18","All","Female","All","Main scheme application","840","590","0.7020000000000001","0"
"2020","-2 points","18","All","Female","All","Main scheme application","780","565","0.727","0"
"2021","-2 points","18","All","Female","All","Main scheme application","855","535","0.625","0"
"2022","-2 points","18","All","Female","All","Main scheme application","1200","755","0.628","0"
"2023","-2 points","18","All","Female","All","Main scheme application","1030","620","0.601","0"
"2010","-3 points","18","All","Female","All","Main scheme application","235","80","0.336","0"
"2011","-3 points","18","All","Female","All","Main scheme application","240","65","0.266","0"
"2012","-3 points","18","All","Female","All","Main scheme application","305","115","0.373","0"
"2013","-3 points","18","All","Female","All","Main scheme application","375","160","0.424","0"
"2014","-3 points","18","All","Female","All","Main scheme application","365","160","0.437","0"
"2015","-3 points","18","All","Female","All","Main scheme application","425","205","0.481","0"
"2016","-3 points","18","All","Female","All","Main scheme application","420","210","0.5","0"
"2017","-3 points","18","All","Female","All","Main scheme application","370","215","0.584","0"
"2018","-3 points","18","All","Female","All","Main scheme application","405","245","0.607","0"
"2019","-3 points","18","All","Female","All","Main scheme application","415","260","0.628","0"
"2020","-3 points","18","All","Female","All","Main scheme application","370","255","0.685","0"
"2021","-3 points","18","All","Female","All","Main scheme application","430","220","0.509","0"
"2022","-3 points","18","All","Female","All","Main scheme application","530","280","0.527","0"
"2023","-3 points","18","All","Female","All","Main scheme application","505","275","0.545","0"
"2010","-4 points","18","All","Female","All","Main scheme application","180","65","0.354","0"
"2011","-4 points","18","All","Female","All","Main scheme application","225","80","0.356","0"
"2012","-4 points","18","All","Female","All","Main scheme application","250","75","0.307","0"
"2013","-4 points","18","All","Female","All","Main scheme application","215","90","0.424","0"
"2014","-4 points","18","All","Female","All","Main scheme application","280","100","0.356","0"
"2015","-4 points","18","All","Female","All","Main scheme application","315","135","0.43","0"
"2016","-4 points","18","All","Female","All","Main scheme application","260","130","0.492","0"
"2017","-4 points","18","All","Female","All","Main scheme application","210","115","0.543","0"
"2018","-4 points","18","All","Female","All","Main scheme application","255","130","0.522","0"
"2019","-4 points","18","All","Female","All","Main scheme application","250","145","0.586","0"
"2020","-4 points","18","All","Female","All","Main scheme application","220","140","0.651","0"
"2021","-4 points","18","All","Female","All","Main scheme application","225","100","0.442","0"
"2022","-4 points","18","All","Female","All","Main scheme application","330","145","0.433","0"
"2023","-4 points","18","All","Female","All","Main scheme application","275","125","0.447","0"
"2010","-5 points","18","All","Female","All","Main scheme application","100","55","0.55","0"
"2011","-5 points","18","All","Female","All","Main scheme application","125","55","0.448","0"
"2012","-5 points","18","All","Female","All","Main scheme application","130","45","0.34600000000000003","0"
"2013","-5 points","18","All","Female","All","Main scheme application","175","85","0.483","0"
"2014","-5 points","18","All","Female","All","Main scheme application","200","85","0.41600000000000004","0"
"2015","-5 points","18","All","Female","All","Main scheme application","185","75","0.398","0"
"2016","-5 points","18","All","Female","All","Main scheme application","135","60","0.438","0"
"2017","-5 points","18","All","Female","All","Main scheme application","140","65","0.451","0"
"2018","-5 points","18","All","Female","All","Main scheme application","150","80","0.547","0"
"2019","-5 points","18","All","Female","All","Main scheme application","150","80","0.539","0"
"2020","-5 points","18","All","Female","All","Main scheme application","95","50","0.505","0"
"2021","-5 points","18","All","Female","All","Main scheme application","115","65","0.553","0"
"2022","-5 points","18","All","Female","All","Main scheme application","185","70","0.384","0"
"2023","-5 points","18","All","Female","All","Main scheme application","160","50","0.296","0"
"2010","-6 points","18","All","Female","All","Main scheme application","80","45","0.551","0"
"2011","-6 points","18","All","Female","All","Main scheme application","115","65","0.558","0"
"2012","-6 points","18","All","Female","All","Main scheme application","115","50","0.452","0"
"2013","-6 points","18","All","Female","All","Main scheme application","115","55","0.482","0"
"2014","-6 points","18","All","Female","All","Main scheme application","205","85","0.417","0"
"2015","-6 points","18","All","Female","All","Main scheme application","195","90","0.464","0"
"2016","-6 points","18","All","Female","All","Main scheme application","130","55","0.40900000000000003","0"
"2017","-6 points","18","All","Female","All","Main scheme application","135","60","0.433","0"
"2018","-6 points","18","All","Female","All","Main scheme application","110","60","0.518","0"
"2019","-6 points","18","All","Female","All","Main scheme application","115","55","0.47800000000000004","0"
"2020","-6 points","18","All","Female","All","Main scheme application","55","35","0.642","0"
"2021","-6 points","18","All","Female","All","Main scheme application","65","15","0.27","0"
"2022","-6 points","18","All","Female","All","Main scheme application","145","45","0.308","0"
"2023","-6 points","18","All","Female","All","Main scheme application","90","25","0.281","0"
"2010","Less than -6 points","18","All","Female","All","Main scheme application","110","70","0.645","0"
"2011","Less than -6 points","18","All","Female","All","Main scheme application","150","105","0.687","0"
"2012","Less than -6 points","18","All","Female","All","Main scheme application","190","110","0.5730000000000001","0"
"2013","Less than -6 points","18","All","Female","All","Main scheme application","225","140","0.624","0"
"2014","Less than -6 points","18","All","Female","All","Main scheme application","310","180","0.588","0"
"2015","Less than -6 points","18","All","Female","All","Main scheme application","420","240","0.5740000000000001","0"
"2016","Less than -6 points","18","All","Female","All","Main scheme application","280","140","0.502","0"
"2017","Less than -6 points","18","All","Female","All","Main scheme application","305","165","0.545","0"
"2018","Less than -6 points","18","All","Female","All","Main scheme application","295","170","0.5730000000000001","0"
"2019","Less than -6 points","18","All","Female","All","Main scheme application","285","150","0.524","0"
"2020","Less than -6 points","18","All","Female","All","Main scheme application","130","85","0.643","0"
"2021","Less than -6 points","18","All","Female","All","Main scheme application","135","75","0.545","0"
"2022","Less than -6 points","18","All","Female","All","Main scheme application","270","125","0.463","0"
"2023","Less than -6 points","18","All","Female","All","Main scheme application","125","55","0.441","0"
"2010","0 points","18","All","Male","All","Main scheme application","3730","2920","0.782","0"
