"Year","Gender","Age group","Domicile","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2022","All","35 and over","EU (excluding UK)","425","110","0.264"
"2023","All","35 and over","EU (excluding UK)","400","115","0.28200000000000003"
"2006","Female","All","Northern Ireland","50750","33795","0.666"
"2007","Female","All","Northern Ireland","51240","35080","0.685"
"2008","Female","All","Northern Ireland","43180","30610","0.709"
"2009","Female","All","Northern Ireland","43685","30695","0.7030000000000001"
"2010","Female","All","Northern Ireland","47990","30590","0.637"
"2011","Female","All","Northern Ireland","50730","29625","0.584"
"2012","Female","All","Northern Ireland","48540","30080","0.62"
"2013","Female","All","Northern Ireland","50850","31480","0.619"
"2014","Female","All","Northern Ireland","50885","32545","0.64"
"2015","Female","All","Northern Ireland","52905","34365","0.65"
"2016","Female","All","Northern Ireland","53660","35260","0.657"
"2017","Female","All","Northern Ireland","51580","34545","0.67"
"2018","Female","All","Northern Ireland","48990","33520","0.684"
"2019","Female","All","Northern Ireland","47910","32905","0.687"
"2020","Female","All","Northern Ireland","47315","33345","0.705"
"2021","Female","All","Northern Ireland","50350","32990","0.655"
"2022","Female","All","Northern Ireland","49800","32245","0.647"
"2023","Female","All","Northern Ireland","47760","33030","0.6920000000000001"
"2006","Male","All","Northern Ireland","37325","28835","0.773"
"2007","Male","All","Northern Ireland","36580","28310","0.774"
"2008","Male","All","Northern Ireland","30875","24320","0.788"
"2009","Male","All","Northern Ireland","33330","25960","0.779"
"2010","Male","All","Northern Ireland","37660","28340","0.752"
"2011","Male","All","Northern Ireland","40160","28180","0.7020000000000001"
"2012","Male","All","Northern Ireland","37460","27695","0.739"
"2013","Male","All","Northern Ireland","40300","31280","0.776"
"2014","Male","All","Northern Ireland","40490","32100","0.793"
"2015","Male","All","Northern Ireland","40815","32285","0.791"
"2016","Male","All","Northern Ireland","41545","32445","0.781"
"2017","Male","All","Northern Ireland","39200","30950","0.79"
"2018","Male","All","Northern Ireland","37365","29835","0.798"
"2019","Male","All","Northern Ireland","34370","27700","0.806"
"2020","Male","All","Northern Ireland","33305","27160","0.8160000000000001"
"2021","Male","All","Northern Ireland","34675","27970","0.807"
"2022","Male","All","Northern Ireland","33820","26400","0.781"
"2023","Male","All","Northern Ireland","32845","26205","0.798"
"2006","Female","All","England","865720","562700","0.65"
"2007","Female","All","England","929060","598070","0.644"
"2008","Female","All","England","894080","575870","0.644"
"2009","Female","All","England","965245","601600","0.623"
"2010","Female","All","England","1097640","618425","0.5630000000000001"
"2011","Female","All","England","1142025","621040","0.544"
"2012","Female","All","England","1042505","596315","0.5720000000000001"
"2013","Female","All","England","1067260","649905","0.609"
"2014","Female","All","England","1110600","687950","0.619"
"2015","Female","All","England","1128410","724475","0.642"
"2016","Female","All","England","1129080","734995","0.651"
"2017","Female","All","England","1069795","735455","0.687"
"2018","Female","All","England","1027790","730045","0.71"
"2019","Female","All","England","1025510","735130","0.717"
"2020","Female","All","England","1053630","760765","0.722"
"2021","Female","All","England","1157745","812675","0.7020000000000001"
"2022","Female","All","England","1185730","786850","0.664"
"2023","Female","All","England","1136560","781215","0.687"
"2006","Male","All","England","712410","504680","0.708"
"2007","Male","All","England","758410","532715","0.7020000000000001"
"2008","Male","All","England","699375","495745","0.709"
"2009","Male","All","England","769270","526530","0.684"
"2010","Male","All","England","868030","554895","0.639"
"2011","Male","All","England","901135","559485","0.621"
"2012","Male","All","England","798915","524990","0.657"
"2013","Male","All","England","819205","576230","0.7030000000000001"
"2014","Male","All","England","847645","602485","0.711"
"2015","Male","All","England","853375","616640","0.723"
"2016","Male","All","England","847625","615990","0.727"
"2017","Male","All","England","818105","608630","0.744"
"2018","Male","All","England","780295","587745","0.753"
"2019","Male","All","England","771995","586085","0.759"
"2020","Male","All","England","772375","586880","0.76"
"2021","Male","All","England","832770","623030","0.748"
"2022","Male","All","England","876245","620660","0.708"
"2023","Male","All","England","866530","624915","0.721"
"2006","Female","All","Scotland","79395","52165","0.657"
"2007","Female","All","Scotland","80210","52135","0.65"
"2008","Female","All","Scotland","72450","48855","0.674"
"2009","Female","All","Scotland","74685","50630","0.678"
"2010","Female","All","Scotland","94160","50845","0.54"
"2011","Female","All","Scotland","99095","47145","0.47600000000000003"
"2012","Female","All","Scotland","98860","49115","0.497"
"2013","Female","All","Scotland","98825","50000","0.506"
"2014","Female","All","Scotland","105035","54375","0.518"
"2015","Female","All","Scotland","116470","56315","0.483"
"2016","Female","All","Scotland","119555","56880","0.47600000000000003"
"2017","Female","All","Scotland","120555","59405","0.493"
"2018","Female","All","Scotland","118935","60590","0.509"
"2019","Female","All","Scotland","115665","60280","0.521"
"2020","Female","All","Scotland","115685","62275","0.538"
"2021","Female","All","Scotland","134360","67155","0.5"
"2022","Female","All","Scotland","123570","65760","0.532"
"2023","Female","All","Scotland","112320","66520","0.592"
"2006","Male","All","Scotland","62330","45690","0.733"
"2007","Male","All","Scotland","62715","45550","0.726"
"2008","Male","All","Scotland","57125","42285","0.74"
"2009","Male","All","Scotland","61475","44450","0.723"
"2010","Male","All","Scotland","68965","42210","0.612"
"2011","Male","All","Scotland","72725","39230","0.539"
"2012","Male","All","Scotland","73010","40880","0.56"
"2013","Male","All","Scotland","74885","41790","0.558"
"2014","Male","All","Scotland","75435","43260","0.5730000000000001"
"2015","Male","All","Scotland","79825","43810","0.549"
"2016","Male","All","Scotland","80690","43750","0.542"
"2017","Male","All","Scotland","78235","44405","0.5680000000000001"
"2018","Male","All","Scotland","77355","44575","0.5760000000000001"
"2019","Male","All","Scotland","73175","43550","0.595"
"2020","Male","All","Scotland","71530","43535","0.609"
"2021","Male","All","Scotland","79165","46430","0.587"
"2022","Male","All","Scotland","77685","46560","0.599"
"2023","Male","All","Scotland","72855","46785","0.642"
"2006","Female","All","Wales","49965","31255","0.626"
"2007","Female","All","Wales","49615","31350","0.632"
"2008","Female","All","Wales","46315","30190","0.652"
"2009","Female","All","Wales","49380","31520","0.638"
"2010","Female","All","Wales","52725","31120","0.59"
"2011","Female","All","Wales","55340","30750","0.556"
"2012","Female","All","Wales","55375","32275","0.583"
"2013","Female","All","Wales","53695","32860","0.612"
"2014","Female","All","Wales","55250","35130","0.636"
"2015","Female","All","Wales","56305","36750","0.653"
"2016","Female","All","Wales","57105","37880","0.663"
"2017","Female","All","Wales","54005","37475","0.6940000000000001"
"2018","Female","All","Wales","52085","37025","0.711"
"2019","Female","All","Wales","51330","36410","0.709"
"2020","Female","All","Wales","51700","36935","0.714"
"2021","Female","All","Wales","59230","40870","0.6900000000000001"
"2022","Female","All","Wales","59600","39260","0.659"
"2023","Female","All","Wales","54305","37695","0.6940000000000001"
"2006","Male","All","Wales","35600","25695","0.722"
"2007","Male","All","Wales","36890","26480","0.718"
"2008","Male","All","Wales","32965","23630","0.717"
"2009","Male","All","Wales","36640","25505","0.6960000000000001"
"2010","Male","All","Wales","39445","26045","0.66"
"2011","Male","All","Wales","40605","26210","0.646"
"2012","Male","All","Wales","39165","26750","0.683"
"2013","Male","All","Wales","38095","27385","0.719"
"2014","Male","All","Wales","39540","28840","0.729"
"2015","Male","All","Wales","39415","29215","0.741"
"2016","Male","All","Wales","38920","29125","0.748"
"2017","Male","All","Wales","37295","28485","0.764"
"2018","Male","All","Wales","35465","27470","0.775"
"2019","Male","All","Wales","33970","26455","0.779"
"2020","Male","All","Wales","33550","26360","0.786"
"2021","Male","All","Wales","36460","27940","0.766"
"2022","Male","All","Wales","38280","27760","0.725"
"2023","Male","All","Wales","35815","26660","0.744"
"2006","Female","All","Not EU","89040","54325","0.61"
"2007","Female","All","Not EU","95970","59165","0.616"
"2008","Female","All","Not EU","89190","54235","0.608"
"2009","Female","All","Not EU","97330","58865","0.605"
"2010","Female","All","Not EU","111355","66360","0.596"
"2011","Female","All","Not EU","121580","72195","0.594"
"2012","Female","All","Not EU","133585","80425","0.602"
"2013","Female","All","Not EU","144730","88985","0.615"
"2014","Female","All","Not EU","159215","98690","0.62"
"2015","Female","All","Not EU","163545","103640","0.634"
"2016","Female","All","Not EU","160650","103360","0.643"
"2017","Female","All","Not EU","164350","107780","0.656"
"2018","Female","All","Not EU","176780","115250","0.652"
"2019","Female","All","Not EU","189540","124930","0.659"
"2020","Female","All","Not EU","209670","139520","0.665"
"2021","Female","All","Not EU","239200","144980","0.606"
"2022","Female","All","Not EU","266970","145455","0.545"
"2023","Female","All","Not EU","272145","147765","0.543"
"2006","Male","All","Not EU","106215","65245","0.614"
"2007","Male","All","Not EU","110410","68535","0.621"
"2008","Male","All","Not EU","102930","63530","0.617"
"2009","Male","All","Not EU","108260","66025","0.61"
"2010","Male","All","Not EU","117490","70710","0.602"
"2011","Male","All","Not EU","121565","73640","0.606"
"2012","Male","All","Not EU","131590","80500","0.612"
"2013","Male","All","Not EU","138335","86150","0.623"
"2014","Male","All","Not EU","144200","90745","0.629"
"2015","Male","All","Not EU","147055","93890","0.638"
"2016","Male","All","Not EU","144420","93235","0.646"
"2017","Male","All","Not EU","147140","97500","0.663"
"2018","Male","All","Not EU","155695","101665","0.653"
"2019","Male","All","Not EU","168580","110370","0.655"
"2020","Male","All","Not EU","184630","122785","0.665"
"2021","Male","All","Not EU","209500","127995","0.611"
"2022","Male","All","Not EU","233735","129665","0.555"
"2023","Male","All","Not EU","246720","134730","0.546"
"2006","Female","All","EU (excluding UK)","70815","38195","0.539"
"2007","Female","All","EU (excluding UK)","80985","45105","0.557"
"2008","Female","All","EU (excluding UK)","71640","40785","0.5690000000000001"
"2009","Female","All","EU (excluding UK)","81280","45250","0.557"
"2010","Female","All","EU (excluding UK)","104240","51905","0.498"
"2011","Female","All","EU (excluding UK)","114360","57805","0.505"
"2012","Female","All","EU (excluding UK)","101480","52160","0.514"
"2013","Female","All","EU (excluding UK)","107110","56555","0.528"
"2014","Female","All","EU (excluding UK)","115205","64060","0.556"
"2015","Female","All","EU (excluding UK)","125235","71965","0.5750000000000001"
"2016","Female","All","EU (excluding UK)","134150","79930","0.596"
"2017","Female","All","EU (excluding UK)","125020","77800","0.622"
"2018","Female","All","EU (excluding UK)","128220","81390","0.635"
"2019","Female","All","EU (excluding UK)","130480","83995","0.644"
"2020","Female","All","EU (excluding UK)","129175","84435","0.654"
"2021","Female","All","EU (excluding UK)","74510","45370","0.609"
"2022","Female","All","EU (excluding UK)","63235","36420","0.5760000000000001"
"2023","Female","All","EU (excluding UK)","60120","35420","0.589"
"2006","Male","All","EU (excluding UK)","55870","32905","0.589"
"2007","Male","All","EU (excluding UK)","62995","37460","0.595"
"2008","Male","All","EU (excluding UK)","55510","33480","0.603"
"2009","Male","All","EU (excluding UK)","66835","39300","0.588"
"2010","Male","All","EU (excluding UK)","80800","43610","0.54"
"2011","Male","All","EU (excluding UK)","87685","47660","0.544"
"2012","Male","All","EU (excluding UK)","75770","42305","0.558"
"2013","Male","All","EU (excluding UK)","78585","45235","0.5760000000000001"
"2014","Male","All","EU (excluding UK)","81050","48890","0.603"
"2015","Male","All","EU (excluding UK)","87735","53570","0.611"
"2016","Male","All","EU (excluding UK)","92300","57765","0.626"
"2017","Male","All","EU (excluding UK)","88130","57375","0.651"
"2018","Male","All","EU (excluding UK)","87705","56790","0.648"
"2019","Male","All","EU (excluding UK)","87630","57910","0.661"
"2020","Male","All","EU (excluding UK)","86150","57265","0.665"
"2021","Male","All","EU (excluding UK)","47540","29770","0.626"
"2022","Male","All","EU (excluding UK)","39810","23555","0.592"
"2023","Male","All","EU (excluding UK)","39045","23175","0.594"
"2006","All","All","Northern Ireland","88075","62630","0.711"
"2007","All","All","Northern Ireland","87820","63390","0.722"
"2008","All","All","Northern Ireland","74050","54930","0.742"
"2009","All","All","Northern Ireland","77010","56660","0.736"
"2010","All","All","Northern Ireland","85650","58930","0.6880000000000001"
"2011","All","All","Northern Ireland","90890","57810","0.636"
"2012","All","All","Northern Ireland","86000","57775","0.672"
"2013","All","All","Northern Ireland","91150","62760","0.6890000000000001"
"2014","All","All","Northern Ireland","91370","64645","0.708"
"2015","All","All","Northern Ireland","93720","66650","0.711"
"2016","All","All","Northern Ireland","95205","67700","0.711"
"2017","All","All","Northern Ireland","90780","65490","0.721"
"2018","All","All","Northern Ireland","86355","63350","0.734"
"2019","All","All","Northern Ireland","82285","60605","0.737"
"2020","All","All","Northern Ireland","80625","60505","0.75"
"2021","All","All","Northern Ireland","85020","60960","0.717"
"2022","All","All","Northern Ireland","83620","58645","0.7010000000000001"
"2023","All","All","Northern Ireland","80605","59235","0.735"
"2006","All","All","England","1578130","1067380","0.676"
"2007","All","All","England","1687465","1130785","0.67"
"2008","All","All","England","1593455","1071615","0.673"
"2009","All","All","England","1734515","1128130","0.65"
"2010","All","All","England","1965670","1173320","0.597"
"2011","All","All","England","2043160","1180525","0.578"
"2012","All","All","England","1841420","1121300","0.609"
"2013","All","All","England","1886460","1226140","0.65"
"2014","All","All","England","1958245","1290440","0.659"
"2015","All","All","England","1981785","1341115","0.677"
"2016","All","All","England","1976705","1350985","0.683"
"2017","All","All","England","1887900","1344085","0.712"
"2018","All","All","England","1808085","1317790","0.729"
"2019","All","All","England","1797510","1321210","0.735"
"2020","All","All","England","1826005","1347645","0.738"
"2021","All","All","England","1990510","1435710","0.721"
"2022","All","All","England","2061975","1407510","0.683"
"2023","All","All","England","2003095","1406130","0.7020000000000001"
"2006","All","All","Scotland","141725","97860","0.6900000000000001"
"2007","All","All","Scotland","142925","97685","0.683"
"2008","All","All","Scotland","129580","91140","0.7030000000000001"
"2009","All","All","Scotland","136160","95080","0.6980000000000001"
"2010","All","All","Scotland","163125","93050","0.5700000000000001"
"2011","All","All","Scotland","171820","86375","0.503"
"2012","All","All","Scotland","171865","89995","0.524"
"2013","All","All","Scotland","173705","91790","0.528"
"2014","All","All","Scotland","180465","97635","0.541"
"2015","All","All","Scotland","196295","100125","0.51"
"2016","All","All","Scotland","200250","100630","0.503"
"2017","All","All","Scotland","198790","103810","0.522"
"2018","All","All","Scotland","196285","105165","0.536"
"2019","All","All","Scotland","188835","103825","0.55"
"2020","All","All","Scotland","187215","105805","0.5650000000000001"
"2021","All","All","Scotland","213520","113585","0.532"
"2022","All","All","Scotland","201255","112320","0.558"
"2023","All","All","Scotland","185170","113305","0.612"
"2006","All","All","Wales","85565","56950","0.666"
"2007","All","All","Wales","86500","57835","0.669"
"2008","All","All","Wales","79280","53820","0.679"
"2009","All","All","Wales","86020","57020","0.663"
"2010","All","All","Wales","92170","57165","0.62"
"2011","All","All","Wales","95945","56960","0.594"
"2012","All","All","Wales","94540","59025","0.624"
"2013","All","All","Wales","91785","60245","0.656"
"2014","All","All","Wales","94790","63970","0.675"
"2015","All","All","Wales","95720","65965","0.6890000000000001"
"2016","All","All","Wales","96025","67005","0.6980000000000001"
"2017","All","All","Wales","91300","65960","0.722"
"2018","All","All","Wales","87550","64495","0.737"
"2019","All","All","Wales","85300","62865","0.737"
"2020","All","All","Wales","85250","63295","0.742"
"2021","All","All","Wales","95690","68815","0.719"
"2022","All","All","Wales","97880","67020","0.685"
"2023","All","All","Wales","90125","64355","0.714"
"2006","All","All","Not EU","195250","119565","0.612"
"2007","All","All","Not EU","206380","127700","0.619"
"2008","All","All","Not EU","192120","117765","0.613"
"2009","All","All","Not EU","205590","124890","0.607"
"2010","All","All","Not EU","228845","137070","0.599"
"2011","All","All","Not EU","243145","145835","0.6"
"2012","All","All","Not EU","265175","160925","0.607"
"2013","All","All","Not EU","283065","175140","0.619"
"2014","All","All","Not EU","303415","189435","0.624"
"2015","All","All","Not EU","310600","197530","0.636"
"2016","All","All","Not EU","305070","196595","0.644"
"2017","All","All","Not EU","311485","205280","0.659"
"2018","All","All","Not EU","332475","216915","0.652"
"2019","All","All","Not EU","358125","235300","0.657"
"2020","All","All","Not EU","394300","262305","0.665"
"2021","All","All","Not EU","448700","272975","0.608"
"2022","All","All","Not EU","500705","275120","0.549"
"2023","All","All","Not EU","518865","282495","0.544"
"2006","All","All","EU (excluding UK)","126685","71095","0.561"
"2007","All","All","EU (excluding UK)","143980","82565","0.5730000000000001"
"2008","All","All","EU (excluding UK)","127155","74265","0.584"
"2009","All","All","EU (excluding UK)","148115","84545","0.5710000000000001"
"2010","All","All","EU (excluding UK)","185040","95515","0.516"
"2011","All","All","EU (excluding UK)","202050","105460","0.522"
"2012","All","All","EU (excluding UK)","177250","94465","0.533"
"2013","All","All","EU (excluding UK)","185695","101785","0.548"
"2014","All","All","EU (excluding UK)","196255","112945","0.5760000000000001"
"2015","All","All","EU (excluding UK)","212970","125540","0.589"
"2016","All","All","EU (excluding UK)","226450","137695","0.608"
"2017","All","All","EU (excluding UK)","213150","135175","0.634"
"2018","All","All","EU (excluding UK)","215925","138180","0.64"
"2019","All","All","EU (excluding UK)","218110","141905","0.651"
"2020","All","All","EU (excluding UK)","215325","141700","0.658"
"2021","All","All","EU (excluding UK)","122045","75140","0.616"
"2022","All","All","EU (excluding UK)","103045","59980","0.582"
"2023","All","All","EU (excluding UK)","99165","58595","0.591"
"2006","Female","17 and under","All","20510","12510","0.61"
"2007","Female","17 and under","All","22400","14035","0.627"
"2008","Female","17 and under","All","19330","12055","0.624"
"2009","Female","17 and under","All","20300","12485","0.615"
"2010","Female","17 and under","All","22085","12590","0.5700000000000001"
"2011","Female","17 and under","All","22520","12915","0.5730000000000001"
"2012","Female","17 and under","All","23050","13830","0.6"
"2013","Female","17 and under","All","24615","14985","0.609"
"2014","Female","17 and under","All","28195","17350","0.615"
"2015","Female","17 and under","All","28675","18355","0.64"
"2016","Female","17 and under","All","30455","19430","0.638"
"2017","Female","17 and under","All","31885","20730","0.65"
"2018","Female","17 and under","All","35540","23575","0.663"
"2019","Female","17 and under","All","34960","22835","0.653"
"2020","Female","17 and under","All","39415","26330","0.668"
"2021","Female","17 and under","All","40065","24655","0.615"
"2022","Female","17 and under","All","45250","25505","0.5640000000000001"
"2023","Female","17 and under","All","42055","23870","0.5680000000000001"
"2006","Male","17 and under","All","16075","10670","0.664"
"2007","Male","17 and under","All","17015","11200","0.658"
"2008","Male","17 and under","All","14295","9275","0.649"
"2009","Male","17 and under","All","15485","9890","0.639"
"2010","Male","17 and under","All","15910","9710","0.61"
"2011","Male","17 and under","All","16970","10035","0.591"
"2012","Male","17 and under","All","18125","11030","0.608"
"2013","Male","17 and under","All","20010","12605","0.63"
"2014","Male","17 and under","All","21430","13735","0.641"
"2015","Male","17 and under","All","22550","14815","0.657"
"2016","Male","17 and under","All","23245","15210","0.654"
"2017","Male","17 and under","All","24590","16470","0.67"
"2018","Male","17 and under","All","27005","17865","0.662"
"2019","Male","17 and under","All","27030","18050","0.668"
"2020","Male","17 and under","All","29870","20145","0.674"
"2021","Male","17 and under","All","29560","18440","0.624"
"2022","Male","17 and under","All","31925","17985","0.5630000000000001"
"2023","Male","17 and under","All","32700","18250","0.558"
"2006","Female","18","All","725300","512735","0.707"
"2007","Female","18","All","740935","522735","0.706"
"2008","Female","18","All","668150","481490","0.721"
"2009","Female","18","All","701805","498690","0.711"
"2010","Female","18","All","757240","506705","0.669"
"2011","Female","18","All","774120","502460","0.649"
"2012","Female","18","All","756305","513470","0.679"
"2013","Female","18","All","766205","543450","0.709"
"2014","Female","18","All","793475","573610","0.723"
"2015","Female","18","All","839255","615780","0.734"
"2016","Female","18","All","849855","630130","0.741"
"2017","Female","18","All","849010","642825","0.757"
"2018","Female","18","All","846835","647125","0.764"
"2019","Female","18","All","863520","662210","0.767"
"2020","Female","18","All","892605","689430","0.772"
"2021","Female","18","All","983215","737220","0.75"
"2022","Female","18","All","1033040","728800","0.705"
"2023","Female","18","All","1010810","736755","0.729"
"2006","Male","18","All","583835","445735","0.763"
"2007","Male","18","All","592895","449965","0.759"
"2008","Male","18","All","526495","405175","0.77"
"2009","Male","18","All","563520","426380","0.757"
"2010","Male","18","All","610215","442095","0.724"
"2011","Male","18","All","619995","437240","0.705"
"2012","Male","18","All","594140","435725","0.733"
"2013","Male","18","All","604750","464685","0.768"
"2014","Male","18","All","625595","487805","0.78"
"2015","Male","18","All","644555","504585","0.783"
"2016","Male","18","All","651405","511550","0.785"
"2017","Male","18","All","656660","520445","0.793"
"2018","Male","18","All","652010","517485","0.794"
"2019","Male","18","All","663720","526470","0.793"
"2020","Male","18","All","680220","540780","0.795"
"2021","Male","18","All","751180","582680","0.776"
"2022","Male","18","All","802625","589855","0.735"
"2023","Male","18","All","801820","599930","0.748"
"2006","Female","19","All","194530","117230","0.603"
"2007","Female","19","All","238625","144845","0.607"
"2008","Female","19","All","227335","139595","0.614"
"2009","Female","19","All","246520","148655","0.603"
"2010","Female","19","All","296050","162670","0.549"
"2011","Female","19","All","324525","176400","0.544"
"2012","Female","19","All","280980","159600","0.5680000000000001"
"2013","Female","19","All","305035","183690","0.602"
"2014","Female","19","All","319405","197145","0.617"
"2015","Female","19","All","324425","205320","0.633"
"2016","Female","19","All","328125","211400","0.644"
"2017","Female","19","All","307945","204060","0.663"
"2018","Female","19","All","298735","201320","0.674"
"2019","Female","19","All","298690","202460","0.678"
"2020","Female","19","All","292710","200130","0.684"
"2021","Female","19","All","276095","179920","0.652"
"2022","Female","19","All","282555","172220","0.61"
"2023","Female","19","All","281360","174985","0.622"
"2006","Male","19","All","176175","117935","0.669"
"2007","Male","19","All","212355","142115","0.669"
"2008","Male","19","All","197930","134285","0.678"
"2009","Male","19","All","221670","146405","0.66"
"2010","Male","19","All","258205","161195","0.624"
"2011","Male","19","All","281060","171865","0.611"
"2012","Male","19","All","239265","154235","0.645"
"2013","Male","19","All","261525","178720","0.683"
"2014","Male","19","All","267165","185030","0.6930000000000001"
"2015","Male","19","All","272130","191865","0.705"
"2016","Male","19","All","272485","192445","0.706"
"2017","Male","19","All","257715","184505","0.716"
"2018","Male","19","All","242260","173095","0.715"
"2019","Male","19","All","237245","170445","0.718"
"2020","Male","19","All","225780","161010","0.713"
"2021","Male","19","All","212755","146805","0.6900000000000001"
"2022","Male","19","All","218390","140430","0.643"
"2023","Male","19","All","221225","141915","0.641"
"2006","Female","20","All","71470","39635","0.555"
"2007","Female","20","All","79645","44295","0.556"
"2008","Female","20","All","83670","46230","0.553"
"2009","Female","20","All","91400","49305","0.539"
"2010","Female","20","All","109400","52065","0.47600000000000003"
"2011","Female","20","All","117390","53530","0.456"
"2012","Female","20","All","106250","50285","0.47300000000000003"
"2013","Female","20","All","108945","55480","0.509"
"2014","Female","20","All","119535","62645","0.524"
"2015","Female","20","All","115650","61570","0.532"
"2016","Female","20","All","112565","61125","0.543"
"2017","Female","20","All","107365","61305","0.5710000000000001"
"2018","Female","20","All","102210","60425","0.591"
"2019","Female","20","All","99845","60090","0.602"
"2020","Female","20","All","102160","62830","0.615"
"2021","Female","20","All","97900","57745","0.59"
"2022","Female","20","All","95770","53095","0.554"
"2023","Female","20","All","94040","53315","0.5670000000000001"
"2006","Male","20","All","72745","45595","0.627"
"2007","Male","20","All","79260","49045","0.619"
"2008","Male","20","All","79865","50085","0.627"
"2009","Male","20","All","87535","52620","0.601"
"2010","Male","20","All","102030","55720","0.546"
"2011","Male","20","All","109140","57695","0.529"
"2012","Male","20","All","96420","53785","0.558"
"2013","Male","20","All","97650","58515","0.599"
"2014","Male","20","All","102400","62355","0.609"
"2015","Male","20","All","99380","60520","0.609"
"2016","Male","20","All","96310","59355","0.616"
"2017","Male","20","All","92100","58240","0.632"
"2018","Male","20","All","85195","53910","0.633"
"2019","Male","20","All","82450","53105","0.644"
"2020","Male","20","All","82330","53940","0.655"
"2021","Male","20","All","78480","50360","0.642"
"2022","Male","20","All","79560","47470","0.597"
"2023","Male","20","All","79625","47310","0.594"
"2006","Female","21 - 24","All","101905","48505","0.47600000000000003"
"2007","Female","21 - 24","All","111115","52210","0.47000000000000003"
"2008","Female","21 - 24","All","112940","53270","0.47200000000000003"
"2009","Female","21 - 24","All","128370","57345","0.447"
"2010","Female","21 - 24","All","158870","60180","0.379"
"2011","Female","21 - 24","All","167490","60220","0.36"
"2012","Female","21 - 24","All","153060","55450","0.362"
"2013","Female","21 - 24","All","158020","61670","0.39"
"2014","Female","21 - 24","All","164785","65580","0.398"
"2015","Female","21 - 24","All","163740","67435","0.41200000000000003"
"2016","Female","21 - 24","All","157245","65590","0.417"
"2017","Female","21 - 24","All","140765","64735","0.46"
"2018","Female","21 - 24","All","134590","65350","0.486"
"2019","Female","21 - 24","All","129710","64790","0.499"
"2020","Female","21 - 24","All","132010","67800","0.514"
"2021","Female","21 - 24","All","142550","67920","0.47600000000000003"
"2022","Female","21 - 24","All","133885","59960","0.448"
"2023","Female","21 - 24","All","121315","55320","0.456"
"2006","Male","21 - 24","All","95990","52905","0.551"
"2007","Male","21 - 24","All","102420","56110","0.548"
"2008","Male","21 - 24","All","97415","54210","0.556"
"2009","Male","21 - 24","All","112290","59075","0.526"
"2010","Male","21 - 24","All","131135","61065","0.466"
"2011","Male","21 - 24","All","138795","62675","0.452"
"2012","Male","21 - 24","All","121190","56710","0.468"
"2013","Male","21 - 24","All","121725","60900","0.5"
"2014","Male","21 - 24","All","124320","62720","0.505"
"2015","Male","21 - 24","All","122015","62590","0.513"
"2016","Male","21 - 24","All","117100","60175","0.514"
"2017","Male","21 - 24","All","105315","56595","0.537"
"2018","Male","21 - 24","All","100315","54360","0.542"
"2019","Male","21 - 24","All","95125","53055","0.558"
"2020","Male","21 - 24","All","94265","54335","0.5760000000000001"
"2021","Male","21 - 24","All","94650","51945","0.549"
"2022","Male","21 - 24","All","95025","48315","0.508"
"2023","Male","21 - 24","All","91380","46450","0.508"
"2006","Female","25 - 29","All","41465","17870","0.431"
"2007","Female","25 - 29","All","43630","19095","0.438"
"2008","Female","25 - 29","All","47110","20685","0.439"
"2009","Female","25 - 29","All","53510","21995","0.41100000000000003"
"2010","Female","25 - 29","All","70435","23435","0.333"
"2011","Female","25 - 29","All","75180","22770","0.303"
"2012","Female","25 - 29","All","67470","20545","0.305"
"2013","Female","25 - 29","All","69245","22395","0.323"
"2014","Female","25 - 29","All","73505","24730","0.336"
"2015","Female","25 - 29","All","74960","26475","0.353"
"2016","Female","25 - 29","All","74900","26555","0.355"
"2017","Female","25 - 29","All","63140","25250","0.4"
"2018","Female","25 - 29","All","56775","25185","0.444"
"2019","Female","25 - 29","All","55235","25045","0.453"
"2020","Female","25 - 29","All","58695","28230","0.481"
"2021","Female","25 - 29","All","70195","30565","0.435"
"2022","Female","25 - 29","All","59790","25300","0.423"
"2023","Female","25 - 29","All","48605","20625","0.424"
"2006","Male","25 - 29","All","34865","16525","0.47400000000000003"
"2007","Male","25 - 29","All","34415","16845","0.489"
"2008","Male","25 - 29","All","32990","16250","0.493"
"2009","Male","25 - 29","All","37770","17605","0.466"
"2010","Male","25 - 29","All","46520","18750","0.403"
"2011","Male","25 - 29","All","46520","17880","0.384"
"2012","Male","25 - 29","All","40555","16110","0.397"
"2013","Male","25 - 29","All","40425","16895","0.418"
"2014","Male","25 - 29","All","41540","17995","0.433"
"2015","Male","25 - 29","All","41540","18090","0.436"
"2016","Male","25 - 29","All","39850","17190","0.431"
"2017","Male","25 - 29","All","35170","16445","0.468"
"2018","Male","25 - 29","All","33080","16060","0.486"
"2019","Male","25 - 29","All","31605","15785","0.499"
"2020","Male","25 - 29","All","32085","16405","0.511"
"2021","Male","25 - 29","All","33890","15915","0.47000000000000003"
"2022","Male","25 - 29","All","32535","14500","0.446"
"2023","Male","25 - 29","All","29020","12735","0.439"
"2006","Female","30 - 34","All","20770","9285","0.447"
"2007","Female","30 - 34","All","20035","8680","0.433"
"2008","Female","30 - 34","All","22640","10030","0.443"
"2009","Female","30 - 34","All","27840","11435","0.41100000000000003"
"2010","Female","30 - 34","All","37010","12000","0.324"
"2011","Female","30 - 34","All","41050","11885","0.289"
"2012","Female","30 - 34","All","38060","10920","0.28700000000000003"
