"Year","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2023","25 - 29","Wales","All","220","60","0.28200000000000003"
"2019","30 - 34","Wales","All","195","30","0.149"
"2020","30 - 34","Wales","All","230","45","0.191"
"2021","30 - 34","Wales","All","240","40","0.158"
"2022","30 - 34","Wales","All","220","45","0.2"
"2023","30 - 34","Wales","All","180","50","0.289"
"2019","35 and over","Wales","All","135","25","0.178"
"2020","35 and over","Wales","All","140","30","0.221"
"2021","35 and over","Wales","All","185","25","0.146"
"2022","35 and over","Wales","All","155","40","0.271"
"2023","35 and over","Wales","All","125","40","0.32"
"2019","17 and under","Not EU","All","5","0"," "
"2020","17 and under","Not EU","All","10","0"," "
"2021","17 and under","Not EU","All","10","0"," "
"2022","17 and under","Not EU","All","5","0"," "
"2023","17 and under","Not EU","All","5","5"," "
"2019","18","Not EU","All","55","10"," "
"2020","18","Not EU","All","55","10","0.182"
"2021","18","Not EU","All","45","5"," "
"2022","18","Not EU","All","80","5"," "
"2023","18","Not EU","All","55","15","0.23600000000000002"
"2019","19","Not EU","All","35","0"," "
"2020","19","Not EU","All","25","0"," "
"2021","19","Not EU","All","45","5"," "
"2022","19","Not EU","All","45","5"," "
"2023","19","Not EU","All","20","0"," "
"2019","20","Not EU","All","20","0"," "
"2020","20","Not EU","All","5","0"," "
"2021","20","Not EU","All","10","0"," "
"2022","20","Not EU","All","20","0"," "
"2023","20","Not EU","All","35","0"," "
"2019","21 - 24","Not EU","All","60","5"," "
"2020","21 - 24","Not EU","All","30","5"," "
"2021","21 - 24","Not EU","All","100","5"," "
"2022","21 - 24","Not EU","All","75","10","0.133"
"2023","21 - 24","Not EU","All","80","10","0.15"
"2019","25 - 29","Not EU","All","55","15","0.273"
"2020","25 - 29","Not EU","All","75","10"," "
"2021","25 - 29","Not EU","All","65","5"," "
"2022","25 - 29","Not EU","All","85","10"," "
"2023","25 - 29","Not EU","All","70","15","0.2"
"2019","30 - 34","Not EU","All","15","0"," "
"2020","30 - 34","Not EU","All","20","0"," "
"2021","30 - 34","Not EU","All","40","10","0.25"
"2022","30 - 34","Not EU","All","55","0"," "
"2023","30 - 34","Not EU","All","45","5"," "
"2019","35 and over","Not EU","All","15","0"," "
"2020","35 and over","Not EU","All","15","0"," "
"2021","35 and over","Not EU","All","40","5"," "
"2022","35 and over","Not EU","All","45","10"," "
"2023","35 and over","Not EU","All","35","10","0.28600000000000003"
"2019","17 and under","EU (excluding UK)","All","55","0"," "
"2020","17 and under","EU (excluding UK)","All","40","0"," "
"2021","17 and under","EU (excluding UK)","All","25","5"," "
"2022","17 and under","EU (excluding UK)","All","20","0"," "
"2023","17 and under","EU (excluding UK)","All","25","0"," "
"2019","18","EU (excluding UK)","All","110","5"," "
"2020","18","EU (excluding UK)","All","185","25","0.13"
"2021","18","EU (excluding UK)","All","150","5"," "
"2022","18","EU (excluding UK)","All","185","10"," "
"2023","18","EU (excluding UK)","All","110","20","0.164"
"2019","19","EU (excluding UK)","All","95","5"," "
"2020","19","EU (excluding UK)","All","105","10"," "
"2021","19","EU (excluding UK)","All","135","10"," "
"2022","19","EU (excluding UK)","All","100","5"," "
"2023","19","EU (excluding UK)","All","100","10","0.12"
"2019","20","EU (excluding UK)","All","90","5"," "
"2020","20","EU (excluding UK)","All","60","5"," "
"2021","20","EU (excluding UK)","All","70","5"," "
"2022","20","EU (excluding UK)","All","70","5"," "
"2023","20","EU (excluding UK)","All","15","0"," "
"2019","21 - 24","EU (excluding UK)","All","115","15","0.148"
"2020","21 - 24","EU (excluding UK)","All","105","15","0.14300000000000002"
"2021","21 - 24","EU (excluding UK)","All","95","10","0.116"
"2022","21 - 24","EU (excluding UK)","All","95","5"," "
"2023","21 - 24","EU (excluding UK)","All","80","15","0.163"
"2019","25 - 29","EU (excluding UK)","All","20","5"," "
"2020","25 - 29","EU (excluding UK)","All","35","5"," "
"2021","25 - 29","EU (excluding UK)","All","40","5"," "
"2022","25 - 29","EU (excluding UK)","All","30","5"," "
"2023","25 - 29","EU (excluding UK)","All","15","5"," "
"2019","30 - 34","EU (excluding UK)","All","5","0"," "
"2020","30 - 34","EU (excluding UK)","All","10","0"," "
"2021","30 - 34","EU (excluding UK)","All","15","0"," "
"2022","30 - 34","EU (excluding UK)","All","10","0"," "
"2019","35 and over","EU (excluding UK)","All","20","0"," "
"2020","35 and over","EU (excluding UK)","All","20","5"," "
"2021","35 and over","EU (excluding UK)","All","20","5"," "
"2022","35 and over","EU (excluding UK)","All","10","0"," "
"2023","35 and over","EU (excluding UK)","All","10","0"," "
"2019","All","Northern Ireland","All","910","135","0.146"
"2020","All","Northern Ireland","All","880","175","0.197"
"2021","All","Northern Ireland","All","1125","160","0.14"
"2022","All","Northern Ireland","All","1060","175","0.166"
"2023","All","Northern Ireland","All","880","125","0.14400000000000002"
"2019","All","England","All","23650","5750","0.243"
"2020","All","England","All","24265","6770","0.279"
"2021","All","England","All","31470","7290","0.232"
"2022","All","England","All","29225","6325","0.216"
"2023","All","England","All","23070","6690","0.29"
"2019","All","Scotland","All","1915","375","0.197"
"2020","All","Scotland","All","2025","405","0.201"
"2021","All","Scotland","All","2730","370","0.135"
"2022","All","Scotland","All","2250","360","0.16"
"2023","All","Scotland","All","1560","370","0.23700000000000002"
"2019","All","Wales","All","1755","235","0.133"
"2020","All","Wales","All","1765","290","0.165"
"2021","All","Wales","All","2460","320","0.13"
"2022","All","Wales","All","1835","330","0.179"
"2023","All","Wales","All","1395","330","0.23500000000000001"
"2019","All","Not EU","All","260","35","0.135"
"2020","All","Not EU","All","230","30","0.13"
"2021","All","Not EU","All","355","40","0.113"
"2022","All","Not EU","All","415","40","0.094"
"2023","All","Not EU","All","340","60","0.179"
"2019","All","EU (excluding UK)","All","510","40","0.078"
"2020","All","EU (excluding UK)","All","555","60","0.11"
"2021","All","EU (excluding UK)","All","545","40","0.075"
"2022","All","EU (excluding UK)","All","515","30","0.058"
"2023","All","EU (excluding UK)","All","355","50","0.146"
"2019","17 and under","All","All","80","5"," "
"2020","17 and under","All","All","95","5"," "
"2021","17 and under","All","All","100","10","0.11"
"2022","17 and under","All","All","90","5"," "
"2023","17 and under","All","All","75","10","0.16"
"2019","18","All","All","9635","2140","0.222"
"2020","18","All","All","10220","2655","0.26"
"2021","18","All","All","12750","2415","0.189"
"2022","18","All","All","13020","2460","0.189"
"2023","18","All","All","10810","3185","0.295"
"2019","19","All","All","3845","740","0.192"
"2020","19","All","All","3640","775","0.213"
"2021","19","All","All","4515","710","0.157"
"2022","19","All","All","4090","620","0.151"
"2023","19","All","All","3280","770","0.23500000000000001"
"2019","20","All","All","2110","395","0.187"
"2020","20","All","All","1935","425","0.219"
"2021","20","All","All","2370","385","0.162"
"2022","20","All","All","2315","355","0.154"
"2023","20","All","All","1835","410","0.225"
"2019","21 - 24","All","All","4775","1090","0.228"
"2020","21 - 24","All","All","4605","1175","0.255"
"2021","21 - 24","All","All","5840","1300","0.222"
"2022","21 - 24","All","All","4780","900","0.188"
"2023","21 - 24","All","All","3475","800","0.231"
"2019","25 - 29","All","All","3925","985","0.251"
"2020","25 - 29","All","All","3930","1135","0.28800000000000003"
"2021","25 - 29","All","All","5540","1375","0.248"
"2022","25 - 29","All","All","4360","1085","0.249"
"2023","25 - 29","All","All","2900","820","0.28200000000000003"
"2019","30 - 34","All","All","2260","600","0.265"
"2020","30 - 34","All","All","2595","760","0.292"
"2021","30 - 34","All","All","3785","1070","0.28300000000000003"
"2022","30 - 34","All","All","3325","920","0.277"
"2023","30 - 34","All","All","2390","730","0.306"
"2019","35 and over","All","All","2370","610","0.258"
"2020","35 and over","All","All","2685","805","0.299"
"2021","35 and over","All","All","3785","950","0.252"
"2022","35 and over","All","All","3320","915","0.276"
"2023","35 and over","All","All","2835","895","0.316"
"2019","All","All","All","29000","6570","0.226"
"2020","All","All","All","29715","7735","0.26"
"2021","All","All","All","38685","8215","0.212"
"2022","All","All","All","35300","7255","0.20600000000000002"
"2023","All","All","All","27600","7630","0.276"
