"Year","Subject group HECoS","Detailed subject group HECoS","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2021","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","35 and over","All","Male","5","5"," "
"2019","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","35 and over","All","Male","35","25","0.643"
"2020","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","35 and over","All","Male","45","25","0.561"
"2021","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","35 and over","All","Male","20","10","0.5710000000000001"
"2022","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","35 and over","All","Male","30","10"," "
"2023","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","35 and over","All","Male","25","15","0.667"
"2019","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","35 and over","All","Male","140","75","0.539"
"2020","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","35 and over","All","Male","130","85","0.644"
"2021","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","35 and over","All","Male","115","75","0.653"
"2022","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","35 and over","All","Male","85","50","0.595"
"2023","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","35 and over","All","Male","80","40","0.521"
"2019","(CAH10) engineering and technology","(CAH10-01-10) others in engineering","35 and over","All","Male","10","5"," "
"2020","(CAH10) engineering and technology","(CAH10-01-10) others in engineering","35 and over","All","Male","10","10"," "
"2022","(CAH10) engineering and technology","(CAH10-01-10) others in engineering","35 and over","All","Male","5","5"," "
"2023","(CAH10) engineering and technology","(CAH10-01-10) others in engineering","35 and over","All","Male","5","5"," "
"2019","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","35 and over","All","Male","155","95","0.618"
"2020","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","35 and over","All","Male","175","95","0.541"
"2021","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","35 and over","All","Male","170","90","0.537"
"2022","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","35 and over","All","Male","175","80","0.467"
"2023","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","35 and over","All","Male","155","90","0.581"
"2019","(CAH10) engineering and technology","(CAH10-03-04) maritime technology","35 and over","All","Male","5","0"," "
"2020","(CAH10) engineering and technology","(CAH10-03-04) maritime technology","35 and over","All","Male","5","5"," "
"2021","(CAH10) engineering and technology","(CAH10-03-04) maritime technology","35 and over","All","Male","5","5"," "
"2022","(CAH10) engineering and technology","(CAH10-03-04) maritime technology","35 and over","All","Male","5","5"," "
"2023","(CAH10) engineering and technology","(CAH10-03-04) maritime technology","35 and over","All","Male","5","0"," "
"2021","(CAH10) engineering and technology","(CAH10-01-05) naval architecture","35 and over","All","Male","5","5"," "
"2022","(CAH10) engineering and technology","(CAH10-01-05) naval architecture","35 and over","All","Male","5","0"," "
"2023","(CAH10) engineering and technology","(CAH10-01-05) naval architecture","35 and over","All","Male","5","5"," "
"2019","(CAH10) engineering and technology","(CAH10-03-07) materials science","35 and over","All","Male","5","0"," "
"2020","(CAH10) engineering and technology","(CAH10-03-07) materials science","35 and over","All","Male","5","0"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","35 and over","All","Male","40","15","0.375"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","35 and over","All","Male","40","10","0.25"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","35 and over","All","Male","30","15","0.5"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","35 and over","All","Male","30","10"," "
"2023","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","35 and over","All","Male","50","15","0.28"
"2019","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","35 and over","All","Male","20","10"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","35 and over","All","Male","15","5"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","35 and over","All","Male","25","10"," "
"2022","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","35 and over","All","Male","20","10","0.583"
"2023","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","35 and over","All","Male","15","10"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","35 and over","All","Male","300","60","0.203"
"2020","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","35 and over","All","Male","450","135","0.299"
"2021","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","35 and over","All","Male","445","120","0.267"
"2022","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","35 and over","All","Male","390","95","0.247"
"2023","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","35 and over","All","Male","295","75","0.259"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","35 and over","All","Male","70","40","0.6"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","35 and over","All","Male","100","70","0.68"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","35 and over","All","Male","95","60","0.642"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","35 and over","All","Male","75","50","0.653"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","35 and over","All","Male","80","50","0.619"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","35 and over","All","Male","385","115","0.299"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","35 and over","All","Male","555","205","0.365"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","35 and over","All","Male","975","305","0.315"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","35 and over","All","Male","850","260","0.306"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","35 and over","All","Male","640","190","0.295"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","35 and over","All","Male","60","30","0.507"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","35 and over","All","Male","95","45","0.486"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","35 and over","All","Male","110","70","0.647"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","35 and over","All","Male","85","50","0.615"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","35 and over","All","Male","40","25","0.675"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","35 and over","All","Male","105","85","0.798"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","35 and over","All","Male","110","80","0.745"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","35 and over","All","Male","135","115","0.863"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","35 and over","All","Male","100","80","0.803"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","35 and over","All","Male","60","40","0.7000000000000001"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","35 and over","All","Male","240","120","0.497"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","35 and over","All","Male","240","140","0.58"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","35 and over","All","Male","275","145","0.535"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","35 and over","All","Male","340","170","0.5"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","35 and over","All","Male","270","125","0.464"
"2019","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","35 and over","All","Male","25","10","0.406"
"2020","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","35 and over","All","Male","30","15","0.541"
"2021","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","35 and over","All","Male","15","10"," "
"2022","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","35 and over","All","Male","10","5"," "
"2023","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","35 and over","All","Male","25","10","0.463"
"2019","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","35 and over","All","Male","140","50","0.374"
"2020","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","35 and over","All","Male","155","45","0.281"
"2021","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","35 and over","All","Male","135","55","0.40900000000000003"
"2022","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","35 and over","All","Male","135","45","0.333"
"2023","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","35 and over","All","Male","140","25","0.185"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","35 and over","All","Male","260","85","0.323"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","35 and over","All","Male","360","115","0.319"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","35 and over","All","Male","410","125","0.302"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","35 and over","All","Male","435","105","0.241"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","35 and over","All","Male","340","80","0.228"
"2019","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","35 and over","All","Male","60","35","0.592"
"2020","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","35 and over","All","Male","70","45","0.643"
"2021","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","35 and over","All","Male","70","40","0.543"
"2022","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","35 and over","All","Male","115","95","0.843"
"2023","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","35 and over","All","Male","95","70","0.742"
"2019","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","35 and over","All","Male","115","65","0.557"
"2020","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","35 and over","All","Male","120","75","0.611"
"2021","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","35 and over","All","Male","150","100","0.68"
"2022","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","35 and over","All","Male","135","90","0.671"
"2023","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","35 and over","All","Male","140","85","0.624"
"2020","(CAH02) subjects allied to medicine","(CAH02-02-02) toxicology","35 and over","All","Male","5","5"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","35 and over","All","Male","1580","515","0.326"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","35 and over","All","Male","2240","790","0.354"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","35 and over","All","Male","2550","765","0.301"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","35 and over","All","Male","2570","800","0.312"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","35 and over","All","Male","2250","745","0.331"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","35 and over","All","Male","40","10"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","35 and over","All","Male","60","10"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","35 and over","All","Male","115","20","0.183"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","35 and over","All","Male","100","30","0.28"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","35 and over","All","Male","70","15","0.243"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-03) community nursing","35 and over","All","Male","5","0"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-04-03) community nursing","35 and over","All","Male","5","0"," "
"2022","(CAH02) subjects allied to medicine","(CAH02-04-03) community nursing","35 and over","All","Male","5","5"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-04-09) others in nursing","35 and over","All","Male","25","5"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-04-09) others in nursing","35 and over","All","Male","20","5"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-04-09) others in nursing","35 and over","All","Male","25","5"," "
"2022","(CAH02) subjects allied to medicine","(CAH02-04-09) others in nursing","35 and over","All","Male","35","10","0.314"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-09) others in nursing","35 and over","All","Male","30","10"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","35 and over","All","Male","20","5"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","35 and over","All","Male","10","0"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","35 and over","All","Male","15","0"," "
"2022","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","35 and over","All","Male","10","0"," "
"2023","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","35 and over","All","Male","20","5"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","35 and over","All","Male","110","40","0.35000000000000003"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","35 and over","All","Male","165","70","0.41500000000000004"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","35 and over","All","Male","185","65","0.362"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","35 and over","All","Male","200","80","0.405"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","35 and over","All","Male","145","55","0.376"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","35 and over","All","Male","3105","915","0.294"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","35 and over","All","Male","4750","1470","0.309"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","35 and over","All","Male","5385","1340","0.249"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","35 and over","All","Male","5825","1335","0.229"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","35 and over","All","Male","5750","1480","0.258"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","35 and over","All","Male","15","5"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","35 and over","All","Male","15","5"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","35 and over","All","Male","20","5"," "
"2022","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","35 and over","All","Male","15","0"," "
"2023","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","35 and over","All","Male","25","0"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","35 and over","All","Male","415","90","0.222"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","35 and over","All","Male","600","140","0.23600000000000002"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","35 and over","All","Male","545","80","0.14400000000000002"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","35 and over","All","Male","580","95","0.163"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","35 and over","All","Male","505","105","0.20800000000000002"
"2019","(CAH19) language and area studies","(CAH19-01-05) creative writing","35 and over","All","Male","45","35","0.76"
"2020","(CAH19) language and area studies","(CAH19-01-05) creative writing","35 and over","All","Male","65","50","0.758"
"2021","(CAH19) language and area studies","(CAH19-01-05) creative writing","35 and over","All","Male","40","25","0.647"
"2022","(CAH19) language and area studies","(CAH19-01-05) creative writing","35 and over","All","Male","45","25","0.606"
"2023","(CAH19) language and area studies","(CAH19-01-05) creative writing","35 and over","All","Male","45","30","0.672"
"2019","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","35 and over","All","Male","10","5"," "
"2020","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","35 and over","All","Male","5","5"," "
"2023","(CAH19) language and area studies","(CAH19-01-06) others in English studies","35 and over","All","Male","5","0"," "
"2019","(CAH19) language and area studies","(CAH19-01-02) English language","35 and over","All","Male","20","15","0.75"
"2020","(CAH19) language and area studies","(CAH19-01-02) English language","35 and over","All","Male","20","10","0.617"
"2021","(CAH19) language and area studies","(CAH19-01-02) English language","35 and over","All","Male","20","10","0.513"
"2022","(CAH19) language and area studies","(CAH19-01-02) English language","35 and over","All","Male","20","5"," "
"2023","(CAH19) language and area studies","(CAH19-01-02) English language","35 and over","All","Male","20","10"," "
"2019","(CAH19) language and area studies","(CAH19-01-03) literature in English","35 and over","All","Male","50","40","0.762"
"2020","(CAH19) language and area studies","(CAH19-01-03) literature in English","35 and over","All","Male","60","45","0.722"
"2021","(CAH19) language and area studies","(CAH19-01-03) literature in English","35 and over","All","Male","50","40","0.752"
"2022","(CAH19) language and area studies","(CAH19-01-03) literature in English","35 and over","All","Male","45","30","0.663"
"2023","(CAH19) language and area studies","(CAH19-01-03) literature in English","35 and over","All","Male","50","35","0.682"
"2019","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","35 and over","All","Male","70","35","0.496"
"2020","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","35 and over","All","Male","60","40","0.655"
"2021","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","35 and over","All","Male","65","35","0.5760000000000001"
"2022","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","35 and over","All","Male","55","30","0.525"
"2023","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","35 and over","All","Male","45","15","0.385"
"2019","(CAH19) language and area studies","(CAH19-04-01) French studies","35 and over","All","Male","10","5"," "
"2020","(CAH19) language and area studies","(CAH19-04-01) French studies","35 and over","All","Male","15","5"," "
"2021","(CAH19) language and area studies","(CAH19-04-01) French studies","35 and over","All","Male","15","10"," "
"2022","(CAH19) language and area studies","(CAH19-04-01) French studies","35 and over","All","Male","5","5"," "
"2023","(CAH19) language and area studies","(CAH19-04-01) French studies","35 and over","All","Male","5","0"," "
"2019","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","35 and over","All","Male","5","0"," "
"2020","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","35 and over","All","Male","10","5"," "
"2021","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","35 and over","All","Male","10","5"," "
"2022","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","35 and over","All","Male","5","0"," "
"2023","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","35 and over","All","Male","5","0"," "
"2019","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","35 and over","All","Male","10","0"," "
"2020","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","35 and over","All","Male","10","5"," "
"2021","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","35 and over","All","Male","20","5"," "
"2022","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","35 and over","All","Male","10","0"," "
"2023","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","35 and over","All","Male","10","5"," "
"2020","(CAH19) language and area studies","(CAH19-04-03) Italian studies","35 and over","All","Male","5","0"," "
"2021","(CAH19) language and area studies","(CAH19-04-03) Italian studies","35 and over","All","Male","5","0"," "
"2022","(CAH19) language and area studies","(CAH19-04-03) Italian studies","35 and over","All","Male","5","0"," "
"2019","(CAH19) language and area studies","(CAH19-01-07) linguistics","35 and over","All","Male","15","5"," "
"2020","(CAH19) language and area studies","(CAH19-01-07) linguistics","35 and over","All","Male","10","5"," "
"2021","(CAH19) language and area studies","(CAH19-01-07) linguistics","35 and over","All","Male","15","10","0.683"
"2022","(CAH19) language and area studies","(CAH19-01-07) linguistics","35 and over","All","Male","15","5"," "
"2023","(CAH19) language and area studies","(CAH19-01-07) linguistics","35 and over","All","Male","10","5"," "
"2019","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","35 and over","All","Male","20","10","0.578"
"2020","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","35 and over","All","Male","35","15","0.362"
"2021","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","35 and over","All","Male","40","25","0.662"
"2022","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","35 and over","All","Male","30","10","0.39"
"2023","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","35 and over","All","Male","30","15","0.55"
"2019","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","35 and over","All","Male","5","0"," "
"2020","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","35 and over","All","Male","5","0"," "
"2021","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","35 and over","All","Male","5","0"," "
"2022","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","35 and over","All","Male","5","0"," "
"2023","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","35 and over","All","Male","5","5"," "
"2019","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","35 and over","All","Male","5","5"," "
"2020","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","35 and over","All","Male","5","5"," "
"2021","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","35 and over","All","Male","5","0"," "
"2023","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","35 and over","All","Male","5","0"," "
"2019","(CAH19) language and area studies","(CAH19-02-04) others in Celtic studies","35 and over","All","Male","5","5"," "
"2019","(CAH19) language and area studies","(CAH19-04-06) Asian studies","35 and over","All","Male","20","10"," "
"2020","(CAH19) language and area studies","(CAH19-04-06) Asian studies","35 and over","All","Male","20","10"," "
"2021","(CAH19) language and area studies","(CAH19-04-06) Asian studies","35 and over","All","Male","10","10"," "
"2022","(CAH19) language and area studies","(CAH19-04-06) Asian studies","35 and over","All","Male","20","10","0.5"
"2023","(CAH19) language and area studies","(CAH19-04-06) Asian studies","35 and over","All","Male","10","0"," "
"2019","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","35 and over","All","Male","5","0"," "
"2020","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","35 and over","All","Male","25","10"," "
"2021","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","35 and over","All","Male","5","5"," "
"2022","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","35 and over","All","Male","10","0"," "
"2023","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","35 and over","All","Male","15","5"," "
"2019","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","35 and over","All","Male","105","70","0.647"
"2020","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","35 and over","All","Male","120","75","0.625"
"2021","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","35 and over","All","Male","120","70","0.5660000000000001"
"2022","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","35 and over","All","Male","130","70","0.521"
"2023","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","35 and over","All","Male","110","70","0.639"
"2019","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","35 and over","All","Male","5","0"," "
"2020","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","35 and over","All","Male","5","0"," "
"2021","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","35 and over","All","Male","5","0"," "
"2023","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","35 and over","All","Male","5","5"," "
"2019","(CAH24) media, journalism and communications","(CAH24-01-01) information services","35 and over","All","Male","5","0"," "
"2020","(CAH24) media, journalism and communications","(CAH24-01-01) information services","35 and over","All","Male","5","0"," "
"2021","(CAH24) media, journalism and communications","(CAH24-01-01) information services","35 and over","All","Male","5","5"," "
"2023","(CAH24) media, journalism and communications","(CAH24-01-01) information services","35 and over","All","Male","5","0"," "
"2019","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","35 and over","All","Male","35","15","0.364"
"2020","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","35 and over","All","Male","50","25","0.465"
"2021","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","35 and over","All","Male","40","25","0.584"
"2022","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","35 and over","All","Male","40","25","0.5660000000000001"
"2023","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","35 and over","All","Male","15","5"," "
"2021","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","35 and over","All","Male","5","0"," "
"2019","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","35 and over","All","Male","5","5"," "
"2020","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","35 and over","All","Male","5","5"," "
"2022","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","35 and over","All","Male","5","0"," "
"2019","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","35 and over","All","Male","10","5"," "
"2020","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","35 and over","All","Male","10","5"," "
"2021","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","35 and over","All","Male","10","5"," "
"2022","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","35 and over","All","Male","10","5"," "
"2023","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","35 and over","All","Male","5","5"," "
"2019","(CAH23) combined and general studies","(CAH23-01-02) personal development","35 and over","All","Male","5","5"," "
"2020","(CAH23) combined and general studies","(CAH23-01-02) personal development","35 and over","All","Male","10","5"," "
"2021","(CAH23) combined and general studies","(CAH23-01-02) personal development","35 and over","All","Male","15","10"," "
"2022","(CAH23) combined and general studies","(CAH23-01-02) personal development","35 and over","All","Male","15","10"," "
"2023","(CAH23) combined and general studies","(CAH23-01-02) personal development","35 and over","All","Male","15","5"," "
"2019","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","35 and over","All","Male","15","10"," "
"2020","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","35 and over","All","Male","15","10"," "
"2021","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","35 and over","All","Male","10","10"," "
"2022","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","35 and over","All","Male","25","10","0.49"
"2023","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","35 and over","All","Male","10","5"," "
"2019","(CAH17) business and management","(CAH17-01-03) marketing","35 and over","All","Male","70","45","0.632"
"2020","(CAH17) business and management","(CAH17-01-03) marketing","35 and over","All","Male","80","50","0.606"
"2021","(CAH17) business and management","(CAH17-01-03) marketing","35 and over","All","Male","85","50","0.588"
"2022","(CAH17) business and management","(CAH17-01-03) marketing","35 and over","All","Male","90","45","0.511"
"2023","(CAH17) business and management","(CAH17-01-03) marketing","35 and over","All","Male","105","35","0.34600000000000003"
"2019","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","35 and over","All","Male","290","210","0.716"
"2020","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","35 and over","All","Male","335","215","0.637"
"2021","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","35 and over","All","Male","360","250","0.6890000000000001"
"2022","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","35 and over","All","Male","410","250","0.615"
