"Year","Domicile UK International","Domicile","Domicile named country","Age group","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2021","UK","Scotland","All","35 and over","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","UK","Scotland","All","35 and over","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2020","UK","Wales","All","35 and over","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","UK","Wales","All","35 and over","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2022","UK","Wales","All","35 and over","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","UK","Northern Ireland","All","17 and under","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","UK","England","All","17 and under","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","UK","England","All","17 and under","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","UK","England","All","17 and under","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","UK","England","All","17 and under","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","UK","Scotland","All","17 and under","Female","Main scheme applicant","Main scheme application","10","0"," ","0"
"2020","UK","Scotland","All","17 and under","Female","Main scheme applicant","Main scheme application","20","0"," ","0"
"2021","UK","Scotland","All","17 and under","Female","Main scheme applicant","Main scheme application","15","5"," ","0"
"2022","UK","Scotland","All","17 and under","Female","Main scheme applicant","Main scheme application","20","0"," ","0"
"2023","UK","Scotland","All","17 and under","Female","Main scheme applicant","Main scheme application","10","5"," ","0"
"2019","International","Not EU","All","17 and under","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","International","Not EU","All","17 and under","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","International","Not EU","All","17 and under","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","International","EU (excluding UK)","All","17 and under","Female","Main scheme applicant","Main scheme application","15","0"," ","0"
"2020","International","EU (excluding UK)","All","17 and under","Female","Main scheme applicant","Main scheme application","10","0"," ","0"
"2021","International","EU (excluding UK)","All","17 and under","Female","Main scheme applicant","Main scheme application","15","0"," ","0"
"2022","International","EU (excluding UK)","All","17 and under","Female","Main scheme applicant","Main scheme application","10","0"," ","0"
"2023","International","EU (excluding UK)","All","17 and under","Female","Main scheme applicant","Main scheme application","15","0"," ","0"
"2019","UK","Northern Ireland","All","18","Female","Main scheme applicant","Main scheme application","175","20","0.115","0"
"2020","UK","Northern Ireland","All","18","Female","Main scheme applicant","Main scheme application","195","35","0.17300000000000001","0"
"2021","UK","Northern Ireland","All","18","Female","Main scheme applicant","Main scheme application","265","30","0.113","0"
"2022","UK","Northern Ireland","All","18","Female","Main scheme applicant","Main scheme application","300","45","0.14300000000000002","0"
"2023","UK","Northern Ireland","All","18","Female","Main scheme applicant","Main scheme application","265","30","0.11800000000000001","0"
"2019","UK","England","All","18","Female","Main scheme applicant","Main scheme application","2120","705","0.332","0"
"2020","UK","England","All","18","Female","Main scheme applicant","Main scheme application","2350","925","0.393","0"
"2021","UK","England","All","18","Female","Main scheme applicant","Main scheme application","2875","925","0.322","0"
"2022","UK","England","All","18","Female","Main scheme applicant","Main scheme application","2985","875","0.293","0"
"2023","UK","England","All","18","Female","Main scheme applicant","Main scheme application","2535","990","0.391","0"
"2019","UK","Scotland","All","18","Female","Main scheme applicant","Main scheme application","305","65","0.20600000000000002","0"
"2020","UK","Scotland","All","18","Female","Main scheme applicant","Main scheme application","245","65","0.273","0"
"2021","UK","Scotland","All","18","Female","Main scheme applicant","Main scheme application","350","55","0.161","0"
"2022","UK","Scotland","All","18","Female","Main scheme applicant","Main scheme application","295","60","0.209","0"
"2023","UK","Scotland","All","18","Female","Main scheme applicant","Main scheme application","195","55","0.272","0"
"2019","UK","Wales","All","18","Female","Main scheme applicant","Main scheme application","105","20","0.202","0"
"2020","UK","Wales","All","18","Female","Main scheme applicant","Main scheme application","125","35","0.28300000000000003","0"
"2021","UK","Wales","All","18","Female","Main scheme applicant","Main scheme application","195","50","0.254","0"
"2022","UK","Wales","All","18","Female","Main scheme applicant","Main scheme application","165","45","0.281","0"
"2023","UK","Wales","All","18","Female","Main scheme applicant","Main scheme application","125","40","0.306","0"
"2019","International","Not EU","All","18","Female","Main scheme applicant","Main scheme application","20","0"," ","0"
"2020","International","Not EU","All","18","Female","Main scheme applicant","Main scheme application","20","5"," ","0"
"2021","International","Not EU","All","18","Female","Main scheme applicant","Main scheme application","15","5"," ","0"
"2022","International","Not EU","All","18","Female","Main scheme applicant","Main scheme application","25","5"," ","0"
"2023","International","Not EU","All","18","Female","Main scheme applicant","Main scheme application","15","0"," ","0"
"2019","International","EU (excluding UK)","All","18","Female","Main scheme applicant","Main scheme application","45","0"," ","0"
"2020","International","EU (excluding UK)","All","18","Female","Main scheme applicant","Main scheme application","65","10"," ","0"
"2021","International","EU (excluding UK)","All","18","Female","Main scheme applicant","Main scheme application","60","5"," ","0"
"2022","International","EU (excluding UK)","All","18","Female","Main scheme applicant","Main scheme application","80","5"," ","0"
"2023","International","EU (excluding UK)","All","18","Female","Main scheme applicant","Main scheme application","55","5"," ","0"
"2019","UK","Northern Ireland","All","19","Female","Main scheme applicant","Main scheme application","70","10","0.159","0"
"2020","UK","Northern Ireland","All","19","Female","Main scheme applicant","Main scheme application","70","10"," ","0"
"2021","UK","Northern Ireland","All","19","Female","Main scheme applicant","Main scheme application","85","5"," ","0"
"2022","UK","Northern Ireland","All","19","Female","Main scheme applicant","Main scheme application","85","15","0.155","0"
"2023","UK","Northern Ireland","All","19","Female","Main scheme applicant","Main scheme application","75","5"," ","0"
"2019","UK","England","All","19","Female","Main scheme applicant","Main scheme application","890","325","0.367","0"
"2020","UK","England","All","19","Female","Main scheme applicant","Main scheme application","885","315","0.357","0"
"2021","UK","England","All","19","Female","Main scheme applicant","Main scheme application","1080","315","0.292","0"
"2022","UK","England","All","19","Female","Main scheme applicant","Main scheme application","1030","245","0.23900000000000002","0"
"2023","UK","England","All","19","Female","Main scheme applicant","Main scheme application","840","275","0.329","0"
"2019","UK","Scotland","All","19","Female","Main scheme applicant","Main scheme application","95","25","0.277","0"
"2020","UK","Scotland","All","19","Female","Main scheme applicant","Main scheme application","85","25","0.321","0"
"2021","UK","Scotland","All","19","Female","Main scheme applicant","Main scheme application","115","15","0.124","0"
"2022","UK","Scotland","All","19","Female","Main scheme applicant","Main scheme application","100","20","0.2","0"
"2023","UK","Scotland","All","19","Female","Main scheme applicant","Main scheme application","95","30","0.32","0"
"2019","UK","Wales","All","19","Female","Main scheme applicant","Main scheme application","60","15","0.226","0"
"2020","UK","Wales","All","19","Female","Main scheme applicant","Main scheme application","60","15","0.276","0"
"2021","UK","Wales","All","19","Female","Main scheme applicant","Main scheme application","90","15","0.14400000000000002","0"
"2022","UK","Wales","All","19","Female","Main scheme applicant","Main scheme application","60","15","0.28300000000000003","0"
"2023","UK","Wales","All","19","Female","Main scheme applicant","Main scheme application","40","5"," ","0"
"2019","International","Not EU","All","19","Female","Main scheme applicant","Main scheme application","15","0"," ","0"
"2020","International","Not EU","All","19","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","Not EU","All","19","Female","Main scheme applicant","Main scheme application","15","0"," ","0"
"2022","International","Not EU","All","19","Female","Main scheme applicant","Main scheme application","15","0"," ","0"
"2023","International","Not EU","All","19","Female","Main scheme applicant","Main scheme application","10","0"," ","0"
"2019","International","EU (excluding UK)","All","19","Female","Main scheme applicant","Main scheme application","40","5"," ","0"
"2020","International","EU (excluding UK)","All","19","Female","Main scheme applicant","Main scheme application","40","5"," ","0"
"2021","International","EU (excluding UK)","All","19","Female","Main scheme applicant","Main scheme application","60","5"," ","0"
"2022","International","EU (excluding UK)","All","19","Female","Main scheme applicant","Main scheme application","40","0"," ","0"
"2023","International","EU (excluding UK)","All","19","Female","Main scheme applicant","Main scheme application","50","5"," ","0"
"2019","UK","Northern Ireland","All","20","Female","Main scheme applicant","Main scheme application","35","0"," ","0"
"2020","UK","Northern Ireland","All","20","Female","Main scheme applicant","Main scheme application","25","0"," ","0"
"2021","UK","Northern Ireland","All","20","Female","Main scheme applicant","Main scheme application","30","0"," ","0"
"2022","UK","Northern Ireland","All","20","Female","Main scheme applicant","Main scheme application","40","0"," ","0"
"2023","UK","Northern Ireland","All","20","Female","Main scheme applicant","Main scheme application","35","5"," ","0"
"2019","UK","England","All","20","Female","Main scheme applicant","Main scheme application","505","170","0.336","0"
"2020","UK","England","All","20","Female","Main scheme applicant","Main scheme application","520","195","0.374","0"
"2021","UK","England","All","20","Female","Main scheme applicant","Main scheme application","600","160","0.267","0"
"2022","UK","England","All","20","Female","Main scheme applicant","Main scheme application","600","145","0.246","0"
"2023","UK","England","All","20","Female","Main scheme applicant","Main scheme application","500","175","0.34500000000000003","0"
"2019","UK","Scotland","All","20","Female","Main scheme applicant","Main scheme application","50","10","0.216","0"
"2020","UK","Scotland","All","20","Female","Main scheme applicant","Main scheme application","65","10","0.19","0"
"2021","UK","Scotland","All","20","Female","Main scheme applicant","Main scheme application","65","10","0.149","0"
"2022","UK","Scotland","All","20","Female","Main scheme applicant","Main scheme application","70","15","0.23500000000000001","0"
"2023","UK","Scotland","All","20","Female","Main scheme applicant","Main scheme application","45","5"," ","0"
"2019","UK","Wales","All","20","Female","Main scheme applicant","Main scheme application","30","5"," ","0"
"2020","UK","Wales","All","20","Female","Main scheme applicant","Main scheme application","30","5"," ","0"
"2021","UK","Wales","All","20","Female","Main scheme applicant","Main scheme application","45","10"," ","0"
"2022","UK","Wales","All","20","Female","Main scheme applicant","Main scheme application","40","10"," ","0"
"2023","UK","Wales","All","20","Female","Main scheme applicant","Main scheme application","30","10"," ","0"
"2019","International","Not EU","All","20","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","International","Not EU","All","20","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","Not EU","All","20","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","International","Not EU","All","20","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","International","Not EU","All","20","Female","Main scheme applicant","Main scheme application","15","0"," ","0"
"2019","International","EU (excluding UK)","All","20","Female","Main scheme applicant","Main scheme application","30","5"," ","0"
"2020","International","EU (excluding UK)","All","20","Female","Main scheme applicant","Main scheme application","25","5"," ","0"
"2021","International","EU (excluding UK)","All","20","Female","Main scheme applicant","Main scheme application","25","0"," ","0"
"2022","International","EU (excluding UK)","All","20","Female","Main scheme applicant","Main scheme application","20","0"," ","0"
"2023","International","EU (excluding UK)","All","20","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","UK","Northern Ireland","All","21 - 24","Female","Main scheme applicant","Main scheme application","65","5"," ","0"
"2020","UK","Northern Ireland","All","21 - 24","Female","Main scheme applicant","Main scheme application","70","15","0.232","0"
"2021","UK","Northern Ireland","All","21 - 24","Female","Main scheme applicant","Main scheme application","105","15","0.14300000000000002","0"
"2022","UK","Northern Ireland","All","21 - 24","Female","Main scheme applicant","Main scheme application","70","5"," ","0"
"2023","UK","Northern Ireland","All","21 - 24","Female","Main scheme applicant","Main scheme application","65","5"," ","0"
"2019","UK","England","All","21 - 24","Female","Main scheme applicant","Main scheme application","1195","460","0.386","0"
"2020","UK","England","All","21 - 24","Female","Main scheme applicant","Main scheme application","1230","535","0.433","0"
"2021","UK","England","All","21 - 24","Female","Main scheme applicant","Main scheme application","1520","510","0.335","0"
"2022","UK","England","All","21 - 24","Female","Main scheme applicant","Main scheme application","1280","375","0.295","0"
"2023","UK","England","All","21 - 24","Female","Main scheme applicant","Main scheme application","935","335","0.357","0"
"2019","UK","Scotland","All","21 - 24","Female","Main scheme applicant","Main scheme application","150","35","0.24","0"
"2020","UK","Scotland","All","21 - 24","Female","Main scheme applicant","Main scheme application","200","45","0.222","0"
"2021","UK","Scotland","All","21 - 24","Female","Main scheme applicant","Main scheme application","205","35","0.18","0"
"2022","UK","Scotland","All","21 - 24","Female","Main scheme applicant","Main scheme application","200","40","0.212","0"
"2023","UK","Scotland","All","21 - 24","Female","Main scheme applicant","Main scheme application","130","40","0.298","0"
"2019","UK","Wales","All","21 - 24","Female","Main scheme applicant","Main scheme application","130","40","0.311","0"
"2020","UK","Wales","All","21 - 24","Female","Main scheme applicant","Main scheme application","110","30","0.279","0"
"2021","UK","Wales","All","21 - 24","Female","Main scheme applicant","Main scheme application","135","25","0.203","0"
"2022","UK","Wales","All","21 - 24","Female","Main scheme applicant","Main scheme application","80","25","0.293","0"
"2023","UK","Wales","All","21 - 24","Female","Main scheme applicant","Main scheme application","75","25","0.35100000000000003","0"
"2019","International","Not EU","All","21 - 24","Female","Main scheme applicant","Main scheme application","20","5"," ","0"
"2020","International","Not EU","All","21 - 24","Female","Main scheme applicant","Main scheme application","10","5"," ","0"
"2021","International","Not EU","All","21 - 24","Female","Main scheme applicant","Main scheme application","30","0"," ","0"
"2022","International","Not EU","All","21 - 24","Female","Main scheme applicant","Main scheme application","30","5"," ","0"
"2023","International","Not EU","All","21 - 24","Female","Main scheme applicant","Main scheme application","25","5"," ","0"
"2019","International","EU (excluding UK)","All","21 - 24","Female","Main scheme applicant","Main scheme application","40","10"," ","0"
"2020","International","EU (excluding UK)","All","21 - 24","Female","Main scheme applicant","Main scheme application","40","5"," ","0"
"2021","International","EU (excluding UK)","All","21 - 24","Female","Main scheme applicant","Main scheme application","40","5"," ","0"
"2022","International","EU (excluding UK)","All","21 - 24","Female","Main scheme applicant","Main scheme application","30","5"," ","0"
"2023","International","EU (excluding UK)","All","21 - 24","Female","Main scheme applicant","Main scheme application","30","5"," ","0"
"2019","UK","Northern Ireland","All","25 - 29","Female","Main scheme applicant","Main scheme application","80","15","0.167","0"
"2020","UK","Northern Ireland","All","25 - 29","Female","Main scheme applicant","Main scheme application","70","15","0.217","0"
"2021","UK","Northern Ireland","All","25 - 29","Female","Main scheme applicant","Main scheme application","90","15","0.159","0"
"2022","UK","Northern Ireland","All","25 - 29","Female","Main scheme applicant","Main scheme application","60","10","0.203","0"
"2023","UK","Northern Ireland","All","25 - 29","Female","Main scheme applicant","Main scheme application","45","5"," ","0"
"2019","UK","England","All","25 - 29","Female","Main scheme applicant","Main scheme application","1105","465","0.42","0"
"2020","UK","England","All","25 - 29","Female","Main scheme applicant","Main scheme application","1130","555","0.489","0"
"2021","UK","England","All","25 - 29","Female","Main scheme applicant","Main scheme application","1520","585","0.385","0"
"2022","UK","England","All","25 - 29","Female","Main scheme applicant","Main scheme application","1250","500","0.401","0"
"2023","UK","England","All","25 - 29","Female","Main scheme applicant","Main scheme application","880","370","0.42","0"
"2019","UK","Scotland","All","25 - 29","Female","Main scheme applicant","Main scheme application","155","45","0.274","0"
"2020","UK","Scotland","All","25 - 29","Female","Main scheme applicant","Main scheme application","205","50","0.23600000000000002","0"
"2021","UK","Scotland","All","25 - 29","Female","Main scheme applicant","Main scheme application","270","50","0.193","0"
"2022","UK","Scotland","All","25 - 29","Female","Main scheme applicant","Main scheme application","185","40","0.209","0"
"2023","UK","Scotland","All","25 - 29","Female","Main scheme applicant","Main scheme application","125","35","0.29","0"
"2019","UK","Wales","All","25 - 29","Female","Main scheme applicant","Main scheme application","110","25","0.232","0"
"2020","UK","Wales","All","25 - 29","Female","Main scheme applicant","Main scheme application","110","40","0.376","0"
"2021","UK","Wales","All","25 - 29","Female","Main scheme applicant","Main scheme application","155","40","0.252","0"
"2022","UK","Wales","All","25 - 29","Female","Main scheme applicant","Main scheme application","105","30","0.295","0"
"2023","UK","Wales","All","25 - 29","Female","Main scheme applicant","Main scheme application","85","35","0.391","0"
"2019","International","Not EU","All","25 - 29","Female","Main scheme applicant","Main scheme application","15","5"," ","0"
"2020","International","Not EU","All","25 - 29","Female","Main scheme applicant","Main scheme application","30","5"," ","0"
"2021","International","Not EU","All","25 - 29","Female","Main scheme applicant","Main scheme application","20","5"," ","0"
"2022","International","Not EU","All","25 - 29","Female","Main scheme applicant","Main scheme application","30","0"," ","0"
"2023","International","Not EU","All","25 - 29","Female","Main scheme applicant","Main scheme application","25","5"," ","0"
"2019","International","EU (excluding UK)","All","25 - 29","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","International","EU (excluding UK)","All","25 - 29","Female","Main scheme applicant","Main scheme application","10","0"," ","0"
"2021","International","EU (excluding UK)","All","25 - 29","Female","Main scheme applicant","Main scheme application","15","0"," ","0"
"2022","International","EU (excluding UK)","All","25 - 29","Female","Main scheme applicant","Main scheme application","10","0"," ","0"
"2023","International","EU (excluding UK)","All","25 - 29","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","UK","Northern Ireland","All","30 - 34","Female","Main scheme applicant","Main scheme application","50","5"," ","0"
"2020","UK","Northern Ireland","All","30 - 34","Female","Main scheme applicant","Main scheme application","50","10"," ","0"
"2021","UK","Northern Ireland","All","30 - 34","Female","Main scheme applicant","Main scheme application","70","20","0.265","0"
"2022","UK","Northern Ireland","All","30 - 34","Female","Main scheme applicant","Main scheme application","65","15","0.219","0"
"2023","UK","Northern Ireland","All","30 - 34","Female","Main scheme applicant","Main scheme application","60","10","0.18","0"
"2019","UK","England","All","30 - 34","Female","Main scheme applicant","Main scheme application","705","305","0.435","0"
"2020","UK","England","All","30 - 34","Female","Main scheme applicant","Main scheme application","825","385","0.466","0"
"2021","UK","England","All","30 - 34","Female","Main scheme applicant","Main scheme application","1180","495","0.422","0"
"2022","UK","England","All","30 - 34","Female","Main scheme applicant","Main scheme application","1060","445","0.418","0"
"2023","UK","England","All","30 - 34","Female","Main scheme applicant","Main scheme application","765","340","0.446","0"
"2019","UK","Scotland","All","30 - 34","Female","Main scheme applicant","Main scheme application","115","25","0.23900000000000002","0"
"2020","UK","Scotland","All","30 - 34","Female","Main scheme applicant","Main scheme application","145","40","0.259","0"
"2021","UK","Scotland","All","30 - 34","Female","Main scheme applicant","Main scheme application","175","30","0.158","0"
"2022","UK","Scotland","All","30 - 34","Female","Main scheme applicant","Main scheme application","150","30","0.187","0"
"2023","UK","Scotland","All","30 - 34","Female","Main scheme applicant","Main scheme application","110","40","0.339","0"
"2019","UK","Wales","All","30 - 34","Female","Main scheme applicant","Main scheme application","90","20","0.209","0"
"2020","UK","Wales","All","30 - 34","Female","Main scheme applicant","Main scheme application","90","30","0.333","0"
"2021","UK","Wales","All","30 - 34","Female","Main scheme applicant","Main scheme application","95","30","0.309","0"
"2022","UK","Wales","All","30 - 34","Female","Main scheme applicant","Main scheme application","90","30","0.304","0"
"2023","UK","Wales","All","30 - 34","Female","Main scheme applicant","Main scheme application","70","35","0.47100000000000003","0"
"2019","International","Not EU","All","30 - 34","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","International","Not EU","All","30 - 34","Female","Main scheme applicant","Main scheme application","10","0"," ","0"
"2021","International","Not EU","All","30 - 34","Female","Main scheme applicant","Main scheme application","15","0"," ","0"
"2022","International","Not EU","All","30 - 34","Female","Main scheme applicant","Main scheme application","20","0"," ","0"
"2023","International","Not EU","All","30 - 34","Female","Main scheme applicant","Main scheme application","15","0"," ","0"
"2019","International","EU (excluding UK)","All","30 - 34","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","International","EU (excluding UK)","All","30 - 34","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","EU (excluding UK)","All","30 - 34","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","UK","Northern Ireland","All","35 and over","Female","Main scheme applicant","Main scheme application","75","15","0.184","0"
"2020","UK","Northern Ireland","All","35 and over","Female","Main scheme applicant","Main scheme application","40","10","0.268","0"
"2021","UK","Northern Ireland","All","35 and over","Female","Main scheme applicant","Main scheme application","65","10","0.169","0"
"2022","UK","Northern Ireland","All","35 and over","Female","Main scheme applicant","Main scheme application","70","15","0.2","0"
"2023","UK","Northern Ireland","All","35 and over","Female","Main scheme applicant","Main scheme application","55","5"," ","0"
"2019","UK","England","All","35 and over","Female","Main scheme applicant","Main scheme application","780","305","0.395","0"
"2020","UK","England","All","35 and over","Female","Main scheme applicant","Main scheme application","955","400","0.421","0"
"2021","UK","England","All","35 and over","Female","Main scheme applicant","Main scheme application","1235","455","0.368","0"
"2022","UK","England","All","35 and over","Female","Main scheme applicant","Main scheme application","1100","415","0.379","0"
"2023","UK","England","All","35 and over","Female","Main scheme applicant","Main scheme application","980","425","0.435","0"
"2019","UK","Scotland","All","35 and over","Female","Main scheme applicant","Main scheme application","145","25","0.188","0"
"2020","UK","Scotland","All","35 and over","Female","Main scheme applicant","Main scheme application","155","40","0.25","0"
"2021","UK","Scotland","All","35 and over","Female","Main scheme applicant","Main scheme application","225","25","0.10200000000000001","0"
"2022","UK","Scotland","All","35 and over","Female","Main scheme applicant","Main scheme application","180","40","0.22","0"
"2023","UK","Scotland","All","35 and over","Female","Main scheme applicant","Main scheme application","140","40","0.302","0"
"2019","UK","Wales","All","35 and over","Female","Main scheme applicant","Main scheme application","65","20","0.303","0"
"2020","UK","Wales","All","35 and over","Female","Main scheme applicant","Main scheme application","65","20","0.303","0"
"2021","UK","Wales","All","35 and over","Female","Main scheme applicant","Main scheme application","80","20","0.272","0"
"2022","UK","Wales","All","35 and over","Female","Main scheme applicant","Main scheme application","65","30","0.418","0"
"2023","UK","Wales","All","35 and over","Female","Main scheme applicant","Main scheme application","60","30","0.484","0"
"2019","International","Not EU","All","35 and over","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","International","Not EU","All","35 and over","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","Not EU","All","35 and over","Female","Main scheme applicant","Main scheme application","15","0"," ","0"
"2022","International","Not EU","All","35 and over","Female","Main scheme applicant","Main scheme application","15","0"," ","0"
"2023","International","Not EU","All","35 and over","Female","Main scheme applicant","Main scheme application","10","0"," ","0"
"2019","International","EU (excluding UK)","All","35 and over","Female","Main scheme applicant","Main scheme application","10","0"," ","0"
"2020","International","EU (excluding UK)","All","35 and over","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","EU (excluding UK)","All","35 and over","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","International","EU (excluding UK)","All","35 and over","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","UK","England","All","18","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","UK","England","All","18","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2022","UK","England","All","18","Male","Main scheme applicant","Main scheme application","15","5"," ","0"
"2023","UK","England","All","18","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","UK","Scotland","All","18","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","UK","England","All","20","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","UK","England","All","20","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","UK","England","All","21 - 24","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","UK","England","All","21 - 24","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","UK","England","All","21 - 24","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","UK","England","All","21 - 24","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","UK","England","All","21 - 24","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","International","Not EU","All","21 - 24","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","UK","England","All","25 - 29","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","UK","England","All","25 - 29","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","UK","England","All","25 - 29","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2022","UK","England","All","25 - 29","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","UK","England","All","25 - 29","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","UK","England","All","30 - 34","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","UK","England","All","30 - 34","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","UK","England","All","30 - 34","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","UK","England","All","30 - 34","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","UK","England","All","35 and over","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2020","UK","England","All","35 and over","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","UK","England","All","35 and over","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2022","UK","England","All","35 and over","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","UK","England","All","35 and over","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2019","UK","All","All","18","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","UK","All","All","18","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","UK","All","All","18","Female","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2019","UK","All","All","19","Female","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2020","UK","All","All","19","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","UK","All","All","19","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","UK","All","All","19","Female","Not main scheme applicant","Not main scheme application","15","10"," ","0"
"2023","UK","All","All","19","Female","Not main scheme applicant","Not main scheme application","30","25","0.862","0"
"2019","UK","All","All","20","Female","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2020","UK","All","All","20","Female","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2021","UK","All","All","20","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","UK","All","All","20","Female","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","UK","All","All","20","Female","Not main scheme applicant","Not main scheme application","30","25","0.9","0"
"2019","UK","All","All","21 - 24","Female","Not main scheme applicant","Not main scheme application","35","30","0.848","0"
"2020","UK","All","All","21 - 24","Female","Not main scheme applicant","Not main scheme application","40","30","0.718","0"
"2021","UK","All","All","21 - 24","Female","Not main scheme applicant","Not main scheme application","15","15","0.765","0"
"2022","UK","All","All","21 - 24","Female","Not main scheme applicant","Not main scheme application","25","20","0.808","0"
"2023","UK","All","All","21 - 24","Female","Not main scheme applicant","Not main scheme application","65","50","0.75","0"
"2020","International","All","All","21 - 24","Female","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","UK","All","All","25 - 29","Female","Not main scheme applicant","Not main scheme application","25","20","0.88","0"
"2020","UK","All","All","25 - 29","Female","Not main scheme applicant","Not main scheme application","35","25","0.639","0"
"2021","UK","All","All","25 - 29","Female","Not main scheme applicant","Not main scheme application","15","15","0.765","0"
"2022","UK","All","All","25 - 29","Female","Not main scheme applicant","Not main scheme application","25","15","0.667","0"
"2023","UK","All","All","25 - 29","Female","Not main scheme applicant","Not main scheme application","55","45","0.811","0"
"2019","UK","All","All","30 - 34","Female","Not main scheme applicant","Not main scheme application","20","15","0.773","0"
"2020","UK","All","All","30 - 34","Female","Not main scheme applicant","Not main scheme application","15","15","0.882","0"
"2021","UK","All","All","30 - 34","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","UK","All","All","30 - 34","Female","Not main scheme applicant","Not main scheme application","30","20","0.714","0"
"2023","UK","All","All","30 - 34","Female","Not main scheme applicant","Not main scheme application","40","30","0.738","0"
"2019","UK","All","All","35 and over","Female","Not main scheme applicant","Not main scheme application","20","15","0.75","0"
"2020","UK","All","All","35 and over","Female","Not main scheme applicant","Not main scheme application","25","20","0.84","0"
"2021","UK","All","All","35 and over","Female","Not main scheme applicant","Not main scheme application","15","10"," ","0"
"2022","UK","All","All","35 and over","Female","Not main scheme applicant","Not main scheme application","30","15","0.5","0"
