"Year","Domicile UK International","Domicile","Domicile named country","Age group","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","UK","England","All","All","All","Not main scheme applicant","All","280","220","0.793","0"
"2020","UK","Scotland","All","All","All","Not main scheme applicant","All","5","0"," ","0"
"2022","UK","Scotland","All","All","All","Not main scheme applicant","All","10","0"," ","0"
"2023","UK","Scotland","All","All","All","Not main scheme applicant","All","5","0"," ","0"
"2022","UK","Wales","All","All","All","Not main scheme applicant","All","5","5"," ","0"
"2023","UK","Wales","All","All","All","Not main scheme applicant","All","5","5"," ","0"
"2023","International","Not EU","All","All","All","Not main scheme applicant","All","5","0"," ","0"
"2019","UK","Northern Ireland","All","All","All","Main scheme applicant","All","550","90","0.167","0"
"2020","UK","Northern Ireland","All","All","All","Main scheme applicant","All","525","105","0.199","0"
"2021","UK","Northern Ireland","All","All","All","Main scheme applicant","All","710","105","0.146","0"
"2022","UK","Northern Ireland","All","All","All","Main scheme applicant","All","695","105","0.154","0"
"2023","UK","Northern Ireland","All","All","All","Main scheme applicant","All","605","75","0.126","0"
"2019","UK","England","All","All","All","Main scheme applicant","All","7360","2970","0.404","0"
"2020","UK","England","All","All","All","Main scheme applicant","All","7965","3500","0.439","0"
"2021","UK","England","All","All","All","Main scheme applicant","All","10085","3580","0.355","0"
"2022","UK","England","All","All","All","Main scheme applicant","All","9415","3240","0.34400000000000003","0"
"2023","UK","England","All","All","All","Main scheme applicant","All","7575","3215","0.424","0"
"2019","UK","Scotland","All","All","All","Main scheme applicant","All","1040","250","0.23900000000000002","0"
"2020","UK","Scotland","All","All","All","Main scheme applicant","All","1125","300","0.267","0"
"2021","UK","Scotland","All","All","All","Main scheme applicant","All","1445","230","0.161","0"
"2022","UK","Scotland","All","All","All","Main scheme applicant","All","1215","265","0.218","0"
"2023","UK","Scotland","All","All","All","Main scheme applicant","All","855","260","0.301","0"
"2019","UK","Wales","All","All","All","Main scheme applicant","All","600","170","0.28200000000000003","0"
"2020","UK","Wales","All","All","All","Main scheme applicant","All","595","205","0.34","0"
"2021","UK","Wales","All","All","All","Main scheme applicant","All","800","210","0.264","0"
"2022","UK","Wales","All","All","All","Main scheme applicant","All","615","210","0.343","0"
"2023","UK","Wales","All","All","All","Main scheme applicant","All","500","210","0.417","0"
"2019","International","Not EU","All","All","All","Main scheme applicant","All","95","10","0.129","0"
"2020","International","Not EU","All","All","All","Main scheme applicant","All","85","15","0.149","0"
"2021","International","Not EU","All","All","All","Main scheme applicant","All","125","20","0.146","0"
"2022","International","Not EU","All","All","All","Main scheme applicant","All","150","15","0.107","0"
"2023","International","Not EU","All","All","All","Main scheme applicant","All","135","20","0.139","0"
"2019","International","EU (excluding UK)","All","All","All","Main scheme applicant","All","195","25","0.11900000000000001","0"
"2020","International","EU (excluding UK)","All","All","All","Main scheme applicant","All","210","25","0.129","0"
"2021","International","EU (excluding UK)","All","All","All","Main scheme applicant","All","225","20","0.084","0"
"2022","International","EU (excluding UK)","All","All","All","Main scheme applicant","All","200","10","0.06","0"
"2023","International","EU (excluding UK)","All","All","All","Main scheme applicant","All","160","20","0.11800000000000001","0"
"2019","UK","All","All","All","All","Not main scheme applicant","All","125","105","0.8190000000000001","0"
"2020","UK","All","All","All","All","Not main scheme applicant","All","135","100","0.743","0"
"2021","UK","All","All","All","All","Not main scheme applicant","All","65","50","0.716","0"
"2022","UK","All","All","All","All","Not main scheme applicant","All","130","90","0.674","0"
"2023","UK","All","All","All","All","Not main scheme applicant","All","295","230","0.776","0"
"2020","International","All","All","All","All","Not main scheme applicant","All","5","0"," ","0"
"2021","International","All","All","All","All","Not main scheme applicant","All","5","0"," ","0"
"2023","International","All","All","All","All","Not main scheme applicant","All","5","0"," ","0"
"2019","UK","All","All","All","All","Main scheme applicant","All","9550","3480","0.365","0"
"2020","UK","All","All","All","All","Main scheme applicant","All","10210","4105","0.402","0"
"2021","UK","All","All","All","All","Main scheme applicant","All","13040","4130","0.317","0"
"2022","UK","All","All","All","All","Main scheme applicant","All","11940","3820","0.32","0"
"2023","UK","All","All","All","All","Main scheme applicant","All","9535","3755","0.394","0"
"2019","International","All","All","All","All","Main scheme applicant","All","285","35","0.122","0"
"2020","International","All","All","All","All","Main scheme applicant","All","295","40","0.135","0"
"2021","International","All","All","All","All","Main scheme applicant","All","350","35","0.106","0"
"2022","International","All","All","All","All","Main scheme applicant","All","350","30","0.08","0"
"2023","International","All","All","All","All","Main scheme applicant","All","300","40","0.128","0"
"2019","All","All","All","All","All","Not main scheme applicant","All","130","105","0.806","0"
"2020","All","All","All","All","All","Not main scheme applicant","All","140","105","0.741","0"
"2021","All","All","All","All","All","Not main scheme applicant","All","70","50","0.714","0"
"2022","All","All","All","All","All","Not main scheme applicant","All","135","90","0.669","0"
"2023","All","All","All","All","All","Not main scheme applicant","All","295","230","0.768","0"
"2019","All","All","All","All","All","Main scheme applicant","All","9835","3515","0.357","0"
"2020","All","All","All","All","All","Main scheme applicant","All","10505","4145","0.395","0"
"2021","All","All","All","All","All","Main scheme applicant","All","13390","4165","0.311","0"
"2022","All","All","All","All","All","Main scheme applicant","All","12285","3850","0.313","0"
"2023","All","All","All","All","All","Main scheme applicant","All","9830","3795","0.386","0"
"2020","UK","England","England","17 and under","Female","All","All","5","0"," ","0"
"2021","UK","England","England","17 and under","Female","All","All","5","0"," ","0"
"2022","UK","England","England","17 and under","Female","All","All","5","0"," ","0"
"2023","UK","England","England","17 and under","Female","All","All","5","0"," ","0"
"2021","UK","Northern Ireland","Northern Ireland","17 and under","Female","All","All","5","0"," ","0"
"2019","UK","Scotland","Scotland","17 and under","Female","All","All","10","0"," ","0"
"2020","UK","Scotland","Scotland","17 and under","Female","All","All","20","5"," ","0"
"2021","UK","Scotland","Scotland","17 and under","Female","All","All","15","5"," ","0"
"2022","UK","Scotland","Scotland","17 and under","Female","All","All","25","5"," ","0"
"2023","UK","Scotland","Scotland","17 and under","Female","All","All","10","5"," ","0"
"2019","International","EU (excluding UK)","Ireland","17 and under","Female","All","All","15","0"," ","0"
"2020","International","EU (excluding UK)","Ireland","17 and under","Female","All","All","10","0"," ","0"
"2021","International","EU (excluding UK)","Ireland","17 and under","Female","All","All","10","0"," ","0"
"2022","International","EU (excluding UK)","Ireland","17 and under","Female","All","All","10","0"," ","0"
"2023","International","EU (excluding UK)","Ireland","17 and under","Female","All","All","15","0"," ","0"
"2019","UK","England","England","18","Female","All","All","2140","785","0.368","0"
"2020","UK","England","England","18","Female","All","All","2375","1015","0.427","0"
"2021","UK","England","England","18","Female","All","All","2890","965","0.334","0"
"2022","UK","England","England","18","Female","All","All","3025","985","0.326","0"
"2023","UK","England","England","18","Female","All","All","2590","1135","0.437","0"
"2019","UK","Northern Ireland","Northern Ireland","18","Female","All","All","175","25","0.138","0"
"2020","UK","Northern Ireland","Northern Ireland","18","Female","All","All","195","40","0.194","0"
"2021","UK","Northern Ireland","Northern Ireland","18","Female","All","All","265","30","0.12","0"
"2022","UK","Northern Ireland","Northern Ireland","18","Female","All","All","300","45","0.146","0"
"2023","UK","Northern Ireland","Northern Ireland","18","Female","All","All","265","35","0.133","0"
"2019","UK","Scotland","Scotland","18","Female","All","All","310","70","0.221","0"
"2020","UK","Scotland","Scotland","18","Female","All","All","245","75","0.309","0"
"2021","UK","Scotland","Scotland","18","Female","All","All","350","60","0.165","0"
"2022","UK","Scotland","Scotland","18","Female","All","All","300","65","0.211","0"
"2023","UK","Scotland","Scotland","18","Female","All","All","195","55","0.28200000000000003","0"
"2019","UK","Wales","Wales","18","Female","All","All","105","25","0.24","0"
"2020","UK","Wales","Wales","18","Female","All","All","130","40","0.323","0"
"2021","UK","Wales","Wales","18","Female","All","All","200","55","0.273","0"
"2022","UK","Wales","Wales","18","Female","All","All","165","60","0.34700000000000003","0"
"2023","UK","Wales","Wales","18","Female","All","All","125","50","0.381","0"
"2019","International","EU (excluding UK)","France","18","Female","All","All","5","0"," ","0"
"2022","International","EU (excluding UK)","France","18","Female","All","All","5","0"," ","0"
"2019","International","EU (excluding UK)","Ireland","18","Female","All","All","35","0"," ","0"
"2020","International","EU (excluding UK)","Ireland","18","Female","All","All","45","5"," ","0"
"2021","International","EU (excluding UK)","Ireland","18","Female","All","All","55","5"," ","0"
"2022","International","EU (excluding UK)","Ireland","18","Female","All","All","75","5"," ","0"
"2023","International","EU (excluding UK)","Ireland","18","Female","All","All","55","5"," ","0"
"2020","International","EU (excluding UK)","Italy","18","Female","All","All","5","0"," ","0"
"2020","International","EU (excluding UK)","Spain","18","Female","All","All","5","0"," ","0"
"2019","International","Not EU","Jersey","18","Female","All","All","5","0"," ","0"
"2021","International","Not EU","Isle of Man","18","Female","All","All","5","0"," ","0"
"2022","International","Not EU","Isle of Man","18","Female","All","All","5","0"," ","0"
"2021","International","Not EU","Canada","18","Female","All","All","5","0"," ","0"
"2020","International","Not EU","Gibraltar","18","Female","All","All","5","0"," ","0"
"2020","International","Not EU","United States of America","18","Female","All","All","5","0"," ","0"
"2021","International","Not EU","United States of America","18","Female","All","All","5","0"," ","0"
"2022","International","Not EU","United States of America","18","Female","All","All","5","0"," ","0"
"2023","International","Not EU","United States of America","18","Female","All","All","5","0"," ","0"
"2019","UK","England","England","19","Female","All","All","900","365","0.406","0"
"2020","UK","England","England","19","Female","All","All","895","340","0.379","0"
"2021","UK","England","England","19","Female","All","All","1090","335","0.306","0"
"2022","UK","England","England","19","Female","All","All","1045","280","0.268","0"
"2023","UK","England","England","19","Female","All","All","880","345","0.389","0"
"2019","UK","Northern Ireland","Northern Ireland","19","Female","All","All","70","15","0.203","0"
"2020","UK","Northern Ireland","Northern Ireland","19","Female","All","All","70","10","0.159","0"
"2021","UK","Northern Ireland","Northern Ireland","19","Female","All","All","85","10"," ","0"
"2022","UK","Northern Ireland","Northern Ireland","19","Female","All","All","85","15","0.155","0"
"2023","UK","Northern Ireland","Northern Ireland","19","Female","All","All","75","10"," ","0"
"2019","UK","Scotland","Scotland","19","Female","All","All","95","30","0.305","0"
"2020","UK","Scotland","Scotland","19","Female","All","All","85","25","0.321","0"
"2021","UK","Scotland","Scotland","19","Female","All","All","115","15","0.124","0"
"2022","UK","Scotland","Scotland","19","Female","All","All","105","20","0.212","0"
"2023","UK","Scotland","Scotland","19","Female","All","All","95","30","0.33","0"
"2019","UK","Wales","Wales","19","Female","All","All","65","15","0.254","0"
"2020","UK","Wales","Wales","19","Female","All","All","60","20","0.31","0"
"2021","UK","Wales","Wales","19","Female","All","All","90","15","0.178","0"
"2022","UK","Wales","Wales","19","Female","All","All","65","20","0.317","0"
"2023","UK","Wales","Wales","19","Female","All","All","45","5"," ","0"
"2020","International","EU (excluding UK)","France","19","Female","All","All","5","0"," ","0"
"2019","International","EU (excluding UK)","Ireland","19","Female","All","All","20","0"," ","0"
"2020","International","EU (excluding UK)","Ireland","19","Female","All","All","30","5"," ","0"
"2021","International","EU (excluding UK)","Ireland","19","Female","All","All","50","5"," ","0"
"2022","International","EU (excluding UK)","Ireland","19","Female","All","All","40","0"," ","0"
"2023","International","EU (excluding UK)","Ireland","19","Female","All","All","45","5"," ","0"
"2019","International","EU (excluding UK)","Italy","19","Female","All","All","5","0"," ","0"
"2020","International","EU (excluding UK)","Italy","19","Female","All","All","5","0"," ","0"
"2019","International","Not EU","Gibraltar","19","Female","All","All","5","0"," ","0"
"2019","International","Not EU","United States of America","19","Female","All","All","5","0"," ","0"
"2021","International","Not EU","United States of America","19","Female","All","All","5","0"," ","0"
"2022","International","Not EU","United States of America","19","Female","All","All","5","0"," ","0"
"2019","UK","England","England","20","Female","All","All","520","190","0.37","0"
"2020","UK","England","England","20","Female","All","All","535","215","0.402","0"
"2021","UK","England","England","20","Female","All","All","605","170","0.28","0"
"2022","UK","England","England","20","Female","All","All","610","165","0.269","0"
"2023","UK","England","England","20","Female","All","All","540","220","0.41100000000000003","0"
"2019","UK","Northern Ireland","Northern Ireland","20","Female","All","All","35","0"," ","0"
"2020","UK","Northern Ireland","Northern Ireland","20","Female","All","All","25","5"," ","0"
"2021","UK","Northern Ireland","Northern Ireland","20","Female","All","All","30","5"," ","0"
"2022","UK","Northern Ireland","Northern Ireland","20","Female","All","All","40","5"," ","0"
"2023","UK","Northern Ireland","Northern Ireland","20","Female","All","All","35","5"," ","0"
"2019","UK","Scotland","Scotland","20","Female","All","All","50","10","0.23500000000000001","0"
"2020","UK","Scotland","Scotland","20","Female","All","All","65","10","0.19","0"
"2021","UK","Scotland","Scotland","20","Female","All","All","70","10","0.159","0"
"2022","UK","Scotland","Scotland","20","Female","All","All","70","15","0.246","0"
"2023","UK","Scotland","Scotland","20","Female","All","All","45","10"," ","0"
"2019","UK","Wales","Wales","20","Female","All","All","30","5"," ","0"
"2020","UK","Wales","Wales","20","Female","All","All","30","5"," ","0"
"2021","UK","Wales","Wales","20","Female","All","All","45","10","0.222","0"
"2022","UK","Wales","Wales","20","Female","All","All","40","10"," ","0"
"2023","UK","Wales","Wales","20","Female","All","All","30","10","0.313","0"
"2019","International","EU (excluding UK)","France","20","Female","All","All","5","0"," ","0"
"2021","International","EU (excluding UK)","France","20","Female","All","All","5","0"," ","0"
"2019","International","EU (excluding UK)","Ireland","20","Female","All","All","15","0"," ","0"
"2020","International","EU (excluding UK)","Ireland","20","Female","All","All","15","0"," ","0"
"2021","International","EU (excluding UK)","Ireland","20","Female","All","All","15","0"," ","0"
"2022","International","EU (excluding UK)","Ireland","20","Female","All","All","20","0"," ","0"
"2023","International","EU (excluding UK)","Ireland","20","Female","All","All","5","0"," ","0"
"2019","International","EU (excluding UK)","Italy","20","Female","All","All","5","0"," ","0"
"2020","International","EU (excluding UK)","Italy","20","Female","All","All","5","0"," ","0"
"2021","International","EU (excluding UK)","Italy","20","Female","All","All","5","0"," ","0"
"2023","International","Not EU","Nigeria","20","Female","All","All","5","0"," ","0"
"2019","UK","England","England","21 - 24","Female","All","All","1235","520","0.421","0"
"2020","UK","England","England","21 - 24","Female","All","All","1270","580","0.455","0"
"2021","UK","England","England","21 - 24","Female","All","All","1545","545","0.354","0"
"2022","UK","England","England","21 - 24","Female","All","All","1310","415","0.318","0"
"2023","UK","England","England","21 - 24","Female","All","All","1000","400","0.402","0"
"2019","UK","Northern Ireland","Northern Ireland","21 - 24","Female","All","All","65","5"," ","0"
"2020","UK","Northern Ireland","Northern Ireland","21 - 24","Female","All","All","70","15","0.232","0"
"2021","UK","Northern Ireland","Northern Ireland","21 - 24","Female","All","All","105","15","0.14300000000000002","0"
"2022","UK","Northern Ireland","Northern Ireland","21 - 24","Female","All","All","70","5"," ","0"
"2023","UK","Northern Ireland","Northern Ireland","21 - 24","Female","All","All","65","5"," ","0"
"2019","UK","Scotland","Scotland","21 - 24","Female","All","All","155","40","0.252","0"
"2020","UK","Scotland","Scotland","21 - 24","Female","All","All","205","45","0.227","0"
"2021","UK","Scotland","Scotland","21 - 24","Female","All","All","210","40","0.183","0"
"2022","UK","Scotland","Scotland","21 - 24","Female","All","All","200","45","0.226","0"
"2023","UK","Scotland","Scotland","21 - 24","Female","All","All","135","40","0.293","0"
"2019","UK","Wales","Wales","21 - 24","Female","All","All","130","50","0.364","0"
"2020","UK","Wales","Wales","21 - 24","Female","All","All","110","35","0.313","0"
"2021","UK","Wales","Wales","21 - 24","Female","All","All","135","30","0.226","0"
"2022","UK","Wales","Wales","21 - 24","Female","All","All","85","30","0.34500000000000003","0"
"2023","UK","Wales","Wales","21 - 24","Female","All","All","75","35","0.447","0"
"2019","International","EU (excluding UK)","France","21 - 24","Female","All","All","5","5"," ","0"
"2020","International","EU (excluding UK)","France","21 - 24","Female","All","All","5","0"," ","0"
"2019","International","EU (excluding UK)","Ireland","21 - 24","Female","All","All","20","5"," ","0"
"2020","International","EU (excluding UK)","Ireland","21 - 24","Female","All","All","20","5"," ","0"
"2021","International","EU (excluding UK)","Ireland","21 - 24","Female","All","All","25","5"," ","0"
"2022","International","EU (excluding UK)","Ireland","21 - 24","Female","All","All","20","5"," ","0"
"2023","International","EU (excluding UK)","Ireland","21 - 24","Female","All","All","25","5"," ","0"
"2019","International","EU (excluding UK)","Italy","21 - 24","Female","All","All","5","0"," ","0"
"2020","International","EU (excluding UK)","Italy","21 - 24","Female","All","All","5","0"," ","0"
"2021","International","EU (excluding UK)","Italy","21 - 24","Female","All","All","5","0"," ","0"
"2022","International","EU (excluding UK)","Italy","21 - 24","Female","All","All","5","0"," ","0"
"2020","International","EU (excluding UK)","Spain","21 - 24","Female","All","All","5","0"," ","0"
"2019","International","Not EU","Canada","21 - 24","Female","All","All","5","0"," ","0"
"2022","International","Not EU","Canada","21 - 24","Female","All","All","5","0"," ","0"
"2023","International","Not EU","Canada","21 - 24","Female","All","All","5","0"," ","0"
"2019","International","Not EU","Ghana","21 - 24","Female","All","All","5","0"," ","0"
"2021","International","Not EU","Ghana","21 - 24","Female","All","All","5","0"," ","0"
"2022","International","Not EU","Ghana","21 - 24","Female","All","All","5","0"," ","0"
"2023","International","Not EU","Ghana","21 - 24","Female","All","All","5","0"," ","0"
"2021","International","Not EU","Nigeria","21 - 24","Female","All","All","5","0"," ","0"
"2022","International","Not EU","Nigeria","21 - 24","Female","All","All","5","0"," ","0"
"2023","International","Not EU","Nigeria","21 - 24","Female","All","All","5","0"," ","0"
"2021","International","Not EU","United States of America","21 - 24","Female","All","All","5","0"," ","0"
"2022","International","Not EU","United States of America","21 - 24","Female","All","All","5","0"," ","0"
"2023","International","Not EU","United States of America","21 - 24","Female","All","All","5","0"," ","0"
"2020","International","Not EU","Not Known","21 - 24","Female","All","All","5","5"," ","0"
"2019","UK","England","England","25 - 29","Female","All","All","1135","520","0.458","0"
"2020","UK","England","England","25 - 29","Female","All","All","1170","595","0.511","0"
"2021","UK","England","England","25 - 29","Female","All","All","1535","610","0.398","0"
"2022","UK","England","England","25 - 29","Female","All","All","1280","540","0.424","0"
"2023","UK","England","England","25 - 29","Female","All","All","940","440","0.465","0"
"2019","UK","Northern Ireland","Northern Ireland","25 - 29","Female","All","All","80","20","0.244","0"
"2020","UK","Northern Ireland","Northern Ireland","25 - 29","Female","All","All","70","15","0.217","0"
"2021","UK","Northern Ireland","Northern Ireland","25 - 29","Female","All","All","90","15","0.193","0"
"2022","UK","Northern Ireland","Northern Ireland","25 - 29","Female","All","All","60","10","0.203","0"
"2023","UK","Northern Ireland","Northern Ireland","25 - 29","Female","All","All","45","5"," ","0"
"2019","UK","Scotland","Scotland","25 - 29","Female","All","All","160","45","0.278","0"
"2020","UK","Scotland","Scotland","25 - 29","Female","All","All","205","55","0.266","0"
"2021","UK","Scotland","Scotland","25 - 29","Female","All","All","275","55","0.196","0"
"2022","UK","Scotland","Scotland","25 - 29","Female","All","All","190","40","0.218","0"
"2023","UK","Scotland","Scotland","25 - 29","Female","All","All","125","40","0.304","0"
"2019","UK","Wales","Wales","25 - 29","Female","All","All","110","30","0.259","0"
"2020","UK","Wales","Wales","25 - 29","Female","All","All","110","40","0.376","0"
"2021","UK","Wales","Wales","25 - 29","Female","All","All","155","45","0.28200000000000003","0"
"2022","UK","Wales","Wales","25 - 29","Female","All","All","105","35","0.34900000000000003","0"
"2023","UK","Wales","Wales","25 - 29","Female","All","All","90","40","0.427","0"
"2019","International","EU (excluding UK)","Ireland","25 - 29","Female","All","All","5","0"," ","0"
"2020","International","EU (excluding UK)","Ireland","25 - 29","Female","All","All","10","0"," ","0"
"2021","International","EU (excluding UK)","Ireland","25 - 29","Female","All","All","10","0"," ","0"
"2022","International","EU (excluding UK)","Ireland","25 - 29","Female","All","All","10","0"," ","0"
"2023","International","EU (excluding UK)","Ireland","25 - 29","Female","All","All","5","0"," ","0"
"2019","International","Not EU","Canada","25 - 29","Female","All","All","5","0"," ","0"
"2021","International","Not EU","Canada","25 - 29","Female","All","All","5","0"," ","0"
"2019","International","Not EU","Ghana","25 - 29","Female","All","All","5","0"," ","0"
"2020","International","Not EU","Ghana","25 - 29","Female","All","All","10","0"," ","0"
"2021","International","Not EU","Ghana","25 - 29","Female","All","All","5","0"," ","0"
"2022","International","Not EU","Ghana","25 - 29","Female","All","All","15","0"," ","0"
"2023","International","Not EU","Ghana","25 - 29","Female","All","All","10","0"," ","0"
"2021","International","Not EU","Nigeria","25 - 29","Female","All","All","5","0"," ","0"
"2022","International","Not EU","Nigeria","25 - 29","Female","All","All","10","0"," ","0"
"2023","International","Not EU","Nigeria","25 - 29","Female","All","All","5","0"," ","0"
"2020","International","Not EU","United States of America","25 - 29","Female","All","All","5","0"," ","0"
"2021","International","Not EU","United States of America","25 - 29","Female","All","All","5","0"," ","0"
"2019","UK","England","England","30 - 34","Female","All","All","730","345","0.47000000000000003","0"
"2020","UK","England","England","30 - 34","Female","All","All","845","405","0.481","0"
"2021","UK","England","England","30 - 34","Female","All","All","1185","515","0.435","0"
"2022","UK","England","England","30 - 34","Female","All","All","1085","475","0.436","0"
"2023","UK","England","England","30 - 34","Female","All","All","810","390","0.48","0"
"2019","UK","Northern Ireland","Northern Ireland","30 - 34","Female","All","All","50","10","0.2","0"
"2020","UK","Northern Ireland","Northern Ireland","30 - 34","Female","All","All","50","10","0.196","0"
"2021","UK","Northern Ireland","Northern Ireland","30 - 34","Female","All","All","70","20","0.265","0"
"2022","UK","Northern Ireland","Northern Ireland","30 - 34","Female","All","All","65","15","0.219","0"
"2023","UK","Northern Ireland","Northern Ireland","30 - 34","Female","All","All","60","10","0.197","0"
"2019","UK","Scotland","Scotland","30 - 34","Female","All","All","115","25","0.23700000000000002","0"
"2020","UK","Scotland","Scotland","30 - 34","Female","All","All","150","40","0.26","0"
"2021","UK","Scotland","Scotland","30 - 34","Female","All","All","175","30","0.158","0"
"2022","UK","Scotland","Scotland","30 - 34","Female","All","All","155","30","0.209","0"
"2023","UK","Scotland","Scotland","30 - 34","Female","All","All","115","40","0.339","0"
"2019","UK","Wales","Wales","30 - 34","Female","All","All","90","25","0.275","0"
"2020","UK","Wales","Wales","30 - 34","Female","All","All","90","35","0.41100000000000003","0"
"2021","UK","Wales","Wales","30 - 34","Female","All","All","95","35","0.34","0"
"2022","UK","Wales","Wales","30 - 34","Female","All","All","95","30","0.333","0"
"2023","UK","Wales","Wales","30 - 34","Female","All","All","70","40","0.583","0"
"2021","International","EU (excluding UK)","Ireland","30 - 34","Female","All","All","5","0"," ","0"
"2022","International","Not EU","Ghana","30 - 34","Female","All","All","5","0"," ","0"
"2023","International","Not EU","Ghana","30 - 34","Female","All","All","5","0"," ","0"
"2020","International","Not EU","Nigeria","30 - 34","Female","All","All","5","0"," ","0"
"2022","International","Not EU","Nigeria","30 - 34","Female","All","All","5","0"," ","0"
"2023","International","Not EU","Nigeria","30 - 34","Female","All","All","5","0"," ","0"
"2023","International","Not EU","United States of America","30 - 34","Female","All","All","5","0"," ","0"
"2019","UK","England","England","35 and over","Female","All","All","805","340","0.422","0"
"2020","UK","England","England","35 and over","Female","All","All","980","440","0.45","0"
"2021","UK","England","England","35 and over","Female","All","All","1250","475","0.378","0"
"2022","UK","England","England","35 and over","Female","All","All","1130","445","0.396","0"
"2023","UK","England","England","35 and over","Female","All","All","1050","500","0.47500000000000003","0"
"2019","UK","Northern Ireland","Northern Ireland","35 and over","Female","All","All","75","15","0.211","0"
"2020","UK","Northern Ireland","Northern Ireland","35 and over","Female","All","All","40","10","0.268","0"
"2021","UK","Northern Ireland","Northern Ireland","35 and over","Female","All","All","65","10","0.169","0"
"2022","UK","Northern Ireland","Northern Ireland","35 and over","Female","All","All","70","15","0.2","0"
"2023","UK","Northern Ireland","Northern Ireland","35 and over","Female","All","All","55","10"," ","0"
"2019","UK","Scotland","Scotland","35 and over","Female","All","All","145","25","0.186","0"
"2020","UK","Scotland","Scotland","35 and over","Female","All","All","155","45","0.274","0"
"2021","UK","Scotland","Scotland","35 and over","Female","All","All","225","25","0.115","0"
"2022","UK","Scotland","Scotland","35 and over","Female","All","All","185","40","0.226","0"
"2023","UK","Scotland","Scotland","35 and over","Female","All","All","140","45","0.312","0"
"2019","UK","Wales","Wales","35 and over","Female","All","All","65","20","0.303","0"
"2020","UK","Wales","Wales","35 and over","Female","All","All","65","25","0.364","0"
"2021","UK","Wales","Wales","35 and over","Female","All","All","80","25","0.296","0"
"2022","UK","Wales","Wales","35 and over","Female","All","All","70","30","0.47100000000000003","0"
"2023","UK","Wales","Wales","35 and over","Female","All","All","65","30","0.508","0"
"2019","International","EU (excluding UK)","Ireland","35 and over","Female","All","All","5","0"," ","0"
"2020","International","EU (excluding UK)","Ireland","35 and over","Female","All","All","5","0"," ","0"
"2021","International","EU (excluding UK)","Ireland","35 and over","Female","All","All","5","0"," ","0"
"2022","International","Not EU","Ghana","35 and over","Female","All","All","5","0"," ","0"
"2023","International","Not EU","Ghana","35 and over","Female","All","All","5","0"," ","0"
"2021","International","Not EU","Nigeria","35 and over","Female","All","All","5","0"," ","0"
"2022","International","Not EU","Nigeria","35 and over","Female","All","All","5","0"," ","0"
"2023","International","Not EU","Nigeria","35 and over","Female","All","All","5","0"," ","0"
"2021","International","Not EU","United States of America","35 and over","Female","All","All","5","0"," ","0"
"2019","UK","England","England","18","Male","All","All","5","0"," ","0"
"2021","UK","England","England","18","Male","All","All","10","5"," ","0"
"2022","UK","England","England","18","Male","All","All","15","5"," ","0"
"2023","UK","England","England","18","Male","All","All","5","0"," ","0"
"2021","UK","Scotland","Scotland","18","Male","All","All","5","0"," ","0"
"2021","UK","England","England","20","Male","All","All","5","0"," ","0"
"2023","UK","England","England","20","Male","All","All","5","0"," ","0"
"2019","UK","England","England","21 - 24","Male","All","All","5","0"," ","0"
"2020","UK","England","England","21 - 24","Male","All","All","5","0"," ","0"
"2021","UK","England","England","21 - 24","Male","All","All","5","0"," ","0"
"2022","UK","England","England","21 - 24","Male","All","All","10","5"," ","0"
"2023","UK","England","England","21 - 24","Male","All","All","5","0"," ","0"
"2019","UK","England","England","25 - 29","Male","All","All","5","0"," ","0"
"2020","UK","England","England","25 - 29","Male","All","All","5","0"," ","0"
"2021","UK","England","England","25 - 29","Male","All","All","10","5"," ","0"
"2022","UK","England","England","25 - 29","Male","All","All","5","0"," ","0"
"2023","UK","England","England","25 - 29","Male","All","All","5","0"," ","0"
"2019","UK","England","England","30 - 34","Male","All","All","5","0"," ","0"
"2021","UK","England","England","30 - 34","Male","All","All","5","0"," ","0"
"2022","UK","England","England","30 - 34","Male","All","All","5","5"," ","0"
"2023","UK","England","England","30 - 34","Male","All","All","5","0"," ","0"
"2019","UK","England","England","35 and over","Male","All","All","5","5"," ","0"
"2020","UK","England","England","35 and over","Male","All","All","5","0"," ","0"
"2021","UK","England","England","35 and over","Male","All","All","10","0"," ","0"
"2022","UK","England","England","35 and over","Male","All","All","5","0"," ","0"
"2023","UK","England","England","35 and over","Male","All","All","10","0"," ","0"
"2021","UK","Northern Ireland","All","17 and under","Female","All","All","5","0"," ","0"
"2020","UK","England","All","17 and under","Female","All","All","5","0"," ","0"
"2021","UK","England","All","17 and under","Female","All","All","5","0"," ","0"
"2022","UK","England","All","17 and under","Female","All","All","5","0"," ","0"
"2023","UK","England","All","17 and under","Female","All","All","5","0"," ","0"
"2019","UK","Scotland","All","17 and under","Female","All","All","10","0"," ","0"
"2020","UK","Scotland","All","17 and under","Female","All","All","20","5"," ","0"
"2021","UK","Scotland","All","17 and under","Female","All","All","15","5"," ","0"
"2022","UK","Scotland","All","17 and under","Female","All","All","25","5"," ","0"
"2023","UK","Scotland","All","17 and under","Female","All","All","10","5"," ","0"
"2019","International","Not EU","All","17 and under","Female","All","All","5","0"," ","0"
"2020","International","Not EU","All","17 and under","Female","All","All","5","0"," ","0"
"2023","International","Not EU","All","17 and under","Female","All","All","5","0"," ","0"
