"Year","IMD2019 NIMDM2017 SIMD2012 2016 2020 WIMD2019","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2018","Quintile 3","All","Scotland","Male","Not main scheme applicant","Not main scheme application","30","5260","0.006"
"2018","Quintile 4","All","Scotland","Male","Not main scheme applicant","Not main scheme application","70","5710","0.012"
"2018","Quintile 5","All","Scotland","Male","Not main scheme applicant","Not main scheme application","20","6140","0.004"
"2019","Quintile 1","All","Scotland","Male","Not main scheme applicant","Not main scheme application","10","5640","0.002"
"2019","Quintile 2","All","Scotland","Male","Not main scheme applicant","Not main scheme application","20","5120","0.004"
"2019","Quintile 3","All","Scotland","Male","Not main scheme applicant","Not main scheme application","40","5200","0.007"
"2019","Quintile 4","All","Scotland","Male","Not main scheme applicant","Not main scheme application","40","5500","0.008"
"2019","Quintile 5","All","Scotland","Male","Not main scheme applicant","Not main scheme application","30","5990","0.005"
"2020","Quintile 1","All","Scotland","Male","Not main scheme applicant","Not main scheme application","20","5520","0.003"
"2020","Quintile 2","All","Scotland","Male","Not main scheme applicant","Not main scheme application","30","5140","0.005"
"2020","Quintile 3","All","Scotland","Male","Not main scheme applicant","Not main scheme application","60","5090","0.011"
"2020","Quintile 4","All","Scotland","Male","Not main scheme applicant","Not main scheme application","60","5480","0.011"
"2020","Quintile 5","All","Scotland","Male","Not main scheme applicant","Not main scheme application","40","5900","0.007"
"2021","Quintile 1","All","Scotland","Male","Not main scheme applicant","Not main scheme application","10","5810","0.002"
"2021","Quintile 2","All","Scotland","Male","Not main scheme applicant","Not main scheme application","20","5290","0.004"
"2021","Quintile 3","All","Scotland","Male","Not main scheme applicant","Not main scheme application","50","5310","0.009000000000000001"
"2021","Quintile 4","All","Scotland","Male","Not main scheme applicant","Not main scheme application","40","5860","0.007"
"2021","Quintile 5","All","Scotland","Male","Not main scheme applicant","Not main scheme application","30","6120","0.005"
"2022","Quintile 1","All","Scotland","Male","Not main scheme applicant","Not main scheme application","20","5880","0.003"
"2022","Quintile 2","All","Scotland","Male","Not main scheme applicant","Not main scheme application","20","5400","0.003"
"2022","Quintile 3","All","Scotland","Male","Not main scheme applicant","Not main scheme application","40","5410","0.007"
"2022","Quintile 4","All","Scotland","Male","Not main scheme applicant","Not main scheme application","60","5900","0.009000000000000001"
"2022","Quintile 5","All","Scotland","Male","Not main scheme applicant","Not main scheme application","30","6460","0.005"
"2023","Quintile 1","All","Scotland","Male","Not main scheme applicant","Not main scheme application","20","5940","0.003"
"2023","Quintile 2","All","Scotland","Male","Not main scheme applicant","Not main scheme application","30","5470","0.006"
"2023","Quintile 3","All","Scotland","Male","Not main scheme applicant","Not main scheme application","60","5460","0.011"
"2023","Quintile 4","All","Scotland","Male","Not main scheme applicant","Not main scheme application","70","5900","0.011"
"2023","Quintile 5","All","Scotland","Male","Not main scheme applicant","Not main scheme application","50","6310","0.008"
"2006","Quintile 1","All","Wales","Male","Not main scheme applicant","Not main scheme application","30","4220","0.006"
"2006","Quintile 2","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","4220","0.006"
"2006","Quintile 3","All","Wales","Male","Not main scheme applicant","Not main scheme application","30","3960","0.007"
"2006","Quintile 4","All","Wales","Male","Not main scheme applicant","Not main scheme application","30","4030","0.008"
"2006","Quintile 5","All","Wales","Male","Not main scheme applicant","Not main scheme application","40","3800","0.011"
"2007","Quintile 1","All","Wales","Male","Not main scheme applicant","Not main scheme application","10","4220","0.003"
"2007","Quintile 2","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","4210","0.005"
"2007","Quintile 3","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","4020","0.005"
"2007","Quintile 4","All","Wales","Male","Not main scheme applicant","Not main scheme application","30","3960","0.006"
"2007","Quintile 5","All","Wales","Male","Not main scheme applicant","Not main scheme application","30","3890","0.008"
"2008","Quintile 1","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","4350","0.005"
"2008","Quintile 2","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","4150","0.004"
"2008","Quintile 3","All","Wales","Male","Not main scheme applicant","Not main scheme application","40","4090","0.009000000000000001"
"2008","Quintile 4","All","Wales","Male","Not main scheme applicant","Not main scheme application","40","3980","0.011"
"2008","Quintile 5","All","Wales","Male","Not main scheme applicant","Not main scheme application","30","3860","0.009000000000000001"
"2009","Quintile 1","All","Wales","Male","Not main scheme applicant","Not main scheme application","10","4330","0.002"
"2009","Quintile 2","All","Wales","Male","Not main scheme applicant","Not main scheme application","30","4170","0.006"
"2009","Quintile 3","All","Wales","Male","Not main scheme applicant","Not main scheme application","30","4330","0.007"
"2009","Quintile 4","All","Wales","Male","Not main scheme applicant","Not main scheme application","30","4040","0.007"
"2009","Quintile 5","All","Wales","Male","Not main scheme applicant","Not main scheme application","30","3930","0.006"
"2010","Quintile 1","All","Wales","Male","Not main scheme applicant","Not main scheme application","0","4240","0.001"
"2010","Quintile 2","All","Wales","Male","Not main scheme applicant","Not main scheme application","10","3950","0.003"
"2010","Quintile 3","All","Wales","Male","Not main scheme applicant","Not main scheme application","10","3930","0.003"
"2010","Quintile 4","All","Wales","Male","Not main scheme applicant","Not main scheme application","10","3920","0.004"
"2010","Quintile 5","All","Wales","Male","Not main scheme applicant","Not main scheme application","10","3940","0.003"
"2011","Quintile 1","All","Wales","Male","Not main scheme applicant","Not main scheme application","10","4130","0.002"
"2011","Quintile 2","All","Wales","Male","Not main scheme applicant","Not main scheme application","10","3870","0.003"
"2011","Quintile 3","All","Wales","Male","Not main scheme applicant","Not main scheme application","10","3820","0.003"
"2011","Quintile 4","All","Wales","Male","Not main scheme applicant","Not main scheme application","10","3890","0.003"
"2011","Quintile 5","All","Wales","Male","Not main scheme applicant","Not main scheme application","10","3900","0.003"
"2012","Quintile 1","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","4060","0.004"
"2012","Quintile 2","All","Wales","Male","Not main scheme applicant","Not main scheme application","10","4010","0.003"
"2012","Quintile 3","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3810","0.005"
"2012","Quintile 4","All","Wales","Male","Not main scheme applicant","Not main scheme application","10","3990","0.004"
"2012","Quintile 5","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3880","0.006"
"2013","Quintile 1","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3940","0.005"
"2013","Quintile 2","All","Wales","Male","Not main scheme applicant","Not main scheme application","10","3930","0.002"
"2013","Quintile 3","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3900","0.006"
"2013","Quintile 4","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3760","0.006"
"2013","Quintile 5","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3840","0.006"
"2014","Quintile 1","All","Wales","Male","Not main scheme applicant","Not main scheme application","10","4130","0.002"
"2014","Quintile 2","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3760","0.004"
"2014","Quintile 3","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3680","0.005"
"2014","Quintile 4","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3840","0.005"
"2014","Quintile 5","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3850","0.006"
"2015","Quintile 1","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","4120","0.005"
"2015","Quintile 2","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3940","0.006"
"2015","Quintile 3","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3630","0.004"
"2015","Quintile 4","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3890","0.006"
"2015","Quintile 5","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3790","0.006"
"2016","Quintile 1","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","4060","0.005"
"2016","Quintile 2","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3550","0.006"
"2016","Quintile 3","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3640","0.005"
"2016","Quintile 4","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3640","0.005"
"2016","Quintile 5","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3650","0.006"
"2017","Quintile 1","All","Wales","Male","Not main scheme applicant","Not main scheme application","10","3790","0.002"
"2017","Quintile 2","All","Wales","Male","Not main scheme applicant","Not main scheme application","10","3620","0.002"
"2017","Quintile 3","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3580","0.004"
"2017","Quintile 4","All","Wales","Male","Not main scheme applicant","Not main scheme application","30","3560","0.008"
"2017","Quintile 5","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3640","0.005"
"2018","Quintile 1","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3780","0.005"
"2018","Quintile 2","All","Wales","Male","Not main scheme applicant","Not main scheme application","10","3550","0.003"
"2018","Quintile 3","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3330","0.005"
"2018","Quintile 4","All","Wales","Male","Not main scheme applicant","Not main scheme application","10","3480","0.004"
"2018","Quintile 5","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3530","0.004"
"2019","Quintile 1","All","Wales","Male","Not main scheme applicant","Not main scheme application","30","3740","0.007"
"2019","Quintile 2","All","Wales","Male","Not main scheme applicant","Not main scheme application","30","3400","0.007"
"2019","Quintile 3","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3370","0.006"
"2019","Quintile 4","All","Wales","Male","Not main scheme applicant","Not main scheme application","30","3360","0.01"
"2019","Quintile 5","All","Wales","Male","Not main scheme applicant","Not main scheme application","30","3620","0.007"
"2020","Quintile 1","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3630","0.006"
"2020","Quintile 2","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3280","0.006"
"2020","Quintile 3","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3180","0.007"
"2020","Quintile 4","All","Wales","Male","Not main scheme applicant","Not main scheme application","40","3320","0.011"
"2020","Quintile 5","All","Wales","Male","Not main scheme applicant","Not main scheme application","40","3370","0.01"
"2021","Quintile 1","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3700","0.005"
"2021","Quintile 2","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3400","0.006"
"2021","Quintile 3","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3270","0.006"
"2021","Quintile 4","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3310","0.007"
"2021","Quintile 5","All","Wales","Male","Not main scheme applicant","Not main scheme application","10","3430","0.004"
"2022","Quintile 1","All","Wales","Male","Not main scheme applicant","Not main scheme application","10","3760","0.002"
"2022","Quintile 2","All","Wales","Male","Not main scheme applicant","Not main scheme application","10","3400","0.004"
"2022","Quintile 3","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3330","0.005"
"2022","Quintile 4","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3380","0.006"
"2022","Quintile 5","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3420","0.007"
"2023","Quintile 1","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3890","0.005"
"2023","Quintile 2","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3590","0.004"
"2023","Quintile 3","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3470","0.005"
"2023","Quintile 4","All","Wales","Male","Not main scheme applicant","Not main scheme application","20","3430","0.007"
"2023","Quintile 5","All","Wales","Male","Not main scheme applicant","Not main scheme application","30","3450","0.008"
"2006","Quintile 1","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","50","2830","0.018000000000000002"
"2006","Quintile 2","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","80","2700","0.03"
"2006","Quintile 3","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","80","2690","0.03"
"2006","Quintile 4","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","90","2610","0.036000000000000004"
"2006","Quintile 5","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","90","2340","0.038"
"2007","Quintile 1","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","50","2700","0.017"
"2007","Quintile 2","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","90","2620","0.034"
"2007","Quintile 3","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","80","2610","0.029"
"2007","Quintile 4","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","90","2560","0.036000000000000004"
"2007","Quintile 5","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","90","2280","0.04"
"2008","Quintile 1","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","50","2640","0.02"
"2008","Quintile 2","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","90","2630","0.035"
"2008","Quintile 3","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","80","2630","0.031"
"2008","Quintile 4","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","90","2580","0.033"
"2008","Quintile 5","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","80","2270","0.037"
"2009","Quintile 1","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","60","2590","0.022"
"2009","Quintile 2","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","80","2610","0.031"
"2009","Quintile 3","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","90","2620","0.034"
"2009","Quintile 4","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","120","2600","0.045"
"2009","Quintile 5","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","90","2260","0.039"
"2010","Quintile 1","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","50","2510","0.021"
"2010","Quintile 2","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","50","2570","0.021"
"2010","Quintile 3","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","90","2590","0.035"
"2010","Quintile 4","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","80","2570","0.03"
"2010","Quintile 5","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","80","2200","0.038"
"2011","Quintile 1","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","50","2480","0.022"
"2011","Quintile 2","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","70","2550","0.026000000000000002"
"2011","Quintile 3","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","90","2570","0.034"
"2011","Quintile 4","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","110","2560","0.042"
"2011","Quintile 5","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","90","2180","0.04"
"2012","Quintile 1","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","70","2470","0.028"
"2012","Quintile 2","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","80","2570","0.032"
"2012","Quintile 3","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","90","2590","0.034"
"2012","Quintile 4","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","110","2580","0.042"
"2012","Quintile 5","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","100","2180","0.045"
"2013","Quintile 1","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","60","2400","0.026000000000000002"
"2013","Quintile 2","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","70","2500","0.028"
"2013","Quintile 3","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","70","2540","0.029"
"2013","Quintile 4","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","100","2520","0.04"
"2013","Quintile 5","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","90","2110","0.043000000000000003"
"2014","Quintile 1","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","50","2370","0.022"
"2014","Quintile 2","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","70","2490","0.028"
"2014","Quintile 3","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","90","2510","0.035"
"2014","Quintile 4","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","100","2490","0.04"
"2014","Quintile 5","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","90","2070","0.041"
"2015","Quintile 1","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","60","2420","0.024"
"2015","Quintile 2","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","80","2550","0.033"
"2015","Quintile 3","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","90","2560","0.034"
"2015","Quintile 4","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","90","2530","0.036000000000000004"
"2015","Quintile 5","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","90","2100","0.044"
"2016","Quintile 1","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","60","2390","0.026000000000000002"
"2016","Quintile 2","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","80","2500","0.032"
"2016","Quintile 3","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","100","2520","0.038"
"2016","Quintile 4","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","120","2480","0.046"
"2016","Quintile 5","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","100","2040","0.05"
"2017","Quintile 1","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","80","2390","0.034"
"2017","Quintile 2","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","90","2470","0.038"
"2017","Quintile 3","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","110","2510","0.043000000000000003"
"2017","Quintile 4","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","120","2440","0.05"
"2017","Quintile 5","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","110","2010","0.053"
"2018","Quintile 1","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","60","2260","0.025"
"2018","Quintile 2","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","80","2330","0.036000000000000004"
"2018","Quintile 3","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","120","2360","0.052000000000000005"
"2018","Quintile 4","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","100","2300","0.043000000000000003"
"2018","Quintile 5","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","120","1890","0.063"
"2019","Quintile 1","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","70","2220","0.031"
"2019","Quintile 2","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","110","2290","0.048"
"2019","Quintile 3","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","100","2320","0.044"
"2019","Quintile 4","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","130","2240","0.056"
"2019","Quintile 5","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","90","1840","0.049"
"2020","Quintile 1","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","90","2220","0.041"
"2020","Quintile 2","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","100","2300","0.044"
"2020","Quintile 3","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","120","2300","0.05"
"2020","Quintile 4","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","110","2230","0.051000000000000004"
"2020","Quintile 5","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","140","1830","0.078"
"2021","Quintile 1","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","100","2240","0.043000000000000003"
"2021","Quintile 2","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","120","2310","0.051000000000000004"
"2021","Quintile 3","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","110","2310","0.046"
"2021","Quintile 4","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","100","2230","0.044"
"2021","Quintile 5","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","120","1850","0.064"
"2022","Quintile 1","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","100","2270","0.042"
"2022","Quintile 2","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","120","2330","0.052000000000000005"
"2022","Quintile 3","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","130","2340","0.056"
"2022","Quintile 4","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","140","2260","0.063"
"2022","Quintile 5","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","140","1880","0.07200000000000001"
"2023","Quintile 1","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","80","2300","0.033"
"2023","Quintile 2","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","120","2380","0.05"
"2023","Quintile 3","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","130","2370","0.056"
"2023","Quintile 4","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","140","2290","0.062"
"2023","Quintile 5","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","100","1910","0.054"
"2006","Quintile 1","All","England","Female","Main scheme applicant","Not main scheme application","1170","71870","0.016"
"2006","Quintile 2","All","England","Female","Main scheme applicant","Not main scheme application","1530","64490","0.024"
"2006","Quintile 3","All","England","Female","Main scheme applicant","Not main scheme application","1560","59950","0.026000000000000002"
"2006","Quintile 4","All","England","Female","Main scheme applicant","Not main scheme application","1660","60460","0.027"
"2006","Quintile 5","All","England","Female","Main scheme applicant","Not main scheme application","1940","63070","0.031"
"2007","Quintile 1","All","England","Female","Main scheme applicant","Not main scheme application","1250","69790","0.018000000000000002"
"2007","Quintile 2","All","England","Female","Main scheme applicant","Not main scheme application","1620","62660","0.026000000000000002"
"2007","Quintile 3","All","England","Female","Main scheme applicant","Not main scheme application","1580","60550","0.026000000000000002"
"2007","Quintile 4","All","England","Female","Main scheme applicant","Not main scheme application","1750","59880","0.029"
"2007","Quintile 5","All","England","Female","Main scheme applicant","Not main scheme application","1930","62790","0.031"
"2008","Quintile 1","All","England","Female","Main scheme applicant","Not main scheme application","1420","69560","0.02"
"2008","Quintile 2","All","England","Female","Main scheme applicant","Not main scheme application","1720","63810","0.027"
"2008","Quintile 3","All","England","Female","Main scheme applicant","Not main scheme application","1810","61500","0.029"
"2008","Quintile 4","All","England","Female","Main scheme applicant","Not main scheme application","1960","61320","0.032"
"2008","Quintile 5","All","England","Female","Main scheme applicant","Not main scheme application","2290","64150","0.036000000000000004"
"2009","Quintile 1","All","England","Female","Main scheme applicant","Not main scheme application","1610","70340","0.023"
"2009","Quintile 2","All","England","Female","Main scheme applicant","Not main scheme application","1960","65100","0.03"
"2009","Quintile 3","All","England","Female","Main scheme applicant","Not main scheme application","1940","62720","0.031"
"2009","Quintile 4","All","England","Female","Main scheme applicant","Not main scheme application","2260","62450","0.036000000000000004"
"2009","Quintile 5","All","England","Female","Main scheme applicant","Not main scheme application","2390","64920","0.037"
"2010","Quintile 1","All","England","Female","Main scheme applicant","Not main scheme application","1770","71120","0.025"
"2010","Quintile 2","All","England","Female","Main scheme applicant","Not main scheme application","2210","65440","0.034"
"2010","Quintile 3","All","England","Female","Main scheme applicant","Not main scheme application","2130","62150","0.034"
"2010","Quintile 4","All","England","Female","Main scheme applicant","Not main scheme application","2190","61340","0.036000000000000004"
"2010","Quintile 5","All","England","Female","Main scheme applicant","Not main scheme application","2470","64010","0.039"
"2011","Quintile 1","All","England","Female","Main scheme applicant","Not main scheme application","2310","69400","0.033"
"2011","Quintile 2","All","England","Female","Main scheme applicant","Not main scheme application","2610","62250","0.042"
"2011","Quintile 3","All","England","Female","Main scheme applicant","Not main scheme application","2580","60150","0.043000000000000003"
"2011","Quintile 4","All","England","Female","Main scheme applicant","Not main scheme application","2730","59890","0.046"
"2011","Quintile 5","All","England","Female","Main scheme applicant","Not main scheme application","3100","62850","0.049"
"2012","Quintile 1","All","England","Female","Main scheme applicant","Not main scheme application","2350","68540","0.034"
"2012","Quintile 2","All","England","Female","Main scheme applicant","Not main scheme application","2500","61650","0.04"
"2012","Quintile 3","All","England","Female","Main scheme applicant","Not main scheme application","2400","59820","0.04"
"2012","Quintile 4","All","England","Female","Main scheme applicant","Not main scheme application","2560","60620","0.042"
"2012","Quintile 5","All","England","Female","Main scheme applicant","Not main scheme application","2850","64990","0.044"
"2013","Quintile 1","All","England","Female","Main scheme applicant","Not main scheme application","2420","67150","0.036000000000000004"
"2013","Quintile 2","All","England","Female","Main scheme applicant","Not main scheme application","2610","61100","0.043000000000000003"
"2013","Quintile 3","All","England","Female","Main scheme applicant","Not main scheme application","2300","58970","0.039"
"2013","Quintile 4","All","England","Female","Main scheme applicant","Not main scheme application","2410","59120","0.041"
"2013","Quintile 5","All","England","Female","Main scheme applicant","Not main scheme application","2710","63980","0.042"
"2014","Quintile 1","All","England","Female","Main scheme applicant","Not main scheme application","2690","67400","0.04"
"2014","Quintile 2","All","England","Female","Main scheme applicant","Not main scheme application","2800","60540","0.046"
"2014","Quintile 3","All","England","Female","Main scheme applicant","Not main scheme application","2580","58460","0.044"
"2014","Quintile 4","All","England","Female","Main scheme applicant","Not main scheme application","2670","57940","0.046"
"2014","Quintile 5","All","England","Female","Main scheme applicant","Not main scheme application","2960","61780","0.048"
"2015","Quintile 1","All","England","Female","Main scheme applicant","Not main scheme application","3020","69560","0.043000000000000003"
"2015","Quintile 2","All","England","Female","Main scheme applicant","Not main scheme application","2970","62120","0.048"
"2015","Quintile 3","All","England","Female","Main scheme applicant","Not main scheme application","2650","60130","0.044"
"2015","Quintile 4","All","England","Female","Main scheme applicant","Not main scheme application","2820","59300","0.048"
"2015","Quintile 5","All","England","Female","Main scheme applicant","Not main scheme application","3190","62780","0.051000000000000004"
"2016","Quintile 1","All","England","Female","Main scheme applicant","Not main scheme application","3090","66820","0.046"
"2016","Quintile 2","All","England","Female","Main scheme applicant","Not main scheme application","3130","60550","0.052000000000000005"
"2016","Quintile 3","All","England","Female","Main scheme applicant","Not main scheme application","2900","58980","0.049"
"2016","Quintile 4","All","England","Female","Main scheme applicant","Not main scheme application","2950","58470","0.05"
"2016","Quintile 5","All","England","Female","Main scheme applicant","Not main scheme application","3380","62250","0.054"
"2017","Quintile 1","All","England","Female","Main scheme applicant","Not main scheme application","3190","66420","0.048"
"2017","Quintile 2","All","England","Female","Main scheme applicant","Not main scheme application","3260","60070","0.054"
"2017","Quintile 3","All","England","Female","Main scheme applicant","Not main scheme application","2890","57470","0.05"
"2017","Quintile 4","All","England","Female","Main scheme applicant","Not main scheme application","3130","58030","0.054"
"2017","Quintile 5","All","England","Female","Main scheme applicant","Not main scheme application","3390","62090","0.055"
"2018","Quintile 1","All","England","Female","Main scheme applicant","Not main scheme application","3280","65220","0.05"
"2018","Quintile 2","All","England","Female","Main scheme applicant","Not main scheme application","3240","58260","0.056"
"2018","Quintile 3","All","England","Female","Main scheme applicant","Not main scheme application","2960","56130","0.053"
"2018","Quintile 4","All","England","Female","Main scheme applicant","Not main scheme application","3060","56300","0.054"
"2018","Quintile 5","All","England","Female","Main scheme applicant","Not main scheme application","3500","60770","0.058"
"2019","Quintile 1","All","England","Female","Main scheme applicant","Not main scheme application","3580","64840","0.055"
"2019","Quintile 2","All","England","Female","Main scheme applicant","Not main scheme application","3760","57550","0.065"
"2019","Quintile 3","All","England","Female","Main scheme applicant","Not main scheme application","3180","55170","0.058"
"2019","Quintile 4","All","England","Female","Main scheme applicant","Not main scheme application","3400","55030","0.062"
"2019","Quintile 5","All","England","Female","Main scheme applicant","Not main scheme application","3890","59570","0.065"
"2020","Quintile 1","All","England","Female","Main scheme applicant","Not main scheme application","3730","63950","0.058"
"2020","Quintile 2","All","England","Female","Main scheme applicant","Not main scheme application","3760","57070","0.066"
"2020","Quintile 3","All","England","Female","Main scheme applicant","Not main scheme application","3560","54200","0.066"
"2020","Quintile 4","All","England","Female","Main scheme applicant","Not main scheme application","3670","53500","0.069"
"2020","Quintile 5","All","England","Female","Main scheme applicant","Not main scheme application","4330","58160","0.074"
