"Year","IMD2019 NIMDM2017 SIMD2012 2016 2020 WIMD2019","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2022","Quintile 4","All","All","All","All","Not main scheme application","7580","140220","0.054"
"2022","Quintile 5","All","All","All","All","Not main scheme application","8450","150190","0.056"
"2023","Quintile 1","All","All","All","All","Not main scheme application","9620","170230","0.057"
"2023","Quintile 2","All","All","All","All","Not main scheme application","9210","150580","0.061"
"2023","Quintile 3","All","All","All","All","Not main scheme application","8190","142990","0.057"
"2023","Quintile 4","All","All","All","All","Not main scheme application","8360","143140","0.058"
"2023","Quintile 5","All","All","All","All","Not main scheme application","9190","151660","0.061"
"2006","Quintile 1","All","All","All","All","Main scheme application","17270","172950","0.1"
"2006","Quintile 2","All","All","All","All","Main scheme application","25160","156760","0.161"
"2006","Quintile 3","All","All","All","All","Main scheme application","33380","148620","0.225"
"2006","Quintile 4","All","All","All","All","Main scheme application","42280","149220","0.28300000000000003"
"2006","Quintile 5","All","All","All","All","Main scheme application","55500","154600","0.359"
"2007","Quintile 1","All","All","All","All","Main scheme application","17430","168110","0.10400000000000001"
"2007","Quintile 2","All","All","All","All","Main scheme application","25110","153390","0.164"
"2007","Quintile 3","All","All","All","All","Main scheme application","33490","148370","0.226"
"2007","Quintile 4","All","All","All","All","Main scheme application","42460","148320","0.28600000000000003"
"2007","Quintile 5","All","All","All","All","Main scheme application","55370","154150","0.359"
"2008","Quintile 1","All","All","All","All","Main scheme application","18850","169340","0.111"
"2008","Quintile 2","All","All","All","All","Main scheme application","26920","156990","0.171"
"2008","Quintile 3","All","All","All","All","Main scheme application","34450","152550","0.226"
"2008","Quintile 4","All","All","All","All","Main scheme application","43890","151820","0.289"
"2008","Quintile 5","All","All","All","All","Main scheme application","57680","156970","0.367"
"2009","Quintile 1","All","All","All","All","Main scheme application","20460","170780","0.12"
"2009","Quintile 2","All","All","All","All","Main scheme application","28020","160160","0.17500000000000002"
"2009","Quintile 3","All","All","All","All","Main scheme application","36350","155170","0.234"
"2009","Quintile 4","All","All","All","All","Main scheme application","45570","154210","0.296"
"2009","Quintile 5","All","All","All","All","Main scheme application","59200","158890","0.373"
"2010","Quintile 1","All","All","All","All","Main scheme application","20730","169580","0.122"
"2010","Quintile 2","All","All","All","All","Main scheme application","27990","158390","0.177"
"2010","Quintile 3","All","All","All","All","Main scheme application","36160","151700","0.23800000000000002"
"2010","Quintile 4","All","All","All","All","Main scheme application","45080","152760","0.295"
"2010","Quintile 5","All","All","All","All","Main scheme application","58840","157090","0.375"
"2011","Quintile 1","All","All","All","All","Main scheme application","21120","167000","0.126"
"2011","Quintile 2","All","All","All","All","Main scheme application","28190","151960","0.186"
"2011","Quintile 3","All","All","All","All","Main scheme application","36400","148040","0.246"
"2011","Quintile 4","All","All","All","All","Main scheme application","45200","148530","0.304"
"2011","Quintile 5","All","All","All","All","Main scheme application","58530","154580","0.379"
"2012","Quintile 1","All","All","All","All","Main scheme application","21150","166190","0.127"
"2012","Quintile 2","All","All","All","All","Main scheme application","27430","150550","0.182"
"2012","Quintile 3","All","All","All","All","Main scheme application","34790","148170","0.23500000000000001"
"2012","Quintile 4","All","All","All","All","Main scheme application","43350","149980","0.289"
"2012","Quintile 5","All","All","All","All","Main scheme application","57180","158620","0.361"
"2013","Quintile 1","All","All","All","All","Main scheme application","23320","163710","0.14200000000000002"
"2013","Quintile 2","All","All","All","All","Main scheme application","29620","149130","0.199"
"2013","Quintile 3","All","All","All","All","Main scheme application","36140","145610","0.248"
"2013","Quintile 4","All","All","All","All","Main scheme application","44380","147020","0.302"
"2013","Quintile 5","All","All","All","All","Main scheme application","58300","155500","0.375"
"2014","Quintile 1","All","All","All","All","Main scheme application","25170","163930","0.154"
"2014","Quintile 2","All","All","All","All","Main scheme application","30370","148520","0.20400000000000001"
"2014","Quintile 3","All","All","All","All","Main scheme application","37230","144370","0.258"
"2014","Quintile 4","All","All","All","All","Main scheme application","44760","144340","0.31"
"2014","Quintile 5","All","All","All","All","Main scheme application","57480","152000","0.378"
"2015","Quintile 1","All","All","All","All","Main scheme application","26970","166300","0.162"
"2015","Quintile 2","All","All","All","All","Main scheme application","32400","151250","0.214"
"2015","Quintile 3","All","All","All","All","Main scheme application","38390","147250","0.261"
"2015","Quintile 4","All","All","All","All","Main scheme application","46520","147410","0.316"
"2015","Quintile 5","All","All","All","All","Main scheme application","59490","153940","0.386"
"2016","Quintile 1","All","All","All","All","Main scheme application","27520","161260","0.171"
"2016","Quintile 2","All","All","All","All","Main scheme application","32880","147140","0.223"
"2016","Quintile 3","All","All","All","All","Main scheme application","38910","144400","0.269"
"2016","Quintile 4","All","All","All","All","Main scheme application","46760","144540","0.324"
"2016","Quintile 5","All","All","All","All","Main scheme application","59700","152210","0.392"
"2017","Quintile 1","All","All","All","All","Main scheme application","28370","159740","0.178"
"2017","Quintile 2","All","All","All","All","Main scheme application","33120","146010","0.227"
"2017","Quintile 3","All","All","All","All","Main scheme application","38660","140890","0.274"
"2017","Quintile 4","All","All","All","All","Main scheme application","46680","142830","0.327"
"2017","Quintile 5","All","All","All","All","Main scheme application","59690","151430","0.394"
"2018","Quintile 1","All","All","All","All","Main scheme application","28410","156740","0.181"
"2018","Quintile 2","All","All","All","All","Main scheme application","32920","142570","0.231"
"2018","Quintile 3","All","All","All","All","Main scheme application","38000","137280","0.277"
"2018","Quintile 4","All","All","All","All","Main scheme application","45590","138130","0.33"
"2018","Quintile 5","All","All","All","All","Main scheme application","58260","147620","0.395"
"2019","Quintile 1","All","All","All","All","Main scheme application","29510","155320","0.19"
"2019","Quintile 2","All","All","All","All","Main scheme application","33050","139560","0.23700000000000002"
"2019","Quintile 3","All","All","All","All","Main scheme application","37690","133920","0.281"
"2019","Quintile 4","All","All","All","All","Main scheme application","44610","135080","0.33"
"2019","Quintile 5","All","All","All","All","Main scheme application","56930","143960","0.395"
"2020","Quintile 1","All","All","All","All","Main scheme application","32760","153370","0.214"
"2020","Quintile 2","All","All","All","All","Main scheme application","36040","138330","0.261"
"2020","Quintile 3","All","All","All","All","Main scheme application","39540","131570","0.301"
"2020","Quintile 4","All","All","All","All","Main scheme application","46310","132320","0.35000000000000003"
"2020","Quintile 5","All","All","All","All","Main scheme application","58430","141480","0.41300000000000003"
"2021","Quintile 1","All","All","All","All","Main scheme application","36740","158790","0.231"
"2021","Quintile 2","All","All","All","All","Main scheme application","40690","142520","0.28600000000000003"
"2021","Quintile 3","All","All","All","All","Main scheme application","45180","135830","0.333"
"2021","Quintile 4","All","All","All","All","Main scheme application","52800","135980","0.388"
"2021","Quintile 5","All","All","All","All","Main scheme application","67330","145760","0.462"
