"Year","Tariff group of provider released from","Tariff group of provider accepted to","Age group","Domicile","Gender","Placed after self-releasing"
"2023","Lower tariff","All","17 and under","England","Female","5"
"2019","Medium tariff","All","17 and under","England","Female","5"
"2020","Medium tariff","All","17 and under","England","Female","10"
"2021","Medium tariff","All","17 and under","England","Female","5"
"2022","Medium tariff","All","17 and under","England","Female","5"
"2023","Medium tariff","All","17 and under","England","Female","5"
"2019","Higher tariff","All","17 and under","England","Female","5"
"2020","Higher tariff","All","17 and under","England","Female","10"
"2022","Higher tariff","All","17 and under","England","Female","5"
"2023","Higher tariff","All","17 and under","England","Female","5"
"2019","N/A","All","18","England","Female","120"
"2020","N/A","All","18","England","Female","105"
"2021","N/A","All","18","England","Female","90"
"2022","N/A","All","18","England","Female","95"
"2023","N/A","All","18","England","Female","140"
"2019","Lower tariff","All","18","England","Female","2745"
"2020","Lower tariff","All","18","England","Female","3525"
"2021","Lower tariff","All","18","England","Female","2610"
"2022","Lower tariff","All","18","England","Female","3375"
"2023","Lower tariff","All","18","England","Female","3485"
"2019","Medium tariff","All","18","England","Female","2580"
"2020","Medium tariff","All","18","England","Female","4020"
"2021","Medium tariff","All","18","England","Female","2650"
"2022","Medium tariff","All","18","England","Female","3245"
"2023","Medium tariff","All","18","England","Female","3465"
"2019","Higher tariff","All","18","England","Female","1095"
"2020","Higher tariff","All","18","England","Female","2365"
"2021","Higher tariff","All","18","England","Female","950"
"2022","Higher tariff","All","18","England","Female","1185"
"2023","Higher tariff","All","18","England","Female","1460"
"2019","N/A","All","19","England","Female","30"
"2020","N/A","All","19","England","Female","20"
"2021","N/A","All","19","England","Female","15"
"2022","N/A","All","19","England","Female","20"
"2023","N/A","All","19","England","Female","30"
"2019","Lower tariff","All","19","England","Female","765"
"2020","Lower tariff","All","19","England","Female","895"
"2021","Lower tariff","All","19","England","Female","690"
"2022","Lower tariff","All","19","England","Female","690"
"2023","Lower tariff","All","19","England","Female","765"
"2019","Medium tariff","All","19","England","Female","555"
"2020","Medium tariff","All","19","England","Female","710"
"2021","Medium tariff","All","19","England","Female","460"
"2022","Medium tariff","All","19","England","Female","455"
"2023","Medium tariff","All","19","England","Female","575"
"2019","Higher tariff","All","19","England","Female","240"
"2020","Higher tariff","All","19","England","Female","330"
"2021","Higher tariff","All","19","England","Female","165"
"2022","Higher tariff","All","19","England","Female","175"
"2023","Higher tariff","All","19","England","Female","240"
"2019","N/A","All","20","England","Female","5"
"2020","N/A","All","20","England","Female","5"
"2021","N/A","All","20","England","Female","5"
"2022","N/A","All","20","England","Female","5"
"2023","N/A","All","20","England","Female","5"
"2019","Lower tariff","All","20","England","Female","195"
"2020","Lower tariff","All","20","England","Female","245"
"2021","Lower tariff","All","20","England","Female","205"
"2022","Lower tariff","All","20","England","Female","155"
"2023","Lower tariff","All","20","England","Female","220"
"2019","Medium tariff","All","20","England","Female","110"
"2020","Medium tariff","All","20","England","Female","135"
"2021","Medium tariff","All","20","England","Female","100"
"2022","Medium tariff","All","20","England","Female","95"
"2023","Medium tariff","All","20","England","Female","135"
"2019","Higher tariff","All","20","England","Female","30"
"2020","Higher tariff","All","20","England","Female","45"
"2021","Higher tariff","All","20","England","Female","35"
"2022","Higher tariff","All","20","England","Female","30"
"2023","Higher tariff","All","20","England","Female","35"
"2019","N/A","All","21 - 24","England","Female","5"
"2021","N/A","All","21 - 24","England","Female","5"
"2022","N/A","All","21 - 24","England","Female","15"
"2023","N/A","All","21 - 24","England","Female","10"
"2019","Lower tariff","All","21 - 24","England","Female","155"
"2020","Lower tariff","All","21 - 24","England","Female","205"
"2021","Lower tariff","All","21 - 24","England","Female","190"
"2022","Lower tariff","All","21 - 24","England","Female","175"
"2023","Lower tariff","All","21 - 24","England","Female","175"
"2019","Medium tariff","All","21 - 24","England","Female","75"
"2020","Medium tariff","All","21 - 24","England","Female","110"
"2021","Medium tariff","All","21 - 24","England","Female","85"
"2022","Medium tariff","All","21 - 24","England","Female","80"
"2023","Medium tariff","All","21 - 24","England","Female","80"
"2019","Higher tariff","All","21 - 24","England","Female","25"
"2020","Higher tariff","All","21 - 24","England","Female","30"
"2021","Higher tariff","All","21 - 24","England","Female","30"
"2022","Higher tariff","All","21 - 24","England","Female","25"
"2023","Higher tariff","All","21 - 24","England","Female","25"
"2019","N/A","All","25 - 29","England","Female","5"
"2020","N/A","All","25 - 29","England","Female","5"
"2019","Lower tariff","All","25 - 29","England","Female","65"
"2020","Lower tariff","All","25 - 29","England","Female","90"
"2021","Lower tariff","All","25 - 29","England","Female","65"
"2022","Lower tariff","All","25 - 29","England","Female","55"
"2023","Lower tariff","All","25 - 29","England","Female","65"
"2019","Medium tariff","All","25 - 29","England","Female","15"
"2020","Medium tariff","All","25 - 29","England","Female","35"
"2021","Medium tariff","All","25 - 29","England","Female","20"
"2022","Medium tariff","All","25 - 29","England","Female","20"
"2023","Medium tariff","All","25 - 29","England","Female","20"
"2019","Higher tariff","All","25 - 29","England","Female","5"
"2020","Higher tariff","All","25 - 29","England","Female","10"
"2021","Higher tariff","All","25 - 29","England","Female","15"
"2022","Higher tariff","All","25 - 29","England","Female","5"
"2023","Higher tariff","All","25 - 29","England","Female","5"
"2019","Lower tariff","All","30 - 34","England","Female","45"
"2020","Lower tariff","All","30 - 34","England","Female","45"
"2021","Lower tariff","All","30 - 34","England","Female","45"
"2022","Lower tariff","All","30 - 34","England","Female","40"
"2023","Lower tariff","All","30 - 34","England","Female","35"
"2019","Medium tariff","All","30 - 34","England","Female","15"
"2020","Medium tariff","All","30 - 34","England","Female","15"
"2021","Medium tariff","All","30 - 34","England","Female","10"
"2022","Medium tariff","All","30 - 34","England","Female","10"
"2023","Medium tariff","All","30 - 34","England","Female","15"
"2019","Higher tariff","All","30 - 34","England","Female","5"
"2020","Higher tariff","All","30 - 34","England","Female","5"
"2019","N/A","All","35 and over","England","Female","5"
"2020","N/A","All","35 and over","England","Female","5"
"2021","N/A","All","35 and over","England","Female","10"
"2022","N/A","All","35 and over","England","Female","5"
"2019","Lower tariff","All","35 and over","England","Female","70"
"2020","Lower tariff","All","35 and over","England","Female","85"
"2021","Lower tariff","All","35 and over","England","Female","105"
"2022","Lower tariff","All","35 and over","England","Female","80"
"2023","Lower tariff","All","35 and over","England","Female","80"
"2019","Medium tariff","All","35 and over","England","Female","10"
"2020","Medium tariff","All","35 and over","England","Female","25"
"2021","Medium tariff","All","35 and over","England","Female","20"
"2022","Medium tariff","All","35 and over","England","Female","15"
"2023","Medium tariff","All","35 and over","England","Female","15"
"2019","Higher tariff","All","35 and over","England","Female","5"
"2020","Higher tariff","All","35 and over","England","Female","10"
"2021","Higher tariff","All","35 and over","England","Female","5"
"2022","Higher tariff","All","35 and over","England","Female","5"
"2023","Higher tariff","All","35 and over","England","Female","5"
"2020","Medium tariff","All","17 and under","Scotland","Female","5"
"2021","Medium tariff","All","17 and under","Scotland","Female","5"
"2022","Medium tariff","All","17 and under","Scotland","Female","5"
"2023","Medium tariff","All","17 and under","Scotland","Female","10"
"2020","Higher tariff","All","17 and under","Scotland","Female","5"
"2023","Higher tariff","All","17 and under","Scotland","Female","5"
"2019","Lower tariff","All","18","Scotland","Female","5"
"2020","Lower tariff","All","18","Scotland","Female","5"
"2022","Lower tariff","All","18","Scotland","Female","5"
"2023","Lower tariff","All","18","Scotland","Female","5"
"2019","Medium tariff","All","18","Scotland","Female","75"
"2020","Medium tariff","All","18","Scotland","Female","135"
"2021","Medium tariff","All","18","Scotland","Female","55"
"2022","Medium tariff","All","18","Scotland","Female","75"
"2023","Medium tariff","All","18","Scotland","Female","120"
"2019","Higher tariff","All","18","Scotland","Female","35"
"2020","Higher tariff","All","18","Scotland","Female","75"
"2021","Higher tariff","All","18","Scotland","Female","35"
"2022","Higher tariff","All","18","Scotland","Female","40"
"2023","Higher tariff","All","18","Scotland","Female","60"
"2020","Lower tariff","All","19","Scotland","Female","5"
"2019","Medium tariff","All","19","Scotland","Female","15"
"2020","Medium tariff","All","19","Scotland","Female","30"
"2021","Medium tariff","All","19","Scotland","Female","20"
"2022","Medium tariff","All","19","Scotland","Female","30"
"2023","Medium tariff","All","19","Scotland","Female","35"
"2019","Higher tariff","All","19","Scotland","Female","10"
"2020","Higher tariff","All","19","Scotland","Female","10"
"2021","Higher tariff","All","19","Scotland","Female","5"
"2022","Higher tariff","All","19","Scotland","Female","15"
"2023","Higher tariff","All","19","Scotland","Female","15"
"2019","Medium tariff","All","20","Scotland","Female","10"
"2020","Medium tariff","All","20","Scotland","Female","10"
"2021","Medium tariff","All","20","Scotland","Female","5"
"2022","Medium tariff","All","20","Scotland","Female","10"
"2023","Medium tariff","All","20","Scotland","Female","20"
"2019","Higher tariff","All","20","Scotland","Female","5"
"2020","Higher tariff","All","20","Scotland","Female","5"
"2022","Higher tariff","All","20","Scotland","Female","5"
"2023","Higher tariff","All","20","Scotland","Female","5"
"2019","Medium tariff","All","21 - 24","Scotland","Female","10"
"2020","Medium tariff","All","21 - 24","Scotland","Female","20"
"2021","Medium tariff","All","21 - 24","Scotland","Female","15"
"2022","Medium tariff","All","21 - 24","Scotland","Female","10"
"2023","Medium tariff","All","21 - 24","Scotland","Female","20"
"2019","Higher tariff","All","21 - 24","Scotland","Female","5"
"2020","Higher tariff","All","21 - 24","Scotland","Female","10"
"2022","Higher tariff","All","21 - 24","Scotland","Female","10"
"2023","Higher tariff","All","21 - 24","Scotland","Female","5"
"2020","Medium tariff","All","25 - 29","Scotland","Female","5"
"2021","Medium tariff","All","25 - 29","Scotland","Female","5"
"2022","Medium tariff","All","25 - 29","Scotland","Female","5"
"2023","Medium tariff","All","25 - 29","Scotland","Female","5"
"2022","Higher tariff","All","25 - 29","Scotland","Female","5"
"2023","Higher tariff","All","25 - 29","Scotland","Female","5"
"2020","Medium tariff","All","30 - 34","Scotland","Female","5"
"2022","Medium tariff","All","30 - 34","Scotland","Female","10"
"2023","Medium tariff","All","30 - 34","Scotland","Female","5"
"2020","Medium tariff","All","35 and over","Scotland","Female","10"
"2021","Medium tariff","All","35 and over","Scotland","Female","5"
"2022","Medium tariff","All","35 and over","Scotland","Female","5"
"2023","Medium tariff","All","35 and over","Scotland","Female","5"
"2022","Higher tariff","All","35 and over","Scotland","Female","5"
"2019","N/A","All","18","Wales","Female","5"
"2021","N/A","All","18","Wales","Female","5"
"2022","N/A","All","18","Wales","Female","5"
"2019","Lower tariff","All","18","Wales","Female","75"
"2020","Lower tariff","All","18","Wales","Female","115"
"2021","Lower tariff","All","18","Wales","Female","65"
"2022","Lower tariff","All","18","Wales","Female","115"
"2023","Lower tariff","All","18","Wales","Female","95"
"2019","Medium tariff","All","18","Wales","Female","110"
"2020","Medium tariff","All","18","Wales","Female","140"
"2021","Medium tariff","All","18","Wales","Female","95"
"2022","Medium tariff","All","18","Wales","Female","125"
"2023","Medium tariff","All","18","Wales","Female","125"
"2019","Higher tariff","All","18","Wales","Female","45"
"2020","Higher tariff","All","18","Wales","Female","95"
"2021","Higher tariff","All","18","Wales","Female","45"
"2022","Higher tariff","All","18","Wales","Female","55"
"2023","Higher tariff","All","18","Wales","Female","45"
"2019","N/A","All","19","Wales","Female","5"
"2019","Lower tariff","All","19","Wales","Female","35"
"2020","Lower tariff","All","19","Wales","Female","30"
"2021","Lower tariff","All","19","Wales","Female","20"
"2022","Lower tariff","All","19","Wales","Female","15"
"2023","Lower tariff","All","19","Wales","Female","20"
"2019","Medium tariff","All","19","Wales","Female","20"
"2020","Medium tariff","All","19","Wales","Female","25"
"2021","Medium tariff","All","19","Wales","Female","25"
"2022","Medium tariff","All","19","Wales","Female","25"
"2023","Medium tariff","All","19","Wales","Female","30"
"2019","Higher tariff","All","19","Wales","Female","10"
"2020","Higher tariff","All","19","Wales","Female","25"
"2021","Higher tariff","All","19","Wales","Female","10"
