"Year","FSM status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2022","Receiving FSM","18","All","Female","All","Not main scheme application","2390","44380","0.054"
"2022","Not receiving FSM","18","All","Female","All","Not main scheme application","15890","234790","0.068"
"2023","Receiving FSM","18","All","Female","All","Not main scheme application","2790","54660","0.051000000000000004"
"2023","Not receiving FSM","18","All","Female","All","Not main scheme application","16360","243110","0.067"
"2006","Receiving FSM","18","All","Male","All","Not main scheme application","570","41820","0.014"
"2006","Not receiving FSM","18","All","Male","All","Not main scheme application","5410","257630","0.021"
"2007","Receiving FSM","18","All","Male","All","Not main scheme application","590","40220","0.015"
"2007","Not receiving FSM","18","All","Male","All","Not main scheme application","5740","255160","0.023"
"2008","Receiving FSM","18","All","Male","All","Not main scheme application","670","39560","0.017"
"2008","Not receiving FSM","18","All","Male","All","Not main scheme application","6360","262070","0.024"
"2009","Receiving FSM","18","All","Male","All","Not main scheme application","650","37950","0.017"
"2009","Not receiving FSM","18","All","Male","All","Not main scheme application","7000","261500","0.027"
"2010","Receiving FSM","18","All","Male","All","Not main scheme application","650","37230","0.017"
"2010","Not receiving FSM","18","All","Male","All","Not main scheme application","7080","261650","0.027"
"2011","Receiving FSM","18","All","Male","All","Not main scheme application","890","37710","0.023"
"2011","Not receiving FSM","18","All","Male","All","Not main scheme application","8560","263550","0.032"
"2012","Receiving FSM","18","All","Male","All","Not main scheme application","1040","41130","0.025"
"2012","Not receiving FSM","18","All","Male","All","Not main scheme application","8220","262360","0.031"
"2013","Receiving FSM","18","All","Male","All","Not main scheme application","920","42020","0.022"
"2013","Not receiving FSM","18","All","Male","All","Not main scheme application","7940","254820","0.031"
"2014","Receiving FSM","18","All","Male","All","Not main scheme application","1030","42140","0.024"
"2014","Not receiving FSM","18","All","Male","All","Not main scheme application","9010","252540","0.036000000000000004"
"2015","Receiving FSM","18","All","Male","All","Not main scheme application","1150","44940","0.026000000000000002"
"2015","Not receiving FSM","18","All","Male","All","Not main scheme application","9110","254180","0.036000000000000004"
"2016","Receiving FSM","18","All","Male","All","Not main scheme application","1180","42780","0.028"
"2016","Not receiving FSM","18","All","Male","All","Not main scheme application","9590","249660","0.038"
"2017","Receiving FSM","18","All","Male","All","Not main scheme application","1160","40770","0.028"
"2017","Not receiving FSM","18","All","Male","All","Not main scheme application","10330","248880","0.042"
"2018","Receiving FSM","18","All","Male","All","Not main scheme application","1130","38590","0.029"
"2018","Not receiving FSM","18","All","Male","All","Not main scheme application","10540","244340","0.043000000000000003"
"2019","Receiving FSM","18","All","Male","All","Not main scheme application","1240","36730","0.034"
"2019","Not receiving FSM","18","All","Male","All","Not main scheme application","12480","238280","0.052000000000000005"
"2020","Receiving FSM","18","All","Male","All","Not main scheme application","1280","35510","0.036000000000000004"
"2020","Not receiving FSM","18","All","Male","All","Not main scheme application","14500","238950","0.061"
"2021","Receiving FSM","18","All","Male","All","Not main scheme application","1230","40760","0.03"
"2021","Not receiving FSM","18","All","Male","All","Not main scheme application","10570","243760","0.043000000000000003"
"2022","Receiving FSM","18","All","Male","All","Not main scheme application","1560","46850","0.033"
"2022","Not receiving FSM","18","All","Male","All","Not main scheme application","12310","246310","0.05"
"2023","Receiving FSM","18","All","Male","All","Not main scheme application","2070","56890","0.036000000000000004"
"2023","Not receiving FSM","18","All","Male","All","Not main scheme application","13430","242630","0.055"
"2006","Receiving FSM","18","All","Female","All","Main scheme application","3780","41040","0.092"
"2006","Not receiving FSM","18","All","Female","All","Main scheme application","63460","250770","0.253"
"2007","Receiving FSM","18","All","Female","All","Main scheme application","3910","39940","0.098"
"2007","Not receiving FSM","18","All","Female","All","Main scheme application","63840","247450","0.258"
"2008","Receiving FSM","18","All","Female","All","Main scheme application","4110","38610","0.106"
"2008","Not receiving FSM","18","All","Female","All","Main scheme application","69130","252690","0.274"
"2009","Receiving FSM","18","All","Female","All","Main scheme application","4330","37480","0.115"
"2009","Not receiving FSM","18","All","Female","All","Main scheme application","70490","253130","0.278"
"2010","Receiving FSM","18","All","Female","All","Main scheme application","4050","36250","0.112"
"2010","Not receiving FSM","18","All","Female","All","Main scheme application","69950","251960","0.278"
"2011","Receiving FSM","18","All","Female","All","Main scheme application","4380","36700","0.11900000000000001"
"2011","Not receiving FSM","18","All","Female","All","Main scheme application","70800","251540","0.281"
"2012","Receiving FSM","18","All","Female","All","Main scheme application","4560","38950","0.117"
"2012","Not receiving FSM","18","All","Female","All","Main scheme application","68600","249670","0.275"
"2013","Receiving FSM","18","All","Female","All","Main scheme application","5060","39780","0.127"
"2013","Not receiving FSM","18","All","Female","All","Main scheme application","71680","242950","0.295"
"2014","Receiving FSM","18","All","Female","All","Main scheme application","5740","40410","0.14200000000000002"
"2014","Not receiving FSM","18","All","Female","All","Main scheme application","73050","239270","0.305"
"2015","Receiving FSM","18","All","Female","All","Main scheme application","6570","42610","0.154"
"2015","Not receiving FSM","18","All","Female","All","Main scheme application","77550","243100","0.319"
"2016","Receiving FSM","18","All","Female","All","Main scheme application","6330","40300","0.157"
"2016","Not receiving FSM","18","All","Female","All","Main scheme application","78770","238550","0.33"
"2017","Receiving FSM","18","All","Female","All","Main scheme application","6200","38130","0.163"
"2017","Not receiving FSM","18","All","Female","All","Main scheme application","79830","237470","0.336"
