"Year","Provider country","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate"
"2022","Wales","All","Wales","All","Main scheme applicant","Not main scheme application","25","20","0.875"
"2023","Wales","All","Wales","All","Main scheme applicant","Not main scheme application","35","30","0.886"
"2020","Scotland","All","Not EU","All","Main scheme applicant","Not main scheme application","5","0"," "
"2022","Scotland","All","Not EU","All","Main scheme applicant","Not main scheme application","5","0"," "
"2019","Scotland","All","EU (excluding UK)","All","Main scheme applicant","Not main scheme application","5","0"," "
"2020","Scotland","All","EU (excluding UK)","All","Main scheme applicant","Not main scheme application","10","5"," "
"2021","Scotland","All","EU (excluding UK)","All","Main scheme applicant","Not main scheme application","5","0"," "
"2022","Scotland","All","EU (excluding UK)","All","Main scheme applicant","Not main scheme application","5","0"," "
"2019","Scotland","All","Northern Ireland","All","Main scheme applicant","Main scheme application","90","20","0.244"
"2020","Scotland","All","Northern Ireland","All","Main scheme applicant","Main scheme application","70","15","0.203"
"2021","Scotland","All","Northern Ireland","All","Main scheme applicant","Main scheme application","95","30","0.302"
"2022","Scotland","All","Northern Ireland","All","Main scheme applicant","Main scheme application","65","20","0.313"
"2023","Scotland","All","Northern Ireland","All","Main scheme applicant","Main scheme application","45","10"," "
"2022","Wales","All","Northern Ireland","All","Main scheme applicant","Main scheme application","20","5"," "
"2023","Wales","All","Northern Ireland","All","Main scheme applicant","Main scheme application","15","0"," "
"2019","England","All","England","All","Main scheme applicant","Main scheme application","40","20","0.47600000000000003"
"2020","England","All","England","All","Main scheme applicant","Main scheme application","50","20","0.375"
"2021","England","All","England","All","Main scheme applicant","Main scheme application","40","25","0.61"
"2022","England","All","England","All","Main scheme applicant","Main scheme application","20","10"," "
"2023","England","All","England","All","Main scheme applicant","Main scheme application","25","15","0.577"
"2019","Scotland","All","England","All","Main scheme applicant","Main scheme application","100","30","0.303"
"2020","Scotland","All","England","All","Main scheme applicant","Main scheme application","90","45","0.483"
"2021","Scotland","All","England","All","Main scheme applicant","Main scheme application","145","35","0.255"
"2022","Scotland","All","England","All","Main scheme applicant","Main scheme application","100","25","0.253"
"2023","Scotland","All","England","All","Main scheme applicant","Main scheme application","65","15","0.242"
"2022","Wales","All","England","All","Main scheme applicant","Main scheme application","110","55","0.47300000000000003"
"2023","Wales","All","England","All","Main scheme applicant","Main scheme application","105","45","0.448"
"2019","Scotland","All","Scotland","All","Main scheme applicant","Main scheme application","4615","2230","0.484"
"2020","Scotland","All","Scotland","All","Main scheme applicant","Main scheme application","4815","2400","0.498"
"2021","Scotland","All","Scotland","All","Main scheme applicant","Main scheme application","5750","2335","0.406"
"2022","Scotland","All","Scotland","All","Main scheme applicant","Main scheme application","4045","2030","0.501"
"2023","Scotland","All","Scotland","All","Main scheme applicant","Main scheme application","3245","1730","0.534"
"2022","Wales","All","Scotland","All","Main scheme applicant","Main scheme application","15","0"," "
"2023","Wales","All","Scotland","All","Main scheme applicant","Main scheme application","15","0"," "
"2020","England","All","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","Scotland","All","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2020","Scotland","All","Wales","All","Main scheme applicant","Main scheme application","10","0"," "
"2021","Scotland","All","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2022","Scotland","All","Wales","All","Main scheme applicant","Main scheme application","10","0"," "
"2023","Scotland","All","Wales","All","Main scheme applicant","Main scheme application","15","0"," "
"2022","Wales","All","Wales","All","Main scheme applicant","Main scheme application","1115","755","0.675"
"2023","Wales","All","Wales","All","Main scheme applicant","Main scheme application","995","675","0.676"
"2019","Scotland","All","Not EU","All","Main scheme applicant","Main scheme application","65","25","0.354"
"2020","Scotland","All","Not EU","All","Main scheme applicant","Main scheme application","75","20","0.27"
"2021","Scotland","All","Not EU","All","Main scheme applicant","Main scheme application","75","15","0.192"
"2022","Scotland","All","Not EU","All","Main scheme applicant","Main scheme application","95","20","0.216"
"2023","Scotland","All","Not EU","All","Main scheme applicant","Main scheme application","90","20","0.225"
"2022","Wales","All","Not EU","All","Main scheme applicant","Main scheme application","40","10"," "
"2023","Wales","All","Not EU","All","Main scheme applicant","Main scheme application","35","5"," "
"2019","Scotland","All","EU (excluding UK)","All","Main scheme applicant","Main scheme application","235","85","0.356"
"2020","Scotland","All","EU (excluding UK)","All","Main scheme applicant","Main scheme application","270","105","0.394"
"2021","Scotland","All","EU (excluding UK)","All","Main scheme applicant","Main scheme application","180","40","0.209"
"2022","Scotland","All","EU (excluding UK)","All","Main scheme applicant","Main scheme application","105","20","0.19"
"2023","Scotland","All","EU (excluding UK)","All","Main scheme applicant","Main scheme application","80","20","0.241"
"2022","Wales","All","EU (excluding UK)","All","Main scheme applicant","Main scheme application","35","10"," "
"2023","Wales","All","EU (excluding UK)","All","Main scheme applicant","Main scheme application","20","5"," "
"2019","All","All","England","All","Not main scheme applicant","Not main scheme application","15","15","1"
"2020","All","All","England","All","Not main scheme applicant","Not main scheme application","40","35","0.9"
"2021","All","All","England","All","Not main scheme applicant","Not main scheme application","20","15","0.773"
"2022","All","All","England","All","Not main scheme applicant","Not main scheme application","25","20","0.808"
"2023","All","All","England","All","Not main scheme applicant","Not main scheme application","40","35","0.974"
"2019","All","All","Scotland","All","Not main scheme applicant","Not main scheme application","85","60","0.729"
"2020","All","All","Scotland","All","Not main scheme applicant","Not main scheme application","145","110","0.757"
"2021","All","All","Scotland","All","Not main scheme applicant","Not main scheme application","65","50","0.738"
"2022","All","All","Scotland","All","Not main scheme applicant","Not main scheme application","95","65","0.7020000000000001"
"2023","All","All","Scotland","All","Not main scheme applicant","Not main scheme application","105","85","0.802"
"2022","All","All","Wales","All","Not main scheme applicant","Not main scheme application","110","90","0.809"
"2023","All","All","Wales","All","Not main scheme applicant","Not main scheme application","115","95","0.8160000000000001"
"2022","All","All","Not EU","All","Not main scheme applicant","Not main scheme application","5","0"," "
"2020","All","All","EU (excluding UK)","All","Not main scheme applicant","Not main scheme application","5","0"," "
"2023","All","All","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," "
"2019","All","All","England","All","Main scheme applicant","Not main scheme application","5","5"," "
"2021","All","All","England","All","Main scheme applicant","Not main scheme application","5","0"," "
"2022","All","All","England","All","Main scheme applicant","Not main scheme application","5","0"," "
"2023","All","All","England","All","Main scheme applicant","Not main scheme application","5","5"," "
"2019","All","All","Scotland","All","Main scheme applicant","Not main scheme application","180","90","0.497"
"2020","All","All","Scotland","All","Main scheme applicant","Not main scheme application","210","70","0.34"
"2021","All","All","Scotland","All","Main scheme applicant","Not main scheme application","245","85","0.34"
"2022","All","All","Scotland","All","Main scheme applicant","Not main scheme application","160","90","0.543"
"2023","All","All","Scotland","All","Main scheme applicant","Not main scheme application","115","70","0.598"
"2022","All","All","Wales","All","Main scheme applicant","Not main scheme application","25","20","0.875"
"2023","All","All","Wales","All","Main scheme applicant","Not main scheme application","35","30","0.886"
"2020","All","All","Not EU","All","Main scheme applicant","Not main scheme application","5","0"," "
"2022","All","All","Not EU","All","Main scheme applicant","Not main scheme application","5","0"," "
"2023","All","All","Not EU","All","Main scheme applicant","Not main scheme application","5","0"," "
"2019","All","All","EU (excluding UK)","All","Main scheme applicant","Not main scheme application","5","0"," "
"2020","All","All","EU (excluding UK)","All","Main scheme applicant","Not main scheme application","10","5"," "
"2021","All","All","EU (excluding UK)","All","Main scheme applicant","Not main scheme application","5","0"," "
"2022","All","All","EU (excluding UK)","All","Main scheme applicant","Not main scheme application","5","0"," "
"2019","All","All","Northern Ireland","All","Main scheme applicant","Main scheme application","90","20","0.244"
"2020","All","All","Northern Ireland","All","Main scheme applicant","Main scheme application","70","15","0.203"
"2021","All","All","Northern Ireland","All","Main scheme applicant","Main scheme application","95","30","0.302"
"2022","All","All","Northern Ireland","All","Main scheme applicant","Main scheme application","70","25","0.377"
"2023","All","All","Northern Ireland","All","Main scheme applicant","Main scheme application","50","10"," "
"2019","All","All","England","All","Main scheme applicant","Main scheme application","140","50","0.355"
"2020","All","All","England","All","Main scheme applicant","Main scheme application","135","60","0.445"
"2021","All","All","England","All","Main scheme applicant","Main scheme application","185","60","0.333"
"2022","All","All","England","All","Main scheme applicant","Main scheme application","225","85","0.387"
"2023","All","All","England","All","Main scheme applicant","Main scheme application","190","80","0.40800000000000003"
"2019","All","All","Scotland","All","Main scheme applicant","Main scheme application","4615","2230","0.484"
"2020","All","All","Scotland","All","Main scheme applicant","Main scheme application","4815","2400","0.498"
"2021","All","All","Scotland","All","Main scheme applicant","Main scheme application","5750","2335","0.406"
"2022","All","All","Scotland","All","Main scheme applicant","Main scheme application","4045","2030","0.502"
"2023","All","All","Scotland","All","Main scheme applicant","Main scheme application","3245","1735","0.534"
"2019","All","All","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2020","All","All","Wales","All","Main scheme applicant","Main scheme application","15","0"," "
"2021","All","All","Wales","All","Main scheme applicant","Main scheme application","5","0"," "
"2022","All","All","Wales","All","Main scheme applicant","Main scheme application","1115","755","0.676"
"2023","All","All","Wales","All","Main scheme applicant","Main scheme application","1000","675","0.675"
"2019","All","All","Not EU","All","Main scheme applicant","Main scheme application","65","25","0.34800000000000003"
"2020","All","All","Not EU","All","Main scheme applicant","Main scheme application","75","20","0.27"
"2021","All","All","Not EU","All","Main scheme applicant","Main scheme application","75","15","0.189"
"2022","All","All","Not EU","All","Main scheme applicant","Main scheme application","120","30","0.254"
"2023","All","All","Not EU","All","Main scheme applicant","Main scheme application","110","25","0.234"
"2019","All","All","EU (excluding UK)","All","Main scheme applicant","Main scheme application","235","85","0.356"
"2020","All","All","EU (excluding UK)","All","Main scheme applicant","Main scheme application","270","105","0.394"
"2021","All","All","EU (excluding UK)","All","Main scheme applicant","Main scheme application","180","40","0.209"
"2022","All","All","EU (excluding UK)","All","Main scheme applicant","Main scheme application","115","30","0.254"
"2023","All","All","EU (excluding UK)","All","Main scheme applicant","Main scheme application","85","25","0.306"
"2019","England","21 - 24","All","All","Not main scheme applicant","Not main scheme application","5","5"," "
"2020","England","21 - 24","All","All","Not main scheme applicant","Not main scheme application","5","5"," "
"2021","England","21 - 24","All","All","Not main scheme applicant","Not main scheme application","5","0"," "
"2022","England","21 - 24","All","All","Not main scheme applicant","Not main scheme application","10","5"," "
"2023","England","21 - 24","All","All","Not main scheme applicant","Not main scheme application","5","5"," "
"2019","Scotland","21 - 24","All","All","Not main scheme applicant","Not main scheme application","25","20","0.87"
"2020","Scotland","21 - 24","All","All","Not main scheme applicant","Not main scheme application","40","30","0.732"
"2021","Scotland","21 - 24","All","All","Not main scheme applicant","Not main scheme application","25","20","0.8"
"2022","Scotland","21 - 24","All","All","Not main scheme applicant","Not main scheme application","30","20","0.714"
"2023","Scotland","21 - 24","All","All","Not main scheme applicant","Not main scheme application","30","20","0.714"
"2022","Wales","21 - 24","All","All","Not main scheme applicant","Not main scheme application","55","45","0.8"
"2023","Wales","21 - 24","All","All","Not main scheme applicant","Not main scheme application","75","65","0.842"
"2019","England","25 - 29","All","All","Not main scheme applicant","Not main scheme application","5","5"," "
"2020","England","25 - 29","All","All","Not main scheme applicant","Not main scheme application","15","10","0.769"
"2021","England","25 - 29","All","All","Not main scheme applicant","Not main scheme application","5","5"," "
"2023","England","25 - 29","All","All","Not main scheme applicant","Not main scheme application","10","10","1"
"2019","Scotland","25 - 29","All","All","Not main scheme applicant","Not main scheme application","30","25","0.806"
"2020","Scotland","25 - 29","All","All","Not main scheme applicant","Not main scheme application","55","45","0.804"
"2021","Scotland","25 - 29","All","All","Not main scheme applicant","Not main scheme application","15","10","0.625"
"2022","Scotland","25 - 29","All","All","Not main scheme applicant","Not main scheme application","30","20","0.679"
"2023","Scotland","25 - 29","All","All","Not main scheme applicant","Not main scheme application","25","25","0.885"
"2022","Wales","25 - 29","All","All","Not main scheme applicant","Not main scheme application","40","30","0.775"
"2023","Wales","25 - 29","All","All","Not main scheme applicant","Not main scheme application","20","15","0.7000000000000001"
"2020","England","30 - 34","All","All","Not main scheme applicant","Not main scheme application","5","5"," "
"2021","England","30 - 34","All","All","Not main scheme applicant","Not main scheme application","5","5"," "
"2019","Scotland","30 - 34","All","All","Not main scheme applicant","Not main scheme application","10","5"," "
"2020","Scotland","30 - 34","All","All","Not main scheme applicant","Not main scheme application","15","10","0.75"
"2021","Scotland","30 - 34","All","All","Not main scheme applicant","Not main scheme application","10","5"," "
"2022","Scotland","30 - 34","All","All","Not main scheme applicant","Not main scheme application","15","5"," "
"2023","Scotland","30 - 34","All","All","Not main scheme applicant","Not main scheme application","15","10","0.8"
"2022","Wales","30 - 34","All","All","Not main scheme applicant","Not main scheme application","5","5"," "
"2023","Wales","30 - 34","All","All","Not main scheme applicant","Not main scheme application","10","10","0.917"
"2019","England","35 and over","All","All","Not main scheme applicant","Not main scheme application","10","10"," "
"2020","England","35 and over","All","All","Not main scheme applicant","Not main scheme application","10","10","0.917"
"2021","England","35 and over","All","All","Not main scheme applicant","Not main scheme application","10","10"," "
"2022","England","35 and over","All","All","Not main scheme applicant","Not main scheme application","5","5"," "
"2023","England","35 and over","All","All","Not main scheme applicant","Not main scheme application","10","10"," "
"2019","Scotland","35 and over","All","All","Not main scheme applicant","Not main scheme application","25","15","0.56"
"2020","Scotland","35 and over","All","All","Not main scheme applicant","Not main scheme application","40","30","0.667"
"2021","Scotland","35 and over","All","All","Not main scheme applicant","Not main scheme application","20","15","0.682"
"2022","Scotland","35 and over","All","All","Not main scheme applicant","Not main scheme application","30","20","0.7000000000000001"
"2023","Scotland","35 and over","All","All","Not main scheme applicant","Not main scheme application","35","30","0.811"
"2022","Wales","35 and over","All","All","Not main scheme applicant","Not main scheme application","20","15","0.737"
"2023","Wales","35 and over","All","All","Not main scheme applicant","Not main scheme application","20","15","0.778"
"2021","Scotland","18","All","All","Main scheme applicant","Not main scheme application","5","0"," "
"2019","Scotland","21 - 24","All","All","Main scheme applicant","Not main scheme application","75","30","0.425"
"2020","Scotland","21 - 24","All","All","Main scheme applicant","Not main scheme application","90","20","0.25"
"2021","Scotland","21 - 24","All","All","Main scheme applicant","Not main scheme application","110","35","0.297"
"2022","Scotland","21 - 24","All","All","Main scheme applicant","Not main scheme application","70","40","0.542"
"2023","Scotland","21 - 24","All","All","Main scheme applicant","Not main scheme application","55","30","0.593"
"2022","Wales","21 - 24","All","All","Main scheme applicant","Not main scheme application","20","15","0.81"
"2023","Wales","21 - 24","All","All","Main scheme applicant","Not main scheme application","25","20","0.8260000000000001"
"2019","Scotland","25 - 29","All","All","Main scheme applicant","Not main scheme application","55","25","0.491"
"2020","Scotland","25 - 29","All","All","Main scheme applicant","Not main scheme application","70","30","0.41200000000000003"
"2021","Scotland","25 - 29","All","All","Main scheme applicant","Not main scheme application","80","25","0.309"
"2022","Scotland","25 - 29","All","All","Main scheme applicant","Not main scheme application","40","25","0.595"
"2023","Scotland","25 - 29","All","All","Main scheme applicant","Not main scheme application","30","20","0.6880000000000001"
"2023","Wales","25 - 29","All","All","Main scheme applicant","Not main scheme application","10","10","0.909"
"2019","Scotland","30 - 34","All","All","Main scheme applicant","Not main scheme application","20","10","0.556"
"2020","Scotland","30 - 34","All","All","Main scheme applicant","Not main scheme application","25","10"," "
"2021","Scotland","30 - 34","All","All","Main scheme applicant","Not main scheme application","30","10","0.379"
"2022","Scotland","30 - 34","All","All","Main scheme applicant","Not main scheme application","20","5"," "
"2023","Scotland","30 - 34","All","All","Main scheme applicant","Not main scheme application","10","5"," "
"2022","Wales","30 - 34","All","All","Main scheme applicant","Not main scheme application","5","5"," "
"2023","Wales","30 - 34","All","All","Main scheme applicant","Not main scheme application","5","5"," "
"2019","Scotland","35 and over","All","All","Main scheme applicant","Not main scheme application","45","25","0.5650000000000001"
"2020","Scotland","35 and over","All","All","Main scheme applicant","Not main scheme application","50","20","0.449"
"2021","Scotland","35 and over","All","All","Main scheme applicant","Not main scheme application","30","15","0.552"
"2022","Scotland","35 and over","All","All","Main scheme applicant","Not main scheme application","35","20","0.543"
"2023","Scotland","35 and over","All","All","Main scheme applicant","Not main scheme application","25","15","0.583"
"2022","Wales","35 and over","All","All","Main scheme applicant","Not main scheme application","5","5"," "
"2023","Wales","35 and over","All","All","Main scheme applicant","Not main scheme application","5","5"," "
"2022","Scotland","17 and under","All","All","Main scheme applicant","Main scheme application","5","0"," "
"2020","England","18","All","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","Scotland","18","All","All","Main scheme applicant","Main scheme application","15","0"," "
"2020","Scotland","18","All","All","Main scheme applicant","Main scheme application","25","0"," "
"2021","Scotland","18","All","All","Main scheme applicant","Main scheme application","25","0"," "
"2022","Scotland","18","All","All","Main scheme applicant","Main scheme application","25","0"," "
"2023","Scotland","18","All","All","Main scheme applicant","Main scheme application","30","0"," "
"2022","Wales","18","All","All","Main scheme applicant","Main scheme application","25","0"," "
"2023","Wales","18","All","All","Main scheme applicant","Main scheme application","10","0"," "
"2019","Scotland","19","All","All","Main scheme applicant","Main scheme application","10","0"," "
"2020","Scotland","19","All","All","Main scheme applicant","Main scheme application","10","0"," "
"2021","Scotland","19","All","All","Main scheme applicant","Main scheme application","5","0"," "
"2022","Scotland","19","All","All","Main scheme applicant","Main scheme application","10","0"," "
"2023","Scotland","19","All","All","Main scheme applicant","Main scheme application","10","0"," "
"2023","Wales","19","All","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","Scotland","20","All","All","Main scheme applicant","Main scheme application","10","0"," "
"2020","Scotland","20","All","All","Main scheme applicant","Main scheme application","10","0"," "
"2021","Scotland","20","All","All","Main scheme applicant","Main scheme application","15","0"," "
"2022","Scotland","20","All","All","Main scheme applicant","Main scheme application","10","0"," "
"2023","Scotland","20","All","All","Main scheme applicant","Main scheme application","10","0"," "
"2022","Wales","20","All","All","Main scheme applicant","Main scheme application","5","0"," "
"2023","Wales","20","All","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","England","21 - 24","All","All","Main scheme applicant","Main scheme application","15","10"," "
"2020","England","21 - 24","All","All","Main scheme applicant","Main scheme application","10","5"," "
"2021","England","21 - 24","All","All","Main scheme applicant","Main scheme application","10","5"," "
"2022","England","21 - 24","All","All","Main scheme applicant","Main scheme application","5","0"," "
"2023","England","21 - 24","All","All","Main scheme applicant","Main scheme application","10","5"," "
"2019","Scotland","21 - 24","All","All","Main scheme applicant","Main scheme application","1830","880","0.482"
"2020","Scotland","21 - 24","All","All","Main scheme applicant","Main scheme application","1940","965","0.497"
"2021","Scotland","21 - 24","All","All","Main scheme applicant","Main scheme application","2365","930","0.393"
"2022","Scotland","21 - 24","All","All","Main scheme applicant","Main scheme application","1700","800","0.47000000000000003"
"2023","Scotland","21 - 24","All","All","Main scheme applicant","Main scheme application","1430","750","0.525"
"2022","Wales","21 - 24","All","All","Main scheme applicant","Main scheme application","780","515","0.66"
"2023","Wales","21 - 24","All","All","Main scheme applicant","Main scheme application","715","465","0.649"
"2019","England","25 - 29","All","All","Main scheme applicant","Main scheme application","5","0"," "
"2020","England","25 - 29","All","All","Main scheme applicant","Main scheme application","10","5"," "
"2021","England","25 - 29","All","All","Main scheme applicant","Main scheme application","15","5"," "
"2022","England","25 - 29","All","All","Main scheme applicant","Main scheme application","5","0"," "
"2023","England","25 - 29","All","All","Main scheme applicant","Main scheme application","5","5"," "
"2019","Scotland","25 - 29","All","All","Main scheme applicant","Main scheme application","1455","735","0.505"
"2020","Scotland","25 - 29","All","All","Main scheme applicant","Main scheme application","1470","740","0.501"
"2021","Scotland","25 - 29","All","All","Main scheme applicant","Main scheme application","1795","765","0.426"
"2022","Scotland","25 - 29","All","All","Main scheme applicant","Main scheme application","1245","630","0.507"
"2023","Scotland","25 - 29","All","All","Main scheme applicant","Main scheme application","915","470","0.515"
"2022","Wales","25 - 29","All","All","Main scheme applicant","Main scheme application","265","165","0.615"
"2023","Wales","25 - 29","All","All","Main scheme applicant","Main scheme application","245","155","0.63"
"2019","England","30 - 34","All","All","Main scheme applicant","Main scheme application","10","5"," "
"2020","England","30 - 34","All","All","Main scheme applicant","Main scheme application","10","5"," "
"2021","England","30 - 34","All","All","Main scheme applicant","Main scheme application","5","0"," "
"2023","England","30 - 34","All","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","Scotland","30 - 34","All","All","Main scheme applicant","Main scheme application","660","300","0.452"
"2020","Scotland","30 - 34","All","All","Main scheme applicant","Main scheme application","690","350","0.509"
"2021","Scotland","30 - 34","All","All","Main scheme applicant","Main scheme application","770","295","0.381"
"2022","Scotland","30 - 34","All","All","Main scheme applicant","Main scheme application","550","275","0.502"
"2023","Scotland","30 - 34","All","All","Main scheme applicant","Main scheme application","420","210","0.499"
"2022","Wales","30 - 34","All","All","Main scheme applicant","Main scheme application","110","75","0.667"
"2023","Wales","30 - 34","All","All","Main scheme applicant","Main scheme application","95","55","0.585"
"2019","England","35 and over","All","All","Main scheme applicant","Main scheme application","10","5"," "
"2020","England","35 and over","All","All","Main scheme applicant","Main scheme application","15","5"," "
"2021","England","35 and over","All","All","Main scheme applicant","Main scheme application","15","10","0.714"
"2022","England","35 and over","All","All","Main scheme applicant","Main scheme application","10","5"," "
"2023","England","35 and over","All","All","Main scheme applicant","Main scheme application","10","0"," "
"2019","Scotland","35 and over","All","All","Main scheme applicant","Main scheme application","1130","475","0.422"
"2020","Scotland","35 and over","All","All","Main scheme applicant","Main scheme application","1175","530","0.45"
"2021","Scotland","35 and over","All","All","Main scheme applicant","Main scheme application","1270","465","0.367"
"2022","Scotland","35 and over","All","All","Main scheme applicant","Main scheme application","880","410","0.465"
"2023","Scotland","35 and over","All","All","Main scheme applicant","Main scheme application","720","365","0.505"
"2022","Wales","35 and over","All","All","Main scheme applicant","Main scheme application","145","80","0.531"
"2023","Wales","35 and over","All","All","Main scheme applicant","Main scheme application","110","60","0.541"
"2019","All","21 - 24","All","All","Not main scheme applicant","Not main scheme application","25","25","0.885"
"2020","All","21 - 24","All","All","Not main scheme applicant","Not main scheme application","50","35","0.75"
"2021","All","21 - 24","All","All","Not main scheme applicant","Not main scheme application","30","20","0.75"
"2022","All","21 - 24","All","All","Not main scheme applicant","Not main scheme application","90","70","0.78"
"2023","All","21 - 24","All","All","Not main scheme applicant","Not main scheme application","110","90","0.8180000000000001"
"2019","All","25 - 29","All","All","Not main scheme applicant","Not main scheme application","35","30","0.8290000000000001"
"2020","All","25 - 29","All","All","Not main scheme applicant","Not main scheme application","70","55","0.797"
"2021","All","25 - 29","All","All","Not main scheme applicant","Not main scheme application","20","15","0.684"
"2022","All","25 - 29","All","All","Not main scheme applicant","Not main scheme application","70","50","0.743"
"2023","All","25 - 29","All","All","Not main scheme applicant","Not main scheme application","60","50","0.845"
"2019","All","30 - 34","All","All","Not main scheme applicant","Not main scheme application","10","5"," "
"2020","All","30 - 34","All","All","Not main scheme applicant","Not main scheme application","20","15","0.81"
"2021","All","30 - 34","All","All","Not main scheme applicant","Not main scheme application","15","10","0.769"
"2022","All","30 - 34","All","All","Not main scheme applicant","Not main scheme application","25","15","0.609"
"2023","All","30 - 34","All","All","Not main scheme applicant","Not main scheme application","30","25","0.862"
"2019","All","35 and over","All","All","Not main scheme applicant","Not main scheme application","35","20","0.667"
"2020","All","35 and over","All","All","Not main scheme applicant","Not main scheme application","55","40","0.722"
"2021","All","35 and over","All","All","Not main scheme applicant","Not main scheme application","30","25","0.742"
"2022","All","35 and over","All","All","Not main scheme applicant","Not main scheme application","55","40","0.741"
"2023","All","35 and over","All","All","Not main scheme applicant","Not main scheme application","65","50","0.8250000000000001"
"2021","All","18","All","All","Main scheme applicant","Not main scheme application","5","0"," "
"2019","All","21 - 24","All","All","Main scheme applicant","Not main scheme application","75","30","0.432"
"2020","All","21 - 24","All","All","Main scheme applicant","Not main scheme application","90","20","0.25"
"2021","All","21 - 24","All","All","Main scheme applicant","Not main scheme application","110","35","0.297"
"2022","All","21 - 24","All","All","Main scheme applicant","Not main scheme application","95","55","0.602"
"2023","All","21 - 24","All","All","Main scheme applicant","Not main scheme application","75","50","0.662"
"2019","All","25 - 29","All","All","Main scheme applicant","Not main scheme application","55","30","0.5"
"2020","All","25 - 29","All","All","Main scheme applicant","Not main scheme application","70","30","0.41200000000000003"
"2021","All","25 - 29","All","All","Main scheme applicant","Not main scheme application","80","25","0.309"
"2022","All","25 - 29","All","All","Main scheme applicant","Not main scheme application","45","25","0.591"
"2023","All","25 - 29","All","All","Main scheme applicant","Not main scheme application","45","30","0.744"
"2019","All","30 - 34","All","All","Main scheme applicant","Not main scheme application","20","10","0.556"
"2020","All","30 - 34","All","All","Main scheme applicant","Not main scheme application","25","10"," "
"2021","All","30 - 34","All","All","Main scheme applicant","Not main scheme application","30","10","0.379"
"2022","All","30 - 34","All","All","Main scheme applicant","Not main scheme application","25","10","0.435"
"2023","All","30 - 34","All","All","Main scheme applicant","Not main scheme application","15","10","0.625"
"2019","All","35 and over","All","All","Main scheme applicant","Not main scheme application","45","25","0.5740000000000001"
"2020","All","35 and over","All","All","Main scheme applicant","Not main scheme application","50","20","0.449"
"2021","All","35 and over","All","All","Main scheme applicant","Not main scheme application","30","15","0.552"
"2022","All","35 and over","All","All","Main scheme applicant","Not main scheme application","40","20","0.55"
"2023","All","35 and over","All","All","Main scheme applicant","Not main scheme application","30","20","0.643"
"2022","All","17 and under","All","All","Main scheme applicant","Main scheme application","5","0"," "
"2019","All","18","All","All","Main scheme applicant","Main scheme application","15","0"," "
"2020","All","18","All","All","Main scheme applicant","Main scheme application","30","0"," "
"2021","All","18","All","All","Main scheme applicant","Main scheme application","25","0"," "
"2022","All","18","All","All","Main scheme applicant","Main scheme application","50","0"," "
"2023","All","18","All","All","Main scheme applicant","Main scheme application","40","0"," "
"2019","All","19","All","All","Main scheme applicant","Main scheme application","10","0"," "
"2020","All","19","All","All","Main scheme applicant","Main scheme application","10","0"," "
"2021","All","19","All","All","Main scheme applicant","Main scheme application","5","0"," "
"2022","All","19","All","All","Main scheme applicant","Main scheme application","15","0"," "
"2023","All","19","All","All","Main scheme applicant","Main scheme application","15","0"," "
"2019","All","20","All","All","Main scheme applicant","Main scheme application","10","0"," "
"2020","All","20","All","All","Main scheme applicant","Main scheme application","15","0"," "
"2021","All","20","All","All","Main scheme applicant","Main scheme application","15","0"," "
"2022","All","20","All","All","Main scheme applicant","Main scheme application","15","0"," "
"2023","All","20","All","All","Main scheme applicant","Main scheme application","15","0"," "
"2019","All","21 - 24","All","All","Main scheme applicant","Main scheme application","1845","890","0.482"
"2020","All","21 - 24","All","All","Main scheme applicant","Main scheme application","1950","970","0.497"
"2021","All","21 - 24","All","All","Main scheme applicant","Main scheme application","2380","940","0.394"
"2022","All","21 - 24","All","All","Main scheme applicant","Main scheme application","2440","1315","0.54"
"2023","All","21 - 24","All","All","Main scheme applicant","Main scheme application","2130","1225","0.5750000000000001"
"2019","All","25 - 29","All","All","Main scheme applicant","Main scheme application","1460","735","0.503"
"2020","All","25 - 29","All","All","Main scheme applicant","Main scheme application","1485","745","0.501"
"2021","All","25 - 29","All","All","Main scheme applicant","Main scheme application","1810","770","0.426"
"2022","All","25 - 29","All","All","Main scheme applicant","Main scheme application","1485","795","0.535"
"2023","All","25 - 29","All","All","Main scheme applicant","Main scheme application","1145","630","0.548"
"2019","All","30 - 34","All","All","Main scheme applicant","Main scheme application","670","305","0.453"
"2020","All","30 - 34","All","All","Main scheme applicant","Main scheme application","700","355","0.507"
"2021","All","30 - 34","All","All","Main scheme applicant","Main scheme application","775","295","0.382"
"2022","All","30 - 34","All","All","Main scheme applicant","Main scheme application","655","355","0.538"
"2023","All","30 - 34","All","All","Main scheme applicant","Main scheme application","500","265","0.53"
"2019","All","35 and over","All","All","Main scheme applicant","Main scheme application","1140","480","0.423"
