"Year","Domicile UK International","Domicile","Domicile named country","Age group","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","UK","Northern Ireland","All","21 - 24","All","Main scheme applicant","Main scheme application","25","5"," ","0"
"2019","UK","England","All","21 - 24","All","Main scheme applicant","Main scheme application","70","30","0.40800000000000003","0"
"2020","UK","England","All","21 - 24","All","Main scheme applicant","Main scheme application","50","20","0.385","0"
"2021","UK","England","All","21 - 24","All","Main scheme applicant","Main scheme application","90","25","0.28400000000000003","0"
"2022","UK","England","All","21 - 24","All","Main scheme applicant","Main scheme application","145","65","0.448","0"
"2023","UK","England","All","21 - 24","All","Main scheme applicant","Main scheme application","130","55","0.417","0"
"2019","UK","Scotland","All","21 - 24","All","Main scheme applicant","Main scheme application","1570","800","0.509","0"
"2020","UK","Scotland","All","21 - 24","All","Main scheme applicant","Main scheme application","1680","875","0.519","0"
"2021","UK","Scotland","All","21 - 24","All","Main scheme applicant","Main scheme application","2110","875","0.41400000000000003","0"
"2022","UK","Scotland","All","21 - 24","All","Main scheme applicant","Main scheme application","1525","765","0.5","0"
"2023","UK","Scotland","All","21 - 24","All","Main scheme applicant","Main scheme application","1285","720","0.559","0"
"2020","UK","Wales","All","21 - 24","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","UK","Wales","All","21 - 24","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","UK","Wales","All","21 - 24","All","Main scheme applicant","Main scheme application","645","460","0.711","0"
"2023","UK","Wales","All","21 - 24","All","Main scheme applicant","Main scheme application","600","420","0.6990000000000001","0"
"2019","International","Not EU","All","21 - 24","All","Main scheme applicant","Main scheme application","15","5"," ","0"
"2020","International","Not EU","All","21 - 24","All","Main scheme applicant","Main scheme application","30","10"," ","0"
"2021","International","Not EU","All","21 - 24","All","Main scheme applicant","Main scheme application","20","0"," ","0"
"2022","International","Not EU","All","21 - 24","All","Main scheme applicant","Main scheme application","20","5"," ","0"
"2023","International","Not EU","All","21 - 24","All","Main scheme applicant","Main scheme application","30","5"," ","0"
"2019","International","EU (excluding UK)","All","21 - 24","All","Main scheme applicant","Main scheme application","125","45","0.352","0"
"2020","International","EU (excluding UK)","All","21 - 24","All","Main scheme applicant","Main scheme application","145","60","0.41300000000000003","0"
"2021","International","EU (excluding UK)","All","21 - 24","All","Main scheme applicant","Main scheme application","95","20","0.2","0"
"2022","International","EU (excluding UK)","All","21 - 24","All","Main scheme applicant","Main scheme application","55","10","0.17500000000000002","0"
"2023","International","EU (excluding UK)","All","21 - 24","All","Main scheme applicant","Main scheme application","50","15","0.327","0"
"2019","UK","Northern Ireland","All","25 - 29","All","Main scheme applicant","Main scheme application","25","10","0.423","0"
"2020","UK","Northern Ireland","All","25 - 29","All","Main scheme applicant","Main scheme application","20","5"," ","0"
"2021","UK","Northern Ireland","All","25 - 29","All","Main scheme applicant","Main scheme application","25","10"," ","0"
"2022","UK","Northern Ireland","All","25 - 29","All","Main scheme applicant","Main scheme application","15","10"," ","0"
"2023","UK","Northern Ireland","All","25 - 29","All","Main scheme applicant","Main scheme application","15","5"," ","0"
"2019","UK","England","All","25 - 29","All","Main scheme applicant","Main scheme application","30","10"," ","0"
"2020","UK","England","All","25 - 29","All","Main scheme applicant","Main scheme application","35","20","0.541","0"
"2021","UK","England","All","25 - 29","All","Main scheme applicant","Main scheme application","55","20","0.37","0"
"2022","UK","England","All","25 - 29","All","Main scheme applicant","Main scheme application","35","10","0.278","0"
"2023","UK","England","All","25 - 29","All","Main scheme applicant","Main scheme application","25","10","0.423","0"
"2019","UK","Scotland","All","25 - 29","All","Main scheme applicant","Main scheme application","1325","685","0.517","0"
"2020","UK","Scotland","All","25 - 29","All","Main scheme applicant","Main scheme application","1325","680","0.514","0"
"2021","UK","Scotland","All","25 - 29","All","Main scheme applicant","Main scheme application","1650","725","0.438","0"
"2022","UK","Scotland","All","25 - 29","All","Main scheme applicant","Main scheme application","1130","595","0.527","0"
"2023","UK","Scotland","All","25 - 29","All","Main scheme applicant","Main scheme application","840","450","0.537","0"
"2019","UK","Wales","All","25 - 29","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","UK","Wales","All","25 - 29","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","UK","Wales","All","25 - 29","All","Main scheme applicant","Main scheme application","230","155","0.671","0"
"2023","UK","Wales","All","25 - 29","All","Main scheme applicant","Main scheme application","220","150","0.683","0"
"2019","International","Not EU","All","25 - 29","All","Main scheme applicant","Main scheme application","20","10"," ","0"
"2020","International","Not EU","All","25 - 29","All","Main scheme applicant","Main scheme application","20","5"," ","0"
"2021","International","Not EU","All","25 - 29","All","Main scheme applicant","Main scheme application","25","10"," ","0"
"2022","International","Not EU","All","25 - 29","All","Main scheme applicant","Main scheme application","40","10","0.289","0"
"2023","International","Not EU","All","25 - 29","All","Main scheme applicant","Main scheme application","30","10","0.333","0"
"2019","International","EU (excluding UK)","All","25 - 29","All","Main scheme applicant","Main scheme application","55","20","0.386","0"
"2020","International","EU (excluding UK)","All","25 - 29","All","Main scheme applicant","Main scheme application","80","30","0.388","0"
"2021","International","EU (excluding UK)","All","25 - 29","All","Main scheme applicant","Main scheme application","60","10","0.20700000000000002","0"
"2022","International","EU (excluding UK)","All","25 - 29","All","Main scheme applicant","Main scheme application","35","15","0.417","0"
"2023","International","EU (excluding UK)","All","25 - 29","All","Main scheme applicant","Main scheme application","20","5"," ","0"
"2019","UK","Northern Ireland","All","30 - 34","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","UK","Northern Ireland","All","30 - 34","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","UK","Northern Ireland","All","30 - 34","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","UK","Northern Ireland","All","30 - 34","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","UK","Northern Ireland","All","30 - 34","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","UK","England","All","30 - 34","All","Main scheme applicant","Main scheme application","15","5"," ","0"
"2020","UK","England","All","30 - 34","All","Main scheme applicant","Main scheme application","20","15","0.667","0"
"2021","UK","England","All","30 - 34","All","Main scheme applicant","Main scheme application","20","0"," ","0"
"2022","UK","England","All","30 - 34","All","Main scheme applicant","Main scheme application","20","5"," ","0"
"2023","UK","England","All","30 - 34","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2019","UK","Scotland","All","30 - 34","All","Main scheme applicant","Main scheme application","605","280","0.459","0"
"2020","UK","Scotland","All","30 - 34","All","Main scheme applicant","Main scheme application","630","325","0.513","0"
"2021","UK","Scotland","All","30 - 34","All","Main scheme applicant","Main scheme application","720","285","0.393","0"
"2022","UK","Scotland","All","30 - 34","All","Main scheme applicant","Main scheme application","505","265","0.528","0"
"2023","UK","Scotland","All","30 - 34","All","Main scheme applicant","Main scheme application","385","205","0.529","0"
"2022","UK","Wales","All","30 - 34","All","Main scheme applicant","Main scheme application","95","70","0.742","0"
"2023","UK","Wales","All","30 - 34","All","Main scheme applicant","Main scheme application","80","50","0.654","0"
"2019","International","Not EU","All","30 - 34","All","Main scheme applicant","Main scheme application","15","5"," ","0"
"2020","International","Not EU","All","30 - 34","All","Main scheme applicant","Main scheme application","15","5"," ","0"
"2021","International","Not EU","All","30 - 34","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2022","International","Not EU","All","30 - 34","All","Main scheme applicant","Main scheme application","25","5"," ","0"
"2023","International","Not EU","All","30 - 34","All","Main scheme applicant","Main scheme application","20","5"," ","0"
"2019","International","EU (excluding UK)","All","30 - 34","All","Main scheme applicant","Main scheme application","30","10","0.34400000000000003","0"
"2020","International","EU (excluding UK)","All","30 - 34","All","Main scheme applicant","Main scheme application","30","10","0.41400000000000003","0"
"2021","International","EU (excluding UK)","All","30 - 34","All","Main scheme applicant","Main scheme application","15","5"," ","0"
"2022","International","EU (excluding UK)","All","30 - 34","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","International","EU (excluding UK)","All","30 - 34","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2019","UK","Northern Ireland","All","35 and over","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","UK","Northern Ireland","All","35 and over","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2022","UK","Northern Ireland","All","35 and over","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","UK","Northern Ireland","All","35 and over","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","UK","England","All","35 and over","All","Main scheme applicant","Main scheme application","25","5"," ","0"
"2020","UK","England","All","35 and over","All","Main scheme applicant","Main scheme application","20","5"," ","0"
"2021","UK","England","All","35 and over","All","Main scheme applicant","Main scheme application","20","15","0.682","0"
"2022","UK","England","All","35 and over","All","Main scheme applicant","Main scheme application","15","5"," ","0"
"2023","UK","England","All","35 and over","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2019","UK","Scotland","All","35 and over","All","Main scheme applicant","Main scheme application","1080","470","0.433","0"
"2020","UK","Scotland","All","35 and over","All","Main scheme applicant","Main scheme application","1145","520","0.455","0"
"2021","UK","Scotland","All","35 and over","All","Main scheme applicant","Main scheme application","1225","455","0.37","0"
"2022","UK","Scotland","All","35 and over","All","Main scheme applicant","Main scheme application","840","400","0.47900000000000004","0"
"2023","UK","Scotland","All","35 and over","All","Main scheme applicant","Main scheme application","690","360","0.518","0"
"2022","UK","Wales","All","35 and over","All","Main scheme applicant","Main scheme application","125","75","0.5750000000000001","0"
"2023","UK","Wales","All","35 and over","All","Main scheme applicant","Main scheme application","90","55","0.593","0"
"2019","International","Not EU","All","35 and over","All","Main scheme applicant","Main scheme application","15","5"," ","0"
"2020","International","Not EU","All","35 and over","All","Main scheme applicant","Main scheme application","10","0"," ","0"
"2021","International","Not EU","All","35 and over","All","Main scheme applicant","Main scheme application","20","0"," ","0"
"2022","International","Not EU","All","35 and over","All","Main scheme applicant","Main scheme application","35","5"," ","0"
"2023","International","Not EU","All","35 and over","All","Main scheme applicant","Main scheme application","25","5"," ","0"
"2019","International","EU (excluding UK)","All","35 and over","All","Main scheme applicant","Main scheme application","15","5"," ","0"
"2020","International","EU (excluding UK)","All","35 and over","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2021","International","EU (excluding UK)","All","35 and over","All","Main scheme applicant","Main scheme application","10","0"," ","0"
"2022","International","EU (excluding UK)","All","35 and over","All","Main scheme applicant","Main scheme application","10","0"," ","0"
"2023","International","EU (excluding UK)","All","35 and over","All","Main scheme applicant","Main scheme application","10","0"," ","0"
"2019","UK","All","All","21 - 24","All","Not main scheme applicant","Not main scheme application","25","20","0.88","0"
"2020","UK","All","All","21 - 24","All","Not main scheme applicant","Not main scheme application","45","35","0.778","0"
"2021","UK","All","All","21 - 24","All","Not main scheme applicant","Not main scheme application","25","20","0.741","0"
"2022","UK","All","All","21 - 24","All","Not main scheme applicant","Not main scheme application","90","70","0.789","0"
"2023","UK","All","All","21 - 24","All","Not main scheme applicant","Not main scheme application","110","90","0.8240000000000001","0"
"2020","International","All","All","21 - 24","All","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","UK","All","All","25 - 29","All","Not main scheme applicant","Not main scheme application","35","30","0.8240000000000001","0"
"2020","UK","All","All","25 - 29","All","Not main scheme applicant","Not main scheme application","65","55","0.833","0"
"2021","UK","All","All","25 - 29","All","Not main scheme applicant","Not main scheme application","20","15","0.684","0"
"2022","UK","All","All","25 - 29","All","Not main scheme applicant","Not main scheme application","65","50","0.773","0"
"2023","UK","All","All","25 - 29","All","Not main scheme applicant","Not main scheme application","60","50","0.845","0"
"2020","International","All","All","25 - 29","All","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2022","International","All","All","25 - 29","All","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","UK","All","All","30 - 34","All","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2020","UK","All","All","30 - 34","All","Not main scheme applicant","Not main scheme application","20","15","0.81","0"
"2021","UK","All","All","30 - 34","All","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2022","UK","All","All","30 - 34","All","Not main scheme applicant","Not main scheme application","20","15","0.636","0"
"2023","UK","All","All","30 - 34","All","Not main scheme applicant","Not main scheme application","30","25","0.862","0"
"2021","International","All","All","30 - 34","All","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","UK","All","All","35 and over","All","Not main scheme applicant","Not main scheme application","35","20","0.667","0"
"2020","UK","All","All","35 and over","All","Not main scheme applicant","Not main scheme application","50","40","0.731","0"
"2021","UK","All","All","35 and over","All","Not main scheme applicant","Not main scheme application","30","25","0.742","0"
"2022","UK","All","All","35 and over","All","Not main scheme applicant","Not main scheme application","55","40","0.741","0"
"2023","UK","All","All","35 and over","All","Not main scheme applicant","Not main scheme application","65","50","0.8250000000000001","0"
"2021","UK","All","All","18","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","UK","All","All","21 - 24","All","Main scheme applicant","Not main scheme application","75","30","0.438","0"
"2020","UK","All","All","21 - 24","All","Main scheme applicant","Not main scheme application","85","20","0.241","0"
"2021","UK","All","All","21 - 24","All","Main scheme applicant","Not main scheme application","110","35","0.297","0"
"2022","UK","All","All","21 - 24","All","Main scheme applicant","Not main scheme application","90","55","0.611","0"
"2023","UK","All","All","21 - 24","All","Main scheme applicant","Not main scheme application","75","50","0.671","0"
"2020","International","All","All","21 - 24","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2022","International","All","All","21 - 24","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","UK","All","All","25 - 29","All","Main scheme applicant","Not main scheme application","55","25","0.509","0"
"2020","UK","All","All","25 - 29","All","Main scheme applicant","Not main scheme application","65","25","0.397","0"
"2021","UK","All","All","25 - 29","All","Main scheme applicant","Not main scheme application","75","25","0.325","0"
"2022","UK","All","All","25 - 29","All","Main scheme applicant","Not main scheme application","40","25","0.619","0"
"2023","UK","All","All","25 - 29","All","Main scheme applicant","Not main scheme application","40","30","0.738","0"
"2019","International","All","All","25 - 29","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2020","International","All","All","25 - 29","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","International","All","All","25 - 29","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","UK","All","All","30 - 34","All","Main scheme applicant","Not main scheme application","15","10"," ","0"
"2020","UK","All","All","30 - 34","All","Main scheme applicant","Not main scheme application","20","10"," ","0"
"2021","UK","All","All","30 - 34","All","Main scheme applicant","Not main scheme application","30","10","0.379","0"
"2022","UK","All","All","30 - 34","All","Main scheme applicant","Not main scheme application","20","10","0.455","0"
"2023","UK","All","All","30 - 34","All","Main scheme applicant","Not main scheme application","15","10"," ","0"
"2019","UK","All","All","35 and over","All","Main scheme applicant","Not main scheme application","45","25","0.5740000000000001","0"
"2020","UK","All","All","35 and over","All","Main scheme applicant","Not main scheme application","45","20","0.457","0"
"2021","UK","All","All","35 and over","All","Main scheme applicant","Not main scheme application","25","15","0.556","0"
"2022","UK","All","All","35 and over","All","Main scheme applicant","Not main scheme application","35","20","0.556","0"
"2023","UK","All","All","35 and over","All","Main scheme applicant","Not main scheme application","25","15","0.63","0"
"2020","International","All","All","35 and over","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2022","International","All","All","35 and over","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","UK","All","All","18","All","Main scheme applicant","Main scheme application","15","0"," ","0"
"2020","UK","All","All","18","All","Main scheme applicant","Main scheme application","30","0"," ","0"
"2021","UK","All","All","18","All","Main scheme applicant","Main scheme application","25","0"," ","0"
"2022","UK","All","All","18","All","Main scheme applicant","Main scheme application","50","0"," ","0"
"2023","UK","All","All","18","All","Main scheme applicant","Main scheme application","40","0"," ","0"
"2019","UK","All","All","19","All","Main scheme applicant","Main scheme application","10","0"," ","0"
"2020","UK","All","All","19","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","UK","All","All","19","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","UK","All","All","19","All","Main scheme applicant","Main scheme application","15","0"," ","0"
"2023","UK","All","All","19","All","Main scheme applicant","Main scheme application","15","0"," ","0"
"2020","International","All","All","19","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","UK","All","All","20","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","UK","All","All","20","All","Main scheme applicant","Main scheme application","10","0"," ","0"
"2021","UK","All","All","20","All","Main scheme applicant","Main scheme application","15","0"," ","0"
"2022","UK","All","All","20","All","Main scheme applicant","Main scheme application","15","0"," ","0"
"2023","UK","All","All","20","All","Main scheme applicant","Main scheme application","15","0"," ","0"
"2019","International","All","All","20","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","International","All","All","20","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","UK","All","All","21 - 24","All","Main scheme applicant","Main scheme application","1700","840","0.494","0"
"2020","UK","All","All","21 - 24","All","Main scheme applicant","Main scheme application","1780","900","0.507","0"
"2021","UK","All","All","21 - 24","All","Main scheme applicant","Main scheme application","2265","920","0.405","0"
"2022","UK","All","All","21 - 24","All","Main scheme applicant","Main scheme application","2360","1300","0.55","0"
"2023","UK","All","All","21 - 24","All","Main scheme applicant","Main scheme application","2045","1200","0.586","0"
"2019","International","All","All","21 - 24","All","Main scheme applicant","Main scheme application","140","50","0.34800000000000003","0"
"2020","International","All","All","21 - 24","All","Main scheme applicant","Main scheme application","170","65","0.392","0"
"2021","International","All","All","21 - 24","All","Main scheme applicant","Main scheme application","115","20","0.177","0"
"2022","International","All","All","21 - 24","All","Main scheme applicant","Main scheme application","75","15","0.20800000000000002","0"
"2023","International","All","All","21 - 24","All","Main scheme applicant","Main scheme application","80","25","0.28400000000000003","0"
"2019","UK","All","All","25 - 29","All","Main scheme applicant","Main scheme application","1385","705","0.509","0"
"2020","UK","All","All","25 - 29","All","Main scheme applicant","Main scheme application","1385","705","0.51","0"
"2021","UK","All","All","25 - 29","All","Main scheme applicant","Main scheme application","1730","750","0.434","0"
"2022","UK","All","All","25 - 29","All","Main scheme applicant","Main scheme application","1410","770","0.544","0"
"2023","UK","All","All","25 - 29","All","Main scheme applicant","Main scheme application","1095","615","0.56","0"
"2019","International","All","All","25 - 29","All","Main scheme applicant","Main scheme application","75","30","0.4","0"
"2020","International","All","All","25 - 29","All","Main scheme applicant","Main scheme application","100","35","0.374","0"
"2021","International","All","All","25 - 29","All","Main scheme applicant","Main scheme application","80","20","0.247","0"
"2022","International","All","All","25 - 29","All","Main scheme applicant","Main scheme application","75","25","0.35100000000000003","0"
"2023","International","All","All","25 - 29","All","Main scheme applicant","Main scheme application","50","15","0.3","0"
"2019","UK","All","All","30 - 34","All","Main scheme applicant","Main scheme application","625","285","0.457","0"
"2020","UK","All","All","30 - 34","All","Main scheme applicant","Main scheme application","655","340","0.516","0"
"2021","UK","All","All","30 - 34","All","Main scheme applicant","Main scheme application","745","285","0.384","0"
"2022","UK","All","All","30 - 34","All","Main scheme applicant","Main scheme application","620","345","0.553","0"
"2023","UK","All","All","30 - 34","All","Main scheme applicant","Main scheme application","475","260","0.546","0"
"2019","International","All","All","30 - 34","All","Main scheme applicant","Main scheme application","45","20","0.4","0"
"2020","International","All","All","30 - 34","All","Main scheme applicant","Main scheme application","45","15","0.372","0"
"2021","International","All","All","30 - 34","All","Main scheme applicant","Main scheme application","30","10"," ","0"
"2022","International","All","All","30 - 34","All","Main scheme applicant","Main scheme application","35","10"," ","0"
"2023","International","All","All","30 - 34","All","Main scheme applicant","Main scheme application","25","5"," ","0"
"2019","UK","All","All","35 and over","All","Main scheme applicant","Main scheme application","1110","475","0.428","0"
"2020","UK","All","All","35 and over","All","Main scheme applicant","Main scheme application","1165","525","0.452","0"
"2021","UK","All","All","35 and over","All","Main scheme applicant","Main scheme application","1255","475","0.377","0"
"2022","UK","All","All","35 and over","All","Main scheme applicant","Main scheme application","985","485","0.492","0"
"2023","UK","All","All","35 and over","All","Main scheme applicant","Main scheme application","795","415","0.523","0"
"2019","International","All","All","35 and over","All","Main scheme applicant","Main scheme application","30","10"," ","0"
"2020","International","All","All","35 and over","All","Main scheme applicant","Main scheme application","20","5"," ","0"
"2021","International","All","All","35 and over","All","Main scheme applicant","Main scheme application","30","5"," ","0"
"2022","International","All","All","35 and over","All","Main scheme applicant","Main scheme application","45","10"," ","0"
"2023","International","All","All","35 and over","All","Main scheme applicant","Main scheme application","35","10"," ","0"
"2019","All","All","All","21 - 24","All","Not main scheme applicant","Not main scheme application","25","25","0.885","0"
"2020","All","All","All","21 - 24","All","Not main scheme applicant","Not main scheme application","50","35","0.75","0"
"2021","All","All","All","21 - 24","All","Not main scheme applicant","Not main scheme application","30","20","0.75","0"
"2022","All","All","All","21 - 24","All","Not main scheme applicant","Not main scheme application","90","70","0.78","0"
"2023","All","All","All","21 - 24","All","Not main scheme applicant","Not main scheme application","110","90","0.8180000000000001","0"
"2019","All","All","All","25 - 29","All","Not main scheme applicant","Not main scheme application","35","30","0.8290000000000001","0"
"2020","All","All","All","25 - 29","All","Not main scheme applicant","Not main scheme application","70","55","0.797","0"
"2021","All","All","All","25 - 29","All","Not main scheme applicant","Not main scheme application","20","15","0.684","0"
"2022","All","All","All","25 - 29","All","Not main scheme applicant","Not main scheme application","70","50","0.743","0"
"2023","All","All","All","25 - 29","All","Not main scheme applicant","Not main scheme application","60","50","0.845","0"
"2019","All","All","All","30 - 34","All","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2020","All","All","All","30 - 34","All","Not main scheme applicant","Not main scheme application","20","15","0.81","0"
"2021","All","All","All","30 - 34","All","Not main scheme applicant","Not main scheme application","15","10","0.769","0"
"2022","All","All","All","30 - 34","All","Not main scheme applicant","Not main scheme application","25","15","0.609","0"
"2023","All","All","All","30 - 34","All","Not main scheme applicant","Not main scheme application","30","25","0.862","0"
"2019","All","All","All","35 and over","All","Not main scheme applicant","Not main scheme application","35","20","0.667","0"
"2020","All","All","All","35 and over","All","Not main scheme applicant","Not main scheme application","55","40","0.722","0"
"2021","All","All","All","35 and over","All","Not main scheme applicant","Not main scheme application","30","25","0.742","0"
"2022","All","All","All","35 and over","All","Not main scheme applicant","Not main scheme application","55","40","0.741","0"
"2023","All","All","All","35 and over","All","Not main scheme applicant","Not main scheme application","65","50","0.8250000000000001","0"
"2021","All","All","All","18","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","All","All","All","21 - 24","All","Main scheme applicant","Not main scheme application","75","30","0.432","0"
"2020","All","All","All","21 - 24","All","Main scheme applicant","Not main scheme application","90","20","0.25","0"
"2021","All","All","All","21 - 24","All","Main scheme applicant","Not main scheme application","110","35","0.297","0"
"2022","All","All","All","21 - 24","All","Main scheme applicant","Not main scheme application","95","55","0.602","0"
"2023","All","All","All","21 - 24","All","Main scheme applicant","Not main scheme application","75","50","0.662","0"
"2019","All","All","All","25 - 29","All","Main scheme applicant","Not main scheme application","55","30","0.5","0"
"2020","All","All","All","25 - 29","All","Main scheme applicant","Not main scheme application","70","30","0.41200000000000003","0"
"2021","All","All","All","25 - 29","All","Main scheme applicant","Not main scheme application","80","25","0.309","0"
"2022","All","All","All","25 - 29","All","Main scheme applicant","Not main scheme application","45","25","0.591","0"
"2023","All","All","All","25 - 29","All","Main scheme applicant","Not main scheme application","45","30","0.744","0"
"2019","All","All","All","30 - 34","All","Main scheme applicant","Not main scheme application","20","10","0.556","0"
"2020","All","All","All","30 - 34","All","Main scheme applicant","Not main scheme application","25","10"," ","0"
"2021","All","All","All","30 - 34","All","Main scheme applicant","Not main scheme application","30","10","0.379","0"
"2022","All","All","All","30 - 34","All","Main scheme applicant","Not main scheme application","25","10","0.435","0"
"2023","All","All","All","30 - 34","All","Main scheme applicant","Not main scheme application","15","10","0.625","0"
"2019","All","All","All","35 and over","All","Main scheme applicant","Not main scheme application","45","25","0.5740000000000001","0"
"2020","All","All","All","35 and over","All","Main scheme applicant","Not main scheme application","50","20","0.449","0"
"2021","All","All","All","35 and over","All","Main scheme applicant","Not main scheme application","30","15","0.552","0"
"2022","All","All","All","35 and over","All","Main scheme applicant","Not main scheme application","40","20","0.55","0"
"2023","All","All","All","35 and over","All","Main scheme applicant","Not main scheme application","30","20","0.643","0"
"2022","All","All","All","17 and under","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","All","All","All","18","All","Main scheme applicant","Main scheme application","15","0"," ","0"
"2020","All","All","All","18","All","Main scheme applicant","Main scheme application","30","0"," ","0"
"2021","All","All","All","18","All","Main scheme applicant","Main scheme application","25","0"," ","0"
"2022","All","All","All","18","All","Main scheme applicant","Main scheme application","50","0"," ","0"
"2023","All","All","All","18","All","Main scheme applicant","Main scheme application","40","0"," ","0"
"2019","All","All","All","19","All","Main scheme applicant","Main scheme application","10","0"," ","0"
"2020","All","All","All","19","All","Main scheme applicant","Main scheme application","10","0"," ","0"
"2021","All","All","All","19","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","All","All","All","19","All","Main scheme applicant","Main scheme application","15","0"," ","0"
"2023","All","All","All","19","All","Main scheme applicant","Main scheme application","15","0"," ","0"
"2019","All","All","All","20","All","Main scheme applicant","Main scheme application","10","0"," ","0"
"2020","All","All","All","20","All","Main scheme applicant","Main scheme application","15","0"," ","0"
"2021","All","All","All","20","All","Main scheme applicant","Main scheme application","15","0"," ","0"
"2022","All","All","All","20","All","Main scheme applicant","Main scheme application","15","0"," ","0"
"2023","All","All","All","20","All","Main scheme applicant","Main scheme application","15","0"," ","0"
"2019","All","All","All","21 - 24","All","Main scheme applicant","Main scheme application","1845","890","0.482","0"
"2020","All","All","All","21 - 24","All","Main scheme applicant","Main scheme application","1950","970","0.497","0"
"2021","All","All","All","21 - 24","All","Main scheme applicant","Main scheme application","2380","940","0.394","0"
"2022","All","All","All","21 - 24","All","Main scheme applicant","Main scheme application","2440","1315","0.54","0"
"2023","All","All","All","21 - 24","All","Main scheme applicant","Main scheme application","2130","1225","0.5750000000000001","0"
"2019","All","All","All","25 - 29","All","Main scheme applicant","Main scheme application","1460","735","0.503","0"
"2020","All","All","All","25 - 29","All","Main scheme applicant","Main scheme application","1485","745","0.501","0"
"2021","All","All","All","25 - 29","All","Main scheme applicant","Main scheme application","1810","770","0.426","0"
"2022","All","All","All","25 - 29","All","Main scheme applicant","Main scheme application","1485","795","0.535","0"
"2023","All","All","All","25 - 29","All","Main scheme applicant","Main scheme application","1145","630","0.548","0"
"2019","All","All","All","30 - 34","All","Main scheme applicant","Main scheme application","670","305","0.453","0"
"2020","All","All","All","30 - 34","All","Main scheme applicant","Main scheme application","700","355","0.507","0"
"2021","All","All","All","30 - 34","All","Main scheme applicant","Main scheme application","775","295","0.382","0"
"2022","All","All","All","30 - 34","All","Main scheme applicant","Main scheme application","655","355","0.538","0"
"2023","All","All","All","30 - 34","All","Main scheme applicant","Main scheme application","500","265","0.53","0"
"2019","All","All","All","35 and over","All","Main scheme applicant","Main scheme application","1140","480","0.423","0"
"2020","All","All","All","35 and over","All","Main scheme applicant","Main scheme application","1190","535","0.449","0"
"2021","All","All","All","35 and over","All","Main scheme applicant","Main scheme application","1285","475","0.371","0"
"2022","All","All","All","35 and over","All","Main scheme applicant","Main scheme application","1025","490","0.47900000000000004","0"
"2023","All","All","All","35 and over","All","Main scheme applicant","Main scheme application","830","425","0.511","0"
"2019","UK","England","England","All","All","Not main scheme applicant","Not main scheme application","15","15","1","0"
"2020","UK","England","England","All","All","Not main scheme applicant","Not main scheme application","40","35","0.9","0"
"2021","UK","England","England","All","All","Not main scheme applicant","Not main scheme application","20","15","0.773","0"
