"Year","Estranged status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","Is not estranged from parents","35 and over","Northern Ireland","Male","All","Not main scheme application","10","10"," ","0"
"2023","Is not estranged from parents","35 and over","England","Male","All","Not main scheme application","1040","705","0.676","200"
"2023","Is not estranged from parents","35 and over","Scotland","Male","All","Not main scheme application","85","65","0.736","25"
"2023","Is not estranged from parents","35 and over","Wales","Male","All","Not main scheme application","45","30","0.744","10"
"2023","Is estranged from parents","35 and over","England","Male","All","Not main scheme application","155","100","0.656","50"
"2023","Is estranged from parents","35 and over","Scotland","Male","All","Not main scheme application","25","20","0.704","10"
"2023","Is estranged from parents","35 and over","Wales","Male","All","Not main scheme application","10","10"," ","0"
"2023","Not declared","17 and under","England","Female","All","Main scheme application","25","15","0.52","0"
"2023","Not declared","17 and under","Scotland","Female","All","Main scheme application","10","5"," ","0"
"2023","Is not estranged from parents","17 and under","Northern Ireland","Female","All","Main scheme application","20","10","0.526","0"
"2023","Is not estranged from parents","17 and under","England","Female","All","Main scheme application","570","330","0.5750000000000001","0"
"2023","Is not estranged from parents","17 and under","Scotland","Female","All","Main scheme application","555","350","0.627","0"
"2023","Is not estranged from parents","17 and under","Wales","Female","All","Main scheme application","20","10","0.5710000000000001","0"
"2023","Is estranged from parents","17 and under","England","Female","All","Main scheme application","15","5"," ","0"
"2023","Is estranged from parents","17 and under","Scotland","Female","All","Main scheme application","5","5"," ","0"
"2023","Not declared","18","Northern Ireland","Female","All","Main scheme application","80","60","0.72","0"
"2023","Not declared","18","England","Female","All","Main scheme application","1245","900","0.721","0"
"2023","Not declared","18","Scotland","Female","All","Main scheme application","80","65","0.808","0"
"2023","Not declared","18","Wales","Female","All","Main scheme application","50","35","0.725","0"
"2023","Is not estranged from parents","18","Northern Ireland","Female","All","Main scheme application","6735","4560","0.677","0"
"2023","Is not estranged from parents","18","England","Female","All","Main scheme application","150000","106970","0.713","0"
"2023","Is not estranged from parents","18","Scotland","Female","All","Main scheme application","11200","8985","0.802","0"
"2023","Is not estranged from parents","18","Wales","Female","All","Main scheme application","6910","5365","0.777","0"
"2023","Is estranged from parents","18","Northern Ireland","Female","All","Main scheme application","70","40","0.5650000000000001","0"
"2023","Is estranged from parents","18","England","Female","All","Main scheme application","1800","1155","0.642","0"
"2023","Is estranged from parents","18","Scotland","Female","All","Main scheme application","95","65","0.67","0"
"2023","Is estranged from parents","18","Wales","Female","All","Main scheme application","80","55","0.6880000000000001","0"
"2023","Not declared","19","Northern Ireland","Female","All","Main scheme application","20","10","0.55","0"
"2023","Not declared","19","England","Female","All","Main scheme application","565","370","0.66","0"
"2023","Not declared","19","Scotland","Female","All","Main scheme application","25","20","0.76","0"
"2023","Not declared","19","Wales","Female","All","Main scheme application","15","10","0.769","0"
"2023","Is not estranged from parents","19","Northern Ireland","Female","All","Main scheme application","1315","880","0.669","0"
"2023","Is not estranged from parents","19","England","Female","All","Main scheme application","38685","27815","0.719","0"
"2023","Is not estranged from parents","19","Scotland","Female","All","Main scheme application","3320","2445","0.737","0"
"2023","Is not estranged from parents","19","Wales","Female","All","Main scheme application","1860","1410","0.757","0"
"2023","Is estranged from parents","19","Northern Ireland","Female","All","Main scheme application","20","10"," ","0"
"2023","Is estranged from parents","19","England","Female","All","Main scheme application","965","625","0.649","0"
"2023","Is estranged from parents","19","Scotland","Female","All","Main scheme application","40","25","0.595","0"
"2023","Is estranged from parents","19","Wales","Female","All","Main scheme application","40","25","0.658","0"
"2023","Not declared","20","Northern Ireland","Female","All","Main scheme application","5","0"," ","0"
"2023","Not declared","20","England","Female","All","Main scheme application","225","145","0.65","0"
"2023","Not declared","20","Scotland","Female","All","Main scheme application","15","10","0.667","0"
"2023","Not declared","20","Wales","Female","All","Main scheme application","5","5"," ","0"
"2023","Is not estranged from parents","20","Northern Ireland","Female","All","Main scheme application","520","315","0.612","0"
"2023","Is not estranged from parents","20","England","Female","All","Main scheme application","12485","8185","0.656","0"
"2023","Is not estranged from parents","20","Scotland","Female","All","Main scheme application","1720","1175","0.684","0"
"2023","Is not estranged from parents","20","Wales","Female","All","Main scheme application","665","445","0.673","0"
"2023","Is estranged from parents","20","Northern Ireland","Female","All","Main scheme application","15","5"," ","0"
"2023","Is estranged from parents","20","England","Female","All","Main scheme application","660","410","0.616","0"
"2023","Is estranged from parents","20","Scotland","Female","All","Main scheme application","60","35","0.593","0"
"2023","Is estranged from parents","20","Wales","Female","All","Main scheme application","25","15","0.5","0"
"2023","Not declared","21 - 24","Northern Ireland","Female","All","Main scheme application","15","5"," ","0"
"2023","Not declared","21 - 24","England","Female","All","Main scheme application","505","245","0.484","0"
"2023","Not declared","21 - 24","Scotland","Female","All","Main scheme application","50","30","0.5690000000000001","0"
"2023","Not declared","21 - 24","Wales","Female","All","Main scheme application","25","15","0.609","0"
"2023","Is not estranged from parents","21 - 24","Northern Ireland","Female","All","Main scheme application","800","415","0.523","0"
"2023","Is not estranged from parents","21 - 24","England","Female","All","Main scheme application","16725","9230","0.552","0"
"2023","Is not estranged from parents","21 - 24","Scotland","Female","All","Main scheme application","3820","2390","0.626","0"
"2023","Is not estranged from parents","21 - 24","Wales","Female","All","Main scheme application","1405","890","0.634","0"
"2023","Is estranged from parents","21 - 24","Northern Ireland","Female","All","Main scheme application","40","20","0.47500000000000003","0"
"2023","Is estranged from parents","21 - 24","England","Female","All","Main scheme application","1395","760","0.545","0"
"2023","Is estranged from parents","21 - 24","Scotland","Female","All","Main scheme application","215","130","0.609","0"
"2023","Is estranged from parents","21 - 24","Wales","Female","All","Main scheme application","95","55","0.602","0"
"2023","Not declared","25 - 29","Northern Ireland","Female","All","Main scheme application","5","0"," ","0"
"2023","Not declared","25 - 29","England","Female","All","Main scheme application","365","205","0.559","0"
"2023","Not declared","25 - 29","Scotland","Female","All","Main scheme application","25","15","0.654","0"
"2023","Not declared","25 - 29","Wales","Female","All","Main scheme application","15","5"," ","0"
"2023","Is not estranged from parents","25 - 29","Northern Ireland","Female","All","Main scheme application","310","140","0.453","0"
"2023","Is not estranged from parents","25 - 29","England","Female","All","Main scheme application","7500","4085","0.544","0"
"2023","Is not estranged from parents","25 - 29","Scotland","Female","All","Main scheme application","1970","1210","0.614","0"
"2023","Is not estranged from parents","25 - 29","Wales","Female","All","Main scheme application","650","375","0.581","0"
"2023","Is estranged from parents","25 - 29","Northern Ireland","Female","All","Main scheme application","25","15","0.577","0"
"2023","Is estranged from parents","25 - 29","England","Female","All","Main scheme application","955","540","0.5660000000000001","0"
"2023","Is estranged from parents","25 - 29","Scotland","Female","All","Main scheme application","205","130","0.65","0"
"2023","Is estranged from parents","25 - 29","Wales","Female","All","Main scheme application","75","45","0.587","0"
"2023","Not declared","30 - 34","Northern Ireland","Female","All","Main scheme application","5","0"," ","0"
"2023","Not declared","30 - 34","England","Female","All","Main scheme application","305","165","0.546","0"
"2023","Not declared","30 - 34","Scotland","Female","All","Main scheme application","10","5"," ","0"
"2023","Not declared","30 - 34","Wales","Female","All","Main scheme application","5","5"," ","0"
"2023","Is not estranged from parents","30 - 34","Northern Ireland","Female","All","Main scheme application","195","95","0.47200000000000003","0"
"2023","Is not estranged from parents","30 - 34","England","Female","All","Main scheme application","5320","3000","0.5630000000000001","0"
"2023","Is not estranged from parents","30 - 34","Scotland","Female","All","Main scheme application","1195","785","0.658","0"
"2023","Is not estranged from parents","30 - 34","Wales","Female","All","Main scheme application","430","265","0.619","0"
"2023","Is estranged from parents","30 - 34","Northern Ireland","Female","All","Main scheme application","20","10","0.632","0"
"2023","Is estranged from parents","30 - 34","England","Female","All","Main scheme application","710","410","0.58","0"
"2023","Is estranged from parents","30 - 34","Scotland","Female","All","Main scheme application","150","95","0.649","0"
"2023","Is estranged from parents","30 - 34","Wales","Female","All","Main scheme application","45","25","0.591","0"
"2023","Not declared","35 and over","England","Female","All","Main scheme application","990","620","0.625","0"
"2023","Not declared","35 and over","Scotland","Female","All","Main scheme application","40","25","0.711","0"
"2023","Not declared","35 and over","Wales","Female","All","Main scheme application","15","10","0.786","0"
"2023","Is not estranged from parents","35 and over","Northern Ireland","Female","All","Main scheme application","285","135","0.47200000000000003","0"
"2023","Is not estranged from parents","35 and over","England","Female","All","Main scheme application","11670","6625","0.5680000000000001","0"
"2023","Is not estranged from parents","35 and over","Scotland","Female","All","Main scheme application","2130","1355","0.637","0"
"2023","Is not estranged from parents","35 and over","Wales","Female","All","Main scheme application","605","365","0.602","0"
"2023","Is estranged from parents","35 and over","Northern Ireland","Female","All","Main scheme application","30","20","0.594","0"
"2023","Is estranged from parents","35 and over","England","Female","All","Main scheme application","1735","965","0.556","0"
"2023","Is estranged from parents","35 and over","Scotland","Female","All","Main scheme application","280","165","0.594","0"
"2023","Is estranged from parents","35 and over","Wales","Female","All","Main scheme application","90","45","0.511","0"
"2023","Not declared","17 and under","England","Male","All","Main scheme application","30","10","0.429","0"
"2023","Not declared","17 and under","Scotland","Male","All","Main scheme application","5","5"," ","0"
"2023","Is not estranged from parents","17 and under","Northern Ireland","Male","All","Main scheme application","15","10"," ","0"
"2023","Is not estranged from parents","17 and under","England","Male","All","Main scheme application","470","265","0.558","0"
"2023","Is not estranged from parents","17 and under","Scotland","Male","All","Main scheme application","380","220","0.582","0"
"2023","Is not estranged from parents","17 and under","Wales","Male","All","Main scheme application","15","10","0.647","0"
"2023","Is estranged from parents","17 and under","England","Male","All","Main scheme application","5","0"," ","0"
"2023","Is estranged from parents","17 and under","Scotland","Male","All","Main scheme application","5","5"," ","0"
"2023","Not declared","18","Northern Ireland","Male","All","Main scheme application","45","30","0.638","0"
"2023","Not declared","18","England","Male","All","Main scheme application","1485","990","0.666","0"
"2023","Not declared","18","Scotland","Male","All","Main scheme application","70","60","0.806","0"
"2023","Not declared","18","Wales","Male","All","Main scheme application","30","20","0.667","0"
"2023","Is not estranged from parents","18","Northern Ireland","Male","All","Main scheme application","4900","3275","0.668","0"
"2023","Is not estranged from parents","18","England","Male","All","Main scheme application","120870","83695","0.6920000000000001","0"
"2023","Is not estranged from parents","18","Scotland","Male","All","Main scheme application","7810","6275","0.804","0"
"2023","Is not estranged from parents","18","Wales","Male","All","Main scheme application","4875","3740","0.767","0"
"2023","Is estranged from parents","18","Northern Ireland","Male","All","Main scheme application","30","15","0.536","0"
"2023","Is estranged from parents","18","England","Male","All","Main scheme application","1020","650","0.637","0"
"2023","Is estranged from parents","18","Scotland","Male","All","Main scheme application","60","35","0.607","0"
"2023","Is estranged from parents","18","Wales","Male","All","Main scheme application","45","35","0.717","0"
"2023","Not declared","19","Northern Ireland","Male","All","Main scheme application","15","10","0.857","0"
"2023","Not declared","19","England","Male","All","Main scheme application","600","405","0.672","0"
"2023","Not declared","19","Scotland","Male","All","Main scheme application","30","25","0.871","0"
"2023","Not declared","19","Wales","Male","All","Main scheme application","20","15","0.737","0"
"2023","Is not estranged from parents","19","Northern Ireland","Male","All","Main scheme application","795","525","0.658","0"
"2023","Is not estranged from parents","19","England","Male","All","Main scheme application","29265","20990","0.717","0"
"2023","Is not estranged from parents","19","Scotland","Male","All","Main scheme application","2410","1815","0.753","0"
"2023","Is not estranged from parents","19","Wales","Male","All","Main scheme application","1200","940","0.786","0"
"2023","Is estranged from parents","19","Northern Ireland","Male","All","Main scheme application","15","5"," ","0"
"2023","Is estranged from parents","19","England","Male","All","Main scheme application","505","325","0.639","0"
"2023","Is estranged from parents","19","Scotland","Male","All","Main scheme application","20","10","0.524","0"
"2023","Is estranged from parents","19","Wales","Male","All","Main scheme application","35","25","0.727","0"
"2023","Not declared","20","Northern Ireland","Male","All","Main scheme application","10","10"," ","0"
"2023","Not declared","20","England","Male","All","Main scheme application","275","160","0.5720000000000001","0"
"2023","Not declared","20","Scotland","Male","All","Main scheme application","20","15","0.85","0"
"2023","Not declared","20","Wales","Male","All","Main scheme application","15","10","0.8","0"
"2023","Is not estranged from parents","20","Northern Ireland","Male","All","Main scheme application","380","240","0.639","0"
"2023","Is not estranged from parents","20","England","Male","All","Main scheme application","9710","6560","0.675","0"
"2023","Is not estranged from parents","20","Scotland","Male","All","Main scheme application","1105","800","0.724","0"
"2023","Is not estranged from parents","20","Wales","Male","All","Main scheme application","470","355","0.752","0"
"2023","Is estranged from parents","20","Northern Ireland","Male","All","Main scheme application","10","5"," ","0"
"2023","Is estranged from parents","20","England","Male","All","Main scheme application","385","235","0.612","0"
"2023","Is estranged from parents","20","Scotland","Male","All","Main scheme application","30","20","0.625","0"
"2023","Is estranged from parents","20","Wales","Male","All","Main scheme application","20","15","0.737","0"
"2023","Not declared","21 - 24","Northern Ireland","Male","All","Main scheme application","10","5"," ","0"
"2023","Not declared","21 - 24","England","Male","All","Main scheme application","465","250","0.541","0"
"2023","Not declared","21 - 24","Scotland","Male","All","Main scheme application","50","30","0.5710000000000001","0"
"2023","Not declared","21 - 24","Wales","Male","All","Main scheme application","15","10"," ","0"
"2023","Is not estranged from parents","21 - 24","Northern Ireland","Male","All","Main scheme application","525","325","0.622","0"
"2023","Is not estranged from parents","21 - 24","England","Male","All","Main scheme application","11485","7005","0.61","0"
"2023","Is not estranged from parents","21 - 24","Scotland","Male","All","Main scheme application","2215","1470","0.663","0"
"2023","Is not estranged from parents","21 - 24","Wales","Male","All","Main scheme application","755","525","0.6920000000000001","0"
"2023","Is estranged from parents","21 - 24","Northern Ireland","Male","All","Main scheme application","15","10","0.733","0"
"2023","Is estranged from parents","21 - 24","England","Male","All","Main scheme application","790","425","0.537","0"
"2023","Is estranged from parents","21 - 24","Scotland","Male","All","Main scheme application","85","55","0.616","0"
"2023","Is estranged from parents","21 - 24","Wales","Male","All","Main scheme application","35","30","0.757","0"
"2023","Not declared","25 - 29","Northern Ireland","Male","All","Main scheme application","5","0"," ","0"
"2023","Not declared","25 - 29","England","Male","All","Main scheme application","295","150","0.507","0"
"2023","Not declared","25 - 29","Scotland","Male","All","Main scheme application","25","15","0.593","0"
"2023","Not declared","25 - 29","Wales","Male","All","Main scheme application","5","5"," ","0"
"2023","Is not estranged from parents","25 - 29","Northern Ireland","Male","All","Main scheme application","150","60","0.391","0"
"2023","Is not estranged from parents","25 - 29","England","Male","All","Main scheme application","3880","2230","0.5750000000000001","0"
"2023","Is not estranged from parents","25 - 29","Scotland","Male","All","Main scheme application","1060","645","0.612","0"
"2023","Is not estranged from parents","25 - 29","Wales","Male","All","Main scheme application","285","180","0.629","0"
"2023","Is estranged from parents","25 - 29","Northern Ireland","Male","All","Main scheme application","15","5"," ","0"
"2023","Is estranged from parents","25 - 29","England","Male","All","Main scheme application","470","250","0.53","0"
"2023","Is estranged from parents","25 - 29","Scotland","Male","All","Main scheme application","95","55","0.552","0"
"2023","Is estranged from parents","25 - 29","Wales","Male","All","Main scheme application","30","15","0.552","0"
"2023","Not declared","30 - 34","England","Male","All","Main scheme application","315","185","0.586","0"
"2023","Not declared","30 - 34","Scotland","Male","All","Main scheme application","15","10"," ","0"
"2023","Not declared","30 - 34","Wales","Male","All","Main scheme application","5","0"," ","0"
"2023","Is not estranged from parents","30 - 34","Northern Ireland","Male","All","Main scheme application","60","30","0.47500000000000003","0"
"2023","Is not estranged from parents","30 - 34","England","Male","All","Main scheme application","2050","1120","0.546","0"
"2023","Is not estranged from parents","30 - 34","Scotland","Male","All","Main scheme application","535","320","0.598","0"
"2023","Is not estranged from parents","30 - 34","Wales","Male","All","Main scheme application","125","75","0.618","0"
"2023","Is estranged from parents","30 - 34","Northern Ireland","Male","All","Main scheme application","5","5"," ","0"
"2023","Is estranged from parents","30 - 34","England","Male","All","Main scheme application","270","130","0.485","0"
"2023","Is estranged from parents","30 - 34","Scotland","Male","All","Main scheme application","75","55","0.7010000000000001","0"
"2023","Is estranged from parents","30 - 34","Wales","Male","All","Main scheme application","20","10","0.5","0"
"2023","Not declared","35 and over","Northern Ireland","Male","All","Main scheme application","5","0"," ","0"
"2023","Not declared","35 and over","England","Male","All","Main scheme application","790","475","0.602","0"
"2023","Not declared","35 and over","Scotland","Male","All","Main scheme application","10","10"," ","0"
"2023","Not declared","35 and over","Wales","Male","All","Main scheme application","5","0"," ","0"
"2023","Is not estranged from parents","35 and over","Northern Ireland","Male","All","Main scheme application","90","45","0.534","0"
"2023","Is not estranged from parents","35 and over","England","Male","All","Main scheme application","4930","2575","0.522","0"
"2023","Is not estranged from parents","35 and over","Scotland","Male","All","Main scheme application","695","400","0.5750000000000001","0"
"2023","Is not estranged from parents","35 and over","Wales","Male","All","Main scheme application","175","95","0.552","0"
"2023","Is estranged from parents","35 and over","Northern Ireland","Male","All","Main scheme application","10","5"," ","0"
"2023","Is estranged from parents","35 and over","England","Male","All","Main scheme application","695","345","0.495","0"
"2023","Is estranged from parents","35 and over","Scotland","Male","All","Main scheme application","105","65","0.625","0"
"2023","Is estranged from parents","35 and over","Wales","Male","All","Main scheme application","25","10","0.417","0"
"2023","All","17 and under","England","Female","All","Not main scheme application","175","135","0.766","20"
"2023","All","17 and under","Scotland","Female","All","Not main scheme application","210","190","0.914","5"
"2023","All","17 and under","Wales","Female","All","Not main scheme application","10","5"," ","0"
"2023","All","18","Northern Ireland","Female","All","Not main scheme application","705","580","0.8230000000000001","5"
"2023","All","18","England","Female","All","Not main scheme application","24415","22475","0.92","130"
"2023","All","18","Scotland","Female","All","Not main scheme application","835","695","0.8310000000000001","15"
"2023","All","18","Wales","Female","All","Not main scheme application","790","725","0.918","5"
"2023","All","19","Northern Ireland","Female","All","Not main scheme application","235","195","0.8260000000000001","5"
"2023","All","19","England","Female","All","Not main scheme application","9015","8075","0.896","205"
"2023","All","19","Scotland","Female","All","Not main scheme application","440","365","0.8310000000000001","25"
"2023","All","19","Wales","Female","All","Not main scheme application","370","330","0.899","15"
"2023","All","20","Northern Ireland","Female","All","Not main scheme application","90","75","0.8220000000000001","5"
"2023","All","20","England","Female","All","Not main scheme application","4240","3740","0.883","165"
"2023","All","20","Scotland","Female","All","Not main scheme application","280","235","0.842","20"
"2023","All","20","Wales","Female","All","Not main scheme application","200","175","0.879","15"
"2023","All","21 - 24","Northern Ireland","Female","All","Not main scheme application","120","80","0.686","10"
"2023","All","21 - 24","England","Female","All","Not main scheme application","7695","6555","0.852","385"
"2023","All","21 - 24","Scotland","Female","All","Not main scheme application","620","485","0.784","60"
"2023","All","21 - 24","Wales","Female","All","Not main scheme application","320","275","0.86","20"
"2023","All","25 - 29","Northern Ireland","Female","All","Not main scheme application","50","35","0.6940000000000001","5"
"2023","All","25 - 29","England","Female","All","Not main scheme application","5095","4495","0.882","205"
"2023","All","25 - 29","Scotland","Female","All","Not main scheme application","310","250","0.81","35"
"2023","All","25 - 29","Wales","Female","All","Not main scheme application","190","155","0.8210000000000001","15"
"2023","All","30 - 34","Northern Ireland","Female","All","Not main scheme application","30","25","0.8130000000000001","0"
"2023","All","30 - 34","England","Female","All","Not main scheme application","4450","3930","0.884","155"
"2023","All","30 - 34","Scotland","Female","All","Not main scheme application","230","180","0.78","15"
"2023","All","30 - 34","Wales","Female","All","Not main scheme application","120","110","0.893","20"
"2023","All","35 and over","Northern Ireland","Female","All","Not main scheme application","45","40","0.872","5"
"2023","All","35 and over","England","Female","All","Not main scheme application","10620","9400","0.885","595"
"2023","All","35 and over","Scotland","Female","All","Not main scheme application","525","425","0.805","75"
"2023","All","35 and over","Wales","Female","All","Not main scheme application","260","230","0.881","20"
"2023","All","17 and under","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2023","All","17 and under","England","Male","All","Not main scheme application","160","125","0.794","5"
"2023","All","17 and under","Scotland","Male","All","Not main scheme application","145","140","0.9390000000000001","5"
"2023","All","17 and under","Wales","Male","All","Not main scheme application","10","5"," ","0"
"2023","All","18","Northern Ireland","Male","All","Not main scheme application","355","305","0.862","5"
"2023","All","18","England","Male","All","Not main scheme application","20265","18800","0.928","150"
"2023","All","18","Scotland","Male","All","Not main scheme application","635","580","0.91","15"
"2023","All","18","Wales","Male","All","Not main scheme application","565","515","0.912","10"
"2023","All","19","Northern Ireland","Male","All","Not main scheme application","150","135","0.875","5"
"2023","All","19","England","Male","All","Not main scheme application","7915","7160","0.904","230"
"2023","All","19","Scotland","Male","All","Not main scheme application","380","330","0.861","25"
"2023","All","19","Wales","Male","All","Not main scheme application","270","250","0.925","10"
"2023","All","20","Northern Ireland","Male","All","Not main scheme application","85","70","0.847","5"
"2023","All","20","England","Male","All","Not main scheme application","4155","3700","0.891","195"
"2023","All","20","Scotland","Male","All","Not main scheme application","240","205","0.87","20"
"2023","All","20","Wales","Male","All","Not main scheme application","165","155","0.934","10"
"2023","All","21 - 24","Northern Ireland","Male","All","Not main scheme application","85","70","0.843","10"
"2023","All","21 - 24","England","Male","All","Not main scheme application","7510","6695","0.891","325"
"2023","All","21 - 24","Scotland","Male","All","Not main scheme application","440","375","0.846","35"
"2023","All","21 - 24","Wales","Male","All","Not main scheme application","245","220","0.906","25"
"2023","All","25 - 29","Northern Ireland","Male","All","Not main scheme application","35","25","0.714","5"
"2023","All","25 - 29","England","Male","All","Not main scheme application","4600","4180","0.909","150"
"2023","All","25 - 29","Scotland","Male","All","Not main scheme application","215","185","0.878","25"
"2023","All","25 - 29","Wales","Male","All","Not main scheme application","115","100","0.87","10"
"2023","All","30 - 34","Northern Ireland","Male","All","Not main scheme application","10","10"," ","0"
"2023","All","30 - 34","England","Male","All","Not main scheme application","3835","3475","0.906","95"
"2023","All","30 - 34","Scotland","Male","All","Not main scheme application","120","95","0.782","10"
"2023","All","30 - 34","Wales","Male","All","Not main scheme application","65","55","0.905","5"
"2023","All","35 and over","Northern Ireland","Male","All","Not main scheme application","15","10","0.769","0"
"2023","All","35 and over","England","Male","All","Not main scheme application","8710","7885","0.905","265"
"2023","All","35 and over","Scotland","Male","All","Not main scheme application","205","170","0.839","35"
"2023","All","35 and over","Wales","Male","All","Not main scheme application","105","90","0.86","10"
"2023","All","17 and under","Northern Ireland","Female","All","Main scheme application","20","10","0.526","0"
"2023","All","17 and under","England","Female","All","Main scheme application","610","345","0.5660000000000001","0"
"2023","All","17 and under","Scotland","Female","All","Main scheme application","570","355","0.626","0"
"2023","All","17 and under","Wales","Female","All","Main scheme application","20","15","0.591","0"
"2023","All","18","Northern Ireland","Female","All","Main scheme application","6885","4655","0.676","0"
"2023","All","18","England","Female","All","Main scheme application","153045","109025","0.712","0"
"2023","All","18","Scotland","Female","All","Main scheme application","11375","9110","0.801","0"
"2023","All","18","Wales","Female","All","Main scheme application","7040","5455","0.775","0"
"2023","All","19","Northern Ireland","Female","All","Main scheme application","1350","900","0.665","0"
"2023","All","19","England","Female","All","Main scheme application","40210","28815","0.717","0"
"2023","All","19","Scotland","Female","All","Main scheme application","3385","2490","0.736","0"
"2023","All","19","Wales","Female","All","Main scheme application","1915","1445","0.755","0"
"2023","All","20","Northern Ireland","Female","All","Main scheme application","540","325","0.602","0"
"2023","All","20","England","Female","All","Main scheme application","13370","8740","0.654","0"
"2023","All","20","Scotland","Female","All","Main scheme application","1795","1220","0.681","0"
"2023","All","20","Wales","Female","All","Main scheme application","695","465","0.667","0"
"2023","All","21 - 24","Northern Ireland","Female","All","Main scheme application","855","445","0.519","0"
"2023","All","21 - 24","England","Female","All","Main scheme application","18625","10235","0.549","0"
"2023","All","21 - 24","Scotland","Female","All","Main scheme application","4085","2550","0.624","0"
"2023","All","21 - 24","Wales","Female","All","Main scheme application","1525","960","0.632","0"
"2023","All","25 - 29","Northern Ireland","Female","All","Main scheme application","340","160","0.465","0"
"2023","All","25 - 29","England","Female","All","Main scheme application","8820","4830","0.547","0"
"2023","All","25 - 29","Scotland","Female","All","Main scheme application","2195","1360","0.618","0"
"2023","All","25 - 29","Wales","Female","All","Main scheme application","735","425","0.579","0"
"2023","All","30 - 34","Northern Ireland","Female","All","Main scheme application","220","105","0.484","0"
"2023","All","30 - 34","England","Female","All","Main scheme application","6335","3575","0.5640000000000001","0"
"2023","All","30 - 34","Scotland","Female","All","Main scheme application","1355","885","0.655","0"
"2023","All","30 - 34","Wales","Female","All","Main scheme application","475","295","0.619","0"
"2023","All","35 and over","Northern Ireland","Female","All","Main scheme application","320","155","0.481","0"
"2023","All","35 and over","England","Female","All","Main scheme application","14395","8210","0.5700000000000001","0"
"2023","All","35 and over","Scotland","Female","All","Main scheme application","2450","1550","0.634","0"
"2023","All","35 and over","Wales","Female","All","Main scheme application","710","420","0.594","0"
"2023","All","17 and under","Northern Ireland","Male","All","Main scheme application","15","10"," ","0"
"2023","All","17 and under","England","Male","All","Main scheme application","500","275","0.55","0"
"2023","All","17 and under","Scotland","Male","All","Main scheme application","390","230","0.588","0"
"2023","All","17 and under","Wales","Male","All","Main scheme application","20","10","0.632","0"
"2023","All","18","Northern Ireland","Male","All","Main scheme application","4975","3320","0.667","0"
"2023","All","18","England","Male","All","Main scheme application","123375","85330","0.6920000000000001","0"
"2023","All","18","Scotland","Male","All","Main scheme application","7945","6370","0.802","0"
"2023","All","18","Wales","Male","All","Main scheme application","4950","3790","0.766","0"
"2023","All","19","Northern Ireland","Male","All","Main scheme application","825","540","0.658","0"
"2023","All","19","England","Male","All","Main scheme application","30370","21715","0.715","0"
"2023","All","19","Scotland","Male","All","Main scheme application","2460","1850","0.753","0"
"2023","All","19","Wales","Male","All","Main scheme application","1250","980","0.783","0"
"2023","All","20","Northern Ireland","Male","All","Main scheme application","395","255","0.64","0"
"2023","All","20","England","Male","All","Main scheme application","10375","6955","0.67","0"
"2023","All","20","Scotland","Male","All","Main scheme application","1160","840","0.723","0"
"2023","All","20","Wales","Male","All","Main scheme application","505","380","0.753","0"
"2023","All","21 - 24","Northern Ireland","Male","All","Main scheme application","550","340","0.62","0"
"2023","All","21 - 24","England","Male","All","Main scheme application","12740","7685","0.603","0"
"2023","All","21 - 24","Scotland","Male","All","Main scheme application","2350","1550","0.66","0"
"2023","All","21 - 24","Wales","Male","All","Main scheme application","810","560","0.6930000000000001","0"
"2023","All","25 - 29","Northern Ireland","Male","All","Main scheme application","170","65","0.396","0"
"2023","All","25 - 29","England","Male","All","Main scheme application","4645","2630","0.5660000000000001","0"
"2023","All","25 - 29","Scotland","Male","All","Main scheme application","1180","715","0.606","0"
"2023","All","25 - 29","Wales","Male","All","Main scheme application","320","200","0.62","0"
"2023","All","30 - 34","Northern Ireland","Male","All","Main scheme application","65","30","0.47800000000000004","0"
"2023","All","30 - 34","England","Male","All","Main scheme application","2635","1435","0.545","0"
"2023","All","30 - 34","Scotland","Male","All","Main scheme application","630","385","0.61","0"
"2023","All","30 - 34","Wales","Male","All","Main scheme application","150","90","0.595","0"
"2023","All","35 and over","Northern Ireland","Male","All","Main scheme application","105","50","0.5","0"
"2023","All","35 and over","England","Male","All","Main scheme application","6415","3395","0.529","0"
"2023","All","35 and over","Scotland","Male","All","Main scheme application","810","470","0.583","0"
"2023","All","35 and over","Wales","Male","All","Main scheme application","200","110","0.535","0"
"2023","Not declared","All","Northern Ireland","Female","All","Not main scheme application","35","35","0.917","0"
"2023","Not declared","All","England","Female","All","Not main scheme application","23955","22540","0.9410000000000001","50"
"2023","Not declared","All","Scotland","Female","All","Not main scheme application","1240","1200","0.967","5"
"2023","Not declared","All","Wales","Female","All","Not main scheme application","570","545","0.96","0"
"2023","Is not estranged from parents","All","Northern Ireland","Female","All","Not main scheme application","1200","965","0.803","35"
"2023","Is not estranged from parents","All","England","Female","All","Not main scheme application","39920","34825","0.872","1600"
"2023","Is not estranged from parents","All","Scotland","Female","All","Not main scheme application","2110","1560","0.741","215"
"2023","Is not estranged from parents","All","Wales","Female","All","Not main scheme application","1600","1385","0.866","95"
"2023","Is estranged from parents","All","Northern Ireland","Female","All","Not main scheme application","40","35","0.8250000000000001","0"
