"Year","Gender","Age group","Domicile","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2022","Female","All","Wales","1830","330","0.179"
"2023","Female","All","Wales","1385","320","0.232"
"2019","Male","All","Wales","5","0"," "
"2020","Male","All","Wales","5","0"," "
"2022","Male","All","Wales","5","0"," "
"2023","Male","All","Wales","15","5"," "
"2019","Female","All","Not EU","260","35","0.135"
"2020","Female","All","Not EU","225","30","0.133"
"2021","Female","All","Not EU","350","40","0.114"
"2022","Female","All","Not EU","400","40","0.098"
"2023","Female","All","Not EU","325","60","0.188"
"2020","Male","All","Not EU","5","0"," "
"2021","Male","All","Not EU","5","0"," "
"2022","Male","All","Not EU","15","0"," "
"2023","Male","All","Not EU","15","0"," "
"2019","Female","All","EU (excluding UK)","510","40","0.078"
"2020","Female","All","EU (excluding UK)","540","60","0.111"
"2021","Female","All","EU (excluding UK)","540","40","0.074"
"2022","Female","All","EU (excluding UK)","515","30","0.058"
"2023","Female","All","EU (excluding UK)","350","50","0.149"
"2019","Male","All","EU (excluding UK)","5","0"," "
"2020","Male","All","EU (excluding UK)","15","0"," "
"2021","Male","All","EU (excluding UK)","10","0"," "
"2023","Male","All","EU (excluding UK)","5","0"," "
"2019","All","All","Northern Ireland","910","135","0.146"
"2020","All","All","Northern Ireland","880","175","0.197"
"2021","All","All","Northern Ireland","1125","160","0.14"
"2022","All","All","Northern Ireland","1060","175","0.166"
"2023","All","All","Northern Ireland","880","125","0.14400000000000002"
"2019","All","All","England","23650","5750","0.243"
"2020","All","All","England","24265","6770","0.279"
"2021","All","All","England","31470","7290","0.232"
"2022","All","All","England","29225","6325","0.216"
"2023","All","All","England","23070","6690","0.29"
"2019","All","All","Scotland","1915","375","0.197"
"2020","All","All","Scotland","2025","405","0.201"
"2021","All","All","Scotland","2730","370","0.135"
"2022","All","All","Scotland","2250","360","0.16"
"2023","All","All","Scotland","1560","370","0.23700000000000002"
"2019","All","All","Wales","1755","235","0.133"
"2020","All","All","Wales","1765","290","0.165"
"2021","All","All","Wales","2460","320","0.13"
"2022","All","All","Wales","1835","330","0.179"
"2023","All","All","Wales","1395","330","0.23500000000000001"
"2019","All","All","Not EU","260","35","0.135"
"2020","All","All","Not EU","230","30","0.13"
"2021","All","All","Not EU","355","40","0.113"
"2022","All","All","Not EU","415","40","0.094"
"2023","All","All","Not EU","340","60","0.179"
"2019","All","All","EU (excluding UK)","510","40","0.078"
"2020","All","All","EU (excluding UK)","555","60","0.11"
"2021","All","All","EU (excluding UK)","545","40","0.075"
"2022","All","All","EU (excluding UK)","515","30","0.058"
"2023","All","All","EU (excluding UK)","355","50","0.146"
"2019","Female","17 and under","All","80","5"," "
"2020","Female","17 and under","All","90","5"," "
"2021","Female","17 and under","All","95","10","0.105"
"2022","Female","17 and under","All","90","5"," "
"2023","Female","17 and under","All","75","10","0.16"
"2020","Male","17 and under","All","5","0"," "
"2021","Male","17 and under","All","5","0"," "
"2019","Female","18","All","9615","2135","0.222"
"2020","Female","18","All","10215","2655","0.26"
"2021","Female","18","All","12710","2410","0.189"
"2022","Female","18","All","12970","2455","0.189"
"2023","Female","18","All","10780","3175","0.294"
"2019","Male","18","All","20","10"," "
"2020","Male","18","All","10","0"," "
"2021","Male","18","All","40","10"," "
"2022","Male","18","All","50","5"," "
"2023","Male","18","All","30","10","0.333"
"2019","Female","19","All","3845","740","0.192"
"2020","Female","19","All","3640","775","0.213"
"2021","Female","19","All","4505","710","0.157"
"2022","Female","19","All","4080","620","0.151"
"2023","Female","19","All","3275","770","0.23500000000000001"
"2021","Male","19","All","5","0"," "
"2022","Male","19","All","10","0"," "
"2023","Male","19","All","5","0"," "
"2019","Female","20","All","2110","395","0.187"
"2020","Female","20","All","1930","420","0.218"
"2021","Female","20","All","2360","385","0.162"
"2022","Female","20","All","2310","355","0.154"
"2023","Female","20","All","1825","410","0.225"
"2020","Male","20","All","5","0"," "
"2021","Male","20","All","10","0"," "
"2023","Male","20","All","10","0"," "
"2019","Female","21 - 24","All","4760","1090","0.229"
"2020","Female","21 - 24","All","4590","1170","0.255"
"2021","Female","21 - 24","All","5825","1295","0.223"
"2022","Female","21 - 24","All","4760","895","0.188"
"2023","Female","21 - 24","All","3455","800","0.232"
"2019","Male","21 - 24","All","10","0"," "
"2020","Male","21 - 24","All","20","5"," "
"2021","Male","21 - 24","All","15","0"," "
"2022","Male","21 - 24","All","25","5"," "
"2023","Male","21 - 24","All","15","0"," "
"2019","Female","25 - 29","All","3910","985","0.251"
"2020","Female","25 - 29","All","3905","1130","0.289"
"2021","Female","25 - 29","All","5510","1365","0.248"
"2022","Female","25 - 29","All","4345","1080","0.249"
"2023","Female","25 - 29","All","2885","815","0.28200000000000003"
"2019","Male","25 - 29","All","15","5"," "
"2020","Male","25 - 29","All","20","5"," "
"2021","Male","25 - 29","All","30","5"," "
"2022","Male","25 - 29","All","15","5"," "
"2023","Male","25 - 29","All","15","5"," "
"2019","Female","30 - 34","All","2245","595","0.265"
"2020","Female","30 - 34","All","2595","760","0.292"
"2021","Female","30 - 34","All","3770","1065","0.28300000000000003"
"2022","Female","30 - 34","All","3305","915","0.277"
"2023","Female","30 - 34","All","2380","730","0.306"
"2019","Male","30 - 34","All","15","5"," "
"2021","Male","30 - 34","All","15","5"," "
"2022","Male","30 - 34","All","20","5"," "
"2023","Male","30 - 34","All","10","5"," "
"2019","Female","35 and over","All","2360","610","0.258"
"2020","Female","35 and over","All","2670","800","0.299"
"2021","Female","35 and over","All","3765","950","0.252"
"2022","Female","35 and over","All","3305","915","0.276"
"2023","Female","35 and over","All","2810","895","0.319"
"2019","Male","35 and over","All","15","5"," "
"2020","Male","35 and over","All","15","5"," "
"2021","Male","35 and over","All","20","5"," "
"2022","Male","35 and over","All","15","0"," "
"2023","Male","35 and over","All","25","0"," "
"2019","All","17 and under","All","80","5"," "
"2020","All","17 and under","All","95","5"," "
"2021","All","17 and under","All","100","10","0.11"
"2022","All","17 and under","All","90","5"," "
"2023","All","17 and under","All","75","10","0.16"
"2019","All","18","All","9635","2140","0.222"
"2020","All","18","All","10220","2655","0.26"
"2021","All","18","All","12750","2415","0.189"
"2022","All","18","All","13020","2460","0.189"
"2023","All","18","All","10810","3185","0.295"
"2019","All","19","All","3845","740","0.192"
"2020","All","19","All","3640","775","0.213"
"2021","All","19","All","4515","710","0.157"
"2022","All","19","All","4090","620","0.151"
"2023","All","19","All","3280","770","0.23500000000000001"
"2019","All","20","All","2110","395","0.187"
"2020","All","20","All","1935","425","0.219"
"2021","All","20","All","2370","385","0.162"
"2022","All","20","All","2315","355","0.154"
"2023","All","20","All","1835","410","0.225"
"2019","All","21 - 24","All","4775","1090","0.228"
"2020","All","21 - 24","All","4605","1175","0.255"
"2021","All","21 - 24","All","5840","1300","0.222"
"2022","All","21 - 24","All","4780","900","0.188"
"2023","All","21 - 24","All","3475","800","0.231"
"2019","All","25 - 29","All","3925","985","0.251"
"2020","All","25 - 29","All","3930","1135","0.28800000000000003"
"2021","All","25 - 29","All","5540","1375","0.248"
"2022","All","25 - 29","All","4360","1085","0.249"
"2023","All","25 - 29","All","2900","820","0.28200000000000003"
"2019","All","30 - 34","All","2260","600","0.265"
"2020","All","30 - 34","All","2595","760","0.292"
"2021","All","30 - 34","All","3785","1070","0.28300000000000003"
"2022","All","30 - 34","All","3325","920","0.277"
"2023","All","30 - 34","All","2390","730","0.306"
"2019","All","35 and over","All","2370","610","0.258"
"2020","All","35 and over","All","2685","805","0.299"
"2021","All","35 and over","All","3785","950","0.252"
"2022","All","35 and over","All","3320","915","0.276"
"2023","All","35 and over","All","2835","895","0.316"
"2019","Female","All","All","28925","6550","0.226"
"2020","Female","All","All","29640","7720","0.26"
"2021","Female","All","All","38545","8190","0.212"
"2022","Female","All","All","35165","7235","0.20600000000000002"
"2023","Female","All","All","27485","7605","0.277"
"2019","Male","All","All","80","20","0.23700000000000002"
"2020","Male","All","All","75","15","0.2"
"2021","Male","All","All","140","25","0.193"
"2022","Male","All","All","135","20","0.14100000000000001"
"2023","Male","All","All","110","20","0.2"
"2019","All","All","All","29000","6570","0.226"
"2020","All","All","All","29715","7735","0.26"
"2021","All","All","All","38685","8215","0.212"
"2022","All","All","All","35300","7255","0.20600000000000002"
"2023","All","All","All","27600","7630","0.276"
