"Year","FSM status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","All","30 - 34","Scotland","Female","Main scheme applicant","All","1355","920","0.68","0"
"2023","All","30 - 34","Wales","Female","Main scheme applicant","All","475","320","0.678","0"
"2023","All","35 and over","Northern Ireland","Female","Main scheme applicant","All","320","190","0.597","0"
"2023","All","35 and over","England","Female","Main scheme applicant","All","14395","8895","0.618","0"
"2023","All","35 and over","Scotland","Female","Main scheme applicant","All","2450","1610","0.657","0"
"2023","All","35 and over","Wales","Female","Main scheme applicant","All","710","460","0.649","0"
"2023","All","17 and under","Northern Ireland","Male","Main scheme applicant","All","15","10"," ","0"
"2023","All","17 and under","England","Male","Main scheme applicant","All","500","320","0.635","0"
"2023","All","17 and under","Scotland","Male","Main scheme applicant","All","390","240","0.624","0"
"2023","All","17 and under","Wales","Male","Main scheme applicant","All","20","10","0.632","0"
"2023","All","18","Northern Ireland","Male","Main scheme applicant","All","4975","3610","0.726","0"
"2023","All","18","England","Male","Main scheme applicant","All","123375","102020","0.8270000000000001","0"
"2023","All","18","Scotland","Male","Main scheme applicant","All","7945","6720","0.846","0"
"2023","All","18","Wales","Male","Main scheme applicant","All","4950","4200","0.848","0"
"2023","All","19","Northern Ireland","Male","Main scheme applicant","All","825","615","0.748","0"
"2023","All","19","England","Male","Main scheme applicant","All","30370","25025","0.8240000000000001","0"
"2023","All","19","Scotland","Male","Main scheme applicant","All","2460","1965","0.799","0"
"2023","All","19","Wales","Male","Main scheme applicant","All","1250","1080","0.862","0"
"2023","All","20","Northern Ireland","Male","Main scheme applicant","All","395","275","0.6980000000000001","0"
"2023","All","20","England","Male","Main scheme applicant","All","10375","7930","0.764","0"
"2023","All","20","Scotland","Male","Main scheme applicant","All","1160","885","0.763","0"
"2023","All","20","Wales","Male","Main scheme applicant","All","505","415","0.8200000000000001","0"
"2023","All","21 - 24","Northern Ireland","Male","Main scheme applicant","All","550","365","0.665","0"
"2023","All","21 - 24","England","Male","Main scheme applicant","All","12740","8640","0.678","0"
"2023","All","21 - 24","Scotland","Male","Main scheme applicant","All","2350","1640","0.6970000000000001","0"
"2023","All","21 - 24","Wales","Male","Main scheme applicant","All","810","595","0.732","0"
"2023","All","25 - 29","Northern Ireland","Male","Main scheme applicant","All","170","75","0.456","0"
"2023","All","25 - 29","England","Male","Main scheme applicant","All","4645","2905","0.625","0"
"2023","All","25 - 29","Scotland","Male","Main scheme applicant","All","1180","755","0.639","0"
"2023","All","25 - 29","Wales","Male","Main scheme applicant","All","320","220","0.682","0"
"2023","All","30 - 34","Northern Ireland","Male","Main scheme applicant","All","65","35","0.522","0"
"2023","All","30 - 34","England","Male","Main scheme applicant","All","2635","1540","0.585","0"
"2023","All","30 - 34","Scotland","Male","Main scheme applicant","All","630","395","0.627","0"
"2023","All","30 - 34","Wales","Male","Main scheme applicant","All","150","100","0.676","0"
"2023","All","35 and over","Northern Ireland","Male","Main scheme applicant","All","105","55","0.548","0"
"2023","All","35 and over","England","Male","Main scheme applicant","All","6415","3705","0.578","0"
"2023","All","35 and over","Scotland","Male","Main scheme applicant","All","810","495","0.614","0"
"2023","All","35 and over","Wales","Male","Main scheme applicant","All","200","120","0.584","0"
"2023","In receipt of free school meals","All","Northern Ireland","Female","Not main scheme applicant","All","45","40","0.8260000000000001","10"
"2023","In receipt of free school meals","All","England","Female","Not main scheme applicant","All","1770","1510","0.854","260"
"2023","In receipt of free school meals","All","Scotland","Female","Not main scheme applicant","All","100","70","0.667","25"
"2023","In receipt of free school meals","All","Wales","Female","Not main scheme applicant","All","75","65","0.84","15"
"2023","Not in receipt of free school meals","All","Northern Ireland","Female","Not main scheme applicant","All","95","75","0.777","25"
"2023","Not in receipt of free school meals","All","England","Female","Not main scheme applicant","All","6730","5630","0.837","1420"
"2023","Not in receipt of free school meals","All","Scotland","Female","Not main scheme applicant","All","635","505","0.792","205"
"2023","Not in receipt of free school meals","All","Wales","Female","Not main scheme applicant","All","385","325","0.845","90"
"2023","Don't know","All","Northern Ireland","Female","Not main scheme applicant","All","5","5"," ","0"
"2023","Don't know","All","England","Female","Not main scheme applicant","All","690","570","0.8280000000000001","125"
"2023","Don't know","All","Scotland","Female","Not main scheme applicant","All","30","20","0.643","15"
"2023","Don't know","All","Wales","Female","Not main scheme applicant","All","30","30","0.875","5"
"2023","Not declared","All","Northern Ireland","Female","Not main scheme applicant","All","30","25","0.931","0"
"2023","Not declared","All","England","Female","Not main scheme applicant","All","23560","22235","0.9440000000000001","55"
"2023","Not declared","All","Scotland","Female","Not main scheme applicant","All","1235","1195","0.968","5"
"2023","Not declared","All","Wales","Female","Not main scheme applicant","All","560","535","0.961","0"
"2023","In receipt of free school meals","All","Northern Ireland","Male","Not main scheme applicant","All","30","25","0.862","5"
"2023","In receipt of free school meals","All","England","Male","Not main scheme applicant","All","1440","1265","0.88","200"
"2023","In receipt of free school meals","All","Scotland","Male","Not main scheme applicant","All","50","35","0.712","15"
"2023","In receipt of free school meals","All","Wales","Male","Not main scheme applicant","All","60","55","0.903","10"
"2023","Not in receipt of free school meals","All","Northern Ireland","Male","Not main scheme applicant","All","145","135","0.924","20"
"2023","Not in receipt of free school meals","All","England","Male","Not main scheme applicant","All","6550","5625","0.859","1065"
"2023","Not in receipt of free school meals","All","Scotland","Male","Not main scheme applicant","All","460","405","0.876","140"
"2023","Not in receipt of free school meals","All","Wales","Male","Not main scheme applicant","All","345","300","0.87","60"
"2023","Don't know","All","Northern Ireland","Male","Not main scheme applicant","All","10","5"," ","5"
"2023","Don't know","All","England","Male","Not main scheme applicant","All","585","520","0.892","95"
"2023","Don't know","All","Scotland","Male","Not main scheme applicant","All","30","25","0.893","10"
"2023","Don't know","All","Wales","Male","Not main scheme applicant","All","20","15","0.773","10"
"2023","Not declared","All","Northern Ireland","Male","Not main scheme applicant","All","30","30","0.969","0"
"2023","Not declared","All","England","Male","Not main scheme applicant","All","23265","21945","0.9430000000000001","60"
"2023","Not declared","All","Scotland","Male","Not main scheme applicant","All","950","925","0.975","5"
"2023","Not declared","All","Wales","Male","Not main scheme applicant","All","420","405","0.967","0"
"2023","In receipt of free school meals","All","Northern Ireland","Female","Main scheme applicant","All","2335","1585","0.679","0"
"2023","In receipt of free school meals","All","England","Female","Main scheme applicant","All","38495","30340","0.788","0"
"2023","In receipt of free school meals","All","Scotland","Female","Main scheme applicant","All","2850","2045","0.717","0"
"2023","In receipt of free school meals","All","Wales","Female","Main scheme applicant","All","1590","1240","0.78","0"
"2023","Not in receipt of free school meals","All","Northern Ireland","Female","Main scheme applicant","All","7730","5725","0.741","0"
"2023","Not in receipt of free school meals","All","England","Female","Main scheme applicant","All","201375","160680","0.798","0"
"2023","Not in receipt of free school meals","All","Scotland","Female","Main scheme applicant","All","23005","17555","0.763","0"
"2023","Not in receipt of free school meals","All","Wales","Female","Main scheme applicant","All","10900","8800","0.807","0"
"2023","Don't know","All","Northern Ireland","Female","Main scheme applicant","All","320","235","0.731","0"
"2023","Don't know","All","England","Female","Main scheme applicant","All","11350","8645","0.762","0"
"2023","Don't know","All","Scotland","Female","Main scheme applicant","All","1095","780","0.71","0"
"2023","Don't know","All","Wales","Female","Main scheme applicant","All","515","410","0.797","0"
"2023","Not declared","All","Northern Ireland","Female","Main scheme applicant","All","140","95","0.674","0"
"2023","Not declared","All","England","Female","Main scheme applicant","All","4195","2970","0.708","0"
"2023","Not declared","All","Scotland","Female","Main scheme applicant","All","255","190","0.739","0"
"2023","Not declared","All","Wales","Female","Main scheme applicant","All","110","85","0.764","0"
"2023","In receipt of free school meals","All","Northern Ireland","Male","Main scheme applicant","All","1330","880","0.662","0"
"2023","In receipt of free school meals","All","England","Male","Main scheme applicant","All","24720","19470","0.788","0"
"2023","In receipt of free school meals","All","Scotland","Male","Main scheme applicant","All","1460","1090","0.748","0"
"2023","In receipt of free school meals","All","Wales","Male","Main scheme applicant","All","835","695","0.8320000000000001","0"
"2023","Not in receipt of free school meals","All","Northern Ireland","Male","Main scheme applicant","All","5465","3970","0.726","0"
"2023","Not in receipt of free school meals","All","England","Male","Main scheme applicant","All","154120","123550","0.802","0"
"2023","Not in receipt of free school meals","All","Scotland","Male","Main scheme applicant","All","14610","11375","0.779","0"
"2023","Not in receipt of free school meals","All","Wales","Male","Main scheme applicant","All","6980","5745","0.8230000000000001","0"
"2023","Don't know","All","Northern Ireland","Male","Main scheme applicant","All","200","130","0.637","0"
"2023","Don't know","All","England","Male","Main scheme applicant","All","7745","5930","0.765","0"
"2023","Don't know","All","Scotland","Male","Main scheme applicant","All","605","440","0.728","0"
"2023","Don't know","All","Wales","Male","Main scheme applicant","All","295","220","0.749","0"
"2023","Not declared","All","Northern Ireland","Male","Main scheme applicant","All","105","75","0.682","0"
"2023","Not declared","All","England","Male","Main scheme applicant","All","4470","3130","0.7000000000000001","0"
"2023","Not declared","All","Scotland","Male","Main scheme applicant","All","250","190","0.76","0"
"2023","Not declared","All","Wales","Male","Main scheme applicant","All","95","70","0.742","0"
"2023","All","All","Northern Ireland","Female","Not main scheme applicant","All","175","140","0.8160000000000001","35"
"2023","All","All","England","Female","Not main scheme applicant","All","32750","29950","0.914","1855"
"2023","All","All","Scotland","Female","Not main scheme applicant","All","2000","1785","0.892","250"
"2023","All","All","Wales","Female","Not main scheme applicant","All","1050","955","0.907","110"
"2023","All","All","Northern Ireland","Male","Not main scheme applicant","All","215","195","0.921","30"
"2023","All","All","England","Male","Not main scheme applicant","All","31840","29360","0.922","1420"
"2023","All","All","Scotland","Male","Not main scheme applicant","All","1490","1390","0.934","170"
"2023","All","All","Wales","Male","Not main scheme applicant","All","850","780","0.918","75"
"2023","All","All","Northern Ireland","Female","Main scheme applicant","All","10525","7640","0.726","0"
"2023","All","All","England","Female","Main scheme applicant","All","255415","202630","0.793","0"
"2023","All","All","Scotland","Female","Main scheme applicant","All","27210","20570","0.756","0"
"2023","All","All","Wales","Female","Main scheme applicant","All","13115","10535","0.803","0"
"2023","All","All","Northern Ireland","Male","Main scheme applicant","All","7100","5050","0.711","0"
"2023","All","All","England","Male","Main scheme applicant","All","191060","152080","0.796","0"
"2023","All","All","Scotland","Male","Main scheme applicant","All","16925","13100","0.774","0"
"2023","All","All","Wales","Male","Main scheme applicant","All","8210","6735","0.8200000000000001","0"
"2023","In receipt of free school meals","17 and under","All","Female","Not main scheme applicant","All","15","10","0.769","5"
"2023","Not in receipt of free school meals","17 and under","All","Female","Not main scheme applicant","All","70","50","0.754","20"
"2023","Don't know","17 and under","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2023","Not declared","17 and under","All","Female","Not main scheme applicant","All","190","185","0.974","0"
"2023","In receipt of free school meals","18","All","Female","Not main scheme applicant","All","240","210","0.876","40"
"2023","Not in receipt of free school meals","18","All","Female","Not main scheme applicant","All","745","680","0.915","100"
"2023","Don't know","18","All","Female","Not main scheme applicant","All","60","50","0.847","5"
"2023","Not declared","18","All","Female","Not main scheme applicant","All","1300","1240","0.9540000000000001","5"
"2023","In receipt of free school meals","19","All","Female","Not main scheme applicant","All","510","455","0.889","60"
"2023","Not in receipt of free school meals","19","All","Female","Not main scheme applicant","All","1680","1520","0.902","165"
"2023","Don't know","19","All","Female","Not main scheme applicant","All","170","155","0.917","15"
"2023","Not declared","19","All","Female","Not main scheme applicant","All","2145","2040","0.9500000000000001","5"
"2023","In receipt of free school meals","20","All","Female","Not main scheme applicant","All","345","305","0.887","40"
"2023","Not in receipt of free school meals","20","All","Female","Not main scheme applicant","All","1030","900","0.877","150"
"2023","Don't know","20","All","Female","Not main scheme applicant","All","95","80","0.862","10"
"2023","Not declared","20","All","Female","Not main scheme applicant","All","1615","1525","0.9440000000000001","5"
"2023","In receipt of free school meals","21 - 24","All","Female","Not main scheme applicant","All","510","415","0.8150000000000001","80"
"2023","Not in receipt of free school meals","21 - 24","All","Female","Not main scheme applicant","All","1585","1320","0.8320000000000001","340"
"2023","Don't know","21 - 24","All","Female","Not main scheme applicant","All","180","150","0.833","35"
"2023","Not declared","21 - 24","All","Female","Not main scheme applicant","All","4275","4005","0.937","15"
"2023","In receipt of free school meals","25 - 29","All","Female","Not main scheme applicant","All","155","125","0.795","20"
"2023","Not in receipt of free school meals","25 - 29","All","Female","Not main scheme applicant","All","740","570","0.773","210"
"2023","Don't know","25 - 29","All","Female","Not main scheme applicant","All","85","65","0.759","25"
"2023","Not declared","25 - 29","All","Female","Not main scheme applicant","All","3830","3630","0.9480000000000001","5"
"2023","In receipt of free school meals","30 - 34","All","Female","Not main scheme applicant","All","105","75","0.728","15"
"2023","Not in receipt of free school meals","30 - 34","All","Female","Not main scheme applicant","All","550","420","0.759","160"
"2023","Don't know","30 - 34","All","Female","Not main scheme applicant","All","65","45","0.662","5"
"2023","Not declared","30 - 34","All","Female","Not main scheme applicant","All","3515","3325","0.9460000000000001","5"
"2023","In receipt of free school meals","35 and over","All","Female","Not main scheme applicant","All","115","85","0.739","50"
"2023","Not in receipt of free school meals","35 and over","All","Female","Not main scheme applicant","All","1445","1070","0.741","590"
"2023","Don't know","35 and over","All","Female","Not main scheme applicant","All","100","75","0.762","40"
"2023","Not declared","35 and over","All","Female","Not main scheme applicant","All","8510","8045","0.9450000000000001","20"
"2023","In receipt of free school meals","17 and under","All","Male","Not main scheme applicant","All","10","5"," ","0"
"2023","Not in receipt of free school meals","17 and under","All","Male","Not main scheme applicant","All","45","40","0.851","10"
"2023","Don't know","17 and under","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2023","Not declared","17 and under","All","Male","Not main scheme applicant","All","175","170","0.971","0"
"2023","In receipt of free school meals","18","All","Male","Not main scheme applicant","All","230","200","0.865","35"
"2023","Not in receipt of free school meals","18","All","Male","Not main scheme applicant","All","910","825","0.902","125"
"2023","Don't know","18","All","Male","Not main scheme applicant","All","60","55","0.934","15"
"2023","Not declared","18","All","Male","Not main scheme applicant","All","1435","1390","0.966","5"
"2023","In receipt of free school meals","19","All","Male","Not main scheme applicant","All","470","425","0.908","45"
"2023","Not in receipt of free school meals","19","All","Male","Not main scheme applicant","All","1895","1705","0.899","205"
"2023","Don't know","19","All","Male","Not main scheme applicant","All","180","165","0.918","15"
"2023","Not declared","19","All","Male","Not main scheme applicant","All","2065","1975","0.9560000000000001","10"
"2023","In receipt of free school meals","20","All","Male","Not main scheme applicant","All","300","265","0.88","40"
"2023","Not in receipt of free school meals","20","All","Male","Not main scheme applicant","All","1230","1090","0.886","155"
"2023","Don't know","20","All","Male","Not main scheme applicant","All","125","115","0.913","20"
"2023","Not declared","20","All","Male","Not main scheme applicant","All","1675","1585","0.9460000000000001","10"
"2023","In receipt of free school meals","21 - 24","All","Male","Not main scheme applicant","All","420","375","0.888","60"
"2023","Not in receipt of free school meals","21 - 24","All","Male","Not main scheme applicant","All","1805","1535","0.852","285"
"2023","Don't know","21 - 24","All","Male","Not main scheme applicant","All","155","135","0.883","35"
"2023","Not declared","21 - 24","All","Male","Not main scheme applicant","All","4485","4210","0.9390000000000001","15"
"2023","In receipt of free school meals","25 - 29","All","Male","Not main scheme applicant","All","75","55","0.727","25"
"2023","Not in receipt of free school meals","25 - 29","All","Male","Not main scheme applicant","All","575","485","0.847","145"
"2023","Don't know","25 - 29","All","Male","Not main scheme applicant","All","45","35","0.8220000000000001","10"
"2023","Not declared","25 - 29","All","Male","Not main scheme applicant","All","3785","3570","0.9430000000000001","10"
"2023","In receipt of free school meals","30 - 34","All","Male","Not main scheme applicant","All","35","25","0.771","10"
"2023","Not in receipt of free school meals","30 - 34","All","Male","Not main scheme applicant","All","330","245","0.75","95"
"2023","Don't know","30 - 34","All","Male","Not main scheme applicant","All","30","25","0.871","5"
"2023","Not declared","30 - 34","All","Male","Not main scheme applicant","All","3400","3200","0.9420000000000001","0"
"2023","In receipt of free school meals","35 and over","All","Male","Not main scheme applicant","All","45","35","0.773","15"
"2023","Not in receipt of free school meals","35 and over","All","Male","Not main scheme applicant","All","715","540","0.755","265"
"2023","Don't know","35 and over","All","Male","Not main scheme applicant","All","40","30","0.7000000000000001","15"
"2023","Not declared","35 and over","All","Male","Not main scheme applicant","All","7645","7205","0.9430000000000001","15"
"2023","In receipt of free school meals","17 and under","All","Female","Main scheme applicant","All","120","75","0.628","0"
"2023","Not in receipt of free school meals","17 and under","All","Female","Main scheme applicant","All","1030","695","0.675","0"
"2023","Don't know","17 and under","All","Female","Main scheme applicant","All","35","20","0.486","0"
"2023","Not declared","17 and under","All","Female","Main scheme applicant","All","30","20","0.5630000000000001","0"
"2023","In receipt of free school meals","18","All","Female","Main scheme applicant","All","26015","21205","0.8150000000000001","0"
"2023","Not in receipt of free school meals","18","All","Female","Main scheme applicant","All","144610","122940","0.85","0"
"2023","Don't know","18","All","Female","Main scheme applicant","All","6290","5190","0.8250000000000001","0"
"2023","Not declared","18","All","Female","Main scheme applicant","All","1430","1205","0.841","0"
"2023","In receipt of free school meals","19","All","Female","Main scheme applicant","All","8405","6735","0.801","0"
"2023","Not in receipt of free school meals","19","All","Female","Main scheme applicant","All","35550","29425","0.8280000000000001","0"
"2023","Don't know","19","All","Female","Main scheme applicant","All","2260","1795","0.793","0"
"2023","Not declared","19","All","Female","Main scheme applicant","All","645","495","0.767","0"
"2023","In receipt of free school meals","20","All","Female","Main scheme applicant","All","3380","2555","0.756","0"
"2023","Not in receipt of free school meals","20","All","Female","Main scheme applicant","All","11800","8720","0.739","0"
"2023","Don't know","20","All","Female","Main scheme applicant","All","965","700","0.723","0"
"2023","Not declared","20","All","Female","Main scheme applicant","All","255","190","0.748","0"
"2023","In receipt of free school meals","21 - 24","All","Female","Main scheme applicant","All","4090","2580","0.631","0"
"2023","Not in receipt of free school meals","21 - 24","All","Female","Main scheme applicant","All","18830","11775","0.625","0"
"2023","Don't know","21 - 24","All","Female","Main scheme applicant","All","1570","1005","0.641","0"
"2023","Not declared","21 - 24","All","Female","Main scheme applicant","All","595","330","0.554","0"
"2023","In receipt of free school meals","25 - 29","All","Female","Main scheme applicant","All","1400","860","0.617","0"
"2023","Not in receipt of free school meals","25 - 29","All","Female","Main scheme applicant","All","9525","5725","0.601","0"
"2023","Don't know","25 - 29","All","Female","Main scheme applicant","All","785","505","0.646","0"
"2023","Not declared","25 - 29","All","Female","Main scheme applicant","All","385","225","0.587","0"
"2023","In receipt of free school meals","30 - 34","All","Female","Main scheme applicant","All","790","505","0.641","0"
"2023","Not in receipt of free school meals","30 - 34","All","Female","Main scheme applicant","All","6700","4180","0.624","0"
"2023","Don't know","30 - 34","All","Female","Main scheme applicant","All","560","360","0.638","0"
"2023","Not declared","30 - 34","All","Female","Main scheme applicant","All","330","205","0.611","0"
"2023","In receipt of free school meals","35 and over","All","Female","Main scheme applicant","All","1065","690","0.646","0"
"2023","Not in receipt of free school meals","35 and over","All","Female","Main scheme applicant","All","14960","9290","0.621","0"
"2023","Don't know","35 and over","All","Female","Main scheme applicant","All","815","500","0.612","0"
"2023","Not declared","35 and over","All","Female","Main scheme applicant","All","1030","670","0.654","0"
"2023","In receipt of free school meals","17 and under","All","Male","Main scheme applicant","All","100","60","0.61","0"
"2023","Not in receipt of free school meals","17 and under","All","Male","Main scheme applicant","All","760","485","0.64","0"
"2023","Don't know","17 and under","All","Male","Main scheme applicant","All","30","20","0.581","0"
"2023","Not declared","17 and under","All","Male","Main scheme applicant","All","30","15","0.531","0"
"2023","In receipt of free school meals","18","All","Male","Main scheme applicant","All","17235","13740","0.797","0"
"2023","Not in receipt of free school meals","18","All","Male","Main scheme applicant","All","117500","97620","0.8310000000000001","0"
"2023","Don't know","18","All","Male","Main scheme applicant","All","4720","3755","0.796","0"
"2023","Not declared","18","All","Male","Main scheme applicant","All","1790","1435","0.8","0"
"2023","In receipt of free school meals","19","All","Male","Main scheme applicant","All","5390","4325","0.803","0"
"2023","Not in receipt of free school meals","19","All","Male","Main scheme applicant","All","27150","22505","0.8290000000000001","0"
"2023","Don't know","19","All","Male","Main scheme applicant","All","1655","1295","0.784","0"
"2023","Not declared","19","All","Male","Main scheme applicant","All","715","560","0.783","0"
"2023","In receipt of free school meals","20","All","Male","Main scheme applicant","All","2200","1675","0.762","0"
"2023","Not in receipt of free school meals","20","All","Male","Main scheme applicant","All","9190","7060","0.768","0"
"2023","Don't know","20","All","Male","Main scheme applicant","All","720","550","0.76","0"
"2023","Not declared","20","All","Male","Main scheme applicant","All","330","220","0.674","0"
"2023","In receipt of free school meals","21 - 24","All","Male","Main scheme applicant","All","2380","1680","0.705","0"
"2023","Not in receipt of free school meals","21 - 24","All","Male","Main scheme applicant","All","12525","8570","0.684","0"
"2023","Don't know","21 - 24","All","Male","Main scheme applicant","All","975","655","0.671","0"
"2023","Not declared","21 - 24","All","Male","Main scheme applicant","All","570","335","0.59","0"
"2023","In receipt of free school meals","25 - 29","All","Male","Main scheme applicant","All","630","405","0.638","0"
"2023","Not in receipt of free school meals","25 - 29","All","Male","Main scheme applicant","All","5030","3170","0.63","0"
"2023","Don't know","25 - 29","All","Male","Main scheme applicant","All","315","200","0.637","0"
"2023","Not declared","25 - 29","All","Male","Main scheme applicant","All","335","180","0.543","0"
"2023","In receipt of free school meals","30 - 34","All","Male","Main scheme applicant","All","215","135","0.634","0"
"2023","Not in receipt of free school meals","30 - 34","All","Male","Main scheme applicant","All","2790","1640","0.588","0"
"2023","Don't know","30 - 34","All","Male","Main scheme applicant","All","145","95","0.651","0"
"2023","Not declared","30 - 34","All","Male","Main scheme applicant","All","335","200","0.605","0"
"2023","In receipt of free school meals","35 and over","All","Male","Main scheme applicant","All","200","120","0.606","0"
"2023","Not in receipt of free school meals","35 and over","All","Male","Main scheme applicant","All","6230","3595","0.577","0"
"2023","Don't know","35 and over","All","Male","Main scheme applicant","All","285","150","0.53","0"
"2023","Not declared","35 and over","All","Male","Main scheme applicant","All","820","515","0.627","0"
"2023","All","17 and under","All","Female","Not main scheme applicant","All","275","250","0.902","25"
"2023","All","18","All","Female","Not main scheme applicant","All","2345","2180","0.931","150"
"2023","All","19","All","Female","Not main scheme applicant","All","4510","4165","0.924","245"
"2023","All","20","All","Female","Not main scheme applicant","All","3085","2815","0.912","205"
"2023","All","21 - 24","All","Female","Not main scheme applicant","All","6550","5890","0.899","475"
"2023","All","25 - 29","All","Female","Not main scheme applicant","All","4805","4385","0.913","260"
"2023","All","30 - 34","All","Female","Not main scheme applicant","All","4235","3865","0.912","190"
"2023","All","35 and over","All","Female","Not main scheme applicant","All","10170","9280","0.912","700"
"2023","All","17 and under","All","Male","Not main scheme applicant","All","230","220","0.9440000000000001","15"
"2023","All","18","All","Male","Not main scheme applicant","All","2640","2465","0.934","180"
"2023","All","19","All","Male","Not main scheme applicant","All","4615","4275","0.927","270"
"2023","All","20","All","Male","Not main scheme applicant","All","3330","3055","0.917","230"
"2023","All","21 - 24","All","Male","Not main scheme applicant","All","6860","6255","0.912","390"
"2023","All","25 - 29","All","Male","Not main scheme applicant","All","4480","4150","0.925","190"
"2023","All","30 - 34","All","Male","Not main scheme applicant","All","3790","3500","0.923","110"
"2023","All","35 and over","All","Male","Not main scheme applicant","All","8440","7810","0.925","310"
"2023","All","17 and under","All","Female","Main scheme applicant","All","1220","810","0.662","0"
"2023","All","18","All","Female","Main scheme applicant","All","178345","150535","0.844","0"
"2023","All","19","All","Female","Main scheme applicant","All","46860","38445","0.8200000000000001","0"
"2023","All","20","All","Female","Main scheme applicant","All","16400","12160","0.742","0"
"2023","All","21 - 24","All","Female","Main scheme applicant","All","25085","15695","0.626","0"
"2023","All","25 - 29","All","Female","Main scheme applicant","All","12095","7325","0.605","0"
"2023","All","30 - 34","All","Female","Main scheme applicant","All","8385","5250","0.626","0"
"2023","All","35 and over","All","Female","Main scheme applicant","All","17870","11150","0.624","0"
"2023","All","17 and under","All","Male","Main scheme applicant","All","920","580","0.631","0"
"2023","All","18","All","Male","Main scheme applicant","All","141245","116550","0.8250000000000001","0"
"2023","All","19","All","Male","Main scheme applicant","All","34905","28685","0.8220000000000001","0"
"2023","All","20","All","Male","Main scheme applicant","All","12435","9505","0.764","0"
"2023","All","21 - 24","All","Male","Main scheme applicant","All","16455","11240","0.683","0"
"2023","All","25 - 29","All","Male","Main scheme applicant","All","6315","3955","0.626","0"
"2023","All","30 - 34","All","Male","Main scheme applicant","All","3480","2070","0.595","0"
"2023","All","35 and over","All","Male","Main scheme applicant","All","7530","4380","0.581","0"
"2023","In receipt of free school meals","All","All","Female","Not main scheme applicant","All","1995","1680","0.843","305"
"2023","Not in receipt of free school meals","All","All","Female","Not main scheme applicant","All","7850","6535","0.833","1740"
"2023","Don't know","All","All","Female","Not main scheme applicant","All","755","620","0.8230000000000001","145"
"2023","Not declared","All","All","Female","Not main scheme applicant","All","25380","23990","0.9450000000000001","55"
"2023","In receipt of free school meals","All","All","Male","Not main scheme applicant","All","1580","1385","0.875","225"
"2023","Not in receipt of free school meals","All","All","Male","Not main scheme applicant","All","7505","6465","0.862","1285"
"2023","Don't know","All","All","Male","Not main scheme applicant","All","640","570","0.888","120"
"2023","Not declared","All","All","Male","Not main scheme applicant","All","24665","23310","0.9450000000000001","65"
"2023","In receipt of free school meals","All","All","Female","Main scheme applicant","All","45265","35205","0.778","0"
"2023","Not in receipt of free school meals","All","All","Female","Main scheme applicant","All","243010","192760","0.793","0"
"2023","Don't know","All","All","Female","Main scheme applicant","All","13285","10070","0.758","0"
"2023","Not declared","All","All","Female","Main scheme applicant","All","4705","3335","0.71","0"
"2023","In receipt of free school meals","All","All","Male","Main scheme applicant","All","28345","22135","0.781","0"
"2023","Not in receipt of free school meals","All","All","Male","Main scheme applicant","All","181175","144640","0.798","0"
"2023","Don't know","All","All","Male","Main scheme applicant","All","8850","6720","0.759","0"
"2023","Not declared","All","All","Male","Main scheme applicant","All","4925","3465","0.704","0"
"2023","All","All","All","Female","Not main scheme applicant","All","35975","32830","0.912","2250"
"2023","All","All","All","Male","Not main scheme applicant","All","34395","31730","0.923","1695"
"2023","All","All","All","Female","Main scheme applicant","All","306265","241375","0.788","0"
"2023","All","All","All","Male","Main scheme applicant","All","223295","176965","0.793","0"
"2023","In receipt of free school meals","17 and under","England","All","Not main scheme applicant","All","10","10"," ","5"
"2023","In receipt of free school meals","17 and under","Scotland","All","Not main scheme applicant","All","10","5"," ","0"
"2023","Not in receipt of free school meals","17 and under","England","All","Not main scheme applicant","All","45","30","0.622","15"
"2023","Not in receipt of free school meals","17 and under","Scotland","All","Not main scheme applicant","All","65","60","0.924","10"
"2023","Not in receipt of free school meals","17 and under","Wales","All","Not main scheme applicant","All","5","0"," ","0"
"2023","Don't know","17 and under","England","All","Not main scheme applicant","All","5","5"," ","5"
"2023","Don't know","17 and under","Scotland","All","Not main scheme applicant","All","5","5"," ","0"
"2023","Not declared","17 and under","England","All","Not main scheme applicant","All","135","130","0.9490000000000001","0"
"2023","Not declared","17 and under","Scotland","All","Not main scheme applicant","All","215","210","0.991","0"
"2023","Not declared","17 and under","Wales","All","Not main scheme applicant","All","10","10","0.909","0"
"2023","In receipt of free school meals","18","Northern Ireland","All","Not main scheme applicant","All","5","5"," ","0"
"2023","In receipt of free school meals","18","England","All","Not main scheme applicant","All","440","385","0.875","65"
"2023","In receipt of free school meals","18","Scotland","All","Not main scheme applicant","All","10","10"," ","5"
"2023","In receipt of free school meals","18","Wales","All","Not main scheme applicant","All","15","10","0.846","0"
"2023","Not in receipt of free school meals","18","Northern Ireland","All","Not main scheme applicant","All","10","10","0.917","0"
"2023","Not in receipt of free school meals","18","England","All","Not main scheme applicant","All","1485","1350","0.907","190"
"2023","Not in receipt of free school meals","18","Scotland","All","Not main scheme applicant","All","70","60","0.899","25"
