"Year","Number of applications","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2019","5 applications","25 - 29","EU (excluding UK)","Female","All","Not main scheme application","20","10"," ","0"
"2020","5 applications","25 - 29","EU (excluding UK)","Female","All","Not main scheme application","25","10","0.423","0"
"2021","5 applications","25 - 29","EU (excluding UK)","Female","All","Not main scheme application","20","0"," ","0"
"2022","5 applications","25 - 29","EU (excluding UK)","Female","All","Not main scheme application","15","5"," ","0"
"2023","5 applications","25 - 29","EU (excluding UK)","Female","All","Not main scheme application","10","0"," ","0"
"2006","6 applications","25 - 29","EU (excluding UK)","Female","All","Not main scheme application","25","15","0.615","0"
"2007","6 applications","25 - 29","EU (excluding UK)","Female","All","Not main scheme application","20","10","0.526","0"
"2006","Other","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","10","10","1","10"
"2007","Other","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","10","10"," ","5"
"2008","Other","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","15","15","1","10"
"2009","Other","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","10","10","0.917","15"
"2010","Other","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","10","10"," ","5"
"2011","Other","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","10","10","1","10"
"2012","Other","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","15","15","0.8130000000000001","5"
"2013","Other","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","15","10","0.75","5"
"2014","Other","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","10","10"," ","5"
"2015","Other","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","10","10","0.833","5"
"2016","Other","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","15","15","1","5"
"2017","Other","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","10","10","0.833","5"
"2018","Other","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","65","65","0.985","5"
"2019","Other","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","60","55","0.902","5"
"2020","Other","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","90","85","0.9430000000000001","5"
"2021","Other","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","255","250","0.984","5"
"2022","Other","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","10","5"," ","0"
"2023","Other","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","5","5"," ","0"
"2013","1 application","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","5","0"," ","0"
"2009","4 applications","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","5","0"," ","0"
"2008","5 applications","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","10","5"," ","0"
"2009","5 applications","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","10","5"," ","0"
"2010","5 applications","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","15","5"," ","0"
"2011","5 applications","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","10","5"," ","0"
"2012","5 applications","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","15","0"," ","0"
"2013","5 applications","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","15","5"," ","0"
"2014","5 applications","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","15","5"," ","0"
"2015","5 applications","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","10","5"," ","0"
"2016","5 applications","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","20","5"," ","0"
"2017","5 applications","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","10","5"," ","0"
"2018","5 applications","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","5","0"," ","0"
"2019","5 applications","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","10","5"," ","0"
"2020","5 applications","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","5","0"," ","0"
"2021","5 applications","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","5","5"," ","0"
"2023","5 applications","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","5","0"," ","0"
"2006","6 applications","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","5","5"," ","0"
"2007","6 applications","30 - 34","EU (excluding UK)","Female","All","Not main scheme application","5","5"," ","0"
"2006","Other","35 and over","EU (excluding UK)","Female","All","Not main scheme application","5","5"," ","0"
"2007","Other","35 and over","EU (excluding UK)","Female","All","Not main scheme application","5","5"," ","5"
"2008","Other","35 and over","EU (excluding UK)","Female","All","Not main scheme application","10","10","1","5"
"2009","Other","35 and over","EU (excluding UK)","Female","All","Not main scheme application","5","5"," ","5"
"2010","Other","35 and over","EU (excluding UK)","Female","All","Not main scheme application","5","5"," ","5"
"2011","Other","35 and over","EU (excluding UK)","Female","All","Not main scheme application","5","5"," ","5"
"2012","Other","35 and over","EU (excluding UK)","Female","All","Not main scheme application","20","20","1","10"
"2013","Other","35 and over","EU (excluding UK)","Female","All","Not main scheme application","5","5"," ","5"
"2014","Other","35 and over","EU (excluding UK)","Female","All","Not main scheme application","5","5"," ","5"
"2015","Other","35 and over","EU (excluding UK)","Female","All","Not main scheme application","15","15","0.8130000000000001","10"
"2016","Other","35 and over","EU (excluding UK)","Female","All","Not main scheme application","10","10"," ","5"
"2017","Other","35 and over","EU (excluding UK)","Female","All","Not main scheme application","10","10"," ","5"
"2018","Other","35 and over","EU (excluding UK)","Female","All","Not main scheme application","65","65","0.9400000000000001","5"
"2019","Other","35 and over","EU (excluding UK)","Female","All","Not main scheme application","55","55","0.965","5"
"2020","Other","35 and over","EU (excluding UK)","Female","All","Not main scheme application","130","125","0.962","10"
"2021","Other","35 and over","EU (excluding UK)","Female","All","Not main scheme application","410","405","0.995","5"
"2022","Other","35 and over","EU (excluding UK)","Female","All","Not main scheme application","10","5"," ","5"
"2023","Other","35 and over","EU (excluding UK)","Female","All","Not main scheme application","15","10"," ","0"
"2013","1 application","35 and over","EU (excluding UK)","Female","All","Not main scheme application","5","5"," ","0"
"2018","1 application","35 and over","EU (excluding UK)","Female","All","Not main scheme application","5","5"," ","0"
"2008","5 applications","35 and over","EU (excluding UK)","Female","All","Not main scheme application","5","0"," ","0"
"2009","5 applications","35 and over","EU (excluding UK)","Female","All","Not main scheme application","10","5"," ","0"
"2010","5 applications","35 and over","EU (excluding UK)","Female","All","Not main scheme application","15","5"," ","0"
"2011","5 applications","35 and over","EU (excluding UK)","Female","All","Not main scheme application","10","5"," ","0"
"2012","5 applications","35 and over","EU (excluding UK)","Female","All","Not main scheme application","15","5"," ","0"
"2013","5 applications","35 and over","EU (excluding UK)","Female","All","Not main scheme application","20","0"," ","0"
"2014","5 applications","35 and over","EU (excluding UK)","Female","All","Not main scheme application","20","0"," ","0"
"2015","5 applications","35 and over","EU (excluding UK)","Female","All","Not main scheme application","15","5"," ","0"
"2016","5 applications","35 and over","EU (excluding UK)","Female","All","Not main scheme application","10","5"," ","0"
"2017","5 applications","35 and over","EU (excluding UK)","Female","All","Not main scheme application","10","0"," ","0"
"2018","5 applications","35 and over","EU (excluding UK)","Female","All","Not main scheme application","5","0"," ","0"
"2019","5 applications","35 and over","EU (excluding UK)","Female","All","Not main scheme application","10","5"," ","0"
"2020","5 applications","35 and over","EU (excluding UK)","Female","All","Not main scheme application","10","5"," ","0"
"2021","5 applications","35 and over","EU (excluding UK)","Female","All","Not main scheme application","5","0"," ","0"
"2022","5 applications","35 and over","EU (excluding UK)","Female","All","Not main scheme application","5","5"," ","0"
"2023","Other","17 and under","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2019","5 applications","17 and under","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2006","Other","18","Northern Ireland","Male","All","Not main scheme application","15","15","0.9410000000000001","0"
"2007","Other","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2008","Other","18","Northern Ireland","Male","All","Not main scheme application","10","10"," ","0"
"2009","Other","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","5"
"2010","Other","18","Northern Ireland","Male","All","Not main scheme application","10","10","0.909","5"
"2011","Other","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2012","Other","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2013","Other","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","5"
"2014","Other","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2015","Other","18","Northern Ireland","Male","All","Not main scheme application","10","5"," ","0"
"2016","Other","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2017","Other","18","Northern Ireland","Male","All","Not main scheme application","15","15","0.8240000000000001","0"
"2018","Other","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2019","Other","18","Northern Ireland","Male","All","Not main scheme application","10","10","0.833","0"
"2020","Other","18","Northern Ireland","Male","All","Not main scheme application","35","35","0.919","5"
"2021","Other","18","Northern Ireland","Male","All","Not main scheme application","15","15","1","5"
"2022","Other","18","Northern Ireland","Male","All","Not main scheme application","20","15","0.9440000000000001","0"
"2023","Other","18","Northern Ireland","Male","All","Not main scheme application","15","15","0.9380000000000001","5"
"2008","1 application","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2015","1 application","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2016","1 application","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2018","1 application","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2020","1 application","18","Northern Ireland","Male","All","Not main scheme application","5","0"," ","0"
"2023","1 application","18","Northern Ireland","Male","All","Not main scheme application","5","0"," ","0"
"2010","2 applications","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2011","2 applications","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2013","2 applications","18","Northern Ireland","Male","All","Not main scheme application","5","0"," ","0"
"2014","2 applications","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2016","2 applications","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2017","2 applications","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2018","2 applications","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2020","2 applications","18","Northern Ireland","Male","All","Not main scheme application","5","0"," ","0"
"2021","2 applications","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2006","3 applications","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2007","3 applications","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2008","3 applications","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2009","3 applications","18","Northern Ireland","Male","All","Not main scheme application","10","10","0.833","0"
"2010","3 applications","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2011","3 applications","18","Northern Ireland","Male","All","Not main scheme application","5","0"," ","0"
"2012","3 applications","18","Northern Ireland","Male","All","Not main scheme application","10","10"," ","0"
"2013","3 applications","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2014","3 applications","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2015","3 applications","18","Northern Ireland","Male","All","Not main scheme application","10","10"," ","0"
"2016","3 applications","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2017","3 applications","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2018","3 applications","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2019","3 applications","18","Northern Ireland","Male","All","Not main scheme application","10","10"," ","0"
"2020","3 applications","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2021","3 applications","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2022","3 applications","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2023","3 applications","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2006","4 applications","18","Northern Ireland","Male","All","Not main scheme application","25","25","0.92","0"
"2007","4 applications","18","Northern Ireland","Male","All","Not main scheme application","15","15","1","0"
"2008","4 applications","18","Northern Ireland","Male","All","Not main scheme application","20","20","1","0"
"2009","4 applications","18","Northern Ireland","Male","All","Not main scheme application","25","20","0.913","0"
"2010","4 applications","18","Northern Ireland","Male","All","Not main scheme application","10","10","0.909","0"
"2011","4 applications","18","Northern Ireland","Male","All","Not main scheme application","10","10"," ","0"
"2012","4 applications","18","Northern Ireland","Male","All","Not main scheme application","25","20","0.783","0"
"2013","4 applications","18","Northern Ireland","Male","All","Not main scheme application","10","10","1","0"
"2014","4 applications","18","Northern Ireland","Male","All","Not main scheme application","15","15","0.867","0"
"2015","4 applications","18","Northern Ireland","Male","All","Not main scheme application","10","10"," ","0"
"2016","4 applications","18","Northern Ireland","Male","All","Not main scheme application","15","10"," ","0"
"2017","4 applications","18","Northern Ireland","Male","All","Not main scheme application","20","15","0.75","0"
"2018","4 applications","18","Northern Ireland","Male","All","Not main scheme application","20","15","0.762","0"
"2019","4 applications","18","Northern Ireland","Male","All","Not main scheme application","20","15","0.737","0"
"2020","4 applications","18","Northern Ireland","Male","All","Not main scheme application","15","15","0.9380000000000001","0"
"2021","4 applications","18","Northern Ireland","Male","All","Not main scheme application","15","15","0.867","0"
"2022","4 applications","18","Northern Ireland","Male","All","Not main scheme application","10","10"," ","0"
"2023","4 applications","18","Northern Ireland","Male","All","Not main scheme application","10","5"," ","0"
"2006","5 applications","18","Northern Ireland","Male","All","Not main scheme application","30","30","1","0"
"2007","5 applications","18","Northern Ireland","Male","All","Not main scheme application","20","20","1","0"
"2008","5 applications","18","Northern Ireland","Male","All","Not main scheme application","280","260","0.928","0"
"2009","5 applications","18","Northern Ireland","Male","All","Not main scheme application","305","265","0.875","0"
"2010","5 applications","18","Northern Ireland","Male","All","Not main scheme application","315","260","0.8320000000000001","0"
"2011","5 applications","18","Northern Ireland","Male","All","Not main scheme application","330","245","0.753","0"
"2012","5 applications","18","Northern Ireland","Male","All","Not main scheme application","360","300","0.8310000000000001","0"
"2013","5 applications","18","Northern Ireland","Male","All","Not main scheme application","315","260","0.8320000000000001","0"
"2014","5 applications","18","Northern Ireland","Male","All","Not main scheme application","330","280","0.851","0"
"2015","5 applications","18","Northern Ireland","Male","All","Not main scheme application","335","270","0.803","0"
"2016","5 applications","18","Northern Ireland","Male","All","Not main scheme application","325","265","0.8220000000000001","0"
"2017","5 applications","18","Northern Ireland","Male","All","Not main scheme application","430","350","0.808","0"
"2018","5 applications","18","Northern Ireland","Male","All","Not main scheme application","380","315","0.8320000000000001","0"
"2019","5 applications","18","Northern Ireland","Male","All","Not main scheme application","300","255","0.85","0"
"2020","5 applications","18","Northern Ireland","Male","All","Not main scheme application","325","290","0.898","0"
"2021","5 applications","18","Northern Ireland","Male","All","Not main scheme application","260","230","0.899","0"
"2022","5 applications","18","Northern Ireland","Male","All","Not main scheme application","400","345","0.87","0"
"2023","5 applications","18","Northern Ireland","Male","All","Not main scheme application","325","280","0.864","0"
"2006","6 applications","18","Northern Ireland","Male","All","Not main scheme application","305","285","0.937","0"
"2007","6 applications","18","Northern Ireland","Male","All","Not main scheme application","285","265","0.933","0"
"2006","Other","19","Northern Ireland","Male","All","Not main scheme application","35","35","1","10"
"2007","Other","19","Northern Ireland","Male","All","Not main scheme application","40","40","1","10"
"2008","Other","19","Northern Ireland","Male","All","Not main scheme application","55","55","0.982","5"
"2009","Other","19","Northern Ireland","Male","All","Not main scheme application","45","45","0.978","10"
"2010","Other","19","Northern Ireland","Male","All","Not main scheme application","20","20","0.864","15"
"2011","Other","19","Northern Ireland","Male","All","Not main scheme application","20","20","0.9520000000000001","5"
"2012","Other","19","Northern Ireland","Male","All","Not main scheme application","25","20","0.875","5"
"2013","Other","19","Northern Ireland","Male","All","Not main scheme application","25","20","0.84","5"
"2014","Other","19","Northern Ireland","Male","All","Not main scheme application","40","40","0.929","10"
"2015","Other","19","Northern Ireland","Male","All","Not main scheme application","20","20","0.864","5"
"2016","Other","19","Northern Ireland","Male","All","Not main scheme application","30","25","0.871","5"
"2017","Other","19","Northern Ireland","Male","All","Not main scheme application","25","25","0.926","5"
"2018","Other","19","Northern Ireland","Male","All","Not main scheme application","40","35","0.881","5"
"2019","Other","19","Northern Ireland","Male","All","Not main scheme application","45","40","0.913","5"
"2020","Other","19","Northern Ireland","Male","All","Not main scheme application","55","55","0.965","5"
"2021","Other","19","Northern Ireland","Male","All","Not main scheme application","40","40","0.927","0"
"2022","Other","19","Northern Ireland","Male","All","Not main scheme application","75","70","0.921","10"
"2023","Other","19","Northern Ireland","Male","All","Not main scheme application","65","60","0.922","5"
"2007","1 application","19","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2008","1 application","19","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2009","1 application","19","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2018","1 application","19","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2019","1 application","19","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2008","2 applications","19","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2016","2 applications","19","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2018","2 applications","19","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2022","2 applications","19","Northern Ireland","Male","All","Not main scheme application","5","0"," ","0"
"2023","2 applications","19","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2006","3 applications","19","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2008","3 applications","19","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2009","3 applications","19","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2010","3 applications","19","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2011","3 applications","19","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2012","3 applications","19","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2013","3 applications","19","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2014","3 applications","19","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2017","3 applications","19","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2018","3 applications","19","Northern Ireland","Male","All","Not main scheme application","5","0"," ","0"
"2019","3 applications","19","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2022","3 applications","19","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2023","3 applications","19","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2009","4 applications","19","Northern Ireland","Male","All","Not main scheme application","10","5"," ","0"
"2010","4 applications","19","Northern Ireland","Male","All","Not main scheme application","10","10"," ","0"
"2011","4 applications","19","Northern Ireland","Male","All","Not main scheme application","10","5"," ","0"
"2012","4 applications","19","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2013","4 applications","19","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2014","4 applications","19","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2015","4 applications","19","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2016","4 applications","19","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2017","4 applications","19","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2018","4 applications","19","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2019","4 applications","19","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2020","4 applications","19","Northern Ireland","Male","All","Not main scheme application","10","10"," ","0"
"2021","4 applications","19","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2006","5 applications","19","Northern Ireland","Male","All","Not main scheme application","10","5"," ","0"
"2007","5 applications","19","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2008","5 applications","19","Northern Ireland","Male","All","Not main scheme application","45","40","0.891","0"
"2009","5 applications","19","Northern Ireland","Male","All","Not main scheme application","55","50","0.889","0"
"2010","5 applications","19","Northern Ireland","Male","All","Not main scheme application","75","55","0.72","0"
"2011","5 applications","19","Northern Ireland","Male","All","Not main scheme application","95","65","0.67","0"
"2012","5 applications","19","Northern Ireland","Male","All","Not main scheme application","90","75","0.802","0"
"2013","5 applications","19","Northern Ireland","Male","All","Not main scheme application","85","70","0.847","0"
"2014","5 applications","19","Northern Ireland","Male","All","Not main scheme application","110","95","0.847","0"
"2015","5 applications","19","Northern Ireland","Male","All","Not main scheme application","125","95","0.789","0"
"2016","5 applications","19","Northern Ireland","Male","All","Not main scheme application","100","80","0.804","0"
"2017","5 applications","19","Northern Ireland","Male","All","Not main scheme application","120","90","0.738","0"
"2018","5 applications","19","Northern Ireland","Male","All","Not main scheme application","105","85","0.798","0"
"2019","5 applications","19","Northern Ireland","Male","All","Not main scheme application","90","75","0.802","0"
"2020","5 applications","19","Northern Ireland","Male","All","Not main scheme application","90","75","0.865","0"
"2021","5 applications","19","Northern Ireland","Male","All","Not main scheme application","60","55","0.883","0"
"2022","5 applications","19","Northern Ireland","Male","All","Not main scheme application","65","55","0.859","0"
"2023","5 applications","19","Northern Ireland","Male","All","Not main scheme application","75","65","0.8290000000000001","0"
"2006","6 applications","19","Northern Ireland","Male","All","Not main scheme application","40","35","0.9490000000000001","0"
"2007","6 applications","19","Northern Ireland","Male","All","Not main scheme application","45","40","0.872","0"
"2006","Other","20","Northern Ireland","Male","All","Not main scheme application","35","35","1","5"
"2007","Other","20","Northern Ireland","Male","All","Not main scheme application","20","20","1","5"
"2008","Other","20","Northern Ireland","Male","All","Not main scheme application","45","45","1","10"
"2009","Other","20","Northern Ireland","Male","All","Not main scheme application","40","40","0.929","15"
"2010","Other","20","Northern Ireland","Male","All","Not main scheme application","15","15","0.8130000000000001","10"
"2011","Other","20","Northern Ireland","Male","All","Not main scheme application","20","15","0.85","5"
"2012","Other","20","Northern Ireland","Male","All","Not main scheme application","25","20","0.913","5"
"2013","Other","20","Northern Ireland","Male","All","Not main scheme application","20","20","1","5"
"2014","Other","20","Northern Ireland","Male","All","Not main scheme application","25","20","0.792","5"
"2015","Other","20","Northern Ireland","Male","All","Not main scheme application","20","20","1","5"
"2016","Other","20","Northern Ireland","Male","All","Not main scheme application","15","10","0.786","5"
"2017","Other","20","Northern Ireland","Male","All","Not main scheme application","25","25","0.963","5"
"2018","Other","20","Northern Ireland","Male","All","Not main scheme application","20","15","0.895","0"
"2019","Other","20","Northern Ireland","Male","All","Not main scheme application","40","40","1","5"
"2020","Other","20","Northern Ireland","Male","All","Not main scheme application","55","50","0.9440000000000001","10"
"2021","Other","20","Northern Ireland","Male","All","Not main scheme application","40","35","0.974","5"
"2022","Other","20","Northern Ireland","Male","All","Not main scheme application","40","40","0.976","5"
"2023","Other","20","Northern Ireland","Male","All","Not main scheme application","50","50","0.9420000000000001","5"
"2007","1 application","20","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2009","1 application","20","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2012","1 application","20","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2015","1 application","20","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2018","1 application","20","Northern Ireland","Male","All","Not main scheme application","5","0"," ","0"
"2009","2 applications","20","Northern Ireland","Male","All","Not main scheme application","5","0"," ","0"
"2017","2 applications","20","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2006","3 applications","20","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2015","3 applications","20","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2017","3 applications","20","Northern Ireland","Male","All","Not main scheme application","5","0"," ","0"
"2018","3 applications","20","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2020","3 applications","20","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2022","3 applications","20","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2006","4 applications","20","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2007","4 applications","20","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2010","4 applications","20","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2011","4 applications","20","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2013","4 applications","20","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2014","4 applications","20","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2015","4 applications","20","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2017","4 applications","20","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2018","4 applications","20","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2019","4 applications","20","Northern Ireland","Male","All","Not main scheme application","10","10"," ","0"
"2020","4 applications","20","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2008","5 applications","20","Northern Ireland","Male","All","Not main scheme application","20","20","1","0"
"2009","5 applications","20","Northern Ireland","Male","All","Not main scheme application","25","20","0.8150000000000001","0"
"2010","5 applications","20","Northern Ireland","Male","All","Not main scheme application","35","30","0.8","0"
"2011","5 applications","20","Northern Ireland","Male","All","Not main scheme application","35","20","0.545","0"
"2012","5 applications","20","Northern Ireland","Male","All","Not main scheme application","35","30","0.778","0"
"2013","5 applications","20","Northern Ireland","Male","All","Not main scheme application","40","30","0.769","0"
"2014","5 applications","20","Northern Ireland","Male","All","Not main scheme application","40","25","0.684","0"
"2015","5 applications","20","Northern Ireland","Male","All","Not main scheme application","40","30","0.789","0"
"2016","5 applications","20","Northern Ireland","Male","All","Not main scheme application","35","30","0.778","0"
"2017","5 applications","20","Northern Ireland","Male","All","Not main scheme application","40","30","0.775","0"
"2018","5 applications","20","Northern Ireland","Male","All","Not main scheme application","35","30","0.778","0"
"2019","5 applications","20","Northern Ireland","Male","All","Not main scheme application","20","15","0.762","0"
"2020","5 applications","20","Northern Ireland","Male","All","Not main scheme application","25","20","0.808","0"
"2021","5 applications","20","Northern Ireland","Male","All","Not main scheme application","25","20","0.769","0"
"2022","5 applications","20","Northern Ireland","Male","All","Not main scheme application","30","25","0.75","0"
"2023","5 applications","20","Northern Ireland","Male","All","Not main scheme application","25","15","0.63","0"
"2006","6 applications","20","Northern Ireland","Male","All","Not main scheme application","15","15","0.882","0"
"2007","6 applications","20","Northern Ireland","Male","All","Not main scheme application","15","15","0.882","0"
"2006","Other","21 - 24","Northern Ireland","Male","All","Not main scheme application","60","60","1","15"
"2007","Other","21 - 24","Northern Ireland","Male","All","Not main scheme application","45","45","0.977","10"
"2008","Other","21 - 24","Northern Ireland","Male","All","Not main scheme application","70","70","0.972","10"
"2009","Other","21 - 24","Northern Ireland","Male","All","Not main scheme application","50","45","0.865","20"
"2010","Other","21 - 24","Northern Ireland","Male","All","Not main scheme application","30","25","0.929","25"
"2011","Other","21 - 24","Northern Ireland","Male","All","Not main scheme application","25","20","0.833","15"
"2012","Other","21 - 24","Northern Ireland","Male","All","Not main scheme application","35","30","0.9410000000000001","10"
"2013","Other","21 - 24","Northern Ireland","Male","All","Not main scheme application","45","45","0.9570000000000001","10"
"2014","Other","21 - 24","Northern Ireland","Male","All","Not main scheme application","50","45","0.9590000000000001","10"
"2015","Other","21 - 24","Northern Ireland","Male","All","Not main scheme application","40","40","1","10"
"2016","Other","21 - 24","Northern Ireland","Male","All","Not main scheme application","25","20","0.833","10"
"2017","Other","21 - 24","Northern Ireland","Male","All","Not main scheme application","35","30","0.853","5"
"2018","Other","21 - 24","Northern Ireland","Male","All","Not main scheme application","30","25","0.931","10"
"2019","Other","21 - 24","Northern Ireland","Male","All","Not main scheme application","55","55","0.965","5"
"2020","Other","21 - 24","Northern Ireland","Male","All","Not main scheme application","75","70","0.933","10"
