"Year","NPD ethnic group","Tariff group of provider","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2020","White","Medium tariff","18","England","Female","Main scheme applicant","All","24130","196050","0.123"
"2021","Any Other Ethnic Group","Medium tariff","18","England","Female","Main scheme applicant","All","900","4560","0.198"
"2021","Asian","Medium tariff","18","England","Female","Main scheme applicant","All","5520","27980","0.197"
"2021","Black","Medium tariff","18","England","Female","Main scheme applicant","All","3120","15620","0.2"
"2021","Chinese","Medium tariff","18","England","Female","Main scheme applicant","All","210","980","0.213"
"2021","Mixed","Medium tariff","18","England","Female","Main scheme applicant","All","2010","13640","0.148"
"2021","White","Medium tariff","18","England","Female","Main scheme applicant","All","25520","201190","0.127"
"2022","Any Other Ethnic Group","Medium tariff","18","England","Female","Main scheme applicant","All","970","5000","0.193"
"2022","Asian","Medium tariff","18","England","Female","Main scheme applicant","All","5790","29790","0.194"
"2022","Black","Medium tariff","18","England","Female","Main scheme applicant","All","3260","16490","0.198"
"2022","Chinese","Medium tariff","18","England","Female","Main scheme applicant","All","240","990","0.244"
"2022","Mixed","Medium tariff","18","England","Female","Main scheme applicant","All","2090","14770","0.14200000000000002"
"2022","White","Medium tariff","18","England","Female","Main scheme applicant","All","26550","205180","0.129"
"2023","Any Other Ethnic Group","Medium tariff","18","England","Female","Main scheme applicant","All","960","5600","0.17200000000000001"
"2023","Asian","Medium tariff","18","England","Female","Main scheme applicant","All","5790","31720","0.183"
"2023","Black","Medium tariff","18","England","Female","Main scheme applicant","All","3370","17790","0.19"
"2023","Chinese","Medium tariff","18","England","Female","Main scheme applicant","All","240","1090","0.224"
"2023","Mixed","Medium tariff","18","England","Female","Main scheme applicant","All","2140","16140","0.132"
"2023","White","Medium tariff","18","England","Female","Main scheme applicant","All","25080","210110","0.11900000000000001"
"2006","Any Other Ethnic Group","Lower tariff","18","England","Male","Main scheme applicant","All","180","2360","0.076"
"2006","Asian","Lower tariff","18","England","Male","Main scheme applicant","All","2490","18620","0.134"
"2006","Black","Lower tariff","18","England","Male","Main scheme applicant","All","820","9750","0.084"
"2006","Chinese","Lower tariff","18","England","Male","Main scheme applicant","All","160","1110","0.14100000000000001"
"2006","Mixed","Lower tariff","18","England","Male","Main scheme applicant","All","390","5570","0.07"
"2006","White","Lower tariff","18","England","Male","Main scheme applicant","All","16070","249980","0.064"
"2007","Any Other Ethnic Group","Lower tariff","18","England","Male","Main scheme applicant","All","230","2650","0.085"
"2007","Asian","Lower tariff","18","England","Male","Main scheme applicant","All","2320","18260","0.127"
"2007","Black","Lower tariff","18","England","Male","Main scheme applicant","All","840","9980","0.084"
"2007","Chinese","Lower tariff","18","England","Male","Main scheme applicant","All","140","1170","0.115"
"2007","Mixed","Lower tariff","18","England","Male","Main scheme applicant","All","400","5900","0.068"
"2007","White","Lower tariff","18","England","Male","Main scheme applicant","All","15600","247280","0.063"
"2008","Any Other Ethnic Group","Lower tariff","18","England","Male","Main scheme applicant","All","220","2620","0.084"
"2008","Asian","Lower tariff","18","England","Male","Main scheme applicant","All","2600","19380","0.134"
"2008","Black","Lower tariff","18","England","Male","Main scheme applicant","All","1000","10760","0.093"
"2008","Chinese","Lower tariff","18","England","Male","Main scheme applicant","All","150","1120","0.134"
"2008","Mixed","Lower tariff","18","England","Male","Main scheme applicant","All","480","6520","0.074"
"2008","White","Lower tariff","18","England","Male","Main scheme applicant","All","16280","253610","0.064"
"2009","Any Other Ethnic Group","Lower tariff","18","England","Male","Main scheme applicant","All","260","2820","0.093"
"2009","Asian","Lower tariff","18","England","Male","Main scheme applicant","All","2880","19610","0.147"
"2009","Black","Lower tariff","18","England","Male","Main scheme applicant","All","1200","10960","0.11"
"2009","Chinese","Lower tariff","18","England","Male","Main scheme applicant","All","140","1060","0.134"
"2009","Mixed","Lower tariff","18","England","Male","Main scheme applicant","All","620","7300","0.085"
"2009","White","Lower tariff","18","England","Male","Main scheme applicant","All","18860","256480","0.074"
"2010","Any Other Ethnic Group","Lower tariff","18","England","Male","Main scheme applicant","All","320","3020","0.106"
"2010","Asian","Lower tariff","18","England","Male","Main scheme applicant","All","3120","20870","0.15"
"2010","Black","Lower tariff","18","England","Male","Main scheme applicant","All","1480","11070","0.133"
"2010","Chinese","Lower tariff","18","England","Male","Main scheme applicant","All","160","1130","0.137"
"2010","Mixed","Lower tariff","18","England","Male","Main scheme applicant","All","730","8110","0.09"
"2010","White","Lower tariff","18","England","Male","Main scheme applicant","All","20470","256120","0.08"
"2011","Any Other Ethnic Group","Lower tariff","18","England","Male","Main scheme applicant","All","440","3190","0.137"
"2011","Asian","Lower tariff","18","England","Male","Main scheme applicant","All","3760","21130","0.178"
"2011","Black","Lower tariff","18","England","Male","Main scheme applicant","All","1900","11590","0.164"
"2011","Chinese","Lower tariff","18","England","Male","Main scheme applicant","All","180","1120","0.162"
"2011","Mixed","Lower tariff","18","England","Male","Main scheme applicant","All","930","8460","0.11"
"2011","White","Lower tariff","18","England","Male","Main scheme applicant","All","22350","245660","0.091"
"2012","Any Other Ethnic Group","Lower tariff","18","England","Male","Main scheme applicant","All","430","3470","0.123"
"2012","Asian","Lower tariff","18","England","Male","Main scheme applicant","All","3410","21940","0.155"
"2012","Black","Lower tariff","18","England","Male","Main scheme applicant","All","1640","11970","0.137"
"2012","Chinese","Lower tariff","18","England","Male","Main scheme applicant","All","160","1060","0.152"
"2012","Mixed","Lower tariff","18","England","Male","Main scheme applicant","All","830","9180","0.09"
"2012","White","Lower tariff","18","England","Male","Main scheme applicant","All","18510","244360","0.076"
"2013","Any Other Ethnic Group","Lower tariff","18","England","Male","Main scheme applicant","All","430","3620","0.11800000000000001"
"2013","Asian","Lower tariff","18","England","Male","Main scheme applicant","All","3630","22440","0.162"
"2013","Black","Lower tariff","18","England","Male","Main scheme applicant","All","1960","12650","0.155"
"2013","Chinese","Lower tariff","18","England","Male","Main scheme applicant","All","180","1100","0.159"
"2013","Mixed","Lower tariff","18","England","Male","Main scheme applicant","All","880","9540","0.092"
"2013","White","Lower tariff","18","England","Male","Main scheme applicant","All","18940","237680","0.08"
"2014","Any Other Ethnic Group","Lower tariff","18","England","Male","Main scheme applicant","All","450","3600","0.126"
"2014","Asian","Lower tariff","18","England","Male","Main scheme applicant","All","3860","23100","0.167"
"2014","Black","Lower tariff","18","England","Male","Main scheme applicant","All","2010","13150","0.153"
"2014","Chinese","Lower tariff","18","England","Male","Main scheme applicant","All","140","1080","0.125"
"2014","Mixed","Lower tariff","18","England","Male","Main scheme applicant","All","1020","10240","0.1"
"2014","White","Lower tariff","18","England","Male","Main scheme applicant","All","19930","233620","0.085"
"2015","Any Other Ethnic Group","Lower tariff","18","England","Male","Main scheme applicant","All","510","3770","0.135"
"2015","Asian","Lower tariff","18","England","Male","Main scheme applicant","All","4090","23910","0.171"
"2015","Black","Lower tariff","18","England","Male","Main scheme applicant","All","2190","13720","0.16"
"2015","Chinese","Lower tariff","18","England","Male","Main scheme applicant","All","160","1100","0.149"
"2015","Mixed","Lower tariff","18","England","Male","Main scheme applicant","All","1100","10890","0.101"
"2015","White","Lower tariff","18","England","Male","Main scheme applicant","All","19880","235800","0.084"
"2016","Any Other Ethnic Group","Lower tariff","18","England","Male","Main scheme applicant","All","520","3930","0.132"
"2016","Asian","Lower tariff","18","England","Male","Main scheme applicant","All","4230","24920","0.17"
"2016","Black","Lower tariff","18","England","Male","Main scheme applicant","All","2030","13580","0.15"
"2016","Chinese","Lower tariff","18","England","Male","Main scheme applicant","All","110","1010","0.10400000000000001"
"2016","Mixed","Lower tariff","18","England","Male","Main scheme applicant","All","1070","11210","0.096"
"2016","White","Lower tariff","18","England","Male","Main scheme applicant","All","18950","230930","0.082"
"2017","Any Other Ethnic Group","Lower tariff","18","England","Male","Main scheme applicant","All","500","4130","0.12"
"2017","Asian","Lower tariff","18","England","Male","Main scheme applicant","All","4170","25660","0.162"
"2017","Black","Lower tariff","18","England","Male","Main scheme applicant","All","2000","13760","0.145"
"2017","Chinese","Lower tariff","18","England","Male","Main scheme applicant","All","120","1000","0.124"
"2017","Mixed","Lower tariff","18","England","Male","Main scheme applicant","All","1050","11530","0.091"
"2017","White","Lower tariff","18","England","Male","Main scheme applicant","All","17930","226910","0.079"
"2018","Any Other Ethnic Group","Lower tariff","18","England","Male","Main scheme applicant","All","520","4270","0.122"
"2018","Asian","Lower tariff","18","England","Male","Main scheme applicant","All","4420","26580","0.166"
"2018","Black","Lower tariff","18","England","Male","Main scheme applicant","All","2090","14130","0.148"
