"Year","Provider country","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate"
"2021","All","18","Scotland","Female","Main scheme applicant","Not main scheme application","10","0"," "
"2022","All","18","Scotland","Female","Main scheme applicant","Not main scheme application","5","0"," "
"2019","All","19","Scotland","Female","Main scheme applicant","Not main scheme application","5","5"," "
"2021","All","19","Scotland","Female","Main scheme applicant","Not main scheme application","5","0"," "
"2022","All","19","Scotland","Female","Main scheme applicant","Not main scheme application","5","0"," "
"2019","All","20","Scotland","Female","Main scheme applicant","Not main scheme application","5","0"," "
"2021","All","20","Scotland","Female","Main scheme applicant","Not main scheme application","5","0"," "
"2019","All","21 - 24","Scotland","Female","Main scheme applicant","Not main scheme application","10","5"," "
"2020","All","21 - 24","Scotland","Female","Main scheme applicant","Not main scheme application","5","0"," "
"2021","All","21 - 24","Scotland","Female","Main scheme applicant","Not main scheme application","5","0"," "
"2022","All","21 - 24","Scotland","Female","Main scheme applicant","Not main scheme application","5","5"," "
"2023","All","21 - 24","Scotland","Female","Main scheme applicant","Not main scheme application","5","0"," "
"2019","All","25 - 29","Scotland","Female","Main scheme applicant","Not main scheme application","5","0"," "
"2020","All","25 - 29","Scotland","Female","Main scheme applicant","Not main scheme application","10","5"," "
"2021","All","25 - 29","Scotland","Female","Main scheme applicant","Not main scheme application","10","0"," "
"2022","All","25 - 29","Scotland","Female","Main scheme applicant","Not main scheme application","5","0"," "
"2023","All","25 - 29","Scotland","Female","Main scheme applicant","Not main scheme application","5","0"," "
"2020","All","30 - 34","Scotland","Female","Main scheme applicant","Not main scheme application","5","0"," "
"2022","All","30 - 34","Scotland","Female","Main scheme applicant","Not main scheme application","5","5"," "
"2020","All","35 and over","Scotland","Female","Main scheme applicant","Not main scheme application","5","5"," "
"2021","All","35 and over","Scotland","Female","Main scheme applicant","Not main scheme application","5","5"," "
"2022","All","35 and over","Scotland","Female","Main scheme applicant","Not main scheme application","5","0"," "
"2019","All","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," "
"2020","All","18","Wales","Female","Main scheme applicant","Not main scheme application","10","5"," "
"2021","All","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," "
"2022","All","18","Wales","Female","Main scheme applicant","Not main scheme application","15","10","0.786"
"2023","All","18","Wales","Female","Main scheme applicant","Not main scheme application","10","10"," "
"2019","All","19","Wales","Female","Main scheme applicant","Not main scheme application","5","0"," "
"2021","All","19","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," "
"2022","All","19","Wales","Female","Main scheme applicant","Not main scheme application","5","0"," "
"2022","All","20","Wales","Female","Main scheme applicant","Not main scheme application","5","0"," "
"2019","All","21 - 24","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," "
"2020","All","21 - 24","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," "
"2021","All","21 - 24","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," "
"2022","All","21 - 24","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," "
"2023","All","21 - 24","Wales","Female","Main scheme applicant","Not main scheme application","10","5"," "
"2019","All","25 - 29","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," "
"2021","All","25 - 29","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," "
"2022","All","25 - 29","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," "
"2023","All","25 - 29","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," "
"2019","All","30 - 34","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," "
"2020","All","30 - 34","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," "
"2021","All","30 - 34","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," "
"2022","All","30 - 34","Wales","Female","Main scheme applicant","Not main scheme application","5","0"," "
"2023","All","30 - 34","Wales","Female","Main scheme applicant","Not main scheme application","10","10"," "
"2020","All","35 and over","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," "
"2021","All","35 and over","Wales","Female","Main scheme applicant","Not main scheme application","5","0"," "
"2022","All","35 and over","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," "
"2023","All","18","Not EU","Female","Main scheme applicant","Not main scheme application","5","0"," "
"2019","All","18","EU (excluding UK)","Female","Main scheme applicant","Not main scheme application","5","0"," "
"2020","All","18","EU (excluding UK)","Female","Main scheme applicant","Not main scheme application","5","0"," "
"2021","All","18","EU (excluding UK)","Female","Main scheme applicant","Not main scheme application","5","0"," "
"2022","All","18","EU (excluding UK)","Female","Main scheme applicant","Not main scheme application","5","0"," "
"2023","All","18","EU (excluding UK)","Female","Main scheme applicant","Not main scheme application","5","5"," "
"2019","All","19","EU (excluding UK)","Female","Main scheme applicant","Not main scheme application","5","0"," "
"2022","All","20","EU (excluding UK)","Female","Main scheme applicant","Not main scheme application","5","0"," "
"2022","All","21 - 24","EU (excluding UK)","Female","Main scheme applicant","Not main scheme application","5","0"," "
"2021","All","17 and under","Northern Ireland","Female","Main scheme applicant","Main scheme application","5","0"," "
"2019","All","18","Northern Ireland","Female","Main scheme applicant","Main scheme application","175","20","0.115"
"2020","All","18","Northern Ireland","Female","Main scheme applicant","Main scheme application","195","35","0.17300000000000001"
"2021","All","18","Northern Ireland","Female","Main scheme applicant","Main scheme application","265","30","0.113"
"2022","All","18","Northern Ireland","Female","Main scheme applicant","Main scheme application","300","45","0.14300000000000002"
"2023","All","18","Northern Ireland","Female","Main scheme applicant","Main scheme application","265","30","0.11800000000000001"
"2019","All","19","Northern Ireland","Female","Main scheme applicant","Main scheme application","70","10","0.159"
"2020","All","19","Northern Ireland","Female","Main scheme applicant","Main scheme application","70","10"," "
"2021","All","19","Northern Ireland","Female","Main scheme applicant","Main scheme application","85","5"," "
"2022","All","19","Northern Ireland","Female","Main scheme applicant","Main scheme application","85","15","0.155"
"2023","All","19","Northern Ireland","Female","Main scheme applicant","Main scheme application","75","5"," "
"2019","All","20","Northern Ireland","Female","Main scheme applicant","Main scheme application","35","0"," "
"2020","All","20","Northern Ireland","Female","Main scheme applicant","Main scheme application","25","0"," "
"2021","All","20","Northern Ireland","Female","Main scheme applicant","Main scheme application","30","0"," "
"2022","All","20","Northern Ireland","Female","Main scheme applicant","Main scheme application","40","0"," "
"2023","All","20","Northern Ireland","Female","Main scheme applicant","Main scheme application","35","5"," "
"2019","All","21 - 24","Northern Ireland","Female","Main scheme applicant","Main scheme application","65","5"," "
"2020","All","21 - 24","Northern Ireland","Female","Main scheme applicant","Main scheme application","70","15","0.232"
"2021","All","21 - 24","Northern Ireland","Female","Main scheme applicant","Main scheme application","105","15","0.14300000000000002"
"2022","All","21 - 24","Northern Ireland","Female","Main scheme applicant","Main scheme application","70","5"," "
"2023","All","21 - 24","Northern Ireland","Female","Main scheme applicant","Main scheme application","65","5"," "
"2019","All","25 - 29","Northern Ireland","Female","Main scheme applicant","Main scheme application","80","15","0.167"
"2020","All","25 - 29","Northern Ireland","Female","Main scheme applicant","Main scheme application","70","15","0.217"
"2021","All","25 - 29","Northern Ireland","Female","Main scheme applicant","Main scheme application","90","15","0.159"
"2022","All","25 - 29","Northern Ireland","Female","Main scheme applicant","Main scheme application","60","10","0.203"
"2023","All","25 - 29","Northern Ireland","Female","Main scheme applicant","Main scheme application","45","5"," "
"2019","All","30 - 34","Northern Ireland","Female","Main scheme applicant","Main scheme application","50","5"," "
"2020","All","30 - 34","Northern Ireland","Female","Main scheme applicant","Main scheme application","50","10"," "
"2021","All","30 - 34","Northern Ireland","Female","Main scheme applicant","Main scheme application","70","20","0.265"
"2022","All","30 - 34","Northern Ireland","Female","Main scheme applicant","Main scheme application","65","15","0.219"
"2023","All","30 - 34","Northern Ireland","Female","Main scheme applicant","Main scheme application","60","10","0.18"
"2019","All","35 and over","Northern Ireland","Female","Main scheme applicant","Main scheme application","75","15","0.184"
"2020","All","35 and over","Northern Ireland","Female","Main scheme applicant","Main scheme application","40","10","0.268"
"2021","All","35 and over","Northern Ireland","Female","Main scheme applicant","Main scheme application","65","10","0.169"
"2022","All","35 and over","Northern Ireland","Female","Main scheme applicant","Main scheme application","70","15","0.2"
"2023","All","35 and over","Northern Ireland","Female","Main scheme applicant","Main scheme application","55","5"," "
"2020","All","17 and under","England","Female","Main scheme applicant","Main scheme application","5","0"," "
"2021","All","17 and under","England","Female","Main scheme applicant","Main scheme application","5","0"," "
"2022","All","17 and under","England","Female","Main scheme applicant","Main scheme application","5","0"," "
"2023","All","17 and under","England","Female","Main scheme applicant","Main scheme application","5","0"," "
"2019","All","18","England","Female","Main scheme applicant","Main scheme application","2120","705","0.332"
"2020","All","18","England","Female","Main scheme applicant","Main scheme application","2350","925","0.393"
"2021","All","18","England","Female","Main scheme applicant","Main scheme application","2875","925","0.322"
"2022","All","18","England","Female","Main scheme applicant","Main scheme application","2985","875","0.293"
"2023","All","18","England","Female","Main scheme applicant","Main scheme application","2535","990","0.391"
"2019","All","19","England","Female","Main scheme applicant","Main scheme application","890","325","0.367"
"2020","All","19","England","Female","Main scheme applicant","Main scheme application","885","315","0.357"
"2021","All","19","England","Female","Main scheme applicant","Main scheme application","1080","315","0.292"
"2022","All","19","England","Female","Main scheme applicant","Main scheme application","1030","245","0.23900000000000002"
"2023","All","19","England","Female","Main scheme applicant","Main scheme application","840","275","0.329"
"2019","All","20","England","Female","Main scheme applicant","Main scheme application","505","170","0.336"
"2020","All","20","England","Female","Main scheme applicant","Main scheme application","520","195","0.374"
"2021","All","20","England","Female","Main scheme applicant","Main scheme application","600","160","0.267"
"2022","All","20","England","Female","Main scheme applicant","Main scheme application","600","145","0.246"
"2023","All","20","England","Female","Main scheme applicant","Main scheme application","500","175","0.34500000000000003"
"2019","All","21 - 24","England","Female","Main scheme applicant","Main scheme application","1195","460","0.386"
"2020","All","21 - 24","England","Female","Main scheme applicant","Main scheme application","1230","535","0.433"
"2021","All","21 - 24","England","Female","Main scheme applicant","Main scheme application","1520","510","0.335"
"2022","All","21 - 24","England","Female","Main scheme applicant","Main scheme application","1280","375","0.295"
"2023","All","21 - 24","England","Female","Main scheme applicant","Main scheme application","935","335","0.357"
"2019","All","25 - 29","England","Female","Main scheme applicant","Main scheme application","1105","465","0.42"
"2020","All","25 - 29","England","Female","Main scheme applicant","Main scheme application","1130","555","0.489"
"2021","All","25 - 29","England","Female","Main scheme applicant","Main scheme application","1520","585","0.385"
"2022","All","25 - 29","England","Female","Main scheme applicant","Main scheme application","1250","500","0.401"
"2023","All","25 - 29","England","Female","Main scheme applicant","Main scheme application","880","370","0.42"
"2019","All","30 - 34","England","Female","Main scheme applicant","Main scheme application","705","305","0.435"
"2020","All","30 - 34","England","Female","Main scheme applicant","Main scheme application","825","385","0.466"
"2021","All","30 - 34","England","Female","Main scheme applicant","Main scheme application","1180","495","0.422"
"2022","All","30 - 34","England","Female","Main scheme applicant","Main scheme application","1060","445","0.418"
"2023","All","30 - 34","England","Female","Main scheme applicant","Main scheme application","765","340","0.446"
"2019","All","35 and over","England","Female","Main scheme applicant","Main scheme application","780","305","0.395"
"2020","All","35 and over","England","Female","Main scheme applicant","Main scheme application","955","400","0.421"
"2021","All","35 and over","England","Female","Main scheme applicant","Main scheme application","1235","455","0.368"
"2022","All","35 and over","England","Female","Main scheme applicant","Main scheme application","1100","415","0.379"
"2023","All","35 and over","England","Female","Main scheme applicant","Main scheme application","980","425","0.435"
"2019","All","17 and under","Scotland","Female","Main scheme applicant","Main scheme application","10","0"," "
"2020","All","17 and under","Scotland","Female","Main scheme applicant","Main scheme application","20","0"," "
"2021","All","17 and under","Scotland","Female","Main scheme applicant","Main scheme application","15","5"," "
"2022","All","17 and under","Scotland","Female","Main scheme applicant","Main scheme application","20","0"," "
"2023","All","17 and under","Scotland","Female","Main scheme applicant","Main scheme application","10","5"," "
"2019","All","18","Scotland","Female","Main scheme applicant","Main scheme application","305","65","0.20600000000000002"
"2020","All","18","Scotland","Female","Main scheme applicant","Main scheme application","245","65","0.273"
"2021","All","18","Scotland","Female","Main scheme applicant","Main scheme application","350","55","0.161"
"2022","All","18","Scotland","Female","Main scheme applicant","Main scheme application","295","60","0.209"
"2023","All","18","Scotland","Female","Main scheme applicant","Main scheme application","195","55","0.272"
"2019","All","19","Scotland","Female","Main scheme applicant","Main scheme application","95","25","0.277"
"2020","All","19","Scotland","Female","Main scheme applicant","Main scheme application","85","25","0.321"
"2021","All","19","Scotland","Female","Main scheme applicant","Main scheme application","115","15","0.124"
"2022","All","19","Scotland","Female","Main scheme applicant","Main scheme application","100","20","0.2"
"2023","All","19","Scotland","Female","Main scheme applicant","Main scheme application","95","30","0.32"
"2019","All","20","Scotland","Female","Main scheme applicant","Main scheme application","50","10","0.216"
"2020","All","20","Scotland","Female","Main scheme applicant","Main scheme application","65","10","0.19"
"2021","All","20","Scotland","Female","Main scheme applicant","Main scheme application","65","10","0.149"
"2022","All","20","Scotland","Female","Main scheme applicant","Main scheme application","70","15","0.23500000000000001"
"2023","All","20","Scotland","Female","Main scheme applicant","Main scheme application","45","5"," "
"2019","All","21 - 24","Scotland","Female","Main scheme applicant","Main scheme application","150","35","0.24"
"2020","All","21 - 24","Scotland","Female","Main scheme applicant","Main scheme application","200","45","0.222"
"2021","All","21 - 24","Scotland","Female","Main scheme applicant","Main scheme application","205","35","0.18"
"2022","All","21 - 24","Scotland","Female","Main scheme applicant","Main scheme application","200","40","0.212"
"2023","All","21 - 24","Scotland","Female","Main scheme applicant","Main scheme application","130","40","0.298"
"2019","All","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","155","45","0.274"
"2020","All","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","205","50","0.23600000000000002"
"2021","All","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","270","50","0.193"
"2022","All","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","185","40","0.209"
"2023","All","25 - 29","Scotland","Female","Main scheme applicant","Main scheme application","125","35","0.29"
"2019","All","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","115","25","0.23900000000000002"
"2020","All","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","145","40","0.259"
"2021","All","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","175","30","0.158"
"2022","All","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","150","30","0.187"
"2023","All","30 - 34","Scotland","Female","Main scheme applicant","Main scheme application","110","40","0.339"
"2019","All","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","145","25","0.188"
"2020","All","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","155","40","0.25"
"2021","All","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","225","25","0.10200000000000001"
"2022","All","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","180","40","0.22"
"2023","All","35 and over","Scotland","Female","Main scheme applicant","Main scheme application","140","40","0.302"
"2019","All","18","Wales","Female","Main scheme applicant","Main scheme application","105","20","0.202"
"2020","All","18","Wales","Female","Main scheme applicant","Main scheme application","125","35","0.28300000000000003"
"2021","All","18","Wales","Female","Main scheme applicant","Main scheme application","195","50","0.254"
"2022","All","18","Wales","Female","Main scheme applicant","Main scheme application","165","45","0.281"
"2023","All","18","Wales","Female","Main scheme applicant","Main scheme application","125","40","0.306"
"2019","All","19","Wales","Female","Main scheme applicant","Main scheme application","60","15","0.226"
"2020","All","19","Wales","Female","Main scheme applicant","Main scheme application","60","15","0.276"
"2021","All","19","Wales","Female","Main scheme applicant","Main scheme application","90","15","0.14400000000000002"
"2022","All","19","Wales","Female","Main scheme applicant","Main scheme application","60","15","0.28300000000000003"
"2023","All","19","Wales","Female","Main scheme applicant","Main scheme application","40","5"," "
"2019","All","20","Wales","Female","Main scheme applicant","Main scheme application","30","5"," "
"2020","All","20","Wales","Female","Main scheme applicant","Main scheme application","30","5"," "
"2021","All","20","Wales","Female","Main scheme applicant","Main scheme application","45","10"," "
"2022","All","20","Wales","Female","Main scheme applicant","Main scheme application","40","10"," "
"2023","All","20","Wales","Female","Main scheme applicant","Main scheme application","30","10"," "
"2019","All","21 - 24","Wales","Female","Main scheme applicant","Main scheme application","130","40","0.311"
"2020","All","21 - 24","Wales","Female","Main scheme applicant","Main scheme application","110","30","0.279"
"2021","All","21 - 24","Wales","Female","Main scheme applicant","Main scheme application","135","25","0.203"
"2022","All","21 - 24","Wales","Female","Main scheme applicant","Main scheme application","80","25","0.293"
"2023","All","21 - 24","Wales","Female","Main scheme applicant","Main scheme application","75","25","0.35100000000000003"
"2019","All","25 - 29","Wales","Female","Main scheme applicant","Main scheme application","110","25","0.232"
"2020","All","25 - 29","Wales","Female","Main scheme applicant","Main scheme application","110","40","0.376"
"2021","All","25 - 29","Wales","Female","Main scheme applicant","Main scheme application","155","40","0.252"
"2022","All","25 - 29","Wales","Female","Main scheme applicant","Main scheme application","105","30","0.295"
"2023","All","25 - 29","Wales","Female","Main scheme applicant","Main scheme application","85","35","0.391"
"2019","All","30 - 34","Wales","Female","Main scheme applicant","Main scheme application","90","20","0.209"
"2020","All","30 - 34","Wales","Female","Main scheme applicant","Main scheme application","90","30","0.333"
"2021","All","30 - 34","Wales","Female","Main scheme applicant","Main scheme application","95","30","0.309"
"2022","All","30 - 34","Wales","Female","Main scheme applicant","Main scheme application","90","30","0.304"
"2023","All","30 - 34","Wales","Female","Main scheme applicant","Main scheme application","70","35","0.47100000000000003"
"2019","All","35 and over","Wales","Female","Main scheme applicant","Main scheme application","65","20","0.303"
"2020","All","35 and over","Wales","Female","Main scheme applicant","Main scheme application","65","20","0.303"
"2021","All","35 and over","Wales","Female","Main scheme applicant","Main scheme application","80","20","0.272"
"2022","All","35 and over","Wales","Female","Main scheme applicant","Main scheme application","65","30","0.418"
"2023","All","35 and over","Wales","Female","Main scheme applicant","Main scheme application","60","30","0.484"
"2019","All","17 and under","Not EU","Female","Main scheme applicant","Main scheme application","5","0"," "
"2020","All","17 and under","Not EU","Female","Main scheme applicant","Main scheme application","5","0"," "
"2023","All","17 and under","Not EU","Female","Main scheme applicant","Main scheme application","5","0"," "
"2019","All","18","Not EU","Female","Main scheme applicant","Main scheme application","20","0"," "
"2020","All","18","Not EU","Female","Main scheme applicant","Main scheme application","20","5"," "
"2021","All","18","Not EU","Female","Main scheme applicant","Main scheme application","15","5"," "
"2022","All","18","Not EU","Female","Main scheme applicant","Main scheme application","25","5"," "
"2023","All","18","Not EU","Female","Main scheme applicant","Main scheme application","15","0"," "
"2019","All","19","Not EU","Female","Main scheme applicant","Main scheme application","15","0"," "
"2020","All","19","Not EU","Female","Main scheme applicant","Main scheme application","5","0"," "
"2021","All","19","Not EU","Female","Main scheme applicant","Main scheme application","15","0"," "
"2022","All","19","Not EU","Female","Main scheme applicant","Main scheme application","15","0"," "
"2023","All","19","Not EU","Female","Main scheme applicant","Main scheme application","10","0"," "
"2019","All","20","Not EU","Female","Main scheme applicant","Main scheme application","5","0"," "
"2020","All","20","Not EU","Female","Main scheme applicant","Main scheme application","5","0"," "
"2021","All","20","Not EU","Female","Main scheme applicant","Main scheme application","5","0"," "
"2022","All","20","Not EU","Female","Main scheme applicant","Main scheme application","5","0"," "
"2023","All","20","Not EU","Female","Main scheme applicant","Main scheme application","15","0"," "
"2019","All","21 - 24","Not EU","Female","Main scheme applicant","Main scheme application","20","5"," "
"2020","All","21 - 24","Not EU","Female","Main scheme applicant","Main scheme application","10","5"," "
"2021","All","21 - 24","Not EU","Female","Main scheme applicant","Main scheme application","30","0"," "
"2022","All","21 - 24","Not EU","Female","Main scheme applicant","Main scheme application","30","5"," "
"2023","All","21 - 24","Not EU","Female","Main scheme applicant","Main scheme application","25","5"," "
"2019","All","25 - 29","Not EU","Female","Main scheme applicant","Main scheme application","15","5"," "
"2020","All","25 - 29","Not EU","Female","Main scheme applicant","Main scheme application","30","5"," "
"2021","All","25 - 29","Not EU","Female","Main scheme applicant","Main scheme application","20","5"," "
"2022","All","25 - 29","Not EU","Female","Main scheme applicant","Main scheme application","30","0"," "
"2023","All","25 - 29","Not EU","Female","Main scheme applicant","Main scheme application","25","5"," "
"2019","All","30 - 34","Not EU","Female","Main scheme applicant","Main scheme application","5","0"," "
"2020","All","30 - 34","Not EU","Female","Main scheme applicant","Main scheme application","10","0"," "
"2021","All","30 - 34","Not EU","Female","Main scheme applicant","Main scheme application","15","0"," "
"2022","All","30 - 34","Not EU","Female","Main scheme applicant","Main scheme application","20","0"," "
"2023","All","30 - 34","Not EU","Female","Main scheme applicant","Main scheme application","15","0"," "
"2019","All","35 and over","Not EU","Female","Main scheme applicant","Main scheme application","5","0"," "
"2020","All","35 and over","Not EU","Female","Main scheme applicant","Main scheme application","5","0"," "
"2021","All","35 and over","Not EU","Female","Main scheme applicant","Main scheme application","15","0"," "
"2022","All","35 and over","Not EU","Female","Main scheme applicant","Main scheme application","15","0"," "
"2023","All","35 and over","Not EU","Female","Main scheme applicant","Main scheme application","10","0"," "
"2019","All","17 and under","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","15","0"," "
"2020","All","17 and under","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","10","0"," "
"2021","All","17 and under","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","15","0"," "
"2022","All","17 and under","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","10","0"," "
"2023","All","17 and under","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","15","0"," "
"2019","All","18","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","45","0"," "
"2020","All","18","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","65","10"," "
"2021","All","18","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","60","5"," "
"2022","All","18","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","80","5"," "
"2023","All","18","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","55","5"," "
"2019","All","19","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","40","5"," "
"2020","All","19","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","40","5"," "
"2021","All","19","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","60","5"," "
"2022","All","19","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","40","0"," "
"2023","All","19","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","50","5"," "
"2019","All","20","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","30","5"," "
"2020","All","20","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","25","5"," "
"2021","All","20","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","25","0"," "
"2022","All","20","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","20","0"," "
"2023","All","20","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","5","0"," "
"2019","All","21 - 24","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","40","10"," "
"2020","All","21 - 24","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","40","5"," "
"2021","All","21 - 24","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","40","5"," "
"2022","All","21 - 24","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","30","5"," "
"2023","All","21 - 24","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","30","5"," "
"2019","All","25 - 29","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","5","0"," "
"2020","All","25 - 29","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","10","0"," "
"2021","All","25 - 29","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","15","0"," "
"2022","All","25 - 29","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","10","0"," "
"2023","All","25 - 29","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","5","0"," "
"2019","All","30 - 34","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","5","0"," "
"2020","All","30 - 34","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","5","0"," "
"2021","All","30 - 34","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","5","0"," "
"2019","All","35 and over","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","10","0"," "
"2020","All","35 and over","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","5","0"," "
"2021","All","35 and over","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","5","0"," "
"2022","All","35 and over","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","5","0"," "
"2019","All","18","England","Male","Main scheme applicant","Main scheme application","5","0"," "
"2021","All","18","England","Male","Main scheme applicant","Main scheme application","10","5"," "
"2022","All","18","England","Male","Main scheme applicant","Main scheme application","15","5"," "
"2023","All","18","England","Male","Main scheme applicant","Main scheme application","5","0"," "
"2021","All","20","England","Male","Main scheme applicant","Main scheme application","5","0"," "
"2023","All","20","England","Male","Main scheme applicant","Main scheme application","5","0"," "
"2019","All","21 - 24","England","Male","Main scheme applicant","Main scheme application","5","0"," "
"2020","All","21 - 24","England","Male","Main scheme applicant","Main scheme application","5","0"," "
"2021","All","21 - 24","England","Male","Main scheme applicant","Main scheme application","5","0"," "
"2022","All","21 - 24","England","Male","Main scheme applicant","Main scheme application","10","5"," "
"2023","All","21 - 24","England","Male","Main scheme applicant","Main scheme application","5","0"," "
"2019","All","25 - 29","England","Male","Main scheme applicant","Main scheme application","5","0"," "
"2020","All","25 - 29","England","Male","Main scheme applicant","Main scheme application","5","0"," "
"2021","All","25 - 29","England","Male","Main scheme applicant","Main scheme application","10","5"," "
"2022","All","25 - 29","England","Male","Main scheme applicant","Main scheme application","5","0"," "
"2023","All","25 - 29","England","Male","Main scheme applicant","Main scheme application","5","0"," "
"2019","All","30 - 34","England","Male","Main scheme applicant","Main scheme application","5","0"," "
"2021","All","30 - 34","England","Male","Main scheme applicant","Main scheme application","5","0"," "
"2022","All","30 - 34","England","Male","Main scheme applicant","Main scheme application","5","5"," "
"2023","All","30 - 34","England","Male","Main scheme applicant","Main scheme application","5","0"," "
"2019","All","35 and over","England","Male","Main scheme applicant","Main scheme application","5","5"," "
"2020","All","35 and over","England","Male","Main scheme applicant","Main scheme application","5","0"," "
"2021","All","35 and over","England","Male","Main scheme applicant","Main scheme application","10","0"," "
"2022","All","35 and over","England","Male","Main scheme applicant","Main scheme application","5","0"," "
"2023","All","35 and over","England","Male","Main scheme applicant","Main scheme application","10","0"," "
"2021","All","18","Scotland","Male","Main scheme applicant","Main scheme application","5","0"," "
"2023","All","21 - 24","Not EU","Male","Main scheme applicant","Main scheme application","5","0"," "
"2019","England","All","England","Female","Not main scheme applicant","Not main scheme application","125","100","0.8230000000000001"
"2020","England","All","England","Female","Not main scheme applicant","Not main scheme application","130","100","0.762"
"2021","England","All","England","Female","Not main scheme applicant","Not main scheme application","65","50","0.738"
"2022","England","All","England","Female","Not main scheme applicant","Not main scheme application","115","80","0.6960000000000001"
"2023","England","All","England","Female","Not main scheme applicant","Not main scheme application","275","220","0.794"
"2020","Scotland","All","Scotland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2022","Scotland","All","Scotland","Female","Not main scheme applicant","Not main scheme application","10","0"," "
"2023","Scotland","All","Scotland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2023","England","All","Wales","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2022","Wales","All","Wales","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2023","Wales","All","Wales","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2019","England","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","10","5"," "
"2020","England","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","0"," "
"2021","England","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","5"," "
"2022","England","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","0"," "
"2023","England","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","0"," "
