"Year","POLAR4 Quintile","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2015","Quintile 4","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","6630","0"
"2015","Quintile 5","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","9020","0"
"2016","Quintile 1","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","2830","0"
"2016","Quintile 2","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","4510","0"
"2016","Quintile 3","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","5960","0"
"2016","Quintile 4","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","6490","0"
"2016","Quintile 5","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","8860","0"
"2017","Quintile 1","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","2700","0"
"2017","Quintile 2","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","4500","0"
"2017","Quintile 3","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","5600","0"
"2017","Quintile 4","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","6320","0"
"2017","Quintile 5","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","8700","0"
"2018","Quintile 1","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","2790","0"
"2018","Quintile 2","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","4390","0"
"2018","Quintile 3","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","5500","0"
"2018","Quintile 4","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","6200","0"
"2018","Quintile 5","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","8450","0"
"2019","Quintile 1","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","2710","0"
"2019","Quintile 2","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","4230","0"
"2019","Quintile 3","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","5340","0"
"2019","Quintile 4","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","5890","0"
"2019","Quintile 5","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","8230","0"
"2020","Quintile 1","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","2580","0"
"2020","Quintile 2","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","4160","0"
"2020","Quintile 3","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","5330","0"
"2020","Quintile 4","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","5810","0"
"2020","Quintile 5","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","8120","0"
"2021","Quintile 1","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","2590","0"
"2021","Quintile 2","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","4270","0"
"2021","Quintile 3","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","5510","0"
"2021","Quintile 4","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","5930","0"
"2021","Quintile 5","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","8470","0"
"2022","Quintile 1","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","2640","0"
"2022","Quintile 2","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","4360","0"
"2022","Quintile 3","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","5560","0"
"2022","Quintile 4","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","6130","0"
"2022","Quintile 5","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","8700","0"
"2023","Quintile 1","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","2840","0"
"2023","Quintile 2","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","4390","0"
"2023","Quintile 3","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","5720","0"
"2023","Quintile 4","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","6220","0"
"2023","Quintile 5","18","Scotland","Female","Not main scheme applicant","Main scheme application","0","8810","0"
"2006","Quintile 1","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4490","0"
"2006","Quintile 2","18","Wales","Female","Not main scheme applicant","Main scheme application","0","5240","0"
"2006","Quintile 3","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4270","0"
"2006","Quintile 4","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2970","0"
"2006","Quintile 5","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2390","0"
"2007","Quintile 1","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4500","0"
"2007","Quintile 2","18","Wales","Female","Not main scheme applicant","Main scheme application","0","5040","0"
"2007","Quintile 3","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4090","0"
"2007","Quintile 4","18","Wales","Female","Not main scheme applicant","Main scheme application","0","3010","0"
"2007","Quintile 5","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2350","0"
"2008","Quintile 1","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4840","0"
"2008","Quintile 2","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4970","0"
"2008","Quintile 3","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4220","0"
"2008","Quintile 4","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2870","0"
"2008","Quintile 5","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2190","0"
"2009","Quintile 1","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4910","0"
"2009","Quintile 2","18","Wales","Female","Not main scheme applicant","Main scheme application","0","5080","0"
"2009","Quintile 3","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4350","0"
"2009","Quintile 4","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2920","0"
"2009","Quintile 5","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2270","0"
"2010","Quintile 1","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4910","0"
"2010","Quintile 2","18","Wales","Female","Not main scheme applicant","Main scheme application","0","5230","0"
"2010","Quintile 3","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4510","0"
"2010","Quintile 4","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2960","0"
"2010","Quintile 5","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2270","0"
"2011","Quintile 1","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4460","0"
"2011","Quintile 2","18","Wales","Female","Not main scheme applicant","Main scheme application","0","5000","0"
"2011","Quintile 3","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4190","0"
"2011","Quintile 4","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2970","0"
"2011","Quintile 5","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2380","0"
"2012","Quintile 1","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4300","0"
"2012","Quintile 2","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4860","0"
"2012","Quintile 3","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4340","0"
"2012","Quintile 4","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2870","0"
"2012","Quintile 5","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2440","0"
"2013","Quintile 1","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4260","0"
"2013","Quintile 2","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4840","0"
"2013","Quintile 3","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4040","0"
"2013","Quintile 4","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2880","0"
"2013","Quintile 5","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2410","0"
"2014","Quintile 1","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4220","0"
"2014","Quintile 2","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4760","0"
"2014","Quintile 3","18","Wales","Female","Not main scheme applicant","Main scheme application","0","3970","0"
"2014","Quintile 4","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2830","0"
"2014","Quintile 5","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2460","0"
"2015","Quintile 1","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4230","0"
"2015","Quintile 2","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4860","0"
"2015","Quintile 3","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4030","0"
"2015","Quintile 4","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2920","0"
"2015","Quintile 5","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2270","0"
"2016","Quintile 1","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4140","0"
"2016","Quintile 2","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4560","0"
"2016","Quintile 3","18","Wales","Female","Not main scheme applicant","Main scheme application","0","3920","0"
"2016","Quintile 4","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2800","0"
"2016","Quintile 5","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2350","0"
"2017","Quintile 1","18","Wales","Female","Not main scheme applicant","Main scheme application","0","3960","0"
"2017","Quintile 2","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4530","0"
"2017","Quintile 3","18","Wales","Female","Not main scheme applicant","Main scheme application","0","3920","0"
"2017","Quintile 4","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2680","0"
"2017","Quintile 5","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2250","0"
"2018","Quintile 1","18","Wales","Female","Not main scheme applicant","Main scheme application","0","3930","0"
"2018","Quintile 2","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4280","0"
"2018","Quintile 3","18","Wales","Female","Not main scheme applicant","Main scheme application","0","3710","0"
"2018","Quintile 4","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2710","0"
"2018","Quintile 5","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2100","0"
"2019","Quintile 1","18","Wales","Female","Not main scheme applicant","Main scheme application","0","3740","0"
"2019","Quintile 2","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4250","0"
"2019","Quintile 3","18","Wales","Female","Not main scheme applicant","Main scheme application","0","3540","0"
"2019","Quintile 4","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2570","0"
"2019","Quintile 5","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2010","0"
"2020","Quintile 1","18","Wales","Female","Not main scheme applicant","Main scheme application","0","3640","0"
"2020","Quintile 2","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4010","0"
"2020","Quintile 3","18","Wales","Female","Not main scheme applicant","Main scheme application","0","3480","0"
"2020","Quintile 4","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2520","0"
"2020","Quintile 5","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2070","0"
"2021","Quintile 1","18","Wales","Female","Not main scheme applicant","Main scheme application","0","3720","0"
"2021","Quintile 2","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4090","0"
"2021","Quintile 3","18","Wales","Female","Not main scheme applicant","Main scheme application","0","3600","0"
"2021","Quintile 4","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2520","0"
"2021","Quintile 5","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2030","0"
"2022","Quintile 1","18","Wales","Female","Not main scheme applicant","Main scheme application","0","3940","0"
"2022","Quintile 2","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4150","0"
"2022","Quintile 3","18","Wales","Female","Not main scheme applicant","Main scheme application","0","3700","0"
"2022","Quintile 4","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2640","0"
"2022","Quintile 5","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2090","0"
"2023","Quintile 1","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4140","0"
"2023","Quintile 2","18","Wales","Female","Not main scheme applicant","Main scheme application","0","4360","0"
"2023","Quintile 3","18","Wales","Female","Not main scheme applicant","Main scheme application","0","3920","0"
"2023","Quintile 4","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2610","0"
"2023","Quintile 5","18","Wales","Female","Not main scheme applicant","Main scheme application","0","2170","0"
"2006","Quintile 1","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2580","0"
"2006","Quintile 2","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","1660","0"
"2006","Quintile 3","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2310","0"
"2006","Quintile 4","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","3120","0"
"2006","Quintile 5","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","4020","0"
"2007","Quintile 1","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2520","0"
"2007","Quintile 2","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","1620","0"
"2007","Quintile 3","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2290","0"
"2007","Quintile 4","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","3100","0"
"2007","Quintile 5","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","3970","0"
"2008","Quintile 1","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2460","0"
"2008","Quintile 2","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","1590","0"
"2008","Quintile 3","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2270","0"
"2008","Quintile 4","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","3070","0"
"2008","Quintile 5","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","3890","0"
"2009","Quintile 1","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2450","0"
"2009","Quintile 2","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","1600","0"
"2009","Quintile 3","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2300","0"
"2009","Quintile 4","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","3100","0"
"2009","Quintile 5","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","3870","0"
"2010","Quintile 1","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2400","0"
"2010","Quintile 2","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","1580","0"
"2010","Quintile 3","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2280","0"
"2010","Quintile 4","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","3050","0"
"2010","Quintile 5","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","3770","0"
"2011","Quintile 1","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2340","0"
"2011","Quintile 2","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","1520","0"
"2011","Quintile 3","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2230","0"
"2011","Quintile 4","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2970","0"
"2011","Quintile 5","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","3610","0"
"2012","Quintile 1","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2360","0"
"2012","Quintile 2","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","1530","0"
"2012","Quintile 3","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2260","0"
"2012","Quintile 4","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2980","0"
"2012","Quintile 5","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","3620","0"
"2013","Quintile 1","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2310","0"
"2013","Quintile 2","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","1500","0"
"2013","Quintile 3","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2210","0"
"2013","Quintile 4","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2910","0"
"2013","Quintile 5","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","3500","0"
"2014","Quintile 1","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2310","0"
"2014","Quintile 2","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","1480","0"
"2014","Quintile 3","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2210","0"
"2014","Quintile 4","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2890","0"
"2014","Quintile 5","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","3440","0"
"2015","Quintile 1","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2380","0"
"2015","Quintile 2","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","1530","0"
"2015","Quintile 3","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2290","0"
"2015","Quintile 4","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2960","0"
"2015","Quintile 5","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","3520","0"
"2016","Quintile 1","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2370","0"
"2016","Quintile 2","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","1510","0"
"2016","Quintile 3","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2270","0"
"2016","Quintile 4","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2930","0"
"2016","Quintile 5","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","3460","0"
"2017","Quintile 1","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2370","0"
"2017","Quintile 2","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","1500","0"
"2017","Quintile 3","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2250","0"
"2017","Quintile 4","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2870","0"
"2017","Quintile 5","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","3380","0"
"2018","Quintile 1","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2320","0"
"2018","Quintile 2","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","1460","0"
"2018","Quintile 3","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2200","0"
"2018","Quintile 4","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2790","0"
"2018","Quintile 5","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","3290","0"
"2019","Quintile 1","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2210","0"
"2019","Quintile 2","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","1400","0"
"2019","Quintile 3","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2090","0"
"2019","Quintile 4","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2640","0"
"2019","Quintile 5","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","3120","0"
"2020","Quintile 1","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2200","0"
"2020","Quintile 2","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","1400","0"
"2020","Quintile 3","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2080","0"
"2020","Quintile 4","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2610","0"
"2020","Quintile 5","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","3100","0"
"2021","Quintile 1","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2220","0"
"2021","Quintile 2","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","1400","0"
"2021","Quintile 3","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2070","0"
"2021","Quintile 4","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2610","0"
"2021","Quintile 5","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","3100","0"
"2022","Quintile 1","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2300","0"
"2022","Quintile 2","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","1460","0"
"2022","Quintile 3","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2130","0"
"2022","Quintile 4","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2700","0"
"2022","Quintile 5","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","3210","0"
"2023","Quintile 1","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2320","0"
"2023","Quintile 2","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","1480","0"
"2023","Quintile 3","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2170","0"
"2023","Quintile 4","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","2730","0"
"2023","Quintile 5","18","Northern Ireland","Male","Not main scheme applicant","Main scheme application","0","3250","0"
"2006","Quintile 1","18","England","Male","Not main scheme applicant","Main scheme application","0","66450","0"
"2006","Quintile 2","18","England","Male","Not main scheme applicant","Main scheme application","0","64400","0"
"2006","Quintile 3","18","England","Male","Not main scheme applicant","Main scheme application","0","63890","0"
"2006","Quintile 4","18","England","Male","Not main scheme applicant","Main scheme application","0","66250","0"
"2006","Quintile 5","18","England","Male","Not main scheme applicant","Main scheme application","0","71110","0"
"2007","Quintile 1","18","England","Male","Not main scheme applicant","Main scheme application","0","64720","0"
"2007","Quintile 2","18","England","Male","Not main scheme applicant","Main scheme application","0","63640","0"
"2007","Quintile 3","18","England","Male","Not main scheme applicant","Main scheme application","0","63430","0"
"2007","Quintile 4","18","England","Male","Not main scheme applicant","Main scheme application","0","65050","0"
"2007","Quintile 5","18","England","Male","Not main scheme applicant","Main scheme application","0","71070","0"
"2008","Quintile 1","18","England","Male","Not main scheme applicant","Main scheme application","0","65530","0"
"2008","Quintile 2","18","England","Male","Not main scheme applicant","Main scheme application","0","65150","0"
"2008","Quintile 3","18","England","Male","Not main scheme applicant","Main scheme application","0","65380","0"
"2008","Quintile 4","18","England","Male","Not main scheme applicant","Main scheme application","0","67360","0"
"2008","Quintile 5","18","England","Male","Not main scheme applicant","Main scheme application","0","73240","0"
"2009","Quintile 1","18","England","Male","Not main scheme applicant","Main scheme application","0","66690","0"
"2009","Quintile 2","18","England","Male","Not main scheme applicant","Main scheme application","0","66020","0"
"2009","Quintile 3","18","England","Male","Not main scheme applicant","Main scheme application","0","66990","0"
"2009","Quintile 4","18","England","Male","Not main scheme applicant","Main scheme application","0","68630","0"
"2009","Quintile 5","18","England","Male","Not main scheme applicant","Main scheme application","0","74180","0"
"2010","Quintile 1","18","England","Male","Not main scheme applicant","Main scheme application","0","65080","0"
"2010","Quintile 2","18","England","Male","Not main scheme applicant","Main scheme application","0","65280","0"
"2010","Quintile 3","18","England","Male","Not main scheme applicant","Main scheme application","0","65610","0"
"2010","Quintile 4","18","England","Male","Not main scheme applicant","Main scheme application","0","67160","0"
"2010","Quintile 5","18","England","Male","Not main scheme applicant","Main scheme application","0","73060","0"
"2011","Quintile 1","18","England","Male","Not main scheme applicant","Main scheme application","0","64000","0"
"2011","Quintile 2","18","England","Male","Not main scheme applicant","Main scheme application","0","63690","0"
"2011","Quintile 3","18","England","Male","Not main scheme applicant","Main scheme application","0","63940","0"
"2011","Quintile 4","18","England","Male","Not main scheme applicant","Main scheme application","0","65770","0"
"2011","Quintile 5","18","England","Male","Not main scheme applicant","Main scheme application","0","71720","0"
"2012","Quintile 1","18","England","Male","Not main scheme applicant","Main scheme application","0","63600","0"
"2012","Quintile 2","18","England","Male","Not main scheme applicant","Main scheme application","0","63940","0"
"2012","Quintile 3","18","England","Male","Not main scheme applicant","Main scheme application","0","64220","0"
"2012","Quintile 4","18","England","Male","Not main scheme applicant","Main scheme application","0","67100","0"
"2012","Quintile 5","18","England","Male","Not main scheme applicant","Main scheme application","0","73390","0"
"2013","Quintile 1","18","England","Male","Not main scheme applicant","Main scheme application","0","62370","0"
"2013","Quintile 2","18","England","Male","Not main scheme applicant","Main scheme application","0","62890","0"
"2013","Quintile 3","18","England","Male","Not main scheme applicant","Main scheme application","0","63160","0"
"2013","Quintile 4","18","England","Male","Not main scheme applicant","Main scheme application","0","65880","0"
"2013","Quintile 5","18","England","Male","Not main scheme applicant","Main scheme application","0","72470","0"
"2014","Quintile 1","18","England","Male","Not main scheme applicant","Main scheme application","0","62360","0"
"2014","Quintile 2","18","England","Male","Not main scheme applicant","Main scheme application","0","62050","0"
"2014","Quintile 3","18","England","Male","Not main scheme applicant","Main scheme application","0","62200","0"
"2014","Quintile 4","18","England","Male","Not main scheme applicant","Main scheme application","0","65440","0"
"2014","Quintile 5","18","England","Male","Not main scheme applicant","Main scheme application","0","71950","0"
"2015","Quintile 1","18","England","Male","Not main scheme applicant","Main scheme application","0","61960","0"
"2015","Quintile 2","18","England","Male","Not main scheme applicant","Main scheme application","0","63070","0"
"2015","Quintile 3","18","England","Male","Not main scheme applicant","Main scheme application","0","64020","0"
"2015","Quintile 4","18","England","Male","Not main scheme applicant","Main scheme application","0","66490","0"
"2015","Quintile 5","18","England","Male","Not main scheme applicant","Main scheme application","0","74020","0"
"2016","Quintile 1","18","England","Male","Not main scheme applicant","Main scheme application","0","59900","0"
"2016","Quintile 2","18","England","Male","Not main scheme applicant","Main scheme application","0","61770","0"
"2016","Quintile 3","18","England","Male","Not main scheme applicant","Main scheme application","0","62460","0"
"2016","Quintile 4","18","England","Male","Not main scheme applicant","Main scheme application","0","65460","0"
"2016","Quintile 5","18","England","Male","Not main scheme applicant","Main scheme application","0","73290","0"
"2017","Quintile 1","18","England","Male","Not main scheme applicant","Main scheme application","0","58940","0"
"2017","Quintile 2","18","England","Male","Not main scheme applicant","Main scheme application","0","60450","0"
"2017","Quintile 3","18","England","Male","Not main scheme applicant","Main scheme application","0","61890","0"
"2017","Quintile 4","18","England","Male","Not main scheme applicant","Main scheme application","0","65160","0"
"2017","Quintile 5","18","England","Male","Not main scheme applicant","Main scheme application","0","73290","0"
"2018","Quintile 1","18","England","Male","Not main scheme applicant","Main scheme application","0","57280","0"
"2018","Quintile 2","18","England","Male","Not main scheme applicant","Main scheme application","0","59040","0"
"2018","Quintile 3","18","England","Male","Not main scheme applicant","Main scheme application","0","60230","0"
"2018","Quintile 4","18","England","Male","Not main scheme applicant","Main scheme application","0","63810","0"
"2018","Quintile 5","18","England","Male","Not main scheme applicant","Main scheme application","0","72130","0"
"2019","Quintile 1","18","England","Male","Not main scheme applicant","Main scheme application","0","55630","0"
"2019","Quintile 2","18","England","Male","Not main scheme applicant","Main scheme application","0","57620","0"
"2019","Quintile 3","18","England","Male","Not main scheme applicant","Main scheme application","0","59130","0"
"2019","Quintile 4","18","England","Male","Not main scheme applicant","Main scheme application","0","62470","0"
"2019","Quintile 5","18","England","Male","Not main scheme applicant","Main scheme application","0","70980","0"
"2020","Quintile 1","18","England","Male","Not main scheme applicant","Main scheme application","0","55040","0"
"2020","Quintile 2","18","England","Male","Not main scheme applicant","Main scheme application","0","56530","0"
"2020","Quintile 3","18","England","Male","Not main scheme applicant","Main scheme application","0","58510","0"
"2020","Quintile 4","18","England","Male","Not main scheme applicant","Main scheme application","0","61530","0"
"2020","Quintile 5","18","England","Male","Not main scheme applicant","Main scheme application","0","70670","0"
"2021","Quintile 1","18","England","Male","Not main scheme applicant","Main scheme application","0","57230","0"
"2021","Quintile 2","18","England","Male","Not main scheme applicant","Main scheme application","0","58860","0"
"2021","Quintile 3","18","England","Male","Not main scheme applicant","Main scheme application","0","59840","0"
"2021","Quintile 4","18","England","Male","Not main scheme applicant","Main scheme application","0","63290","0"
"2021","Quintile 5","18","England","Male","Not main scheme applicant","Main scheme application","0","73070","0"
"2022","Quintile 1","18","England","Male","Not main scheme applicant","Main scheme application","0","58850","0"
"2022","Quintile 2","18","England","Male","Not main scheme applicant","Main scheme application","0","59920","0"
