"Year","POLAR4 Quintile","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2022","Quintile 3","18","England","Male","Not main scheme applicant","Main scheme application","0","61680","0"
"2022","Quintile 4","18","England","Male","Not main scheme applicant","Main scheme application","0","65280","0"
"2022","Quintile 5","18","England","Male","Not main scheme applicant","Main scheme application","0","74970","0"
"2023","Quintile 1","18","England","Male","Not main scheme applicant","Main scheme application","0","61030","0"
"2023","Quintile 2","18","England","Male","Not main scheme applicant","Main scheme application","0","61910","0"
"2023","Quintile 3","18","England","Male","Not main scheme applicant","Main scheme application","0","63320","0"
"2023","Quintile 4","18","England","Male","Not main scheme applicant","Main scheme application","0","66900","0"
"2023","Quintile 5","18","England","Male","Not main scheme applicant","Main scheme application","0","76830","0"
"2006","Quintile 1","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","3490","0"
"2006","Quintile 2","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","5470","0"
"2006","Quintile 3","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","6890","0"
"2006","Quintile 4","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","7270","0"
"2006","Quintile 5","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","9490","0"
"2007","Quintile 1","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","3370","0"
"2007","Quintile 2","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","5410","0"
"2007","Quintile 3","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","6810","0"
"2007","Quintile 4","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","7240","0"
"2007","Quintile 5","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","9440","0"
"2008","Quintile 1","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","3420","0"
"2008","Quintile 2","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","5530","0"
"2008","Quintile 3","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","7030","0"
"2008","Quintile 4","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","7460","0"
"2008","Quintile 5","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","9730","0"
"2009","Quintile 1","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","3360","0"
"2009","Quintile 2","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","5430","0"
"2009","Quintile 3","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","6920","0"
"2009","Quintile 4","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","7390","0"
"2009","Quintile 5","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","9680","0"
"2010","Quintile 1","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","3310","0"
"2010","Quintile 2","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","5340","0"
"2010","Quintile 3","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","6770","0"
"2010","Quintile 4","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","7250","0"
"2010","Quintile 5","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","9720","0"
"2011","Quintile 1","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","3220","0"
"2011","Quintile 2","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","5260","0"
"2011","Quintile 3","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","6690","0"
"2011","Quintile 4","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","7220","0"
"2011","Quintile 5","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","9760","0"
"2012","Quintile 1","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","3170","0"
"2012","Quintile 2","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","5180","0"
"2012","Quintile 3","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","6570","0"
"2012","Quintile 4","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","7160","0"
"2012","Quintile 5","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","9750","0"
"2013","Quintile 1","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","3220","0"
"2013","Quintile 2","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","5160","0"
"2013","Quintile 3","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","6550","0"
"2013","Quintile 4","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","7170","0"
"2013","Quintile 5","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","9740","0"
"2014","Quintile 1","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","3200","0"
"2014","Quintile 2","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","5050","0"
"2014","Quintile 3","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","6600","0"
"2014","Quintile 4","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","6970","0"
"2014","Quintile 5","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","9690","0"
"2015","Quintile 1","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","3040","0"
"2015","Quintile 2","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","5030","0"
"2015","Quintile 3","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","6280","0"
"2015","Quintile 4","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","6970","0"
"2015","Quintile 5","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","9510","0"
"2016","Quintile 1","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","3060","0"
"2016","Quintile 2","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","4810","0"
"2016","Quintile 3","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","6040","0"
"2016","Quintile 4","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","6880","0"
"2016","Quintile 5","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","9400","0"
"2017","Quintile 1","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","2990","0"
"2017","Quintile 2","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","4690","0"
"2017","Quintile 3","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","6020","0"
"2017","Quintile 4","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","6650","0"
"2017","Quintile 5","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","9170","0"
"2018","Quintile 1","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","2920","0"
"2018","Quintile 2","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","4430","0"
"2018","Quintile 3","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","5700","0"
"2018","Quintile 4","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","6420","0"
"2018","Quintile 5","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","8770","0"
"2019","Quintile 1","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","2760","0"
"2019","Quintile 2","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","4250","0"
"2019","Quintile 3","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","5670","0"
"2019","Quintile 4","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","6150","0"
"2019","Quintile 5","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","8620","0"
"2020","Quintile 1","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","2730","0"
"2020","Quintile 2","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","4280","0"
"2020","Quintile 3","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","5490","0"
"2020","Quintile 4","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","6110","0"
"2020","Quintile 5","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","8520","0"
"2021","Quintile 1","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","2870","0"
"2021","Quintile 2","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","4410","0"
"2021","Quintile 3","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","5790","0"
"2021","Quintile 4","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","6410","0"
"2021","Quintile 5","18","Scotland","Male","Not main scheme applicant","Main scheme application","0","8900","0"
