"Entry year","Region of provider","Age group","Domicile","Gender","Main scheme application","Accepted applicants"
"2006 - 2007","East Midlands","All","Northern Ireland","Female","All","50"
"2006 - 2007","North West","All","Northern Ireland","Female","All","800"
"2007 - 2008","London","All","Northern Ireland","Female","All","115"
"2007 - 2008","South East","All","Northern Ireland","Female","All","85"
"2007 - 2008","Scotland","All","Northern Ireland","Female","All","635"
"2007 - 2008","Wales","All","Northern Ireland","Female","All","50"
"2007 - 2008","West Midlands","All","Northern Ireland","Female","All","60"
"2007 - 2008","Northern Ireland","All","Northern Ireland","Female","All","5000"
"2007 - 2008","East of England","All","Northern Ireland","Female","All","55"
"2007 - 2008","South West","All","Northern Ireland","Female","All","75"
"2007 - 2008","Yorkshire and the Humber","All","Northern Ireland","Female","All","155"
"2007 - 2008","North East","All","Northern Ireland","Female","All","280"
"2007 - 2008","East Midlands","All","Northern Ireland","Female","All","60"
"2007 - 2008","North West","All","Northern Ireland","Female","All","840"
"2008 - 2009","London","All","Northern Ireland","Female","All","110"
"2008 - 2009","South East","All","Northern Ireland","Female","All","85"
"2008 - 2009","Scotland","All","Northern Ireland","Female","All","625"
"2008 - 2009","Wales","All","Northern Ireland","Female","All","70"
"2008 - 2009","West Midlands","All","Northern Ireland","Female","All","50"
"2008 - 2009","Northern Ireland","All","Northern Ireland","Female","All","5160"
"2008 - 2009","East of England","All","Northern Ireland","Female","All","60"
"2008 - 2009","South West","All","Northern Ireland","Female","All","100"
"2008 - 2009","Yorkshire and the Humber","All","Northern Ireland","Female","All","155"
"2008 - 2009","North East","All","Northern Ireland","Female","All","285"
"2008 - 2009","East Midlands","All","Northern Ireland","Female","All","75"
"2008 - 2009","North West","All","Northern Ireland","Female","All","845"
"2009 - 2010","London","All","Northern Ireland","Female","All","130"
"2009 - 2010","South East","All","Northern Ireland","Female","All","105"
"2009 - 2010","Scotland","All","Northern Ireland","Female","All","590"
"2009 - 2010","Wales","All","Northern Ireland","Female","All","75"
"2009 - 2010","West Midlands","All","Northern Ireland","Female","All","65"
"2009 - 2010","Northern Ireland","All","Northern Ireland","Female","All","5110"
"2009 - 2010","East of England","All","Northern Ireland","Female","All","70"
"2009 - 2010","South West","All","Northern Ireland","Female","All","80"
"2009 - 2010","Yorkshire and the Humber","All","Northern Ireland","Female","All","110"
"2009 - 2010","North East","All","Northern Ireland","Female","All","305"
"2009 - 2010","East Midlands","All","Northern Ireland","Female","All","75"
"2009 - 2010","North West","All","Northern Ireland","Female","All","830"
"2010 - 2011","London","All","Northern Ireland","Female","All","175"
"2010 - 2011","South East","All","Northern Ireland","Female","All","95"
"2010 - 2011","Scotland","All","Northern Ireland","Female","All","610"
"2010 - 2011","Wales","All","Northern Ireland","Female","All","90"
"2010 - 2011","West Midlands","All","Northern Ireland","Female","All","60"
"2010 - 2011","Northern Ireland","All","Northern Ireland","Female","All","4770"
"2010 - 2011","East of England","All","Northern Ireland","Female","All","80"
"2010 - 2011","South West","All","Northern Ireland","Female","All","95"
"2010 - 2011","Yorkshire and the Humber","All","Northern Ireland","Female","All","130"
"2010 - 2011","North East","All","Northern Ireland","Female","All","320"
"2010 - 2011","East Midlands","All","Northern Ireland","Female","All","70"
"2010 - 2011","North West","All","Northern Ireland","Female","All","875"
"2011 - 2012","London","All","Northern Ireland","Female","All","205"
"2011 - 2012","South East","All","Northern Ireland","Female","All","125"
"2011 - 2012","Scotland","All","Northern Ireland","Female","All","640"
"2011 - 2012","Wales","All","Northern Ireland","Female","All","125"
"2011 - 2012","West Midlands","All","Northern Ireland","Female","All","85"
"2011 - 2012","Northern Ireland","All","Northern Ireland","Female","All","4670"
"2011 - 2012","East of England","All","Northern Ireland","Female","All","95"
"2011 - 2012","South West","All","Northern Ireland","Female","All","115"
"2011 - 2012","Yorkshire and the Humber","All","Northern Ireland","Female","All","150"
"2011 - 2012","North East","All","Northern Ireland","Female","All","285"
"2011 - 2012","East Midlands","All","Northern Ireland","Female","All","85"
"2011 - 2012","North West","All","Northern Ireland","Female","All","995"
"2012 - 2013","London","All","Northern Ireland","Female","All","150"
"2012 - 2013","South East","All","Northern Ireland","Female","All","110"
"2012 - 2013","Scotland","All","Northern Ireland","Female","All","560"
"2012 - 2013","Wales","All","Northern Ireland","Female","All","95"
"2012 - 2013","West Midlands","All","Northern Ireland","Female","All","80"
"2012 - 2013","Northern Ireland","All","Northern Ireland","Female","All","4780"
"2012 - 2013","East of England","All","Northern Ireland","Female","All","80"
"2012 - 2013","South West","All","Northern Ireland","Female","All","110"
"2012 - 2013","Yorkshire and the Humber","All","Northern Ireland","Female","All","130"
"2012 - 2013","North East","All","Northern Ireland","Female","All","295"
"2012 - 2013","East Midlands","All","Northern Ireland","Female","All","80"
"2012 - 2013","North West","All","Northern Ireland","Female","All","745"
"2013 - 2014","London","All","Northern Ireland","Female","All","160"
"2013 - 2014","South East","All","Northern Ireland","Female","All","140"
"2013 - 2014","Scotland","All","Northern Ireland","Female","All","595"
"2013 - 2014","Wales","All","Northern Ireland","Female","All","80"
"2013 - 2014","West Midlands","All","Northern Ireland","Female","All","80"
"2013 - 2014","Northern Ireland","All","Northern Ireland","Female","All","5320"
"2013 - 2014","East of England","All","Northern Ireland","Female","All","75"
"2013 - 2014","South West","All","Northern Ireland","Female","All","135"
"2013 - 2014","Yorkshire and the Humber","All","Northern Ireland","Female","All","125"
"2013 - 2014","North East","All","Northern Ireland","Female","All","275"
"2013 - 2014","East Midlands","All","Northern Ireland","Female","All","95"
"2013 - 2014","North West","All","Northern Ireland","Female","All","790"
"2014 - 2015","London","All","Northern Ireland","Female","All","145"
"2014 - 2015","South East","All","Northern Ireland","Female","All","140"
"2014 - 2015","Scotland","All","Northern Ireland","Female","All","615"
"2014 - 2015","Wales","All","Northern Ireland","Female","All","80"
"2014 - 2015","West Midlands","All","Northern Ireland","Female","All","90"
"2014 - 2015","Northern Ireland","All","Northern Ireland","Female","All","5235"
"2014 - 2015","East of England","All","Northern Ireland","Female","All","85"
"2014 - 2015","South West","All","Northern Ireland","Female","All","135"
"2014 - 2015","Yorkshire and the Humber","All","Northern Ireland","Female","All","120"
"2014 - 2015","North East","All","Northern Ireland","Female","All","250"
"2014 - 2015","East Midlands","All","Northern Ireland","Female","All","90"
"2014 - 2015","North West","All","Northern Ireland","Female","All","850"
"2015 - 2016","London","All","Northern Ireland","Female","All","180"
"2015 - 2016","South East","All","Northern Ireland","Female","All","170"
"2015 - 2016","Scotland","All","Northern Ireland","Female","All","625"
"2015 - 2016","Wales","All","Northern Ireland","Female","All","95"
"2015 - 2016","West Midlands","All","Northern Ireland","Female","All","100"
"2015 - 2016","Northern Ireland","All","Northern Ireland","Female","All","4930"
"2015 - 2016","East of England","All","Northern Ireland","Female","All","75"
"2015 - 2016","South West","All","Northern Ireland","Female","All","150"
"2015 - 2016","Yorkshire and the Humber","All","Northern Ireland","Female","All","145"
"2015 - 2016","North East","All","Northern Ireland","Female","All","255"
"2015 - 2016","East Midlands","All","Northern Ireland","Female","All","90"
"2015 - 2016","North West","All","Northern Ireland","Female","All","990"
"2016 - 2017","London","All","Northern Ireland","Female","All","165"
"2016 - 2017","South East","All","Northern Ireland","Female","All","155"
"2016 - 2017","Scotland","All","Northern Ireland","Female","All","670"
"2016 - 2017","Wales","All","Northern Ireland","Female","All","100"
"2016 - 2017","West Midlands","All","Northern Ireland","Female","All","120"
"2016 - 2017","Northern Ireland","All","Northern Ireland","Female","All","5115"
"2016 - 2017","East of England","All","Northern Ireland","Female","All","90"
"2016 - 2017","South West","All","Northern Ireland","Female","All","155"
"2016 - 2017","Yorkshire and the Humber","All","Northern Ireland","Female","All","195"
"2016 - 2017","North East","All","Northern Ireland","Female","All","265"
"2016 - 2017","East Midlands","All","Northern Ireland","Female","All","100"
"2016 - 2017","North West","All","Northern Ireland","Female","All","1080"
"2017 - 2018","London","All","Northern Ireland","Female","All","125"
"2017 - 2018","South East","All","Northern Ireland","Female","All","160"
"2017 - 2018","Scotland","All","Northern Ireland","Female","All","670"
"2017 - 2018","Wales","All","Northern Ireland","Female","All","95"
"2017 - 2018","West Midlands","All","Northern Ireland","Female","All","100"
"2017 - 2018","Northern Ireland","All","Northern Ireland","Female","All","5165"
"2017 - 2018","East of England","All","Northern Ireland","Female","All","75"
"2017 - 2018","South West","All","Northern Ireland","Female","All","145"
"2017 - 2018","Yorkshire and the Humber","All","Northern Ireland","Female","All","150"
"2017 - 2018","North East","All","Northern Ireland","Female","All","275"
"2017 - 2018","East Midlands","All","Northern Ireland","Female","All","125"
"2017 - 2018","North West","All","Northern Ireland","Female","All","1040"
"2018 - 2019","London","All","Northern Ireland","Female","All","130"
"2018 - 2019","South East","All","Northern Ireland","Female","All","145"
"2018 - 2019","Scotland","All","Northern Ireland","Female","All","560"
"2018 - 2019","Wales","All","Northern Ireland","Female","All","90"
"2018 - 2019","West Midlands","All","Northern Ireland","Female","All","95"
"2018 - 2019","Northern Ireland","All","Northern Ireland","Female","All","5110"
"2018 - 2019","East of England","All","Northern Ireland","Female","All","50"
"2018 - 2019","South West","All","Northern Ireland","Female","All","130"
"2018 - 2019","Yorkshire and the Humber","All","Northern Ireland","Female","All","185"
"2018 - 2019","North East","All","Northern Ireland","Female","All","280"
"2018 - 2019","East Midlands","All","Northern Ireland","Female","All","105"
"2018 - 2019","North West","All","Northern Ireland","Female","All","1110"
"2019 - 2020","London","All","Northern Ireland","Female","All","95"
"2019 - 2020","South East","All","Northern Ireland","Female","All","135"
"2019 - 2020","Scotland","All","Northern Ireland","Female","All","500"
"2019 - 2020","Wales","All","Northern Ireland","Female","All","65"
"2019 - 2020","West Midlands","All","Northern Ireland","Female","All","90"
"2019 - 2020","Northern Ireland","All","Northern Ireland","Female","All","5480"
"2019 - 2020","East of England","All","Northern Ireland","Female","All","65"
"2019 - 2020","South West","All","Northern Ireland","Female","All","110"
"2019 - 2020","Yorkshire and the Humber","All","Northern Ireland","Female","All","130"
"2019 - 2020","North East","All","Northern Ireland","Female","All","225"
"2019 - 2020","East Midlands","All","Northern Ireland","Female","All","85"
"2019 - 2020","North West","All","Northern Ireland","Female","All","975"
"2020 - 2021","London","All","Northern Ireland","Female","All","115"
"2020 - 2021","South East","All","Northern Ireland","Female","All","135"
"2020 - 2021","Scotland","All","Northern Ireland","Female","All","495"
"2020 - 2021","Wales","All","Northern Ireland","Female","All","75"
"2020 - 2021","West Midlands","All","Northern Ireland","Female","All","85"
"2020 - 2021","Northern Ireland","All","Northern Ireland","Female","All","6130"
"2020 - 2021","East of England","All","Northern Ireland","Female","All","50"
"2020 - 2021","South West","All","Northern Ireland","Female","All","120"
"2020 - 2021","Yorkshire and the Humber","All","Northern Ireland","Female","All","105"
"2020 - 2021","North East","All","Northern Ireland","Female","All","205"
"2020 - 2021","East Midlands","All","Northern Ireland","Female","All","75"
"2020 - 2021","North West","All","Northern Ireland","Female","All","1025"
"2021 - 2022","London","All","Northern Ireland","Female","All","125"
"2021 - 2022","South East","All","Northern Ireland","Female","All","120"
"2021 - 2022","Scotland","All","Northern Ireland","Female","All","485"
"2021 - 2022","Wales","All","Northern Ireland","Female","All","130"
"2021 - 2022","West Midlands","All","Northern Ireland","Female","All","100"
"2021 - 2022","Northern Ireland","All","Northern Ireland","Female","All","5885"
"2021 - 2022","East of England","All","Northern Ireland","Female","All","50"
"2021 - 2022","South West","All","Northern Ireland","Female","All","155"
"2021 - 2022","Yorkshire and the Humber","All","Northern Ireland","Female","All","110"
"2021 - 2022","North East","All","Northern Ireland","Female","All","280"
"2021 - 2022","East Midlands","All","Northern Ireland","Female","All","80"
"2021 - 2022","North West","All","Northern Ireland","Female","All","1130"
"2022 - 2023","London","All","Northern Ireland","Female","All","120"
"2022 - 2023","South East","All","Northern Ireland","Female","All","145"
"2022 - 2023","Scotland","All","Northern Ireland","Female","All","420"
"2022 - 2023","Wales","All","Northern Ireland","Female","All","145"
"2022 - 2023","West Midlands","All","Northern Ireland","Female","All","90"
"2022 - 2023","Northern Ireland","All","Northern Ireland","Female","All","5610"
"2022 - 2023","East of England","All","Northern Ireland","Female","All","55"
"2022 - 2023","South West","All","Northern Ireland","Female","All","145"
"2022 - 2023","Yorkshire and the Humber","All","Northern Ireland","Female","All","120"
"2022 - 2023","North East","All","Northern Ireland","Female","All","235"
"2022 - 2023","East Midlands","All","Northern Ireland","Female","All","85"
"2022 - 2023","North West","All","Northern Ireland","Female","All","990"
"2023 - 2024","London","All","Northern Ireland","Female","All","105"
"2023 - 2024","South East","All","Northern Ireland","Female","All","120"
"2023 - 2024","Scotland","All","Northern Ireland","Female","All","370"
"2023 - 2024","Wales","All","Northern Ireland","Female","All","105"
"2023 - 2024","West Midlands","All","Northern Ireland","Female","All","75"
"2023 - 2024","Northern Ireland","All","Northern Ireland","Female","All","5665"
"2023 - 2024","East of England","All","Northern Ireland","Female","All","40"
"2023 - 2024","South West","All","Northern Ireland","Female","All","150"
"2023 - 2024","Yorkshire and the Humber","All","Northern Ireland","Female","All","75"
"2023 - 2024","North East","All","Northern Ireland","Female","All","195"
"2023 - 2024","East Midlands","All","Northern Ireland","Female","All","95"
"2023 - 2024","North West","All","Northern Ireland","Female","All","805"
"2006 - 2007","London","All","England","Female","All","25415"
"2006 - 2007","South East","All","England","Female","All","18575"
"2006 - 2007","Scotland","All","England","Female","All","1640"
"2006 - 2007","Wales","All","England","Female","All","3745"
"2006 - 2007","West Midlands","All","England","Female","All","13420"
"2006 - 2007","Northern Ireland","All","England","Female","All","50"
"2006 - 2007","East of England","All","England","Female","All","8540"
"2006 - 2007","South West","All","England","Female","All","12770"
"2006 - 2007","Yorkshire and the Humber","All","England","Female","All","18195"
