"Entry year","Region of provider","Age group","Domicile","Gender","Main scheme application","Accepted applicants"
"2013 - 2014","North East","All","England","Female","Main scheme application","9690"
"2013 - 2014","East Midlands","All","England","Female","Main scheme application","16215"
"2013 - 2014","North West","All","England","Female","Main scheme application","22660"
"2014 - 2015","London","All","England","Female","Main scheme application","26680"
"2014 - 2015","South East","All","England","Female","Main scheme application","23045"
"2014 - 2015","Scotland","All","England","Female","Main scheme application","2345"
"2014 - 2015","Wales","All","England","Female","Main scheme application","4260"
"2014 - 2015","West Midlands","All","England","Female","Main scheme application","17440"
"2014 - 2015","Northern Ireland","All","England","Female","Main scheme application","285"
"2014 - 2015","East of England","All","England","Female","Main scheme application","10370"
"2014 - 2015","South West","All","England","Female","Main scheme application","17815"
"2014 - 2015","Yorkshire and the Humber","All","England","Female","Main scheme application","21110"
"2014 - 2015","North East","All","England","Female","Main scheme application","9520"
"2014 - 2015","East Midlands","All","England","Female","Main scheme application","16740"
"2014 - 2015","North West","All","England","Female","Main scheme application","23960"
"2015 - 2016","London","All","England","Female","Main scheme application","27070"
"2015 - 2016","South East","All","England","Female","Main scheme application","24620"
"2015 - 2016","Scotland","All","England","Female","Main scheme application","2395"
"2015 - 2016","Wales","All","England","Female","Main scheme application","4230"
"2015 - 2016","West Midlands","All","England","Female","Main scheme application","18550"
"2015 - 2016","Northern Ireland","All","England","Female","Main scheme application","150"
"2015 - 2016","East of England","All","England","Female","Main scheme application","11095"
"2015 - 2016","South West","All","England","Female","Main scheme application","18035"
"2015 - 2016","Yorkshire and the Humber","All","England","Female","Main scheme application","21350"
"2015 - 2016","North East","All","England","Female","Main scheme application","9910"
"2015 - 2016","East Midlands","All","England","Female","Main scheme application","17470"
"2015 - 2016","North West","All","England","Female","Main scheme application","24800"
"2016 - 2017","London","All","England","Female","Main scheme application","27050"
"2016 - 2017","South East","All","England","Female","Main scheme application","25265"
"2016 - 2017","Scotland","All","England","Female","Main scheme application","2395"
"2016 - 2017","Wales","All","England","Female","Main scheme application","4295"
"2016 - 2017","West Midlands","All","England","Female","Main scheme application","18325"
"2016 - 2017","Northern Ireland","All","England","Female","Main scheme application","125"
"2016 - 2017","East of England","All","England","Female","Main scheme application","11010"
"2016 - 2017","South West","All","England","Female","Main scheme application","18960"
"2016 - 2017","Yorkshire and the Humber","All","England","Female","Main scheme application","21725"
"2016 - 2017","North East","All","England","Female","Main scheme application","9845"
"2016 - 2017","East Midlands","All","England","Female","Main scheme application","18135"
"2016 - 2017","North West","All","England","Female","Main scheme application","24100"
"2017 - 2018","London","All","England","Female","Main scheme application","25375"
"2017 - 2018","South East","All","England","Female","Main scheme application","24470"
"2017 - 2018","Scotland","All","England","Female","Main scheme application","2490"
"2017 - 2018","Wales","All","England","Female","Main scheme application","4220"
"2017 - 2018","West Midlands","All","England","Female","Main scheme application","18550"
"2017 - 2018","Northern Ireland","All","England","Female","Main scheme application","145"
"2017 - 2018","East of England","All","England","Female","Main scheme application","10595"
"2017 - 2018","South West","All","England","Female","Main scheme application","18290"
"2017 - 2018","Yorkshire and the Humber","All","England","Female","Main scheme application","21135"
"2017 - 2018","North East","All","England","Female","Main scheme application","9740"
"2017 - 2018","East Midlands","All","England","Female","Main scheme application","17930"
"2017 - 2018","North West","All","England","Female","Main scheme application","23385"
"2018 - 2019","London","All","England","Female","Main scheme application","26070"
"2018 - 2019","South East","All","England","Female","Main scheme application","23805"
"2018 - 2019","Scotland","All","England","Female","Main scheme application","2390"
"2018 - 2019","Wales","All","England","Female","Main scheme application","4105"
"2018 - 2019","West Midlands","All","England","Female","Main scheme application","17865"
"2018 - 2019","Northern Ireland","All","England","Female","Main scheme application","125"
"2018 - 2019","East of England","All","England","Female","Main scheme application","10165"
"2018 - 2019","South West","All","England","Female","Main scheme application","17790"
"2018 - 2019","Yorkshire and the Humber","All","England","Female","Main scheme application","20725"
"2018 - 2019","North East","All","England","Female","Main scheme application","9600"
"2018 - 2019","East Midlands","All","England","Female","Main scheme application","18885"
"2018 - 2019","North West","All","England","Female","Main scheme application","23050"
"2019 - 2020","London","All","England","Female","Main scheme application","25890"
"2019 - 2020","South East","All","England","Female","Main scheme application","23075"
"2019 - 2020","Scotland","All","England","Female","Main scheme application","2250"
"2019 - 2020","Wales","All","England","Female","Main scheme application","3800"
"2019 - 2020","West Midlands","All","England","Female","Main scheme application","18135"
"2019 - 2020","Northern Ireland","All","England","Female","Main scheme application","130"
"2019 - 2020","East of England","All","England","Female","Main scheme application","10375"
"2019 - 2020","South West","All","England","Female","Main scheme application","17730"
"2019 - 2020","Yorkshire and the Humber","All","England","Female","Main scheme application","19500"
"2019 - 2020","North East","All","England","Female","Main scheme application","9715"
"2019 - 2020","East Midlands","All","England","Female","Main scheme application","18410"
"2019 - 2020","North West","All","England","Female","Main scheme application","22860"
"2020 - 2021","London","All","England","Female","Main scheme application","27785"
"2020 - 2021","South East","All","England","Female","Main scheme application","22975"
"2020 - 2021","Scotland","All","England","Female","Main scheme application","2630"
"2020 - 2021","Wales","All","England","Female","Main scheme application","4095"
"2020 - 2021","West Midlands","All","England","Female","Main scheme application","19375"
"2020 - 2021","Northern Ireland","All","England","Female","Main scheme application","175"
"2020 - 2021","East of England","All","England","Female","Main scheme application","10715"
"2020 - 2021","South West","All","England","Female","Main scheme application","18655"
"2020 - 2021","Yorkshire and the Humber","All","England","Female","Main scheme application","20660"
"2020 - 2021","North East","All","England","Female","Main scheme application","10425"
"2020 - 2021","East Midlands","All","England","Female","Main scheme application","18735"
"2020 - 2021","North West","All","England","Female","Main scheme application","26055"
"2021 - 2022","London","All","England","Female","Main scheme application","30575"
"2021 - 2022","South East","All","England","Female","Main scheme application","23910"
"2021 - 2022","Scotland","All","England","Female","Main scheme application","3070"
"2021 - 2022","Wales","All","England","Female","Main scheme application","4790"
"2021 - 2022","West Midlands","All","England","Female","Main scheme application","19290"
"2021 - 2022","Northern Ireland","All","England","Female","Main scheme application","185"
"2021 - 2022","East of England","All","England","Female","Main scheme application","10705"
"2021 - 2022","South West","All","England","Female","Main scheme application","20725"
"2021 - 2022","Yorkshire and the Humber","All","England","Female","Main scheme application","21085"
"2021 - 2022","North East","All","England","Female","Main scheme application","10615"
"2021 - 2022","East Midlands","All","England","Female","Main scheme application","18675"
"2021 - 2022","North West","All","England","Female","Main scheme application","27065"
"2022 - 2023","London","All","England","Female","Main scheme application","29725"
"2022 - 2023","South East","All","England","Female","Main scheme application","24380"
"2022 - 2023","Scotland","All","England","Female","Main scheme application","2690"
"2022 - 2023","Wales","All","England","Female","Main scheme application","5055"
"2022 - 2023","West Midlands","All","England","Female","Main scheme application","18945"
"2022 - 2023","Northern Ireland","All","England","Female","Main scheme application","185"
"2022 - 2023","East of England","All","England","Female","Main scheme application","10045"
"2022 - 2023","South West","All","England","Female","Main scheme application","19785"
"2022 - 2023","Yorkshire and the Humber","All","England","Female","Main scheme application","20665"
"2022 - 2023","North East","All","England","Female","Main scheme application","9870"
"2022 - 2023","East Midlands","All","England","Female","Main scheme application","18420"
"2022 - 2023","North West","All","England","Female","Main scheme application","26995"
"2023 - 2024","London","All","England","Female","Main scheme application","27455"
"2023 - 2024","South East","All","England","Female","Main scheme application","22225"
"2023 - 2024","Scotland","All","England","Female","Main scheme application","2600"
"2023 - 2024","Wales","All","England","Female","Main scheme application","4705"
"2023 - 2024","West Midlands","All","England","Female","Main scheme application","16630"
"2023 - 2024","Northern Ireland","All","England","Female","Main scheme application","180"
"2023 - 2024","East of England","All","England","Female","Main scheme application","8285"
"2023 - 2024","South West","All","England","Female","Main scheme application","18220"
"2023 - 2024","Yorkshire and the Humber","All","England","Female","Main scheme application","19505"
"2023 - 2024","North East","All","England","Female","Main scheme application","9180"
"2023 - 2024","East Midlands","All","England","Female","Main scheme application","16280"
"2023 - 2024","North West","All","England","Female","Main scheme application","24750"
"2006 - 2007","London","All","Scotland","Female","Main scheme application","100"
"2006 - 2007","South East","All","Scotland","Female","Main scheme application","70"
"2006 - 2007","Scotland","All","Scotland","Female","Main scheme application","11175"
"2006 - 2007","Wales","All","Scotland","Female","Main scheme application","20"
"2006 - 2007","West Midlands","All","Scotland","Female","Main scheme application","15"
"2006 - 2007","Northern Ireland","All","Scotland","Female","Main scheme application","5"
"2006 - 2007","East of England","All","Scotland","Female","Main scheme application","55"
"2006 - 2007","South West","All","Scotland","Female","Main scheme application","40"
"2006 - 2007","Yorkshire and the Humber","All","Scotland","Female","Main scheme application","85"
"2006 - 2007","North East","All","Scotland","Female","Main scheme application","160"
"2006 - 2007","East Midlands","All","Scotland","Female","Main scheme application","30"
"2006 - 2007","North West","All","Scotland","Female","Main scheme application","130"
"2007 - 2008","London","All","Scotland","Female","Main scheme application","135"
"2007 - 2008","South East","All","Scotland","Female","Main scheme application","90"
"2007 - 2008","Scotland","All","Scotland","Female","Main scheme application","12115"
"2007 - 2008","Wales","All","Scotland","Female","Main scheme application","15"
"2007 - 2008","West Midlands","All","Scotland","Female","Main scheme application","45"
"2007 - 2008","Northern Ireland","All","Scotland","Female","Main scheme application","10"
"2007 - 2008","East of England","All","Scotland","Female","Main scheme application","50"
"2007 - 2008","South West","All","Scotland","Female","Main scheme application","80"
"2007 - 2008","Yorkshire and the Humber","All","Scotland","Female","Main scheme application","120"
"2007 - 2008","North East","All","Scotland","Female","Main scheme application","155"
"2007 - 2008","East Midlands","All","Scotland","Female","Main scheme application","35"
"2007 - 2008","North West","All","Scotland","Female","Main scheme application","150"
"2008 - 2009","London","All","Scotland","Female","Main scheme application","135"
"2008 - 2009","South East","All","Scotland","Female","Main scheme application","85"
"2008 - 2009","Scotland","All","Scotland","Female","Main scheme application","12130"
"2008 - 2009","Wales","All","Scotland","Female","Main scheme application","25"
"2008 - 2009","West Midlands","All","Scotland","Female","Main scheme application","30"
"2008 - 2009","Northern Ireland","All","Scotland","Female","Main scheme application","15"
"2008 - 2009","East of England","All","Scotland","Female","Main scheme application","55"
"2008 - 2009","South West","All","Scotland","Female","Main scheme application","70"
"2008 - 2009","Yorkshire and the Humber","All","Scotland","Female","Main scheme application","95"
"2008 - 2009","North East","All","Scotland","Female","Main scheme application","165"
"2008 - 2009","East Midlands","All","Scotland","Female","Main scheme application","45"
"2008 - 2009","North West","All","Scotland","Female","Main scheme application","185"
"2009 - 2010","London","All","Scotland","Female","Main scheme application","170"
"2009 - 2010","South East","All","Scotland","Female","Main scheme application","75"
"2009 - 2010","Scotland","All","Scotland","Female","Main scheme application","12980"
"2009 - 2010","Wales","All","Scotland","Female","Main scheme application","25"
"2009 - 2010","West Midlands","All","Scotland","Female","Main scheme application","35"
"2009 - 2010","Northern Ireland","All","Scotland","Female","Main scheme application","10"
"2009 - 2010","East of England","All","Scotland","Female","Main scheme application","60"
"2009 - 2010","South West","All","Scotland","Female","Main scheme application","80"
"2009 - 2010","Yorkshire and the Humber","All","Scotland","Female","Main scheme application","100"
"2009 - 2010","North East","All","Scotland","Female","Main scheme application","155"
"2009 - 2010","East Midlands","All","Scotland","Female","Main scheme application","40"
"2009 - 2010","North West","All","Scotland","Female","Main scheme application","130"
"2010 - 2011","London","All","Scotland","Female","Main scheme application","175"
"2010 - 2011","South East","All","Scotland","Female","Main scheme application","80"
"2010 - 2011","Scotland","All","Scotland","Female","Main scheme application","14810"
"2010 - 2011","Wales","All","Scotland","Female","Main scheme application","25"
"2010 - 2011","West Midlands","All","Scotland","Female","Main scheme application","30"
"2010 - 2011","Northern Ireland","All","Scotland","Female","Main scheme application","15"
"2010 - 2011","East of England","All","Scotland","Female","Main scheme application","65"
"2010 - 2011","South West","All","Scotland","Female","Main scheme application","85"
"2010 - 2011","Yorkshire and the Humber","All","Scotland","Female","Main scheme application","95"
"2010 - 2011","North East","All","Scotland","Female","Main scheme application","160"
"2010 - 2011","East Midlands","All","Scotland","Female","Main scheme application","35"
"2010 - 2011","North West","All","Scotland","Female","Main scheme application","150"
"2011 - 2012","London","All","Scotland","Female","Main scheme application","150"
"2011 - 2012","South East","All","Scotland","Female","Main scheme application","115"
"2011 - 2012","Scotland","All","Scotland","Female","Main scheme application","14650"
"2011 - 2012","Wales","All","Scotland","Female","Main scheme application","20"
"2011 - 2012","West Midlands","All","Scotland","Female","Main scheme application","30"
"2011 - 2012","Northern Ireland","All","Scotland","Female","Main scheme application","10"
"2011 - 2012","East of England","All","Scotland","Female","Main scheme application","50"
"2011 - 2012","South West","All","Scotland","Female","Main scheme application","80"
"2011 - 2012","Yorkshire and the Humber","All","Scotland","Female","Main scheme application","120"
"2011 - 2012","North East","All","Scotland","Female","Main scheme application","155"
"2011 - 2012","East Midlands","All","Scotland","Female","Main scheme application","45"
"2011 - 2012","North West","All","Scotland","Female","Main scheme application","135"
"2012 - 2013","London","All","Scotland","Female","Main scheme application","140"
"2012 - 2013","South East","All","Scotland","Female","Main scheme application","85"
"2012 - 2013","Scotland","All","Scotland","Female","Main scheme application","14740"
"2012 - 2013","Wales","All","Scotland","Female","Main scheme application","25"
"2012 - 2013","West Midlands","All","Scotland","Female","Main scheme application","15"
"2012 - 2013","Northern Ireland","All","Scotland","Female","Main scheme application","15"
"2012 - 2013","East of England","All","Scotland","Female","Main scheme application","55"
"2012 - 2013","South West","All","Scotland","Female","Main scheme application","55"
"2012 - 2013","Yorkshire and the Humber","All","Scotland","Female","Main scheme application","65"
"2012 - 2013","North East","All","Scotland","Female","Main scheme application","105"
"2012 - 2013","East Midlands","All","Scotland","Female","Main scheme application","40"
"2012 - 2013","North West","All","Scotland","Female","Main scheme application","90"
"2013 - 2014","London","All","Scotland","Female","Main scheme application","150"
"2013 - 2014","South East","All","Scotland","Female","Main scheme application","95"
"2013 - 2014","Scotland","All","Scotland","Female","Main scheme application","14970"
"2013 - 2014","Wales","All","Scotland","Female","Main scheme application","25"
"2013 - 2014","West Midlands","All","Scotland","Female","Main scheme application","30"
"2013 - 2014","Northern Ireland","All","Scotland","Female","Main scheme application","10"
"2013 - 2014","East of England","All","Scotland","Female","Main scheme application","45"
"2013 - 2014","South West","All","Scotland","Female","Main scheme application","75"
"2013 - 2014","Yorkshire and the Humber","All","Scotland","Female","Main scheme application","65"
"2013 - 2014","North East","All","Scotland","Female","Main scheme application","120"
"2013 - 2014","East Midlands","All","Scotland","Female","Main scheme application","40"
"2013 - 2014","North West","All","Scotland","Female","Main scheme application","125"
"2014 - 2015","London","All","Scotland","Female","Main scheme application","130"
"2014 - 2015","South East","All","Scotland","Female","Main scheme application","75"
"2014 - 2015","Scotland","All","Scotland","Female","Main scheme application","15690"
"2014 - 2015","Wales","All","Scotland","Female","Main scheme application","20"
"2014 - 2015","West Midlands","All","Scotland","Female","Main scheme application","35"
"2014 - 2015","Northern Ireland","All","Scotland","Female","Main scheme application","10"
"2014 - 2015","East of England","All","Scotland","Female","Main scheme application","55"
"2014 - 2015","South West","All","Scotland","Female","Main scheme application","75"
"2014 - 2015","Yorkshire and the Humber","All","Scotland","Female","Main scheme application","65"
"2014 - 2015","North East","All","Scotland","Female","Main scheme application","110"
"2014 - 2015","East Midlands","All","Scotland","Female","Main scheme application","25"
"2014 - 2015","North West","All","Scotland","Female","Main scheme application","105"
"2015 - 2016","London","All","Scotland","Female","Main scheme application","145"
"2015 - 2016","South East","All","Scotland","Female","Main scheme application","85"
"2015 - 2016","Scotland","All","Scotland","Female","Main scheme application","17330"
"2015 - 2016","Wales","All","Scotland","Female","Main scheme application","20"
"2015 - 2016","West Midlands","All","Scotland","Female","Main scheme application","45"
"2015 - 2016","Northern Ireland","All","Scotland","Female","Main scheme application","10"
"2015 - 2016","East of England","All","Scotland","Female","Main scheme application","50"
"2015 - 2016","South West","All","Scotland","Female","Main scheme application","90"
"2015 - 2016","Yorkshire and the Humber","All","Scotland","Female","Main scheme application","50"
"2015 - 2016","North East","All","Scotland","Female","Main scheme application","145"
"2015 - 2016","East Midlands","All","Scotland","Female","Main scheme application","35"
"2015 - 2016","North West","All","Scotland","Female","Main scheme application","110"
"2016 - 2017","London","All","Scotland","Female","Main scheme application","150"
"2016 - 2017","South East","All","Scotland","Female","Main scheme application","115"
"2016 - 2017","Scotland","All","Scotland","Female","Main scheme application","17830"
"2016 - 2017","Wales","All","Scotland","Female","Main scheme application","20"
"2016 - 2017","West Midlands","All","Scotland","Female","Main scheme application","40"
"2016 - 2017","Northern Ireland","All","Scotland","Female","Main scheme application","5"
"2016 - 2017","East of England","All","Scotland","Female","Main scheme application","50"
"2016 - 2017","South West","All","Scotland","Female","Main scheme application","110"
"2016 - 2017","Yorkshire and the Humber","All","Scotland","Female","Main scheme application","75"
"2016 - 2017","North East","All","Scotland","Female","Main scheme application","130"
"2016 - 2017","East Midlands","All","Scotland","Female","Main scheme application","45"
"2016 - 2017","North West","All","Scotland","Female","Main scheme application","120"
"2017 - 2018","London","All","Scotland","Female","Main scheme application","145"
"2017 - 2018","South East","All","Scotland","Female","Main scheme application","100"
"2017 - 2018","Scotland","All","Scotland","Female","Main scheme application","18590"
"2017 - 2018","Wales","All","Scotland","Female","Main scheme application","20"
"2017 - 2018","West Midlands","All","Scotland","Female","Main scheme application","35"
"2017 - 2018","Northern Ireland","All","Scotland","Female","Main scheme application","15"
"2017 - 2018","East of England","All","Scotland","Female","Main scheme application","55"
"2017 - 2018","South West","All","Scotland","Female","Main scheme application","110"
"2017 - 2018","Yorkshire and the Humber","All","Scotland","Female","Main scheme application","55"
"2017 - 2018","North East","All","Scotland","Female","Main scheme application","125"
"2017 - 2018","East Midlands","All","Scotland","Female","Main scheme application","45"
"2017 - 2018","North West","All","Scotland","Female","Main scheme application","105"
"2018 - 2019","London","All","Scotland","Female","Main scheme application","125"
"2018 - 2019","South East","All","Scotland","Female","Main scheme application","95"
"2018 - 2019","Scotland","All","Scotland","Female","Main scheme application","19175"
"2018 - 2019","Wales","All","Scotland","Female","Main scheme application","20"
"2018 - 2019","West Midlands","All","Scotland","Female","Main scheme application","35"
"2018 - 2019","Northern Ireland","All","Scotland","Female","Main scheme application","10"
"2018 - 2019","East of England","All","Scotland","Female","Main scheme application","40"
"2018 - 2019","South West","All","Scotland","Female","Main scheme application","90"
"2018 - 2019","Yorkshire and the Humber","All","Scotland","Female","Main scheme application","70"
"2018 - 2019","North East","All","Scotland","Female","Main scheme application","110"
"2018 - 2019","East Midlands","All","Scotland","Female","Main scheme application","35"
"2018 - 2019","North West","All","Scotland","Female","Main scheme application","100"
"2019 - 2020","London","All","Scotland","Female","Main scheme application","145"
"2019 - 2020","South East","All","Scotland","Female","Main scheme application","85"
"2019 - 2020","Scotland","All","Scotland","Female","Main scheme application","18600"
"2019 - 2020","Wales","All","Scotland","Female","Main scheme application","10"
"2019 - 2020","West Midlands","All","Scotland","Female","Main scheme application","30"
"2019 - 2020","Northern Ireland","All","Scotland","Female","Main scheme application","5"
"2019 - 2020","East of England","All","Scotland","Female","Main scheme application","45"
"2019 - 2020","South West","All","Scotland","Female","Main scheme application","100"
"2019 - 2020","Yorkshire and the Humber","All","Scotland","Female","Main scheme application","70"
"2019 - 2020","North East","All","Scotland","Female","Main scheme application","115"
"2019 - 2020","East Midlands","All","Scotland","Female","Main scheme application","45"
"2019 - 2020","North West","All","Scotland","Female","Main scheme application","150"
"2020 - 2021","London","All","Scotland","Female","Main scheme application","125"
"2020 - 2021","South East","All","Scotland","Female","Main scheme application","100"
"2020 - 2021","Scotland","All","Scotland","Female","Main scheme application","19890"
"2020 - 2021","Wales","All","Scotland","Female","Main scheme application","15"
"2020 - 2021","West Midlands","All","Scotland","Female","Main scheme application","35"
"2020 - 2021","Northern Ireland","All","Scotland","Female","Main scheme application","10"
"2020 - 2021","East of England","All","Scotland","Female","Main scheme application","30"
"2020 - 2021","South West","All","Scotland","Female","Main scheme application","95"
"2020 - 2021","Yorkshire and the Humber","All","Scotland","Female","Main scheme application","70"
"2020 - 2021","North East","All","Scotland","Female","Main scheme application","105"
"2020 - 2021","East Midlands","All","Scotland","Female","Main scheme application","35"
"2020 - 2021","North West","All","Scotland","Female","Main scheme application","110"
"2021 - 2022","London","All","Scotland","Female","Main scheme application","160"
"2021 - 2022","South East","All","Scotland","Female","Main scheme application","120"
"2021 - 2022","Scotland","All","Scotland","Female","Main scheme application","21165"
"2021 - 2022","Wales","All","Scotland","Female","Main scheme application","25"
"2021 - 2022","West Midlands","All","Scotland","Female","Main scheme application","35"
"2021 - 2022","Northern Ireland","All","Scotland","Female","Main scheme application","15"
"2021 - 2022","East of England","All","Scotland","Female","Main scheme application","50"
"2021 - 2022","South West","All","Scotland","Female","Main scheme application","115"
"2021 - 2022","Yorkshire and the Humber","All","Scotland","Female","Main scheme application","65"
"2021 - 2022","North East","All","Scotland","Female","Main scheme application","110"
"2021 - 2022","East Midlands","All","Scotland","Female","Main scheme application","50"
"2021 - 2022","North West","All","Scotland","Female","Main scheme application","125"
"2022 - 2023","London","All","Scotland","Female","Main scheme application","145"
"2022 - 2023","South East","All","Scotland","Female","Main scheme application","95"
"2022 - 2023","Scotland","All","Scotland","Female","Main scheme application","19560"
"2022 - 2023","Wales","All","Scotland","Female","Main scheme application","20"
"2022 - 2023","West Midlands","All","Scotland","Female","Main scheme application","35"
"2022 - 2023","Northern Ireland","All","Scotland","Female","Main scheme application","15"
"2022 - 2023","East of England","All","Scotland","Female","Main scheme application","35"
"2022 - 2023","South West","All","Scotland","Female","Main scheme application","105"
"2022 - 2023","Yorkshire and the Humber","All","Scotland","Female","Main scheme application","70"
"2022 - 2023","North East","All","Scotland","Female","Main scheme application","130"
"2022 - 2023","East Midlands","All","Scotland","Female","Main scheme application","30"
"2022 - 2023","North West","All","Scotland","Female","Main scheme application","140"
"2023 - 2024","London","All","Scotland","Female","Main scheme application","120"
"2023 - 2024","South East","All","Scotland","Female","Main scheme application","85"
"2023 - 2024","Scotland","All","Scotland","Female","Main scheme application","18840"
"2023 - 2024","Wales","All","Scotland","Female","Main scheme application","15"
"2023 - 2024","West Midlands","All","Scotland","Female","Main scheme application","35"
"2023 - 2024","Northern Ireland","All","Scotland","Female","Main scheme application","10"
"2023 - 2024","East of England","All","Scotland","Female","Main scheme application","40"
"2023 - 2024","South West","All","Scotland","Female","Main scheme application","105"
"2023 - 2024","Yorkshire and the Humber","All","Scotland","Female","Main scheme application","80"
"2023 - 2024","North East","All","Scotland","Female","Main scheme application","105"
"2023 - 2024","East Midlands","All","Scotland","Female","Main scheme application","20"
"2023 - 2024","North West","All","Scotland","Female","Main scheme application","105"
"2006 - 2007","London","All","Wales","Female","Main scheme application","215"
"2006 - 2007","South East","All","Wales","Female","Main scheme application","300"
"2006 - 2007","Scotland","All","Wales","Female","Main scheme application","40"
"2006 - 2007","Wales","All","Wales","Female","Main scheme application","5260"
"2006 - 2007","West Midlands","All","Wales","Female","Main scheme application","260"
"2006 - 2007","East of England","All","Wales","Female","Main scheme application","65"
"2006 - 2007","South West","All","Wales","Female","Main scheme application","575"
"2006 - 2007","Yorkshire and the Humber","All","Wales","Female","Main scheme application","200"
"2006 - 2007","North East","All","Wales","Female","Main scheme application","65"
"2006 - 2007","East Midlands","All","Wales","Female","Main scheme application","145"
"2006 - 2007","North West","All","Wales","Female","Main scheme application","650"
"2007 - 2008","London","All","Wales","Female","Main scheme application","270"
"2007 - 2008","South East","All","Wales","Female","Main scheme application","295"
"2007 - 2008","Scotland","All","Wales","Female","Main scheme application","60"
"2007 - 2008","Wales","All","Wales","Female","Main scheme application","5690"
"2007 - 2008","West Midlands","All","Wales","Female","Main scheme application","270"
"2007 - 2008","Northern Ireland","All","Wales","Female","Main scheme application","5"
"2007 - 2008","East of England","All","Wales","Female","Main scheme application","50"
"2007 - 2008","South West","All","Wales","Female","Main scheme application","580"
"2007 - 2008","Yorkshire and the Humber","All","Wales","Female","Main scheme application","190"
"2007 - 2008","North East","All","Wales","Female","Main scheme application","55"
"2007 - 2008","East Midlands","All","Wales","Female","Main scheme application","170"
"2007 - 2008","North West","All","Wales","Female","Main scheme application","670"
"2008 - 2009","London","All","Wales","Female","Main scheme application","270"
"2008 - 2009","South East","All","Wales","Female","Main scheme application","305"
"2008 - 2009","Scotland","All","Wales","Female","Main scheme application","55"
"2008 - 2009","Wales","All","Wales","Female","Main scheme application","6060"
"2008 - 2009","West Midlands","All","Wales","Female","Main scheme application","275"
"2008 - 2009","Northern Ireland","All","Wales","Female","Main scheme application","5"
"2008 - 2009","East of England","All","Wales","Female","Main scheme application","60"
"2008 - 2009","South West","All","Wales","Female","Main scheme application","620"
"2008 - 2009","Yorkshire and the Humber","All","Wales","Female","Main scheme application","230"
"2008 - 2009","North East","All","Wales","Female","Main scheme application","50"
"2008 - 2009","East Midlands","All","Wales","Female","Main scheme application","160"
"2008 - 2009","North West","All","Wales","Female","Main scheme application","740"
"2009 - 2010","London","All","Wales","Female","Main scheme application","290"
"2009 - 2010","South East","All","Wales","Female","Main scheme application","330"
"2009 - 2010","Scotland","All","Wales","Female","Main scheme application","65"
"2009 - 2010","Wales","All","Wales","Female","Main scheme application","6740"
"2009 - 2010","West Midlands","All","Wales","Female","Main scheme application","295"
"2009 - 2010","Northern Ireland","All","Wales","Female","Main scheme application","5"
"2009 - 2010","East of England","All","Wales","Female","Main scheme application","60"
"2009 - 2010","South West","All","Wales","Female","Main scheme application","620"
"2009 - 2010","Yorkshire and the Humber","All","Wales","Female","Main scheme application","235"
"2009 - 2010","North East","All","Wales","Female","Main scheme application","55"
"2009 - 2010","East Midlands","All","Wales","Female","Main scheme application","165"
"2009 - 2010","North West","All","Wales","Female","Main scheme application","775"
"2010 - 2011","London","All","Wales","Female","Main scheme application","320"
"2010 - 2011","South East","All","Wales","Female","Main scheme application","330"
"2010 - 2011","Scotland","All","Wales","Female","Main scheme application","60"
"2010 - 2011","Wales","All","Wales","Female","Main scheme application","5850"
"2010 - 2011","West Midlands","All","Wales","Female","Main scheme application","360"
"2010 - 2011","Northern Ireland","All","Wales","Female","Main scheme application","5"
"2010 - 2011","East of England","All","Wales","Female","Main scheme application","75"
"2010 - 2011","South West","All","Wales","Female","Main scheme application","760"
"2010 - 2011","Yorkshire and the Humber","All","Wales","Female","Main scheme application","255"
"2010 - 2011","North East","All","Wales","Female","Main scheme application","60"
"2010 - 2011","East Midlands","All","Wales","Female","Main scheme application","175"
"2010 - 2011","North West","All","Wales","Female","Main scheme application","795"
"2011 - 2012","London","All","Wales","Female","Main scheme application","305"
"2011 - 2012","South East","All","Wales","Female","Main scheme application","395"
"2011 - 2012","Scotland","All","Wales","Female","Main scheme application","55"
"2011 - 2012","Wales","All","Wales","Female","Main scheme application","5690"
"2011 - 2012","West Midlands","All","Wales","Female","Main scheme application","375"
"2011 - 2012","Northern Ireland","All","Wales","Female","Main scheme application","5"
"2011 - 2012","East of England","All","Wales","Female","Main scheme application","75"
"2011 - 2012","South West","All","Wales","Female","Main scheme application","780"
"2011 - 2012","Yorkshire and the Humber","All","Wales","Female","Main scheme application","250"
"2011 - 2012","North East","All","Wales","Female","Main scheme application","55"
"2011 - 2012","East Midlands","All","Wales","Female","Main scheme application","190"
"2011 - 2012","North West","All","Wales","Female","Main scheme application","875"
"2012 - 2013","London","All","Wales","Female","Main scheme application","325"
"2012 - 2013","South East","All","Wales","Female","Main scheme application","405"
"2012 - 2013","Scotland","All","Wales","Female","Main scheme application","60"
"2012 - 2013","Wales","All","Wales","Female","Main scheme application","5360"
"2012 - 2013","West Midlands","All","Wales","Female","Main scheme application","405"
"2012 - 2013","East of England","All","Wales","Female","Main scheme application","90"
"2012 - 2013","South West","All","Wales","Female","Main scheme application","930"
"2012 - 2013","Yorkshire and the Humber","All","Wales","Female","Main scheme application","220"
"2012 - 2013","North East","All","Wales","Female","Main scheme application","70"
"2012 - 2013","East Midlands","All","Wales","Female","Main scheme application","200"
"2012 - 2013","North West","All","Wales","Female","Main scheme application","965"
