"Entry year","Tariff group of provider","Age group","Domicile","Gender","Main scheme application","Accepted applicants"
"2013 - 2014","Higher tariff","All","England","Female","Not main scheme application","3550"
"2013 - 2014","Medium tariff","All","England","Female","Not main scheme application","7860"
"2014 - 2015","Lower tariff","All","England","Female","Not main scheme application","25970"
"2014 - 2015","Higher tariff","All","England","Female","Not main scheme application","3800"
"2014 - 2015","Medium tariff","All","England","Female","Not main scheme application","8675"
"2015 - 2016","Lower tariff","All","England","Female","Not main scheme application","27135"
"2015 - 2016","Higher tariff","All","England","Female","Not main scheme application","4415"
"2015 - 2016","Medium tariff","All","England","Female","Not main scheme application","9690"
"2016 - 2017","Lower tariff","All","England","Female","Not main scheme application","26205"
"2016 - 2017","Higher tariff","All","England","Female","Not main scheme application","4555"
"2016 - 2017","Medium tariff","All","England","Female","Not main scheme application","10745"
"2017 - 2018","Lower tariff","All","England","Female","Not main scheme application","26700"
"2017 - 2018","Higher tariff","All","England","Female","Not main scheme application","4750"
"2017 - 2018","Medium tariff","All","England","Female","Not main scheme application","11560"
"2018 - 2019","Lower tariff","All","England","Female","Not main scheme application","30510"
"2018 - 2019","Higher tariff","All","England","Female","Not main scheme application","5030"
"2018 - 2019","Medium tariff","All","England","Female","Not main scheme application","11835"
"2019 - 2020","Lower tariff","All","England","Female","Not main scheme application","34085"
"2019 - 2020","Higher tariff","All","England","Female","Not main scheme application","5880"
"2019 - 2020","Medium tariff","All","England","Female","Not main scheme application","12490"
"2020 - 2021","Lower tariff","All","England","Female","Not main scheme application","34275"
"2020 - 2021","Higher tariff","All","England","Female","Not main scheme application","8310"
"2020 - 2021","Medium tariff","All","England","Female","Not main scheme application","13145"
"2021 - 2022","Lower tariff","All","England","Female","Not main scheme application","33030"
"2021 - 2022","Higher tariff","All","England","Female","Not main scheme application","4470"
"2021 - 2022","Medium tariff","All","England","Female","Not main scheme application","11560"
"2022 - 2023","Lower tariff","All","England","Female","Not main scheme application","36405"
"2022 - 2023","Higher tariff","All","England","Female","Not main scheme application","4170"
"2022 - 2023","Medium tariff","All","England","Female","Not main scheme application","15035"
"2023 - 2024","Lower tariff","All","England","Female","Not main scheme application","31255"
"2023 - 2024","Higher tariff","All","England","Female","Not main scheme application","5030"
"2023 - 2024","Medium tariff","All","England","Female","Not main scheme application","16530"
"2006 - 2007","Lower tariff","All","Scotland","Female","Not main scheme application","100"
"2006 - 2007","Higher tariff","All","Scotland","Female","Not main scheme application","565"
"2006 - 2007","Medium tariff","All","Scotland","Female","Not main scheme application","1160"
"2007 - 2008","Lower tariff","All","Scotland","Female","Not main scheme application","65"
"2007 - 2008","Higher tariff","All","Scotland","Female","Not main scheme application","600"
"2007 - 2008","Medium tariff","All","Scotland","Female","Not main scheme application","1265"
"2008 - 2009","Lower tariff","All","Scotland","Female","Not main scheme application","165"
"2008 - 2009","Higher tariff","All","Scotland","Female","Not main scheme application","630"
"2008 - 2009","Medium tariff","All","Scotland","Female","Not main scheme application","2155"
"2009 - 2010","Lower tariff","All","Scotland","Female","Not main scheme application","105"
"2009 - 2010","Higher tariff","All","Scotland","Female","Not main scheme application","615"
"2009 - 2010","Medium tariff","All","Scotland","Female","Not main scheme application","2225"
"2010 - 2011","Lower tariff","All","Scotland","Female","Not main scheme application","125"
"2010 - 2011","Higher tariff","All","Scotland","Female","Not main scheme application","300"
"2010 - 2011","Medium tariff","All","Scotland","Female","Not main scheme application","2265"
"2011 - 2012","Lower tariff","All","Scotland","Female","Not main scheme application","80"
"2011 - 2012","Higher tariff","All","Scotland","Female","Not main scheme application","320"
"2011 - 2012","Medium tariff","All","Scotland","Female","Not main scheme application","1730"
"2012 - 2013","Lower tariff","All","Scotland","Female","Not main scheme application","65"
"2012 - 2013","Higher tariff","All","Scotland","Female","Not main scheme application","285"
"2012 - 2013","Medium tariff","All","Scotland","Female","Not main scheme application","1805"
"2013 - 2014","Lower tariff","All","Scotland","Female","Not main scheme application","70"
"2013 - 2014","Higher tariff","All","Scotland","Female","Not main scheme application","385"
"2013 - 2014","Medium tariff","All","Scotland","Female","Not main scheme application","1865"
"2014 - 2015","Lower tariff","All","Scotland","Female","Not main scheme application","85"
"2014 - 2015","Higher tariff","All","Scotland","Female","Not main scheme application","340"
"2014 - 2015","Medium tariff","All","Scotland","Female","Not main scheme application","725"
"2015 - 2016","Lower tariff","All","Scotland","Female","Not main scheme application","90"
"2015 - 2016","Higher tariff","All","Scotland","Female","Not main scheme application","340"
"2015 - 2016","Medium tariff","All","Scotland","Female","Not main scheme application","1980"
"2016 - 2017","Lower tariff","All","Scotland","Female","Not main scheme application","90"
"2016 - 2017","Higher tariff","All","Scotland","Female","Not main scheme application","305"
"2016 - 2017","Medium tariff","All","Scotland","Female","Not main scheme application","1965"
"2017 - 2018","Lower tariff","All","Scotland","Female","Not main scheme application","85"
"2017 - 2018","Higher tariff","All","Scotland","Female","Not main scheme application","375"
"2017 - 2018","Medium tariff","All","Scotland","Female","Not main scheme application","2005"
"2018 - 2019","Lower tariff","All","Scotland","Female","Not main scheme application","80"
"2018 - 2019","Higher tariff","All","Scotland","Female","Not main scheme application","330"
"2018 - 2019","Medium tariff","All","Scotland","Female","Not main scheme application","2085"
"2019 - 2020","Lower tariff","All","Scotland","Female","Not main scheme application","85"
"2019 - 2020","Higher tariff","All","Scotland","Female","Not main scheme application","445"
"2019 - 2020","Medium tariff","All","Scotland","Female","Not main scheme application","1900"
"2020 - 2021","Lower tariff","All","Scotland","Female","Not main scheme application","65"
"2020 - 2021","Higher tariff","All","Scotland","Female","Not main scheme application","560"
"2020 - 2021","Medium tariff","All","Scotland","Female","Not main scheme application","2425"
"2021 - 2022","Lower tariff","All","Scotland","Female","Not main scheme application","75"
"2021 - 2022","Higher tariff","All","Scotland","Female","Not main scheme application","370"
"2021 - 2022","Medium tariff","All","Scotland","Female","Not main scheme application","1650"
"2022 - 2023","Lower tariff","All","Scotland","Female","Not main scheme application","90"
"2022 - 2023","Higher tariff","All","Scotland","Female","Not main scheme application","485"
"2022 - 2023","Medium tariff","All","Scotland","Female","Not main scheme application","1975"
"2023 - 2024","Lower tariff","All","Scotland","Female","Not main scheme application","65"
"2023 - 2024","Higher tariff","All","Scotland","Female","Not main scheme application","495"
"2023 - 2024","Medium tariff","All","Scotland","Female","Not main scheme application","2260"
"2006 - 2007","Lower tariff","All","Wales","Female","Not main scheme application","1045"
"2006 - 2007","Higher tariff","All","Wales","Female","Not main scheme application","135"
"2006 - 2007","Medium tariff","All","Wales","Female","Not main scheme application","390"
"2007 - 2008","Lower tariff","All","Wales","Female","Not main scheme application","1015"
"2007 - 2008","Higher tariff","All","Wales","Female","Not main scheme application","130"
"2007 - 2008","Medium tariff","All","Wales","Female","Not main scheme application","375"
"2008 - 2009","Lower tariff","All","Wales","Female","Not main scheme application","1190"
"2008 - 2009","Higher tariff","All","Wales","Female","Not main scheme application","150"
"2008 - 2009","Medium tariff","All","Wales","Female","Not main scheme application","410"
"2009 - 2010","Lower tariff","All","Wales","Female","Not main scheme application","1255"
"2009 - 2010","Higher tariff","All","Wales","Female","Not main scheme application","95"
"2009 - 2010","Medium tariff","All","Wales","Female","Not main scheme application","380"
"2010 - 2011","Lower tariff","All","Wales","Female","Not main scheme application","1110"
"2010 - 2011","Higher tariff","All","Wales","Female","Not main scheme application","105"
"2010 - 2011","Medium tariff","All","Wales","Female","Not main scheme application","285"
"2011 - 2012","Lower tariff","All","Wales","Female","Not main scheme application","1055"
"2011 - 2012","Higher tariff","All","Wales","Female","Not main scheme application","115"
"2011 - 2012","Medium tariff","All","Wales","Female","Not main scheme application","320"
"2012 - 2013","Lower tariff","All","Wales","Female","Not main scheme application","1245"
"2012 - 2013","Higher tariff","All","Wales","Female","Not main scheme application","205"
"2012 - 2013","Medium tariff","All","Wales","Female","Not main scheme application","445"
"2013 - 2014","Lower tariff","All","Wales","Female","Not main scheme application","1340"
"2013 - 2014","Higher tariff","All","Wales","Female","Not main scheme application","180"
"2013 - 2014","Medium tariff","All","Wales","Female","Not main scheme application","415"
"2014 - 2015","Lower tariff","All","Wales","Female","Not main scheme application","1200"
"2014 - 2015","Higher tariff","All","Wales","Female","Not main scheme application","190"
"2014 - 2015","Medium tariff","All","Wales","Female","Not main scheme application","440"
"2015 - 2016","Lower tariff","All","Wales","Female","Not main scheme application","1210"
"2015 - 2016","Higher tariff","All","Wales","Female","Not main scheme application","220"
"2015 - 2016","Medium tariff","All","Wales","Female","Not main scheme application","465"
"2016 - 2017","Lower tariff","All","Wales","Female","Not main scheme application","1240"
"2016 - 2017","Higher tariff","All","Wales","Female","Not main scheme application","210"
"2016 - 2017","Medium tariff","All","Wales","Female","Not main scheme application","495"
"2017 - 2018","Lower tariff","All","Wales","Female","Not main scheme application","1580"
"2017 - 2018","Higher tariff","All","Wales","Female","Not main scheme application","230"
"2017 - 2018","Medium tariff","All","Wales","Female","Not main scheme application","530"
"2018 - 2019","Lower tariff","All","Wales","Female","Not main scheme application","1385"
"2018 - 2019","Higher tariff","All","Wales","Female","Not main scheme application","240"
"2018 - 2019","Medium tariff","All","Wales","Female","Not main scheme application","470"
"2019 - 2020","Lower tariff","All","Wales","Female","Not main scheme application","1440"
"2019 - 2020","Higher tariff","All","Wales","Female","Not main scheme application","265"
"2019 - 2020","Medium tariff","All","Wales","Female","Not main scheme application","510"
"2020 - 2021","Lower tariff","All","Wales","Female","Not main scheme application","1210"
"2020 - 2021","Higher tariff","All","Wales","Female","Not main scheme application","385"
"2020 - 2021","Medium tariff","All","Wales","Female","Not main scheme application","540"
"2021 - 2022","Lower tariff","All","Wales","Female","Not main scheme application","1160"
"2021 - 2022","Higher tariff","All","Wales","Female","Not main scheme application","255"
"2021 - 2022","Medium tariff","All","Wales","Female","Not main scheme application","520"
"2022 - 2023","Lower tariff","All","Wales","Female","Not main scheme application","1305"
"2022 - 2023","Higher tariff","All","Wales","Female","Not main scheme application","205"
"2022 - 2023","Medium tariff","All","Wales","Female","Not main scheme application","655"
"2023 - 2024","Lower tariff","All","Wales","Female","Not main scheme application","1115"
"2023 - 2024","Higher tariff","All","Wales","Female","Not main scheme application","225"
"2023 - 2024","Medium tariff","All","Wales","Female","Not main scheme application","655"
"2006 - 2007","Lower tariff","All","Not EU","Female","Not main scheme application","865"
"2006 - 2007","Higher tariff","All","Not EU","Female","Not main scheme application","795"
"2006 - 2007","Medium tariff","All","Not EU","Female","Not main scheme application","1115"
"2007 - 2008","Lower tariff","All","Not EU","Female","Not main scheme application","850"
"2007 - 2008","Higher tariff","All","Not EU","Female","Not main scheme application","890"
"2007 - 2008","Medium tariff","All","Not EU","Female","Not main scheme application","1240"
"2008 - 2009","Lower tariff","All","Not EU","Female","Not main scheme application","925"
"2008 - 2009","Higher tariff","All","Not EU","Female","Not main scheme application","1105"
"2008 - 2009","Medium tariff","All","Not EU","Female","Not main scheme application","1430"
"2009 - 2010","Lower tariff","All","Not EU","Female","Not main scheme application","1560"
"2009 - 2010","Higher tariff","All","Not EU","Female","Not main scheme application","1170"
"2009 - 2010","Medium tariff","All","Not EU","Female","Not main scheme application","1860"
"2010 - 2011","Lower tariff","All","Not EU","Female","Not main scheme application","1300"
"2010 - 2011","Higher tariff","All","Not EU","Female","Not main scheme application","1220"
"2010 - 2011","Medium tariff","All","Not EU","Female","Not main scheme application","3345"
"2011 - 2012","Lower tariff","All","Not EU","Female","Not main scheme application","840"
"2011 - 2012","Higher tariff","All","Not EU","Female","Not main scheme application","1320"
"2011 - 2012","Medium tariff","All","Not EU","Female","Not main scheme application","2180"
"2012 - 2013","Lower tariff","All","Not EU","Female","Not main scheme application","770"
"2012 - 2013","Higher tariff","All","Not EU","Female","Not main scheme application","1375"
"2012 - 2013","Medium tariff","All","Not EU","Female","Not main scheme application","1755"
"2013 - 2014","Lower tariff","All","Not EU","Female","Not main scheme application","725"
"2013 - 2014","Higher tariff","All","Not EU","Female","Not main scheme application","1505"
"2013 - 2014","Medium tariff","All","Not EU","Female","Not main scheme application","1585"
"2014 - 2015","Lower tariff","All","Not EU","Female","Not main scheme application","1020"
"2014 - 2015","Higher tariff","All","Not EU","Female","Not main scheme application","1415"
"2014 - 2015","Medium tariff","All","Not EU","Female","Not main scheme application","1535"
"2015 - 2016","Lower tariff","All","Not EU","Female","Not main scheme application","885"
"2015 - 2016","Higher tariff","All","Not EU","Female","Not main scheme application","1465"
"2015 - 2016","Medium tariff","All","Not EU","Female","Not main scheme application","1455"
"2016 - 2017","Lower tariff","All","Not EU","Female","Not main scheme application","820"
"2016 - 2017","Higher tariff","All","Not EU","Female","Not main scheme application","1660"
"2016 - 2017","Medium tariff","All","Not EU","Female","Not main scheme application","1345"
"2017 - 2018","Lower tariff","All","Not EU","Female","Not main scheme application","940"
"2017 - 2018","Higher tariff","All","Not EU","Female","Not main scheme application","1620"
"2017 - 2018","Medium tariff","All","Not EU","Female","Not main scheme application","1600"
"2018 - 2019","Lower tariff","All","Not EU","Female","Not main scheme application","755"
"2018 - 2019","Higher tariff","All","Not EU","Female","Not main scheme application","1960"
"2018 - 2019","Medium tariff","All","Not EU","Female","Not main scheme application","1650"
"2019 - 2020","Lower tariff","All","Not EU","Female","Not main scheme application","965"
"2019 - 2020","Higher tariff","All","Not EU","Female","Not main scheme application","2155"
"2019 - 2020","Medium tariff","All","Not EU","Female","Not main scheme application","1560"
"2020 - 2021","Lower tariff","All","Not EU","Female","Not main scheme application","1630"
"2020 - 2021","Higher tariff","All","Not EU","Female","Not main scheme application","2435"
"2020 - 2021","Medium tariff","All","Not EU","Female","Not main scheme application","1540"
"2021 - 2022","Lower tariff","All","Not EU","Female","Not main scheme application","1735"
"2021 - 2022","Higher tariff","All","Not EU","Female","Not main scheme application","1725"
"2021 - 2022","Medium tariff","All","Not EU","Female","Not main scheme application","1640"
"2022 - 2023","Lower tariff","All","Not EU","Female","Not main scheme application","3495"
"2022 - 2023","Higher tariff","All","Not EU","Female","Not main scheme application","1790"
"2022 - 2023","Medium tariff","All","Not EU","Female","Not main scheme application","1935"
"2023 - 2024","Lower tariff","All","Not EU","Female","Not main scheme application","3105"
"2023 - 2024","Higher tariff","All","Not EU","Female","Not main scheme application","1665"
"2023 - 2024","Medium tariff","All","Not EU","Female","Not main scheme application","1835"
"2006 - 2007","Lower tariff","All","EU (excluding UK)","Female","Not main scheme application","580"
"2006 - 2007","Higher tariff","All","EU (excluding UK)","Female","Not main scheme application","190"
"2006 - 2007","Medium tariff","All","EU (excluding UK)","Female","Not main scheme application","625"
"2007 - 2008","Lower tariff","All","EU (excluding UK)","Female","Not main scheme application","700"
"2007 - 2008","Higher tariff","All","EU (excluding UK)","Female","Not main scheme application","205"
"2007 - 2008","Medium tariff","All","EU (excluding UK)","Female","Not main scheme application","570"
"2008 - 2009","Lower tariff","All","EU (excluding UK)","Female","Not main scheme application","805"
"2008 - 2009","Higher tariff","All","EU (excluding UK)","Female","Not main scheme application","200"
"2008 - 2009","Medium tariff","All","EU (excluding UK)","Female","Not main scheme application","705"
"2009 - 2010","Lower tariff","All","EU (excluding UK)","Female","Not main scheme application","905"
"2009 - 2010","Higher tariff","All","EU (excluding UK)","Female","Not main scheme application","190"
"2009 - 2010","Medium tariff","All","EU (excluding UK)","Female","Not main scheme application","680"
"2010 - 2011","Lower tariff","All","EU (excluding UK)","Female","Not main scheme application","930"
"2010 - 2011","Higher tariff","All","EU (excluding UK)","Female","Not main scheme application","160"
"2010 - 2011","Medium tariff","All","EU (excluding UK)","Female","Not main scheme application","685"
"2011 - 2012","Lower tariff","All","EU (excluding UK)","Female","Not main scheme application","755"
"2011 - 2012","Higher tariff","All","EU (excluding UK)","Female","Not main scheme application","120"
"2011 - 2012","Medium tariff","All","EU (excluding UK)","Female","Not main scheme application","590"
"2012 - 2013","Lower tariff","All","EU (excluding UK)","Female","Not main scheme application","675"
"2012 - 2013","Higher tariff","All","EU (excluding UK)","Female","Not main scheme application","205"
"2012 - 2013","Medium tariff","All","EU (excluding UK)","Female","Not main scheme application","745"
"2013 - 2014","Lower tariff","All","EU (excluding UK)","Female","Not main scheme application","695"
"2013 - 2014","Higher tariff","All","EU (excluding UK)","Female","Not main scheme application","185"
"2013 - 2014","Medium tariff","All","EU (excluding UK)","Female","Not main scheme application","615"
"2014 - 2015","Lower tariff","All","EU (excluding UK)","Female","Not main scheme application","780"
"2014 - 2015","Higher tariff","All","EU (excluding UK)","Female","Not main scheme application","260"
"2014 - 2015","Medium tariff","All","EU (excluding UK)","Female","Not main scheme application","580"
"2015 - 2016","Lower tariff","All","EU (excluding UK)","Female","Not main scheme application","895"
"2015 - 2016","Higher tariff","All","EU (excluding UK)","Female","Not main scheme application","245"
"2015 - 2016","Medium tariff","All","EU (excluding UK)","Female","Not main scheme application","670"
"2016 - 2017","Lower tariff","All","EU (excluding UK)","Female","Not main scheme application","870"
"2016 - 2017","Higher tariff","All","EU (excluding UK)","Female","Not main scheme application","310"
"2016 - 2017","Medium tariff","All","EU (excluding UK)","Female","Not main scheme application","655"
"2017 - 2018","Lower tariff","All","EU (excluding UK)","Female","Not main scheme application","880"
"2017 - 2018","Higher tariff","All","EU (excluding UK)","Female","Not main scheme application","275"
"2017 - 2018","Medium tariff","All","EU (excluding UK)","Female","Not main scheme application","720"
"2018 - 2019","Lower tariff","All","EU (excluding UK)","Female","Not main scheme application","1190"
"2018 - 2019","Higher tariff","All","EU (excluding UK)","Female","Not main scheme application","335"
"2018 - 2019","Medium tariff","All","EU (excluding UK)","Female","Not main scheme application","740"
"2019 - 2020","Lower tariff","All","EU (excluding UK)","Female","Not main scheme application","1085"
"2019 - 2020","Higher tariff","All","EU (excluding UK)","Female","Not main scheme application","405"
"2019 - 2020","Medium tariff","All","EU (excluding UK)","Female","Not main scheme application","735"
"2020 - 2021","Lower tariff","All","EU (excluding UK)","Female","Not main scheme application","1350"
"2020 - 2021","Higher tariff","All","EU (excluding UK)","Female","Not main scheme application","490"
"2020 - 2021","Medium tariff","All","EU (excluding UK)","Female","Not main scheme application","820"
"2021 - 2022","Lower tariff","All","EU (excluding UK)","Female","Not main scheme application","1525"
"2021 - 2022","Higher tariff","All","EU (excluding UK)","Female","Not main scheme application","130"
"2021 - 2022","Medium tariff","All","EU (excluding UK)","Female","Not main scheme application","320"
"2022 - 2023","Lower tariff","All","EU (excluding UK)","Female","Not main scheme application","420"
"2022 - 2023","Higher tariff","All","EU (excluding UK)","Female","Not main scheme application","115"
"2022 - 2023","Medium tariff","All","EU (excluding UK)","Female","Not main scheme application","300"
"2023 - 2024","Lower tariff","All","EU (excluding UK)","Female","Not main scheme application","310"
"2023 - 2024","Higher tariff","All","EU (excluding UK)","Female","Not main scheme application","140"
"2023 - 2024","Medium tariff","All","EU (excluding UK)","Female","Not main scheme application","305"
"2006 - 2007","Lower tariff","All","Northern Ireland","Male","Not main scheme application","350"
"2006 - 2007","Higher tariff","All","Northern Ireland","Male","Not main scheme application","65"
"2006 - 2007","Medium tariff","All","Northern Ireland","Male","Not main scheme application","210"
"2007 - 2008","Lower tariff","All","Northern Ireland","Male","Not main scheme application","370"
"2007 - 2008","Higher tariff","All","Northern Ireland","Male","Not main scheme application","55"
"2007 - 2008","Medium tariff","All","Northern Ireland","Male","Not main scheme application","150"
"2008 - 2009","Lower tariff","All","Northern Ireland","Male","Not main scheme application","405"
"2008 - 2009","Higher tariff","All","Northern Ireland","Male","Not main scheme application","40"
"2008 - 2009","Medium tariff","All","Northern Ireland","Male","Not main scheme application","190"
"2009 - 2010","Lower tariff","All","Northern Ireland","Male","Not main scheme application","385"
"2009 - 2010","Higher tariff","All","Northern Ireland","Male","Not main scheme application","50"
"2009 - 2010","Medium tariff","All","Northern Ireland","Male","Not main scheme application","140"
"2010 - 2011","Lower tariff","All","Northern Ireland","Male","Not main scheme application","340"
"2010 - 2011","Higher tariff","All","Northern Ireland","Male","Not main scheme application","20"
"2010 - 2011","Medium tariff","All","Northern Ireland","Male","Not main scheme application","170"
"2011 - 2012","Lower tariff","All","Northern Ireland","Male","Not main scheme application","345"
"2011 - 2012","Higher tariff","All","Northern Ireland","Male","Not main scheme application","20"
"2011 - 2012","Medium tariff","All","Northern Ireland","Male","Not main scheme application","135"
"2012 - 2013","Lower tariff","All","Northern Ireland","Male","Not main scheme application","370"
"2012 - 2013","Higher tariff","All","Northern Ireland","Male","Not main scheme application","55"
"2012 - 2013","Medium tariff","All","Northern Ireland","Male","Not main scheme application","185"
"2013 - 2014","Lower tariff","All","Northern Ireland","Male","Not main scheme application","395"
"2013 - 2014","Higher tariff","All","Northern Ireland","Male","Not main scheme application","55"
"2013 - 2014","Medium tariff","All","Northern Ireland","Male","Not main scheme application","130"
"2014 - 2015","Lower tariff","All","Northern Ireland","Male","Not main scheme application","420"
"2014 - 2015","Higher tariff","All","Northern Ireland","Male","Not main scheme application","60"
"2014 - 2015","Medium tariff","All","Northern Ireland","Male","Not main scheme application","150"
"2015 - 2016","Lower tariff","All","Northern Ireland","Male","Not main scheme application","340"
"2015 - 2016","Higher tariff","All","Northern Ireland","Male","Not main scheme application","80"
"2015 - 2016","Medium tariff","All","Northern Ireland","Male","Not main scheme application","155"
"2016 - 2017","Lower tariff","All","Northern Ireland","Male","Not main scheme application","295"
"2016 - 2017","Higher tariff","All","Northern Ireland","Male","Not main scheme application","70"
"2016 - 2017","Medium tariff","All","Northern Ireland","Male","Not main scheme application","175"
"2017 - 2018","Lower tariff","All","Northern Ireland","Male","Not main scheme application","440"
"2017 - 2018","Higher tariff","All","Northern Ireland","Male","Not main scheme application","70"
"2017 - 2018","Medium tariff","All","Northern Ireland","Male","Not main scheme application","170"
"2018 - 2019","Lower tariff","All","Northern Ireland","Male","Not main scheme application","365"
"2018 - 2019","Higher tariff","All","Northern Ireland","Male","Not main scheme application","75"
"2018 - 2019","Medium tariff","All","Northern Ireland","Male","Not main scheme application","190"
"2019 - 2020","Lower tariff","All","Northern Ireland","Male","Not main scheme application","380"
"2019 - 2020","Higher tariff","All","Northern Ireland","Male","Not main scheme application","55"
"2019 - 2020","Medium tariff","All","Northern Ireland","Male","Not main scheme application","180"
"2020 - 2021","Lower tariff","All","Northern Ireland","Male","Not main scheme application","440"
"2020 - 2021","Higher tariff","All","Northern Ireland","Male","Not main scheme application","65"
"2020 - 2021","Medium tariff","All","Northern Ireland","Male","Not main scheme application","200"
"2021 - 2022","Lower tariff","All","Northern Ireland","Male","Not main scheme application","375"
"2021 - 2022","Higher tariff","All","Northern Ireland","Male","Not main scheme application","55"
"2021 - 2022","Medium tariff","All","Northern Ireland","Male","Not main scheme application","135"
"2022 - 2023","Lower tariff","All","Northern Ireland","Male","Not main scheme application","545"
"2022 - 2023","Higher tariff","All","Northern Ireland","Male","Not main scheme application","50"
"2022 - 2023","Medium tariff","All","Northern Ireland","Male","Not main scheme application","125"
"2023 - 2024","Lower tariff","All","Northern Ireland","Male","Not main scheme application","415"
"2023 - 2024","Higher tariff","All","Northern Ireland","Male","Not main scheme application","40"
"2023 - 2024","Medium tariff","All","Northern Ireland","Male","Not main scheme application","175"
"2006 - 2007","Lower tariff","All","England","Male","Not main scheme application","14290"
"2006 - 2007","Higher tariff","All","England","Male","Not main scheme application","2430"
"2006 - 2007","Medium tariff","All","England","Male","Not main scheme application","6240"
"2007 - 2008","Lower tariff","All","England","Male","Not main scheme application","15155"
"2007 - 2008","Higher tariff","All","England","Male","Not main scheme application","2595"
"2007 - 2008","Medium tariff","All","England","Male","Not main scheme application","6855"
"2008 - 2009","Lower tariff","All","England","Male","Not main scheme application","17855"
"2008 - 2009","Higher tariff","All","England","Male","Not main scheme application","2520"
"2008 - 2009","Medium tariff","All","England","Male","Not main scheme application","7380"
"2009 - 2010","Lower tariff","All","England","Male","Not main scheme application","19070"
"2009 - 2010","Higher tariff","All","England","Male","Not main scheme application","2150"
"2009 - 2010","Medium tariff","All","England","Male","Not main scheme application","6360"
"2010 - 2011","Lower tariff","All","England","Male","Not main scheme application","17655"
"2010 - 2011","Higher tariff","All","England","Male","Not main scheme application","1850"
"2010 - 2011","Medium tariff","All","England","Male","Not main scheme application","5250"
"2011 - 2012","Lower tariff","All","England","Male","Not main scheme application","19370"
"2011 - 2012","Higher tariff","All","England","Male","Not main scheme application","1355"
"2011 - 2012","Medium tariff","All","England","Male","Not main scheme application","5760"
"2012 - 2013","Lower tariff","All","England","Male","Not main scheme application","18455"
"2012 - 2013","Higher tariff","All","England","Male","Not main scheme application","2560"
"2012 - 2013","Medium tariff","All","England","Male","Not main scheme application","7415"
"2013 - 2014","Lower tariff","All","England","Male","Not main scheme application","20030"
"2013 - 2014","Higher tariff","All","England","Male","Not main scheme application","2975"
"2013 - 2014","Medium tariff","All","England","Male","Not main scheme application","7220"
"2014 - 2015","Lower tariff","All","England","Male","Not main scheme application","21135"
"2014 - 2015","Higher tariff","All","England","Male","Not main scheme application","3410"
"2014 - 2015","Medium tariff","All","England","Male","Not main scheme application","8045"
"2015 - 2016","Lower tariff","All","England","Male","Not main scheme application","21285"
"2015 - 2016","Higher tariff","All","England","Male","Not main scheme application","3790"
"2015 - 2016","Medium tariff","All","England","Male","Not main scheme application","8780"
"2016 - 2017","Lower tariff","All","England","Male","Not main scheme application","19865"
"2016 - 2017","Higher tariff","All","England","Male","Not main scheme application","4170"
"2016 - 2017","Medium tariff","All","England","Male","Not main scheme application","9835"
"2017 - 2018","Lower tariff","All","England","Male","Not main scheme application","20135"
"2017 - 2018","Higher tariff","All","England","Male","Not main scheme application","4230"
"2017 - 2018","Medium tariff","All","England","Male","Not main scheme application","10555"
"2018 - 2019","Lower tariff","All","England","Male","Not main scheme application","23020"
"2018 - 2019","Higher tariff","All","England","Male","Not main scheme application","4585"
"2018 - 2019","Medium tariff","All","England","Male","Not main scheme application","10660"
"2019 - 2020","Lower tariff","All","England","Male","Not main scheme application","24815"
"2019 - 2020","Higher tariff","All","England","Male","Not main scheme application","5135"
"2019 - 2020","Medium tariff","All","England","Male","Not main scheme application","11570"
"2020 - 2021","Lower tariff","All","England","Male","Not main scheme application","26035"
"2020 - 2021","Higher tariff","All","England","Male","Not main scheme application","7320"
"2020 - 2021","Medium tariff","All","England","Male","Not main scheme application","12665"
"2021 - 2022","Lower tariff","All","England","Male","Not main scheme application","26865"
"2021 - 2022","Higher tariff","All","England","Male","Not main scheme application","4005"
"2021 - 2022","Medium tariff","All","England","Male","Not main scheme application","11450"
"2022 - 2023","Lower tariff","All","England","Male","Not main scheme application","29065"
"2022 - 2023","Higher tariff","All","England","Male","Not main scheme application","3445"
"2022 - 2023","Medium tariff","All","England","Male","Not main scheme application","15095"
"2023 - 2024","Lower tariff","All","England","Male","Not main scheme application","25260"
"2023 - 2024","Higher tariff","All","England","Male","Not main scheme application","4345"
"2023 - 2024","Medium tariff","All","England","Male","Not main scheme application","15520"
"2006 - 2007","Lower tariff","All","Scotland","Male","Not main scheme application","60"
"2006 - 2007","Higher tariff","All","Scotland","Male","Not main scheme application","565"
"2006 - 2007","Medium tariff","All","Scotland","Male","Not main scheme application","1125"
"2007 - 2008","Lower tariff","All","Scotland","Male","Not main scheme application","65"
"2007 - 2008","Higher tariff","All","Scotland","Male","Not main scheme application","635"
"2007 - 2008","Medium tariff","All","Scotland","Male","Not main scheme application","1225"
"2008 - 2009","Lower tariff","All","Scotland","Male","Not main scheme application","75"
"2008 - 2009","Higher tariff","All","Scotland","Male","Not main scheme application","570"
"2008 - 2009","Medium tariff","All","Scotland","Male","Not main scheme application","1950"
"2009 - 2010","Lower tariff","All","Scotland","Male","Not main scheme application","70"
"2009 - 2010","Higher tariff","All","Scotland","Male","Not main scheme application","540"
"2009 - 2010","Medium tariff","All","Scotland","Male","Not main scheme application","2205"
"2010 - 2011","Lower tariff","All","Scotland","Male","Not main scheme application","90"
