"Entry year","Tariff group of provider","Age group","Domicile","Gender","Main scheme application","Accepted applicants"
"2010 - 2011","Higher tariff","All","Scotland","Male","Not main scheme application","200"
"2010 - 2011","Medium tariff","All","Scotland","Male","Not main scheme application","2030"
"2011 - 2012","Lower tariff","All","Scotland","Male","Not main scheme application","85"
"2011 - 2012","Higher tariff","All","Scotland","Male","Not main scheme application","255"
"2011 - 2012","Medium tariff","All","Scotland","Male","Not main scheme application","1500"
"2012 - 2013","Lower tariff","All","Scotland","Male","Not main scheme application","55"
"2012 - 2013","Higher tariff","All","Scotland","Male","Not main scheme application","300"
"2012 - 2013","Medium tariff","All","Scotland","Male","Not main scheme application","1545"
"2013 - 2014","Lower tariff","All","Scotland","Male","Not main scheme application","75"
"2013 - 2014","Higher tariff","All","Scotland","Male","Not main scheme application","360"
"2013 - 2014","Medium tariff","All","Scotland","Male","Not main scheme application","1410"
"2014 - 2015","Lower tariff","All","Scotland","Male","Not main scheme application","70"
"2014 - 2015","Higher tariff","All","Scotland","Male","Not main scheme application","315"
"2014 - 2015","Medium tariff","All","Scotland","Male","Not main scheme application","570"
"2015 - 2016","Lower tariff","All","Scotland","Male","Not main scheme application","65"
"2015 - 2016","Higher tariff","All","Scotland","Male","Not main scheme application","275"
"2015 - 2016","Medium tariff","All","Scotland","Male","Not main scheme application","1540"
"2016 - 2017","Lower tariff","All","Scotland","Male","Not main scheme application","90"
"2016 - 2017","Higher tariff","All","Scotland","Male","Not main scheme application","250"
"2016 - 2017","Medium tariff","All","Scotland","Male","Not main scheme application","1600"
"2017 - 2018","Lower tariff","All","Scotland","Male","Not main scheme application","60"
"2017 - 2018","Higher tariff","All","Scotland","Male","Not main scheme application","260"
"2017 - 2018","Medium tariff","All","Scotland","Male","Not main scheme application","1545"
"2018 - 2019","Lower tariff","All","Scotland","Male","Not main scheme application","65"
"2018 - 2019","Higher tariff","All","Scotland","Male","Not main scheme application","255"
"2018 - 2019","Medium tariff","All","Scotland","Male","Not main scheme application","1410"
"2019 - 2020","Lower tariff","All","Scotland","Male","Not main scheme application","60"
"2019 - 2020","Higher tariff","All","Scotland","Male","Not main scheme application","295"
"2019 - 2020","Medium tariff","All","Scotland","Male","Not main scheme application","1350"
"2020 - 2021","Lower tariff","All","Scotland","Male","Not main scheme application","70"
"2020 - 2021","Higher tariff","All","Scotland","Male","Not main scheme application","435"
"2020 - 2021","Medium tariff","All","Scotland","Male","Not main scheme application","1710"
"2021 - 2022","Lower tariff","All","Scotland","Male","Not main scheme application","70"
"2021 - 2022","Higher tariff","All","Scotland","Male","Not main scheme application","265"
"2021 - 2022","Medium tariff","All","Scotland","Male","Not main scheme application","1190"
"2022 - 2023","Lower tariff","All","Scotland","Male","Not main scheme application","60"
"2022 - 2023","Higher tariff","All","Scotland","Male","Not main scheme application","305"
"2022 - 2023","Medium tariff","All","Scotland","Male","Not main scheme application","1395"
"2023 - 2024","Lower tariff","All","Scotland","Male","Not main scheme application","40"
"2023 - 2024","Higher tariff","All","Scotland","Male","Not main scheme application","390"
"2023 - 2024","Medium tariff","All","Scotland","Male","Not main scheme application","1640"
"2006 - 2007","Lower tariff","All","Wales","Male","Not main scheme application","945"
"2006 - 2007","Higher tariff","All","Wales","Male","Not main scheme application","115"
"2006 - 2007","Medium tariff","All","Wales","Male","Not main scheme application","275"
"2007 - 2008","Lower tariff","All","Wales","Male","Not main scheme application","870"
"2007 - 2008","Higher tariff","All","Wales","Male","Not main scheme application","115"
"2007 - 2008","Medium tariff","All","Wales","Male","Not main scheme application","295"
"2008 - 2009","Lower tariff","All","Wales","Male","Not main scheme application","1035"
"2008 - 2009","Higher tariff","All","Wales","Male","Not main scheme application","125"
"2008 - 2009","Medium tariff","All","Wales","Male","Not main scheme application","330"
"2009 - 2010","Lower tariff","All","Wales","Male","Not main scheme application","1160"
"2009 - 2010","Higher tariff","All","Wales","Male","Not main scheme application","100"
"2009 - 2010","Medium tariff","All","Wales","Male","Not main scheme application","335"
"2010 - 2011","Lower tariff","All","Wales","Male","Not main scheme application","960"
"2010 - 2011","Higher tariff","All","Wales","Male","Not main scheme application","90"
"2010 - 2011","Medium tariff","All","Wales","Male","Not main scheme application","250"
"2011 - 2012","Lower tariff","All","Wales","Male","Not main scheme application","885"
"2011 - 2012","Higher tariff","All","Wales","Male","Not main scheme application","100"
"2011 - 2012","Medium tariff","All","Wales","Male","Not main scheme application","240"
"2012 - 2013","Lower tariff","All","Wales","Male","Not main scheme application","1010"
"2012 - 2013","Higher tariff","All","Wales","Male","Not main scheme application","190"
"2012 - 2013","Medium tariff","All","Wales","Male","Not main scheme application","355"
"2013 - 2014","Lower tariff","All","Wales","Male","Not main scheme application","1060"
"2013 - 2014","Higher tariff","All","Wales","Male","Not main scheme application","125"
"2013 - 2014","Medium tariff","All","Wales","Male","Not main scheme application","335"
"2014 - 2015","Lower tariff","All","Wales","Male","Not main scheme application","910"
"2014 - 2015","Higher tariff","All","Wales","Male","Not main scheme application","140"
"2014 - 2015","Medium tariff","All","Wales","Male","Not main scheme application","350"
"2015 - 2016","Lower tariff","All","Wales","Male","Not main scheme application","875"
"2015 - 2016","Higher tariff","All","Wales","Male","Not main scheme application","175"
"2015 - 2016","Medium tariff","All","Wales","Male","Not main scheme application","360"
"2016 - 2017","Lower tariff","All","Wales","Male","Not main scheme application","890"
"2016 - 2017","Higher tariff","All","Wales","Male","Not main scheme application","150"
"2016 - 2017","Medium tariff","All","Wales","Male","Not main scheme application","365"
"2017 - 2018","Lower tariff","All","Wales","Male","Not main scheme application","900"
"2017 - 2018","Higher tariff","All","Wales","Male","Not main scheme application","185"
"2017 - 2018","Medium tariff","All","Wales","Male","Not main scheme application","405"
"2018 - 2019","Lower tariff","All","Wales","Male","Not main scheme application","860"
"2018 - 2019","Higher tariff","All","Wales","Male","Not main scheme application","185"
"2018 - 2019","Medium tariff","All","Wales","Male","Not main scheme application","365"
"2019 - 2020","Lower tariff","All","Wales","Male","Not main scheme application","860"
"2019 - 2020","Higher tariff","All","Wales","Male","Not main scheme application","200"
"2019 - 2020","Medium tariff","All","Wales","Male","Not main scheme application","400"
"2020 - 2021","Lower tariff","All","Wales","Male","Not main scheme application","780"
"2020 - 2021","Higher tariff","All","Wales","Male","Not main scheme application","290"
"2020 - 2021","Medium tariff","All","Wales","Male","Not main scheme application","370"
"2021 - 2022","Lower tariff","All","Wales","Male","Not main scheme application","670"
"2021 - 2022","Higher tariff","All","Wales","Male","Not main scheme application","160"
"2021 - 2022","Medium tariff","All","Wales","Male","Not main scheme application","355"
"2022 - 2023","Lower tariff","All","Wales","Male","Not main scheme application","820"
"2022 - 2023","Higher tariff","All","Wales","Male","Not main scheme application","170"
"2022 - 2023","Medium tariff","All","Wales","Male","Not main scheme application","430"
"2023 - 2024","Lower tariff","All","Wales","Male","Not main scheme application","750"
"2023 - 2024","Higher tariff","All","Wales","Male","Not main scheme application","175"
"2023 - 2024","Medium tariff","All","Wales","Male","Not main scheme application","465"
"2006 - 2007","Lower tariff","All","Not EU","Male","Not main scheme application","1575"
"2006 - 2007","Higher tariff","All","Not EU","Male","Not main scheme application","970"
"2006 - 2007","Medium tariff","All","Not EU","Male","Not main scheme application","1470"
"2007 - 2008","Lower tariff","All","Not EU","Male","Not main scheme application","1720"
"2007 - 2008","Higher tariff","All","Not EU","Male","Not main scheme application","1070"
"2007 - 2008","Medium tariff","All","Not EU","Male","Not main scheme application","1705"
"2008 - 2009","Lower tariff","All","Not EU","Male","Not main scheme application","1620"
"2008 - 2009","Higher tariff","All","Not EU","Male","Not main scheme application","1375"
"2008 - 2009","Medium tariff","All","Not EU","Male","Not main scheme application","2000"
"2009 - 2010","Lower tariff","All","Not EU","Male","Not main scheme application","2370"
"2009 - 2010","Higher tariff","All","Not EU","Male","Not main scheme application","1400"
"2009 - 2010","Medium tariff","All","Not EU","Male","Not main scheme application","2175"
"2010 - 2011","Lower tariff","All","Not EU","Male","Not main scheme application","2355"
"2010 - 2011","Higher tariff","All","Not EU","Male","Not main scheme application","1350"
"2010 - 2011","Medium tariff","All","Not EU","Male","Not main scheme application","3365"
"2011 - 2012","Lower tariff","All","Not EU","Male","Not main scheme application","1285"
"2011 - 2012","Higher tariff","All","Not EU","Male","Not main scheme application","1350"
"2011 - 2012","Medium tariff","All","Not EU","Male","Not main scheme application","2075"
"2012 - 2013","Lower tariff","All","Not EU","Male","Not main scheme application","1215"
"2012 - 2013","Higher tariff","All","Not EU","Male","Not main scheme application","1370"
"2012 - 2013","Medium tariff","All","Not EU","Male","Not main scheme application","1800"
