"Entry year","Provider country","Age group","Domicile","Gender","Main scheme application","Accepted applicants"
"2019 - 2020","All","35 and over","All","Female","Not main scheme application","8005"
"2020 - 2021","All","35 and over","All","Female","Not main scheme application","8595"
"2021 - 2022","All","35 and over","All","Female","Not main scheme application","9080"
"2022 - 2023","All","35 and over","All","Female","Not main scheme application","10135"
"2023 - 2024","All","35 and over","All","Female","Not main scheme application","7795"
"2006 - 2007","All","17 and under","All","Male","Not main scheme application","405"
"2007 - 2008","All","17 and under","All","Male","Not main scheme application","460"
"2008 - 2009","All","17 and under","All","Male","Not main scheme application","565"
"2009 - 2010","All","17 and under","All","Male","Not main scheme application","500"
"2010 - 2011","All","17 and under","All","Male","Not main scheme application","405"
"2011 - 2012","All","17 and under","All","Male","Not main scheme application","345"
"2012 - 2013","All","17 and under","All","Male","Not main scheme application","430"
"2013 - 2014","All","17 and under","All","Male","Not main scheme application","470"
"2014 - 2015","All","17 and under","All","Male","Not main scheme application","390"
"2015 - 2016","All","17 and under","All","Male","Not main scheme application","450"
"2016 - 2017","All","17 and under","All","Male","Not main scheme application","415"
"2017 - 2018","All","17 and under","All","Male","Not main scheme application","485"
"2018 - 2019","All","17 and under","All","Male","Not main scheme application","530"
"2019 - 2020","All","17 and under","All","Male","Not main scheme application","550"
"2020 - 2021","All","17 and under","All","Male","Not main scheme application","665"
"2021 - 2022","All","17 and under","All","Male","Not main scheme application","525"
"2022 - 2023","All","17 and under","All","Male","Not main scheme application","655"
"2023 - 2024","All","17 and under","All","Male","Not main scheme application","675"
"2006 - 2007","All","18","All","Male","Not main scheme application","9240"
"2007 - 2008","All","18","All","Male","Not main scheme application","10005"
"2008 - 2009","All","18","All","Male","Not main scheme application","11105"
"2009 - 2010","All","18","All","Male","Not main scheme application","12125"
"2010 - 2011","All","18","All","Male","Not main scheme application","12330"
"2011 - 2012","All","18","All","Male","Not main scheme application","13620"
"2012 - 2013","All","18","All","Male","Not main scheme application","13560"
"2013 - 2014","All","18","All","Male","Not main scheme application","13190"
"2014 - 2015","All","18","All","Male","Not main scheme application","14380"
"2015 - 2016","All","18","All","Male","Not main scheme application","15080"
"2016 - 2017","All","18","All","Male","Not main scheme application","15685"
"2017 - 2018","All","18","All","Male","Not main scheme application","16730"
"2018 - 2019","All","18","All","Male","Not main scheme application","16970"
"2019 - 2020","All","18","All","Male","Not main scheme application","19585"
"2020 - 2021","All","18","All","Male","Not main scheme application","22010"
"2021 - 2022","All","18","All","Male","Not main scheme application","17280"
"2022 - 2023","All","18","All","Male","Not main scheme application","19560"
"2023 - 2024","All","18","All","Male","Not main scheme application","21960"
"2006 - 2007","All","19","All","Male","Not main scheme application","5780"
"2007 - 2008","All","19","All","Male","Not main scheme application","6640"
"2008 - 2009","All","19","All","Male","Not main scheme application","7380"
"2009 - 2010","All","19","All","Male","Not main scheme application","7770"
"2010 - 2011","All","19","All","Male","Not main scheme application","7340"
"2011 - 2012","All","19","All","Male","Not main scheme application","7500"
"2012 - 2013","All","19","All","Male","Not main scheme application","7955"
"2013 - 2014","All","19","All","Male","Not main scheme application","8645"
"2014 - 2015","All","19","All","Male","Not main scheme application","8880"
"2015 - 2016","All","19","All","Male","Not main scheme application","9510"
"2016 - 2017","All","19","All","Male","Not main scheme application","9425"
"2017 - 2018","All","19","All","Male","Not main scheme application","9240"
"2018 - 2019","All","19","All","Male","Not main scheme application","9410"
"2019 - 2020","All","19","All","Male","Not main scheme application","9805"
"2020 - 2021","All","19","All","Male","Not main scheme application","10085"
"2021 - 2022","All","19","All","Male","Not main scheme application","7930"
"2022 - 2023","All","19","All","Male","Not main scheme application","8660"
"2023 - 2024","All","19","All","Male","Not main scheme application","9665"
"2006 - 2007","All","20","All","Male","Not main scheme application","3820"
"2007 - 2008","All","20","All","Male","Not main scheme application","4110"
"2008 - 2009","All","20","All","Male","Not main scheme application","4765"
"2009 - 2010","All","20","All","Male","Not main scheme application","4760"
"2010 - 2011","All","20","All","Male","Not main scheme application","4485"
"2011 - 2012","All","20","All","Male","Not main scheme application","3810"
"2012 - 2013","All","20","All","Male","Not main scheme application","4390"
"2013 - 2014","All","20","All","Male","Not main scheme application","4570"
"2014 - 2015","All","20","All","Male","Not main scheme application","4750"
"2015 - 2016","All","20","All","Male","Not main scheme application","4830"
"2016 - 2017","All","20","All","Male","Not main scheme application","4860"
"2017 - 2018","All","20","All","Male","Not main scheme application","4890"
"2018 - 2019","All","20","All","Male","Not main scheme application","5305"
"2019 - 2020","All","20","All","Male","Not main scheme application","5475"
"2020 - 2021","All","20","All","Male","Not main scheme application","5560"
"2021 - 2022","All","20","All","Male","Not main scheme application","4895"
"2022 - 2023","All","20","All","Male","Not main scheme application","5280"
"2023 - 2024","All","20","All","Male","Not main scheme application","5705"
"2006 - 2007","All","21 - 24","All","Male","Not main scheme application","7280"
"2007 - 2008","All","21 - 24","All","Male","Not main scheme application","7385"
"2008 - 2009","All","21 - 24","All","Male","Not main scheme application","8450"
"2009 - 2010","All","21 - 24","All","Male","Not main scheme application","8265"
"2010 - 2011","All","21 - 24","All","Male","Not main scheme application","7950"
"2011 - 2012","All","21 - 24","All","Male","Not main scheme application","6670"
"2012 - 2013","All","21 - 24","All","Male","Not main scheme application","6950"
"2013 - 2014","All","21 - 24","All","Male","Not main scheme application","7160"
"2014 - 2015","All","21 - 24","All","Male","Not main scheme application","7035"
"2015 - 2016","All","21 - 24","All","Male","Not main scheme application","7225"
"2016 - 2017","All","21 - 24","All","Male","Not main scheme application","6950"
"2017 - 2018","All","21 - 24","All","Male","Not main scheme application","6960"
"2018 - 2019","All","21 - 24","All","Male","Not main scheme application","7990"
"2019 - 2020","All","21 - 24","All","Male","Not main scheme application","8040"
"2020 - 2021","All","21 - 24","All","Male","Not main scheme application","8955"
"2021 - 2022","All","21 - 24","All","Male","Not main scheme application","8665"
"2022 - 2023","All","21 - 24","All","Male","Not main scheme application","9635"
"2023 - 2024","All","21 - 24","All","Male","Not main scheme application","9530"
"2006 - 2007","All","25 - 29","All","Male","Not main scheme application","2745"
"2007 - 2008","All","25 - 29","All","Male","Not main scheme application","2815"
"2008 - 2009","All","25 - 29","All","Male","Not main scheme application","3200"
"2009 - 2010","All","25 - 29","All","Male","Not main scheme application","3150"
"2010 - 2011","All","25 - 29","All","Male","Not main scheme application","2510"
"2011 - 2012","All","25 - 29","All","Male","Not main scheme application","1905"
"2012 - 2013","All","25 - 29","All","Male","Not main scheme application","2130"
"2013 - 2014","All","25 - 29","All","Male","Not main scheme application","2475"
"2014 - 2015","All","25 - 29","All","Male","Not main scheme application","2255"
"2015 - 2016","All","25 - 29","All","Male","Not main scheme application","2395"
"2016 - 2017","All","25 - 29","All","Male","Not main scheme application","2265"
"2017 - 2018","All","25 - 29","All","Male","Not main scheme application","2445"
"2018 - 2019","All","25 - 29","All","Male","Not main scheme application","2980"
"2019 - 2020","All","25 - 29","All","Male","Not main scheme application","2975"
"2020 - 2021","All","25 - 29","All","Male","Not main scheme application","4020"
"2021 - 2022","All","25 - 29","All","Male","Not main scheme application","4460"
"2022 - 2023","All","25 - 29","All","Male","Not main scheme application","5040"
"2023 - 2024","All","25 - 29","All","Male","Not main scheme application","3695"
"2006 - 2007","All","30 - 34","All","Male","Not main scheme application","1180"
"2007 - 2008","All","30 - 34","All","Male","Not main scheme application","1250"
"2008 - 2009","All","30 - 34","All","Male","Not main scheme application","1480"
"2009 - 2010","All","30 - 34","All","Male","Not main scheme application","1485"
"2010 - 2011","All","30 - 34","All","Male","Not main scheme application","1165"
"2011 - 2012","All","30 - 34","All","Male","Not main scheme application","990"
"2012 - 2013","All","30 - 34","All","Male","Not main scheme application","1185"
"2013 - 2014","All","30 - 34","All","Male","Not main scheme application","1270"
"2014 - 2015","All","30 - 34","All","Male","Not main scheme application","1220"
"2015 - 2016","All","30 - 34","All","Male","Not main scheme application","1260"
"2016 - 2017","All","30 - 34","All","Male","Not main scheme application","1205"
"2017 - 2018","All","30 - 34","All","Male","Not main scheme application","1335"
"2018 - 2019","All","30 - 34","All","Male","Not main scheme application","1705"
"2019 - 2020","All","30 - 34","All","Male","Not main scheme application","1715"
"2020 - 2021","All","30 - 34","All","Male","Not main scheme application","2810"
"2021 - 2022","All","30 - 34","All","Male","Not main scheme application","3485"
"2022 - 2023","All","30 - 34","All","Male","Not main scheme application","4265"
"2023 - 2024","All","30 - 34","All","Male","Not main scheme application","2455"
"2006 - 2007","All","35 and over","All","Male","Not main scheme application","1660"
"2007 - 2008","All","35 and over","All","Male","Not main scheme application","1815"
"2008 - 2009","All","35 and over","All","Male","Not main scheme application","2160"
"2009 - 2010","All","35 and over","All","Male","Not main scheme application","2210"
"2010 - 2011","All","35 and over","All","Male","Not main scheme application","1645"
"2011 - 2012","All","35 and over","All","Male","Not main scheme application","1300"
