"Entry year","Provider country","Age group","Domicile","Gender","Main scheme application","Accepted applicants"
"2010 - 2011","England","21 - 24","All","Male","Main scheme application","16385"
"2010 - 2011","Northern Ireland","21 - 24","All","Male","Main scheme application","415"
"2010 - 2011","Scotland","21 - 24","All","Male","Main scheme application","2100"
"2010 - 2011","Wales","21 - 24","All","Male","Main scheme application","965"
"2011 - 2012","England","21 - 24","All","Male","Main scheme application","17295"
"2011 - 2012","Northern Ireland","21 - 24","All","Male","Main scheme application","385"
"2011 - 2012","Scotland","21 - 24","All","Male","Main scheme application","2040"
"2011 - 2012","Wales","21 - 24","All","Male","Main scheme application","995"
"2012 - 2013","England","21 - 24","All","Male","Main scheme application","13895"
"2012 - 2013","Northern Ireland","21 - 24","All","Male","Main scheme application","425"
"2012 - 2013","Scotland","21 - 24","All","Male","Main scheme application","2085"
"2012 - 2013","Wales","21 - 24","All","Male","Main scheme application","900"
"2013 - 2014","England","21 - 24","All","Male","Main scheme application","14955"
"2013 - 2014","Northern Ireland","21 - 24","All","Male","Main scheme application","505"
"2013 - 2014","Scotland","21 - 24","All","Male","Main scheme application","2230"
"2013 - 2014","Wales","21 - 24","All","Male","Main scheme application","925"
"2014 - 2015","England","21 - 24","All","Male","Main scheme application","15195"
"2014 - 2015","Northern Ireland","21 - 24","All","Male","Main scheme application","500"
"2014 - 2015","Scotland","21 - 24","All","Male","Main scheme application","2180"
"2014 - 2015","Wales","21 - 24","All","Male","Main scheme application","930"
"2015 - 2016","England","21 - 24","All","Male","Main scheme application","15130"
"2015 - 2016","Northern Ireland","21 - 24","All","Male","Main scheme application","470"
"2015 - 2016","Scotland","21 - 24","All","Male","Main scheme application","2380"
"2015 - 2016","Wales","21 - 24","All","Male","Main scheme application","905"
"2016 - 2017","England","21 - 24","All","Male","Main scheme application","14520"
"2016 - 2017","Northern Ireland","21 - 24","All","Male","Main scheme application","485"
"2016 - 2017","Scotland","21 - 24","All","Male","Main scheme application","2580"
"2016 - 2017","Wales","21 - 24","All","Male","Main scheme application","870"
"2017 - 2018","England","21 - 24","All","Male","Main scheme application","13315"
"2017 - 2018","Northern Ireland","21 - 24","All","Male","Main scheme application","450"
"2017 - 2018","Scotland","21 - 24","All","Male","Main scheme application","2530"
"2017 - 2018","Wales","21 - 24","All","Male","Main scheme application","850"
"2018 - 2019","England","21 - 24","All","Male","Main scheme application","12790"
"2018 - 2019","Northern Ireland","21 - 24","All","Male","Main scheme application","440"
"2018 - 2019","Scotland","21 - 24","All","Male","Main scheme application","2440"
"2018 - 2019","Wales","21 - 24","All","Male","Main scheme application","695"
"2019 - 2020","England","21 - 24","All","Male","Main scheme application","12055"
"2019 - 2020","Northern Ireland","21 - 24","All","Male","Main scheme application","465"
"2019 - 2020","Scotland","21 - 24","All","Male","Main scheme application","2415"
"2019 - 2020","Wales","21 - 24","All","Male","Main scheme application","720"
"2020 - 2021","England","21 - 24","All","Male","Main scheme application","12420"
"2020 - 2021","Northern Ireland","21 - 24","All","Male","Main scheme application","440"
"2020 - 2021","Scotland","21 - 24","All","Male","Main scheme application","2405"
"2020 - 2021","Wales","21 - 24","All","Male","Main scheme application","730"
"2021 - 2022","England","21 - 24","All","Male","Main scheme application","11600"
"2021 - 2022","Northern Ireland","21 - 24","All","Male","Main scheme application","460"
"2021 - 2022","Scotland","21 - 24","All","Male","Main scheme application","2125"
"2021 - 2022","Wales","21 - 24","All","Male","Main scheme application","705"
"2022 - 2023","England","21 - 24","All","Male","Main scheme application","10880"
"2022 - 2023","Northern Ireland","21 - 24","All","Male","Main scheme application","300"
"2022 - 2023","Scotland","21 - 24","All","Male","Main scheme application","1790"
"2022 - 2023","Wales","21 - 24","All","Male","Main scheme application","750"
"2023 - 2024","England","21 - 24","All","Male","Main scheme application","9740"
"2023 - 2024","Northern Ireland","21 - 24","All","Male","Main scheme application","280"
"2023 - 2024","Scotland","21 - 24","All","Male","Main scheme application","1765"
"2023 - 2024","Wales","21 - 24","All","Male","Main scheme application","685"
"2006 - 2007","England","25 - 29","All","Male","Main scheme application","4020"
"2006 - 2007","Northern Ireland","25 - 29","All","Male","Main scheme application","80"
"2006 - 2007","Scotland","25 - 29","All","Male","Main scheme application","635"
"2006 - 2007","Wales","25 - 29","All","Male","Main scheme application","265"
"2007 - 2008","England","25 - 29","All","Male","Main scheme application","4505"
"2007 - 2008","Northern Ireland","25 - 29","All","Male","Main scheme application","80"
"2007 - 2008","Scotland","25 - 29","All","Male","Main scheme application","745"
"2007 - 2008","Wales","25 - 29","All","Male","Main scheme application","275"
"2008 - 2009","England","25 - 29","All","Male","Main scheme application","4885"
"2008 - 2009","Northern Ireland","25 - 29","All","Male","Main scheme application","90"
"2008 - 2009","Scotland","25 - 29","All","Male","Main scheme application","820"
"2008 - 2009","Wales","25 - 29","All","Male","Main scheme application","285"
"2009 - 2010","England","25 - 29","All","Male","Main scheme application","5480"
"2009 - 2010","Northern Ireland","25 - 29","All","Male","Main scheme application","95"
"2009 - 2010","Scotland","25 - 29","All","Male","Main scheme application","925"
"2009 - 2010","Wales","25 - 29","All","Male","Main scheme application","365"
"2010 - 2011","England","25 - 29","All","Male","Main scheme application","5715"
"2010 - 2011","Northern Ireland","25 - 29","All","Male","Main scheme application","130"
"2010 - 2011","Scotland","25 - 29","All","Male","Main scheme application","885"
"2010 - 2011","Wales","25 - 29","All","Male","Main scheme application","325"
"2011 - 2012","England","25 - 29","All","Male","Main scheme application","5630"
"2011 - 2012","Northern Ireland","25 - 29","All","Male","Main scheme application","150"
"2011 - 2012","Scotland","25 - 29","All","Male","Main scheme application","850"
"2011 - 2012","Wales","25 - 29","All","Male","Main scheme application","345"
"2012 - 2013","England","25 - 29","All","Male","Main scheme application","4580"
"2012 - 2013","Northern Ireland","25 - 29","All","Male","Main scheme application","125"
"2012 - 2013","Scotland","25 - 29","All","Male","Main scheme application","780"
"2012 - 2013","Wales","25 - 29","All","Male","Main scheme application","285"
"2013 - 2014","England","25 - 29","All","Male","Main scheme application","4875"
"2013 - 2014","Northern Ireland","25 - 29","All","Male","Main scheme application","155"
"2013 - 2014","Scotland","25 - 29","All","Male","Main scheme application","850"
"2013 - 2014","Wales","25 - 29","All","Male","Main scheme application","315"
"2014 - 2015","England","25 - 29","All","Male","Main scheme application","4930"
"2014 - 2015","Northern Ireland","25 - 29","All","Male","Main scheme application","175"
"2014 - 2015","Scotland","25 - 29","All","Male","Main scheme application","855"
"2014 - 2015","Wales","25 - 29","All","Male","Main scheme application","335"
"2015 - 2016","England","25 - 29","All","Male","Main scheme application","4920"
"2015 - 2016","Northern Ireland","25 - 29","All","Male","Main scheme application","140"
"2015 - 2016","Scotland","25 - 29","All","Male","Main scheme application","1025"
"2015 - 2016","Wales","25 - 29","All","Male","Main scheme application","325"
"2016 - 2017","England","25 - 29","All","Male","Main scheme application","4740"
"2016 - 2017","Northern Ireland","25 - 29","All","Male","Main scheme application","160"
"2016 - 2017","Scotland","25 - 29","All","Male","Main scheme application","1080"
"2016 - 2017","Wales","25 - 29","All","Male","Main scheme application","255"
"2017 - 2018","England","25 - 29","All","Male","Main scheme application","4245"
"2017 - 2018","Northern Ireland","25 - 29","All","Male","Main scheme application","105"
"2017 - 2018","Scotland","25 - 29","All","Male","Main scheme application","1070"
"2017 - 2018","Wales","25 - 29","All","Male","Main scheme application","270"
"2018 - 2019","England","25 - 29","All","Male","Main scheme application","4005"
"2018 - 2019","Northern Ireland","25 - 29","All","Male","Main scheme application","115"
"2018 - 2019","Scotland","25 - 29","All","Male","Main scheme application","1150"
"2018 - 2019","Wales","25 - 29","All","Male","Main scheme application","280"
"2019 - 2020","England","25 - 29","All","Male","Main scheme application","3950"
"2019 - 2020","Northern Ireland","25 - 29","All","Male","Main scheme application","100"
"2019 - 2020","Scotland","25 - 29","All","Male","Main scheme application","1060"
"2019 - 2020","Wales","25 - 29","All","Male","Main scheme application","260"
"2020 - 2021","England","25 - 29","All","Male","Main scheme application","4090"
"2020 - 2021","Northern Ireland","25 - 29","All","Male","Main scheme application","95"
"2020 - 2021","Scotland","25 - 29","All","Male","Main scheme application","1195"
"2020 - 2021","Wales","25 - 29","All","Male","Main scheme application","250"
"2021 - 2022","England","25 - 29","All","Male","Main scheme application","3830"
"2021 - 2022","Northern Ireland","25 - 29","All","Male","Main scheme application","110"
"2021 - 2022","Scotland","25 - 29","All","Male","Main scheme application","1115"
"2021 - 2022","Wales","25 - 29","All","Male","Main scheme application","245"
"2022 - 2023","England","25 - 29","All","Male","Main scheme application","3515"
"2022 - 2023","Northern Ireland","25 - 29","All","Male","Main scheme application","80"
"2022 - 2023","Scotland","25 - 29","All","Male","Main scheme application","905"
"2022 - 2023","Wales","25 - 29","All","Male","Main scheme application","280"
"2023 - 2024","England","25 - 29","All","Male","Main scheme application","2755"
"2023 - 2024","Northern Ireland","25 - 29","All","Male","Main scheme application","60"
"2023 - 2024","Scotland","25 - 29","All","Male","Main scheme application","775"
"2023 - 2024","Wales","25 - 29","All","Male","Main scheme application","240"
"2006 - 2007","England","30 - 34","All","Male","Main scheme application","1745"
"2006 - 2007","Northern Ireland","30 - 34","All","Male","Main scheme application","30"
"2006 - 2007","Scotland","30 - 34","All","Male","Main scheme application","260"
"2006 - 2007","Wales","30 - 34","All","Male","Main scheme application","115"
"2007 - 2008","England","30 - 34","All","Male","Main scheme application","1990"
"2007 - 2008","Northern Ireland","30 - 34","All","Male","Main scheme application","35"
"2007 - 2008","Scotland","30 - 34","All","Male","Main scheme application","275"
"2007 - 2008","Wales","30 - 34","All","Male","Main scheme application","110"
"2008 - 2009","England","30 - 34","All","Male","Main scheme application","2010"
"2008 - 2009","Northern Ireland","30 - 34","All","Male","Main scheme application","35"
"2008 - 2009","Scotland","30 - 34","All","Male","Main scheme application","290"
"2008 - 2009","Wales","30 - 34","All","Male","Main scheme application","95"
"2009 - 2010","England","30 - 34","All","Male","Main scheme application","2360"
"2009 - 2010","Northern Ireland","30 - 34","All","Male","Main scheme application","60"
"2009 - 2010","Scotland","30 - 34","All","Male","Main scheme application","340"
"2009 - 2010","Wales","30 - 34","All","Male","Main scheme application","145"
"2010 - 2011","England","30 - 34","All","Male","Main scheme application","2660"
"2010 - 2011","Northern Ireland","30 - 34","All","Male","Main scheme application","55"
"2010 - 2011","Scotland","30 - 34","All","Male","Main scheme application","380"
"2010 - 2011","Wales","30 - 34","All","Male","Main scheme application","140"
"2011 - 2012","England","30 - 34","All","Male","Main scheme application","2670"
"2011 - 2012","Northern Ireland","30 - 34","All","Male","Main scheme application","70"
"2011 - 2012","Scotland","30 - 34","All","Male","Main scheme application","375"
"2011 - 2012","Wales","30 - 34","All","Male","Main scheme application","145"
"2012 - 2013","England","30 - 34","All","Male","Main scheme application","2130"
"2012 - 2013","Northern Ireland","30 - 34","All","Male","Main scheme application","50"
"2012 - 2013","Scotland","30 - 34","All","Male","Main scheme application","375"
"2012 - 2013","Wales","30 - 34","All","Male","Main scheme application","115"
"2013 - 2014","England","30 - 34","All","Male","Main scheme application","2185"
"2013 - 2014","Northern Ireland","30 - 34","All","Male","Main scheme application","60"
"2013 - 2014","Scotland","30 - 34","All","Male","Main scheme application","365"
"2013 - 2014","Wales","30 - 34","All","Male","Main scheme application","125"
"2014 - 2015","England","30 - 34","All","Male","Main scheme application","2255"
"2014 - 2015","Northern Ireland","30 - 34","All","Male","Main scheme application","95"
"2014 - 2015","Scotland","30 - 34","All","Male","Main scheme application","395"
"2014 - 2015","Wales","30 - 34","All","Male","Main scheme application","140"
"2015 - 2016","England","30 - 34","All","Male","Main scheme application","2155"
"2015 - 2016","Northern Ireland","30 - 34","All","Male","Main scheme application","75"
"2015 - 2016","Scotland","30 - 34","All","Male","Main scheme application","425"
"2015 - 2016","Wales","30 - 34","All","Male","Main scheme application","105"
"2016 - 2017","England","30 - 34","All","Male","Main scheme application","2100"
"2016 - 2017","Northern Ireland","30 - 34","All","Male","Main scheme application","55"
"2016 - 2017","Scotland","30 - 34","All","Male","Main scheme application","465"
"2016 - 2017","Wales","30 - 34","All","Male","Main scheme application","135"
"2017 - 2018","England","30 - 34","All","Male","Main scheme application","1770"
"2017 - 2018","Northern Ireland","30 - 34","All","Male","Main scheme application","35"
"2017 - 2018","Scotland","30 - 34","All","Male","Main scheme application","465"
"2017 - 2018","Wales","30 - 34","All","Male","Main scheme application","125"
"2018 - 2019","England","30 - 34","All","Male","Main scheme application","1660"
"2018 - 2019","Northern Ireland","30 - 34","All","Male","Main scheme application","40"
"2018 - 2019","Scotland","30 - 34","All","Male","Main scheme application","510"
"2018 - 2019","Wales","30 - 34","All","Male","Main scheme application","125"
"2019 - 2020","England","30 - 34","All","Male","Main scheme application","1695"
"2019 - 2020","Northern Ireland","30 - 34","All","Male","Main scheme application","55"
"2019 - 2020","Scotland","30 - 34","All","Male","Main scheme application","495"
"2019 - 2020","Wales","30 - 34","All","Male","Main scheme application","105"
"2020 - 2021","England","30 - 34","All","Male","Main scheme application","1785"
"2020 - 2021","Northern Ireland","30 - 34","All","Male","Main scheme application","55"
"2020 - 2021","Scotland","30 - 34","All","Male","Main scheme application","535"
"2020 - 2021","Wales","30 - 34","All","Male","Main scheme application","120"
"2021 - 2022","England","30 - 34","All","Male","Main scheme application","1750"
"2021 - 2022","Northern Ireland","30 - 34","All","Male","Main scheme application","55"
"2021 - 2022","Scotland","30 - 34","All","Male","Main scheme application","540"
"2021 - 2022","Wales","30 - 34","All","Male","Main scheme application","105"
"2022 - 2023","England","30 - 34","All","Male","Main scheme application","1835"
"2022 - 2023","Northern Ireland","30 - 34","All","Male","Main scheme application","40"
"2022 - 2023","Scotland","30 - 34","All","Male","Main scheme application","455"
"2022 - 2023","Wales","30 - 34","All","Male","Main scheme application","120"
"2023 - 2024","England","30 - 34","All","Male","Main scheme application","1205"
"2023 - 2024","Northern Ireland","30 - 34","All","Male","Main scheme application","30"
"2023 - 2024","Scotland","30 - 34","All","Male","Main scheme application","410"
"2023 - 2024","Wales","30 - 34","All","Male","Main scheme application","95"
"2006 - 2007","England","35 and over","All","Male","Main scheme application","2235"
"2006 - 2007","Northern Ireland","35 and over","All","Male","Main scheme application","40"
"2006 - 2007","Scotland","35 and over","All","Male","Main scheme application","325"
"2006 - 2007","Wales","35 and over","All","Male","Main scheme application","145"
"2007 - 2008","England","35 and over","All","Male","Main scheme application","2525"
"2007 - 2008","Northern Ireland","35 and over","All","Male","Main scheme application","60"
"2007 - 2008","Scotland","35 and over","All","Male","Main scheme application","370"
"2007 - 2008","Wales","35 and over","All","Male","Main scheme application","140"
"2008 - 2009","England","35 and over","All","Male","Main scheme application","2905"
"2008 - 2009","Northern Ireland","35 and over","All","Male","Main scheme application","55"
"2008 - 2009","Scotland","35 and over","All","Male","Main scheme application","340"
"2008 - 2009","Wales","35 and over","All","Male","Main scheme application","155"
"2009 - 2010","England","35 and over","All","Male","Main scheme application","3495"
"2009 - 2010","Northern Ireland","35 and over","All","Male","Main scheme application","65"
"2009 - 2010","Scotland","35 and over","All","Male","Main scheme application","335"
"2009 - 2010","Wales","35 and over","All","Male","Main scheme application","230"
"2010 - 2011","England","35 and over","All","Male","Main scheme application","3650"
"2010 - 2011","Northern Ireland","35 and over","All","Male","Main scheme application","70"
"2010 - 2011","Scotland","35 and over","All","Male","Main scheme application","485"
"2010 - 2011","Wales","35 and over","All","Male","Main scheme application","205"
"2011 - 2012","England","35 and over","All","Male","Main scheme application","3570"
"2011 - 2012","Northern Ireland","35 and over","All","Male","Main scheme application","75"
"2011 - 2012","Scotland","35 and over","All","Male","Main scheme application","425"
"2011 - 2012","Wales","35 and over","All","Male","Main scheme application","185"
"2012 - 2013","England","35 and over","All","Male","Main scheme application","3110"
"2012 - 2013","Northern Ireland","35 and over","All","Male","Main scheme application","65"
"2012 - 2013","Scotland","35 and over","All","Male","Main scheme application","420"
"2012 - 2013","Wales","35 and over","All","Male","Main scheme application","160"
"2013 - 2014","England","35 and over","All","Male","Main scheme application","3225"
"2013 - 2014","Northern Ireland","35 and over","All","Male","Main scheme application","80"
"2013 - 2014","Scotland","35 and over","All","Male","Main scheme application","395"
"2013 - 2014","Wales","35 and over","All","Male","Main scheme application","170"
"2014 - 2015","England","35 and over","All","Male","Main scheme application","3400"
"2014 - 2015","Northern Ireland","35 and over","All","Male","Main scheme application","200"
"2014 - 2015","Scotland","35 and over","All","Male","Main scheme application","420"
"2014 - 2015","Wales","35 and over","All","Male","Main scheme application","185"
"2015 - 2016","England","35 and over","All","Male","Main scheme application","3565"
"2015 - 2016","Northern Ireland","35 and over","All","Male","Main scheme application","70"
"2015 - 2016","Scotland","35 and over","All","Male","Main scheme application","570"
"2015 - 2016","Wales","35 and over","All","Male","Main scheme application","150"
"2016 - 2017","England","35 and over","All","Male","Main scheme application","3405"
"2016 - 2017","Northern Ireland","35 and over","All","Male","Main scheme application","75"
"2016 - 2017","Scotland","35 and over","All","Male","Main scheme application","555"
"2016 - 2017","Wales","35 and over","All","Male","Main scheme application","145"
"2017 - 2018","England","35 and over","All","Male","Main scheme application","3065"
"2017 - 2018","Northern Ireland","35 and over","All","Male","Main scheme application","50"
"2017 - 2018","Scotland","35 and over","All","Male","Main scheme application","540"
"2017 - 2018","Wales","35 and over","All","Male","Main scheme application","160"
"2018 - 2019","England","35 and over","All","Male","Main scheme application","2905"
"2018 - 2019","Northern Ireland","35 and over","All","Male","Main scheme application","55"
"2018 - 2019","Scotland","35 and over","All","Male","Main scheme application","585"
"2018 - 2019","Wales","35 and over","All","Male","Main scheme application","185"
"2019 - 2020","England","35 and over","All","Male","Main scheme application","3025"
"2019 - 2020","Northern Ireland","35 and over","All","Male","Main scheme application","45"
"2019 - 2020","Scotland","35 and over","All","Male","Main scheme application","595"
"2019 - 2020","Wales","35 and over","All","Male","Main scheme application","150"
"2020 - 2021","England","35 and over","All","Male","Main scheme application","3390"
"2020 - 2021","Northern Ireland","35 and over","All","Male","Main scheme application","60"
"2020 - 2021","Scotland","35 and over","All","Male","Main scheme application","670"
"2020 - 2021","Wales","35 and over","All","Male","Main scheme application","160"
"2021 - 2022","England","35 and over","All","Male","Main scheme application","3025"
"2021 - 2022","Northern Ireland","35 and over","All","Male","Main scheme application","45"
"2021 - 2022","Scotland","35 and over","All","Male","Main scheme application","635"
"2021 - 2022","Wales","35 and over","All","Male","Main scheme application","115"
"2022 - 2023","England","35 and over","All","Male","Main scheme application","3735"
"2022 - 2023","Northern Ireland","35 and over","All","Male","Main scheme application","35"
"2022 - 2023","Scotland","35 and over","All","Male","Main scheme application","570"
"2022 - 2023","Wales","35 and over","All","Male","Main scheme application","150"
"2023 - 2024","England","35 and over","All","Male","Main scheme application","2335"
"2023 - 2024","Northern Ireland","35 and over","All","Male","Main scheme application","50"
"2023 - 2024","Scotland","35 and over","All","Male","Main scheme application","495"
"2023 - 2024","Wales","35 and over","All","Male","Main scheme application","120"
"2006 - 2007","All","17 and under","All","Female","Not main scheme application","395"
"2007 - 2008","All","17 and under","All","Female","Not main scheme application","510"
"2008 - 2009","All","17 and under","All","Female","Not main scheme application","605"
"2009 - 2010","All","17 and under","All","Female","Not main scheme application","510"
"2010 - 2011","All","17 and under","All","Female","Not main scheme application","490"
"2011 - 2012","All","17 and under","All","Female","Not main scheme application","380"
"2012 - 2013","All","17 and under","All","Female","Not main scheme application","455"
"2013 - 2014","All","17 and under","All","Female","Not main scheme application","525"
"2014 - 2015","All","17 and under","All","Female","Not main scheme application","495"
"2015 - 2016","All","17 and under","All","Female","Not main scheme application","520"
"2016 - 2017","All","17 and under","All","Female","Not main scheme application","535"
"2017 - 2018","All","17 and under","All","Female","Not main scheme application","555"
"2018 - 2019","All","17 and under","All","Female","Not main scheme application","695"
"2019 - 2020","All","17 and under","All","Female","Not main scheme application","655"
"2020 - 2021","All","17 and under","All","Female","Not main scheme application","800"
"2021 - 2022","All","17 and under","All","Female","Not main scheme application","615"
"2022 - 2023","All","17 and under","All","Female","Not main scheme application","770"
"2023 - 2024","All","17 and under","All","Female","Not main scheme application","760"
"2006 - 2007","All","18","All","Female","Not main scheme application","11095"
"2007 - 2008","All","18","All","Female","Not main scheme application","11995"
"2008 - 2009","All","18","All","Female","Not main scheme application","13315"
"2009 - 2010","All","18","All","Female","Not main scheme application","14205"
"2010 - 2011","All","18","All","Female","Not main scheme application","14390"
"2011 - 2012","All","18","All","Female","Not main scheme application","16870"
"2012 - 2013","All","18","All","Female","Not main scheme application","16530"
"2013 - 2014","All","18","All","Female","Not main scheme application","16745"
"2014 - 2015","All","18","All","Female","Not main scheme application","17525"
"2015 - 2016","All","18","All","Female","Not main scheme application","19225"
"2016 - 2017","All","18","All","Female","Not main scheme application","20090"
"2017 - 2018","All","18","All","Female","Not main scheme application","20835"
"2018 - 2019","All","18","All","Female","Not main scheme application","21565"
"2019 - 2020","All","18","All","Female","Not main scheme application","23835"
"2020 - 2021","All","18","All","Female","Not main scheme application","25265"
"2021 - 2022","All","18","All","Female","Not main scheme application","20510"
"2022 - 2023","All","18","All","Female","Not main scheme application","24630"
"2023 - 2024","All","18","All","Female","Not main scheme application","26220"
"2006 - 2007","All","19","All","Female","Not main scheme application","5490"
"2007 - 2008","All","19","All","Female","Not main scheme application","6395"
"2008 - 2009","All","19","All","Female","Not main scheme application","7380"
"2009 - 2010","All","19","All","Female","Not main scheme application","7510"
"2010 - 2011","All","19","All","Female","Not main scheme application","7430"
"2011 - 2012","All","19","All","Female","Not main scheme application","7920"
"2012 - 2013","All","19","All","Female","Not main scheme application","8335"
"2013 - 2014","All","19","All","Female","Not main scheme application","8910"
"2014 - 2015","All","19","All","Female","Not main scheme application","9495"
"2015 - 2016","All","19","All","Female","Not main scheme application","10145"
"2016 - 2017","All","19","All","Female","Not main scheme application","10175"
"2017 - 2018","All","19","All","Female","Not main scheme application","9825"
"2018 - 2019","All","19","All","Female","Not main scheme application","10095"
"2019 - 2020","All","19","All","Female","Not main scheme application","10710"
"2020 - 2021","All","19","All","Female","Not main scheme application","10645"
"2021 - 2022","All","19","All","Female","Not main scheme application","8520"
"2022 - 2023","All","19","All","Female","Not main scheme application","9510"
"2023 - 2024","All","19","All","Female","Not main scheme application","10325"
"2006 - 2007","All","20","All","Female","Not main scheme application","3095"
"2007 - 2008","All","20","All","Female","Not main scheme application","3410"
"2008 - 2009","All","20","All","Female","Not main scheme application","4365"
"2009 - 2010","All","20","All","Female","Not main scheme application","4175"
"2010 - 2011","All","20","All","Female","Not main scheme application","4175"
"2011 - 2012","All","20","All","Female","Not main scheme application","3695"
"2012 - 2013","All","20","All","Female","Not main scheme application","4070"
"2013 - 2014","All","20","All","Female","Not main scheme application","4355"
"2014 - 2015","All","20","All","Female","Not main scheme application","4570"
"2015 - 2016","All","20","All","Female","Not main scheme application","4735"
"2016 - 2017","All","20","All","Female","Not main scheme application","4610"
"2017 - 2018","All","20","All","Female","Not main scheme application","4825"
"2018 - 2019","All","20","All","Female","Not main scheme application","4925"
"2019 - 2020","All","20","All","Female","Not main scheme application","5335"
"2020 - 2021","All","20","All","Female","Not main scheme application","5370"
"2021 - 2022","All","20","All","Female","Not main scheme application","4700"
"2022 - 2023","All","20","All","Female","Not main scheme application","4865"
"2023 - 2024","All","20","All","Female","Not main scheme application","5215"
"2006 - 2007","All","21 - 24","All","Female","Not main scheme application","5560"
"2007 - 2008","All","21 - 24","All","Female","Not main scheme application","6040"
"2008 - 2009","All","21 - 24","All","Female","Not main scheme application","7170"
"2009 - 2010","All","21 - 24","All","Female","Not main scheme application","7150"
"2010 - 2011","All","21 - 24","All","Female","Not main scheme application","6965"
"2011 - 2012","All","21 - 24","All","Female","Not main scheme application","6610"
"2012 - 2013","All","21 - 24","All","Female","Not main scheme application","6615"
"2013 - 2014","All","21 - 24","All","Female","Not main scheme application","6860"
"2014 - 2015","All","21 - 24","All","Female","Not main scheme application","6800"
"2015 - 2016","All","21 - 24","All","Female","Not main scheme application","7225"
"2016 - 2017","All","21 - 24","All","Female","Not main scheme application","6935"
"2017 - 2018","All","21 - 24","All","Female","Not main scheme application","7380"
"2018 - 2019","All","21 - 24","All","Female","Not main scheme application","8145"
"2019 - 2020","All","21 - 24","All","Female","Not main scheme application","8485"
"2020 - 2021","All","21 - 24","All","Female","Not main scheme application","9390"
"2021 - 2022","All","21 - 24","All","Female","Not main scheme application","8160"
"2022 - 2023","All","21 - 24","All","Female","Not main scheme application","9195"
"2023 - 2024","All","21 - 24","All","Female","Not main scheme application","8315"
"2006 - 2007","All","25 - 29","All","Female","Not main scheme application","2350"
"2007 - 2008","All","25 - 29","All","Female","Not main scheme application","2535"
"2008 - 2009","All","25 - 29","All","Female","Not main scheme application","3275"
"2009 - 2010","All","25 - 29","All","Female","Not main scheme application","3105"
"2010 - 2011","All","25 - 29","All","Female","Not main scheme application","2555"
"2011 - 2012","All","25 - 29","All","Female","Not main scheme application","2200"
"2012 - 2013","All","25 - 29","All","Female","Not main scheme application","2555"
"2013 - 2014","All","25 - 29","All","Female","Not main scheme application","2885"
"2014 - 2015","All","25 - 29","All","Female","Not main scheme application","3100"
"2015 - 2016","All","25 - 29","All","Female","Not main scheme application","3415"
"2016 - 2017","All","25 - 29","All","Female","Not main scheme application","3220"
"2017 - 2018","All","25 - 29","All","Female","Not main scheme application","3580"
"2018 - 2019","All","25 - 29","All","Female","Not main scheme application","4440"
"2019 - 2020","All","25 - 29","All","Female","Not main scheme application","4505"
"2020 - 2021","All","25 - 29","All","Female","Not main scheme application","5700"
"2021 - 2022","All","25 - 29","All","Female","Not main scheme application","5235"
"2022 - 2023","All","25 - 29","All","Female","Not main scheme application","5590"
"2023 - 2024","All","25 - 29","All","Female","Not main scheme application","4120"
"2006 - 2007","All","30 - 34","All","Female","Not main scheme application","1260"
"2007 - 2008","All","30 - 34","All","Female","Not main scheme application","1415"
"2008 - 2009","All","30 - 34","All","Female","Not main scheme application","1875"
"2009 - 2010","All","30 - 34","All","Female","Not main scheme application","1685"
"2010 - 2011","All","30 - 34","All","Female","Not main scheme application","1460"
"2011 - 2012","All","30 - 34","All","Female","Not main scheme application","1270"
"2012 - 2013","All","30 - 34","All","Female","Not main scheme application","1650"
"2013 - 2014","All","30 - 34","All","Female","Not main scheme application","1865"
"2014 - 2015","All","30 - 34","All","Female","Not main scheme application","1910"
"2015 - 2016","All","30 - 34","All","Female","Not main scheme application","2240"
"2016 - 2017","All","30 - 34","All","Female","Not main scheme application","2130"
"2017 - 2018","All","30 - 34","All","Female","Not main scheme application","2450"
"2018 - 2019","All","30 - 34","All","Female","Not main scheme application","3035"
"2019 - 2020","All","30 - 34","All","Female","Not main scheme application","3410"
"2020 - 2021","All","30 - 34","All","Female","Not main scheme application","4380"
"2021 - 2022","All","30 - 34","All","Female","Not main scheme application","4410"
"2022 - 2023","All","30 - 34","All","Female","Not main scheme application","4855"
"2023 - 2024","All","30 - 34","All","Female","Not main scheme application","3295"
"2006 - 2007","All","35 and over","All","Female","Not main scheme application","2665"
"2007 - 2008","All","35 and over","All","Female","Not main scheme application","2995"
"2008 - 2009","All","35 and over","All","Female","Not main scheme application","4050"
"2009 - 2010","All","35 and over","All","Female","Not main scheme application","3720"
"2010 - 2011","All","35 and over","All","Female","Not main scheme application","2790"
"2011 - 2012","All","35 and over","All","Female","Not main scheme application","2465"
"2012 - 2013","All","35 and over","All","Female","Not main scheme application","3030"
"2013 - 2014","All","35 and over","All","Female","Not main scheme application","3585"
"2014 - 2015","All","35 and over","All","Female","Not main scheme application","3965"
"2015 - 2016","All","35 and over","All","Female","Not main scheme application","4425"
"2016 - 2017","All","35 and over","All","Female","Not main scheme application","4625"
"2017 - 2018","All","35 and over","All","Female","Not main scheme application","5365"
"2018 - 2019","All","35 and over","All","Female","Not main scheme application","6615"
