"Year","Predicted BTEC Extended diploma points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2010","6 points (DDM)","18","Wales","Male","Main scheme applicant","Main scheme application","85","70","0.782","0"
"2011","6 points (DDM)","18","Wales","Male","Main scheme applicant","Main scheme application","95","80","0.8230000000000001","0"
"2012","6 points (DDM)","18","Wales","Male","Main scheme applicant","Main scheme application","75","60","0.795","0"
"2013","6 points (DDM)","18","Wales","Male","Main scheme applicant","Main scheme application","75","65","0.855","0"
"2014","6 points (DDM)","18","Wales","Male","Main scheme applicant","Main scheme application","60","45","0.746","0"
"2015","6 points (DDM)","18","Wales","Male","Main scheme applicant","Main scheme application","95","75","0.771","0"
"2016","6 points (DDM)","18","Wales","Male","Main scheme applicant","Main scheme application","95","70","0.774","0"
"2017","6 points (DDM)","18","Wales","Male","Main scheme applicant","Main scheme application","85","65","0.759","0"
"2018","6 points (DDM)","18","Wales","Male","Main scheme applicant","Main scheme application","75","65","0.865","0"
"2019","6 points (DDM)","18","Wales","Male","Main scheme applicant","Main scheme application","60","45","0.758","0"
"2020","6 points (DDM)","18","Wales","Male","Main scheme applicant","Main scheme application","50","45","0.878","0"
"2021","6 points (DDM)","18","Wales","Male","Main scheme applicant","Main scheme application","75","55","0.727","0"
"2022","6 points (DDM)","18","Wales","Male","Main scheme applicant","Main scheme application","60","35","0.586","0"
"2023","6 points (DDM)","18","Wales","Male","Main scheme applicant","Main scheme application","55","40","0.792","0"
"2010","7 points (DDD)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","65","55","0.859","0"
"2011","7 points (DDD)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","85","70","0.791","0"
"2012","7 points (DDD)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","70","50","0.739","0"
"2013","7 points (DDD)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","70","50","0.765","0"
"2014","7 points (DDD)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","35","25","0.649","0"
"2015","7 points (DDD)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","70","50","0.725","0"
"2016","7 points (DDD)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","65","40","0.667","0"
"2017","7 points (DDD)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","45","35","0.756","0"
"2018","7 points (DDD)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","70","40","0.577","0"
"2019","7 points (DDD)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","65","45","0.687","0"
"2020","7 points (DDD)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","60","40","0.644","0"
"2021","7 points (DDD)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","60","45","0.721","0"
"2022","7 points (DDD)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","65","40","0.627","0"
"2023","7 points (DDD)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","60","40","0.65","0"
"2010","7 points (DDD)","18","England","Male","Main scheme applicant","Main scheme application","2015","1650","0.8210000000000001","0"
"2011","7 points (DDD)","18","England","Male","Main scheme applicant","Main scheme application","2725","2275","0.834","0"
"2012","7 points (DDD)","18","England","Male","Main scheme applicant","Main scheme application","2205","1805","0.8170000000000001","0"
"2013","7 points (DDD)","18","England","Male","Main scheme applicant","Main scheme application","1880","1520","0.809","0"
"2014","7 points (DDD)","18","England","Male","Main scheme applicant","Main scheme application","2230","1815","0.8140000000000001","0"
"2015","7 points (DDD)","18","England","Male","Main scheme applicant","Main scheme application","2165","1750","0.808","0"
"2016","7 points (DDD)","18","England","Male","Main scheme applicant","Main scheme application","2130","1730","0.811","0"
"2017","7 points (DDD)","18","England","Male","Main scheme applicant","Main scheme application","1970","1615","0.8210000000000001","0"
"2018","7 points (DDD)","18","England","Male","Main scheme applicant","Main scheme application","1825","1470","0.805","0"
"2019","7 points (DDD)","18","England","Male","Main scheme applicant","Main scheme application","1800","1405","0.781","0"
"2020","7 points (DDD)","18","England","Male","Main scheme applicant","Main scheme application","1855","1500","0.809","0"
"2021","7 points (DDD)","18","England","Male","Main scheme applicant","Main scheme application","1995","1580","0.791","0"
"2022","7 points (DDD)","18","England","Male","Main scheme applicant","Main scheme application","2055","1520","0.74","0"
"2023","7 points (DDD)","18","England","Male","Main scheme applicant","Main scheme application","1945","1470","0.755","0"
"2010","7 points (DDD)","18","Wales","Male","Main scheme applicant","Main scheme application","90","75","0.8150000000000001","0"
"2011","7 points (DDD)","18","Wales","Male","Main scheme applicant","Main scheme application","110","90","0.786","0"
"2012","7 points (DDD)","18","Wales","Male","Main scheme applicant","Main scheme application","85","65","0.783","0"
"2013","7 points (DDD)","18","Wales","Male","Main scheme applicant","Main scheme application","65","50","0.797","0"
"2014","7 points (DDD)","18","Wales","Male","Main scheme applicant","Main scheme application","80","60","0.762","0"
"2015","7 points (DDD)","18","Wales","Male","Main scheme applicant","Main scheme application","75","65","0.892","0"
"2016","7 points (DDD)","18","Wales","Male","Main scheme applicant","Main scheme application","95","70","0.755","0"
"2017","7 points (DDD)","18","Wales","Male","Main scheme applicant","Main scheme application","70","55","0.797","0"
"2018","7 points (DDD)","18","Wales","Male","Main scheme applicant","Main scheme application","75","60","0.808","0"
"2019","7 points (DDD)","18","Wales","Male","Main scheme applicant","Main scheme application","70","60","0.873","0"
"2020","7 points (DDD)","18","Wales","Male","Main scheme applicant","Main scheme application","55","50","0.893","0"
"2021","7 points (DDD)","18","Wales","Male","Main scheme applicant","Main scheme application","60","50","0.836","0"
"2022","7 points (DDD)","18","Wales","Male","Main scheme applicant","Main scheme application","50","30","0.6","0"
"2023","7 points (DDD)","18","Wales","Male","Main scheme applicant","Main scheme application","50","35","0.714","0"
"2012","8 points (D*DD)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","10","10"," ","0"
"2013","8 points (D*DD)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","10","10","0.833","0"
"2014","8 points (D*DD)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2015","8 points (D*DD)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","20","15","0.727","0"
"2016","8 points (D*DD)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","25","20","0.769","0"
"2017","8 points (D*DD)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","25","20","0.75","0"
"2018","8 points (D*DD)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","20","20","0.9","0"
"2019","8 points (D*DD)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","10","10"," ","0"
"2020","8 points (D*DD)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","35","30","0.784","0"
"2021","8 points (D*DD)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","35","30","0.882","0"
"2022","8 points (D*DD)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","30","20","0.7000000000000001","0"
"2023","8 points (D*DD)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","25","20","0.731","0"
"2012","8 points (D*DD)","18","England","Male","Main scheme applicant","Main scheme application","130","110","0.841","0"
"2013","8 points (D*DD)","18","England","Male","Main scheme applicant","Main scheme application","300","245","0.8230000000000001","0"
"2014","8 points (D*DD)","18","England","Male","Main scheme applicant","Main scheme application","535","435","0.8160000000000001","0"
"2015","8 points (D*DD)","18","England","Male","Main scheme applicant","Main scheme application","915","760","0.8310000000000001","0"
"2016","8 points (D*DD)","18","England","Male","Main scheme applicant","Main scheme application","1085","870","0.804","0"
"2017","8 points (D*DD)","18","England","Male","Main scheme applicant","Main scheme application","1050","855","0.8150000000000001","0"
"2018","8 points (D*DD)","18","England","Male","Main scheme applicant","Main scheme application","1080","885","0.8190000000000001","0"
"2019","8 points (D*DD)","18","England","Male","Main scheme applicant","Main scheme application","1120","905","0.81","0"
"2020","8 points (D*DD)","18","England","Male","Main scheme applicant","Main scheme application","1135","930","0.8190000000000001","0"
"2021","8 points (D*DD)","18","England","Male","Main scheme applicant","Main scheme application","1335","1060","0.794","0"
"2022","8 points (D*DD)","18","England","Male","Main scheme applicant","Main scheme application","1340","1060","0.79","0"
"2023","8 points (D*DD)","18","England","Male","Main scheme applicant","Main scheme application","1225","965","0.79","0"
"2013","8 points (D*DD)","18","Wales","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2014","8 points (D*DD)","18","Wales","Male","Main scheme applicant","Main scheme application","15","10","0.714","0"
"2015","8 points (D*DD)","18","Wales","Male","Main scheme applicant","Main scheme application","30","25","0.833","0"
"2016","8 points (D*DD)","18","Wales","Male","Main scheme applicant","Main scheme application","20","20","0.8180000000000001","0"
"2017","8 points (D*DD)","18","Wales","Male","Main scheme applicant","Main scheme application","30","30","0.935","0"
"2018","8 points (D*DD)","18","Wales","Male","Main scheme applicant","Main scheme application","50","40","0.78","0"
"2019","8 points (D*DD)","18","Wales","Male","Main scheme applicant","Main scheme application","35","30","0.879","0"
"2020","8 points (D*DD)","18","Wales","Male","Main scheme applicant","Main scheme application","20","20","0.9470000000000001","0"
"2021","8 points (D*DD)","18","Wales","Male","Main scheme applicant","Main scheme application","40","30","0.842","0"
"2022","8 points (D*DD)","18","Wales","Male","Main scheme applicant","Main scheme application","25","20","0.741","0"
"2023","8 points (D*DD)","18","Wales","Male","Main scheme applicant","Main scheme application","40","35","0.868","0"
"2012","9 points (D*D*D)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","10","10","0.833","0"
"2013","9 points (D*D*D)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2014","9 points (D*D*D)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","15","15","0.867","0"
"2015","9 points (D*D*D)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","25","20","0.9570000000000001","0"
"2016","9 points (D*D*D)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","25","20","0.875","0"
"2017","9 points (D*D*D)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","20","20","0.857","0"
"2018","9 points (D*D*D)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","20","15","0.8","0"
"2019","9 points (D*D*D)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","20","15","0.789","0"
"2020","9 points (D*D*D)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","25","20","0.875","0"
"2021","9 points (D*D*D)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","25","20","0.792","0"
"2022","9 points (D*D*D)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","30","20","0.6880000000000001","0"
"2023","9 points (D*D*D)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","10","10"," ","0"
"2012","9 points (D*D*D)","18","England","Male","Main scheme applicant","Main scheme application","575","470","0.8180000000000001","0"
"2013","9 points (D*D*D)","18","England","Male","Main scheme applicant","Main scheme application","350","305","0.874","0"
"2014","9 points (D*D*D)","18","England","Male","Main scheme applicant","Main scheme application","560","460","0.8200000000000001","0"
"2015","9 points (D*D*D)","18","England","Male","Main scheme applicant","Main scheme application","920","760","0.8250000000000001","0"
"2016","9 points (D*D*D)","18","England","Male","Main scheme applicant","Main scheme application","985","825","0.837","0"
"2017","9 points (D*D*D)","18","England","Male","Main scheme applicant","Main scheme application","1035","840","0.811","0"
"2018","9 points (D*D*D)","18","England","Male","Main scheme applicant","Main scheme application","1025","835","0.8140000000000001","0"
"2019","9 points (D*D*D)","18","England","Male","Main scheme applicant","Main scheme application","1020","830","0.8130000000000001","0"
"2020","9 points (D*D*D)","18","England","Male","Main scheme applicant","Main scheme application","1030","875","0.85","0"
"2021","9 points (D*D*D)","18","England","Male","Main scheme applicant","Main scheme application","1225","970","0.792","0"
"2022","9 points (D*D*D)","18","England","Male","Main scheme applicant","Main scheme application","1015","785","0.776","0"
"2023","9 points (D*D*D)","18","England","Male","Main scheme applicant","Main scheme application","870","670","0.771","0"
"2012","9 points (D*D*D)","18","Wales","Male","Main scheme applicant","Main scheme application","25","20","0.792","0"
"2013","9 points (D*D*D)","18","Wales","Male","Main scheme applicant","Main scheme application","10","10","1","0"
"2014","9 points (D*D*D)","18","Wales","Male","Main scheme applicant","Main scheme application","15","15","1","0"
"2015","9 points (D*D*D)","18","Wales","Male","Main scheme applicant","Main scheme application","25","25","0.926","0"
"2016","9 points (D*D*D)","18","Wales","Male","Main scheme applicant","Main scheme application","25","20","0.8260000000000001","0"
"2017","9 points (D*D*D)","18","Wales","Male","Main scheme applicant","Main scheme application","35","30","0.914","0"
"2018","9 points (D*D*D)","18","Wales","Male","Main scheme applicant","Main scheme application","50","40","0.857","0"
"2019","9 points (D*D*D)","18","Wales","Male","Main scheme applicant","Main scheme application","40","40","0.905","0"
"2020","9 points (D*D*D)","18","Wales","Male","Main scheme applicant","Main scheme application","45","35","0.837","0"
"2021","9 points (D*D*D)","18","Wales","Male","Main scheme applicant","Main scheme application","30","25","0.871","0"
"2022","9 points (D*D*D)","18","Wales","Male","Main scheme applicant","Main scheme application","45","35","0.795","0"
"2023","9 points (D*D*D)","18","Wales","Male","Main scheme applicant","Main scheme application","20","15","0.7000000000000001","0"
"2013","10 points (D*D*D*)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","15","15","0.8130000000000001","0"
"2014","10 points (D*D*D*)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","25","25","0.852","0"
"2015","10 points (D*D*D*)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","45","40","0.911","0"
"2016","10 points (D*D*D*)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","40","30","0.789","0"
"2017","10 points (D*D*D*)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","40","35","0.85","0"
"2018","10 points (D*D*D*)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","50","45","0.8270000000000001","0"
"2019","10 points (D*D*D*)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","35","25","0.722","0"
"2020","10 points (D*D*D*)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","35","25","0.8180000000000001","0"
"2021","10 points (D*D*D*)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","55","40","0.7020000000000001","0"
"2022","10 points (D*D*D*)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","35","25","0.667","0"
"2023","10 points (D*D*D*)","18","Northern Ireland","Male","Main scheme applicant","Main scheme application","20","15","0.75","0"
"2012","10 points (D*D*D*)","18","England","Male","Main scheme applicant","Main scheme application","10","10","1","0"
"2013","10 points (D*D*D*)","18","England","Male","Main scheme applicant","Main scheme application","1045","900","0.858","0"
"2014","10 points (D*D*D*)","18","England","Male","Main scheme applicant","Main scheme application","1485","1280","0.862","0"
"2015","10 points (D*D*D*)","18","England","Male","Main scheme applicant","Main scheme application","2105","1755","0.834","0"
"2016","10 points (D*D*D*)","18","England","Male","Main scheme applicant","Main scheme application","2115","1815","0.859","0"
"2017","10 points (D*D*D*)","18","England","Male","Main scheme applicant","Main scheme application","2405","1975","0.8220000000000001","0"
"2018","10 points (D*D*D*)","18","England","Male","Main scheme applicant","Main scheme application","2190","1830","0.836","0"
"2019","10 points (D*D*D*)","18","England","Male","Main scheme applicant","Main scheme application","1980","1640","0.8280000000000001","0"
"2020","10 points (D*D*D*)","18","England","Male","Main scheme applicant","Main scheme application","2230","1875","0.841","0"
"2021","10 points (D*D*D*)","18","England","Male","Main scheme applicant","Main scheme application","2335","1920","0.8230000000000001","0"
"2022","10 points (D*D*D*)","18","England","Male","Main scheme applicant","Main scheme application","1355","1040","0.768","0"
"2023","10 points (D*D*D*)","18","England","Male","Main scheme applicant","Main scheme application","855","655","0.762","0"
"2013","10 points (D*D*D*)","18","Wales","Male","Main scheme applicant","Main scheme application","40","30","0.842","0"
"2014","10 points (D*D*D*)","18","Wales","Male","Main scheme applicant","Main scheme application","45","35","0.837","0"
"2015","10 points (D*D*D*)","18","Wales","Male","Main scheme applicant","Main scheme application","55","50","0.873","0"
"2016","10 points (D*D*D*)","18","Wales","Male","Main scheme applicant","Main scheme application","60","50","0.803","0"
"2017","10 points (D*D*D*)","18","Wales","Male","Main scheme applicant","Main scheme application","55","45","0.87","0"
"2018","10 points (D*D*D*)","18","Wales","Male","Main scheme applicant","Main scheme application","65","55","0.877","0"
"2019","10 points (D*D*D*)","18","Wales","Male","Main scheme applicant","Main scheme application","60","55","0.885","0"
"2020","10 points (D*D*D*)","18","Wales","Male","Main scheme applicant","Main scheme application","55","45","0.8250000000000001","0"
"2021","10 points (D*D*D*)","18","Wales","Male","Main scheme applicant","Main scheme application","65","55","0.8210000000000001","0"
"2022","10 points (D*D*D*)","18","Wales","Male","Main scheme applicant","Main scheme application","45","40","0.851","0"
"2023","10 points (D*D*D*)","18","Wales","Male","Main scheme applicant","Main scheme application","20","15","0.7000000000000001","0"
"2010","All","18","England","Female","Not main scheme applicant","Not main scheme application","10","5"," ","5"
"2011","All","18","England","Female","Not main scheme applicant","Not main scheme application","15","15","0.9380000000000001","15"
"2012","All","18","England","Female","Not main scheme applicant","Not main scheme application","10","10","1","5"
"2013","All","18","England","Female","Not main scheme applicant","Not main scheme application","20","20","1","5"
"2014","All","18","England","Female","Not main scheme applicant","Not main scheme application","25","25","1","10"
"2015","All","18","England","Female","Not main scheme applicant","Not main scheme application","20","20","1","5"
"2016","All","18","England","Female","Not main scheme applicant","Not main scheme application","20","20","1","5"
"2017","All","18","England","Female","Not main scheme applicant","Not main scheme application","15","15","0.9380000000000001","5"
"2018","All","18","England","Female","Not main scheme applicant","Not main scheme application","20","20","1","5"
"2019","All","18","England","Female","Not main scheme applicant","Not main scheme application","20","20","1","0"
"2020","All","18","England","Female","Not main scheme applicant","Not main scheme application","40","35","0.868","10"
"2021","All","18","England","Female","Not main scheme applicant","Not main scheme application","25","25","1","10"
"2022","All","18","England","Female","Not main scheme applicant","Not main scheme application","20","20","0.9","5"
"2023","All","18","England","Female","Not main scheme applicant","Not main scheme application","15","15","0.933","5"
"2017","All","18","Wales","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","All","18","England","Male","Not main scheme applicant","Not main scheme application","10","10","1","10"
"2011","All","18","England","Male","Not main scheme applicant","Not main scheme application","20","15","0.889","5"
"2012","All","18","England","Male","Not main scheme applicant","Not main scheme application","30","30","0.935","10"
"2013","All","18","England","Male","Not main scheme applicant","Not main scheme application","35","35","0.9430000000000001","5"
"2014","All","18","England","Male","Not main scheme applicant","Not main scheme application","30","30","0.967","10"
"2015","All","18","England","Male","Not main scheme applicant","Not main scheme application","40","40","1","15"
"2016","All","18","England","Male","Not main scheme applicant","Not main scheme application","40","35","0.9470000000000001","10"
"2017","All","18","England","Male","Not main scheme applicant","Not main scheme application","25","25","0.923","5"
"2018","All","18","England","Male","Not main scheme applicant","Not main scheme application","50","45","0.9390000000000001","10"
"2019","All","18","England","Male","Not main scheme applicant","Not main scheme application","35","30","0.914","15"
"2020","All","18","England","Male","Not main scheme applicant","Not main scheme application","70","65","0.926","10"
"2021","All","18","England","Male","Not main scheme applicant","Not main scheme application","45","40","0.907","10"
"2022","All","18","England","Male","Not main scheme applicant","Not main scheme application","45","40","0.884","10"
"2023","All","18","England","Male","Not main scheme applicant","Not main scheme application","40","35","0.872","10"
"2015","All","18","Wales","Male","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","All","18","Wales","Male","Not main scheme applicant","Not main scheme application","0","0"," ","5"
"2020","All","18","Wales","Male","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","All","18","Wales","Male","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","All","18","Wales","Male","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","All","18","Wales","Male","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","All","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","15","10","0.733","0"
"2011","All","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","30","15","0.607","0"
"2012","All","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","20","10","0.55","0"
"2013","All","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","20","10","0.556","0"
"2014","All","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","20","15","0.667","0"
"2015","All","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","20","10","0.55","0"
"2016","All","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","25","10","0.48","0"
"2017","All","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","25","15","0.6960000000000001","0"
"2018","All","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","20","15","0.682","0"
"2019","All","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","25","15","0.739","0"
"2020","All","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","15","15","0.8130000000000001","0"
"2021","All","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","30","20","0.724","0"
"2022","All","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","40","35","0.8290000000000001","0"
"2023","All","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","25","20","0.87","0"
"2010","All","18","England","Female","Main scheme applicant","Not main scheme application","690","465","0.669","0"
"2011","All","18","England","Female","Main scheme applicant","Not main scheme application","1040","715","0.687","0"
"2012","All","18","England","Female","Main scheme applicant","Not main scheme application","990","685","0.6930000000000001","0"
"2013","All","18","England","Female","Main scheme applicant","Not main scheme application","1115","840","0.752","0"
"2014","All","18","England","Female","Main scheme applicant","Not main scheme application","1325","1005","0.756","0"
"2015","All","18","England","Female","Main scheme applicant","Not main scheme application","1610","1250","0.778","0"
"2016","All","18","England","Female","Main scheme applicant","Not main scheme application","1450","1120","0.774","0"
"2017","All","18","England","Female","Main scheme applicant","Not main scheme application","1155","970","0.84","0"
"2018","All","18","England","Female","Main scheme applicant","Not main scheme application","1065","935","0.878","0"
"2019","All","18","England","Female","Main scheme applicant","Not main scheme application","1000","880","0.878","0"
"2020","All","18","England","Female","Main scheme applicant","Not main scheme application","1035","935","0.905","0"
"2021","All","18","England","Female","Main scheme applicant","Not main scheme application","1390","1210","0.872","0"
"2022","All","18","England","Female","Main scheme applicant","Not main scheme application","1355","1135","0.838","0"
"2023","All","18","England","Female","Main scheme applicant","Not main scheme application","1230","1095","0.889","0"
"2010","All","18","Wales","Female","Main scheme applicant","Not main scheme application","25","20","0.875","0"
"2011","All","18","Wales","Female","Main scheme applicant","Not main scheme application","40","25","0.659","0"
"2012","All","18","Wales","Female","Main scheme applicant","Not main scheme application","20","15","0.762","0"
"2013","All","18","Wales","Female","Main scheme applicant","Not main scheme application","35","25","0.676","0"
"2014","All","18","Wales","Female","Main scheme applicant","Not main scheme application","30","25","0.8130000000000001","0"
"2015","All","18","Wales","Female","Main scheme applicant","Not main scheme application","60","45","0.721","0"
"2016","All","18","Wales","Female","Main scheme applicant","Not main scheme application","55","40","0.774","0"
"2017","All","18","Wales","Female","Main scheme applicant","Not main scheme application","55","50","0.877","0"
"2018","All","18","Wales","Female","Main scheme applicant","Not main scheme application","30","25","0.8130000000000001","0"
"2019","All","18","Wales","Female","Main scheme applicant","Not main scheme application","25","25","0.96","0"
"2020","All","18","Wales","Female","Main scheme applicant","Not main scheme application","55","40","0.792","0"
"2021","All","18","Wales","Female","Main scheme applicant","Not main scheme application","55","40","0.778","0"
"2022","All","18","Wales","Female","Main scheme applicant","Not main scheme application","50","45","0.843","0"
"2023","All","18","Wales","Female","Main scheme applicant","Not main scheme application","20","15","0.81","0"
"2010","All","18","Northern Ireland","Male","Main scheme applicant","Not main scheme application","10","10","0.917","0"
"2011","All","18","Northern Ireland","Male","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2012","All","18","Northern Ireland","Male","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2013","All","18","Northern Ireland","Male","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2014","All","18","Northern Ireland","Male","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2015","All","18","Northern Ireland","Male","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2016","All","18","Northern Ireland","Male","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2017","All","18","Northern Ireland","Male","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2018","All","18","Northern Ireland","Male","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2019","All","18","Northern Ireland","Male","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2020","All","18","Northern Ireland","Male","Main scheme applicant","Not main scheme application","20","15","0.773","0"
"2021","All","18","Northern Ireland","Male","Main scheme applicant","Not main scheme application","20","15","0.789","0"
"2022","All","18","Northern Ireland","Male","Main scheme applicant","Not main scheme application","15","15","0.875","0"
"2023","All","18","Northern Ireland","Male","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2010","All","18","England","Male","Main scheme applicant","Not main scheme application","520","415","0.805","0"
"2011","All","18","England","Male","Main scheme applicant","Not main scheme application","655","525","0.803","0"
"2012","All","18","England","Male","Main scheme applicant","Not main scheme application","655","590","0.9","0"
"2013","All","18","England","Male","Main scheme applicant","Not main scheme application","675","615","0.912","0"
"2014","All","18","England","Male","Main scheme applicant","Not main scheme application","730","645","0.883","0"
"2015","All","18","England","Male","Main scheme applicant","Not main scheme application","845","780","0.92","0"
"2016","All","18","England","Male","Main scheme applicant","Not main scheme application","900","825","0.915","0"
"2017","All","18","England","Male","Main scheme applicant","Not main scheme application","805","735","0.917","0"
"2018","All","18","England","Male","Main scheme applicant","Not main scheme application","725","675","0.931","0"
"2019","All","18","England","Male","Main scheme applicant","Not main scheme application","805","755","0.9390000000000001","0"
"2020","All","18","England","Male","Main scheme applicant","Not main scheme application","870","810","0.931","0"
"2021","All","18","England","Male","Main scheme applicant","Not main scheme application","1020","960","0.9400000000000001","0"
"2022","All","18","England","Male","Main scheme applicant","Not main scheme application","1105","1000","0.905","0"
"2023","All","18","England","Male","Main scheme applicant","Not main scheme application","1015","940","0.924","0"
"2010","All","18","Wales","Male","Main scheme applicant","Not main scheme application","20","15","0.762","0"
"2011","All","18","Wales","Male","Main scheme applicant","Not main scheme application","20","15","0.9440000000000001","0"
"2012","All","18","Wales","Male","Main scheme applicant","Not main scheme application","30","25","0.839","0"
"2013","All","18","Wales","Male","Main scheme applicant","Not main scheme application","15","15","0.875","0"
"2014","All","18","Wales","Male","Main scheme applicant","Not main scheme application","25","25","0.96","0"
"2015","All","18","Wales","Male","Main scheme applicant","Not main scheme application","25","25","1","0"
"2016","All","18","Wales","Male","Main scheme applicant","Not main scheme application","35","35","0.972","0"
"2017","All","18","Wales","Male","Main scheme applicant","Not main scheme application","30","25","0.897","0"
"2018","All","18","Wales","Male","Main scheme applicant","Not main scheme application","25","20","0.917","0"
"2019","All","18","Wales","Male","Main scheme applicant","Not main scheme application","20","20","0.857","0"
"2020","All","18","Wales","Male","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2021","All","18","Wales","Male","Main scheme applicant","Not main scheme application","25","20","0.731","0"
"2022","All","18","Wales","Male","Main scheme applicant","Not main scheme application","35","30","0.97","0"
"2023","All","18","Wales","Male","Main scheme applicant","Not main scheme application","25","25","0.963","0"
"2010","All","18","Northern Ireland","Female","Main scheme applicant","Main scheme application","255","150","0.589","0"
"2011","All","18","Northern Ireland","Female","Main scheme applicant","Main scheme application","285","150","0.523","0"
"2012","All","18","Northern Ireland","Female","Main scheme applicant","Main scheme application","235","115","0.483","0"
"2013","All","18","Northern Ireland","Female","Main scheme applicant","Main scheme application","190","95","0.5","0"
"2014","All","18","Northern Ireland","Female","Main scheme applicant","Main scheme application","215","120","0.5670000000000001","0"
"2015","All","18","Northern Ireland","Female","Main scheme applicant","Main scheme application","220","115","0.525","0"
