"Year","Achieved BTEC Extended diploma points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2015","6 points (DDM)","Quintile 2","Main scheme applicant","Not main scheme application","50","40","0.8240000000000001","0"
"2016","6 points (DDM)","Quintile 2","Main scheme applicant","Not main scheme application","50","45","0.904","0"
"2017","6 points (DDM)","Quintile 2","Main scheme applicant","Not main scheme application","40","35","0.921","0"
"2018","6 points (DDM)","Quintile 2","Main scheme applicant","Not main scheme application","50","45","0.865","0"
"2019","6 points (DDM)","Quintile 2","Main scheme applicant","Not main scheme application","40","35","0.902","0"
"2020","6 points (DDM)","Quintile 2","Main scheme applicant","Not main scheme application","45","40","0.886","0"
"2021","6 points (DDM)","Quintile 2","Main scheme applicant","Not main scheme application","50","40","0.8240000000000001","0"
"2022","6 points (DDM)","Quintile 2","Main scheme applicant","Not main scheme application","60","55","0.9490000000000001","0"
"2023","6 points (DDM)","Quintile 2","Main scheme applicant","Not main scheme application","50","45","0.902","0"
"2010","7 points (DDD)","Quintile 2","Main scheme applicant","Not main scheme application","105","75","0.6920000000000001","0"
"2011","7 points (DDD)","Quintile 2","Main scheme applicant","Not main scheme application","150","115","0.753","0"
"2012","7 points (DDD)","Quintile 2","Main scheme applicant","Not main scheme application","55","40","0.764","0"
"2013","7 points (DDD)","Quintile 2","Main scheme applicant","Not main scheme application","50","40","0.8","0"
"2014","7 points (DDD)","Quintile 2","Main scheme applicant","Not main scheme application","65","50","0.794","0"
"2015","7 points (DDD)","Quintile 2","Main scheme applicant","Not main scheme application","65","55","0.841","0"
"2016","7 points (DDD)","Quintile 2","Main scheme applicant","Not main scheme application","40","35","0.81","0"
"2017","7 points (DDD)","Quintile 2","Main scheme applicant","Not main scheme application","35","30","0.889","0"
"2018","7 points (DDD)","Quintile 2","Main scheme applicant","Not main scheme application","45","40","0.872","0"
"2019","7 points (DDD)","Quintile 2","Main scheme applicant","Not main scheme application","40","35","0.881","0"
"2020","7 points (DDD)","Quintile 2","Main scheme applicant","Not main scheme application","40","35","0.854","0"
"2021","7 points (DDD)","Quintile 2","Main scheme applicant","Not main scheme application","45","40","0.907","0"
"2022","7 points (DDD)","Quintile 2","Main scheme applicant","Not main scheme application","60","50","0.8","0"
"2023","7 points (DDD)","Quintile 2","Main scheme applicant","Not main scheme application","45","45","0.936","0"
"2012","8 points (D*DD)","Quintile 2","Main scheme applicant","Not main scheme application","30","25","0.833","0"
"2013","8 points (D*DD)","Quintile 2","Main scheme applicant","Not main scheme application","30","25","0.897","0"
"2014","8 points (D*DD)","Quintile 2","Main scheme applicant","Not main scheme application","40","30","0.8160000000000001","0"
"2015","8 points (D*DD)","Quintile 2","Main scheme applicant","Not main scheme application","40","35","0.81","0"
"2016","8 points (D*DD)","Quintile 2","Main scheme applicant","Not main scheme application","50","40","0.765","0"
"2017","8 points (D*DD)","Quintile 2","Main scheme applicant","Not main scheme application","35","25","0.794","0"
"2018","8 points (D*DD)","Quintile 2","Main scheme applicant","Not main scheme application","35","30","0.9390000000000001","0"
"2019","8 points (D*DD)","Quintile 2","Main scheme applicant","Not main scheme application","50","45","0.896","0"
"2020","8 points (D*DD)","Quintile 2","Main scheme applicant","Not main scheme application","35","30","0.879","0"
"2021","8 points (D*DD)","Quintile 2","Main scheme applicant","Not main scheme application","55","50","0.875","0"
"2022","8 points (D*DD)","Quintile 2","Main scheme applicant","Not main scheme application","55","40","0.792","0"
"2023","8 points (D*DD)","Quintile 2","Main scheme applicant","Not main scheme application","40","35","0.878","0"
"2012","9 points (D*D*D)","Quintile 2","Main scheme applicant","Not main scheme application","30","25","0.871","0"
"2013","9 points (D*D*D)","Quintile 2","Main scheme applicant","Not main scheme application","40","30","0.763","0"
"2014","9 points (D*D*D)","Quintile 2","Main scheme applicant","Not main scheme application","35","25","0.676","0"
"2015","9 points (D*D*D)","Quintile 2","Main scheme applicant","Not main scheme application","45","35","0.787","0"
"2016","9 points (D*D*D)","Quintile 2","Main scheme applicant","Not main scheme application","65","50","0.794","0"
"2017","9 points (D*D*D)","Quintile 2","Main scheme applicant","Not main scheme application","35","30","0.8240000000000001","0"
"2018","9 points (D*D*D)","Quintile 2","Main scheme applicant","Not main scheme application","30","30","0.935","0"
"2019","9 points (D*D*D)","Quintile 2","Main scheme applicant","Not main scheme application","45","40","0.886","0"
"2020","9 points (D*D*D)","Quintile 2","Main scheme applicant","Not main scheme application","30","25","0.893","0"
"2021","9 points (D*D*D)","Quintile 2","Main scheme applicant","Not main scheme application","50","40","0.875","0"
"2022","9 points (D*D*D)","Quintile 2","Main scheme applicant","Not main scheme application","70","60","0.855","0"
"2023","9 points (D*D*D)","Quintile 2","Main scheme applicant","Not main scheme application","30","30","1","0"
"2012","10 points (D*D*D*)","Quintile 2","Main scheme applicant","Not main scheme application","65","50","0.778","0"
"2013","10 points (D*D*D*)","Quintile 2","Main scheme applicant","Not main scheme application","70","50","0.722","0"
"2014","10 points (D*D*D*)","Quintile 2","Main scheme applicant","Not main scheme application","90","65","0.7000000000000001","0"
"2015","10 points (D*D*D*)","Quintile 2","Main scheme applicant","Not main scheme application","120","95","0.79","0"
"2016","10 points (D*D*D*)","Quintile 2","Main scheme applicant","Not main scheme application","115","85","0.724","0"
"2017","10 points (D*D*D*)","Quintile 2","Main scheme applicant","Not main scheme application","110","100","0.91","0"
"2018","10 points (D*D*D*)","Quintile 2","Main scheme applicant","Not main scheme application","80","70","0.899","0"
"2019","10 points (D*D*D*)","Quintile 2","Main scheme applicant","Not main scheme application","50","40","0.808","0"
"2020","10 points (D*D*D*)","Quintile 2","Main scheme applicant","Not main scheme application","75","65","0.853","0"
"2021","10 points (D*D*D*)","Quintile 2","Main scheme applicant","Not main scheme application","125","110","0.895","0"
"2022","10 points (D*D*D*)","Quintile 2","Main scheme applicant","Not main scheme application","45","35","0.837","0"
"2023","10 points (D*D*D*)","Quintile 2","Main scheme applicant","Not main scheme application","40","40","0.9500000000000001","0"
"2010","1 point (PPP)","Quintile 3","Main scheme applicant","Not main scheme application","35","20","0.647","0"
"2011","1 point (PPP)","Quintile 3","Main scheme applicant","Not main scheme application","35","30","0.757","0"
"2012","1 point (PPP)","Quintile 3","Main scheme applicant","Not main scheme application","35","30","0.784","0"
"2013","1 point (PPP)","Quintile 3","Main scheme applicant","Not main scheme application","25","20","0.833","0"
"2014","1 point (PPP)","Quintile 3","Main scheme applicant","Not main scheme application","35","30","0.882","0"
"2015","1 point (PPP)","Quintile 3","Main scheme applicant","Not main scheme application","35","30","0.8290000000000001","0"
"2016","1 point (PPP)","Quintile 3","Main scheme applicant","Not main scheme application","30","25","0.931","0"
"2017","1 point (PPP)","Quintile 3","Main scheme applicant","Not main scheme application","20","15","0.895","0"
"2018","1 point (PPP)","Quintile 3","Main scheme applicant","Not main scheme application","15","15","1","0"
"2019","1 point (PPP)","Quintile 3","Main scheme applicant","Not main scheme application","15","15","1","0"
"2020","1 point (PPP)","Quintile 3","Main scheme applicant","Not main scheme application","15","15","0.8130000000000001","0"
"2021","1 point (PPP)","Quintile 3","Main scheme applicant","Not main scheme application","35","30","0.853","0"
"2022","1 point (PPP)","Quintile 3","Main scheme applicant","Not main scheme application","35","30","0.853","0"
"2023","1 point (PPP)","Quintile 3","Main scheme applicant","Not main scheme application","35","30","0.806","0"
"2010","2 points (MPP)","Quintile 3","Main scheme applicant","Not main scheme application","55","35","0.6980000000000001","0"
"2011","2 points (MPP)","Quintile 3","Main scheme applicant","Not main scheme application","30","20","0.759","0"
"2012","2 points (MPP)","Quintile 3","Main scheme applicant","Not main scheme application","40","30","0.756","0"
"2013","2 points (MPP)","Quintile 3","Main scheme applicant","Not main scheme application","30","25","0.839","0"
"2014","2 points (MPP)","Quintile 3","Main scheme applicant","Not main scheme application","35","30","0.8240000000000001","0"
"2015","2 points (MPP)","Quintile 3","Main scheme applicant","Not main scheme application","35","35","0.919","0"
"2016","2 points (MPP)","Quintile 3","Main scheme applicant","Not main scheme application","25","25","1","0"
"2017","2 points (MPP)","Quintile 3","Main scheme applicant","Not main scheme application","15","15","0.9410000000000001","0"
"2018","2 points (MPP)","Quintile 3","Main scheme applicant","Not main scheme application","25","25","0.885","0"
"2019","2 points (MPP)","Quintile 3","Main scheme applicant","Not main scheme application","30","25","0.862","0"
"2020","2 points (MPP)","Quintile 3","Main scheme applicant","Not main scheme application","25","20","0.88","0"
"2021","2 points (MPP)","Quintile 3","Main scheme applicant","Not main scheme application","40","40","0.9510000000000001","0"
"2022","2 points (MPP)","Quintile 3","Main scheme applicant","Not main scheme application","45","45","0.915","0"
"2023","2 points (MPP)","Quintile 3","Main scheme applicant","Not main scheme application","45","40","0.891","0"
"2010","3 points (MMP)","Quintile 3","Main scheme applicant","Not main scheme application","40","30","0.8160000000000001","0"
"2011","3 points (MMP)","Quintile 3","Main scheme applicant","Not main scheme application","30","20","0.6900000000000001","0"
"2012","3 points (MMP)","Quintile 3","Main scheme applicant","Not main scheme application","40","30","0.789","0"
"2013","3 points (MMP)","Quintile 3","Main scheme applicant","Not main scheme application","40","35","0.872","0"
"2014","3 points (MMP)","Quintile 3","Main scheme applicant","Not main scheme application","35","30","0.806","0"
"2015","3 points (MMP)","Quintile 3","Main scheme applicant","Not main scheme application","35","30","0.886","0"
"2016","3 points (MMP)","Quintile 3","Main scheme applicant","Not main scheme application","40","35","0.895","0"
"2017","3 points (MMP)","Quintile 3","Main scheme applicant","Not main scheme application","25","25","1","0"
"2018","3 points (MMP)","Quintile 3","Main scheme applicant","Not main scheme application","25","25","1","0"
"2019","3 points (MMP)","Quintile 3","Main scheme applicant","Not main scheme application","25","25","0.926","0"
"2020","3 points (MMP)","Quintile 3","Main scheme applicant","Not main scheme application","35","30","0.9410000000000001","0"
"2021","3 points (MMP)","Quintile 3","Main scheme applicant","Not main scheme application","20","20","0.864","0"
"2022","3 points (MMP)","Quintile 3","Main scheme applicant","Not main scheme application","45","40","0.884","0"
"2023","3 points (MMP)","Quintile 3","Main scheme applicant","Not main scheme application","55","50","0.906","0"
"2010","4 points (MMM)","Quintile 3","Main scheme applicant","Not main scheme application","45","30","0.682","0"
"2011","4 points (MMM)","Quintile 3","Main scheme applicant","Not main scheme application","40","30","0.762","0"
