"Year","Domicile UK International","Domicile","Domicile named country","Age group","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2020","International","EU (excluding UK)","Hungary","21 - 24","All","5","0"," "
"2019","International","EU (excluding UK)","Ireland","21 - 24","All","305","35","0.111"
"2020","International","EU (excluding UK)","Ireland","21 - 24","All","340","55","0.162"
"2021","International","EU (excluding UK)","Ireland","21 - 24","All","195","20","0.108"
"2022","International","EU (excluding UK)","Ireland","21 - 24","All","170","25","0.147"
"2023","International","EU (excluding UK)","Ireland","21 - 24","All","145","30","0.2"
"2019","International","EU (excluding UK)","Italy","21 - 24","All","20","5"," "
"2020","International","EU (excluding UK)","Italy","21 - 24","All","5","0"," "
"2021","International","EU (excluding UK)","Italy","21 - 24","All","10","5"," "
"2021","International","EU (excluding UK)","Luxembourg","21 - 24","All","5","0"," "
"2020","International","EU (excluding UK)","Netherlands","21 - 24","All","5","0"," "
"2021","International","EU (excluding UK)","Netherlands","21 - 24","All","10","0"," "
"2019","International","EU (excluding UK)","Poland","21 - 24","All","5","0"," "
"2020","International","EU (excluding UK)","Romania","21 - 24","All","5","5"," "
"2020","International","EU (excluding UK)","Spain","21 - 24","All","5","5"," "
"2021","International","EU (excluding UK)","Spain","21 - 24","All","5","0"," "
"2022","International","EU (excluding UK)","Spain","21 - 24","All","10","5"," "
"2023","International","EU (excluding UK)","Spain","21 - 24","All","5","5"," "
"2019","International","EU (excluding UK)","Sweden","21 - 24","All","5","0"," "
"2020","International","EU (excluding UK)","Czech Republic","21 - 24","All","5","5"," "
"2021","International","EU (excluding UK)","Slovakia","21 - 24","All","5","5"," "
"2019","International","EU (excluding UK)","Cyprus (European Union)","21 - 24","All","10","0"," "
"2019","International","Not EU","Jersey","21 - 24","All","5","0"," "
"2021","International","Not EU","Jersey","21 - 24","All","5","0"," "
"2021","International","Not EU","Australia","21 - 24","All","5","0"," "
"2023","International","Not EU","Bahrain","21 - 24","All","5","0"," "
"2020","International","Not EU","Canada","21 - 24","All","20","5"," "
"2021","International","Not EU","Canada","21 - 24","All","5","0"," "
"2022","International","Not EU","Canada","21 - 24","All","15","5"," "
"2023","International","Not EU","Canada","21 - 24","All","25","5"," "
"2020","International","Not EU","China","21 - 24","All","15","5"," "
"2022","International","Not EU","China","21 - 24","All","10","5"," "
"2023","International","Not EU","China","21 - 24","All","5","0"," "
"2021","International","Not EU","Taiwan","21 - 24","All","5","0"," "
"2020","International","Not EU","Hong Kong","21 - 24","All","10","0"," "
"2021","International","Not EU","Hong Kong","21 - 24","All","5","0"," "
"2020","International","Not EU","India","21 - 24","All","5","5"," "
"2019","International","Not EU","Japan","21 - 24","All","5","0"," "
"2020","International","Not EU","Japan","21 - 24","All","5","0"," "
"2023","International","Not EU","Japan","21 - 24","All","5","0"," "
"2022","International","Not EU","Korea, Republic of","21 - 24","All","5","0"," "
"2020","International","Not EU","Kuwait","21 - 24","All","5","0"," "
"2021","International","Not EU","Mauritius","21 - 24","All","5","0"," "
"2022","International","Not EU","Nigeria","21 - 24","All","5","0"," "
"2023","International","Not EU","Nigeria","21 - 24","All","5","0"," "
"2019","International","Not EU","Pakistan","21 - 24","All","5","0"," "
"2023","International","Not EU","Pakistan","21 - 24","All","5","0"," "
"2023","International","Not EU","Qatar","21 - 24","All","5","0"," "
"2020","International","Not EU","South Africa","21 - 24","All","5","0"," "
"2021","International","Not EU","Thailand","21 - 24","All","5","0"," "
"2023","International","Not EU","Thailand","21 - 24","All","5","0"," "
"2019","International","Not EU","United Arab Emirates","21 - 24","All","5","0"," "
"2023","International","Not EU","United Arab Emirates","21 - 24","All","5","0"," "
"2019","International","Not EU","United States of America","21 - 24","All","20","5"," "
"2020","International","Not EU","United States of America","21 - 24","All","15","5"," "
"2021","International","Not EU","United States of America","21 - 24","All","10","5"," "
"2022","International","Not EU","United States of America","21 - 24","All","25","5"," "
"2023","International","Not EU","United States of America","21 - 24","All","20","0"," "
"2019","International","Not EU","USSR (Not In Use)","21 - 24","All","5","0"," "
"2020","International","Not EU","Not Known","21 - 24","All","5","0"," "
"2019","UK","England","England","25 - 29","All","80","20","0.275"
"2020","UK","England","England","25 - 29","All","90","25","0.256"
"2021","UK","England","England","25 - 29","All","140","35","0.264"
"2022","UK","England","England","25 - 29","All","115","20","0.183"
"2023","UK","England","England","25 - 29","All","70","25","0.386"
"2019","UK","Northern Ireland","Northern Ireland","25 - 29","All","100","20","0.22"
"2020","UK","Northern Ireland","Northern Ireland","25 - 29","All","65","10","0.154"
"2021","UK","Northern Ireland","Northern Ireland","25 - 29","All","90","15","0.178"
"2022","UK","Northern Ireland","Northern Ireland","25 - 29","All","45","15","0.289"
"2023","UK","Northern Ireland","Northern Ireland","25 - 29","All","50","10","0.2"
"2019","UK","Scotland","Scotland","25 - 29","All","4615","1040","0.225"
"2020","UK","Scotland","Scotland","25 - 29","All","4540","1075","0.23700000000000002"
"2021","UK","Scotland","Scotland","25 - 29","All","6010","1215","0.202"
"2022","UK","Scotland","Scotland","25 - 29","All","4210","1075","0.255"
"2023","UK","Scotland","Scotland","25 - 29","All","3060","835","0.273"
"2019","UK","Wales","Wales","25 - 29","All","10","0"," "
"2020","UK","Wales","Wales","25 - 29","All","15","0"," "
"2021","UK","Wales","Wales","25 - 29","All","5","0"," "
"2022","UK","Wales","Wales","25 - 29","All","530","280","0.526"
"2023","UK","Wales","Wales","25 - 29","All","465","240","0.512"
"2019","International","EU (excluding UK)","France","25 - 29","All","25","10"," "
"2020","International","EU (excluding UK)","France","25 - 29","All","20","10","0.5"
"2021","International","EU (excluding UK)","France","25 - 29","All","30","10","0.367"
"2022","International","EU (excluding UK)","France","25 - 29","All","10","5"," "
"2019","International","EU (excluding UK)","Germany","25 - 29","All","10","5"," "
"2020","International","EU (excluding UK)","Germany","25 - 29","All","30","5"," "
"2022","International","EU (excluding UK)","Germany","25 - 29","All","5","5"," "
"2020","International","EU (excluding UK)","Greece","25 - 29","All","5","0"," "
"2019","International","EU (excluding UK)","Ireland","25 - 29","All","130","20","0.146"
"2020","International","EU (excluding UK)","Ireland","25 - 29","All","215","35","0.158"
"2021","International","EU (excluding UK)","Ireland","25 - 29","All","135","15","0.11900000000000001"
"2022","International","EU (excluding UK)","Ireland","25 - 29","All","115","35","0.296"
"2023","International","EU (excluding UK)","Ireland","25 - 29","All","55","10"," "
"2019","International","EU (excluding UK)","Italy","25 - 29","All","5","0"," "
"2020","International","EU (excluding UK)","Italy","25 - 29","All","10","0"," "
"2021","International","EU (excluding UK)","Italy","25 - 29","All","5","0"," "
"2022","International","EU (excluding UK)","Luxembourg","25 - 29","All","5","0"," "
"2020","International","EU (excluding UK)","Portugal","25 - 29","All","5","0"," "
"2019","International","EU (excluding UK)","Spain","25 - 29","All","5","0"," "
"2020","International","EU (excluding UK)","Spain","25 - 29","All","10","5"," "
"2021","International","EU (excluding UK)","Spain","25 - 29","All","20","10"," "
"2022","International","EU (excluding UK)","Spain","25 - 29","All","10","5"," "
"2023","International","EU (excluding UK)","Spain","25 - 29","All","10","0"," "
"2019","International","EU (excluding UK)","Sweden","25 - 29","All","10","0"," "
"2021","International","EU (excluding UK)","Latvia","25 - 29","All","5","0"," "
"2023","International","EU (excluding UK)","Cyprus (European Union)","25 - 29","All","5","0"," "
"2019","International","Not EU","Algeria","25 - 29","All","5","0"," "
"2020","International","Not EU","Australia","25 - 29","All","5","0"," "
"2019","International","Not EU","Brunei Darussalam","25 - 29","All","5","0"," "
"2019","International","Not EU","Canada","25 - 29","All","5","0"," "
"2020","International","Not EU","Canada","25 - 29","All","5","0"," "
"2021","International","Not EU","Canada","25 - 29","All","10","5"," "
"2022","International","Not EU","Canada","25 - 29","All","25","0"," "
"2023","International","Not EU","Canada","25 - 29","All","15","5"," "
"2022","International","Not EU","Chile","25 - 29","All","5","0"," "
"2019","International","Not EU","China","25 - 29","All","5","5"," "
"2020","International","Not EU","China","25 - 29","All","10","5"," "
"2021","International","Not EU","China","25 - 29","All","10","5"," "
"2022","International","Not EU","China","25 - 29","All","30","5"," "
"2023","International","Not EU","China","25 - 29","All","25","5"," "
"2021","International","Not EU","Hong Kong","25 - 29","All","15","5"," "
"2022","International","Not EU","Hong Kong","25 - 29","All","15","5"," "
"2023","International","Not EU","Hong Kong","25 - 29","All","10","0"," "
"2019","International","Not EU","India","25 - 29","All","5","0"," "
"2020","International","Not EU","India","25 - 29","All","5","0"," "
"2022","International","Not EU","India","25 - 29","All","10","0"," "
"2020","International","Not EU","Indonesia","25 - 29","All","5","0"," "
"2022","International","Not EU","Japan","25 - 29","All","5","5"," "
"2019","International","Not EU","Korea, Republic of","25 - 29","All","10","5"," "
"2023","International","Not EU","Kuwait","25 - 29","All","5","0"," "
"2019","International","Not EU","Nigeria","25 - 29","All","5","0"," "
"2020","International","Not EU","Nigeria","25 - 29","All","10","0"," "
"2022","International","Not EU","Nigeria","25 - 29","All","10","5"," "
"2019","International","Not EU","Pakistan","25 - 29","All","5","0"," "
"2021","International","Not EU","Pakistan","25 - 29","All","5","0"," "
"2021","International","Not EU","Singapore","25 - 29","All","5","0"," "
"2023","International","Not EU","South Africa","25 - 29","All","5","0"," "
"2020","International","Not EU","Thailand","25 - 29","All","5","0"," "
"2022","International","Not EU","Thailand","25 - 29","All","5","0"," "
"2019","International","Not EU","United States of America","25 - 29","All","15","5"," "
"2020","International","Not EU","United States of America","25 - 29","All","15","5"," "
"2021","International","Not EU","United States of America","25 - 29","All","15","5"," "
"2022","International","Not EU","United States of America","25 - 29","All","15","5"," "
"2023","International","Not EU","United States of America","25 - 29","All","15","5"," "
"2021","International","Not EU","Vietnam [Viet Nam]","25 - 29","All","5","0"," "
"2021","International","Not EU","Not Known","25 - 29","All","5","0"," "
"2019","UK","England","England","30 - 34","All","35","10","0.314"
"2020","UK","England","England","30 - 34","All","45","20","0.422"
"2021","UK","England","England","30 - 34","All","55","5"," "
"2022","UK","England","England","30 - 34","All","50","10","0.2"
"2023","UK","England","England","30 - 34","All","30","10","0.333"
"2019","UK","Northern Ireland","Northern Ireland","30 - 34","All","5","0"," "
"2020","UK","Northern Ireland","Northern Ireland","30 - 34","All","15","5"," "
"2021","UK","Northern Ireland","Northern Ireland","30 - 34","All","15","0"," "
"2022","UK","Northern Ireland","Northern Ireland","30 - 34","All","20","5"," "
"2023","UK","Northern Ireland","Northern Ireland","30 - 34","All","10","0"," "
"2019","UK","Scotland","Scotland","30 - 34","All","1845","425","0.229"
"2020","UK","Scotland","Scotland","30 - 34","All","1950","475","0.244"
"2021","UK","Scotland","Scotland","30 - 34","All","2285","475","0.20700000000000002"
"2022","UK","Scotland","Scotland","30 - 34","All","1710","455","0.266"
"2023","UK","Scotland","Scotland","30 - 34","All","1240","350","0.281"
"2019","UK","Wales","Wales","30 - 34","All","5","0"," "
"2022","UK","Wales","Wales","30 - 34","All","190","100","0.526"
"2023","UK","Wales","Wales","30 - 34","All","155","80","0.529"
"2022","International","EU (excluding UK)","Belgium","30 - 34","All","5","0"," "
"2019","International","EU (excluding UK)","France","30 - 34","All","5","0"," "
"2020","International","EU (excluding UK)","France","30 - 34","All","10","0"," "
"2020","International","EU (excluding UK)","Germany","30 - 34","All","5","0"," "
"2021","International","EU (excluding UK)","Germany","30 - 34","All","5","0"," "
"2022","International","EU (excluding UK)","Germany","30 - 34","All","5","0"," "
"2019","International","EU (excluding UK)","Hungary","30 - 34","All","5","0"," "
"2019","International","EU (excluding UK)","Ireland","30 - 34","All","70","10","0.14300000000000002"
"2020","International","EU (excluding UK)","Ireland","30 - 34","All","40","15","0.325"
"2021","International","EU (excluding UK)","Ireland","30 - 34","All","40","5"," "
"2022","International","EU (excluding UK)","Ireland","30 - 34","All","20","5"," "
"2023","International","EU (excluding UK)","Ireland","30 - 34","All","20","0"," "
"2019","International","EU (excluding UK)","Italy","30 - 34","All","20","5"," "
"2020","International","EU (excluding UK)","Italy","30 - 34","All","10","0"," "
"2020","International","EU (excluding UK)","Netherlands","30 - 34","All","5","0"," "
"2021","International","EU (excluding UK)","Netherlands","30 - 34","All","5","0"," "
"2022","International","EU (excluding UK)","Netherlands","30 - 34","All","5","0"," "
"2019","International","EU (excluding UK)","Spain","30 - 34","All","5","5"," "
"2020","International","EU (excluding UK)","Spain","30 - 34","All","15","5"," "
"2023","International","EU (excluding UK)","Spain","30 - 34","All","5","5"," "
"2019","International","EU (excluding UK)","Sweden","30 - 34","All","10","0"," "
"2020","International","EU (excluding UK)","Sweden","30 - 34","All","5","5"," "
"2021","International","Not EU","Jersey","30 - 34","All","5","0"," "
"2022","International","Not EU","Australia","30 - 34","All","5","0"," "
"2019","International","Not EU","Canada","30 - 34","All","5","0"," "
"2020","International","Not EU","Canada","30 - 34","All","10","0"," "
"2021","International","Not EU","Canada","30 - 34","All","5","0"," "
"2022","International","Not EU","Canada","30 - 34","All","10","5"," "
"2019","International","Not EU","China","30 - 34","All","10","0"," "
"2020","International","Not EU","China","30 - 34","All","5","0"," "
"2022","International","Not EU","China","30 - 34","All","10","0"," "
"2023","International","Not EU","China","30 - 34","All","5","0"," "
"2022","International","Not EU","Taiwan","30 - 34","All","5","5"," "
"2023","International","Not EU","Taiwan","30 - 34","All","5","0"," "
"2023","International","Not EU","Ghana","30 - 34","All","5","0"," "
"2021","International","Not EU","India","30 - 34","All","5","0"," "
"2022","International","Not EU","India","30 - 34","All","20","10"," "
"2023","International","Not EU","India","30 - 34","All","15","0"," "
"2019","International","Not EU","Japan","30 - 34","All","5","0"," "
"2023","International","Not EU","Malaysia","30 - 34","All","5","0"," "
"2019","International","Not EU","Mexico","30 - 34","All","5","0"," "
"2020","International","Not EU","Oman","30 - 34","All","5","0"," "
"2021","International","Not EU","Oman","30 - 34","All","10","0"," "
"2019","International","Not EU","Nigeria","30 - 34","All","5","0"," "
"2020","International","Not EU","Nigeria","30 - 34","All","5","0"," "
"2022","International","Not EU","Nigeria","30 - 34","All","10","0"," "
"2023","International","Not EU","Nigeria","30 - 34","All","20","0"," "
"2023","International","Not EU","Pakistan","30 - 34","All","5","0"," "
"2022","International","Not EU","Singapore","30 - 34","All","5","5"," "
"2020","International","Not EU","South Africa","30 - 34","All","5","0"," "
"2023","International","Not EU","South Africa","30 - 34","All","5","0"," "
"2022","International","Not EU","Thailand","30 - 34","All","5","0"," "
"2019","International","Not EU","United Arab Emirates","30 - 34","All","5","0"," "
"2020","International","Not EU","United Arab Emirates","30 - 34","All","5","0"," "
"2019","International","Not EU","United States of America","30 - 34","All","5","5"," "
"2020","International","Not EU","United States of America","30 - 34","All","10","5"," "
"2021","International","Not EU","United States of America","30 - 34","All","5","0"," "
"2022","International","Not EU","United States of America","30 - 34","All","15","0"," "
"2023","International","Not EU","United States of America","30 - 34","All","5","0"," "
"2022","International","Not EU","Vietnam [Viet Nam]","30 - 34","All","5","0"," "
"2019","International","Not EU","Not Known","30 - 34","All","5","0"," "
"2019","UK","England","England","35 and over","All","45","5"," "
"2020","UK","England","England","35 and over","All","30","10"," "
"2021","UK","England","England","35 and over","All","45","20","0.444"
"2022","UK","England","England","35 and over","All","25","10"," "
"2023","UK","England","England","35 and over","All","20","15","0.65"
"2019","UK","Northern Ireland","Northern Ireland","35 and over","All","10","0"," "
"2020","UK","Northern Ireland","Northern Ireland","35 and over","All","5","0"," "
"2021","UK","Northern Ireland","Northern Ireland","35 and over","All","10","5"," "
"2022","UK","Northern Ireland","Northern Ireland","35 and over","All","15","5"," "
"2023","UK","Northern Ireland","Northern Ireland","35 and over","All","10","5"," "
"2019","UK","Scotland","Scotland","35 and over","All","2945","680","0.23"
"2020","UK","Scotland","Scotland","35 and over","All","2980","770","0.259"
"2021","UK","Scotland","Scotland","35 and over","All","3330","690","0.20700000000000002"
"2022","UK","Scotland","Scotland","35 and over","All","2435","625","0.256"
"2023","UK","Scotland","Scotland","35 and over","All","1960","595","0.304"
"2019","UK","Wales","Wales","35 and over","All","5","0"," "
"2022","UK","Wales","Wales","35 and over","All","210","105","0.495"
"2023","UK","Wales","Wales","35 and over","All","170","90","0.518"
"2019","International","EU (excluding UK)","Austria","35 and over","All","5","0"," "
"2020","International","EU (excluding UK)","Austria","35 and over","All","5","0"," "
"2023","International","EU (excluding UK)","Belgium","35 and over","All","10","5"," "
"2019","International","EU (excluding UK)","France","35 and over","All","5","5"," "
"2020","International","EU (excluding UK)","France","35 and over","All","10","5"," "
"2019","International","EU (excluding UK)","Hungary","35 and over","All","5","0"," "
"2019","International","EU (excluding UK)","Ireland","35 and over","All","15","5"," "
"2020","International","EU (excluding UK)","Ireland","35 and over","All","10","0"," "
"2021","International","EU (excluding UK)","Ireland","35 and over","All","15","0"," "
"2022","International","EU (excluding UK)","Ireland","35 and over","All","5","0"," "
"2023","International","EU (excluding UK)","Ireland","35 and over","All","10","0"," "
"2019","International","EU (excluding UK)","Italy","35 and over","All","5","5"," "
"2020","International","EU (excluding UK)","Italy","35 and over","All","10","0"," "
"2021","International","EU (excluding UK)","Italy","35 and over","All","10","0"," "
"2022","International","EU (excluding UK)","Italy","35 and over","All","10","0"," "
"2023","International","EU (excluding UK)","Italy","35 and over","All","15","0"," "
"2020","International","EU (excluding UK)","Malta","35 and over","All","5","0"," "
"2019","International","EU (excluding UK)","Netherlands","35 and over","All","5","0"," "
"2020","International","EU (excluding UK)","Portugal","35 and over","All","5","0"," "
"2022","International","EU (excluding UK)","Portugal","35 and over","All","5","0"," "
"2022","International","EU (excluding UK)","Romania","35 and over","All","5","0"," "
"2019","International","EU (excluding UK)","Spain","35 and over","All","5","0"," "
"2020","International","EU (excluding UK)","Spain","35 and over","All","5","0"," "
"2021","International","EU (excluding UK)","Spain","35 and over","All","5","0"," "
"2022","International","EU (excluding UK)","Spain","35 and over","All","10","0"," "
"2020","International","EU (excluding UK)","Estonia","35 and over","All","5","0"," "
"2019","International","EU (excluding UK)","Cyprus (European Union)","35 and over","All","5","0"," "
"2019","International","Not EU","Cameroon","35 and over","All","5","0"," "
"2022","International","Not EU","Cameroon","35 and over","All","5","0"," "
"2019","International","Not EU","Canada","35 and over","All","5","0"," "
"2020","International","Not EU","Canada","35 and over","All","5","0"," "
"2023","International","Not EU","Sri Lanka","35 and over","All","5","0"," "
"2019","International","Not EU","China","35 and over","All","5","0"," "
"2021","International","Not EU","China","35 and over","All","5","0"," "
"2022","International","Not EU","Gambia","35 and over","All","5","0"," "
"2019","International","Not EU","Ghana","35 and over","All","5","0"," "
"2021","International","Not EU","Ghana","35 and over","All","5","0"," "
"2022","International","Not EU","Ghana","35 and over","All","5","0"," "
"2021","International","Not EU","Hong Kong","35 and over","All","5","0"," "
"2022","International","Not EU","Hong Kong","35 and over","All","5","0"," "
"2019","International","Not EU","India","35 and over","All","5","0"," "
"2021","International","Not EU","India","35 and over","All","5","0"," "
"2022","International","Not EU","India","35 and over","All","10","5"," "
"2023","International","Not EU","India","35 and over","All","10","0"," "
"2022","International","Not EU","Korea, Republic of","35 and over","All","5","0"," "
"2023","International","Not EU","Mexico","35 and over","All","5","0"," "
"2020","International","Not EU","Oman","35 and over","All","5","0"," "
"2020","International","Not EU","Nigeria","35 and over","All","10","0"," "
"2021","International","Not EU","Nigeria","35 and over","All","25","0"," "
"2022","International","Not EU","Nigeria","35 and over","All","30","10"," "
"2023","International","Not EU","Nigeria","35 and over","All","35","5"," "
"2021","International","Not EU","Pakistan","35 and over","All","5","0"," "
"2022","International","Not EU","Pakistan","35 and over","All","5","0"," "
"2021","International","Not EU","Qatar","35 and over","All","5","0"," "
"2023","International","Not EU","Zimbabwe","35 and over","All","5","0"," "
"2022","International","Not EU","Saudi Arabia","35 and over","All","5","0"," "
"2022","International","Not EU","Singapore","35 and over","All","5","0"," "
"2022","International","Not EU","South Africa","35 and over","All","5","0"," "
"2020","International","Not EU","Switzerland","35 and over","All","5","0"," "
"2022","International","Not EU","Switzerland","35 and over","All","5","0"," "
"2022","International","Not EU","Tanzania, United Republic of","35 and over","All","5","0"," "
"2022","International","Not EU","Thailand","35 and over","All","10","5"," "
"2023","International","Not EU","Thailand","35 and over","All","5","0"," "
"2019","International","Not EU","United Arab Emirates","35 and over","All","5","0"," "
"2020","International","Not EU","United Arab Emirates","35 and over","All","5","0"," "
"2022","International","Not EU","United Arab Emirates","35 and over","All","5","0"," "
"2023","International","Not EU","United Arab Emirates","35 and over","All","10","0"," "
"2023","International","Not EU","Turkey","35 and over","All","5","0"," "
"2021","International","Not EU","Uganda","35 and over","All","5","0"," "
"2019","International","Not EU","Egypt","35 and over","All","5","0"," "
"2020","International","Not EU","United States of America","35 and over","All","5","0"," "
"2021","International","Not EU","United States of America","35 and over","All","10","0"," "
"2022","International","Not EU","United States of America","35 and over","All","10","0"," "
"2022","International","Not EU","Vietnam [Viet Nam]","35 and over","All","5","0"," "
"2019","International","Not EU","Not Known","35 and over","All","5","0"," "
"2020","UK","England","All","18","All","5","0"," "
"2022","UK","England","All","18","All","10","0"," "
"2023","UK","England","All","18","All","5","0"," "
"2019","UK","Scotland","All","18","All","20","0"," "
"2020","UK","Scotland","All","18","All","25","0"," "
"2021","UK","Scotland","All","18","All","20","0"," "
"2022","UK","Scotland","All","18","All","20","0"," "
"2023","UK","Scotland","All","18","All","30","0"," "
"2020","UK","Wales","All","18","All","5","0"," "
"2022","UK","Wales","All","18","All","20","0"," "
"2023","UK","Wales","All","18","All","5","0"," "
"2022","UK","England","All","19","All","5","0"," "
"2019","UK","Scotland","All","19","All","10","0"," "
"2020","UK","Scotland","All","19","All","5","0"," "
"2021","UK","Scotland","All","19","All","10","0"," "
"2022","UK","Scotland","All","19","All","15","0"," "
"2023","UK","Scotland","All","19","All","10","0"," "
"2020","International","EU (excluding UK)","All","19","All","5","0"," "
"2019","UK","Scotland","All","20","All","15","0"," "
"2020","UK","Scotland","All","20","All","15","0"," "
"2021","UK","Scotland","All","20","All","25","0"," "
"2022","UK","Scotland","All","20","All","20","0"," "
"2023","UK","Scotland","All","20","All","15","0"," "
"2023","UK","Wales","All","20","All","5","0"," "
"2019","International","EU (excluding UK)","All","20","All","10","0"," "
"2020","International","EU (excluding UK)","All","20","All","10","0"," "
"2019","UK","Northern Ireland","All","21 - 24","All","190","30","0.147"
"2020","UK","Northern Ireland","All","21 - 24","All","130","25","0.177"
"2021","UK","Northern Ireland","All","21 - 24","All","230","35","0.152"
"2022","UK","Northern Ireland","All","21 - 24","All","180","55","0.306"
"2023","UK","Northern Ireland","All","21 - 24","All","85","15","0.2"
"2019","UK","England","All","21 - 24","All","195","55","0.28200000000000003"
"2020","UK","England","All","21 - 24","All","125","30","0.248"
"2021","UK","England","All","21 - 24","All","255","60","0.23900000000000002"
"2022","UK","England","All","21 - 24","All","335","130","0.388"
"2023","UK","England","All","21 - 24","All","265","115","0.442"
"2019","UK","Scotland","All","21 - 24","All","5700","1320","0.232"
"2020","UK","Scotland","All","21 - 24","All","5980","1400","0.234"
"2021","UK","Scotland","All","21 - 24","All","7875","1615","0.20500000000000002"
"2022","UK","Scotland","All","21 - 24","All","5800","1505","0.26"
"2023","UK","Scotland","All","21 - 24","All","4850","1425","0.294"
"2019","UK","Wales","All","21 - 24","All","5","0"," "
"2020","UK","Wales","All","21 - 24","All","15","0"," "
"2021","UK","Wales","All","21 - 24","All","5","0"," "
"2022","UK","Wales","All","21 - 24","All","1450","755","0.52"
"2023","UK","Wales","All","21 - 24","All","1345","685","0.511"
"2019","International","Not EU","All","21 - 24","All","45","10","0.222"
"2020","International","Not EU","All","21 - 24","All","85","25","0.294"
"2021","International","Not EU","All","21 - 24","All","45","10"," "
"2022","International","Not EU","All","21 - 24","All","60","15","0.25"
"2023","International","Not EU","All","21 - 24","All","90","15","0.14400000000000002"
"2019","International","EU (excluding UK)","All","21 - 24","All","430","70","0.165"
"2020","International","EU (excluding UK)","All","21 - 24","All","460","95","0.209"
"2021","International","EU (excluding UK)","All","21 - 24","All","290","55","0.183"
"2022","International","EU (excluding UK)","All","21 - 24","All","205","40","0.195"
"2023","International","EU (excluding UK)","All","21 - 24","All","165","35","0.20600000000000002"
"2019","UK","Northern Ireland","All","25 - 29","All","100","20","0.22"
"2020","UK","Northern Ireland","All","25 - 29","All","65","10","0.154"
"2021","UK","Northern Ireland","All","25 - 29","All","90","15","0.178"
"2022","UK","Northern Ireland","All","25 - 29","All","45","15","0.289"
"2023","UK","Northern Ireland","All","25 - 29","All","50","10","0.2"
"2019","UK","England","All","25 - 29","All","80","20","0.275"
"2020","UK","England","All","25 - 29","All","90","25","0.256"
"2021","UK","England","All","25 - 29","All","140","35","0.264"
"2022","UK","England","All","25 - 29","All","115","20","0.183"
"2023","UK","England","All","25 - 29","All","70","25","0.386"
"2019","UK","Scotland","All","25 - 29","All","4615","1040","0.225"
"2020","UK","Scotland","All","25 - 29","All","4540","1075","0.23700000000000002"
"2021","UK","Scotland","All","25 - 29","All","6010","1215","0.202"
"2022","UK","Scotland","All","25 - 29","All","4210","1075","0.255"
"2023","UK","Scotland","All","25 - 29","All","3060","835","0.273"
"2019","UK","Wales","All","25 - 29","All","10","0"," "
"2020","UK","Wales","All","25 - 29","All","15","0"," "
"2021","UK","Wales","All","25 - 29","All","5","0"," "
"2022","UK","Wales","All","25 - 29","All","530","280","0.526"
"2023","UK","Wales","All","25 - 29","All","465","240","0.512"
"2019","International","Not EU","All","25 - 29","All","60","15","0.267"
"2020","International","Not EU","All","25 - 29","All","60","15","0.267"
"2021","International","Not EU","All","25 - 29","All","70","20","0.257"
"2022","International","Not EU","All","25 - 29","All","125","30","0.224"
"2023","International","Not EU","All","25 - 29","All","80","20","0.275"
"2019","International","EU (excluding UK)","All","25 - 29","All","200","35","0.165"
"2020","International","EU (excluding UK)","All","25 - 29","All","295","60","0.197"
"2021","International","EU (excluding UK)","All","25 - 29","All","195","35","0.19"
"2022","International","EU (excluding UK)","All","25 - 29","All","140","45","0.336"
"2023","International","EU (excluding UK)","All","25 - 29","All","70","15","0.186"
"2019","UK","Northern Ireland","All","30 - 34","All","5","0"," "
"2020","UK","Northern Ireland","All","30 - 34","All","15","5"," "
"2021","UK","Northern Ireland","All","30 - 34","All","15","0"," "
"2022","UK","Northern Ireland","All","30 - 34","All","20","5"," "
"2023","UK","Northern Ireland","All","30 - 34","All","10","0"," "
"2019","UK","England","All","30 - 34","All","35","10","0.314"
"2020","UK","England","All","30 - 34","All","45","20","0.422"
"2021","UK","England","All","30 - 34","All","55","5"," "
"2022","UK","England","All","30 - 34","All","50","10","0.2"
"2023","UK","England","All","30 - 34","All","30","10","0.333"
"2019","UK","Scotland","All","30 - 34","All","1845","425","0.229"
"2020","UK","Scotland","All","30 - 34","All","1950","475","0.244"
"2021","UK","Scotland","All","30 - 34","All","2285","475","0.20700000000000002"
"2022","UK","Scotland","All","30 - 34","All","1710","455","0.266"
"2023","UK","Scotland","All","30 - 34","All","1240","350","0.281"
"2019","UK","Wales","All","30 - 34","All","5","0"," "
"2022","UK","Wales","All","30 - 34","All","190","100","0.526"
"2023","UK","Wales","All","30 - 34","All","155","80","0.529"
"2019","International","Not EU","All","30 - 34","All","40","10","0.25"
"2020","International","Not EU","All","30 - 34","All","45","10","0.222"
"2021","International","Not EU","All","30 - 34","All","30","5"," "
"2022","International","Not EU","All","30 - 34","All","90","30","0.34400000000000003"
"2023","International","Not EU","All","30 - 34","All","60","10"," "
"2019","International","EU (excluding UK)","All","30 - 34","All","120","25","0.2"
"2020","International","EU (excluding UK)","All","30 - 34","All","95","25","0.274"
"2021","International","EU (excluding UK)","All","30 - 34","All","55","5"," "
"2022","International","EU (excluding UK)","All","30 - 34","All","35","10"," "
"2023","International","EU (excluding UK)","All","30 - 34","All","25","5"," "
"2019","UK","Northern Ireland","All","35 and over","All","10","0"," "
"2020","UK","Northern Ireland","All","35 and over","All","5","0"," "
