"Year","Domicile UK International","Domicile","Domicile named country","Age group","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2023","International","Not EU","China","25 - 29","Male","5","0"," "
"2021","International","Not EU","Hong Kong","25 - 29","Male","5","0"," "
"2022","International","Not EU","Hong Kong","25 - 29","Male","5","0"," "
"2020","International","Not EU","Indonesia","25 - 29","Male","5","0"," "
"2022","International","Not EU","Japan","25 - 29","Male","5","0"," "
"2022","International","Not EU","Nigeria","25 - 29","Male","10","5"," "
"2020","International","Not EU","Thailand","25 - 29","Male","5","0"," "
"2022","International","Not EU","Thailand","25 - 29","Male","5","0"," "
"2020","International","Not EU","United States of America","25 - 29","Male","5","5"," "
"2022","International","Not EU","United States of America","25 - 29","Male","5","0"," "
"2021","International","Not EU","Vietnam [Viet Nam]","25 - 29","Male","5","0"," "
"2019","UK","England","England","30 - 34","Male","10","5"," "
"2020","UK","England","England","30 - 34","Male","25","10","0.44"
"2021","UK","England","England","30 - 34","Male","25","0"," "
"2022","UK","England","England","30 - 34","Male","15","5"," "
"2023","UK","England","England","30 - 34","Male","20","5"," "
"2020","UK","Northern Ireland","Northern Ireland","30 - 34","Male","10","0"," "
"2021","UK","Northern Ireland","Northern Ireland","30 - 34","Male","10","0"," "
"2022","UK","Northern Ireland","Northern Ireland","30 - 34","Male","10","5"," "
"2023","UK","Northern Ireland","Northern Ireland","30 - 34","Male","5","0"," "
"2019","UK","Scotland","Scotland","30 - 34","Male","600","135","0.223"
"2020","UK","Scotland","Scotland","30 - 34","Male","615","135","0.216"
"2021","UK","Scotland","Scotland","30 - 34","Male","725","165","0.228"
"2022","UK","Scotland","Scotland","30 - 34","Male","670","180","0.27"
"2023","UK","Scotland","Scotland","30 - 34","Male","415","115","0.272"
"2019","UK","Wales","Wales","30 - 34","Male","5","0"," "
"2022","UK","Wales","Wales","30 - 34","Male","75","35","0.493"
"2023","UK","Wales","Wales","30 - 34","Male","45","20","0.489"
"2020","International","EU (excluding UK)","France","30 - 34","Male","5","0"," "
"2020","International","EU (excluding UK)","Germany","30 - 34","Male","5","0"," "
"2019","International","EU (excluding UK)","Hungary","30 - 34","Male","5","0"," "
"2019","International","EU (excluding UK)","Ireland","30 - 34","Male","35","5"," "
"2020","International","EU (excluding UK)","Ireland","30 - 34","Male","30","10"," "
"2021","International","EU (excluding UK)","Ireland","30 - 34","Male","20","0"," "
"2022","International","EU (excluding UK)","Ireland","30 - 34","Male","10","5"," "
"2023","International","EU (excluding UK)","Ireland","30 - 34","Male","10","0"," "
"2019","International","EU (excluding UK)","Italy","30 - 34","Male","5","0"," "
"2020","International","EU (excluding UK)","Italy","30 - 34","Male","5","0"," "
"2020","International","EU (excluding UK)","Spain","30 - 34","Male","5","5"," "
"2019","International","Not EU","China","30 - 34","Male","5","0"," "
"2020","International","Not EU","China","30 - 34","Male","5","0"," "
"2022","International","Not EU","China","30 - 34","Male","10","0"," "
"2022","International","Not EU","Taiwan","30 - 34","Male","5","0"," "
"2022","International","Not EU","India","30 - 34","Male","10","5"," "
"2019","International","Not EU","Japan","30 - 34","Male","5","0"," "
"2021","International","Not EU","Oman","30 - 34","Male","5","0"," "
"2019","International","Not EU","Nigeria","30 - 34","Male","5","0"," "
"2022","International","Not EU","Nigeria","30 - 34","Male","5","0"," "
"2023","International","Not EU","South Africa","30 - 34","Male","5","0"," "
"2020","International","Not EU","United States of America","30 - 34","Male","10","5"," "
"2022","International","Not EU","United States of America","30 - 34","Male","15","0"," "
"2019","UK","England","England","35 and over","Male","10","0"," "
"2020","UK","England","England","35 and over","Male","10","0"," "
"2021","UK","England","England","35 and over","Male","15","5"," "
"2022","UK","England","England","35 and over","Male","5","0"," "
"2023","UK","England","England","35 and over","Male","10","5"," "
"2021","UK","Northern Ireland","Northern Ireland","35 and over","Male","5","5"," "
"2022","UK","Northern Ireland","Northern Ireland","35 and over","Male","10","5"," "
"2023","UK","Northern Ireland","Northern Ireland","35 and over","Male","5","0"," "
"2019","UK","Scotland","Scotland","35 and over","Male","945","215","0.226"
"2020","UK","Scotland","Scotland","35 and over","Male","840","220","0.26"
"2021","UK","Scotland","Scotland","35 and over","Male","990","210","0.21"
"2022","UK","Scotland","Scotland","35 and over","Male","730","185","0.252"
"2023","UK","Scotland","Scotland","35 and over","Male","555","145","0.263"
"2019","UK","Wales","Wales","35 and over","Male","5","0"," "
"2022","UK","Wales","Wales","35 and over","Male","65","35","0.554"
"2023","UK","Wales","Wales","35 and over","Male","45","25","0.556"
"2019","International","EU (excluding UK)","Ireland","35 and over","Male","5","0"," "
"2021","International","EU (excluding UK)","Ireland","35 and over","Male","10","0"," "
"2022","International","EU (excluding UK)","Ireland","35 and over","Male","5","0"," "
"2023","International","EU (excluding UK)","Ireland","35 and over","Male","5","0"," "
"2019","International","EU (excluding UK)","Italy","35 and over","Male","5","5"," "
"2020","International","EU (excluding UK)","Italy","35 and over","Male","5","0"," "
"2021","International","EU (excluding UK)","Italy","35 and over","Male","10","0"," "
"2022","International","EU (excluding UK)","Italy","35 and over","Male","10","0"," "
"2023","International","EU (excluding UK)","Italy","35 and over","Male","15","0"," "
"2020","International","EU (excluding UK)","Malta","35 and over","Male","5","0"," "
"2020","International","EU (excluding UK)","Spain","35 and over","Male","5","0"," "
"2021","International","EU (excluding UK)","Spain","35 and over","Male","5","0"," "
"2019","International","EU (excluding UK)","Cyprus (European Union)","35 and over","Male","5","0"," "
"2019","International","Not EU","Cameroon","35 and over","Male","5","0"," "
"2022","International","Not EU","Cameroon","35 and over","Male","5","0"," "
"2021","International","Not EU","China","35 and over","Male","5","0"," "
"2022","International","Not EU","Gambia","35 and over","Male","5","0"," "
"2019","International","Not EU","Ghana","35 and over","Male","5","0"," "
"2021","International","Not EU","Ghana","35 and over","Male","5","0"," "
"2022","International","Not EU","Ghana","35 and over","Male","5","0"," "
"2021","International","Not EU","Hong Kong","35 and over","Male","5","0"," "
"2022","International","Not EU","India","35 and over","Male","5","0"," "
"2023","International","Not EU","Mexico","35 and over","Male","5","0"," "
"2021","International","Not EU","Nigeria","35 and over","Male","15","0"," "
"2022","International","Not EU","Nigeria","35 and over","Male","15","5"," "
"2023","International","Not EU","Nigeria","35 and over","Male","15","0"," "
"2022","International","Not EU","Pakistan","35 and over","Male","5","0"," "
"2023","International","Not EU","Zimbabwe","35 and over","Male","5","0"," "
"2020","International","Not EU","Switzerland","35 and over","Male","5","0"," "
"2022","International","Not EU","Thailand","35 and over","Male","10","5"," "
"2023","International","Not EU","Thailand","35 and over","Male","5","0"," "
"2020","International","Not EU","United Arab Emirates","35 and over","Male","5","0"," "
"2019","International","Not EU","Egypt","35 and over","Male","5","0"," "
"2021","International","Not EU","United States of America","35 and over","Male","5","0"," "
"2022","International","Not EU","United States of America","35 and over","Male","5","0"," "
"2022","International","Not EU","Vietnam [Viet Nam]","35 and over","Male","5","0"," "
"2019","International","Not EU","Not Known","35 and over","Male","5","0"," "
"2020","UK","England","All","18","Female","5","0"," "
"2022","UK","England","All","18","Female","5","0"," "
"2019","UK","Scotland","All","18","Female","15","0"," "
"2020","UK","Scotland","All","18","Female","25","0"," "
"2021","UK","Scotland","All","18","Female","15","0"," "
"2022","UK","Scotland","All","18","Female","20","0"," "
"2023","UK","Scotland","All","18","Female","20","0"," "
"2020","UK","Wales","All","18","Female","5","0"," "
"2022","UK","Wales","All","18","Female","15","0"," "
"2019","UK","Scotland","All","19","Female","5","0"," "
"2021","UK","Scotland","All","19","Female","10","0"," "
"2022","UK","Scotland","All","19","Female","10","0"," "
"2023","UK","Scotland","All","19","Female","10","0"," "
"2020","International","EU (excluding UK)","All","19","Female","5","0"," "
"2019","UK","Scotland","All","20","Female","10","0"," "
"2020","UK","Scotland","All","20","Female","10","0"," "
"2021","UK","Scotland","All","20","Female","25","0"," "
"2022","UK","Scotland","All","20","Female","15","0"," "
"2023","UK","Scotland","All","20","Female","5","0"," "
"2019","International","EU (excluding UK)","All","20","Female","10","0"," "
"2020","International","EU (excluding UK)","All","20","Female","10","0"," "
"2019","UK","Northern Ireland","All","21 - 24","Female","150","25","0.16"
"2020","UK","Northern Ireland","All","21 - 24","Female","110","25","0.209"
"2021","UK","Northern Ireland","All","21 - 24","Female","165","30","0.188"
"2022","UK","Northern Ireland","All","21 - 24","Female","110","30","0.273"
"2023","UK","Northern Ireland","All","21 - 24","Female","70","10","0.171"
"2019","UK","England","All","21 - 24","Female","145","45","0.297"
"2020","UK","England","All","21 - 24","Female","85","20","0.23500000000000001"
"2021","UK","England","All","21 - 24","Female","200","50","0.255"
"2022","UK","England","All","21 - 24","Female","225","95","0.431"
"2023","UK","England","All","21 - 24","Female","185","80","0.427"
"2019","UK","Scotland","All","21 - 24","Female","4260","1020","0.23900000000000002"
"2020","UK","Scotland","All","21 - 24","Female","4635","1090","0.23500000000000001"
"2021","UK","Scotland","All","21 - 24","Female","5970","1230","0.20600000000000002"
"2022","UK","Scotland","All","21 - 24","Female","4365","1190","0.273"
"2023","UK","Scotland","All","21 - 24","Female","3730","1140","0.306"
"2019","UK","Wales","All","21 - 24","Female","5","0"," "
"2020","UK","Wales","All","21 - 24","Female","15","0"," "
"2022","UK","Wales","All","21 - 24","Female","1080","580","0.537"
"2023","UK","Wales","All","21 - 24","Female","1005","510","0.506"
"2019","International","Not EU","All","21 - 24","Female","35","10"," "
"2020","International","Not EU","All","21 - 24","Female","70","20","0.314"
"2021","International","Not EU","All","21 - 24","Female","40","10"," "
"2022","International","Not EU","All","21 - 24","Female","45","15","0.289"
"2023","International","Not EU","All","21 - 24","Female","65","10"," "
"2019","International","EU (excluding UK)","All","21 - 24","Female","335","60","0.17300000000000001"
"2020","International","EU (excluding UK)","All","21 - 24","Female","365","75","0.20800000000000002"
"2021","International","EU (excluding UK)","All","21 - 24","Female","250","45","0.188"
"2022","International","EU (excluding UK)","All","21 - 24","Female","140","30","0.229"
"2023","International","EU (excluding UK)","All","21 - 24","Female","140","35","0.23600000000000002"
"2019","UK","Northern Ireland","All","25 - 29","Female","65","15","0.231"
"2020","UK","Northern Ireland","All","25 - 29","Female","45","10"," "
"2021","UK","Northern Ireland","All","25 - 29","Female","60","15","0.217"
"2022","UK","Northern Ireland","All","25 - 29","Female","35","10","0.28600000000000003"
"2023","UK","Northern Ireland","All","25 - 29","Female","40","5"," "
"2019","UK","England","All","25 - 29","Female","45","10","0.244"
"2020","UK","England","All","25 - 29","Female","60","15","0.28300000000000003"
"2021","UK","England","All","25 - 29","Female","110","25","0.23600000000000002"
"2022","UK","England","All","25 - 29","Female","75","10","0.16"
"2023","UK","England","All","25 - 29","Female","40","15","0.425"
"2019","UK","Scotland","All","25 - 29","Female","3320","755","0.228"
"2020","UK","Scotland","All","25 - 29","Female","3115","750","0.241"
"2021","UK","Scotland","All","25 - 29","Female","4225","900","0.213"
"2022","UK","Scotland","All","25 - 29","Female","2920","765","0.262"
"2023","UK","Scotland","All","25 - 29","Female","2020","570","0.28300000000000003"
"2019","UK","Wales","All","25 - 29","Female","5","0"," "
"2020","UK","Wales","All","25 - 29","Female","5","0"," "
"2021","UK","Wales","All","25 - 29","Female","5","0"," "
"2022","UK","Wales","All","25 - 29","Female","355","195","0.549"
"2023","UK","Wales","All","25 - 29","Female","305","155","0.515"
"2019","International","Not EU","All","25 - 29","Female","55","15","0.23600000000000002"
"2020","International","Not EU","All","25 - 29","Female","45","10","0.267"
"2021","International","Not EU","All","25 - 29","Female","55","15","0.273"
"2022","International","Not EU","All","25 - 29","Female","65","15","0.215"
"2023","International","Not EU","All","25 - 29","Female","55","15","0.255"
"2019","International","EU (excluding UK)","All","25 - 29","Female","145","25","0.179"
"2020","International","EU (excluding UK)","All","25 - 29","Female","235","50","0.20400000000000001"
"2021","International","EU (excluding UK)","All","25 - 29","Female","155","30","0.187"
"2022","International","EU (excluding UK)","All","25 - 29","Female","120","40","0.342"
"2023","International","EU (excluding UK)","All","25 - 29","Female","60","10","0.2"
"2019","UK","Northern Ireland","All","30 - 34","Female","5","0"," "
"2020","UK","Northern Ireland","All","30 - 34","Female","5","0"," "
"2021","UK","Northern Ireland","All","30 - 34","Female","10","0"," "
"2022","UK","Northern Ireland","All","30 - 34","Female","10","0"," "
"2023","UK","Northern Ireland","All","30 - 34","Female","5","0"," "
"2019","UK","England","All","30 - 34","Female","25","5"," "
"2020","UK","England","All","30 - 34","Female","20","10"," "
"2021","UK","England","All","30 - 34","Female","35","5"," "
"2022","UK","England","All","30 - 34","Female","35","5"," "
"2023","UK","England","All","30 - 34","Female","10","5"," "
"2019","UK","Scotland","All","30 - 34","Female","1245","290","0.232"
"2020","UK","Scotland","All","30 - 34","Female","1335","340","0.256"
"2021","UK","Scotland","All","30 - 34","Female","1555","310","0.199"
"2022","UK","Scotland","All","30 - 34","Female","1040","275","0.263"
"2023","UK","Scotland","All","30 - 34","Female","825","235","0.28500000000000003"
"2022","UK","Wales","All","30 - 34","Female","115","65","0.548"
"2023","UK","Wales","All","30 - 34","Female","110","60","0.545"
"2019","International","Not EU","All","30 - 34","Female","30","10"," "
"2020","International","Not EU","All","30 - 34","Female","30","5"," "
"2021","International","Not EU","All","30 - 34","Female","25","5"," "
"2022","International","Not EU","All","30 - 34","Female","50","20","0.44"
"2023","International","Not EU","All","30 - 34","Female","50","5"," "
"2019","International","EU (excluding UK)","All","30 - 34","Female","75","15","0.2"
"2020","International","EU (excluding UK)","All","30 - 34","Female","45","10","0.222"
"2021","International","EU (excluding UK)","All","30 - 34","Female","35","5"," "
"2022","International","EU (excluding UK)","All","30 - 34","Female","25","5"," "
"2023","International","EU (excluding UK)","All","30 - 34","Female","15","5"," "
"2019","UK","Northern Ireland","All","35 and over","Female","10","0"," "
"2020","UK","Northern Ireland","All","35 and over","Female","5","0"," "
"2021","UK","Northern Ireland","All","35 and over","Female","5","0"," "
"2022","UK","Northern Ireland","All","35 and over","Female","5","0"," "
"2023","UK","Northern Ireland","All","35 and over","Female","5","0"," "
"2019","UK","England","All","35 and over","Female","30","5"," "
"2020","UK","England","All","35 and over","Female","15","10"," "
"2021","UK","England","All","35 and over","Female","30","15","0.433"
"2022","UK","England","All","35 and over","Female","20","10"," "
"2023","UK","England","All","35 and over","Female","10","5"," "
"2019","UK","Scotland","All","35 and over","Female","2005","465","0.231"
"2020","UK","Scotland","All","35 and over","Female","2145","555","0.258"
"2021","UK","Scotland","All","35 and over","Female","2340","480","0.20600000000000002"
"2022","UK","Scotland","All","35 and over","Female","1705","440","0.257"
"2023","UK","Scotland","All","35 and over","Female","1410","450","0.319"
"2022","UK","Wales","All","35 and over","Female","140","70","0.486"
"2023","UK","Wales","All","35 and over","Female","125","65","0.504"
"2019","International","Not EU","All","35 and over","Female","25","5"," "
"2020","International","Not EU","All","35 and over","Female","25","5"," "
"2021","International","Not EU","All","35 and over","Female","35","5"," "
"2022","International","Not EU","All","35 and over","Female","65","5"," "
"2023","International","Not EU","All","35 and over","Female","45","5"," "
"2019","International","EU (excluding UK)","All","35 and over","Female","35","10"," "
"2020","International","EU (excluding UK)","All","35 and over","Female","35","5"," "
"2021","International","EU (excluding UK)","All","35 and over","Female","10","0"," "
"2022","International","EU (excluding UK)","All","35 and over","Female","20","5"," "
"2023","International","EU (excluding UK)","All","35 and over","Female","15","5"," "
"2023","UK","England","All","18","Male","5","0"," "
"2019","UK","Scotland","All","18","Male","5","0"," "
"2020","UK","Scotland","All","18","Male","5","0"," "
"2021","UK","Scotland","All","18","Male","5","0"," "
"2022","UK","Scotland","All","18","Male","5","0"," "
"2023","UK","Scotland","All","18","Male","10","0"," "
"2022","UK","Wales","All","18","Male","5","0"," "
"2023","UK","Wales","All","18","Male","5","0"," "
"2022","UK","Scotland","All","19","Male","5","0"," "
"2021","UK","Scotland","All","20","Male","5","0"," "
"2022","UK","Scotland","All","20","Male","5","0"," "
"2023","UK","Scotland","All","20","Male","10","0"," "
"2023","UK","Wales","All","20","Male","5","0"," "
"2019","UK","Northern Ireland","All","21 - 24","Male","40","5"," "
"2020","UK","Northern Ireland","All","21 - 24","Male","20","0"," "
"2021","UK","Northern Ireland","All","21 - 24","Male","65","5"," "
"2022","UK","Northern Ireland","All","21 - 24","Male","70","25","0.357"
"2023","UK","Northern Ireland","All","21 - 24","Male","15","5"," "
"2019","UK","England","All","21 - 24","Male","50","10","0.24"
"2020","UK","England","All","21 - 24","Male","45","10","0.244"
"2021","UK","England","All","21 - 24","Male","55","10","0.182"
"2022","UK","England","All","21 - 24","Male","110","35","0.3"
"2023","UK","England","All","21 - 24","Male","80","40","0.47500000000000003"
"2019","UK","Scotland","All","21 - 24","Male","1440","300","0.20800000000000002"
"2020","UK","Scotland","All","21 - 24","Male","1345","310","0.23"
"2021","UK","Scotland","All","21 - 24","Male","1900","385","0.203"
"2022","UK","Scotland","All","21 - 24","Male","1435","315","0.219"
"2023","UK","Scotland","All","21 - 24","Male","1120","285","0.253"
"2021","UK","Wales","All","21 - 24","Male","5","0"," "
"2022","UK","Wales","All","21 - 24","Male","365","175","0.47700000000000004"
"2023","UK","Wales","All","21 - 24","Male","340","180","0.524"
"2019","International","Not EU","All","21 - 24","Male","10","0"," "
"2020","International","Not EU","All","21 - 24","Male","15","5"," "
"2021","International","Not EU","All","21 - 24","Male","5","0"," "
"2022","International","Not EU","All","21 - 24","Male","15","0"," "
"2023","International","Not EU","All","21 - 24","Male","25","5"," "
"2019","International","EU (excluding UK)","All","21 - 24","Male","95","15","0.137"
"2020","International","EU (excluding UK)","All","21 - 24","Male","95","20","0.211"
"2021","International","EU (excluding UK)","All","21 - 24","Male","40","5"," "
"2022","International","EU (excluding UK)","All","21 - 24","Male","65","10"," "
"2023","International","EU (excluding UK)","All","21 - 24","Male","25","0"," "
"2019","UK","Northern Ireland","All","25 - 29","Male","30","5"," "
"2020","UK","Northern Ireland","All","25 - 29","Male","20","0"," "
"2021","UK","Northern Ireland","All","25 - 29","Male","30","5"," "
"2022","UK","Northern Ireland","All","25 - 29","Male","10","5"," "
"2023","UK","Northern Ireland","All","25 - 29","Male","10","5"," "
"2019","UK","England","All","25 - 29","Male","35","10","0.314"
"2020","UK","England","All","25 - 29","Male","30","5"," "
"2021","UK","England","All","25 - 29","Male","30","10","0.367"
"2022","UK","England","All","25 - 29","Male","40","10"," "
"2023","UK","England","All","25 - 29","Male","30","10","0.333"
"2019","UK","Scotland","All","25 - 29","Male","1290","285","0.219"
"2020","UK","Scotland","All","25 - 29","Male","1425","325","0.228"
"2021","UK","Scotland","All","25 - 29","Male","1785","315","0.177"
"2022","UK","Scotland","All","25 - 29","Male","1295","310","0.23900000000000002"
"2023","UK","Scotland","All","25 - 29","Male","1040","265","0.255"
"2019","UK","Wales","All","25 - 29","Male","5","0"," "
"2020","UK","Wales","All","25 - 29","Male","10","0"," "
"2022","UK","Wales","All","25 - 29","Male","175","85","0.48"
"2023","UK","Wales","All","25 - 29","Male","160","80","0.506"
"2019","International","Not EU","All","25 - 29","Male","5","5"," "
"2020","International","Not EU","All","25 - 29","Male","15","5"," "
"2021","International","Not EU","All","25 - 29","Male","15","5"," "
"2022","International","Not EU","All","25 - 29","Male","60","15","0.233"
"2023","International","Not EU","All","25 - 29","Male","25","10"," "
"2019","International","EU (excluding UK)","All","25 - 29","Male","55","5"," "
"2020","International","EU (excluding UK)","All","25 - 29","Male","60","10","0.167"
"2021","International","EU (excluding UK)","All","25 - 29","Male","40","10"," "
"2022","International","EU (excluding UK)","All","25 - 29","Male","20","5"," "
"2023","International","EU (excluding UK)","All","25 - 29","Male","5","0"," "
"2020","UK","Northern Ireland","All","30 - 34","Male","10","0"," "
"2021","UK","Northern Ireland","All","30 - 34","Male","10","0"," "
"2022","UK","Northern Ireland","All","30 - 34","Male","10","5"," "
"2023","UK","Northern Ireland","All","30 - 34","Male","5","0"," "
"2019","UK","England","All","30 - 34","Male","10","5"," "
"2020","UK","England","All","30 - 34","Male","25","10","0.44"
"2021","UK","England","All","30 - 34","Male","25","0"," "
"2022","UK","England","All","30 - 34","Male","15","5"," "
"2023","UK","England","All","30 - 34","Male","20","5"," "
"2019","UK","Scotland","All","30 - 34","Male","600","135","0.223"
"2020","UK","Scotland","All","30 - 34","Male","615","135","0.216"
"2021","UK","Scotland","All","30 - 34","Male","725","165","0.228"
"2022","UK","Scotland","All","30 - 34","Male","670","180","0.27"
"2023","UK","Scotland","All","30 - 34","Male","415","115","0.272"
"2019","UK","Wales","All","30 - 34","Male","5","0"," "
"2022","UK","Wales","All","30 - 34","Male","75","35","0.493"
"2023","UK","Wales","All","30 - 34","Male","45","20","0.489"
"2019","International","Not EU","All","30 - 34","Male","15","0"," "
"2020","International","Not EU","All","30 - 34","Male","20","5"," "
"2021","International","Not EU","All","30 - 34","Male","5","0"," "
"2022","International","Not EU","All","30 - 34","Male","40","10"," "
"2023","International","Not EU","All","30 - 34","Male","10","0"," "
"2019","International","EU (excluding UK)","All","30 - 34","Male","45","10"," "
"2020","International","EU (excluding UK)","All","30 - 34","Male","50","15","0.32"
"2021","International","EU (excluding UK)","All","30 - 34","Male","20","0"," "
"2022","International","EU (excluding UK)","All","30 - 34","Male","10","5"," "
"2023","International","EU (excluding UK)","All","30 - 34","Male","10","0"," "
"2021","UK","Northern Ireland","All","35 and over","Male","5","5"," "
"2022","UK","Northern Ireland","All","35 and over","Male","10","5"," "
"2023","UK","Northern Ireland","All","35 and over","Male","5","0"," "
"2019","UK","England","All","35 and over","Male","10","0"," "
"2020","UK","England","All","35 and over","Male","10","0"," "
"2021","UK","England","All","35 and over","Male","15","5"," "
"2022","UK","England","All","35 and over","Male","5","0"," "
"2023","UK","England","All","35 and over","Male","10","5"," "
"2019","UK","Scotland","All","35 and over","Male","945","215","0.226"
"2020","UK","Scotland","All","35 and over","Male","840","220","0.26"
"2021","UK","Scotland","All","35 and over","Male","990","210","0.21"
"2022","UK","Scotland","All","35 and over","Male","730","185","0.252"
"2023","UK","Scotland","All","35 and over","Male","555","145","0.263"
"2019","UK","Wales","All","35 and over","Male","5","0"," "
"2022","UK","Wales","All","35 and over","Male","65","35","0.554"
"2023","UK","Wales","All","35 and over","Male","45","25","0.556"
"2019","International","Not EU","All","35 and over","Male","20","0"," "
"2020","International","Not EU","All","35 and over","Male","10","0"," "
"2021","International","Not EU","All","35 and over","Male","35","5"," "
"2022","International","Not EU","All","35 and over","Male","60","20","0.3"
"2023","International","Not EU","All","35 and over","Male","35","5"," "
"2019","International","EU (excluding UK)","All","35 and over","Male","15","5"," "
"2020","International","EU (excluding UK)","All","35 and over","Male","15","5"," "
"2021","International","EU (excluding UK)","All","35 and over","Male","25","0"," "
"2022","International","EU (excluding UK)","All","35 and over","Male","10","0"," "
"2023","International","EU (excluding UK)","All","35 and over","Male","20","0"," "
"2019","UK","All","All","18","Female","15","0"," "
"2020","UK","All","All","18","Female","30","0"," "
"2021","UK","All","All","18","Female","15","0"," "
"2022","UK","All","All","18","Female","40","0"," "
"2023","UK","All","All","18","Female","25","0"," "
"2019","UK","All","All","19","Female","10","0"," "
"2020","UK","All","All","19","Female","5","0"," "
"2021","UK","All","All","19","Female","10","0"," "
"2022","UK","All","All","19","Female","15","0"," "
"2023","UK","All","All","19","Female","10","0"," "
"2020","International","All","All","19","Female","5","0"," "
"2019","UK","All","All","20","Female","10","0"," "
"2020","UK","All","All","20","Female","15","0"," "
"2021","UK","All","All","20","Female","25","0"," "
"2022","UK","All","All","20","Female","15","0"," "
"2023","UK","All","All","20","Female","5","0"," "
"2019","International","All","All","20","Female","10","0"," "
"2020","International","All","All","20","Female","10","0"," "
"2019","UK","All","All","21 - 24","Female","4555","1090","0.23900000000000002"
"2020","UK","All","All","21 - 24","Female","4845","1135","0.234"
"2021","UK","All","All","21 - 24","Female","6335","1310","0.20700000000000002"
"2022","UK","All","All","21 - 24","Female","5785","1900","0.328"
"2023","UK","All","All","21 - 24","Female","4985","1740","0.34900000000000003"
"2019","International","All","All","21 - 24","Female","375","65","0.179"
"2020","International","All","All","21 - 24","Female","435","100","0.225"
"2021","International","All","All","21 - 24","Female","290","55","0.19"
"2022","International","All","All","21 - 24","Female","185","45","0.243"
"2023","International","All","All","21 - 24","Female","205","40","0.20500000000000002"
"2019","UK","All","All","25 - 29","Female","3440","785","0.228"
"2020","UK","All","All","25 - 29","Female","3225","775","0.241"
"2021","UK","All","All","25 - 29","Female","4400","940","0.214"
"2022","UK","All","All","25 - 29","Female","3385","980","0.29"
"2023","UK","All","All","25 - 29","Female","2405","750","0.312"
"2019","International","All","All","25 - 29","Female","200","40","0.195"
"2020","International","All","All","25 - 29","Female","280","60","0.214"
"2021","International","All","All","25 - 29","Female","210","45","0.21"
"2022","International","All","All","25 - 29","Female","185","55","0.297"
"2023","International","All","All","25 - 29","Female","120","25","0.217"
"2019","UK","All","All","30 - 34","Female","1270","295","0.234"
"2020","UK","All","All","30 - 34","Female","1360","350","0.258"
"2021","UK","All","All","30 - 34","Female","1600","315","0.196"
"2022","UK","All","All","30 - 34","Female","1195","345","0.28700000000000003"
"2023","UK","All","All","30 - 34","Female","950","300","0.315"
"2019","International","All","All","30 - 34","Female","100","25","0.23"
"2020","International","All","All","30 - 34","Female","70","15","0.214"
"2021","International","All","All","30 - 34","Female","60","10"," "
"2022","International","All","All","30 - 34","Female","75","30","0.373"
"2023","International","All","All","30 - 34","Female","65","10","0.169"
"2019","UK","All","All","35 and over","Female","2045","470","0.23"
"2020","UK","All","All","35 and over","Female","2165","560","0.26"
"2021","UK","All","All","35 and over","Female","2375","495","0.209"
"2022","UK","All","All","35 and over","Female","1870","515","0.276"
"2023","UK","All","All","35 and over","Female","1550","520","0.337"
"2019","International","All","All","35 and over","Female","60","10","0.2"
"2020","International","All","All","35 and over","Female","60","10","0.167"
"2021","International","All","All","35 and over","Female","40","5"," "
"2022","International","All","All","35 and over","Female","85","10","0.11800000000000001"
"2023","International","All","All","35 and over","Female","60","10"," "
"2019","UK","All","All","18","Male","5","0"," "
"2020","UK","All","All","18","Male","5","0"," "
"2021","UK","All","All","18","Male","10","0"," "
"2022","UK","All","All","18","Male","10","0"," "
"2023","UK","All","All","18","Male","15","0"," "
"2022","UK","All","All","19","Male","5","0"," "
"2023","UK","All","All","19","Male","5","0"," "
"2021","UK","All","All","20","Male","5","0"," "
"2022","UK","All","All","20","Male","5","0"," "
"2023","UK","All","All","20","Male","15","0"," "
"2019","UK","All","All","21 - 24","Male","1530","315","0.20700000000000002"
"2020","UK","All","All","21 - 24","Male","1410","320","0.228"
"2021","UK","All","All","21 - 24","Male","2020","400","0.199"
"2022","UK","All","All","21 - 24","Male","1980","545","0.276"
"2023","UK","All","All","21 - 24","Male","1555","505","0.324"
"2019","International","All","All","21 - 24","Male","100","15","0.14"
"2020","International","All","All","21 - 24","Male","110","25","0.209"
"2021","International","All","All","21 - 24","Male","45","5"," "
"2022","International","All","All","21 - 24","Male","80","10","0.125"
"2023","International","All","All","21 - 24","Male","50","5"," "
"2019","UK","All","All","25 - 29","Male","1360","300","0.221"
"2020","UK","All","All","25 - 29","Male","1480","335","0.225"
"2021","UK","All","All","25 - 29","Male","1845","330","0.179"
"2022","UK","All","All","25 - 29","Male","1520","405","0.267"
"2023","UK","All","All","25 - 29","Male","1240","360","0.29"
"2019","International","All","All","25 - 29","Male","60","10","0.167"
"2020","International","All","All","25 - 29","Male","75","15","0.187"
"2021","International","All","All","25 - 29","Male","55","10","0.2"
"2022","International","All","All","25 - 29","Male","80","20","0.25"
"2023","International","All","All","25 - 29","Male","30","10"," "
"2019","UK","All","All","30 - 34","Male","615","140","0.226"
"2020","UK","All","All","30 - 34","Male","650","145","0.225"
"2021","UK","All","All","30 - 34","Male","760","165","0.22"
"2022","UK","All","All","30 - 34","Male","775","230","0.295"
"2023","UK","All","All","30 - 34","Male","485","140","0.291"
