"Year","Achieved SQA advanced higher points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2019","11 point(s)","Quintile 1","Main scheme applicant","Main scheme application","5","5"," ","0"
"2020","11 point(s)","Quintile 1","Main scheme applicant","Main scheme application","15","15","0.867","0"
"2021","11 point(s)","Quintile 1","Main scheme applicant","Main scheme application","10","10","0.917","0"
"2022","11 point(s)","Quintile 1","Main scheme applicant","Main scheme application","15","15","0.8240000000000001","0"
"2023","11 point(s)","Quintile 1","Main scheme applicant","Main scheme application","5","5"," ","0"
"2010","12 point(s)","Quintile 1","Main scheme applicant","Main scheme application","5","5"," ","0"
"2011","12 point(s)","Quintile 1","Main scheme applicant","Main scheme application","5","5"," ","0"
"2012","12 point(s)","Quintile 1","Main scheme applicant","Main scheme application","10","10"," ","0"
"2013","12 point(s)","Quintile 1","Main scheme applicant","Main scheme application","5","5"," ","0"
"2014","12 point(s)","Quintile 1","Main scheme applicant","Main scheme application","5","5"," ","0"
"2015","12 point(s)","Quintile 1","Main scheme applicant","Main scheme application","10","10"," ","0"
"2016","12 point(s)","Quintile 1","Main scheme applicant","Main scheme application","15","10","0.923","0"
"2017","12 point(s)","Quintile 1","Main scheme applicant","Main scheme application","10","10","1","0"
"2018","12 point(s)","Quintile 1","Main scheme applicant","Main scheme application","5","5"," ","0"
"2019","12 point(s)","Quintile 1","Main scheme applicant","Main scheme application","10","10"," ","0"
"2020","12 point(s)","Quintile 1","Main scheme applicant","Main scheme application","20","20","0.905","0"
"2021","12 point(s)","Quintile 1","Main scheme applicant","Main scheme application","25","20","0.875","0"
"2022","12 point(s)","Quintile 1","Main scheme applicant","Main scheme application","20","20","1","0"
"2023","12 point(s)","Quintile 1","Main scheme applicant","Main scheme application","20","20","0.9470000000000001","0"
"2023","3 point(s)","Quintile 2","Main scheme applicant","Main scheme application","5","5"," ","0"
"2018","4 point(s)","Quintile 2","Main scheme applicant","Main scheme application","5","5"," ","0"
"2022","4 point(s)","Quintile 2","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","4 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","10","1","0"
"2011","5 point(s)","Quintile 2","Main scheme applicant","Main scheme application","5","5"," ","0"
"2014","5 point(s)","Quintile 2","Main scheme applicant","Main scheme application","5","5"," ","0"
"2017","5 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","5"," ","0"
"2018","5 point(s)","Quintile 2","Main scheme applicant","Main scheme application","5","5"," ","0"
"2019","5 point(s)","Quintile 2","Main scheme applicant","Main scheme application","5","5"," ","0"
"2022","5 point(s)","Quintile 2","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","5 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","10","0.833","0"
"2010","6 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","10"," ","0"
"2011","6 point(s)","Quintile 2","Main scheme applicant","Main scheme application","5","5"," ","0"
"2012","6 point(s)","Quintile 2","Main scheme applicant","Main scheme application","5","5"," ","0"
"2013","6 point(s)","Quintile 2","Main scheme applicant","Main scheme application","5","5"," ","0"
"2014","6 point(s)","Quintile 2","Main scheme applicant","Main scheme application","5","5"," ","0"
"2015","6 point(s)","Quintile 2","Main scheme applicant","Main scheme application","5","5"," ","0"
"2016","6 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","5"," ","0"
"2017","6 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","10"," ","0"
"2018","6 point(s)","Quintile 2","Main scheme applicant","Main scheme application","5","5"," ","0"
"2019","6 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","5"," ","0"
"2020","6 point(s)","Quintile 2","Main scheme applicant","Main scheme application","5","5"," ","0"
"2021","6 point(s)","Quintile 2","Main scheme applicant","Main scheme application","5","5"," ","0"
"2022","6 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","10"," ","0"
"2023","6 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","10"," ","0"
"2010","7 point(s)","Quintile 2","Main scheme applicant","Main scheme application","5","5"," ","0"
"2011","7 point(s)","Quintile 2","Main scheme applicant","Main scheme application","5","5"," ","0"
"2012","7 point(s)","Quintile 2","Main scheme applicant","Main scheme application","5","5"," ","0"
"2013","7 point(s)","Quintile 2","Main scheme applicant","Main scheme application","5","5"," ","0"
"2014","7 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","10","0.917","0"
"2015","7 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","5"," ","0"
"2016","7 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","10"," ","0"
"2017","7 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","10"," ","0"
"2018","7 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","10","1","0"
"2019","7 point(s)","Quintile 2","Main scheme applicant","Main scheme application","5","5"," ","0"
"2020","7 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","10"," ","0"
"2022","7 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","10"," ","0"
"2023","7 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","10","1","0"
"2010","8 point(s)","Quintile 2","Main scheme applicant","Main scheme application","15","10","0.846","0"
"2011","8 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","10","0.917","0"
"2012","8 point(s)","Quintile 2","Main scheme applicant","Main scheme application","15","15","0.929","0"
"2013","8 point(s)","Quintile 2","Main scheme applicant","Main scheme application","15","10","0.923","0"
"2014","8 point(s)","Quintile 2","Main scheme applicant","Main scheme application","15","15","1","0"
"2015","8 point(s)","Quintile 2","Main scheme applicant","Main scheme application","5","5"," ","0"
"2016","8 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","10","0.833","0"
"2017","8 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","5"," ","0"
"2018","8 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","10","0.833","0"
"2019","8 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","10","1","0"
"2020","8 point(s)","Quintile 2","Main scheme applicant","Main scheme application","15","10","0.923","0"
"2021","8 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","10"," ","0"
"2022","8 point(s)","Quintile 2","Main scheme applicant","Main scheme application","15","15","0.933","0"
"2023","8 point(s)","Quintile 2","Main scheme applicant","Main scheme application","20","20","1","0"
"2010","9 point(s)","Quintile 2","Main scheme applicant","Main scheme application","5","5"," ","0"
"2011","9 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","10","0.833","0"
"2012","9 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","10","0.833","0"
"2013","9 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","10"," ","0"
"2014","9 point(s)","Quintile 2","Main scheme applicant","Main scheme application","15","10","0.923","0"
"2015","9 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","10","0.917","0"
"2016","9 point(s)","Quintile 2","Main scheme applicant","Main scheme application","15","15","0.882","0"
"2017","9 point(s)","Quintile 2","Main scheme applicant","Main scheme application","15","10","0.857","0"
"2018","9 point(s)","Quintile 2","Main scheme applicant","Main scheme application","15","10","0.6880000000000001","0"
"2019","9 point(s)","Quintile 2","Main scheme applicant","Main scheme application","25","25","0.92","0"
"2020","9 point(s)","Quintile 2","Main scheme applicant","Main scheme application","20","15","0.85","0"
"2021","9 point(s)","Quintile 2","Main scheme applicant","Main scheme application","15","15","0.933","0"
"2022","9 point(s)","Quintile 2","Main scheme applicant","Main scheme application","20","15","0.85","0"
"2023","9 point(s)","Quintile 2","Main scheme applicant","Main scheme application","25","25","0.9580000000000001","0"
"2010","10 point(s)","Quintile 2","Main scheme applicant","Main scheme application","15","15","0.933","0"
"2011","10 point(s)","Quintile 2","Main scheme applicant","Main scheme application","5","5"," ","0"
"2012","10 point(s)","Quintile 2","Main scheme applicant","Main scheme application","15","10","0.923","0"
"2013","10 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","10","1","0"
"2014","10 point(s)","Quintile 2","Main scheme applicant","Main scheme application","15","10","0.923","0"
"2015","10 point(s)","Quintile 2","Main scheme applicant","Main scheme application","15","15","0.882","0"
"2016","10 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","10","0.909","0"
"2017","10 point(s)","Quintile 2","Main scheme applicant","Main scheme application","15","15","1","0"
"2018","10 point(s)","Quintile 2","Main scheme applicant","Main scheme application","20","15","0.8","0"
"2019","10 point(s)","Quintile 2","Main scheme applicant","Main scheme application","20","15","0.895","0"
"2020","10 point(s)","Quintile 2","Main scheme applicant","Main scheme application","20","20","0.9520000000000001","0"
"2021","10 point(s)","Quintile 2","Main scheme applicant","Main scheme application","20","20","1","0"
"2022","10 point(s)","Quintile 2","Main scheme applicant","Main scheme application","25","20","0.833","0"
"2023","10 point(s)","Quintile 2","Main scheme applicant","Main scheme application","15","15","0.8130000000000001","0"
"2010","11 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","10","0.909","0"
"2011","11 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","10"," ","0"
"2012","11 point(s)","Quintile 2","Main scheme applicant","Main scheme application","20","15","0.889","0"
"2013","11 point(s)","Quintile 2","Main scheme applicant","Main scheme application","15","15","0.875","0"
"2014","11 point(s)","Quintile 2","Main scheme applicant","Main scheme application","15","10","0.923","0"
"2015","11 point(s)","Quintile 2","Main scheme applicant","Main scheme application","5","5"," ","0"
"2016","11 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","10","1","0"
"2017","11 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","10"," ","0"
"2018","11 point(s)","Quintile 2","Main scheme applicant","Main scheme application","10","10","0.833","0"
"2019","11 point(s)","Quintile 2","Main scheme applicant","Main scheme application","25","25","0.926","0"
"2020","11 point(s)","Quintile 2","Main scheme applicant","Main scheme application","15","15","0.9410000000000001","0"
"2021","11 point(s)","Quintile 2","Main scheme applicant","Main scheme application","25","20","0.88","0"
"2022","11 point(s)","Quintile 2","Main scheme applicant","Main scheme application","15","10","0.857","0"
"2023","11 point(s)","Quintile 2","Main scheme applicant","Main scheme application","15","15","0.882","0"
"2010","12 point(s)","Quintile 2","Main scheme applicant","Main scheme application","20","15","0.895","0"
"2011","12 point(s)","Quintile 2","Main scheme applicant","Main scheme application","15","15","0.933","0"
"2012","12 point(s)","Quintile 2","Main scheme applicant","Main scheme application","20","20","1","0"
"2013","12 point(s)","Quintile 2","Main scheme applicant","Main scheme application","20","20","0.9520000000000001","0"
"2014","12 point(s)","Quintile 2","Main scheme applicant","Main scheme application","15","15","1","0"
"2015","12 point(s)","Quintile 2","Main scheme applicant","Main scheme application","25","25","0.963","0"
"2016","12 point(s)","Quintile 2","Main scheme applicant","Main scheme application","35","30","0.909","0"
"2017","12 point(s)","Quintile 2","Main scheme applicant","Main scheme application","15","15","0.882","0"
"2018","12 point(s)","Quintile 2","Main scheme applicant","Main scheme application","30","25","0.931","0"
"2019","12 point(s)","Quintile 2","Main scheme applicant","Main scheme application","25","25","1","0"
"2020","12 point(s)","Quintile 2","Main scheme applicant","Main scheme application","50","45","0.9400000000000001","0"
"2021","12 point(s)","Quintile 2","Main scheme applicant","Main scheme application","50","45","0.904","0"
"2022","12 point(s)","Quintile 2","Main scheme applicant","Main scheme application","40","35","0.9470000000000001","0"
"2023","12 point(s)","Quintile 2","Main scheme applicant","Main scheme application","40","35","0.9470000000000001","0"
"2023","3 point(s)","Quintile 3","Main scheme applicant","Main scheme application","5","5"," ","0"
"2010","4 point(s)","Quintile 3","Main scheme applicant","Main scheme application","5","0"," ","0"
"2014","4 point(s)","Quintile 3","Main scheme applicant","Main scheme application","5","5"," ","0"
"2017","4 point(s)","Quintile 3","Main scheme applicant","Main scheme application","5","5"," ","0"
"2018","4 point(s)","Quintile 3","Main scheme applicant","Main scheme application","5","5"," ","0"
"2021","4 point(s)","Quintile 3","Main scheme applicant","Main scheme application","5","5"," ","0"
"2022","4 point(s)","Quintile 3","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","4 point(s)","Quintile 3","Main scheme applicant","Main scheme application","10","10"," ","0"
"2012","5 point(s)","Quintile 3","Main scheme applicant","Main scheme application","5","5"," ","0"
"2013","5 point(s)","Quintile 3","Main scheme applicant","Main scheme application","5","5"," ","0"
"2014","5 point(s)","Quintile 3","Main scheme applicant","Main scheme application","5","5"," ","0"
"2015","5 point(s)","Quintile 3","Main scheme applicant","Main scheme application","5","5"," ","0"
"2016","5 point(s)","Quintile 3","Main scheme applicant","Main scheme application","5","5"," ","0"
"2017","5 point(s)","Quintile 3","Main scheme applicant","Main scheme application","5","5"," ","0"
"2018","5 point(s)","Quintile 3","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","5 point(s)","Quintile 3","Main scheme applicant","Main scheme application","10","10"," ","0"
"2020","5 point(s)","Quintile 3","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","5 point(s)","Quintile 3","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","5 point(s)","Quintile 3","Main scheme applicant","Main scheme application","15","10","0.923","0"
"2010","6 point(s)","Quintile 3","Main scheme applicant","Main scheme application","10","10"," ","0"
"2011","6 point(s)","Quintile 3","Main scheme applicant","Main scheme application","10","5"," ","0"
"2012","6 point(s)","Quintile 3","Main scheme applicant","Main scheme application","10","5"," ","0"
"2013","6 point(s)","Quintile 3","Main scheme applicant","Main scheme application","10","10"," ","0"
"2014","6 point(s)","Quintile 3","Main scheme applicant","Main scheme application","15","15","1","0"
"2015","6 point(s)","Quintile 3","Main scheme applicant","Main scheme application","15","10","0.769","0"
"2016","6 point(s)","Quintile 3","Main scheme applicant","Main scheme application","10","10","0.917","0"
"2017","6 point(s)","Quintile 3","Main scheme applicant","Main scheme application","15","10","0.846","0"
"2018","6 point(s)","Quintile 3","Main scheme applicant","Main scheme application","15","15","0.875","0"
"2019","6 point(s)","Quintile 3","Main scheme applicant","Main scheme application","10","10","0.909","0"
"2020","6 point(s)","Quintile 3","Main scheme applicant","Main scheme application","5","5"," ","0"
"2021","6 point(s)","Quintile 3","Main scheme applicant","Main scheme application","5","5"," ","0"
"2022","6 point(s)","Quintile 3","Main scheme applicant","Main scheme application","20","20","0.9470000000000001","0"
"2023","6 point(s)","Quintile 3","Main scheme applicant","Main scheme application","20","20","1","0"
"2010","7 point(s)","Quintile 3","Main scheme applicant","Main scheme application","10","10"," ","0"
"2011","7 point(s)","Quintile 3","Main scheme applicant","Main scheme application","15","15","0.9380000000000001","0"
"2012","7 point(s)","Quintile 3","Main scheme applicant","Main scheme application","15","10","0.769","0"
"2013","7 point(s)","Quintile 3","Main scheme applicant","Main scheme application","15","15","0.882","0"
"2014","7 point(s)","Quintile 3","Main scheme applicant","Main scheme application","15","10","0.923","0"
"2015","7 point(s)","Quintile 3","Main scheme applicant","Main scheme application","25","20","0.87","0"
"2016","7 point(s)","Quintile 3","Main scheme applicant","Main scheme application","10","10","1","0"
"2017","7 point(s)","Quintile 3","Main scheme applicant","Main scheme application","20","20","0.9500000000000001","0"
"2018","7 point(s)","Quintile 3","Main scheme applicant","Main scheme application","15","15","0.8130000000000001","0"
"2019","7 point(s)","Quintile 3","Main scheme applicant","Main scheme application","20","20","1","0"
"2020","7 point(s)","Quintile 3","Main scheme applicant","Main scheme application","15","15","1","0"
"2021","7 point(s)","Quintile 3","Main scheme applicant","Main scheme application","10","5"," ","0"
"2022","7 point(s)","Quintile 3","Main scheme applicant","Main scheme application","35","30","0.8290000000000001","0"
"2023","7 point(s)","Quintile 3","Main scheme applicant","Main scheme application","25","25","0.96","0"
"2010","8 point(s)","Quintile 3","Main scheme applicant","Main scheme application","20","20","1","0"
"2011","8 point(s)","Quintile 3","Main scheme applicant","Main scheme application","20","20","0.9","0"
"2012","8 point(s)","Quintile 3","Main scheme applicant","Main scheme application","25","20","0.84","0"
"2013","8 point(s)","Quintile 3","Main scheme applicant","Main scheme application","30","25","0.857","0"
"2014","8 point(s)","Quintile 3","Main scheme applicant","Main scheme application","35","30","0.865","0"
"2015","8 point(s)","Quintile 3","Main scheme applicant","Main scheme application","20","20","0.857","0"
"2016","8 point(s)","Quintile 3","Main scheme applicant","Main scheme application","20","20","0.857","0"
"2017","8 point(s)","Quintile 3","Main scheme applicant","Main scheme application","25","25","0.9580000000000001","0"
"2018","8 point(s)","Quintile 3","Main scheme applicant","Main scheme application","20","15","0.889","0"
"2019","8 point(s)","Quintile 3","Main scheme applicant","Main scheme application","25","20","0.913","0"
"2020","8 point(s)","Quintile 3","Main scheme applicant","Main scheme application","25","25","0.923","0"
"2021","8 point(s)","Quintile 3","Main scheme applicant","Main scheme application","20","20","0.9500000000000001","0"
"2022","8 point(s)","Quintile 3","Main scheme applicant","Main scheme application","30","25","0.806","0"
"2023","8 point(s)","Quintile 3","Main scheme applicant","Main scheme application","35","35","0.919","0"
"2010","9 point(s)","Quintile 3","Main scheme applicant","Main scheme application","25","20","0.84","0"
"2011","9 point(s)","Quintile 3","Main scheme applicant","Main scheme application","25","20","0.84","0"
"2012","9 point(s)","Quintile 3","Main scheme applicant","Main scheme application","20","20","1","0"
"2013","9 point(s)","Quintile 3","Main scheme applicant","Main scheme application","35","30","0.889","0"
"2014","9 point(s)","Quintile 3","Main scheme applicant","Main scheme application","20","20","0.909","0"
"2015","9 point(s)","Quintile 3","Main scheme applicant","Main scheme application","35","30","0.909","0"
"2016","9 point(s)","Quintile 3","Main scheme applicant","Main scheme application","25","20","0.8260000000000001","0"
"2017","9 point(s)","Quintile 3","Main scheme applicant","Main scheme application","30","25","0.897","0"
"2018","9 point(s)","Quintile 3","Main scheme applicant","Main scheme application","25","20","0.8260000000000001","0"
"2019","9 point(s)","Quintile 3","Main scheme applicant","Main scheme application","30","30","0.935","0"
"2020","9 point(s)","Quintile 3","Main scheme applicant","Main scheme application","35","25","0.8180000000000001","0"
"2021","9 point(s)","Quintile 3","Main scheme applicant","Main scheme application","25","25","0.92","0"
"2022","9 point(s)","Quintile 3","Main scheme applicant","Main scheme application","35","25","0.722","0"
"2023","9 point(s)","Quintile 3","Main scheme applicant","Main scheme application","45","35","0.841","0"
"2010","10 point(s)","Quintile 3","Main scheme applicant","Main scheme application","20","20","0.9","0"
"2011","10 point(s)","Quintile 3","Main scheme applicant","Main scheme application","25","25","0.923","0"
"2012","10 point(s)","Quintile 3","Main scheme applicant","Main scheme application","20","15","0.81","0"
"2013","10 point(s)","Quintile 3","Main scheme applicant","Main scheme application","20","20","1","0"
"2014","10 point(s)","Quintile 3","Main scheme applicant","Main scheme application","20","15","0.762","0"
"2015","10 point(s)","Quintile 3","Main scheme applicant","Main scheme application","35","30","0.784","0"
"2016","10 point(s)","Quintile 3","Main scheme applicant","Main scheme application","25","25","0.92","0"
"2017","10 point(s)","Quintile 3","Main scheme applicant","Main scheme application","25","20","0.917","0"
"2018","10 point(s)","Quintile 3","Main scheme applicant","Main scheme application","25","25","0.962","0"
"2019","10 point(s)","Quintile 3","Main scheme applicant","Main scheme application","30","25","0.871","0"
"2020","10 point(s)","Quintile 3","Main scheme applicant","Main scheme application","25","20","0.917","0"
"2021","10 point(s)","Quintile 3","Main scheme applicant","Main scheme application","45","40","0.977","0"
"2022","10 point(s)","Quintile 3","Main scheme applicant","Main scheme application","30","30","0.933","0"
"2023","10 point(s)","Quintile 3","Main scheme applicant","Main scheme application","45","40","0.977","0"
"2010","11 point(s)","Quintile 3","Main scheme applicant","Main scheme application","25","25","0.885","0"
"2011","11 point(s)","Quintile 3","Main scheme applicant","Main scheme application","25","25","0.9580000000000001","0"
"2012","11 point(s)","Quintile 3","Main scheme applicant","Main scheme application","20","15","0.9440000000000001","0"
"2013","11 point(s)","Quintile 3","Main scheme applicant","Main scheme application","30","25","0.862","0"
"2014","11 point(s)","Quintile 3","Main scheme applicant","Main scheme application","35","35","0.9460000000000001","0"
"2015","11 point(s)","Quintile 3","Main scheme applicant","Main scheme application","25","25","0.96","0"
"2016","11 point(s)","Quintile 3","Main scheme applicant","Main scheme application","35","35","0.917","0"
"2017","11 point(s)","Quintile 3","Main scheme applicant","Main scheme application","40","35","0.9470000000000001","0"
"2018","11 point(s)","Quintile 3","Main scheme applicant","Main scheme application","35","30","0.909","0"
"2019","11 point(s)","Quintile 3","Main scheme applicant","Main scheme application","35","30","0.853","0"
"2020","11 point(s)","Quintile 3","Main scheme applicant","Main scheme application","40","35","0.925","0"
"2021","11 point(s)","Quintile 3","Main scheme applicant","Main scheme application","45","45","0.936","0"
"2022","11 point(s)","Quintile 3","Main scheme applicant","Main scheme application","50","45","0.922","0"
"2023","11 point(s)","Quintile 3","Main scheme applicant","Main scheme application","40","40","0.927","0"
"2010","12 point(s)","Quintile 3","Main scheme applicant","Main scheme application","30","30","0.933","0"
"2011","12 point(s)","Quintile 3","Main scheme applicant","Main scheme application","40","35","0.9490000000000001","0"
"2012","12 point(s)","Quintile 3","Main scheme applicant","Main scheme application","45","40","0.933","0"
"2013","12 point(s)","Quintile 3","Main scheme applicant","Main scheme application","40","35","0.923","0"
"2014","12 point(s)","Quintile 3","Main scheme applicant","Main scheme application","50","45","0.846","0"
"2015","12 point(s)","Quintile 3","Main scheme applicant","Main scheme application","60","55","0.9480000000000001","0"
"2016","12 point(s)","Quintile 3","Main scheme applicant","Main scheme application","70","70","0.9440000000000001","0"
"2017","12 point(s)","Quintile 3","Main scheme applicant","Main scheme application","60","55","0.902","0"
"2018","12 point(s)","Quintile 3","Main scheme applicant","Main scheme application","70","60","0.861","0"
"2019","12 point(s)","Quintile 3","Main scheme applicant","Main scheme application","60","60","1","0"
"2020","12 point(s)","Quintile 3","Main scheme applicant","Main scheme application","120","110","0.908","0"
"2021","12 point(s)","Quintile 3","Main scheme applicant","Main scheme application","125","110","0.886","0"
"2022","12 point(s)","Quintile 3","Main scheme applicant","Main scheme application","80","75","0.914","0"
"2023","12 point(s)","Quintile 3","Main scheme applicant","Main scheme application","70","70","0.9580000000000001","0"
"2017","3 point(s)","Quintile 4","Main scheme applicant","Main scheme application","5","0"," ","0"
"2010","4 point(s)","Quintile 4","Main scheme applicant","Main scheme application","5","0"," ","0"
"2012","4 point(s)","Quintile 4","Main scheme applicant","Main scheme application","5","5"," ","0"
