"Year","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2020","All","Scotland","All","15495","3720","0.24"
"2021","All","Scotland","All","19555","3995","0.20400000000000001"
"2022","All","Scotland","All","14220","3660","0.257"
"2023","All","Scotland","All","11165","3205","0.28700000000000003"
"2019","All","Wales","All","20","5"," "
"2020","All","Wales","All","30","5"," "
"2021","All","Wales","All","10","5"," "
"2022","All","Wales","All","2400","1235","0.515"
"2023","All","Wales","All","2150","1095","0.51"
"2019","All","Not EU","All","195","40","0.215"
"2020","All","Not EU","All","230","60","0.252"
"2021","All","Not EU","All","220","35","0.164"
"2022","All","Not EU","All","400","100","0.248"
"2023","All","Not EU","All","315","50","0.165"
"2019","All","EU (excluding UK)","All","810","140","0.17400000000000002"
"2020","All","EU (excluding UK)","All","910","190","0.20800000000000002"
"2021","All","EU (excluding UK)","All","570","100","0.17400000000000002"
"2022","All","EU (excluding UK)","All","420","100","0.24"
"2023","All","EU (excluding UK)","All","290","60","0.203"
"2022","17 and under","All","All","5","0"," "
"2019","18","All","All","20","0"," "
"2020","18","All","All","35","0"," "
"2021","18","All","All","25","0"," "
"2022","18","All","All","50","0"," "
"2023","18","All","All","40","0"," "
"2019","19","All","All","10","0"," "
"2020","19","All","All","10","0"," "
"2021","19","All","All","10","0"," "
"2022","19","All","All","20","0"," "
"2023","19","All","All","15","0"," "
"2019","20","All","All","25","0"," "
"2020","20","All","All","25","0"," "
"2021","20","All","All","25","0"," "
"2022","20","All","All","25","0"," "
"2023","20","All","All","25","0"," "
"2019","21 - 24","All","All","6565","1485","0.226"
"2020","21 - 24","All","All","6795","1575","0.232"
"2021","21 - 24","All","All","8690","1775","0.20400000000000001"
"2022","21 - 24","All","All","8030","2500","0.311"
"2023","21 - 24","All","All","6800","2290","0.337"
"2019","25 - 29","All","All","5060","1135","0.224"
"2020","25 - 29","All","All","5060","1185","0.234"
"2021","25 - 29","All","All","6515","1325","0.20400000000000001"
"2022","25 - 29","All","All","5170","1465","0.28300000000000003"
"2023","25 - 29","All","All","3790","1145","0.302"
"2019","30 - 34","All","All","2050","470","0.229"
"2020","30 - 34","All","All","2150","535","0.248"
"2021","30 - 34","All","All","2445","490","0.201"
"2022","30 - 34","All","All","2095","610","0.292"
"2023","30 - 34","All","All","1520","455","0.299"
"2019","35 and over","All","All","3105","705","0.227"
"2020","35 and over","All","All","3100","795","0.257"
"2021","35 and over","All","All","3495","720","0.20700000000000002"
"2022","35 and over","All","All","2840","770","0.271"
"2023","35 and over","All","All","2275","715","0.314"
"2019","All","All","All","16830","3795","0.225"
"2020","All","All","All","17175","4090","0.23800000000000002"
"2021","All","All","All","21205","4315","0.203"
"2022","All","All","All","18235","5345","0.293"
"2023","All","All","All","14470","4610","0.319"
