"Year","Predicted SQA higher points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2020","15 point(s)","Quintile 5","Main scheme applicant","All","5","5"," ","0"
"2021","15 point(s)","Quintile 5","Main scheme applicant","All","15","10","0.8","0"
"2022","15 point(s)","Quintile 5","Main scheme applicant","All","10","5"," ","0"
"2023","15 point(s)","Quintile 5","Main scheme applicant","All","10","5"," ","0"
"2010","16 point(s)","Quintile 5","Main scheme applicant","All","15","10","0.8","0"
"2011","16 point(s)","Quintile 5","Main scheme applicant","All","15","10","0.6880000000000001","0"
"2012","16 point(s)","Quintile 5","Main scheme applicant","All","15","15","0.765","0"
"2013","16 point(s)","Quintile 5","Main scheme applicant","All","15","10"," ","0"
"2014","16 point(s)","Quintile 5","Main scheme applicant","All","25","20","0.792","0"
"2015","16 point(s)","Quintile 5","Main scheme applicant","All","20","5"," ","0"
"2016","16 point(s)","Quintile 5","Main scheme applicant","All","15","10"," ","0"
"2017","16 point(s)","Quintile 5","Main scheme applicant","All","15","10"," ","0"
"2018","16 point(s)","Quintile 5","Main scheme applicant","All","15","10"," ","0"
"2019","16 point(s)","Quintile 5","Main scheme applicant","All","15","10","0.8","0"
"2020","16 point(s)","Quintile 5","Main scheme applicant","All","10","10"," ","0"
"2021","16 point(s)","Quintile 5","Main scheme applicant","All","10","5"," ","0"
"2022","16 point(s)","Quintile 5","Main scheme applicant","All","10","5"," ","0"
"2023","16 point(s)","Quintile 5","Main scheme applicant","All","15","10","0.733","0"
"2010","17 point(s)","Quintile 5","Main scheme applicant","All","10","10","0.909","0"
"2011","17 point(s)","Quintile 5","Main scheme applicant","All","5","5"," ","0"
"2012","17 point(s)","Quintile 5","Main scheme applicant","All","15","15","0.9380000000000001","0"
"2013","17 point(s)","Quintile 5","Main scheme applicant","All","15","10","0.846","0"
"2014","17 point(s)","Quintile 5","Main scheme applicant","All","20","15","0.722","0"
"2015","17 point(s)","Quintile 5","Main scheme applicant","All","20","15","0.591","0"
"2016","17 point(s)","Quintile 5","Main scheme applicant","All","20","15","0.722","0"
"2017","17 point(s)","Quintile 5","Main scheme applicant","All","15","10","0.706","0"
"2018","17 point(s)","Quintile 5","Main scheme applicant","All","15","10","0.857","0"
"2019","17 point(s)","Quintile 5","Main scheme applicant","All","15","5"," ","0"
"2020","17 point(s)","Quintile 5","Main scheme applicant","All","10","5"," ","0"
"2021","17 point(s)","Quintile 5","Main scheme applicant","All","15","10","0.75","0"
"2022","17 point(s)","Quintile 5","Main scheme applicant","All","10","5"," ","0"
"2023","17 point(s)","Quintile 5","Main scheme applicant","All","10","5"," ","0"
"2010","18 point(s)","Quintile 5","Main scheme applicant","All","5","5"," ","0"
"2011","18 point(s)","Quintile 5","Main scheme applicant","All","10","10"," ","0"
"2012","18 point(s)","Quintile 5","Main scheme applicant","All","10","10"," ","0"
"2013","18 point(s)","Quintile 5","Main scheme applicant","All","10","5"," ","0"
"2014","18 point(s)","Quintile 5","Main scheme applicant","All","15","15","1","0"
"2015","18 point(s)","Quintile 5","Main scheme applicant","All","15","10","0.647","0"
"2016","18 point(s)","Quintile 5","Main scheme applicant","All","15","10"," ","0"
"2017","18 point(s)","Quintile 5","Main scheme applicant","All","10","10"," ","0"
"2018","18 point(s)","Quintile 5","Main scheme applicant","All","15","10","0.714","0"
"2019","18 point(s)","Quintile 5","Main scheme applicant","All","15","10","0.714","0"
"2020","18 point(s)","Quintile 5","Main scheme applicant","All","15","15","1","0"
"2021","18 point(s)","Quintile 5","Main scheme applicant","All","20","15","0.85","0"
"2022","18 point(s)","Quintile 5","Main scheme applicant","All","10","5"," ","0"
"2023","18 point(s)","Quintile 5","Main scheme applicant","All","15","10"," ","0"
"2010","19 point(s)","Quintile 5","Main scheme applicant","All","5","5"," ","0"
"2012","19 point(s)","Quintile 5","Main scheme applicant","All","15","10"," ","0"
"2013","19 point(s)","Quintile 5","Main scheme applicant","All","10","5"," ","0"
"2014","19 point(s)","Quintile 5","Main scheme applicant","All","10","10","0.917","0"
"2015","19 point(s)","Quintile 5","Main scheme applicant","All","15","10"," ","0"
"2016","19 point(s)","Quintile 5","Main scheme applicant","All","15","10","0.8","0"
"2017","19 point(s)","Quintile 5","Main scheme applicant","All","20","15","0.714","0"
"2018","19 point(s)","Quintile 5","Main scheme applicant","All","10","5"," ","0"
"2019","19 point(s)","Quintile 5","Main scheme applicant","All","10","10"," ","0"
"2020","19 point(s)","Quintile 5","Main scheme applicant","All","10","5"," ","0"
"2021","19 point(s)","Quintile 5","Main scheme applicant","All","15","15","1","0"
"2022","19 point(s)","Quintile 5","Main scheme applicant","All","10","10"," ","0"
"2023","19 point(s)","Quintile 5","Main scheme applicant","All","10","10"," ","0"
"2010","20 point(s)","Quintile 5","Main scheme applicant","All","5","5"," ","0"
"2011","20 point(s)","Quintile 5","Main scheme applicant","All","5","5"," ","0"
"2012","20 point(s)","Quintile 5","Main scheme applicant","All","10","10"," ","0"
"2013","20 point(s)","Quintile 5","Main scheme applicant","All","15","10","0.846","0"
"2014","20 point(s)","Quintile 5","Main scheme applicant","All","5","5"," ","0"
"2015","20 point(s)","Quintile 5","Main scheme applicant","All","15","10","0.733","0"
"2016","20 point(s)","Quintile 5","Main scheme applicant","All","20","15","0.8","0"
"2017","20 point(s)","Quintile 5","Main scheme applicant","All","20","15","0.714","0"
"2018","20 point(s)","Quintile 5","Main scheme applicant","All","20","15","0.773","0"
"2019","20 point(s)","Quintile 5","Main scheme applicant","All","25","20","0.87","0"
