"Year","NPD ethnic group","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2019","Chinese","18","England","Female","All","Not main scheme application","130","930","0.14200000000000002"
"2019","Mixed","18","England","Female","All","Not main scheme application","870","11900","0.073"
"2019","White","18","England","Female","All","Not main scheme application","9410","201350","0.047"
"2020","Any Other Ethnic Group","18","England","Female","All","Not main scheme application","550","4060","0.135"
"2020","Asian","18","England","Female","All","Not main scheme application","4230","27050","0.156"
"2020","Black","18","England","Female","All","Not main scheme application","2190","14610","0.15"
"2020","Chinese","18","England","Female","All","Not main scheme application","130","940","0.14100000000000001"
"2020","Mixed","18","England","Female","All","Not main scheme application","1080","12350","0.088"
"2020","White","18","England","Female","All","Not main scheme application","10300","196050","0.053"
"2021","Any Other Ethnic Group","18","England","Female","All","Not main scheme application","470","4560","0.10300000000000001"
"2021","Asian","18","England","Female","All","Not main scheme application","3350","27980","0.12"
"2021","Black","18","England","Female","All","Not main scheme application","1940","15620","0.124"
"2021","Chinese","18","England","Female","All","Not main scheme application","90","980","0.096"
"2021","Mixed","18","England","Female","All","Not main scheme application","930","13640","0.068"
"2021","White","18","England","Female","All","Not main scheme application","7400","201190","0.037"
"2022","Any Other Ethnic Group","18","England","Female","All","Not main scheme application","650","5000","0.129"
"2022","Asian","18","England","Female","All","Not main scheme application","4430","29790","0.149"
"2022","Black","18","England","Female","All","Not main scheme application","2560","16490","0.155"
"2022","Chinese","18","England","Female","All","Not main scheme application","120","990","0.12"
"2022","Mixed","18","England","Female","All","Not main scheme application","1130","14770","0.076"
"2022","White","18","England","Female","All","Not main scheme application","9090","205180","0.044"
"2023","Any Other Ethnic Group","18","England","Female","All","Not main scheme application","720","5600","0.129"
"2023","Asian","18","England","Female","All","Not main scheme application","5040","31720","0.159"
"2023","Black","18","England","Female","All","Not main scheme application","2810","17790","0.158"
"2023","Chinese","18","England","Female","All","Not main scheme application","160","1090","0.148"
"2023","Mixed","18","England","Female","All","Not main scheme application","1220","16140","0.075"
"2023","White","18","England","Female","All","Not main scheme application","8850","210110","0.042"
"2006","Any Other Ethnic Group","18","England","Male","All","Not main scheme application","90","2360","0.037"
"2006","Asian","18","England","Male","All","Not main scheme application","1230","18620","0.066"
"2006","Black","18","England","Male","All","Not main scheme application","290","9750","0.03"
"2006","Chinese","18","England","Male","All","Not main scheme application","70","1110","0.065"
"2006","Mixed","18","England","Male","All","Not main scheme application","130","5570","0.023"
"2006","White","18","England","Male","All","Not main scheme application","3960","249980","0.016"
"2007","Any Other Ethnic Group","18","England","Male","All","Not main scheme application","130","2650","0.049"
"2007","Asian","18","England","Male","All","Not main scheme application","1280","18260","0.07"
"2007","Black","18","England","Male","All","Not main scheme application","350","9980","0.035"
"2007","Chinese","18","England","Male","All","Not main scheme application","70","1170","0.059000000000000004"
"2007","Mixed","18","England","Male","All","Not main scheme application","150","5900","0.026000000000000002"
"2007","White","18","England","Male","All","Not main scheme application","4180","247280","0.017"
"2008","Any Other Ethnic Group","18","England","Male","All","Not main scheme application","150","2620","0.057"
"2008","Asian","18","England","Male","All","Not main scheme application","1360","19380","0.07"
"2008","Black","18","England","Male","All","Not main scheme application","490","10760","0.045"
"2008","Chinese","18","England","Male","All","Not main scheme application","80","1120","0.07200000000000001"
"2008","Mixed","18","England","Male","All","Not main scheme application","180","6520","0.027"
"2008","White","18","England","Male","All","Not main scheme application","4590","253610","0.018000000000000002"
"2009","Any Other Ethnic Group","18","England","Male","All","Not main scheme application","130","2820","0.047"
"2009","Asian","18","England","Male","All","Not main scheme application","1390","19610","0.07100000000000001"
"2009","Black","18","England","Male","All","Not main scheme application","520","10960","0.047"
"2009","Chinese","18","England","Male","All","Not main scheme application","80","1060","0.075"
"2009","Mixed","18","England","Male","All","Not main scheme application","250","7300","0.034"
"2009","White","18","England","Male","All","Not main scheme application","5220","256480","0.02"
"2010","Any Other Ethnic Group","18","England","Male","All","Not main scheme application","160","3020","0.054"
"2010","Asian","18","England","Male","All","Not main scheme application","1410","20870","0.068"
"2010","Black","18","England","Male","All","Not main scheme application","660","11070","0.059000000000000004"
"2010","Chinese","18","England","Male","All","Not main scheme application","80","1130","0.07"
"2010","Mixed","18","England","Male","All","Not main scheme application","250","8110","0.031"
"2010","White","18","England","Male","All","Not main scheme application","5170","256120","0.02"
"2011","Any Other Ethnic Group","18","England","Male","All","Not main scheme application","220","3190","0.067"
"2011","Asian","18","England","Male","All","Not main scheme application","1750","21130","0.083"
"2011","Black","18","England","Male","All","Not main scheme application","840","11590","0.07200000000000001"
"2011","Chinese","18","England","Male","All","Not main scheme application","110","1120","0.095"
"2011","Mixed","18","England","Male","All","Not main scheme application","350","8460","0.041"
"2011","White","18","England","Male","All","Not main scheme application","6030","245660","0.025"
"2012","Any Other Ethnic Group","18","England","Male","All","Not main scheme application","270","3470","0.077"
"2012","Asian","18","England","Male","All","Not main scheme application","1840","21940","0.084"
"2012","Black","18","England","Male","All","Not main scheme application","850","11970","0.07100000000000001"
"2012","Chinese","18","England","Male","All","Not main scheme application","90","1060","0.082"
"2012","Mixed","18","England","Male","All","Not main scheme application","400","9180","0.043000000000000003"
"2012","White","18","England","Male","All","Not main scheme application","5700","244360","0.023"
"2013","Any Other Ethnic Group","18","England","Male","All","Not main scheme application","240","3620","0.067"
"2013","Asian","18","England","Male","All","Not main scheme application","1690","22440","0.075"
"2013","Black","18","England","Male","All","Not main scheme application","890","12650","0.07"
"2013","Chinese","18","England","Male","All","Not main scheme application","100","1100","0.091"
"2013","Mixed","18","England","Male","All","Not main scheme application","340","9540","0.036000000000000004"
"2013","White","18","England","Male","All","Not main scheme application","5480","237680","0.023"
"2014","Any Other Ethnic Group","18","England","Male","All","Not main scheme application","250","3600","0.069"
"2014","Asian","18","England","Male","All","Not main scheme application","1900","23100","0.082"
"2014","Black","18","England","Male","All","Not main scheme application","1030","13150","0.079"
"2014","Chinese","18","England","Male","All","Not main scheme application","120","1080","0.115"
"2014","Mixed","18","England","Male","All","Not main scheme application","480","10240","0.047"
"2014","White","18","England","Male","All","Not main scheme application","6120","233620","0.026000000000000002"
"2015","Any Other Ethnic Group","18","England","Male","All","Not main scheme application","280","3770","0.074"
"2015","Asian","18","England","Male","All","Not main scheme application","2070","23910","0.08700000000000001"
"2015","Black","18","England","Male","All","Not main scheme application","1120","13720","0.082"
"2015","Chinese","18","England","Male","All","Not main scheme application","100","1100","0.092"
"2015","Mixed","18","England","Male","All","Not main scheme application","470","10890","0.043000000000000003"
"2015","White","18","England","Male","All","Not main scheme application","6070","235800","0.026000000000000002"
"2016","Any Other Ethnic Group","18","England","Male","All","Not main scheme application","340","3930","0.08600000000000001"
"2016","Asian","18","England","Male","All","Not main scheme application","2290","24920","0.092"
"2016","Black","18","England","Male","All","Not main scheme application","1110","13580","0.081"
"2016","Chinese","18","England","Male","All","Not main scheme application","80","1010","0.08"
"2016","Mixed","18","England","Male","All","Not main scheme application","530","11210","0.047"
"2016","White","18","England","Male","All","Not main scheme application","6270","230930","0.027"
"2017","Any Other Ethnic Group","18","England","Male","All","Not main scheme application","370","4130","0.089"
"2017","Asian","18","England","Male","All","Not main scheme application","2620","25660","0.10200000000000001"
"2017","Black","18","England","Male","All","Not main scheme application","1150","13760","0.083"
"2017","Chinese","18","England","Male","All","Not main scheme application","100","1000","0.099"
"2017","Mixed","18","England","Male","All","Not main scheme application","570","11530","0.05"
"2017","White","18","England","Male","All","Not main scheme application","6530","226910","0.029"
"2018","Any Other Ethnic Group","18","England","Male","All","Not main scheme application","390","4270","0.09"
"2018","Asian","18","England","Male","All","Not main scheme application","2900","26580","0.109"
"2018","Black","18","England","Male","All","Not main scheme application","1200","14130","0.085"
"2018","Chinese","18","England","Male","All","Not main scheme application","110","970","0.116"
"2018","Mixed","18","England","Male","All","Not main scheme application","610","11810","0.051000000000000004"
"2018","White","18","England","Male","All","Not main scheme application","6320","218750","0.029"
"2019","Any Other Ethnic Group","18","England","Male","All","Not main scheme application","430","4430","0.096"
"2019","Asian","18","England","Male","All","Not main scheme application","3390","27170","0.125"
"2019","Black","18","England","Male","All","Not main scheme application","1460","14140","0.10300000000000001"
"2019","Chinese","18","England","Male","All","Not main scheme application","140","1020","0.14200000000000002"
"2019","Mixed","18","England","Male","All","Not main scheme application","740","12060","0.061"
"2019","White","18","England","Male","All","Not main scheme application","7370","210080","0.035"
"2020","Any Other Ethnic Group","18","England","Male","All","Not main scheme application","440","4430","0.099"
"2020","Asian","18","England","Male","All","Not main scheme application","3810","28670","0.133"
"2020","Black","18","England","Male","All","Not main scheme application","1560","14600","0.107"
"2020","Chinese","18","England","Male","All","Not main scheme application","110","860","0.129"
"2020","Mixed","18","England","Male","All","Not main scheme application","920","12770","0.07200000000000001"
"2020","White","18","England","Male","All","Not main scheme application","8700","206440","0.042"
"2021","Any Other Ethnic Group","18","England","Male","All","Not main scheme application","430","4950","0.08700000000000001"
"2021","Asian","18","England","Male","All","Not main scheme application","3020","30160","0.1"
"2021","Black","18","England","Male","All","Not main scheme application","1450","15780","0.092"
"2021","Chinese","18","England","Male","All","Not main scheme application","90","980","0.088"
"2021","Mixed","18","England","Male","All","Not main scheme application","720","13920","0.052000000000000005"
"2021","White","18","England","Male","All","Not main scheme application","5890","211220","0.028"
"2022","Any Other Ethnic Group","18","England","Male","All","Not main scheme application","490","5420","0.091"
"2022","Asian","18","England","Male","All","Not main scheme application","3720","31130","0.12"
"2022","Black","18","England","Male","All","Not main scheme application","1910","16630","0.115"
"2022","Chinese","18","England","Male","All","Not main scheme application","100","940","0.105"
"2022","Mixed","18","England","Male","All","Not main scheme application","870","15150","0.057"
"2022","White","18","England","Male","All","Not main scheme application","6540","215900","0.03"
"2023","Any Other Ethnic Group","18","England","Male","All","Not main scheme application","650","6040","0.107"
"2023","Asian","18","England","Male","All","Not main scheme application","4290","33660","0.127"
"2023","Black","18","England","Male","All","Not main scheme application","2170","17900","0.121"
"2023","Chinese","18","England","Male","All","Not main scheme application","140","1050","0.13"
"2023","Mixed","18","England","Male","All","Not main scheme application","1010","16470","0.061"
"2023","White","18","England","Male","All","Not main scheme application","6940","219550","0.032"
"2006","Any Other Ethnic Group","18","England","Female","All","Main scheme application","570","2120","0.268"
"2006","Asian","18","England","Female","All","Main scheme application","5430","17810","0.305"
"2006","Black","18","England","Female","All","Main scheme application","2210","10080","0.219"
"2006","Chinese","18","England","Female","All","Main scheme application","520","1040","0.503"
"2006","Mixed","18","England","Female","All","Main scheme application","1360","5880","0.23"
"2006","White","18","England","Female","All","Main scheme application","55020","243840","0.226"
"2007","Any Other Ethnic Group","18","England","Female","All","Main scheme application","570","2340","0.242"
"2007","Asian","18","England","Female","All","Main scheme application","5250","17150","0.306"
"2007","Black","18","England","Female","All","Main scheme application","2370","10510","0.226"
"2007","Chinese","18","England","Female","All","Main scheme application","540","1130","0.48"
"2007","Mixed","18","England","Female","All","Main scheme application","1540","6240","0.247"
"2007","White","18","England","Female","All","Main scheme application","55560","240530","0.231"
"2008","Any Other Ethnic Group","18","England","Female","All","Main scheme application","610","2320","0.262"
"2008","Asian","18","England","Female","All","Main scheme application","5710","18020","0.317"
"2008","Black","18","England","Female","All","Main scheme application","2790","10920","0.255"
"2008","Chinese","18","England","Female","All","Main scheme application","510","1070","0.47800000000000004"
"2008","Mixed","18","England","Female","All","Main scheme application","1700","6850","0.248"
"2008","White","18","England","Female","All","Main scheme application","60340","245160","0.246"
"2009","Any Other Ethnic Group","18","England","Female","All","Main scheme application","640","2450","0.262"
"2009","Asian","18","England","Female","All","Main scheme application","5910","18590","0.318"
"2009","Black","18","England","Female","All","Main scheme application","2850","11160","0.255"
"2009","Chinese","18","England","Female","All","Main scheme application","500","1070","0.466"
"2009","Mixed","18","England","Female","All","Main scheme application","1950","7490","0.26"
"2009","White","18","England","Female","All","Main scheme application","62130","248720","0.25"
"2010","Any Other Ethnic Group","18","England","Female","All","Main scheme application","640","2620","0.244"
"2010","Asian","18","England","Female","All","Main scheme application","5890","19350","0.304"
"2010","Black","18","England","Female","All","Main scheme application","2840","11500","0.247"
"2010","Chinese","18","England","Female","All","Main scheme application","530","1110","0.47700000000000004"
"2010","Mixed","18","England","Female","All","Main scheme application","2030","8100","0.251"
"2010","White","18","England","Female","All","Main scheme application","61570","246260","0.25"
"2011","Any Other Ethnic Group","18","England","Female","All","Main scheme application","700","2760","0.253"
"2011","Asian","18","England","Female","All","Main scheme application","6160","19930","0.309"
"2011","Black","18","England","Female","All","Main scheme application","3090","11960","0.258"
"2011","Chinese","18","England","Female","All","Main scheme application","560","1040","0.541"
"2011","Mixed","18","England","Female","All","Main scheme application","2280","8500","0.268"
"2011","White","18","England","Female","All","Main scheme application","61380","236310","0.26"
"2012","Any Other Ethnic Group","18","England","Female","All","Main scheme application","770","3040","0.251"
"2012","Asian","18","England","Female","All","Main scheme application","6000","20280","0.296"
"2012","Black","18","England","Female","All","Main scheme application","3310","12230","0.27"
"2012","Chinese","18","England","Female","All","Main scheme application","550","1050","0.521"
"2012","Mixed","18","England","Female","All","Main scheme application","2440","9050","0.27"
"2012","White","18","England","Female","All","Main scheme application","59150","234860","0.252"
"2013","Any Other Ethnic Group","18","England","Female","All","Main scheme application","860","3080","0.281"
"2013","Asian","18","England","Female","All","Main scheme application","6770","20640","0.328"
"2013","Black","18","England","Female","All","Main scheme application","3830","12910","0.296"
"2013","Chinese","18","England","Female","All","Main scheme application","540","1080","0.499"
"2013","Mixed","18","England","Female","All","Main scheme application","2690","9440","0.28500000000000003"
"2013","White","18","England","Female","All","Main scheme application","61260","228580","0.268"
"2014","Any Other Ethnic Group","18","England","Female","All","Main scheme application","960","3300","0.292"
"2014","Asian","18","England","Female","All","Main scheme application","7100","21420","0.331"
"2014","Black","18","England","Female","All","Main scheme application","3960","13040","0.304"
"2014","Chinese","18","England","Female","All","Main scheme application","590","1150","0.517"
"2014","Mixed","18","England","Female","All","Main scheme application","2980","10060","0.296"
"2014","White","18","England","Female","All","Main scheme application","62330","223500","0.279"
"2015","Any Other Ethnic Group","18","England","Female","All","Main scheme application","1100","3380","0.327"
"2015","Asian","18","England","Female","All","Main scheme application","8030","22730","0.353"
"2015","Black","18","England","Female","All","Main scheme application","4500","13770","0.327"
"2015","Chinese","18","England","Female","All","Main scheme application","580","1080","0.541"
"2015","Mixed","18","England","Female","All","Main scheme application","3390","10900","0.311"
"2015","White","18","England","Female","All","Main scheme application","65600","226450","0.29"
"2016","Any Other Ethnic Group","18","England","Female","All","Main scheme application","1100","3520","0.312"
"2016","Asian","18","England","Female","All","Main scheme application","8490","23140","0.367"
"2016","Black","18","England","Female","All","Main scheme application","4540","13650","0.332"
"2016","Chinese","18","England","Female","All","Main scheme application","570","1030","0.556"
"2016","Mixed","18","England","Female","All","Main scheme application","3570","11220","0.318"
"2016","White","18","England","Female","All","Main scheme application","65890","220380","0.299"
"2017","Any Other Ethnic Group","18","England","Female","All","Main scheme application","1190","3600","0.33"
"2017","Asian","18","England","Female","All","Main scheme application","9030","23730","0.381"
"2017","Black","18","England","Female","All","Main scheme application","4860","13650","0.356"
"2017","Chinese","18","England","Female","All","Main scheme application","520","960","0.541"
"2017","Mixed","18","England","Female","All","Main scheme application","3710","11380","0.326"
"2017","White","18","England","Female","All","Main scheme application","65760","216430","0.304"
"2018","Any Other Ethnic Group","18","England","Female","All","Main scheme application","1280","3850","0.333"
"2018","Asian","18","England","Female","All","Main scheme application","9510","24550","0.387"
"2018","Black","18","England","Female","All","Main scheme application","5020","13990","0.359"
"2018","Chinese","18","England","Female","All","Main scheme application","550","950","0.578"
"2018","Mixed","18","England","Female","All","Main scheme application","3690","11450","0.323"
"2018","White","18","England","Female","All","Main scheme application","64050","209250","0.306"
"2019","Any Other Ethnic Group","18","England","Female","All","Main scheme application","1400","3900","0.358"
"2019","Asian","18","England","Female","All","Main scheme application","10470","25570","0.41000000000000003"
"2019","Black","18","England","Female","All","Main scheme application","5360","13990","0.383"
"2019","Chinese","18","England","Female","All","Main scheme application","520","930","0.5640000000000001"
"2019","Mixed","18","England","Female","All","Main scheme application","3990","11900","0.335"
"2019","White","18","England","Female","All","Main scheme application","62280","201350","0.309"
"2020","Any Other Ethnic Group","18","England","Female","All","Main scheme application","1630","4060","0.402"
"2020","Asian","18","England","Female","All","Main scheme application","11930","27050","0.441"
"2020","Black","18","England","Female","All","Main scheme application","5950","14610","0.40700000000000003"
"2020","Chinese","18","England","Female","All","Main scheme application","560","940","0.598"
"2020","Mixed","18","England","Female","All","Main scheme application","4460","12350","0.361"
"2020","White","18","England","Female","All","Main scheme application","65450","196050","0.334"
"2021","Any Other Ethnic Group","18","England","Female","All","Main scheme application","2030","4560","0.446"
"2021","Asian","18","England","Female","All","Main scheme application","13900","27980","0.497"
"2021","Black","18","England","Female","All","Main scheme application","6990","15620","0.447"
"2021","Chinese","18","England","Female","All","Main scheme application","640","980","0.648"
"2021","Mixed","18","England","Female","All","Main scheme application","5510","13640","0.404"
"2021","White","18","England","Female","All","Main scheme application","71860","201190","0.357"
"2022","Any Other Ethnic Group","18","England","Female","All","Main scheme application","2120","5000","0.424"
"2022","Asian","18","England","Female","All","Main scheme application","13400","29790","0.45"
"2022","Black","18","England","Female","All","Main scheme application","7130","16490","0.432"
"2022","Chinese","18","England","Female","All","Main scheme application","610","990","0.621"
"2022","Mixed","18","England","Female","All","Main scheme application","5500","14770","0.372"
"2022","White","18","England","Female","All","Main scheme application","69110","205180","0.337"
"2023","Any Other Ethnic Group","18","England","Female","All","Main scheme application","2030","5600","0.363"
"2023","Asian","18","England","Female","All","Main scheme application","12690","31720","0.4"
"2023","Black","18","England","Female","All","Main scheme application","6770","17790","0.38"
"2023","Chinese","18","England","Female","All","Main scheme application","600","1090","0.547"
"2023","Mixed","18","England","Female","All","Main scheme application","5350","16140","0.332"
"2023","White","18","England","Female","All","Main scheme application","64160","210110","0.305"
"2006","Any Other Ethnic Group","18","England","Male","All","Main scheme application","430","2360","0.183"
"2006","Asian","18","England","Male","All","Main scheme application","4360","18620","0.234"
"2006","Black","18","England","Male","All","Main scheme application","1250","9750","0.128"
"2006","Chinese","18","England","Male","All","Main scheme application","480","1110","0.431"
"2006","Mixed","18","England","Male","All","Main scheme application","970","5570","0.17400000000000002"
"2006","White","18","England","Male","All","Main scheme application","43910","249980","0.176"
"2007","Any Other Ethnic Group","18","England","Male","All","Main scheme application","520","2650","0.198"
"2007","Asian","18","England","Male","All","Main scheme application","4140","18260","0.226"
"2007","Black","18","England","Male","All","Main scheme application","1370","9980","0.137"
"2007","Chinese","18","England","Male","All","Main scheme application","520","1170","0.442"
"2007","Mixed","18","England","Male","All","Main scheme application","1060","5900","0.18"
"2007","White","18","England","Male","All","Main scheme application","43750","247280","0.177"
"2008","Any Other Ethnic Group","18","England","Male","All","Main scheme application","480","2620","0.183"
"2008","Asian","18","England","Male","All","Main scheme application","4620","19380","0.23900000000000002"
"2008","Black","18","England","Male","All","Main scheme application","1580","10760","0.147"
"2008","Chinese","18","England","Male","All","Main scheme application","450","1120","0.402"
"2008","Mixed","18","England","Male","All","Main scheme application","1220","6520","0.187"
"2008","White","18","England","Male","All","Main scheme application","46180","253610","0.182"
"2009","Any Other Ethnic Group","18","England","Male","All","Main scheme application","540","2820","0.19"
"2009","Asian","18","England","Male","All","Main scheme application","4710","19610","0.24"
"2009","Black","18","England","Male","All","Main scheme application","1750","10960","0.159"
"2009","Chinese","18","England","Male","All","Main scheme application","470","1060","0.439"
"2009","Mixed","18","England","Male","All","Main scheme application","1320","7300","0.181"
"2009","White","18","England","Male","All","Main scheme application","48300","256480","0.188"
"2010","Any Other Ethnic Group","18","England","Male","All","Main scheme application","560","3020","0.186"
"2010","Asian","18","England","Male","All","Main scheme application","4860","20870","0.233"
"2010","Black","18","England","Male","All","Main scheme application","1830","11070","0.166"
"2010","Chinese","18","England","Male","All","Main scheme application","480","1130","0.428"
"2010","Mixed","18","England","Male","All","Main scheme application","1550","8110","0.192"
"2010","White","18","England","Male","All","Main scheme application","49050","256120","0.192"
"2011","Any Other Ethnic Group","18","England","Male","All","Main scheme application","630","3190","0.197"
"2011","Asian","18","England","Male","All","Main scheme application","5060","21130","0.23900000000000002"
"2011","Black","18","England","Male","All","Main scheme application","2100","11590","0.181"
"2011","Chinese","18","England","Male","All","Main scheme application","520","1120","0.462"
"2011","Mixed","18","England","Male","All","Main scheme application","1820","8460","0.215"
"2011","White","18","England","Male","All","Main scheme application","49410","245660","0.201"
"2012","Any Other Ethnic Group","18","England","Male","All","Main scheme application","680","3470","0.196"
"2012","Asian","18","England","Male","All","Main scheme application","5070","21940","0.231"
"2012","Black","18","England","Male","All","Main scheme application","2110","11970","0.176"
"2012","Chinese","18","England","Male","All","Main scheme application","480","1060","0.453"
"2012","Mixed","18","England","Male","All","Main scheme application","1810","9180","0.197"
"2012","White","18","England","Male","All","Main scheme application","46230","244360","0.189"
"2013","Any Other Ethnic Group","18","England","Male","All","Main scheme application","790","3620","0.219"
"2013","Asian","18","England","Male","All","Main scheme application","5930","22440","0.264"
"2013","Black","18","England","Male","All","Main scheme application","2700","12650","0.214"
"2013","Chinese","18","England","Male","All","Main scheme application","510","1100","0.464"
"2013","Mixed","18","England","Male","All","Main scheme application","2050","9540","0.215"
"2013","White","18","England","Male","All","Main scheme application","48100","237680","0.202"
"2014","Any Other Ethnic Group","18","England","Male","All","Main scheme application","820","3600","0.227"
"2014","Asian","18","England","Male","All","Main scheme application","6220","23100","0.269"
"2014","Black","18","England","Male","All","Main scheme application","2890","13150","0.22"
"2014","Chinese","18","England","Male","All","Main scheme application","490","1080","0.45"
"2014","Mixed","18","England","Male","All","Main scheme application","2290","10240","0.224"
"2014","White","18","England","Male","All","Main scheme application","48820","233620","0.209"
"2015","Any Other Ethnic Group","18","England","Male","All","Main scheme application","910","3770","0.242"
"2015","Asian","18","England","Male","All","Main scheme application","6790","23910","0.28400000000000003"
"2015","Black","18","England","Male","All","Main scheme application","3200","13720","0.233"
"2015","Chinese","18","England","Male","All","Main scheme application","540","1100","0.492"
"2015","Mixed","18","England","Male","All","Main scheme application","2460","10890","0.226"
"2015","White","18","England","Male","All","Main scheme application","49480","235800","0.21"
"2016","Any Other Ethnic Group","18","England","Male","All","Main scheme application","1000","3930","0.254"
"2016","Asian","18","England","Male","All","Main scheme application","7330","24920","0.294"
"2016","Black","18","England","Male","All","Main scheme application","3250","13580","0.23900000000000002"
"2016","Chinese","18","England","Male","All","Main scheme application","480","1010","0.47400000000000003"
"2016","Mixed","18","England","Male","All","Main scheme application","2680","11210","0.23900000000000002"
"2016","White","18","England","Male","All","Main scheme application","49840","230930","0.216"
"2017","Any Other Ethnic Group","18","England","Male","All","Main scheme application","1100","4130","0.266"
"2017","Asian","18","England","Male","All","Main scheme application","7730","25660","0.301"
"2017","Black","18","England","Male","All","Main scheme application","3280","13760","0.23800000000000002"
"2017","Chinese","18","England","Male","All","Main scheme application","490","1000","0.496"
"2017","Mixed","18","England","Male","All","Main scheme application","2780","11530","0.241"
"2017","White","18","England","Male","All","Main scheme application","49180","226910","0.217"
"2018","Any Other Ethnic Group","18","England","Male","All","Main scheme application","1150","4270","0.27"
"2018","Asian","18","England","Male","All","Main scheme application","8100","26580","0.305"
"2018","Black","18","England","Male","All","Main scheme application","3510","14130","0.248"
"2018","Chinese","18","England","Male","All","Main scheme application","500","970","0.516"
"2018","Mixed","18","England","Male","All","Main scheme application","2770","11810","0.23500000000000001"
"2018","White","18","England","Male","All","Main scheme application","47250","218750","0.216"
"2019","Any Other Ethnic Group","18","England","Male","All","Main scheme application","1230","4430","0.278"
"2019","Asian","18","England","Male","All","Main scheme application","8660","27170","0.319"
"2019","Black","18","England","Male","All","Main scheme application","3710","14140","0.262"
"2019","Chinese","18","England","Male","All","Main scheme application","520","1020","0.513"
"2019","Mixed","18","England","Male","All","Main scheme application","2910","12060","0.241"
"2019","White","18","England","Male","All","Main scheme application","45630","210080","0.217"
"2020","Any Other Ethnic Group","18","England","Male","All","Main scheme application","1340","4430","0.302"
"2020","Asian","18","England","Male","All","Main scheme application","9630","28670","0.336"
"2020","Black","18","England","Male","All","Main scheme application","4170","14600","0.28600000000000003"
"2020","Chinese","18","England","Male","All","Main scheme application","480","860","0.5640000000000001"
"2020","Mixed","18","England","Male","All","Main scheme application","3340","12770","0.262"
"2020","White","18","England","Male","All","Main scheme application","46680","206440","0.226"
"2021","Any Other Ethnic Group","18","England","Male","All","Main scheme application","1640","4950","0.331"
"2021","Asian","18","England","Male","All","Main scheme application","11660","30160","0.387"
"2021","Black","18","England","Male","All","Main scheme application","4880","15780","0.309"
"2021","Chinese","18","England","Male","All","Main scheme application","600","980","0.61"
"2021","Mixed","18","England","Male","All","Main scheme application","4100","13920","0.294"
"2021","White","18","England","Male","All","Main scheme application","52070","211220","0.247"
"2022","Any Other Ethnic Group","18","England","Male","All","Main scheme application","1720","5420","0.317"
"2022","Asian","18","England","Male","All","Main scheme application","11260","31130","0.362"
"2022","Black","18","England","Male","All","Main scheme application","5160","16630","0.31"
"2022","Chinese","18","England","Male","All","Main scheme application","530","940","0.5670000000000001"
"2022","Mixed","18","England","Male","All","Main scheme application","4250","15150","0.281"
"2022","White","18","England","Male","All","Main scheme application","50720","215900","0.23500000000000001"
"2023","Any Other Ethnic Group","18","England","Male","All","Main scheme application","1610","6040","0.266"
"2023","Asian","18","England","Male","All","Main scheme application","10480","33660","0.311"
"2023","Black","18","England","Male","All","Main scheme application","5090","17900","0.28500000000000003"
"2023","Chinese","18","England","Male","All","Main scheme application","560","1050","0.53"
"2023","Mixed","18","England","Male","All","Main scheme application","4120","16470","0.25"
"2023","White","18","England","Male","All","Main scheme application","47320","219550","0.216"
"2006","All","18","England","Female","All","Not main scheme application","7340","280760","0.026000000000000002"
"2007","All","18","England","Female","All","Not main scheme application","7660","277890","0.028"
"2008","All","18","England","Female","All","Not main scheme application","8770","284340","0.031"
"2009","All","18","England","Female","All","Not main scheme application","9350","289490","0.032"
"2010","All","18","England","Female","All","Not main scheme application","9530","288950","0.033"
"2011","All","18","England","Female","All","Not main scheme application","12020","280500","0.043000000000000003"
"2012","All","18","England","Female","All","Not main scheme application","11510","280520","0.041"
"2013","All","18","England","Female","All","Not main scheme application","11590","275730","0.042"
"2014","All","18","England","Female","All","Not main scheme application","12630","272480","0.046"
"2015","All","18","England","Female","All","Not main scheme application","13640","278310","0.049"
"2016","All","18","England","Female","All","Not main scheme application","14270","272930","0.052000000000000005"
"2017","All","18","England","Female","All","Not main scheme application","14690","269750","0.054"
"2018","All","18","England","Female","All","Not main scheme application","15240","264030","0.058"
"2019","All","18","England","Female","All","Not main scheme application","16960","257640","0.066"
"2020","All","18","England","Female","All","Not main scheme application","18480","255050","0.07200000000000001"
"2021","All","18","England","Female","All","Not main scheme application","14170","263970","0.054"
"2022","All","18","England","Female","All","Not main scheme application","17970","272220","0.066"
"2023","All","18","England","Female","All","Not main scheme application","18800","282450","0.067"
"2006","All","18","England","Male","All","Not main scheme application","5760","287390","0.02"
"2007","All","18","England","Male","All","Not main scheme application","6160","285240","0.022"
"2008","All","18","England","Male","All","Not main scheme application","6840","294010","0.023"
"2009","All","18","England","Male","All","Not main scheme application","7580","298240","0.025"
"2010","All","18","England","Male","All","Not main scheme application","7730","300320","0.026000000000000002"
"2011","All","18","England","Male","All","Not main scheme application","9300","291150","0.032"
"2012","All","18","England","Male","All","Not main scheme application","9130","291960","0.031"
"2013","All","18","England","Male","All","Not main scheme application","8740","287020","0.03"
"2014","All","18","England","Male","All","Not main scheme application","9900","284780","0.035"
"2015","All","18","England","Male","All","Not main scheme application","10120","289190","0.035"
"2016","All","18","England","Male","All","Not main scheme application","10620","285590","0.037"
