"Year","NPD ethnic group","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2017","All","18","England","Male","All","Not main scheme application","11340","282980","0.04"
"2018","All","18","England","Male","All","Not main scheme application","11520","276510","0.042"
"2019","All","18","England","Male","All","Not main scheme application","13520","268900","0.05"
"2020","All","18","England","Male","All","Not main scheme application","15540","267770","0.058"
"2021","All","18","England","Male","All","Not main scheme application","11600","277000","0.042"
"2022","All","18","England","Male","All","Not main scheme application","13640","285160","0.048"
"2023","All","18","England","Male","All","Not main scheme application","15190","294680","0.052000000000000005"
"2006","All","18","England","Female","All","Main scheme application","65100","280760","0.232"
"2007","All","18","England","Female","All","Main scheme application","65830","277890","0.23700000000000002"
"2008","All","18","England","Female","All","Main scheme application","71650","284340","0.252"
"2009","All","18","England","Female","All","Main scheme application","73980","289490","0.256"
"2010","All","18","England","Female","All","Main scheme application","73500","288950","0.254"
"2011","All","18","England","Female","All","Main scheme application","74170","280500","0.264"
"2012","All","18","England","Female","All","Main scheme application","72210","280520","0.257"
"2013","All","18","England","Female","All","Main scheme application","75940","275730","0.275"
"2014","All","18","England","Female","All","Main scheme application","77930","272480","0.28600000000000003"
"2015","All","18","England","Female","All","Main scheme application","83210","278310","0.299"
"2016","All","18","England","Female","All","Main scheme application","84160","272930","0.308"
"2017","All","18","England","Female","All","Main scheme application","85070","269750","0.315"
"2018","All","18","England","Female","All","Main scheme application","84090","264030","0.319"
"2019","All","18","England","Female","All","Main scheme application","84010","257640","0.326"
"2020","All","18","England","Female","All","Main scheme application","89980","255050","0.353"
"2021","All","18","England","Female","All","Main scheme application","100930","263970","0.382"
"2022","All","18","England","Female","All","Main scheme application","97870","272220","0.36"
"2023","All","18","England","Female","All","Main scheme application","91600","282450","0.324"
"2006","All","18","England","Male","All","Main scheme application","51390","287390","0.179"
"2007","All","18","England","Male","All","Main scheme application","51360","285240","0.18"
"2008","All","18","England","Male","All","Main scheme application","54520","294010","0.185"
"2009","All","18","England","Male","All","Main scheme application","57080","298240","0.191"
"2010","All","18","England","Male","All","Main scheme application","58350","300320","0.194"
"2011","All","18","England","Male","All","Main scheme application","59550","291150","0.20500000000000002"
"2012","All","18","England","Male","All","Main scheme application","56370","291960","0.193"
"2013","All","18","England","Male","All","Main scheme application","60090","287020","0.209"
"2014","All","18","England","Male","All","Main scheme application","61510","284780","0.216"
"2015","All","18","England","Male","All","Main scheme application","63380","289190","0.219"
"2016","All","18","England","Male","All","Main scheme application","64580","285590","0.226"
"2017","All","18","England","Male","All","Main scheme application","64560","282980","0.228"
"2018","All","18","England","Male","All","Main scheme application","63280","276510","0.229"
"2019","All","18","England","Male","All","Main scheme application","62670","268900","0.233"
"2020","All","18","England","Male","All","Main scheme application","65640","267770","0.245"
"2021","All","18","England","Male","All","Main scheme application","74940","277000","0.271"
"2022","All","18","England","Male","All","Main scheme application","73650","285160","0.258"
"2023","All","18","England","Male","All","Main scheme application","69180","294680","0.23500000000000001"
"2006","Any Other Ethnic Group","All","England","Female","All","Not main scheme application","120","2120","0.057"
"2006","Asian","All","England","Female","All","Not main scheme application","1540","17810","0.08600000000000001"
"2006","Black","All","England","Female","All","Not main scheme application","530","10080","0.053"
"2006","Chinese","All","England","Female","All","Not main scheme application","80","1040","0.075"
"2006","Mixed","All","England","Female","All","Not main scheme application","170","5880","0.028"
"2006","White","All","England","Female","All","Not main scheme application","4900","243840","0.02"
"2007","Any Other Ethnic Group","All","England","Female","All","Not main scheme application","130","2340","0.057"
"2007","Asian","All","England","Female","All","Not main scheme application","1580","17150","0.092"
"2007","Black","All","England","Female","All","Not main scheme application","640","10510","0.061"
"2007","Chinese","All","England","Female","All","Not main scheme application","90","1130","0.076"
"2007","Mixed","All","England","Female","All","Not main scheme application","190","6240","0.031"
"2007","White","All","England","Female","All","Not main scheme application","5030","240530","0.021"
"2008","Any Other Ethnic Group","All","England","Female","All","Not main scheme application","140","2320","0.061"
"2008","Asian","All","England","Female","All","Not main scheme application","1660","18020","0.092"
"2008","Black","All","England","Female","All","Not main scheme application","730","10920","0.066"
"2008","Chinese","All","England","Female","All","Not main scheme application","100","1070","0.092"
"2008","Mixed","All","England","Female","All","Not main scheme application","250","6850","0.036000000000000004"
"2008","White","All","England","Female","All","Not main scheme application","5900","245160","0.024"
"2009","Any Other Ethnic Group","All","England","Female","All","Not main scheme application","160","2450","0.063"
"2009","Asian","All","England","Female","All","Not main scheme application","1790","18590","0.096"
"2009","Black","All","England","Female","All","Not main scheme application","860","11160","0.077"
"2009","Chinese","All","England","Female","All","Not main scheme application","80","1070","0.07200000000000001"
"2009","Mixed","All","England","Female","All","Not main scheme application","300","7490","0.04"
"2009","White","All","England","Female","All","Not main scheme application","6170","248720","0.025"
"2010","Any Other Ethnic Group","All","England","Female","All","Not main scheme application","200","2620","0.077"
"2010","Asian","All","England","Female","All","Not main scheme application","1910","19350","0.099"
"2010","Black","All","England","Female","All","Not main scheme application","1080","11500","0.094"
"2010","Chinese","All","England","Female","All","Not main scheme application","90","1110","0.078"
"2010","Mixed","All","England","Female","All","Not main scheme application","320","8100","0.039"
"2010","White","All","England","Female","All","Not main scheme application","5930","246260","0.024"
