"Year","IMD2019 NIMDM2017 SIMD2012 2016 2020 WIMD2019","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2018","All","18","Wales","Female","Main scheme applicant","All","6535","5800","0.888","0"
"2019","All","18","Wales","Female","Main scheme applicant","All","6455","5735","0.889","0"
"2020","All","18","Wales","Female","Main scheme applicant","All","6450","5855","0.907","0"
"2021","All","18","Wales","Female","Main scheme applicant","All","7485","6550","0.875","0"
"2022","All","18","Wales","Female","Main scheme applicant","All","7630","6335","0.8300000000000001","0"
"2023","All","18","Wales","Female","Main scheme applicant","All","7040","6105","0.868","0"
"2006","All","19","Northern Ireland","Female","Main scheme applicant","All","1125","780","0.6940000000000001","0"
"2007","All","19","Northern Ireland","Female","Main scheme applicant","All","1340","985","0.736","0"
"2008","All","19","Northern Ireland","Female","Main scheme applicant","All","1290","1010","0.783","0"
"2009","All","19","Northern Ireland","Female","Main scheme applicant","All","1180","850","0.722","0"
"2010","All","19","Northern Ireland","Female","Main scheme applicant","All","1425","935","0.657","0"
"2011","All","19","Northern Ireland","Female","Main scheme applicant","All","1715","1155","0.673","0"
"2012","All","19","Northern Ireland","Female","Main scheme applicant","All","1530","1005","0.657","0"
"2013","All","19","Northern Ireland","Female","Main scheme applicant","All","1700","1255","0.739","0"
"2014","All","19","Northern Ireland","Female","Main scheme applicant","All","1690","1195","0.708","0"
"2015","All","19","Northern Ireland","Female","Main scheme applicant","All","1710","1175","0.6880000000000001","0"
"2016","All","19","Northern Ireland","Female","Main scheme applicant","All","1995","1465","0.734","0"
"2017","All","19","Northern Ireland","Female","Main scheme applicant","All","1915","1405","0.733","0"
"2018","All","19","Northern Ireland","Female","Main scheme applicant","All","1775","1345","0.759","0"
"2019","All","19","Northern Ireland","Female","Main scheme applicant","All","1835","1420","0.773","0"
"2020","All","19","Northern Ireland","Female","Main scheme applicant","All","1650","1380","0.835","0"
"2021","All","19","Northern Ireland","Female","Main scheme applicant","All","1555","1180","0.76","0"
"2022","All","19","Northern Ireland","Female","Main scheme applicant","All","1415","1040","0.735","0"
"2023","All","19","Northern Ireland","Female","Main scheme applicant","All","1350","1025","0.758","0"
"2006","All","19","England","Female","Main scheme applicant","All","29540","24530","0.8300000000000001","0"
"2007","All","19","England","Female","Main scheme applicant","All","36375","30475","0.838","0"
"2008","All","19","England","Female","Main scheme applicant","All","40260","33920","0.842","0"
"2009","All","19","England","Female","Main scheme applicant","All","43570","36095","0.8280000000000001","0"
"2010","All","19","England","Female","Main scheme applicant","All","48540","38300","0.789","0"
"2011","All","19","England","Female","Main scheme applicant","All","50635","40270","0.795","0"
"2012","All","19","England","Female","Main scheme applicant","All","41380","33310","0.805","0"
"2013","All","19","England","Female","Main scheme applicant","All","46415","38725","0.834","0"
"2014","All","19","England","Female","Main scheme applicant","All","47720","39930","0.837","0"
"2015","All","19","England","Female","Main scheme applicant","All","48080","40940","0.851","0"
"2016","All","19","England","Female","Main scheme applicant","All","48095","40960","0.852","0"
"2017","All","19","England","Female","Main scheme applicant","All","44745","38490","0.86","0"
"2018","All","19","England","Female","Main scheme applicant","All","42810","36820","0.86","0"
"2019","All","19","England","Female","Main scheme applicant","All","41850","35825","0.856","0"
"2020","All","19","England","Female","Main scheme applicant","All","40350","35050","0.869","0"
"2021","All","19","England","Female","Main scheme applicant","All","39925","33695","0.844","0"
"2022","All","19","England","Female","Main scheme applicant","All","40935","33535","0.8190000000000001","0"
"2023","All","19","England","Female","Main scheme applicant","All","40210","33170","0.8250000000000001","0"
"2006","All","19","Scotland","Female","Main scheme applicant","All","2130","1550","0.729","0"
"2007","All","19","Scotland","Female","Main scheme applicant","All","2245","1670","0.743","0"
"2008","All","19","Scotland","Female","Main scheme applicant","All","2250","1680","0.746","0"
"2009","All","19","Scotland","Female","Main scheme applicant","All","2405","1785","0.743","0"
"2010","All","19","Scotland","Female","Main scheme applicant","All","3115","2060","0.662","0"
"2011","All","19","Scotland","Female","Main scheme applicant","All","3275","2135","0.653","0"
"2012","All","19","Scotland","Female","Main scheme applicant","All","3305","2245","0.68","0"
"2013","All","19","Scotland","Female","Main scheme applicant","All","3210","2210","0.6890000000000001","0"
"2014","All","19","Scotland","Female","Main scheme applicant","All","3205","2275","0.709","0"
"2015","All","19","Scotland","Female","Main scheme applicant","All","3340","2370","0.71","0"
"2016","All","19","Scotland","Female","Main scheme applicant","All","3515","2450","0.6970000000000001","0"
"2017","All","19","Scotland","Female","Main scheme applicant","All","3460","2520","0.729","0"
"2018","All","19","Scotland","Female","Main scheme applicant","All","3545","2610","0.737","0"
"2019","All","19","Scotland","Female","Main scheme applicant","All","3395","2530","0.745","0"
"2020","All","19","Scotland","Female","Main scheme applicant","All","3265","2525","0.774","0"
"2021","All","19","Scotland","Female","Main scheme applicant","All","3550","2615","0.736","0"
"2022","All","19","Scotland","Female","Main scheme applicant","All","3435","2500","0.727","0"
"2023","All","19","Scotland","Female","Main scheme applicant","All","3385","2645","0.781","0"
"2006","All","19","Wales","Female","Main scheme applicant","All","1680","1325","0.789","0"
"2007","All","19","Wales","Female","Main scheme applicant","All","1800","1495","0.8300000000000001","0"
"2008","All","19","Wales","Female","Main scheme applicant","All","1980","1610","0.8130000000000001","0"
"2009","All","19","Wales","Female","Main scheme applicant","All","2090","1715","0.8220000000000001","0"
"2010","All","19","Wales","Female","Main scheme applicant","All","2265","1800","0.795","0"
"2011","All","19","Wales","Female","Main scheme applicant","All","2420","1865","0.771","0"
"2012","All","19","Wales","Female","Main scheme applicant","All","2300","1875","0.8140000000000001","0"
"2013","All","19","Wales","Female","Main scheme applicant","All","2325","1940","0.836","0"
"2014","All","19","Wales","Female","Main scheme applicant","All","2415","2045","0.846","0"
"2015","All","19","Wales","Female","Main scheme applicant","All","2315","1965","0.848","0"
"2016","All","19","Wales","Female","Main scheme applicant","All","2425","2050","0.847","0"
"2017","All","19","Wales","Female","Main scheme applicant","All","2255","1970","0.874","0"
"2018","All","19","Wales","Female","Main scheme applicant","All","2210","1915","0.867","0"
"2019","All","19","Wales","Female","Main scheme applicant","All","2220","1910","0.859","0"
"2020","All","19","Wales","Female","Main scheme applicant","All","2175","1915","0.881","0"
"2021","All","19","Wales","Female","Main scheme applicant","All","2160","1805","0.837","0"
"2022","All","19","Wales","Female","Main scheme applicant","All","2040","1645","0.808","0"
"2023","All","19","Wales","Female","Main scheme applicant","All","1915","1610","0.841","0"
"2006","All","20","Northern Ireland","Female","Main scheme applicant","All","450","270","0.6","0"
"2007","All","20","Northern Ireland","Female","Main scheme applicant","All","460","315","0.683","0"
"2008","All","20","Northern Ireland","Female","Main scheme applicant","All","505","370","0.728","0"
"2009","All","20","Northern Ireland","Female","Main scheme applicant","All","530","375","0.708","0"
"2010","All","20","Northern Ireland","Female","Main scheme applicant","All","600","375","0.626","0"
"2011","All","20","Northern Ireland","Female","Main scheme applicant","All","675","415","0.619","0"
"2012","All","20","Northern Ireland","Female","Main scheme applicant","All","685","425","0.622","0"
"2013","All","20","Northern Ireland","Female","Main scheme applicant","All","710","480","0.671","0"
"2014","All","20","Northern Ireland","Female","Main scheme applicant","All","835","570","0.683","0"
"2015","All","20","Northern Ireland","Female","Main scheme applicant","All","765","515","0.673","0"
"2016","All","20","Northern Ireland","Female","Main scheme applicant","All","765","505","0.664","0"
"2017","All","20","Northern Ireland","Female","Main scheme applicant","All","815","575","0.706","0"
"2018","All","20","Northern Ireland","Female","Main scheme applicant","All","855","630","0.735","0"
"2019","All","20","Northern Ireland","Female","Main scheme applicant","All","770","550","0.717","0"
"2020","All","20","Northern Ireland","Female","Main scheme applicant","All","690","540","0.785","0"
"2021","All","20","Northern Ireland","Female","Main scheme applicant","All","715","510","0.712","0"
"2022","All","20","Northern Ireland","Female","Main scheme applicant","All","610","415","0.679","0"
"2023","All","20","Northern Ireland","Female","Main scheme applicant","All","540","365","0.678","0"
"2006","All","20","England","Female","Main scheme applicant","All","10595","7925","0.748","0"
"2007","All","20","England","Female","Main scheme applicant","All","11640","8705","0.748","0"
"2008","All","20","England","Female","Main scheme applicant","All","14955","11325","0.757","0"
"2009","All","20","England","Female","Main scheme applicant","All","16260","11980","0.737","0"
"2010","All","20","England","Female","Main scheme applicant","All","18195","12350","0.679","0"
"2011","All","20","England","Female","Main scheme applicant","All","18545","12720","0.686","0"
"2012","All","20","England","Female","Main scheme applicant","All","15920","11080","0.6960000000000001","0"
"2013","All","20","England","Female","Main scheme applicant","All","16270","11975","0.736","0"
"2014","All","20","England","Female","Main scheme applicant","All","17560","13010","0.741","0"
"2015","All","20","England","Female","Main scheme applicant","All","16590","12370","0.746","0"
"2016","All","20","England","Female","Main scheme applicant","All","16080","12165","0.757","0"
"2017","All","20","England","Female","Main scheme applicant","All","15470","12020","0.777","0"
"2018","All","20","England","Female","Main scheme applicant","All","14800","11600","0.784","0"
"2019","All","20","England","Female","Main scheme applicant","All","14330","11225","0.783","0"
"2020","All","20","England","Female","Main scheme applicant","All","14830","11970","0.807","0"
"2021","All","20","England","Female","Main scheme applicant","All","14275","10785","0.756","0"
"2022","All","20","England","Female","Main scheme applicant","All","13590","9895","0.728","0"
"2023","All","20","England","Female","Main scheme applicant","All","13370","9975","0.746","0"
"2006","All","20","Scotland","Female","Main scheme applicant","All","1310","930","0.71","0"
"2007","All","20","Scotland","Female","Main scheme applicant","All","1410","1015","0.72","0"
"2008","All","20","Scotland","Female","Main scheme applicant","All","1460","1055","0.723","0"
"2009","All","20","Scotland","Female","Main scheme applicant","All","1520","1110","0.731","0"
"2010","All","20","Scotland","Female","Main scheme applicant","All","1900","1225","0.645","0"
"2011","All","20","Scotland","Female","Main scheme applicant","All","2110","1310","0.621","0"
"2012","All","20","Scotland","Female","Main scheme applicant","All","2040","1325","0.651","0"
"2013","All","20","Scotland","Female","Main scheme applicant","All","2185","1440","0.658","0"
"2014","All","20","Scotland","Female","Main scheme applicant","All","2200","1470","0.668","0"
"2015","All","20","Scotland","Female","Main scheme applicant","All","2210","1545","0.6990000000000001","0"
"2016","All","20","Scotland","Female","Main scheme applicant","All","2280","1575","0.6910000000000001","0"
"2017","All","20","Scotland","Female","Main scheme applicant","All","2370","1665","0.7030000000000001","0"
"2018","All","20","Scotland","Female","Main scheme applicant","All","2305","1645","0.712","0"
"2019","All","20","Scotland","Female","Main scheme applicant","All","2055","1455","0.708","0"
"2020","All","20","Scotland","Female","Main scheme applicant","All","1970","1465","0.742","0"
"2021","All","20","Scotland","Female","Main scheme applicant","All","2220","1475","0.663","0"
"2022","All","20","Scotland","Female","Main scheme applicant","All","1865","1300","0.6970000000000001","0"
"2023","All","20","Scotland","Female","Main scheme applicant","All","1795","1300","0.725","0"
"2006","All","20","Wales","Female","Main scheme applicant","All","605","445","0.731","0"
"2007","All","20","Wales","Female","Main scheme applicant","All","590","450","0.762","0"
"2008","All","20","Wales","Female","Main scheme applicant","All","750","580","0.774","0"
"2009","All","20","Wales","Female","Main scheme applicant","All","815","595","0.731","0"
"2010","All","20","Wales","Female","Main scheme applicant","All","800","510","0.639","0"
"2011","All","20","Wales","Female","Main scheme applicant","All","950","640","0.675","0"
"2012","All","20","Wales","Female","Main scheme applicant","All","910","660","0.727","0"
"2013","All","20","Wales","Female","Main scheme applicant","All","850","650","0.767","0"
"2014","All","20","Wales","Female","Main scheme applicant","All","855","665","0.777","0"
"2015","All","20","Wales","Female","Main scheme applicant","All","890","665","0.748","0"
"2016","All","20","Wales","Female","Main scheme applicant","All","890","685","0.771","0"
"2017","All","20","Wales","Female","Main scheme applicant","All","900","715","0.795","0"
"2018","All","20","Wales","Female","Main scheme applicant","All","795","635","0.799","0"
"2019","All","20","Wales","Female","Main scheme applicant","All","785","595","0.762","0"
"2020","All","20","Wales","Female","Main scheme applicant","All","740","605","0.8170000000000001","0"
"2021","All","20","Wales","Female","Main scheme applicant","All","805","605","0.75","0"
"2022","All","20","Wales","Female","Main scheme applicant","All","740","585","0.792","0"
"2023","All","20","Wales","Female","Main scheme applicant","All","695","520","0.749","0"
"2006","All","21 - 24","Northern Ireland","Female","Main scheme applicant","All","820","420","0.514","0"
"2007","All","21 - 24","Northern Ireland","Female","Main scheme applicant","All","860","465","0.544","0"
"2008","All","21 - 24","Northern Ireland","Female","Main scheme applicant","All","835","505","0.606","0"
"2009","All","21 - 24","Northern Ireland","Female","Main scheme applicant","All","875","520","0.594","0"
"2010","All","21 - 24","Northern Ireland","Female","Main scheme applicant","All","1105","580","0.526","0"
"2011","All","21 - 24","Northern Ireland","Female","Main scheme applicant","All","1150","585","0.509","0"
"2012","All","21 - 24","Northern Ireland","Female","Main scheme applicant","All","1055","565","0.538","0"
"2013","All","21 - 24","Northern Ireland","Female","Main scheme applicant","All","1300","710","0.546","0"
"2014","All","21 - 24","Northern Ireland","Female","Main scheme applicant","All","1270","680","0.534","0"
"2015","All","21 - 24","Northern Ireland","Female","Main scheme applicant","All","1325","720","0.543","0"
"2016","All","21 - 24","Northern Ireland","Female","Main scheme applicant","All","1300","740","0.5690000000000001","0"
"2017","All","21 - 24","Northern Ireland","Female","Main scheme applicant","All","1135","675","0.595","0"
"2018","All","21 - 24","Northern Ireland","Female","Main scheme applicant","All","1100","705","0.64","0"
"2019","All","21 - 24","Northern Ireland","Female","Main scheme applicant","All","1075","675","0.63","0"
"2020","All","21 - 24","Northern Ireland","Female","Main scheme applicant","All","1000","670","0.67","0"
"2021","All","21 - 24","Northern Ireland","Female","Main scheme applicant","All","1245","725","0.58","0"
"2022","All","21 - 24","Northern Ireland","Female","Main scheme applicant","All","965","550","0.5710000000000001","0"
"2023","All","21 - 24","Northern Ireland","Female","Main scheme applicant","All","855","505","0.593","0"
"2006","All","21 - 24","England","Female","Main scheme applicant","All","16950","10715","0.632","0"
"2007","All","21 - 24","England","Female","Main scheme applicant","All","18550","11820","0.637","0"
"2008","All","21 - 24","England","Female","Main scheme applicant","All","22935","15025","0.655","0"
"2009","All","21 - 24","England","Female","Main scheme applicant","All","27005","17130","0.634","0"
"2010","All","21 - 24","England","Female","Main scheme applicant","All","31360","17555","0.56","0"
"2011","All","21 - 24","England","Female","Main scheme applicant","All","30985","17350","0.56","0"
"2012","All","21 - 24","England","Female","Main scheme applicant","All","27740","15810","0.5700000000000001","0"
"2013","All","21 - 24","England","Female","Main scheme applicant","All","28275","17025","0.602","0"
"2014","All","21 - 24","England","Female","Main scheme applicant","All","29545","17850","0.604","0"
"2015","All","21 - 24","England","Female","Main scheme applicant","All","28020","17785","0.635","0"
"2016","All","21 - 24","England","Female","Main scheme applicant","All","26645","17015","0.639","0"
"2017","All","21 - 24","England","Female","Main scheme applicant","All","23455","15945","0.68","0"
"2018","All","21 - 24","England","Female","Main scheme applicant","All","22385","15465","0.6910000000000001","0"
"2019","All","21 - 24","England","Female","Main scheme applicant","All","21450","14910","0.6950000000000001","0"
"2020","All","21 - 24","England","Female","Main scheme applicant","All","22250","16110","0.724","0"
"2021","All","21 - 24","England","Female","Main scheme applicant","All","24430","15590","0.638","0"
"2022","All","21 - 24","England","Female","Main scheme applicant","All","21390","12970","0.606","0"
"2023","All","21 - 24","England","Female","Main scheme applicant","All","18625","11460","0.615","0"
"2006","All","21 - 24","Scotland","Female","Main scheme applicant","All","2220","1445","0.651","0"
"2007","All","21 - 24","Scotland","Female","Main scheme applicant","All","2330","1615","0.6940000000000001","0"
"2008","All","21 - 24","Scotland","Female","Main scheme applicant","All","2470","1690","0.684","0"
"2009","All","21 - 24","Scotland","Female","Main scheme applicant","All","2585","1730","0.67","0"
"2010","All","21 - 24","Scotland","Female","Main scheme applicant","All","3650","2080","0.5700000000000001","0"
"2011","All","21 - 24","Scotland","Female","Main scheme applicant","All","3810","2120","0.557","0"
"2012","All","21 - 24","Scotland","Female","Main scheme applicant","All","3630","2100","0.579","0"
"2013","All","21 - 24","Scotland","Female","Main scheme applicant","All","3780","2235","0.591","0"
"2014","All","21 - 24","Scotland","Female","Main scheme applicant","All","4075","2475","0.607","0"
"2015","All","21 - 24","Scotland","Female","Main scheme applicant","All","5115","3080","0.602","0"
"2016","All","21 - 24","Scotland","Female","Main scheme applicant","All","5090","3080","0.605","0"
"2017","All","21 - 24","Scotland","Female","Main scheme applicant","All","5075","3240","0.639","0"
"2018","All","21 - 24","Scotland","Female","Main scheme applicant","All","5130","3265","0.636","0"
"2019","All","21 - 24","Scotland","Female","Main scheme applicant","All","4975","3185","0.64","0"
"2020","All","21 - 24","Scotland","Female","Main scheme applicant","All","5185","3470","0.67","0"
"2021","All","21 - 24","Scotland","Female","Main scheme applicant","All","5625","3310","0.588","0"
"2022","All","21 - 24","Scotland","Female","Main scheme applicant","All","4450","2775","0.624","0"
"2023","All","21 - 24","Scotland","Female","Main scheme applicant","All","4085","2690","0.659","0"
"2006","All","21 - 24","Wales","Female","Main scheme applicant","All","1120","650","0.579","0"
"2007","All","21 - 24","Wales","Female","Main scheme applicant","All","1150","690","0.601","0"
"2008","All","21 - 24","Wales","Female","Main scheme applicant","All","1280","810","0.634","0"
"2009","All","21 - 24","Wales","Female","Main scheme applicant","All","1505","960","0.638","0"
"2010","All","21 - 24","Wales","Female","Main scheme applicant","All","1605","855","0.533","0"
"2011","All","21 - 24","Wales","Female","Main scheme applicant","All","1690","900","0.532","0"
"2012","All","21 - 24","Wales","Female","Main scheme applicant","All","1695","925","0.546","0"
"2013","All","21 - 24","Wales","Female","Main scheme applicant","All","1640","985","0.603","0"
"2014","All","21 - 24","Wales","Female","Main scheme applicant","All","1695","1060","0.624","0"
"2015","All","21 - 24","Wales","Female","Main scheme applicant","All","1590","1000","0.628","0"
"2016","All","21 - 24","Wales","Female","Main scheme applicant","All","1655","1045","0.633","0"
"2017","All","21 - 24","Wales","Female","Main scheme applicant","All","1490","1065","0.714","0"
"2018","All","21 - 24","Wales","Female","Main scheme applicant","All","1380","950","0.6900000000000001","0"
"2019","All","21 - 24","Wales","Female","Main scheme applicant","All","1425","1005","0.704","0"
"2020","All","21 - 24","Wales","Female","Main scheme applicant","All","1440","1015","0.706","0"
"2021","All","21 - 24","Wales","Female","Main scheme applicant","All","1555","995","0.64","0"
"2022","All","21 - 24","Wales","Female","Main scheme applicant","All","1705","1170","0.684","0"
"2023","All","21 - 24","Wales","Female","Main scheme applicant","All","1525","1040","0.682","0"
"2006","All","25 - 29","Northern Ireland","Female","Main scheme applicant","All","335","165","0.491","0"
"2007","All","25 - 29","Northern Ireland","Female","Main scheme applicant","All","355","195","0.549","0"
"2008","All","25 - 29","Northern Ireland","Female","Main scheme applicant","All","300","175","0.5760000000000001","0"
"2009","All","25 - 29","Northern Ireland","Female","Main scheme applicant","All","315","170","0.53","0"
"2010","All","25 - 29","Northern Ireland","Female","Main scheme applicant","All","465","250","0.533","0"
"2011","All","25 - 29","Northern Ireland","Female","Main scheme applicant","All","485","235","0.483","0"
"2012","All","25 - 29","Northern Ireland","Female","Main scheme applicant","All","425","200","0.47300000000000003","0"
"2013","All","25 - 29","Northern Ireland","Female","Main scheme applicant","All","570","275","0.47900000000000004","0"
"2014","All","25 - 29","Northern Ireland","Female","Main scheme applicant","All","595","275","0.462","0"
"2015","All","25 - 29","Northern Ireland","Female","Main scheme applicant","All","580","295","0.513","0"
"2016","All","25 - 29","Northern Ireland","Female","Main scheme applicant","All","565","280","0.497","0"
"2017","All","25 - 29","Northern Ireland","Female","Main scheme applicant","All","490","250","0.511","0"
"2018","All","25 - 29","Northern Ireland","Female","Main scheme applicant","All","480","260","0.536","0"
"2019","All","25 - 29","Northern Ireland","Female","Main scheme applicant","All","435","255","0.581","0"
"2020","All","25 - 29","Northern Ireland","Female","Main scheme applicant","All","455","260","0.5710000000000001","0"
"2021","All","25 - 29","Northern Ireland","Female","Main scheme applicant","All","575","285","0.499","0"
"2022","All","25 - 29","Northern Ireland","Female","Main scheme applicant","All","420","225","0.538","0"
"2023","All","25 - 29","Northern Ireland","Female","Main scheme applicant","All","340","185","0.55","0"
"2006","All","25 - 29","England","Female","Main scheme applicant","All","8785","5215","0.594","0"
"2007","All","25 - 29","England","Female","Main scheme applicant","All","9190","5545","0.603","0"
"2008","All","25 - 29","England","Female","Main scheme applicant","All","12160","7660","0.63","0"
"2009","All","25 - 29","England","Female","Main scheme applicant","All","14555","8715","0.599","0"
"2010","All","25 - 29","England","Female","Main scheme applicant","All","17735","9205","0.519","0"
"2011","All","25 - 29","England","Female","Main scheme applicant","All","17380","8840","0.509","0"
"2012","All","25 - 29","England","Female","Main scheme applicant","All","15435","8050","0.521","0"
"2013","All","25 - 29","England","Female","Main scheme applicant","All","15700","8420","0.536","0"
"2014","All","25 - 29","England","Female","Main scheme applicant","All","16495","9275","0.562","0"
"2015","All","25 - 29","England","Female","Main scheme applicant","All","15975","9220","0.577","0"
"2016","All","25 - 29","England","Female","Main scheme applicant","All","16010","9385","0.586","0"
"2017","All","25 - 29","England","Female","Main scheme applicant","All","12850","8225","0.64","0"
"2018","All","25 - 29","England","Female","Main scheme applicant","All","11650","7740","0.664","0"
"2019","All","25 - 29","England","Female","Main scheme applicant","All","11340","7590","0.669","0"
"2020","All","25 - 29","England","Female","Main scheme applicant","All","12015","8420","0.7010000000000001","0"
"2021","All","25 - 29","England","Female","Main scheme applicant","All","13725","8560","0.623","0"
"2022","All","25 - 29","England","Female","Main scheme applicant","All","10760","6550","0.609","0"
"2023","All","25 - 29","England","Female","Main scheme applicant","All","8820","5255","0.596","0"
"2006","All","25 - 29","Scotland","Female","Main scheme applicant","All","995","635","0.64","0"
"2007","All","25 - 29","Scotland","Female","Main scheme applicant","All","1080","700","0.647","0"
"2008","All","25 - 29","Scotland","Female","Main scheme applicant","All","1110","720","0.65","0"
"2009","All","25 - 29","Scotland","Female","Main scheme applicant","All","1240","815","0.658","0"
"2010","All","25 - 29","Scotland","Female","Main scheme applicant","All","1970","1060","0.54","0"
"2011","All","25 - 29","Scotland","Female","Main scheme applicant","All","1965","1035","0.525","0"
"2012","All","25 - 29","Scotland","Female","Main scheme applicant","All","1905","1020","0.535","0"
"2013","All","25 - 29","Scotland","Female","Main scheme applicant","All","1885","1020","0.54","0"
"2014","All","25 - 29","Scotland","Female","Main scheme applicant","All","2090","1160","0.555","0"
"2015","All","25 - 29","Scotland","Female","Main scheme applicant","All","2995","1670","0.557","0"
"2016","All","25 - 29","Scotland","Female","Main scheme applicant","All","3175","1755","0.553","0"
"2017","All","25 - 29","Scotland","Female","Main scheme applicant","All","3125","1895","0.606","0"
"2018","All","25 - 29","Scotland","Female","Main scheme applicant","All","3020","1850","0.612","0"
"2019","All","25 - 29","Scotland","Female","Main scheme applicant","All","2995","1835","0.613","0"
"2020","All","25 - 29","Scotland","Female","Main scheme applicant","All","3245","2110","0.65","0"
"2021","All","25 - 29","Scotland","Female","Main scheme applicant","All","3875","2300","0.594","0"
"2022","All","25 - 29","Scotland","Female","Main scheme applicant","All","2880","1815","0.631","0"
"2023","All","25 - 29","Scotland","Female","Main scheme applicant","All","2195","1420","0.645","0"
"2006","All","25 - 29","Wales","Female","Main scheme applicant","All","625","345","0.55","0"
"2007","All","25 - 29","Wales","Female","Main scheme applicant","All","660","395","0.596","0"
"2008","All","25 - 29","Wales","Female","Main scheme applicant","All","650","410","0.628","0"
"2009","All","25 - 29","Wales","Female","Main scheme applicant","All","815","505","0.621","0"
"2010","All","25 - 29","Wales","Female","Main scheme applicant","All","935","475","0.51","0"
"2011","All","25 - 29","Wales","Female","Main scheme applicant","All","1015","510","0.5","0"
"2012","All","25 - 29","Wales","Female","Main scheme applicant","All","930","495","0.531","0"
"2013","All","25 - 29","Wales","Female","Main scheme applicant","All","970","530","0.547","0"
"2014","All","25 - 29","Wales","Female","Main scheme applicant","All","1015","610","0.603","0"
"2015","All","25 - 29","Wales","Female","Main scheme applicant","All","950","600","0.632","0"
"2016","All","25 - 29","Wales","Female","Main scheme applicant","All","965","585","0.61","0"
"2017","All","25 - 29","Wales","Female","Main scheme applicant","All","955","600","0.626","0"
"2018","All","25 - 29","Wales","Female","Main scheme applicant","All","930","625","0.674","0"
"2019","All","25 - 29","Wales","Female","Main scheme applicant","All","915","610","0.665","0"
"2020","All","25 - 29","Wales","Female","Main scheme applicant","All","920","650","0.706","0"
"2021","All","25 - 29","Wales","Female","Main scheme applicant","All","1085","665","0.611","0"
"2022","All","25 - 29","Wales","Female","Main scheme applicant","All","960","615","0.639","0"
"2023","All","25 - 29","Wales","Female","Main scheme applicant","All","735","465","0.63","0"
"2006","All","30 - 34","Northern Ireland","Female","Main scheme applicant","All","195","105","0.543","0"
"2007","All","30 - 34","Northern Ireland","Female","Main scheme applicant","All","155","95","0.604","0"
"2008","All","30 - 34","Northern Ireland","Female","Main scheme applicant","All","145","100","0.685","0"
"2009","All","30 - 34","Northern Ireland","Female","Main scheme applicant","All","155","95","0.596","0"
"2010","All","30 - 34","Northern Ireland","Female","Main scheme applicant","All","175","95","0.549","0"
"2011","All","30 - 34","Northern Ireland","Female","Main scheme applicant","All","180","95","0.542","0"
"2012","All","30 - 34","Northern Ireland","Female","Main scheme applicant","All","180","105","0.592","0"
"2013","All","30 - 34","Northern Ireland","Female","Main scheme applicant","All","260","105","0.40800000000000003","0"
"2014","All","30 - 34","Northern Ireland","Female","Main scheme applicant","All","265","135","0.502","0"
"2015","All","30 - 34","Northern Ireland","Female","Main scheme applicant","All","280","130","0.457","0"
"2016","All","30 - 34","Northern Ireland","Female","Main scheme applicant","All","285","150","0.519","0"
"2017","All","30 - 34","Northern Ireland","Female","Main scheme applicant","All","285","150","0.532","0"
"2018","All","30 - 34","Northern Ireland","Female","Main scheme applicant","All","250","140","0.558","0"
"2019","All","30 - 34","Northern Ireland","Female","Main scheme applicant","All","285","150","0.526","0"
"2020","All","30 - 34","Northern Ireland","Female","Main scheme applicant","All","265","145","0.545","0"
"2021","All","30 - 34","Northern Ireland","Female","Main scheme applicant","All","300","150","0.498","0"
"2022","All","30 - 34","Northern Ireland","Female","Main scheme applicant","All","275","145","0.527","0"
"2023","All","30 - 34","Northern Ireland","Female","Main scheme applicant","All","220","130","0.584","0"
"2006","All","30 - 34","England","Female","Main scheme applicant","All","5375","3190","0.593","0"
"2007","All","30 - 34","England","Female","Main scheme applicant","All","5160","3110","0.602","0"
"2008","All","30 - 34","England","Female","Main scheme applicant","All","6975","4385","0.629","0"
"2009","All","30 - 34","England","Female","Main scheme applicant","All","8615","5170","0.6","0"
"2010","All","30 - 34","England","Female","Main scheme applicant","All","10695","5520","0.516","0"
"2011","All","30 - 34","England","Female","Main scheme applicant","All","10715","5370","0.501","0"
"2012","All","30 - 34","England","Female","Main scheme applicant","All","9865","5040","0.511","0"
"2013","All","30 - 34","England","Female","Main scheme applicant","All","9755","5255","0.539","0"
"2014","All","30 - 34","England","Female","Main scheme applicant","All","10075","5600","0.556","0"
"2015","All","30 - 34","England","Female","Main scheme applicant","All","9560","5445","0.5700000000000001","0"
"2016","All","30 - 34","England","Female","Main scheme applicant","All","9540","5470","0.5730000000000001","0"
"2017","All","30 - 34","England","Female","Main scheme applicant","All","7820","5095","0.652","0"
"2018","All","30 - 34","England","Female","Main scheme applicant","All","7230","4825","0.668","0"
"2019","All","30 - 34","England","Female","Main scheme applicant","All","7080","4795","0.677","0"
"2020","All","30 - 34","England","Female","Main scheme applicant","All","7890","5525","0.7000000000000001","0"
"2021","All","30 - 34","England","Female","Main scheme applicant","All","9075","5750","0.634","0"
"2022","All","30 - 34","England","Female","Main scheme applicant","All","7740","4785","0.618","0"
"2023","All","30 - 34","England","Female","Main scheme applicant","All","6335","3875","0.612","0"
"2006","All","30 - 34","Scotland","Female","Main scheme applicant","All","540","355","0.654","0"
"2007","All","30 - 34","Scotland","Female","Main scheme applicant","All","470","315","0.665","0"
