"Year","Achieved A level points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2022","16 point(s)","All","Northern Ireland","All","All","Not main scheme application","50","45","0.885","0"
"2023","16 point(s)","All","Northern Ireland","All","All","Not main scheme application","35","35","0.892","0"
"2010","16 point(s)","All","England","All","All","Not main scheme application","215","165","0.77","0"
"2011","16 point(s)","All","England","All","All","Not main scheme application","275","245","0.898","0"
"2012","16 point(s)","All","England","All","All","Not main scheme application","375","340","0.912","0"
"2013","16 point(s)","All","England","All","All","Not main scheme application","370","335","0.905","0"
"2014","16 point(s)","All","England","All","All","Not main scheme application","395","355","0.908","0"
"2015","16 point(s)","All","England","All","All","Not main scheme application","320","280","0.878","0"
"2016","16 point(s)","All","England","All","All","Not main scheme application","395","360","0.909","0"
"2017","16 point(s)","All","England","All","All","Not main scheme application","370","340","0.918","0"
"2018","16 point(s)","All","England","All","All","Not main scheme application","345","315","0.916","0"
"2019","16 point(s)","All","England","All","All","Not main scheme application","355","330","0.922","0"
"2020","16 point(s)","All","England","All","All","Not main scheme application","1580","1515","0.9580000000000001","5"
"2021","16 point(s)","All","England","All","All","Not main scheme application","590","510","0.869","0"
"2022","16 point(s)","All","England","All","All","Not main scheme application","735","620","0.846","0"
"2023","16 point(s)","All","England","All","All","Not main scheme application","580","515","0.891","0"
"2010","16 point(s)","All","Wales","All","All","Not main scheme application","15","10","0.75","0"
"2011","16 point(s)","All","Wales","All","All","Not main scheme application","5","5"," ","0"
"2012","16 point(s)","All","Wales","All","All","Not main scheme application","20","15","0.9440000000000001","0"
"2013","16 point(s)","All","Wales","All","All","Not main scheme application","15","15","0.882","0"
"2014","16 point(s)","All","Wales","All","All","Not main scheme application","15","15","0.875","0"
"2015","16 point(s)","All","Wales","All","All","Not main scheme application","10","10"," ","0"
"2016","16 point(s)","All","Wales","All","All","Not main scheme application","10","10","0.909","0"
"2017","16 point(s)","All","Wales","All","All","Not main scheme application","15","15","0.9410000000000001","0"
"2018","16 point(s)","All","Wales","All","All","Not main scheme application","15","15","0.875","0"
"2019","16 point(s)","All","Wales","All","All","Not main scheme application","10","10"," ","0"
"2020","16 point(s)","All","Wales","All","All","Not main scheme application","65","60","0.9540000000000001","0"
"2021","16 point(s)","All","Wales","All","All","Not main scheme application","40","35","0.925","0"
"2022","16 point(s)","All","Wales","All","All","Not main scheme application","35","25","0.8180000000000001","0"
"2023","16 point(s)","All","Wales","All","All","Not main scheme application","20","15","0.889","0"
"2010","17 point(s)","All","Northern Ireland","All","All","Not main scheme application","10","10","0.917","0"
"2011","17 point(s)","All","Northern Ireland","All","All","Not main scheme application","10","10","1","0"
"2012","17 point(s)","All","Northern Ireland","All","All","Not main scheme application","10","5"," ","0"
"2013","17 point(s)","All","Northern Ireland","All","All","Not main scheme application","10","10","0.833","0"
"2014","17 point(s)","All","Northern Ireland","All","All","Not main scheme application","10","5"," ","0"
"2015","17 point(s)","All","Northern Ireland","All","All","Not main scheme application","5","5"," ","0"
"2016","17 point(s)","All","Northern Ireland","All","All","Not main scheme application","10","10"," ","0"
"2017","17 point(s)","All","Northern Ireland","All","All","Not main scheme application","10","10","1","0"
"2018","17 point(s)","All","Northern Ireland","All","All","Not main scheme application","5","5"," ","0"
"2019","17 point(s)","All","Northern Ireland","All","All","Not main scheme application","15","15","1","0"
"2020","17 point(s)","All","Northern Ireland","All","All","Not main scheme application","25","25","0.923","0"
"2021","17 point(s)","All","Northern Ireland","All","All","Not main scheme application","20","15","0.895","0"
"2022","17 point(s)","All","Northern Ireland","All","All","Not main scheme application","30","25","0.844","0"
"2023","17 point(s)","All","Northern Ireland","All","All","Not main scheme application","25","25","1","0"
"2010","17 point(s)","All","England","All","All","Not main scheme application","115","85","0.746","0"
"2011","17 point(s)","All","England","All","All","Not main scheme application","135","115","0.837","0"
"2012","17 point(s)","All","England","All","All","Not main scheme application","175","160","0.913","0"
"2013","17 point(s)","All","England","All","All","Not main scheme application","195","175","0.897","0"
"2014","17 point(s)","All","England","All","All","Not main scheme application","180","160","0.905","0"
"2015","17 point(s)","All","England","All","All","Not main scheme application","165","150","0.904","0"
"2016","17 point(s)","All","England","All","All","Not main scheme application","155","140","0.902","0"
"2017","17 point(s)","All","England","All","All","Not main scheme application","160","150","0.9380000000000001","0"
"2018","17 point(s)","All","England","All","All","Not main scheme application","150","140","0.908","0"
"2019","17 point(s)","All","England","All","All","Not main scheme application","150","140","0.9460000000000001","0"
"2020","17 point(s)","All","England","All","All","Not main scheme application","805","775","0.965","5"
"2021","17 point(s)","All","England","All","All","Not main scheme application","310","255","0.8320000000000001","5"
"2022","17 point(s)","All","England","All","All","Not main scheme application","430","340","0.794","0"
"2023","17 point(s)","All","England","All","All","Not main scheme application","295","260","0.881","0"
"2010","17 point(s)","All","Wales","All","All","Not main scheme application","5","5"," ","0"
"2011","17 point(s)","All","Wales","All","All","Not main scheme application","5","5"," ","0"
"2012","17 point(s)","All","Wales","All","All","Not main scheme application","10","5"," ","0"
"2013","17 point(s)","All","Wales","All","All","Not main scheme application","5","5"," ","0"
"2014","17 point(s)","All","Wales","All","All","Not main scheme application","5","5"," ","0"
"2015","17 point(s)","All","Wales","All","All","Not main scheme application","10","10","1","0"
"2016","17 point(s)","All","Wales","All","All","Not main scheme application","5","5"," ","0"
"2017","17 point(s)","All","Wales","All","All","Not main scheme application","10","10"," ","0"
"2018","17 point(s)","All","Wales","All","All","Not main scheme application","10","10","1","0"
"2019","17 point(s)","All","Wales","All","All","Not main scheme application","10","10"," ","0"
"2020","17 point(s)","All","Wales","All","All","Not main scheme application","25","20","0.917","0"
"2021","17 point(s)","All","Wales","All","All","Not main scheme application","20","10","0.667","0"
"2022","17 point(s)","All","Wales","All","All","Not main scheme application","30","25","0.931","0"
"2023","17 point(s)","All","Wales","All","All","Not main scheme application","15","15","1","0"
"2010","18 point(s)","All","Northern Ireland","All","All","Not main scheme application","5","5"," ","0"
"2011","18 point(s)","All","Northern Ireland","All","All","Not main scheme application","5","5"," ","0"
"2012","18 point(s)","All","Northern Ireland","All","All","Not main scheme application","5","5"," ","0"
"2013","18 point(s)","All","Northern Ireland","All","All","Not main scheme application","10","10"," ","0"
"2014","18 point(s)","All","Northern Ireland","All","All","Not main scheme application","5","5"," ","0"
"2015","18 point(s)","All","Northern Ireland","All","All","Not main scheme application","10","10"," ","0"
"2016","18 point(s)","All","Northern Ireland","All","All","Not main scheme application","10","10"," ","0"
"2017","18 point(s)","All","Northern Ireland","All","All","Not main scheme application","10","10"," ","0"
"2018","18 point(s)","All","Northern Ireland","All","All","Not main scheme application","5","5"," ","0"
"2019","18 point(s)","All","Northern Ireland","All","All","Not main scheme application","15","15","0.9380000000000001","0"
"2020","18 point(s)","All","Northern Ireland","All","All","Not main scheme application","20","15","0.833","0"
"2021","18 point(s)","All","Northern Ireland","All","All","Not main scheme application","20","15","0.895","0"
"2022","18 point(s)","All","Northern Ireland","All","All","Not main scheme application","30","20","0.786","0"
"2023","18 point(s)","All","Northern Ireland","All","All","Not main scheme application","15","15","1","0"
"2010","18 point(s)","All","England","All","All","Not main scheme application","35","25","0.73","0"
"2011","18 point(s)","All","England","All","All","Not main scheme application","60","50","0.79","0"
"2012","18 point(s)","All","England","All","All","Not main scheme application","95","80","0.842","0"
"2013","18 point(s)","All","England","All","All","Not main scheme application","85","75","0.872","0"
"2014","18 point(s)","All","England","All","All","Not main scheme application","75","60","0.8220000000000001","0"
"2015","18 point(s)","All","England","All","All","Not main scheme application","60","55","0.883","0"
"2016","18 point(s)","All","England","All","All","Not main scheme application","65","55","0.844","0"
"2017","18 point(s)","All","England","All","All","Not main scheme application","65","60","0.909","0"
"2018","18 point(s)","All","England","All","All","Not main scheme application","55","50","0.929","0"
"2019","18 point(s)","All","England","All","All","Not main scheme application","90","85","0.922","0"
"2020","18 point(s)","All","England","All","All","Not main scheme application","350","330","0.9490000000000001","5"
"2021","18 point(s)","All","England","All","All","Not main scheme application","305","240","0.785","0"
"2022","18 point(s)","All","England","All","All","Not main scheme application","400","305","0.768","0"
"2023","18 point(s)","All","England","All","All","Not main scheme application","205","180","0.892","0"
"2012","18 point(s)","All","Wales","All","All","Not main scheme application","5","5"," ","0"
"2014","18 point(s)","All","Wales","All","All","Not main scheme application","5","5"," ","0"
"2015","18 point(s)","All","Wales","All","All","Not main scheme application","5","5"," ","0"
"2016","18 point(s)","All","Wales","All","All","Not main scheme application","5","5"," ","0"
"2017","18 point(s)","All","Wales","All","All","Not main scheme application","5","5"," ","0"
"2018","18 point(s)","All","Wales","All","All","Not main scheme application","5","5"," ","0"
"2019","18 point(s)","All","Wales","All","All","Not main scheme application","5","5"," ","0"
"2020","18 point(s)","All","Wales","All","All","Not main scheme application","20","15","0.9440000000000001","0"
"2021","18 point(s)","All","Wales","All","All","Not main scheme application","20","15","0.773","0"
"2022","18 point(s)","All","Wales","All","All","Not main scheme application","40","40","0.927","0"
"2023","18 point(s)","All","Wales","All","All","Not main scheme application","15","15","0.8240000000000001","0"
"2010","3 point(s)","All","Northern Ireland","All","All","Main scheme application","10","0"," ","0"
"2011","3 point(s)","All","Northern Ireland","All","All","Main scheme application","5","0"," ","0"
"2012","3 point(s)","All","Northern Ireland","All","All","Main scheme application","5","0"," ","0"
"2013","3 point(s)","All","Northern Ireland","All","All","Main scheme application","5","0"," ","0"
"2014","3 point(s)","All","Northern Ireland","All","All","Main scheme application","10","0"," ","0"
"2015","3 point(s)","All","Northern Ireland","All","All","Main scheme application","5","0"," ","0"
"2016","3 point(s)","All","Northern Ireland","All","All","Main scheme application","5","0"," ","0"
"2018","3 point(s)","All","Northern Ireland","All","All","Main scheme application","5","0"," ","0"
"2022","3 point(s)","All","Northern Ireland","All","All","Main scheme application","10","0"," ","0"
"2023","3 point(s)","All","Northern Ireland","All","All","Main scheme application","5","0"," ","0"
"2010","3 point(s)","All","England","All","All","Main scheme application","410","110","0.262","0"
"2011","3 point(s)","All","England","All","All","Main scheme application","315","70","0.228","0"
"2012","3 point(s)","All","England","All","All","Main scheme application","230","65","0.276","0"
"2013","3 point(s)","All","England","All","All","Main scheme application","260","90","0.342","0"
"2014","3 point(s)","All","England","All","All","Main scheme application","255","90","0.362","0"
"2015","3 point(s)","All","England","All","All","Main scheme application","240","80","0.34500000000000003","0"
"2016","3 point(s)","All","England","All","All","Main scheme application","220","90","0.398","0"
"2017","3 point(s)","All","England","All","All","Main scheme application","240","110","0.458","0"
"2018","3 point(s)","All","England","All","All","Main scheme application","290","135","0.47100000000000003","0"
"2019","3 point(s)","All","England","All","All","Main scheme application","405","175","0.429","0"
"2020","3 point(s)","All","England","All","All","Main scheme application","140","65","0.47500000000000003","0"
"2021","3 point(s)","All","England","All","All","Main scheme application","225","75","0.34400000000000003","0"
"2022","3 point(s)","All","England","All","All","Main scheme application","395","150","0.376","0"
"2023","3 point(s)","All","England","All","All","Main scheme application","640","240","0.374","0"
"2010","3 point(s)","All","Wales","All","All","Main scheme application","20","10","0.455","0"
"2011","3 point(s)","All","Wales","All","All","Main scheme application","15","5"," ","0"
"2012","3 point(s)","All","Wales","All","All","Main scheme application","15","5"," ","0"
"2013","3 point(s)","All","Wales","All","All","Main scheme application","5","0"," ","0"
"2014","3 point(s)","All","Wales","All","All","Main scheme application","5","5"," ","0"
"2015","3 point(s)","All","Wales","All","All","Main scheme application","10","5"," ","0"
"2016","3 point(s)","All","Wales","All","All","Main scheme application","10","5"," ","0"
"2017","3 point(s)","All","Wales","All","All","Main scheme application","5","0"," ","0"
"2018","3 point(s)","All","Wales","All","All","Main scheme application","10","5"," ","0"
"2019","3 point(s)","All","Wales","All","All","Main scheme application","5","5"," ","0"
"2021","3 point(s)","All","Wales","All","All","Main scheme application","5","5"," ","0"
"2022","3 point(s)","All","Wales","All","All","Main scheme application","5","0"," ","0"
"2023","3 point(s)","All","Wales","All","All","Main scheme application","15","10"," ","0"
"2010","4 point(s)","All","Northern Ireland","All","All","Main scheme application","40","5"," ","0"
"2011","4 point(s)","All","Northern Ireland","All","All","Main scheme application","30","0"," ","0"
"2012","4 point(s)","All","Northern Ireland","All","All","Main scheme application","35","5"," ","0"
"2013","4 point(s)","All","Northern Ireland","All","All","Main scheme application","30","5"," ","0"
"2014","4 point(s)","All","Northern Ireland","All","All","Main scheme application","25","5"," ","0"
"2015","4 point(s)","All","Northern Ireland","All","All","Main scheme application","20","0"," ","0"
"2016","4 point(s)","All","Northern Ireland","All","All","Main scheme application","20","0"," ","0"
"2017","4 point(s)","All","Northern Ireland","All","All","Main scheme application","20","5"," ","0"
"2018","4 point(s)","All","Northern Ireland","All","All","Main scheme application","20","5"," ","0"
"2019","4 point(s)","All","Northern Ireland","All","All","Main scheme application","15","0"," ","0"
"2022","4 point(s)","All","Northern Ireland","All","All","Main scheme application","15","0"," ","0"
"2023","4 point(s)","All","Northern Ireland","All","All","Main scheme application","10","5"," ","0"
"2010","4 point(s)","All","England","All","All","Main scheme application","1415","480","0.34","0"
"2011","4 point(s)","All","England","All","All","Main scheme application","1200","330","0.277","0"
"2012","4 point(s)","All","England","All","All","Main scheme application","1090","370","0.342","0"
"2013","4 point(s)","All","England","All","All","Main scheme application","905","350","0.385","0"
"2014","4 point(s)","All","England","All","All","Main scheme application","1020","425","0.41600000000000004","0"
"2015","4 point(s)","All","England","All","All","Main scheme application","965","365","0.38","0"
"2016","4 point(s)","All","England","All","All","Main scheme application","965","435","0.451","0"
"2017","4 point(s)","All","England","All","All","Main scheme application","1000","505","0.503","0"
"2018","4 point(s)","All","England","All","All","Main scheme application","1140","620","0.544","0"
"2019","4 point(s)","All","England","All","All","Main scheme application","1510","755","0.499","0"
"2020","4 point(s)","All","England","All","All","Main scheme application","485","260","0.534","0"
"2021","4 point(s)","All","England","All","All","Main scheme application","610","300","0.488","0"
"2022","4 point(s)","All","England","All","All","Main scheme application","1145","540","0.46900000000000003","0"
"2023","4 point(s)","All","England","All","All","Main scheme application","1950","840","0.431","0"
"2010","4 point(s)","All","Wales","All","All","Main scheme application","70","35","0.486","0"
"2011","4 point(s)","All","Wales","All","All","Main scheme application","55","25","0.418","0"
"2012","4 point(s)","All","Wales","All","All","Main scheme application","40","20","0.512","0"
"2013","4 point(s)","All","Wales","All","All","Main scheme application","35","25","0.676","0"
"2014","4 point(s)","All","Wales","All","All","Main scheme application","35","20","0.5","0"
"2015","4 point(s)","All","Wales","All","All","Main scheme application","35","20","0.541","0"
"2016","4 point(s)","All","Wales","All","All","Main scheme application","45","20","0.512","0"
"2017","4 point(s)","All","Wales","All","All","Main scheme application","40","20","0.538","0"
"2018","4 point(s)","All","Wales","All","All","Main scheme application","40","30","0.725","0"
"2019","4 point(s)","All","Wales","All","All","Main scheme application","30","25","0.8280000000000001","0"
"2021","4 point(s)","All","Wales","All","All","Main scheme application","15","10"," ","0"
"2022","4 point(s)","All","Wales","All","All","Main scheme application","25","10","0.522","0"
"2023","4 point(s)","All","Wales","All","All","Main scheme application","30","20","0.656","0"
"2010","5 point(s)","All","Northern Ireland","All","All","Main scheme application","115","30","0.248","0"
"2011","5 point(s)","All","Northern Ireland","All","All","Main scheme application","115","15","0.14","0"
"2012","5 point(s)","All","Northern Ireland","All","All","Main scheme application","90","10"," ","0"
"2013","5 point(s)","All","Northern Ireland","All","All","Main scheme application","100","20","0.19","0"
"2014","5 point(s)","All","Northern Ireland","All","All","Main scheme application","80","10"," ","0"
"2015","5 point(s)","All","Northern Ireland","All","All","Main scheme application","75","5"," ","0"
"2016","5 point(s)","All","Northern Ireland","All","All","Main scheme application","60","10"," ","0"
"2017","5 point(s)","All","Northern Ireland","All","All","Main scheme application","65","10","0.149","0"
"2018","5 point(s)","All","Northern Ireland","All","All","Main scheme application","45","10"," ","0"
"2019","5 point(s)","All","Northern Ireland","All","All","Main scheme application","40","5"," ","0"
"2020","5 point(s)","All","Northern Ireland","All","All","Main scheme application","5","0"," ","0"
"2021","5 point(s)","All","Northern Ireland","All","All","Main scheme application","15","0"," ","0"
"2022","5 point(s)","All","Northern Ireland","All","All","Main scheme application","30","5"," ","0"
"2023","5 point(s)","All","Northern Ireland","All","All","Main scheme application","40","0"," ","0"
"2010","5 point(s)","All","England","All","All","Main scheme application","3365","1400","0.41600000000000004","0"
"2011","5 point(s)","All","England","All","All","Main scheme application","2915","990","0.339","0"
"2012","5 point(s)","All","England","All","All","Main scheme application","2605","1100","0.422","0"
"2013","5 point(s)","All","England","All","All","Main scheme application","2460","1170","0.47600000000000003","0"
"2014","5 point(s)","All","England","All","All","Main scheme application","2565","1215","0.47300000000000003","0"
"2015","5 point(s)","All","England","All","All","Main scheme application","2445","1200","0.49","0"
"2016","5 point(s)","All","England","All","All","Main scheme application","2495","1285","0.515","0"
"2017","5 point(s)","All","England","All","All","Main scheme application","2665","1465","0.549","0"
"2018","5 point(s)","All","England","All","All","Main scheme application","2775","1595","0.5750000000000001","0"
"2019","5 point(s)","All","England","All","All","Main scheme application","3230","1830","0.5660000000000001","0"
"2020","5 point(s)","All","England","All","All","Main scheme application","1150","665","0.5760000000000001","0"
"2021","5 point(s)","All","England","All","All","Main scheme application","1305","685","0.527","0"
"2022","5 point(s)","All","England","All","All","Main scheme application","2445","1220","0.499","0"
"2023","5 point(s)","All","England","All","All","Main scheme application","3720","1860","0.5","0"
"2011","5 point(s)","All","Scotland","All","All","Main scheme application","5","0"," ","0"
"2014","5 point(s)","All","Scotland","All","All","Main scheme application","5","0"," ","0"
"2015","5 point(s)","All","Scotland","All","All","Main scheme application","5","0"," ","0"
"2017","5 point(s)","All","Scotland","All","All","Main scheme application","5","0"," ","0"
"2019","5 point(s)","All","Scotland","All","All","Main scheme application","5","0"," ","0"
"2023","5 point(s)","All","Scotland","All","All","Main scheme application","5","0"," ","0"
"2010","5 point(s)","All","Wales","All","All","Main scheme application","170","80","0.482","0"
"2011","5 point(s)","All","Wales","All","All","Main scheme application","125","55","0.452","0"
"2012","5 point(s)","All","Wales","All","All","Main scheme application","105","70","0.645","0"
"2013","5 point(s)","All","Wales","All","All","Main scheme application","105","60","0.5750000000000001","0"
"2014","5 point(s)","All","Wales","All","All","Main scheme application","100","65","0.643","0"
"2015","5 point(s)","All","Wales","All","All","Main scheme application","125","75","0.621","0"
"2016","5 point(s)","All","Wales","All","All","Main scheme application","115","70","0.637","0"
"2017","5 point(s)","All","Wales","All","All","Main scheme application","85","60","0.714","0"
"2018","5 point(s)","All","Wales","All","All","Main scheme application","85","60","0.735","0"
"2019","5 point(s)","All","Wales","All","All","Main scheme application","80","60","0.716","0"
"2020","5 point(s)","All","Wales","All","All","Main scheme application","10","10"," ","0"
"2021","5 point(s)","All","Wales","All","All","Main scheme application","35","20","0.618","0"
"2022","5 point(s)","All","Wales","All","All","Main scheme application","45","25","0.522","0"
"2023","5 point(s)","All","Wales","All","All","Main scheme application","95","60","0.634","0"
"2010","6 point(s)","All","Northern Ireland","All","All","Main scheme application","220","55","0.251","0"
"2011","6 point(s)","All","Northern Ireland","All","All","Main scheme application","210","35","0.168","0"
"2012","6 point(s)","All","Northern Ireland","All","All","Main scheme application","200","45","0.219","0"
"2013","6 point(s)","All","Northern Ireland","All","All","Main scheme application","200","55","0.28","0"
"2014","6 point(s)","All","Northern Ireland","All","All","Main scheme application","185","25","0.14","0"
"2015","6 point(s)","All","Northern Ireland","All","All","Main scheme application","160","20","0.138","0"
"2016","6 point(s)","All","Northern Ireland","All","All","Main scheme application","150","20","0.149","0"
"2017","6 point(s)","All","Northern Ireland","All","All","Main scheme application","130","30","0.23800000000000002","0"
"2018","6 point(s)","All","Northern Ireland","All","All","Main scheme application","105","25","0.223","0"
"2019","6 point(s)","All","Northern Ireland","All","All","Main scheme application","70","15","0.229","0"
"2020","6 point(s)","All","Northern Ireland","All","All","Main scheme application","5","0"," ","0"
"2021","6 point(s)","All","Northern Ireland","All","All","Main scheme application","20","5"," ","0"
"2022","6 point(s)","All","Northern Ireland","All","All","Main scheme application","55","5"," ","0"
"2023","6 point(s)","All","Northern Ireland","All","All","Main scheme application","100","20","0.224","0"
"2010","6 point(s)","All","England","All","All","Main scheme application","6110","3125","0.512","0"
"2011","6 point(s)","All","England","All","All","Main scheme application","5470","2380","0.435","0"
"2012","6 point(s)","All","England","All","All","Main scheme application","5045","2505","0.497","0"
"2013","6 point(s)","All","England","All","All","Main scheme application","4710","2700","0.5730000000000001","0"
"2014","6 point(s)","All","England","All","All","Main scheme application","5080","2830","0.557","0"
"2015","6 point(s)","All","England","All","All","Main scheme application","4875","2780","0.5700000000000001","0"
"2016","6 point(s)","All","England","All","All","Main scheme application","4865","2885","0.593","0"
"2017","6 point(s)","All","England","All","All","Main scheme application","5050","3090","0.612","0"
"2018","6 point(s)","All","England","All","All","Main scheme application","5000","3195","0.639","0"
"2019","6 point(s)","All","England","All","All","Main scheme application","5625","3360","0.598","0"
"2020","6 point(s)","All","England","All","All","Main scheme application","2265","1345","0.592","0"
"2021","6 point(s)","All","England","All","All","Main scheme application","2390","1430","0.598","0"
"2022","6 point(s)","All","England","All","All","Main scheme application","3905","2145","0.55","0"
"2023","6 point(s)","All","England","All","All","Main scheme application","6020","3370","0.559","0"
"2011","6 point(s)","All","Scotland","All","All","Main scheme application","5","5"," ","0"
"2012","6 point(s)","All","Scotland","All","All","Main scheme application","5","0"," ","0"
"2013","6 point(s)","All","Scotland","All","All","Main scheme application","5","5"," ","0"
"2016","6 point(s)","All","Scotland","All","All","Main scheme application","5","0"," ","0"
"2017","6 point(s)","All","Scotland","All","All","Main scheme application","5","0"," ","0"
"2018","6 point(s)","All","Scotland","All","All","Main scheme application","5","0"," ","0"
"2023","6 point(s)","All","Scotland","All","All","Main scheme application","10","5"," ","0"
"2010","6 point(s)","All","Wales","All","All","Main scheme application","295","175","0.595","0"
"2011","6 point(s)","All","Wales","All","All","Main scheme application","245","135","0.545","0"
"2012","6 point(s)","All","Wales","All","All","Main scheme application","240","160","0.665","0"
"2013","6 point(s)","All","Wales","All","All","Main scheme application","200","135","0.682","0"
"2014","6 point(s)","All","Wales","All","All","Main scheme application","195","145","0.741","0"
"2015","6 point(s)","All","Wales","All","All","Main scheme application","220","155","0.712","0"
"2016","6 point(s)","All","Wales","All","All","Main scheme application","235","165","0.6910000000000001","0"
"2017","6 point(s)","All","Wales","All","All","Main scheme application","195","140","0.732","0"
"2018","6 point(s)","All","Wales","All","All","Main scheme application","175","125","0.71","0"
"2019","6 point(s)","All","Wales","All","All","Main scheme application","170","125","0.719","0"
"2020","6 point(s)","All","Wales","All","All","Main scheme application","25","20","0.778","0"
"2021","6 point(s)","All","Wales","All","All","Main scheme application","65","35","0.5690000000000001","0"
"2022","6 point(s)","All","Wales","All","All","Main scheme application","95","55","0.579","0"
"2023","6 point(s)","All","Wales","All","All","Main scheme application","150","100","0.685","0"
"2010","7 point(s)","All","Northern Ireland","All","All","Main scheme application","370","130","0.34500000000000003","0"
"2011","7 point(s)","All","Northern Ireland","All","All","Main scheme application","370","100","0.272","0"
"2012","7 point(s)","All","Northern Ireland","All","All","Main scheme application","365","120","0.324","0"
"2013","7 point(s)","All","Northern Ireland","All","All","Main scheme application","410","150","0.371","0"
"2014","7 point(s)","All","Northern Ireland","All","All","Main scheme application","315","75","0.246","0"
"2015","7 point(s)","All","Northern Ireland","All","All","Main scheme application","330","80","0.241","0"
"2016","7 point(s)","All","Northern Ireland","All","All","Main scheme application","310","80","0.266","0"
"2017","7 point(s)","All","Northern Ireland","All","All","Main scheme application","280","75","0.271","0"
"2018","7 point(s)","All","Northern Ireland","All","All","Main scheme application","230","70","0.297","0"
"2019","7 point(s)","All","Northern Ireland","All","All","Main scheme application","165","70","0.41200000000000003","0"
"2020","7 point(s)","All","Northern Ireland","All","All","Main scheme application","35","15","0.515","0"
"2021","7 point(s)","All","Northern Ireland","All","All","Main scheme application","55","20","0.393","0"
"2022","7 point(s)","All","Northern Ireland","All","All","Main scheme application","105","30","0.28300000000000003","0"
"2023","7 point(s)","All","Northern Ireland","All","All","Main scheme application","150","55","0.378","0"
"2010","7 point(s)","All","England","All","All","Main scheme application","9070","5300","0.584","0"
"2011","7 point(s)","All","England","All","All","Main scheme application","8610","4590","0.533","0"
"2012","7 point(s)","All","England","All","All","Main scheme application","7950","4600","0.579","0"
"2013","7 point(s)","All","England","All","All","Main scheme application","7585","4725","0.623","0"
"2014","7 point(s)","All","England","All","All","Main scheme application","7835","4920","0.628","0"
"2015","7 point(s)","All","England","All","All","Main scheme application","7955","4960","0.623","0"
"2016","7 point(s)","All","England","All","All","Main scheme application","7970","5055","0.634","0"
"2017","7 point(s)","All","England","All","All","Main scheme application","7985","5225","0.654","0"
"2018","7 point(s)","All","England","All","All","Main scheme application","7885","5170","0.656","0"
"2019","7 point(s)","All","England","All","All","Main scheme application","8260","5225","0.632","0"
"2020","7 point(s)","All","England","All","All","Main scheme application","4075","2565","0.629","0"
"2021","7 point(s)","All","England","All","All","Main scheme application","3975","2570","0.647","0"
"2022","7 point(s)","All","England","All","All","Main scheme application","5980","3665","0.613","0"
"2023","7 point(s)","All","England","All","All","Main scheme application","8500","5045","0.594","0"
"2010","7 point(s)","All","Scotland","All","All","Main scheme application","10","5"," ","0"
"2011","7 point(s)","All","Scotland","All","All","Main scheme application","5","5"," ","0"
"2012","7 point(s)","All","Scotland","All","All","Main scheme application","10","0"," ","0"
"2013","7 point(s)","All","Scotland","All","All","Main scheme application","5","0"," ","0"
"2014","7 point(s)","All","Scotland","All","All","Main scheme application","15","5"," ","0"
"2015","7 point(s)","All","Scotland","All","All","Main scheme application","10","0"," ","0"
"2016","7 point(s)","All","Scotland","All","All","Main scheme application","15","5"," ","0"
"2017","7 point(s)","All","Scotland","All","All","Main scheme application","5","5"," ","0"
"2018","7 point(s)","All","Scotland","All","All","Main scheme application","10","5"," ","0"
"2019","7 point(s)","All","Scotland","All","All","Main scheme application","5","0"," ","0"
"2022","7 point(s)","All","Scotland","All","All","Main scheme application","10","10"," ","0"
"2023","7 point(s)","All","Scotland","All","All","Main scheme application","5","5"," ","0"
"2010","7 point(s)","All","Wales","All","All","Main scheme application","470","315","0.667","0"
"2011","7 point(s)","All","Wales","All","All","Main scheme application","435","265","0.615","0"
"2012","7 point(s)","All","Wales","All","All","Main scheme application","380","255","0.675","0"
"2013","7 point(s)","All","Wales","All","All","Main scheme application","350","250","0.724","0"
"2014","7 point(s)","All","Wales","All","All","Main scheme application","335","235","0.704","0"
"2015","7 point(s)","All","Wales","All","All","Main scheme application","370","280","0.756","0"
"2016","7 point(s)","All","Wales","All","All","Main scheme application","395","285","0.722","0"
"2017","7 point(s)","All","Wales","All","All","Main scheme application","345","265","0.773","0"
"2018","7 point(s)","All","Wales","All","All","Main scheme application","270","205","0.754","0"
"2019","7 point(s)","All","Wales","All","All","Main scheme application","285","215","0.76","0"
"2020","7 point(s)","All","Wales","All","All","Main scheme application","45","35","0.761","0"
"2021","7 point(s)","All","Wales","All","All","Main scheme application","100","75","0.723","0"
"2022","7 point(s)","All","Wales","All","All","Main scheme application","175","120","0.686","0"
"2023","7 point(s)","All","Wales","All","All","Main scheme application","205","155","0.739","0"
"2010","8 point(s)","All","Northern Ireland","All","All","Main scheme application","600","230","0.38","0"
"2011","8 point(s)","All","Northern Ireland","All","All","Main scheme application","570","235","0.41100000000000003","0"
"2012","8 point(s)","All","Northern Ireland","All","All","Main scheme application","555","225","0.406","0"
"2013","8 point(s)","All","Northern Ireland","All","All","Main scheme application","600","290","0.486","0"
"2014","8 point(s)","All","Northern Ireland","All","All","Main scheme application","555","235","0.426","0"
"2015","8 point(s)","All","Northern Ireland","All","All","Main scheme application","550","155","0.281","0"
"2016","8 point(s)","All","Northern Ireland","All","All","Main scheme application","510","195","0.379","0"
