"Year","Domicile UK International","Domicile","Domicile named country","Age group","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2021","International","Not EU","Ghana","17 and under","All","10","0"," "
"2023","International","Not EU","Madagascar","17 and under","All","5","5"," "
"2020","International","Not EU","Oman","17 and under","All","5","0"," "
"2020","International","Not EU","Zimbabwe","17 and under","All","5","0"," "
"2019","UK","England","England","18","All","8075","1910","0.23600000000000002"
"2020","UK","England","England","18","All","8525","2350","0.276"
"2021","UK","England","England","18","All","10470","2135","0.20400000000000001"
"2022","UK","England","England","18","All","10905","2160","0.198"
"2023","UK","England","England","18","All","9275","2885","0.311"
"2019","UK","Northern Ireland","Northern Ireland","18","All","365","40","0.115"
"2020","UK","Northern Ireland","Northern Ireland","18","All","410","80","0.193"
"2021","UK","Northern Ireland","Northern Ireland","18","All","535","65","0.11800000000000001"
"2022","UK","Northern Ireland","Northern Ireland","18","All","550","95","0.171"
"2023","UK","Northern Ireland","Northern Ireland","18","All","445","70","0.162"
"2019","UK","Scotland","Scotland","18","All","670","135","0.20400000000000001"
"2020","UK","Scotland","Scotland","18","All","550","120","0.22"
"2021","UK","Scotland","Scotland","18","All","780","95","0.121"
"2022","UK","Scotland","Scotland","18","All","665","100","0.15"
"2023","UK","Scotland","Scotland","18","All","455","100","0.224"
"2019","UK","Wales","Wales","18","All","360","40","0.111"
"2020","UK","Wales","Wales","18","All","500","75","0.146"
"2021","UK","Wales","Wales","18","All","770","110","0.145"
"2022","UK","Wales","Wales","18","All","640","95","0.147"
"2023","UK","Wales","Wales","18","All","465","95","0.20600000000000002"
"2020","International","EU (excluding UK)","Austria","18","All","5","0"," "
"2019","International","EU (excluding UK)","Denmark","18","All","5","0"," "
"2019","International","EU (excluding UK)","France","18","All","10","0"," "
"2020","International","EU (excluding UK)","France","18","All","10","0"," "
"2021","International","EU (excluding UK)","France","18","All","5","0"," "
"2022","International","EU (excluding UK)","France","18","All","5","0"," "
"2019","International","EU (excluding UK)","Germany","18","All","5","0"," "
"2023","International","EU (excluding UK)","Germany","18","All","5","0"," "
"2021","International","EU (excluding UK)","Greece","18","All","5","0"," "
"2019","International","EU (excluding UK)","Hungary","18","All","5","0"," "
"2019","International","EU (excluding UK)","Ireland","18","All","70","0"," "
"2020","International","EU (excluding UK)","Ireland","18","All","125","10","0.088"
"2021","International","EU (excluding UK)","Ireland","18","All","130","5"," "
"2022","International","EU (excluding UK)","Ireland","18","All","170","10"," "
"2023","International","EU (excluding UK)","Ireland","18","All","100","15","0.15"
"2019","International","EU (excluding UK)","Italy","18","All","10","0"," "
"2020","International","EU (excluding UK)","Italy","18","All","20","5"," "
"2021","International","EU (excluding UK)","Italy","18","All","5","0"," "
"2022","International","EU (excluding UK)","Italy","18","All","5","0"," "
"2023","International","EU (excluding UK)","Italy","18","All","5","0"," "
"2020","International","EU (excluding UK)","Luxembourg","18","All","5","0"," "
"2021","International","EU (excluding UK)","Netherlands","18","All","5","0"," "
"2020","International","EU (excluding UK)","Poland","18","All","5","0"," "
"2019","International","EU (excluding UK)","Spain","18","All","5","0"," "
"2020","International","EU (excluding UK)","Spain","18","All","10","5"," "
"2022","International","EU (excluding UK)","Spain","18","All","5","0"," "
"2020","International","EU (excluding UK)","Cyprus (European Union)","18","All","5","0"," "
"2019","International","Not EU","Guernsey","18","All","5","0"," "
"2020","International","Not EU","Guernsey","18","All","5","0"," "
"2021","International","Not EU","Guernsey","18","All","5","0"," "
"2022","International","Not EU","Guernsey","18","All","5","0"," "
"2023","International","Not EU","Guernsey","18","All","5","5"," "
"2019","International","Not EU","Jersey","18","All","25","5"," "
"2020","International","Not EU","Jersey","18","All","10","0"," "
"2022","International","Not EU","Jersey","18","All","5","0"," "
"2023","International","Not EU","Jersey","18","All","5","0"," "
"2019","International","Not EU","Isle of Man","18","All","5","0"," "
"2020","International","Not EU","Isle of Man","18","All","10","0"," "
"2021","International","Not EU","Isle of Man","18","All","10","0"," "
"2022","International","Not EU","Isle of Man","18","All","10","0"," "
"2022","International","Not EU","Australia","18","All","5","0"," "
"2019","International","Not EU","Bahrain","18","All","5","5"," "
"2019","International","Not EU","Bermuda","18","All","5","0"," "
"2023","International","Not EU","Bermuda","18","All","5","0"," "
"2019","International","Not EU","Brunei Darussalam","18","All","5","0"," "
"2020","International","Not EU","Brunei Darussalam","18","All","5","0"," "
"2020","International","Not EU","Canada","18","All","5","0"," "
"2021","International","Not EU","Canada","18","All","15","0"," "
"2022","International","Not EU","Canada","18","All","5","0"," "
"2022","International","Not EU","China","18","All","5","0"," "
"2019","International","Not EU","Gibraltar","18","All","5","0"," "
"2020","International","Not EU","Gibraltar","18","All","10","0"," "
"2021","International","Not EU","Gibraltar","18","All","5","0"," "
"2022","International","Not EU","Gibraltar","18","All","10","0"," "
"2023","International","Not EU","Gibraltar","18","All","5","0"," "
"2022","International","Not EU","Hong Kong","18","All","10","0"," "
"2022","International","Not EU","Jamaica","18","All","5","0"," "
"2021","International","Not EU","Nigeria","18","All","5","0"," "
"2023","International","Not EU","Nigeria","18","All","5","5"," "
"2020","International","Not EU","South Africa","18","All","5","0"," "
"2019","International","Not EU","United States of America","18","All","5","0"," "
"2020","International","Not EU","United States of America","18","All","10","5"," "
"2021","International","Not EU","United States of America","18","All","5","0"," "
"2022","International","Not EU","United States of America","18","All","20","0"," "
"2023","International","Not EU","United States of America","18","All","15","0"," "
"2023","International","Not EU","Cayman Islands","18","All","10","5"," "
"2019","UK","England","England","19","All","3150","650","0.20600000000000002"
"2020","UK","England","England","19","All","3025","695","0.229"
"2021","UK","England","England","19","All","3630","635","0.17500000000000002"
"2022","UK","England","England","19","All","3410","525","0.154"
"2023","UK","England","England","19","All","2720","680","0.25"
"2019","UK","Northern Ireland","Northern Ireland","19","All","145","25","0.159"
"2020","UK","Northern Ireland","Northern Ireland","19","All","115","15","0.13"
"2021","UK","Northern Ireland","Northern Ireland","19","All","155","15","0.097"
"2022","UK","Northern Ireland","Northern Ireland","19","All","135","20","0.156"
"2023","UK","Northern Ireland","Northern Ireland","19","All","110","10","0.091"
"2019","UK","Scotland","Scotland","19","All","195","35","0.17400000000000002"
"2020","UK","Scotland","Scotland","19","All","170","35","0.218"
"2021","UK","Scotland","Scotland","19","All","235","20","0.089"
"2022","UK","Scotland","Scotland","19","All","210","25","0.129"
"2023","UK","Scotland","Scotland","19","All","210","50","0.248"
"2019","UK","Wales","Wales","19","All","225","25","0.116"
"2020","UK","Wales","Wales","19","All","205","20","0.107"
"2021","UK","Wales","Wales","19","All","310","25","0.081"
"2022","UK","Wales","Wales","19","All","190","35","0.184"
"2023","UK","Wales","Wales","19","All","120","15","0.133"
"2019","International","EU (excluding UK)","Austria","19","All","5","0"," "
"2021","International","EU (excluding UK)","Austria","19","All","5","0"," "
"2020","International","EU (excluding UK)","Denmark","19","All","5","0"," "
"2019","International","EU (excluding UK)","France","19","All","10","0"," "
"2020","International","EU (excluding UK)","France","19","All","10","0"," "
"2021","International","EU (excluding UK)","France","19","All","5","0"," "
"2019","International","EU (excluding UK)","Germany","19","All","5","0"," "
"2019","International","EU (excluding UK)","Greece","19","All","5","0"," "
"2022","International","EU (excluding UK)","Greece","19","All","5","0"," "
"2019","International","EU (excluding UK)","Ireland","19","All","45","0"," "
"2020","International","EU (excluding UK)","Ireland","19","All","75","5"," "
"2021","International","EU (excluding UK)","Ireland","19","All","115","5"," "
"2022","International","EU (excluding UK)","Ireland","19","All","90","5"," "
"2023","International","EU (excluding UK)","Ireland","19","All","95","10","0.126"
"2019","International","EU (excluding UK)","Italy","19","All","5","0"," "
"2020","International","EU (excluding UK)","Italy","19","All","10","0"," "
"2022","International","EU (excluding UK)","Italy","19","All","5","0"," "
"2023","International","EU (excluding UK)","Italy","19","All","5","0"," "
"2019","International","EU (excluding UK)","Netherlands","19","All","5","0"," "
"2019","International","EU (excluding UK)","Spain","19","All","5","0"," "
"2021","International","EU (excluding UK)","Spain","19","All","10","0"," "
"2019","International","EU (excluding UK)","Estonia","19","All","5","0"," "
"2019","International","EU (excluding UK)","Lithuania","19","All","5","0"," "
"2020","International","EU (excluding UK)","Cyprus (European Union)","19","All","5","0"," "
"2022","International","Not EU","Guernsey","19","All","5","0"," "
"2019","International","Not EU","Jersey","19","All","5","0"," "
"2022","International","Not EU","Jersey","19","All","5","5"," "
"2019","International","Not EU","Isle of Man","19","All","5","0"," "
"2021","International","Not EU","Isle of Man","19","All","5","0"," "
"2023","International","Not EU","Brunei Darussalam","19","All","5","0"," "
"2022","International","Not EU","Canada","19","All","10","0"," "
"2020","International","Not EU","Taiwan","19","All","5","0"," "
"2019","International","Not EU","Gibraltar","19","All","10","0"," "
"2020","International","Not EU","Gibraltar","19","All","5","0"," "
"2021","International","Not EU","Gibraltar","19","All","10","0"," "
"2022","International","Not EU","Gibraltar","19","All","5","0"," "
"2023","International","Not EU","Gibraltar","19","All","5","0"," "
"2021","International","Not EU","Hong Kong","19","All","5","0"," "
"2023","International","Not EU","India","19","All","5","0"," "
"2022","International","Not EU","Kenya","19","All","5","0"," "
"2021","International","Not EU","Kuwait","19","All","5","0"," "
"2022","International","Not EU","Nigeria","19","All","5","0"," "
"2021","International","Not EU","Zimbabwe","19","All","10","0"," "
"2022","International","Not EU","South Africa","19","All","5","0"," "
"2023","International","Not EU","South Africa","19","All","5","0"," "
"2019","International","Not EU","United States of America","19","All","10","0"," "
"2021","International","Not EU","United States of America","19","All","5","0"," "
"2022","International","Not EU","United States of America","19","All","5","0"," "
"2020","International","Not EU","Not Known","19","All","5","0"," "
"2019","International","Not EU","Turks and Caicos Islands","19","All","5","0"," "
"2020","International","Not EU","Ukraine","19","All","5","0"," "
"2021","International","Not EU","Sint Maarten (Dutch Part)","19","All","5","0"," "
"2019","UK","England","England","20","All","1725","350","0.20400000000000001"
"2020","UK","England","England","20","All","1645","385","0.23500000000000001"
"2021","UK","England","England","20","All","1965","345","0.177"
"2022","UK","England","England","20","All","1890","300","0.159"
"2023","UK","England","England","20","All","1540","365","0.23800000000000002"
"2019","UK","Northern Ireland","Northern Ireland","20","All","50","5"," "
"2020","UK","Northern Ireland","Northern Ireland","20","All","40","5"," "
"2021","UK","Northern Ireland","Northern Ireland","20","All","35","5"," "
"2022","UK","Northern Ireland","Northern Ireland","20","All","60","5"," "
"2023","UK","Northern Ireland","Northern Ireland","20","All","60","5"," "
"2019","UK","Scotland","Scotland","20","All","110","20","0.164"
"2020","UK","Scotland","Scotland","20","All","100","15","0.15"
"2021","UK","Scotland","Scotland","20","All","140","15","0.107"
"2022","UK","Scotland","Scotland","20","All","145","25","0.186"
"2023","UK","Scotland","Scotland","20","All","85","15","0.176"
"2019","UK","Wales","Wales","20","All","115","15","0.122"
"2020","UK","Wales","Wales","20","All","85","15","0.153"
"2021","UK","Wales","Wales","20","All","150","15","0.08700000000000001"
"2022","UK","Wales","Wales","20","All","125","20","0.152"
"2023","UK","Wales","Wales","20","All","105","20","0.19"
"2021","International","EU (excluding UK)","Finland","20","All","5","0"," "
"2019","International","EU (excluding UK)","France","20","All","15","0"," "
"2020","International","EU (excluding UK)","France","20","All","5","0"," "
"2021","International","EU (excluding UK)","France","20","All","5","0"," "
"2022","International","EU (excluding UK)","France","20","All","5","0"," "
"2019","International","EU (excluding UK)","Germany","20","All","5","0"," "
"2020","International","EU (excluding UK)","Germany","20","All","5","0"," "
"2022","International","EU (excluding UK)","Germany","20","All","5","0"," "
"2019","International","EU (excluding UK)","Hungary","20","All","5","0"," "
"2019","International","EU (excluding UK)","Ireland","20","All","45","0"," "
"2020","International","EU (excluding UK)","Ireland","20","All","35","5"," "
"2021","International","EU (excluding UK)","Ireland","20","All","45","0"," "
"2022","International","EU (excluding UK)","Ireland","20","All","55","5"," "
"2023","International","EU (excluding UK)","Ireland","20","All","15","0"," "
"2019","International","EU (excluding UK)","Italy","20","All","20","0"," "
"2020","International","EU (excluding UK)","Italy","20","All","5","0"," "
"2021","International","EU (excluding UK)","Italy","20","All","10","0"," "
"2022","International","EU (excluding UK)","Italy","20","All","5","0"," "
"2020","International","EU (excluding UK)","Netherlands","20","All","5","0"," "
"2020","International","EU (excluding UK)","Spain","20","All","5","0"," "
"2019","International","Not EU","Jersey","20","All","5","0"," "
"2022","International","Not EU","Canada","20","All","5","0"," "
"2023","International","Not EU","China","20","All","5","0"," "
"2019","International","Not EU","Ghana","20","All","5","0"," "
"2023","International","Not EU","Gibraltar","20","All","5","0"," "
"2023","International","Not EU","India","20","All","5","0"," "
"2023","International","Not EU","Jamaica","20","All","5","0"," "
"2023","International","Not EU","Nigeria","20","All","5","0"," "
"2022","International","Not EU","Singapore","20","All","5","0"," "
"2023","International","Not EU","South Africa","20","All","5","0"," "
"2022","International","Not EU","Switzerland","20","All","5","0"," "
"2019","International","Not EU","United Arab Emirates","20","All","5","0"," "
"2021","International","Not EU","United States of America","20","All","5","0"," "
"2022","International","Not EU","United States of America","20","All","5","0"," "
"2021","International","Not EU","Not Known","20","All","5","0"," "
"2019","UK","England","England","21 - 24","All","3760","925","0.247"
"2020","UK","England","England","21 - 24","All","3645","1005","0.275"
"2021","UK","England","England","21 - 24","All","4735","1160","0.245"
"2022","UK","England","England","21 - 24","All","3900","770","0.197"
"2023","UK","England","England","21 - 24","All","2795","670","0.23900000000000002"
"2019","UK","Northern Ireland","Northern Ireland","21 - 24","All","110","15","0.136"
"2020","UK","Northern Ireland","Northern Ireland","21 - 24","All","115","30","0.243"
"2021","UK","Northern Ireland","Northern Ireland","21 - 24","All","140","20","0.136"
"2022","UK","Northern Ireland","Northern Ireland","21 - 24","All","100","10","0.11"
"2023","UK","Northern Ireland","Northern Ireland","21 - 24","All","85","10"," "
"2019","UK","Scotland","Scotland","21 - 24","All","300","55","0.187"
"2020","UK","Scotland","Scotland","21 - 24","All","380","75","0.192"
"2021","UK","Scotland","Scotland","21 - 24","All","410","65","0.154"
"2022","UK","Scotland","Scotland","21 - 24","All","380","60","0.161"
"2023","UK","Scotland","Scotland","21 - 24","All","245","55","0.233"
"2019","UK","Wales","Wales","21 - 24","All","430","70","0.158"
"2020","UK","Wales","Wales","21 - 24","All","335","50","0.152"
"2021","UK","Wales","Wales","21 - 24","All","365","45","0.11800000000000001"
"2022","UK","Wales","Wales","21 - 24","All","230","40","0.178"
"2023","UK","Wales","Wales","21 - 24","All","185","40","0.227"
"2021","International","EU (excluding UK)","Belgium","21 - 24","All","5","0"," "
"2021","International","EU (excluding UK)","Finland","21 - 24","All","10","0"," "
"2019","International","EU (excluding UK)","France","21 - 24","All","15","5"," "
"2020","International","EU (excluding UK)","France","21 - 24","All","10","0"," "
"2022","International","EU (excluding UK)","France","21 - 24","All","5","0"," "
"2021","International","EU (excluding UK)","Germany","21 - 24","All","5","0"," "
"2022","International","EU (excluding UK)","Germany","21 - 24","All","5","0"," "
"2023","International","EU (excluding UK)","Germany","21 - 24","All","5","0"," "
"2019","International","EU (excluding UK)","Hungary","21 - 24","All","5","0"," "
"2019","International","EU (excluding UK)","Ireland","21 - 24","All","60","10"," "
"2020","International","EU (excluding UK)","Ireland","21 - 24","All","60","10"," "
"2021","International","EU (excluding UK)","Ireland","21 - 24","All","50","5"," "
"2022","International","EU (excluding UK)","Ireland","21 - 24","All","75","5"," "
"2023","International","EU (excluding UK)","Ireland","21 - 24","All","65","10","0.169"
"2019","International","EU (excluding UK)","Italy","21 - 24","All","10","0"," "
"2020","International","EU (excluding UK)","Italy","21 - 24","All","10","5"," "
"2021","International","EU (excluding UK)","Italy","21 - 24","All","15","5"," "
"2022","International","EU (excluding UK)","Italy","21 - 24","All","5","0"," "
"2019","International","EU (excluding UK)","Malta","21 - 24","All","5","0"," "
"2019","International","EU (excluding UK)","Romania","21 - 24","All","5","0"," "
"2019","International","EU (excluding UK)","Spain","21 - 24","All","10","0"," "
"2020","International","EU (excluding UK)","Spain","21 - 24","All","15","5"," "
"2021","International","EU (excluding UK)","Spain","21 - 24","All","10","0"," "
"2023","International","EU (excluding UK)","Spain","21 - 24","All","5","0"," "
"2019","International","EU (excluding UK)","Sweden","21 - 24","All","5","0"," "
"2020","International","EU (excluding UK)","Sweden","21 - 24","All","5","0"," "
"2020","International","EU (excluding UK)","Reunion","21 - 24","All","5","0"," "
"2019","International","EU (excluding UK)","Slovakia","21 - 24","All","5","0"," "
"2023","International","EU (excluding UK)","Cyprus (European Union)","21 - 24","All","5","0"," "
"2019","International","Not EU","Jersey","21 - 24","All","10","0"," "
"2021","International","Not EU","Jersey","21 - 24","All","5","0"," "
"2019","International","Not EU","Isle of Man","21 - 24","All","5","0"," "
"2022","International","Not EU","Isle of Man","21 - 24","All","5","0"," "
"2021","International","Not EU","Afghanistan","21 - 24","All","5","0"," "
"2019","International","Not EU","Australia","21 - 24","All","5","0"," "
"2023","International","Not EU","Australia","21 - 24","All","5","0"," "
"2019","International","Not EU","Canada","21 - 24","All","15","5"," "
"2021","International","Not EU","Canada","21 - 24","All","10","0"," "
"2022","International","Not EU","Canada","21 - 24","All","10","5"," "
"2023","International","Not EU","Canada","21 - 24","All","10","5"," "
"2019","International","Not EU","Ghana","21 - 24","All","5","0"," "
"2021","International","Not EU","Ghana","21 - 24","All","5","0"," "
"2022","International","Not EU","Ghana","21 - 24","All","15","0"," "
"2023","International","Not EU","Ghana","21 - 24","All","15","0"," "
"2019","International","Not EU","Gibraltar","21 - 24","All","5","0"," "
"2023","International","Not EU","Hong Kong","21 - 24","All","5","5"," "
"2021","International","Not EU","Iceland","21 - 24","All","5","0"," "
"2022","International","Not EU","India","21 - 24","All","5","0"," "
"2021","International","Not EU","Israel","21 - 24","All","5","0"," "
"2021","International","Not EU","Kenya","21 - 24","All","5","0"," "
"2021","International","Not EU","Malawi","21 - 24","All","5","0"," "
"2019","International","Not EU","Malaysia","21 - 24","All","5","0"," "
"2021","International","Not EU","Nigeria","21 - 24","All","5","0"," "
"2022","International","Not EU","Nigeria","21 - 24","All","5","0"," "
"2023","International","Not EU","Nigeria","21 - 24","All","10","0"," "
"2020","International","Not EU","Norway","21 - 24","All","5","0"," "
"2020","International","Not EU","Zimbabwe","21 - 24","All","5","0"," "
"2022","International","Not EU","St Lucia","21 - 24","All","5","0"," "
"2023","International","Not EU","Saudi Arabia","21 - 24","All","5","0"," "
"2021","International","Not EU","Seychelles","21 - 24","All","5","0"," "
"2021","International","Not EU","Singapore","21 - 24","All","5","0"," "
"2021","International","Not EU","South Africa","21 - 24","All","5","0"," "
"2020","International","Not EU","Switzerland","21 - 24","All","5","0"," "
"2022","International","Not EU","Switzerland","21 - 24","All","5","0"," "
"2019","International","Not EU","Turkey","21 - 24","All","5","0"," "
"2020","International","Not EU","United States of America","21 - 24","All","5","0"," "
"2021","International","Not EU","United States of America","21 - 24","All","25","0"," "
"2022","International","Not EU","United States of America","21 - 24","All","20","0"," "
"2023","International","Not EU","United States of America","21 - 24","All","15","0"," "
"2020","International","Not EU","Not Known","21 - 24","All","5","0"," "
"2021","International","Not EU","Cayman Islands","21 - 24","All","5","0"," "
"2023","International","Not EU","Montenegro","21 - 24","All","5","0"," "
"2019","UK","England","England","25 - 29","All","3180","860","0.27"
"2020","UK","England","England","25 - 29","All","3105","980","0.315"
"2021","UK","England","England","25 - 29","All","4355","1190","0.273"
"2022","UK","England","England","25 - 29","All","3580","950","0.265"
"2023","UK","England","England","25 - 29","All","2345","685","0.293"
"2019","UK","Northern Ireland","Northern Ireland","25 - 29","All","110","25","0.218"
"2020","UK","Northern Ireland","Northern Ireland","25 - 29","All","90","20","0.233"
"2021","UK","Northern Ireland","Northern Ireland","25 - 29","All","105","25","0.219"
"2022","UK","Northern Ireland","Northern Ireland","25 - 29","All","70","15","0.186"
"2023","UK","Northern Ireland","Northern Ireland","25 - 29","All","50","10"," "
"2019","UK","Scotland","Scotland","25 - 29","All","265","50","0.192"
"2020","UK","Scotland","Scotland","25 - 29","All","360","65","0.178"
"2021","UK","Scotland","Scotland","25 - 29","All","535","85","0.163"
"2022","UK","Scotland","Scotland","25 - 29","All","325","55","0.17500000000000002"
"2023","UK","Scotland","Scotland","25 - 29","All","205","45","0.22"
"2019","UK","Wales","Wales","25 - 29","All","290","35","0.114"
"2020","UK","Wales","Wales","25 - 29","All","260","60","0.223"
"2021","UK","Wales","Wales","25 - 29","All","440","60","0.14100000000000001"
"2022","UK","Wales","Wales","25 - 29","All","275","55","0.193"
"2023","UK","Wales","Wales","25 - 29","All","220","60","0.28200000000000003"
"2021","International","EU (excluding UK)","Austria","25 - 29","All","5","0"," "
"2019","International","EU (excluding UK)","Germany","25 - 29","All","5","0"," "
"2020","International","EU (excluding UK)","Germany","25 - 29","All","5","0"," "
"2022","International","EU (excluding UK)","Germany","25 - 29","All","5","0"," "
"2023","International","EU (excluding UK)","Germany","25 - 29","All","5","0"," "
"2019","International","EU (excluding UK)","Greece","25 - 29","All","5","0"," "
"2019","International","EU (excluding UK)","Ireland","25 - 29","All","5","0"," "
"2020","International","EU (excluding UK)","Ireland","25 - 29","All","20","0"," "
"2021","International","EU (excluding UK)","Ireland","25 - 29","All","25","0"," "
"2022","International","EU (excluding UK)","Ireland","25 - 29","All","15","0"," "
"2023","International","EU (excluding UK)","Ireland","25 - 29","All","10","5"," "
"2019","International","EU (excluding UK)","Italy","25 - 29","All","5","0"," "
"2020","International","EU (excluding UK)","Italy","25 - 29","All","5","0"," "
"2022","International","EU (excluding UK)","Portugal","25 - 29","All","5","0"," "
"2020","International","EU (excluding UK)","Spain","25 - 29","All","5","0"," "
"2021","International","EU (excluding UK)","Spain","25 - 29","All","5","0"," "
"2022","International","EU (excluding UK)","Spain","25 - 29","All","5","0"," "
"2022","International","Not EU","Guernsey","25 - 29","All","5","0"," "
"2023","International","Not EU","Afghanistan","25 - 29","All","5","0"," "
"2020","International","Not EU","Australia","25 - 29","All","5","0"," "
"2021","International","Not EU","Australia","25 - 29","All","5","0"," "
"2020","International","Not EU","Barbados","25 - 29","All","5","0"," "
"2019","International","Not EU","Bermuda","25 - 29","All","5","5"," "
"2019","International","Not EU","Canada","25 - 29","All","15","5"," "
"2020","International","Not EU","Canada","25 - 29","All","5","0"," "
"2021","International","Not EU","Canada","25 - 29","All","20","5"," "
"2022","International","Not EU","Canada","25 - 29","All","5","0"," "
"2023","International","Not EU","Canada","25 - 29","All","5","5"," "
"2019","International","Not EU","Ethiopia","25 - 29","All","5","0"," "
"2019","International","Not EU","Ghana","25 - 29","All","10","5"," "
"2020","International","Not EU","Ghana","25 - 29","All","20","0"," "
"2021","International","Not EU","Ghana","25 - 29","All","10","0"," "
"2022","International","Not EU","Ghana","25 - 29","All","45","0"," "
"2023","International","Not EU","Ghana","25 - 29","All","25","5"," "
"2020","International","Not EU","India","25 - 29","All","5","0"," "
"2023","International","Not EU","Kenya","25 - 29","All","5","5"," "
"2021","International","Not EU","Malawi","25 - 29","All","5","0"," "
"2021","International","Not EU","Nigeria","25 - 29","All","5","0"," "
"2022","International","Not EU","Nigeria","25 - 29","All","20","5"," "
"2023","International","Not EU","Nigeria","25 - 29","All","5","0"," "
"2020","International","Not EU","Norway","25 - 29","All","5","0"," "
"2023","International","Not EU","Sierra Leone","25 - 29","All","5","0"," "
"2019","International","Not EU","Switzerland","25 - 29","All","10","5"," "
"2020","International","Not EU","Switzerland","25 - 29","All","5","0"," "
"2023","International","Not EU","Switzerland","25 - 29","All","5","0"," "
"2022","International","Not EU","Tanzania, United Republic of","25 - 29","All","5","0"," "
"2020","International","Not EU","Uganda","25 - 29","All","5","0"," "
"2019","International","Not EU","Egypt","25 - 29","All","5","0"," "
"2019","International","Not EU","United States of America","25 - 29","All","5","0"," "
"2020","International","Not EU","United States of America","25 - 29","All","10","5"," "
"2021","International","Not EU","United States of America","25 - 29","All","10","0"," "
"2023","International","Not EU","United States of America","25 - 29","All","5","0"," "
"2021","International","Not EU","British Virgin Islands","25 - 29","All","5","0"," "
"2020","International","Not EU","Not Known","25 - 29","All","5","0"," "
"2021","International","Not EU","Not Known","25 - 29","All","5","0"," "
"2021","International","Not EU","Monaco","25 - 29","All","5","0"," "
"2019","UK","England","England","30 - 34","All","1820","520","0.28700000000000003"
"2020","UK","England","England","30 - 34","All","2055","655","0.319"
"2021","UK","England","England","30 - 34","All","3140","950","0.303"
"2022","UK","England","England","30 - 34","All","2750","820","0.297"
"2023","UK","England","England","30 - 34","All","1950","615","0.316"
"2019","UK","Northern Ireland","Northern Ireland","30 - 34","All","55","10"," "
"2020","UK","Northern Ireland","Northern Ireland","30 - 34","All","60","10","0.2"
"2021","UK","Northern Ireland","Northern Ireland","30 - 34","All","75","20","0.293"
"2022","UK","Northern Ireland","Northern Ireland","30 - 34","All","65","15","0.246"
"2023","UK","Northern Ireland","Northern Ireland","30 - 34","All","60","15","0.217"
"2019","UK","Scotland","Scotland","30 - 34","All","170","40","0.229"
"2020","UK","Scotland","Scotland","30 - 34","All","220","45","0.195"
"2021","UK","Scotland","Scotland","30 - 34","All","280","50","0.17500000000000002"
"2022","UK","Scotland","Scotland","30 - 34","All","220","40","0.17300000000000001"
"2023","UK","Scotland","Scotland","30 - 34","All","155","45","0.29"
"2019","UK","Wales","Wales","30 - 34","All","195","30","0.149"
"2020","UK","Wales","Wales","30 - 34","All","230","45","0.191"
"2021","UK","Wales","Wales","30 - 34","All","240","40","0.158"
"2022","UK","Wales","Wales","30 - 34","All","220","45","0.2"
"2023","UK","Wales","Wales","30 - 34","All","180","50","0.289"
"2022","International","EU (excluding UK)","Bulgaria","30 - 34","All","5","0"," "
"2022","International","EU (excluding UK)","France","30 - 34","All","5","0"," "
"2020","International","EU (excluding UK)","Germany","30 - 34","All","5","0"," "
"2020","International","EU (excluding UK)","Ireland","30 - 34","All","5","0"," "
"2021","International","EU (excluding UK)","Ireland","30 - 34","All","5","0"," "
"2019","International","EU (excluding UK)","Spain","30 - 34","All","5","0"," "
"2021","International","EU (excluding UK)","Spain","30 - 34","All","5","0"," "
"2021","International","Not EU","Isle of Man","30 - 34","All","5","5"," "
"2021","International","Not EU","Australia","30 - 34","All","5","0"," "
"2021","International","Not EU","Cameroon","30 - 34","All","5","0"," "
"2020","International","Not EU","Canada","30 - 34","All","5","0"," "
"2022","International","Not EU","Canada","30 - 34","All","5","0"," "
"2019","International","Not EU","Ghana","30 - 34","All","5","0"," "
"2022","International","Not EU","Ghana","30 - 34","All","25","0"," "
"2023","International","Not EU","Ghana","30 - 34","All","25","0"," "
"2020","International","Not EU","Honduras","30 - 34","All","5","0"," "
"2019","International","Not EU","India","30 - 34","All","5","0"," "
"2019","International","Not EU","Nigeria","30 - 34","All","5","0"," "
"2020","International","Not EU","Nigeria","30 - 34","All","5","0"," "
"2021","International","Not EU","Nigeria","30 - 34","All","5","0"," "
"2022","International","Not EU","Nigeria","30 - 34","All","10","0"," "
"2023","International","Not EU","Nigeria","30 - 34","All","10","0"," "
"2021","International","Not EU","Zimbabwe","30 - 34","All","5","5"," "
"2021","International","Not EU","Saudi Arabia","30 - 34","All","5","0"," "
"2021","International","Not EU","Somalia","30 - 34","All","5","0"," "
"2019","International","Not EU","Switzerland","30 - 34","All","5","0"," "
"2021","International","Not EU","United Arab Emirates","30 - 34","All","5","0"," "
"2022","International","Not EU","United States of America","30 - 34","All","10","0"," "
"2023","International","Not EU","United States of America","30 - 34","All","10","5"," "
"2020","International","Not EU","Not Known","30 - 34","All","5","0"," "
"2022","International","Not EU","Cayman Islands","30 - 34","All","5","0"," "
"2019","UK","England","England","35 and over","All","1935","530","0.274"
"2020","UK","England","England","35 and over","All","2250","700","0.312"
"2021","UK","England","England","35 and over","All","3160","870","0.275"
"2022","UK","England","England","35 and over","All","2775","805","0.289"
"2023","UK","England","England","35 and over","All","2425","790","0.325"
