"Year","MEM quintile","Tariff group of provider","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2008","Quintile 4","All","All","All","Male","Main scheme applicant","All","14800","46480","0.318"
"2008","Quintile 5","All","All","All","Male","Main scheme applicant","All","23910","46540","0.514"
"2009","Quintile 1","All","All","All","Male","Main scheme applicant","All","6760","82020","0.082"
"2009","Quintile 2","All","All","All","Male","Main scheme applicant","All","12600","72740","0.17300000000000001"
"2009","Quintile 3","All","All","All","Male","Main scheme applicant","All","16200","66570","0.243"
"2009","Quintile 4","All","All","All","Male","Main scheme applicant","All","15150","46350","0.327"
"2009","Quintile 5","All","All","All","Male","Main scheme applicant","All","24100","46970","0.513"
"2010","Quintile 1","All","All","All","Male","Main scheme applicant","All","7220","81890","0.088"
"2010","Quintile 2","All","All","All","Male","Main scheme applicant","All","12780","72190","0.177"
"2010","Quintile 3","All","All","All","Male","Main scheme applicant","All","16750","67420","0.248"
"2010","Quintile 4","All","All","All","Male","Main scheme applicant","All","15710","47660","0.33"
"2010","Quintile 5","All","All","All","Male","Main scheme applicant","All","24140","47450","0.509"
"2011","Quintile 1","All","All","All","Male","Main scheme applicant","All","7470","80150","0.093"
"2011","Quintile 2","All","All","All","Male","Main scheme applicant","All","13340","70750","0.188"
"2011","Quintile 3","All","All","All","Male","Main scheme applicant","All","17560","66320","0.265"
"2011","Quintile 4","All","All","All","Male","Main scheme applicant","All","16420","46350","0.354"
"2011","Quintile 5","All","All","All","Male","Main scheme applicant","All","25110","46480","0.54"
"2012","Quintile 1","All","All","All","Male","Main scheme applicant","All","7290","78200","0.093"
"2012","Quintile 2","All","All","All","Male","Main scheme applicant","All","12850","70550","0.182"
"2012","Quintile 3","All","All","All","Male","Main scheme applicant","All","16650","67670","0.246"
"2012","Quintile 4","All","All","All","Male","Main scheme applicant","All","15240","47330","0.322"
"2012","Quintile 5","All","All","All","Male","Main scheme applicant","All","23900","46990","0.509"
"2013","Quintile 1","All","All","All","Male","Main scheme applicant","All","7910","77300","0.10200000000000001"
"2013","Quintile 2","All","All","All","Male","Main scheme applicant","All","13660","68920","0.198"
"2013","Quintile 3","All","All","All","Male","Main scheme applicant","All","17360","66210","0.262"
"2013","Quintile 4","All","All","All","Male","Main scheme applicant","All","15790","46600","0.339"
"2013","Quintile 5","All","All","All","Male","Main scheme applicant","All","24430","46850","0.521"
"2014","Quintile 1","All","All","All","Male","Main scheme applicant","All","8440","76540","0.11"
"2014","Quintile 2","All","All","All","Male","Main scheme applicant","All","14400","67700","0.213"
"2014","Quintile 3","All","All","All","Male","Main scheme applicant","All","18270","65900","0.277"
"2014","Quintile 4","All","All","All","Male","Main scheme applicant","All","16220","46540","0.34900000000000003"
"2014","Quintile 5","All","All","All","Male","Main scheme applicant","All","24350","46970","0.518"
"2015","Quintile 1","All","All","All","Male","Main scheme applicant","All","8860","78610","0.113"
"2015","Quintile 2","All","All","All","Male","Main scheme applicant","All","14840","68600","0.216"
"2015","Quintile 3","All","All","All","Male","Main scheme applicant","All","18730","66960","0.28"
"2015","Quintile 4","All","All","All","Male","Main scheme applicant","All","16730","46990","0.356"
"2015","Quintile 5","All","All","All","Male","Main scheme applicant","All","25100","47850","0.525"
"2016","Quintile 1","All","All","All","Male","Main scheme applicant","All","8780","79180","0.111"
"2016","Quintile 2","All","All","All","Male","Main scheme applicant","All","14950","66540","0.225"
"2016","Quintile 3","All","All","All","Male","Main scheme applicant","All","19550","66300","0.295"
"2016","Quintile 4","All","All","All","Male","Main scheme applicant","All","17110","47040","0.364"
"2016","Quintile 5","All","All","All","Male","Main scheme applicant","All","25340","47810","0.53"
"2017","Quintile 1","All","All","All","Male","Main scheme applicant","All","8530","77810","0.11"
"2017","Quintile 2","All","All","All","Male","Main scheme applicant","All","15040","65600","0.229"
"2017","Quintile 3","All","All","All","Male","Main scheme applicant","All","19720","66130","0.298"
"2017","Quintile 4","All","All","All","Male","Main scheme applicant","All","17340","47030","0.369"
"2017","Quintile 5","All","All","All","Male","Main scheme applicant","All","25880","47750","0.542"
"2018","Quintile 1","All","All","All","Male","Main scheme applicant","All","8270","75270","0.11"
"2018","Quintile 2","All","All","All","Male","Main scheme applicant","All","14500","63590","0.228"
"2018","Quintile 3","All","All","All","Male","Main scheme applicant","All","19370","65310","0.297"
"2018","Quintile 4","All","All","All","Male","Main scheme applicant","All","17070","46130","0.37"
"2018","Quintile 5","All","All","All","Male","Main scheme applicant","All","25670","47040","0.546"
"2019","Quintile 1","All","All","All","Male","Main scheme applicant","All","8310","72110","0.115"
"2019","Quintile 2","All","All","All","Male","Main scheme applicant","All","14720","61550","0.23900000000000002"
"2019","Quintile 3","All","All","All","Male","Main scheme applicant","All","19670","63890","0.308"
"2019","Quintile 4","All","All","All","Male","Main scheme applicant","All","17290","45440","0.38"
"2019","Quintile 5","All","All","All","Male","Main scheme applicant","All","26020","46680","0.557"
"2020","Quintile 1","All","All","All","Male","Main scheme applicant","All","8810","71660","0.123"
"2020","Quintile 2","All","All","All","Male","Main scheme applicant","All","15170","60540","0.251"
"2020","Quintile 3","All","All","All","Male","Main scheme applicant","All","21160","63910","0.331"
"2020","Quintile 4","All","All","All","Male","Main scheme applicant","All","18330","45320","0.405"
"2020","Quintile 5","All","All","All","Male","Main scheme applicant","All","27300","46710","0.585"
"2021","Quintile 1","All","All","All","Male","Main scheme applicant","All","9240","74530","0.124"
"2021","Quintile 2","All","All","All","Male","Main scheme applicant","All","16650","62810","0.265"
"2021","Quintile 3","All","All","All","Male","Main scheme applicant","All","22710","65370","0.34700000000000003"
"2021","Quintile 4","All","All","All","Male","Main scheme applicant","All","19990","47320","0.422"
"2021","Quintile 5","All","All","All","Male","Main scheme applicant","All","29250","48740","0.6"
"2022","Quintile 1","All","All","All","Male","Main scheme applicant","All","9940","78540","0.127"
"2022","Quintile 2","All","All","All","Male","Main scheme applicant","All","17420","64760","0.269"
"2022","Quintile 3","All","All","All","Male","Main scheme applicant","All","22810","66480","0.343"
"2022","Quintile 4","All","All","All","Male","Main scheme applicant","All","19630","47750","0.41100000000000003"
"2022","Quintile 5","All","All","All","Male","Main scheme applicant","All","28680","49920","0.5740000000000001"
"2023","Quintile 1","All","All","All","Male","Main scheme applicant","All","10010","84140","0.11900000000000001"
"2023","Quintile 2","All","All","All","Male","Main scheme applicant","All","16570","65890","0.252"
"2023","Quintile 3","All","All","All","Male","Main scheme applicant","All","21410","67460","0.317"
"2023","Quintile 4","All","All","All","Male","Main scheme applicant","All","18810","48790","0.386"
"2023","Quintile 5","All","All","All","Male","Main scheme applicant","All","27970","27940","1.0010000000000001"
"2006","All","All","All","All","Female","Not main scheme applicant","All","930","301140","0.003"
"2007","All","All","All","All","Female","Not main scheme applicant","All","1050","298590","0.004"
"2008","All","All","All","All","Female","Not main scheme applicant","All","1070","305500","0.004"
"2009","All","All","All","All","Female","Not main scheme applicant","All","840","305890","0.003"
"2010","All","All","All","All","Female","Not main scheme applicant","All","390","305520","0.001"
"2011","All","All","All","All","Female","Not main scheme applicant","All","480","299380","0.002"
"2012","All","All","All","All","Female","Not main scheme applicant","All","820","299760","0.003"
"2013","All","All","All","All","Female","Not main scheme applicant","All","1040","295170","0.004"
"2014","All","All","All","All","Female","Not main scheme applicant","All","970","291640","0.003"
"2015","All","All","All","All","Female","Not main scheme applicant","All","1080","298340","0.004"
"2016","All","All","All","All","Female","Not main scheme applicant","All","1070","293270","0.004"
"2017","All","All","All","All","Female","Not main scheme applicant","All","1380","290350","0.005"
"2018","All","All","All","All","Female","Not main scheme applicant","All","1670","284190","0.006"
"2019","All","All","All","All","Female","Not main scheme applicant","All","1900","277690","0.007"
"2020","All","All","All","All","Female","Not main scheme applicant","All","2520","274970","0.009000000000000001"
"2021","All","All","All","All","Female","Not main scheme applicant","All","1600","284810","0.006"
"2022","All","All","All","All","Female","Not main scheme applicant","All","1540","293670","0.005"
"2023","All","All","All","All","Female","Not main scheme applicant","All","1540","332410","0.005"
"2006","All","All","All","All","Male","Not main scheme applicant","All","1230","308760","0.004"
"2007","All","All","All","All","Male","Not main scheme applicant","All","1170","306620","0.004"
"2008","All","All","All","All","Male","Not main scheme applicant","All","1260","315570","0.004"
"2009","All","All","All","All","Male","Not main scheme applicant","All","990","314650","0.003"
"2010","All","All","All","All","Male","Not main scheme applicant","All","480","316600","0.002"
"2011","All","All","All","All","Male","Not main scheme applicant","All","490","310050","0.002"
"2012","All","All","All","All","Male","Not main scheme applicant","All","1030","310740","0.003"
"2013","All","All","All","All","Male","Not main scheme applicant","All","1120","305890","0.004"
"2014","All","All","All","All","Male","Not main scheme applicant","All","1010","303650","0.003"
"2015","All","All","All","All","Male","Not main scheme applicant","All","1120","309000","0.004"
"2016","All","All","All","All","Male","Not main scheme applicant","All","1180","306870","0.004"
"2017","All","All","All","All","Male","Not main scheme applicant","All","1430","304320","0.005"
"2018","All","All","All","All","Male","Not main scheme applicant","All","1630","297340","0.005"
"2019","All","All","All","All","Male","Not main scheme applicant","All","2130","289670","0.007"
"2020","All","All","All","All","Male","Not main scheme applicant","All","2890","288130","0.01"
"2021","All","All","All","All","Male","Not main scheme applicant","All","2010","298780","0.007"
"2022","All","All","All","All","Male","Not main scheme applicant","All","1710","307450","0.006"
"2023","All","All","All","All","Male","Not main scheme applicant","All","1710","294220","0.006"
"2006","All","All","All","All","Female","Main scheme applicant","All","83040","301140","0.276"
"2007","All","All","All","All","Female","Main scheme applicant","All","84110","298590","0.28200000000000003"
"2008","All","All","All","All","Female","Main scheme applicant","All","91680","305500","0.3"
"2009","All","All","All","All","Female","Main scheme applicant","All","94010","305890","0.307"
"2010","All","All","All","All","Female","Main scheme applicant","All","93980","305520","0.308"
"2011","All","All","All","All","Female","Main scheme applicant","All","97630","299380","0.326"
"2012","All","All","All","All","Female","Main scheme applicant","All","95090","299760","0.317"
"2013","All","All","All","All","Female","Main scheme applicant","All","98600","295170","0.334"
"2014","All","All","All","All","Female","Main scheme applicant","All","101570","291640","0.34800000000000003"
"2015","All","All","All","All","Female","Main scheme applicant","All","108330","298340","0.363"
"2016","All","All","All","All","Female","Main scheme applicant","All","109870","293270","0.375"
"2017","All","All","All","All","Female","Main scheme applicant","All","111150","290350","0.383"
"2018","All","All","All","All","Female","Main scheme applicant","All","110000","284190","0.387"
"2019","All","All","All","All","Female","Main scheme applicant","All","111540","277690","0.402"
"2020","All","All","All","All","Female","Main scheme applicant","All","118890","274970","0.432"
"2021","All","All","All","All","Female","Main scheme applicant","All","126920","284810","0.446"
"2022","All","All","All","All","Female","Main scheme applicant","All","127540","293670","0.434"
"2023","All","All","All","All","Female","Main scheme applicant","All","121010","332410","0.364"
"2006","All","All","All","All","Male","Main scheme applicant","All","67170","308760","0.218"
"2007","All","All","All","All","Male","Main scheme applicant","All","67520","306620","0.22"
"2008","All","All","All","All","Male","Main scheme applicant","All","71780","315570","0.227"
"2009","All","All","All","All","Male","Main scheme applicant","All","74810","314650","0.23800000000000002"
"2010","All","All","All","All","Male","Main scheme applicant","All","76590","316600","0.242"
"2011","All","All","All","All","Male","Main scheme applicant","All","79890","310050","0.258"
"2012","All","All","All","All","Male","Main scheme applicant","All","75930","310740","0.244"
"2013","All","All","All","All","Male","Main scheme applicant","All","79140","305890","0.259"
"2014","All","All","All","All","Male","Main scheme applicant","All","81670","303650","0.269"
"2015","All","All","All","All","Male","Main scheme applicant","All","84260","309000","0.273"
"2016","All","All","All","All","Male","Main scheme applicant","All","85730","306870","0.279"
"2017","All","All","All","All","Male","Main scheme applicant","All","86510","304320","0.28400000000000003"
"2018","All","All","All","All","Male","Main scheme applicant","All","84890","297340","0.28500000000000003"
"2019","All","All","All","All","Male","Main scheme applicant","All","86010","289670","0.297"
"2020","All","All","All","All","Male","Main scheme applicant","All","90770","288130","0.315"
"2021","All","All","All","All","Male","Main scheme applicant","All","97820","298780","0.327"
"2022","All","All","All","All","Male","Main scheme applicant","All","98480","307450","0.32"
"2023","All","All","All","All","Male","Main scheme applicant","All","94770","294220","0.322"
"2006","Quintile 1","Lower tariff","18","England","All","Not main scheme applicant","All","210","125480","0.002"
"2006","Quintile 2","Lower tariff","18","England","All","Not main scheme applicant","All","290","122440","0.002"
"2006","Quintile 3","Lower tariff","18","England","All","Not main scheme applicant","All","360","121540","0.003"
"2006","Quintile 4","Lower tariff","18","England","All","Not main scheme applicant","All","390","120340","0.003"
"2006","Quintile 5","Lower tariff","18","England","All","Not main scheme applicant","All","280","120110","0.002"
"2007","Quintile 1","Lower tariff","18","England","All","Not main scheme applicant","All","210","122540","0.002"
"2007","Quintile 2","Lower tariff","18","England","All","Not main scheme applicant","All","320","120910","0.003"
"2007","Quintile 3","Lower tariff","18","England","All","Not main scheme applicant","All","370","120670","0.003"
"2007","Quintile 4","Lower tariff","18","England","All","Not main scheme applicant","All","380","120780","0.003"
"2007","Quintile 5","Lower tariff","18","England","All","Not main scheme applicant","All","300","120320","0.002"
"2008","Quintile 1","Lower tariff","18","England","All","Not main scheme applicant","All","280","123530","0.002"
"2008","Quintile 2","Lower tariff","18","England","All","Not main scheme applicant","All","360","124140","0.003"
"2008","Quintile 3","Lower tariff","18","England","All","Not main scheme applicant","All","430","124610","0.003"
"2008","Quintile 4","Lower tariff","18","England","All","Not main scheme applicant","All","410","124400","0.003"
"2008","Quintile 5","Lower tariff","18","England","All","Not main scheme applicant","All","320","124390","0.003"
"2009","Quintile 1","Lower tariff","18","England","All","Not main scheme applicant","All","240","122350","0.002"
"2009","Quintile 2","Lower tariff","18","England","All","Not main scheme applicant","All","350","124860","0.003"
"2009","Quintile 3","Lower tariff","18","England","All","Not main scheme applicant","All","340","124180","0.003"
"2009","Quintile 4","Lower tariff","18","England","All","Not main scheme applicant","All","400","124410","0.003"
"2009","Quintile 5","Lower tariff","18","England","All","Not main scheme applicant","All","250","124730","0.002"
"2010","Quintile 1","Lower tariff","18","England","All","Not main scheme applicant","All","110","121890","0.001"
"2010","Quintile 2","Lower tariff","18","England","All","Not main scheme applicant","All","160","123410","0.001"
"2010","Quintile 3","Lower tariff","18","England","All","Not main scheme applicant","All","180","124780","0.001"
"2010","Quintile 4","Lower tariff","18","England","All","Not main scheme applicant","All","180","125830","0.001"
"2010","Quintile 5","Lower tariff","18","England","All","Not main scheme applicant","All","140","126210","0.001"
"2011","Quintile 1","Lower tariff","18","England","All","Not main scheme applicant","All","110","119150","0.001"
"2011","Quintile 2","Lower tariff","18","England","All","Not main scheme applicant","All","160","120220","0.001"
"2011","Quintile 3","Lower tariff","18","England","All","Not main scheme applicant","All","210","122440","0.002"
"2011","Quintile 4","Lower tariff","18","England","All","Not main scheme applicant","All","210","123980","0.002"
"2011","Quintile 5","Lower tariff","18","England","All","Not main scheme applicant","All","160","123640","0.001"
"2012","Quintile 1","Lower tariff","18","England","All","Not main scheme applicant","All","210","116570","0.002"
"2012","Quintile 2","Lower tariff","18","England","All","Not main scheme applicant","All","270","118950","0.002"
"2012","Quintile 3","Lower tariff","18","England","All","Not main scheme applicant","All","340","123560","0.003"
"2012","Quintile 4","Lower tariff","18","England","All","Not main scheme applicant","All","310","125960","0.002"
"2012","Quintile 5","Lower tariff","18","England","All","Not main scheme applicant","All","230","125460","0.002"
"2013","Quintile 1","Lower tariff","18","England","All","Not main scheme applicant","All","240","115210","0.002"
"2013","Quintile 2","Lower tariff","18","England","All","Not main scheme applicant","All","340","116100","0.003"
"2013","Quintile 3","Lower tariff","18","England","All","Not main scheme applicant","All","360","121130","0.003"
"2013","Quintile 4","Lower tariff","18","England","All","Not main scheme applicant","All","430","123700","0.003"
"2013","Quintile 5","Lower tariff","18","England","All","Not main scheme applicant","All","360","124920","0.003"
"2014","Quintile 1","Lower tariff","18","England","All","Not main scheme applicant","All","260","114800","0.002"
"2014","Quintile 2","Lower tariff","18","England","All","Not main scheme applicant","All","310","113810","0.003"
"2014","Quintile 3","Lower tariff","18","England","All","Not main scheme applicant","All","340","119430","0.003"
"2014","Quintile 4","Lower tariff","18","England","All","Not main scheme applicant","All","400","122900","0.003"
"2014","Quintile 5","Lower tariff","18","England","All","Not main scheme applicant","All","280","124360","0.002"
"2015","Quintile 1","Lower tariff","18","England","All","Not main scheme applicant","All","290","118270","0.002"
"2015","Quintile 2","Lower tariff","18","England","All","Not main scheme applicant","All","340","115170","0.003"
"2015","Quintile 3","Lower tariff","18","England","All","Not main scheme applicant","All","410","121520","0.003"
"2015","Quintile 4","Lower tariff","18","England","All","Not main scheme applicant","All","380","124860","0.003"
"2015","Quintile 5","Lower tariff","18","England","All","Not main scheme applicant","All","300","127520","0.002"
"2016","Quintile 1","Lower tariff","18","England","All","Not main scheme applicant","All","260","118990","0.002"
"2016","Quintile 2","Lower tariff","18","England","All","Not main scheme applicant","All","340","111170","0.003"
"2016","Quintile 3","Lower tariff","18","England","All","Not main scheme applicant","All","390","119040","0.003"
"2016","Quintile 4","Lower tariff","18","England","All","Not main scheme applicant","All","400","124340","0.003"
"2016","Quintile 5","Lower tariff","18","England","All","Not main scheme applicant","All","300","126600","0.002"
"2017","Quintile 1","Lower tariff","18","England","All","Not main scheme applicant","All","340","116390","0.003"
"2017","Quintile 2","Lower tariff","18","England","All","Not main scheme applicant","All","380","109630","0.003"
"2017","Quintile 3","Lower tariff","18","England","All","Not main scheme applicant","All","420","117550","0.004"
"2017","Quintile 4","Lower tariff","18","England","All","Not main scheme applicant","All","500","123990","0.004"
"2017","Quintile 5","Lower tariff","18","England","All","Not main scheme applicant","All","400","127120","0.003"
"2018","Quintile 1","Lower tariff","18","England","All","Not main scheme applicant","All","430","112990","0.004"
"2018","Quintile 2","Lower tariff","18","England","All","Not main scheme applicant","All","520","106010","0.005"
"2018","Quintile 3","Lower tariff","18","England","All","Not main scheme applicant","All","560","114520","0.005"
"2018","Quintile 4","Lower tariff","18","England","All","Not main scheme applicant","All","570","122560","0.005"
"2018","Quintile 5","Lower tariff","18","England","All","Not main scheme applicant","All","360","125440","0.003"
"2019","Quintile 1","Lower tariff","18","England","All","Not main scheme applicant","All","540","108100","0.005"
"2019","Quintile 2","Lower tariff","18","England","All","Not main scheme applicant","All","600","102760","0.006"
"2019","Quintile 3","Lower tariff","18","England","All","Not main scheme applicant","All","690","112010","0.006"
"2019","Quintile 4","Lower tariff","18","England","All","Not main scheme applicant","All","690","120200","0.006"
"2019","Quintile 5","Lower tariff","18","England","All","Not main scheme applicant","All","430","124290","0.003"
"2020","Quintile 1","Lower tariff","18","England","All","Not main scheme applicant","All","600","106620","0.006"
"2020","Quintile 2","Lower tariff","18","England","All","Not main scheme applicant","All","780","100580","0.008"
"2020","Quintile 3","Lower tariff","18","England","All","Not main scheme applicant","All","880","111240","0.008"
"2020","Quintile 4","Lower tariff","18","England","All","Not main scheme applicant","All","880","119940","0.007"
"2020","Quintile 5","Lower tariff","18","England","All","Not main scheme applicant","All","570","124720","0.005"
"2021","Quintile 1","Lower tariff","18","England","All","Not main scheme applicant","All","510","111600","0.005"
"2021","Quintile 2","Lower tariff","18","England","All","Not main scheme applicant","All","590","103600","0.006"
"2021","Quintile 3","Lower tariff","18","England","All","Not main scheme applicant","All","650","114040","0.006"
"2021","Quintile 4","Lower tariff","18","England","All","Not main scheme applicant","All","660","124310","0.005"
"2021","Quintile 5","Lower tariff","18","England","All","Not main scheme applicant","All","320","130060","0.002"
"2022","Quintile 1","Lower tariff","18","England","All","Not main scheme applicant","All","480","118730","0.004"
"2022","Quintile 2","Lower tariff","18","England","All","Not main scheme applicant","All","520","106520","0.005"
"2022","Quintile 3","Lower tariff","18","England","All","Not main scheme applicant","All","520","116190","0.004"
"2022","Quintile 4","Lower tariff","18","England","All","Not main scheme applicant","All","550","126370","0.004"
"2022","Quintile 5","Lower tariff","18","England","All","Not main scheme applicant","All","380","133310","0.003"
"2023","Quintile 1","Lower tariff","18","England","All","Not main scheme applicant","All","480","128990","0.004"
"2023","Quintile 2","Lower tariff","18","England","All","Not main scheme applicant","All","480","108290","0.004"
"2023","Quintile 3","Lower tariff","18","England","All","Not main scheme applicant","All","540","118620","0.005"
"2023","Quintile 4","Lower tariff","18","England","All","Not main scheme applicant","All","510","129090","0.004"
"2023","Quintile 5","Lower tariff","18","England","All","Not main scheme applicant","All","370","141650","0.003"
"2006","Quintile 1","Higher tariff","18","England","All","Not main scheme applicant","All","10","125480","0"
"2006","Quintile 2","Higher tariff","18","England","All","Not main scheme applicant","All","0","122440","0"
"2006","Quintile 3","Higher tariff","18","England","All","Not main scheme applicant","All","10","121540","0"
"2006","Quintile 4","Higher tariff","18","England","All","Not main scheme applicant","All","30","120340","0"
"2006","Quintile 5","Higher tariff","18","England","All","Not main scheme applicant","All","60","120110","0.001"
"2007","Quintile 1","Higher tariff","18","England","All","Not main scheme applicant","All","10","122540","0"
"2007","Quintile 2","Higher tariff","18","England","All","Not main scheme applicant","All","10","120910","0"
"2007","Quintile 3","Higher tariff","18","England","All","Not main scheme applicant","All","10","120670","0"
"2007","Quintile 4","Higher tariff","18","England","All","Not main scheme applicant","All","20","120780","0"
"2007","Quintile 5","Higher tariff","18","England","All","Not main scheme applicant","All","50","120320","0"
"2008","Quintile 1","Higher tariff","18","England","All","Not main scheme applicant","All","0","123530","0"
"2008","Quintile 2","Higher tariff","18","England","All","Not main scheme applicant","All","10","124140","0"
"2008","Quintile 3","Higher tariff","18","England","All","Not main scheme applicant","All","10","124610","0"
"2008","Quintile 4","Higher tariff","18","England","All","Not main scheme applicant","All","10","124400","0"
"2008","Quintile 5","Higher tariff","18","England","All","Not main scheme applicant","All","40","124390","0"
"2009","Quintile 1","Higher tariff","18","England","All","Not main scheme applicant","All","0","122350","0"
"2009","Quintile 2","Higher tariff","18","England","All","Not main scheme applicant","All","0","124860","0"
"2009","Quintile 3","Higher tariff","18","England","All","Not main scheme applicant","All","0","124180","0"
"2009","Quintile 4","Higher tariff","18","England","All","Not main scheme applicant","All","10","124410","0"
"2009","Quintile 5","Higher tariff","18","England","All","Not main scheme applicant","All","20","124730","0"
"2010","Quintile 1","Higher tariff","18","England","All","Not main scheme applicant","All","0","121890","0"
"2010","Quintile 2","Higher tariff","18","England","All","Not main scheme applicant","All","0","123410","0"
"2010","Quintile 3","Higher tariff","18","England","All","Not main scheme applicant","All","0","124780","0"
"2010","Quintile 4","Higher tariff","18","England","All","Not main scheme applicant","All","0","125830","0"
"2010","Quintile 5","Higher tariff","18","England","All","Not main scheme applicant","All","0","126210","0"
"2011","Quintile 1","Higher tariff","18","England","All","Not main scheme applicant","All","0","119150","0"
"2011","Quintile 2","Higher tariff","18","England","All","Not main scheme applicant","All","0","120220","0"
"2011","Quintile 3","Higher tariff","18","England","All","Not main scheme applicant","All","0","122440","0"
"2011","Quintile 4","Higher tariff","18","England","All","Not main scheme applicant","All","0","123980","0"
"2011","Quintile 5","Higher tariff","18","England","All","Not main scheme applicant","All","0","123640","0"
"2012","Quintile 1","Higher tariff","18","England","All","Not main scheme applicant","All","0","116570","0"
"2012","Quintile 2","Higher tariff","18","England","All","Not main scheme applicant","All","0","118950","0"
"2012","Quintile 3","Higher tariff","18","England","All","Not main scheme applicant","All","10","123560","0"
"2012","Quintile 4","Higher tariff","18","England","All","Not main scheme applicant","All","10","125960","0"
"2012","Quintile 5","Higher tariff","18","England","All","Not main scheme applicant","All","60","125460","0.001"
"2013","Quintile 1","Higher tariff","18","England","All","Not main scheme applicant","All","0","115210","0"
"2013","Quintile 2","Higher tariff","18","England","All","Not main scheme applicant","All","10","116100","0"
"2013","Quintile 3","Higher tariff","18","England","All","Not main scheme applicant","All","10","121130","0"
"2013","Quintile 4","Higher tariff","18","England","All","Not main scheme applicant","All","10","123700","0"
"2013","Quintile 5","Higher tariff","18","England","All","Not main scheme applicant","All","70","124920","0.001"
"2014","Quintile 1","Higher tariff","18","England","All","Not main scheme applicant","All","0","114800","0"
"2014","Quintile 2","Higher tariff","18","England","All","Not main scheme applicant","All","10","113810","0"
"2014","Quintile 3","Higher tariff","18","England","All","Not main scheme applicant","All","0","119430","0"
"2014","Quintile 4","Higher tariff","18","England","All","Not main scheme applicant","All","20","122900","0"
"2014","Quintile 5","Higher tariff","18","England","All","Not main scheme applicant","All","40","124360","0"
"2015","Quintile 1","Higher tariff","18","England","All","Not main scheme applicant","All","0","118270","0"
"2015","Quintile 2","Higher tariff","18","England","All","Not main scheme applicant","All","10","115170","0"
"2015","Quintile 3","Higher tariff","18","England","All","Not main scheme applicant","All","10","121520","0"
"2015","Quintile 4","Higher tariff","18","England","All","Not main scheme applicant","All","10","124860","0"
"2015","Quintile 5","Higher tariff","18","England","All","Not main scheme applicant","All","60","127520","0"
"2016","Quintile 1","Higher tariff","18","England","All","Not main scheme applicant","All","0","118990","0"
"2016","Quintile 2","Higher tariff","18","England","All","Not main scheme applicant","All","0","111170","0"
"2016","Quintile 3","Higher tariff","18","England","All","Not main scheme applicant","All","10","119040","0"
"2016","Quintile 4","Higher tariff","18","England","All","Not main scheme applicant","All","10","124340","0"
"2016","Quintile 5","Higher tariff","18","England","All","Not main scheme applicant","All","60","126600","0"
"2017","Quintile 1","Higher tariff","18","England","All","Not main scheme applicant","All","10","116390","0"
"2017","Quintile 2","Higher tariff","18","England","All","Not main scheme applicant","All","10","109630","0"
"2017","Quintile 3","Higher tariff","18","England","All","Not main scheme applicant","All","10","117550","0"
"2017","Quintile 4","Higher tariff","18","England","All","Not main scheme applicant","All","20","123990","0"
"2017","Quintile 5","Higher tariff","18","England","All","Not main scheme applicant","All","70","127120","0.001"
"2018","Quintile 1","Higher tariff","18","England","All","Not main scheme applicant","All","0","112990","0"
"2018","Quintile 2","Higher tariff","18","England","All","Not main scheme applicant","All","10","106010","0"
"2018","Quintile 3","Higher tariff","18","England","All","Not main scheme applicant","All","30","114520","0"
"2018","Quintile 4","Higher tariff","18","England","All","Not main scheme applicant","All","30","122560","0"
"2018","Quintile 5","Higher tariff","18","England","All","Not main scheme applicant","All","90","125440","0.001"
"2019","Quintile 1","Higher tariff","18","England","All","Not main scheme applicant","All","10","108100","0"
"2019","Quintile 2","Higher tariff","18","England","All","Not main scheme applicant","All","10","102760","0"
"2019","Quintile 3","Higher tariff","18","England","All","Not main scheme applicant","All","20","112010","0"
"2019","Quintile 4","Higher tariff","18","England","All","Not main scheme applicant","All","40","120200","0"
"2019","Quintile 5","Higher tariff","18","England","All","Not main scheme applicant","All","100","124290","0.001"
"2020","Quintile 1","Higher tariff","18","England","All","Not main scheme applicant","All","10","106620","0"
"2020","Quintile 2","Higher tariff","18","England","All","Not main scheme applicant","All","10","100580","0"
"2020","Quintile 3","Higher tariff","18","England","All","Not main scheme applicant","All","20","111240","0"
"2020","Quintile 4","Higher tariff","18","England","All","Not main scheme applicant","All","60","119940","0.001"
"2020","Quintile 5","Higher tariff","18","England","All","Not main scheme applicant","All","150","124720","0.001"
"2021","Quintile 1","Higher tariff","18","England","All","Not main scheme applicant","All","10","111600","0"
"2021","Quintile 2","Higher tariff","18","England","All","Not main scheme applicant","All","10","103600","0"
"2021","Quintile 3","Higher tariff","18","England","All","Not main scheme applicant","All","10","114040","0"
"2021","Quintile 4","Higher tariff","18","England","All","Not main scheme applicant","All","10","124310","0"
"2021","Quintile 5","Higher tariff","18","England","All","Not main scheme applicant","All","30","130060","0"
"2022","Quintile 1","Higher tariff","18","England","All","Not main scheme applicant","All","0","118730","0"
"2022","Quintile 2","Higher tariff","18","England","All","Not main scheme applicant","All","0","106520","0"
"2022","Quintile 3","Higher tariff","18","England","All","Not main scheme applicant","All","10","116190","0"
"2022","Quintile 4","Higher tariff","18","England","All","Not main scheme applicant","All","10","126370","0"
"2022","Quintile 5","Higher tariff","18","England","All","Not main scheme applicant","All","30","133310","0"
