"Year","Acceptance route","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants"
"2019","Direct Clearing","25 - 29","Scotland","All","Not main scheme applicant","Not main scheme application","25"
"2020","Direct Clearing","25 - 29","Scotland","All","Not main scheme applicant","Not main scheme application","45"
"2021","Direct Clearing","25 - 29","Scotland","All","Not main scheme applicant","Not main scheme application","10"
"2022","Direct Clearing","25 - 29","Scotland","All","Not main scheme applicant","Not main scheme application","15"
"2023","Direct Clearing","25 - 29","Scotland","All","Not main scheme applicant","Not main scheme application","15"
"2023","RPA","25 - 29","Scotland","All","Not main scheme applicant","Not main scheme application","5"
"2019","Direct Clearing","30 - 34","Scotland","All","Not main scheme applicant","Not main scheme application","5"
"2020","Direct Clearing","30 - 34","Scotland","All","Not main scheme applicant","Not main scheme application","10"
"2021","Direct Clearing","30 - 34","Scotland","All","Not main scheme applicant","Not main scheme application","5"
"2022","Direct Clearing","30 - 34","Scotland","All","Not main scheme applicant","Not main scheme application","5"
"2023","Direct Clearing","30 - 34","Scotland","All","Not main scheme applicant","Not main scheme application","10"
"2023","RPA","30 - 34","Scotland","All","Not main scheme applicant","Not main scheme application","5"
"2019","Direct Clearing","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","15"
"2020","Direct Clearing","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","25"
"2021","Direct Clearing","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","10"
"2022","Direct Clearing","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","15"
"2023","Direct Clearing","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","25"
"2021","RPA","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","5"
"2022","RPA","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","5"
"2023","RPA","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","5"
"2022","Direct Clearing","21 - 24","Wales","All","Not main scheme applicant","Not main scheme application","35"
"2023","Direct Clearing","21 - 24","Wales","All","Not main scheme applicant","Not main scheme application","45"
"2022","RPA","21 - 24","Wales","All","Not main scheme applicant","Not main scheme application","10"
"2023","RPA","21 - 24","Wales","All","Not main scheme applicant","Not main scheme application","10"
"2022","Direct Clearing","25 - 29","Wales","All","Not main scheme applicant","Not main scheme application","20"
"2023","Direct Clearing","25 - 29","Wales","All","Not main scheme applicant","Not main scheme application","10"
"2022","RPA","25 - 29","Wales","All","Not main scheme applicant","Not main scheme application","10"
"2023","RPA","25 - 29","Wales","All","Not main scheme applicant","Not main scheme application","5"
"2022","Direct Clearing","30 - 34","Wales","All","Not main scheme applicant","Not main scheme application","5"
"2023","Direct Clearing","30 - 34","Wales","All","Not main scheme applicant","Not main scheme application","10"
"2022","Direct Clearing","35 and over","Wales","All","Not main scheme applicant","Not main scheme application","10"
"2023","Direct Clearing","35 and over","Wales","All","Not main scheme applicant","Not main scheme application","10"
"2022","RPA","35 and over","Wales","All","Not main scheme applicant","Not main scheme application","5"
"2023","RPA","35 and over","Wales","All","Not main scheme applicant","Not main scheme application","5"
"2023","Main scheme Clearing","21 - 24","England","All","Main scheme applicant","Not main scheme application","5"
"2019","Extra","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","10"
"2020","Extra","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","5"
"2021","Extra","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","5"
"2022","Extra","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","20"
"2023","Extra","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","15"
"2019","Main scheme Clearing","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","20"
"2020","Main scheme Clearing","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","10"
"2021","Main scheme Clearing","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","25"
"2022","Main scheme Clearing","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","20"
"2023","Main scheme Clearing","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","15"
"2019","Extra","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","5"
"2020","Extra","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","5"
"2021","Extra","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","5"
"2022","Extra","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","10"
"2023","Extra","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","5"
"2019","Main scheme Clearing","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","20"
"2020","Main scheme Clearing","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","20"
"2021","Main scheme Clearing","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","20"
"2022","Main scheme Clearing","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","10"
"2023","Main scheme Clearing","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","15"
"2019","Extra","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","5"
"2022","Extra","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","5"
"2019","Main scheme Clearing","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","5"
"2020","Main scheme Clearing","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","5"
"2021","Main scheme Clearing","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","10"
"2022","Main scheme Clearing","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","5"
"2023","Main scheme Clearing","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","5"
"2019","Extra","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","5"
"2020","Extra","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","5"
"2022","Extra","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","5"
"2019","Main scheme Clearing","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","20"
"2020","Main scheme Clearing","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","15"
"2021","Main scheme Clearing","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","15"
"2022","Main scheme Clearing","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","10"
"2023","Main scheme Clearing","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","10"
"2022","Main scheme Clearing","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","15"
"2023","Main scheme Clearing","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","15"
"2023","Main scheme Clearing","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","10"
"2022","Main scheme Clearing","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","5"
"2023","Main scheme Clearing","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","5"
"2023","Main scheme Clearing","35 and over","Wales","All","Main scheme applicant","Not main scheme application","5"
"2019","Main scheme firm choice","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","10"
"2020","Main scheme firm choice","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","5"
"2021","Main scheme firm choice","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","15"
"2022","Main scheme firm choice","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","10"
"2023","Main scheme firm choice","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","5"
"2019","Main scheme firm choice","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","10"
"2020","Main scheme firm choice","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","5"
"2021","Main scheme firm choice","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","10"
"2022","Main scheme firm choice","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","5"
"2023","Main scheme firm choice","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","5"
"2021","Main scheme firm choice","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","5"
"2022","Main scheme firm choice","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","5"
"2019","Other main scheme choice","21 - 24","England","All","Main scheme applicant","Main scheme application","5"
"2022","Other main scheme choice","21 - 24","England","All","Main scheme applicant","Main scheme application","5"
"2023","Other main scheme choice","21 - 24","England","All","Main scheme applicant","Main scheme application","5"
"2019","Main scheme firm choice","21 - 24","England","All","Main scheme applicant","Main scheme application","25"
"2020","Main scheme firm choice","21 - 24","England","All","Main scheme applicant","Main scheme application","20"
"2021","Main scheme firm choice","21 - 24","England","All","Main scheme applicant","Main scheme application","25"
"2022","Main scheme firm choice","21 - 24","England","All","Main scheme applicant","Main scheme application","60"
"2023","Main scheme firm choice","21 - 24","England","All","Main scheme applicant","Main scheme application","50"
"2019","Main scheme firm choice","25 - 29","England","All","Main scheme applicant","Main scheme application","10"
"2020","Main scheme firm choice","25 - 29","England","All","Main scheme applicant","Main scheme application","20"
"2021","Main scheme firm choice","25 - 29","England","All","Main scheme applicant","Main scheme application","20"
"2022","Main scheme firm choice","25 - 29","England","All","Main scheme applicant","Main scheme application","10"
"2023","Main scheme firm choice","25 - 29","England","All","Main scheme applicant","Main scheme application","10"
"2020","Other main scheme choice","30 - 34","England","All","Main scheme applicant","Main scheme application","5"
"2019","Main scheme firm choice","30 - 34","England","All","Main scheme applicant","Main scheme application","5"
"2020","Main scheme firm choice","30 - 34","England","All","Main scheme applicant","Main scheme application","10"
"2022","Main scheme firm choice","30 - 34","England","All","Main scheme applicant","Main scheme application","5"
"2023","Main scheme firm choice","30 - 34","England","All","Main scheme applicant","Main scheme application","5"
"2019","Main scheme firm choice","35 and over","England","All","Main scheme applicant","Main scheme application","5"
"2020","Main scheme firm choice","35 and over","England","All","Main scheme applicant","Main scheme application","5"
"2021","Main scheme firm choice","35 and over","England","All","Main scheme applicant","Main scheme application","15"
"2022","Main scheme firm choice","35 and over","England","All","Main scheme applicant","Main scheme application","5"
"2023","Main scheme firm choice","35 and over","England","All","Main scheme applicant","Main scheme application","5"
"2019","Other main scheme choice","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","10"
"2020","Other main scheme choice","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","40"
"2021","Other main scheme choice","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","15"
"2022","Other main scheme choice","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","20"
"2023","Other main scheme choice","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","20"
"2019","Main scheme firm choice","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","785"
"2020","Main scheme firm choice","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","830"
"2021","Main scheme firm choice","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","860"
"2022","Main scheme firm choice","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","745"
"2023","Main scheme firm choice","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","700"
"2020","Main scheme insurance choice","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","5"
"2019","Other main scheme choice","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","20"
"2020","Other main scheme choice","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","25"
"2021","Other main scheme choice","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","10"
"2022","Other main scheme choice","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","20"
"2023","Other main scheme choice","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","25"
"2019","Main scheme firm choice","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","665"
"2020","Main scheme firm choice","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","650"
"2021","Main scheme firm choice","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","715"
"2022","Main scheme firm choice","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","575"
"2023","Main scheme firm choice","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","430"
"2019","Other main scheme choice","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","10"
"2020","Other main scheme choice","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","15"
"2021","Other main scheme choice","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","5"
"2022","Other main scheme choice","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","15"
"2023","Other main scheme choice","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","10"
"2019","Main scheme firm choice","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","265"
"2020","Main scheme firm choice","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","310"
"2021","Main scheme firm choice","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","275"
"2022","Main scheme firm choice","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","255"
"2023","Main scheme firm choice","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","195"
"2019","Other main scheme choice","35 and over","Scotland","All","Main scheme applicant","Main scheme application","25"
"2020","Other main scheme choice","35 and over","Scotland","All","Main scheme applicant","Main scheme application","35"
"2021","Other main scheme choice","35 and over","Scotland","All","Main scheme applicant","Main scheme application","20"
"2022","Other main scheme choice","35 and over","Scotland","All","Main scheme applicant","Main scheme application","25"
"2023","Other main scheme choice","35 and over","Scotland","All","Main scheme applicant","Main scheme application","25"
"2019","Main scheme firm choice","35 and over","Scotland","All","Main scheme applicant","Main scheme application","445"
"2020","Main scheme firm choice","35 and over","Scotland","All","Main scheme applicant","Main scheme application","485"
"2021","Main scheme firm choice","35 and over","Scotland","All","Main scheme applicant","Main scheme application","430"
"2022","Main scheme firm choice","35 and over","Scotland","All","Main scheme applicant","Main scheme application","380"
"2023","Main scheme firm choice","35 and over","Scotland","All","Main scheme applicant","Main scheme application","335"
"2022","Other main scheme choice","21 - 24","Wales","All","Main scheme applicant","Main scheme application","25"
"2023","Other main scheme choice","21 - 24","Wales","All","Main scheme applicant","Main scheme application","30"
"2022","Main scheme firm choice","21 - 24","Wales","All","Main scheme applicant","Main scheme application","430"
"2023","Main scheme firm choice","21 - 24","Wales","All","Main scheme applicant","Main scheme application","390"
"2022","Other main scheme choice","25 - 29","Wales","All","Main scheme applicant","Main scheme application","10"
"2023","Other main scheme choice","25 - 29","Wales","All","Main scheme applicant","Main scheme application","20"
"2022","Main scheme firm choice","25 - 29","Wales","All","Main scheme applicant","Main scheme application","145"
"2023","Main scheme firm choice","25 - 29","Wales","All","Main scheme applicant","Main scheme application","130"
"2022","Other main scheme choice","30 - 34","Wales","All","Main scheme applicant","Main scheme application","5"
"2023","Other main scheme choice","30 - 34","Wales","All","Main scheme applicant","Main scheme application","5"
"2022","Main scheme firm choice","30 - 34","Wales","All","Main scheme applicant","Main scheme application","65"
"2023","Main scheme firm choice","30 - 34","Wales","All","Main scheme applicant","Main scheme application","45"
"2022","Other main scheme choice","35 and over","Wales","All","Main scheme applicant","Main scheme application","5"
"2023","Other main scheme choice","35 and over","Wales","All","Main scheme applicant","Main scheme application","15"
"2022","Main scheme firm choice","35 and over","Wales","All","Main scheme applicant","Main scheme application","65"
"2023","Main scheme firm choice","35 and over","Wales","All","Main scheme applicant","Main scheme application","40"
"2019","Main scheme firm choice","21 - 24","Not EU","All","Main scheme applicant","Main scheme application","5"
"2020","Main scheme firm choice","21 - 24","Not EU","All","Main scheme applicant","Main scheme application","5"
"2022","Main scheme firm choice","21 - 24","Not EU","All","Main scheme applicant","Main scheme application","5"
"2023","Main scheme firm choice","21 - 24","Not EU","All","Main scheme applicant","Main scheme application","5"
"2019","Main scheme firm choice","25 - 29","Not EU","All","Main scheme applicant","Main scheme application","10"
"2020","Main scheme firm choice","25 - 29","Not EU","All","Main scheme applicant","Main scheme application","5"
"2021","Main scheme firm choice","25 - 29","Not EU","All","Main scheme applicant","Main scheme application","5"
"2022","Main scheme firm choice","25 - 29","Not EU","All","Main scheme applicant","Main scheme application","10"
"2023","Main scheme firm choice","25 - 29","Not EU","All","Main scheme applicant","Main scheme application","10"
"2019","Main scheme firm choice","30 - 34","Not EU","All","Main scheme applicant","Main scheme application","5"
"2020","Main scheme firm choice","30 - 34","Not EU","All","Main scheme applicant","Main scheme application","5"
"2021","Main scheme firm choice","30 - 34","Not EU","All","Main scheme applicant","Main scheme application","5"
"2022","Main scheme firm choice","30 - 34","Not EU","All","Main scheme applicant","Main scheme application","5"
"2023","Main scheme firm choice","30 - 34","Not EU","All","Main scheme applicant","Main scheme application","5"
"2019","Main scheme firm choice","35 and over","Not EU","All","Main scheme applicant","Main scheme application","5"
"2022","Main scheme firm choice","35 and over","Not EU","All","Main scheme applicant","Main scheme application","5"
"2023","Main scheme firm choice","35 and over","Not EU","All","Main scheme applicant","Main scheme application","5"
"2019","Main scheme firm choice","21 - 24","EU (excluding UK)","All","Main scheme applicant","Main scheme application","40"
"2020","Main scheme firm choice","21 - 24","EU (excluding UK)","All","Main scheme applicant","Main scheme application","60"
"2021","Main scheme firm choice","21 - 24","EU (excluding UK)","All","Main scheme applicant","Main scheme application","20"
"2022","Main scheme firm choice","21 - 24","EU (excluding UK)","All","Main scheme applicant","Main scheme application","10"
"2023","Main scheme firm choice","21 - 24","EU (excluding UK)","All","Main scheme applicant","Main scheme application","15"
"2022","Other main scheme choice","25 - 29","EU (excluding UK)","All","Main scheme applicant","Main scheme application","5"
"2019","Main scheme firm choice","25 - 29","EU (excluding UK)","All","Main scheme applicant","Main scheme application","20"
"2020","Main scheme firm choice","25 - 29","EU (excluding UK)","All","Main scheme applicant","Main scheme application","30"
"2021","Main scheme firm choice","25 - 29","EU (excluding UK)","All","Main scheme applicant","Main scheme application","10"
"2022","Main scheme firm choice","25 - 29","EU (excluding UK)","All","Main scheme applicant","Main scheme application","10"
"2023","Main scheme firm choice","25 - 29","EU (excluding UK)","All","Main scheme applicant","Main scheme application","5"
"2019","Main scheme firm choice","30 - 34","EU (excluding UK)","All","Main scheme applicant","Main scheme application","10"
"2020","Main scheme firm choice","30 - 34","EU (excluding UK)","All","Main scheme applicant","Main scheme application","10"
"2021","Main scheme firm choice","30 - 34","EU (excluding UK)","All","Main scheme applicant","Main scheme application","5"
"2022","Main scheme firm choice","30 - 34","EU (excluding UK)","All","Main scheme applicant","Main scheme application","5"
"2023","Main scheme firm choice","30 - 34","EU (excluding UK)","All","Main scheme applicant","Main scheme application","5"
"2019","Main scheme firm choice","35 and over","EU (excluding UK)","All","Main scheme applicant","Main scheme application","5"
"2020","Main scheme firm choice","35 and over","EU (excluding UK)","All","Main scheme applicant","Main scheme application","5"
"2019","All","21 - 24","England","All","Not main scheme applicant","Not main scheme application","5"
"2020","All","21 - 24","England","All","Not main scheme applicant","Not main scheme application","10"
"2022","All","21 - 24","England","All","Not main scheme applicant","Not main scheme application","10"
"2023","All","21 - 24","England","All","Not main scheme applicant","Not main scheme application","15"
"2019","All","25 - 29","England","All","Not main scheme applicant","Not main scheme application","5"
"2020","All","25 - 29","England","All","Not main scheme applicant","Not main scheme application","10"
"2021","All","25 - 29","England","All","Not main scheme applicant","Not main scheme application","5"
"2022","All","25 - 29","England","All","Not main scheme applicant","Not main scheme application","5"
"2023","All","25 - 29","England","All","Not main scheme applicant","Not main scheme application","15"
"2020","All","30 - 34","England","All","Not main scheme applicant","Not main scheme application","5"
"2021","All","30 - 34","England","All","Not main scheme applicant","Not main scheme application","5"
"2023","All","30 - 34","England","All","Not main scheme applicant","Not main scheme application","5"
"2019","All","35 and over","England","All","Not main scheme applicant","Not main scheme application","10"
"2020","All","35 and over","England","All","Not main scheme applicant","Not main scheme application","10"
"2021","All","35 and over","England","All","Not main scheme applicant","Not main scheme application","10"
"2022","All","35 and over","England","All","Not main scheme applicant","Not main scheme application","5"
"2023","All","35 and over","England","All","Not main scheme applicant","Not main scheme application","10"
"2019","All","21 - 24","Scotland","All","Not main scheme applicant","Not main scheme application","20"
"2020","All","21 - 24","Scotland","All","Not main scheme applicant","Not main scheme application","25"
"2021","All","21 - 24","Scotland","All","Not main scheme applicant","Not main scheme application","20"
"2022","All","21 - 24","Scotland","All","Not main scheme applicant","Not main scheme application","20"
"2023","All","21 - 24","Scotland","All","Not main scheme applicant","Not main scheme application","20"
"2019","All","25 - 29","Scotland","All","Not main scheme applicant","Not main scheme application","25"
"2020","All","25 - 29","Scotland","All","Not main scheme applicant","Not main scheme application","45"
"2021","All","25 - 29","Scotland","All","Not main scheme applicant","Not main scheme application","10"
"2022","All","25 - 29","Scotland","All","Not main scheme applicant","Not main scheme application","20"
"2023","All","25 - 29","Scotland","All","Not main scheme applicant","Not main scheme application","25"
"2019","All","30 - 34","Scotland","All","Not main scheme applicant","Not main scheme application","5"
"2020","All","30 - 34","Scotland","All","Not main scheme applicant","Not main scheme application","10"
"2021","All","30 - 34","Scotland","All","Not main scheme applicant","Not main scheme application","5"
"2022","All","30 - 34","Scotland","All","Not main scheme applicant","Not main scheme application","5"
"2023","All","30 - 34","Scotland","All","Not main scheme applicant","Not main scheme application","10"
"2019","All","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","15"
"2020","All","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","25"
"2021","All","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","15"
"2022","All","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","20"
"2023","All","35 and over","Scotland","All","Not main scheme applicant","Not main scheme application","30"
"2022","All","21 - 24","Wales","All","Not main scheme applicant","Not main scheme application","40"
"2023","All","21 - 24","Wales","All","Not main scheme applicant","Not main scheme application","55"
"2022","All","25 - 29","Wales","All","Not main scheme applicant","Not main scheme application","25"
"2023","All","25 - 29","Wales","All","Not main scheme applicant","Not main scheme application","15"
"2022","All","30 - 34","Wales","All","Not main scheme applicant","Not main scheme application","5"
"2023","All","30 - 34","Wales","All","Not main scheme applicant","Not main scheme application","10"
"2022","All","35 and over","Wales","All","Not main scheme applicant","Not main scheme application","15"
"2023","All","35 and over","Wales","All","Not main scheme applicant","Not main scheme application","15"
"2023","All","21 - 24","Northern Ireland","All","Main scheme applicant","Not main scheme application","5"
"2023","All","21 - 24","England","All","Main scheme applicant","Not main scheme application","5"
"2019","All","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","30"
"2020","All","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","20"
"2021","All","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","30"
"2022","All","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","40"
"2023","All","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","30"
"2019","All","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","25"
"2020","All","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","25"
"2021","All","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","25"
"2022","All","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","25"
"2023","All","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","20"
"2019","All","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","10"
"2020","All","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","10"
"2021","All","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","10"
"2022","All","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","5"
"2023","All","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","5"
"2019","All","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","25"
"2020","All","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","20"
"2021","All","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","15"
"2022","All","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","20"
"2023","All","35 and over","Scotland","All","Main scheme applicant","Not main scheme application","15"
"2022","All","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","15"
"2023","All","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","15"
"2023","All","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","10"
"2022","All","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","5"
"2023","All","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","5"
"2023","All","35 and over","Wales","All","Main scheme applicant","Not main scheme application","5"
"2019","All","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","10"
"2020","All","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","10"
"2021","All","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","15"
"2022","All","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","15"
"2023","All","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","5"
"2019","All","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","10"
"2020","All","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","5"
"2021","All","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","10"
"2022","All","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","10"
"2023","All","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","5"
"2021","All","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","5"
"2022","All","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","5"
"2019","All","21 - 24","England","All","Main scheme applicant","Main scheme application","30"
"2020","All","21 - 24","England","All","Main scheme applicant","Main scheme application","20"
"2021","All","21 - 24","England","All","Main scheme applicant","Main scheme application","25"
"2022","All","21 - 24","England","All","Main scheme applicant","Main scheme application","65"
"2023","All","21 - 24","England","All","Main scheme applicant","Main scheme application","55"
"2019","All","25 - 29","England","All","Main scheme applicant","Main scheme application","10"
"2020","All","25 - 29","England","All","Main scheme applicant","Main scheme application","20"
"2021","All","25 - 29","England","All","Main scheme applicant","Main scheme application","20"
"2022","All","25 - 29","England","All","Main scheme applicant","Main scheme application","10"
"2023","All","25 - 29","England","All","Main scheme applicant","Main scheme application","10"
"2019","All","30 - 34","England","All","Main scheme applicant","Main scheme application","5"
"2020","All","30 - 34","England","All","Main scheme applicant","Main scheme application","15"
"2022","All","30 - 34","England","All","Main scheme applicant","Main scheme application","5"
"2023","All","30 - 34","England","All","Main scheme applicant","Main scheme application","5"
"2019","All","35 and over","England","All","Main scheme applicant","Main scheme application","5"
"2020","All","35 and over","England","All","Main scheme applicant","Main scheme application","5"
"2021","All","35 and over","England","All","Main scheme applicant","Main scheme application","15"
"2022","All","35 and over","England","All","Main scheme applicant","Main scheme application","5"
"2023","All","35 and over","England","All","Main scheme applicant","Main scheme application","5"
"2019","All","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","800"
"2020","All","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","875"
"2021","All","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","875"
"2022","All","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","765"
"2023","All","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","720"
"2019","All","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","685"
"2020","All","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","680"
"2021","All","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","725"
"2022","All","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","595"
"2023","All","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","450"
"2019","All","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","280"
"2020","All","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","325"
"2021","All","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","285"
"2022","All","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","265"
"2023","All","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","205"
"2019","All","35 and over","Scotland","All","Main scheme applicant","Main scheme application","470"
"2020","All","35 and over","Scotland","All","Main scheme applicant","Main scheme application","520"
"2021","All","35 and over","Scotland","All","Main scheme applicant","Main scheme application","455"
"2022","All","35 and over","Scotland","All","Main scheme applicant","Main scheme application","400"
"2023","All","35 and over","Scotland","All","Main scheme applicant","Main scheme application","360"
"2022","All","21 - 24","Wales","All","Main scheme applicant","Main scheme application","460"
