"Year","Achieved SQA higher points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2019","12 point(s)","Unknown","All","Main scheme application","5","0"," ","0"
"2010","13 point(s)","Unknown","All","Main scheme application","5","5"," ","0"
"2013","13 point(s)","Unknown","All","Main scheme application","5","0"," ","0"
"2014","13 point(s)","Unknown","All","Main scheme application","5","0"," ","0"
"2016","13 point(s)","Unknown","All","Main scheme application","5","0"," ","0"
"2020","13 point(s)","Unknown","All","Main scheme application","5","0"," ","0"
"2016","14 point(s)","Unknown","All","Main scheme application","5","0"," ","0"
"2010","15 point(s)","Unknown","All","Main scheme application","5","5"," ","0"
"2011","16 point(s)","Unknown","All","Main scheme application","5","5"," ","0"
"2012","16 point(s)","Unknown","All","Main scheme application","5","5"," ","0"
"2015","17 point(s)","Unknown","All","Main scheme application","5","0"," ","0"
"2011","18 point(s)","Unknown","All","Main scheme application","5","5"," ","0"
"2015","19 point(s)","Unknown","All","Main scheme application","5","5"," ","0"
"2021","19 point(s)","Unknown","All","Main scheme application","5","5"," ","0"
"2011","20 point(s)","Unknown","All","Main scheme application","5","5"," ","0"
"2019","6 point(s)","Quintile 1","All","Main scheme application","5","0"," ","0"
"2022","6 point(s)","Quintile 1","All","Main scheme application","5","0"," ","0"
"2023","6 point(s)","Quintile 1","All","Main scheme application","5","0"," ","0"
"2013","7 point(s)","Quintile 1","All","Main scheme application","5","0"," ","0"
"2019","7 point(s)","Quintile 1","All","Main scheme application","5","0"," ","0"
"2020","7 point(s)","Quintile 1","All","Main scheme application","5","0"," ","0"
"2022","7 point(s)","Quintile 1","All","Main scheme application","5","0"," ","0"
"2023","7 point(s)","Quintile 1","All","Main scheme application","5","0"," ","0"
"2011","8 point(s)","Quintile 1","All","Main scheme application","5","0"," ","0"
"2012","8 point(s)","Quintile 1","All","Main scheme application","5","0"," ","0"
"2013","8 point(s)","Quintile 1","All","Main scheme application","5","0"," ","0"
"2014","8 point(s)","Quintile 1","All","Main scheme application","5","0"," ","0"
"2016","8 point(s)","Quintile 1","All","Main scheme application","5","0"," ","0"
"2017","8 point(s)","Quintile 1","All","Main scheme application","5","0"," ","0"
"2018","8 point(s)","Quintile 1","All","Main scheme application","5","5"," ","0"
"2019","8 point(s)","Quintile 1","All","Main scheme application","15","5"," ","0"
"2020","8 point(s)","Quintile 1","All","Main scheme application","5","0"," ","0"
"2021","8 point(s)","Quintile 1","All","Main scheme application","5","0"," ","0"
"2022","8 point(s)","Quintile 1","All","Main scheme application","5","0"," ","0"
"2023","8 point(s)","Quintile 1","All","Main scheme application","20","5"," ","0"
"2010","9 point(s)","Quintile 1","All","Main scheme application","15","5"," ","0"
"2011","9 point(s)","Quintile 1","All","Main scheme application","5","5"," ","0"
"2012","9 point(s)","Quintile 1","All","Main scheme application","10","5"," ","0"
"2013","9 point(s)","Quintile 1","All","Main scheme application","10","5"," ","0"
"2014","9 point(s)","Quintile 1","All","Main scheme application","10","0"," ","0"
"2015","9 point(s)","Quintile 1","All","Main scheme application","5","0"," ","0"
"2016","9 point(s)","Quintile 1","All","Main scheme application","5","0"," ","0"
"2017","9 point(s)","Quintile 1","All","Main scheme application","10","0"," ","0"
"2018","9 point(s)","Quintile 1","All","Main scheme application","10","5"," ","0"
"2019","9 point(s)","Quintile 1","All","Main scheme application","20","5"," ","0"
"2020","9 point(s)","Quintile 1","All","Main scheme application","10","10"," ","0"
"2021","9 point(s)","Quintile 1","All","Main scheme application","5","0"," ","0"
"2022","9 point(s)","Quintile 1","All","Main scheme application","10","5"," ","0"
"2023","9 point(s)","Quintile 1","All","Main scheme application","20","15","0.65","0"
"2010","10 point(s)","Quintile 1","All","Main scheme application","20","5"," ","0"
"2011","10 point(s)","Quintile 1","All","Main scheme application","15","5"," ","0"
"2012","10 point(s)","Quintile 1","All","Main scheme application","10","5"," ","0"
"2013","10 point(s)","Quintile 1","All","Main scheme application","15","5"," ","0"
"2014","10 point(s)","Quintile 1","All","Main scheme application","20","5"," ","0"
"2015","10 point(s)","Quintile 1","All","Main scheme application","20","5"," ","0"
"2016","10 point(s)","Quintile 1","All","Main scheme application","10","0"," ","0"
"2017","10 point(s)","Quintile 1","All","Main scheme application","20","5"," ","0"
"2018","10 point(s)","Quintile 1","All","Main scheme application","10","5"," ","0"
"2019","10 point(s)","Quintile 1","All","Main scheme application","30","15","0.46900000000000003","0"
"2020","10 point(s)","Quintile 1","All","Main scheme application","10","5"," ","0"
"2021","10 point(s)","Quintile 1","All","Main scheme application","15","5"," ","0"
"2022","10 point(s)","Quintile 1","All","Main scheme application","20","5"," ","0"
"2023","10 point(s)","Quintile 1","All","Main scheme application","25","15","0.5","0"
"2010","11 point(s)","Quintile 1","All","Main scheme application","30","15","0.517","0"
"2011","11 point(s)","Quintile 1","All","Main scheme application","30","10","0.367","0"
"2012","11 point(s)","Quintile 1","All","Main scheme application","25","10","0.48","0"
"2013","11 point(s)","Quintile 1","All","Main scheme application","30","10","0.357","0"
"2014","11 point(s)","Quintile 1","All","Main scheme application","30","15","0.46900000000000003","0"
"2015","11 point(s)","Quintile 1","All","Main scheme application","30","10"," ","0"
"2016","11 point(s)","Quintile 1","All","Main scheme application","30","10","0.355","0"
"2017","11 point(s)","Quintile 1","All","Main scheme application","25","10"," ","0"
"2018","11 point(s)","Quintile 1","All","Main scheme application","35","25","0.657","0"
"2019","11 point(s)","Quintile 1","All","Main scheme application","40","30","0.6900000000000001","0"
"2020","11 point(s)","Quintile 1","All","Main scheme application","30","15","0.516","0"
"2021","11 point(s)","Quintile 1","All","Main scheme application","20","15","0.65","0"
"2022","11 point(s)","Quintile 1","All","Main scheme application","25","10","0.458","0"
"2023","11 point(s)","Quintile 1","All","Main scheme application","45","35","0.723","0"
"2010","12 point(s)","Quintile 1","All","Main scheme application","35","25","0.722","0"
"2011","12 point(s)","Quintile 1","All","Main scheme application","40","20","0.538","0"
"2012","12 point(s)","Quintile 1","All","Main scheme application","40","20","0.5","0"
"2013","12 point(s)","Quintile 1","All","Main scheme application","35","20","0.5","0"
"2014","12 point(s)","Quintile 1","All","Main scheme application","50","30","0.577","0"
"2015","12 point(s)","Quintile 1","All","Main scheme application","30","15","0.548","0"
"2016","12 point(s)","Quintile 1","All","Main scheme application","40","15","0.41000000000000003","0"
"2017","12 point(s)","Quintile 1","All","Main scheme application","50","25","0.551","0"
"2018","12 point(s)","Quintile 1","All","Main scheme application","40","25","0.643","0"
"2019","12 point(s)","Quintile 1","All","Main scheme application","60","35","0.5670000000000001","0"
"2020","12 point(s)","Quintile 1","All","Main scheme application","50","35","0.673","0"
"2021","12 point(s)","Quintile 1","All","Main scheme application","25","15","0.583","0"
"2022","12 point(s)","Quintile 1","All","Main scheme application","45","30","0.596","0"
"2023","12 point(s)","Quintile 1","All","Main scheme application","45","35","0.761","0"
"2010","13 point(s)","Quintile 1","All","Main scheme application","35","25","0.667","0"
"2011","13 point(s)","Quintile 1","All","Main scheme application","50","20","0.449","0"
"2012","13 point(s)","Quintile 1","All","Main scheme application","55","30","0.5660000000000001","0"
"2013","13 point(s)","Quintile 1","All","Main scheme application","70","40","0.5690000000000001","0"
"2014","13 point(s)","Quintile 1","All","Main scheme application","60","35","0.5690000000000001","0"
"2015","13 point(s)","Quintile 1","All","Main scheme application","60","35","0.638","0"
"2016","13 point(s)","Quintile 1","All","Main scheme application","55","40","0.727","0"
"2017","13 point(s)","Quintile 1","All","Main scheme application","55","35","0.6","0"
"2018","13 point(s)","Quintile 1","All","Main scheme application","65","55","0.791","0"
"2019","13 point(s)","Quintile 1","All","Main scheme application","55","40","0.717","0"
"2020","13 point(s)","Quintile 1","All","Main scheme application","60","45","0.742","0"
"2021","13 point(s)","Quintile 1","All","Main scheme application","50","35","0.755","0"
"2022","13 point(s)","Quintile 1","All","Main scheme application","45","30","0.682","0"
"2023","13 point(s)","Quintile 1","All","Main scheme application","60","50","0.833","0"
"2010","14 point(s)","Quintile 1","All","Main scheme application","45","30","0.652","0"
"2011","14 point(s)","Quintile 1","All","Main scheme application","55","40","0.7020000000000001","0"
"2012","14 point(s)","Quintile 1","All","Main scheme application","50","30","0.558","0"
"2013","14 point(s)","Quintile 1","All","Main scheme application","50","40","0.76","0"
"2014","14 point(s)","Quintile 1","All","Main scheme application","60","35","0.597","0"
"2015","14 point(s)","Quintile 1","All","Main scheme application","65","45","0.712","0"
"2016","14 point(s)","Quintile 1","All","Main scheme application","65","40","0.656","0"
"2017","14 point(s)","Quintile 1","All","Main scheme application","50","40","0.731","0"
"2018","14 point(s)","Quintile 1","All","Main scheme application","75","55","0.711","0"
"2019","14 point(s)","Quintile 1","All","Main scheme application","65","50","0.762","0"
"2020","14 point(s)","Quintile 1","All","Main scheme application","65","40","0.6","0"
"2021","14 point(s)","Quintile 1","All","Main scheme application","55","50","0.86","0"
"2022","14 point(s)","Quintile 1","All","Main scheme application","60","40","0.724","0"
"2023","14 point(s)","Quintile 1","All","Main scheme application","65","50","0.8","0"
"2010","15 point(s)","Quintile 1","All","Main scheme application","55","50","0.873","0"
"2011","15 point(s)","Quintile 1","All","Main scheme application","55","45","0.8210000000000001","0"
"2012","15 point(s)","Quintile 1","All","Main scheme application","45","35","0.8180000000000001","0"
"2013","15 point(s)","Quintile 1","All","Main scheme application","60","50","0.8200000000000001","0"
"2014","15 point(s)","Quintile 1","All","Main scheme application","65","45","0.672","0"
"2015","15 point(s)","Quintile 1","All","Main scheme application","75","50","0.6990000000000001","0"
"2016","15 point(s)","Quintile 1","All","Main scheme application","65","50","0.731","0"
"2017","15 point(s)","Quintile 1","All","Main scheme application","70","55","0.803","0"
"2018","15 point(s)","Quintile 1","All","Main scheme application","75","65","0.88","0"
"2019","15 point(s)","Quintile 1","All","Main scheme application","55","50","0.842","0"
"2020","15 point(s)","Quintile 1","All","Main scheme application","75","60","0.803","0"
"2021","15 point(s)","Quintile 1","All","Main scheme application","70","60","0.855","0"
"2022","15 point(s)","Quintile 1","All","Main scheme application","75","60","0.766","0"
"2023","15 point(s)","Quintile 1","All","Main scheme application","70","55","0.746","0"
"2010","16 point(s)","Quintile 1","All","Main scheme application","50","40","0.808","0"
"2011","16 point(s)","Quintile 1","All","Main scheme application","45","35","0.804","0"
"2012","16 point(s)","Quintile 1","All","Main scheme application","50","35","0.75","0"
"2013","16 point(s)","Quintile 1","All","Main scheme application","65","55","0.8310000000000001","0"
"2014","16 point(s)","Quintile 1","All","Main scheme application","65","55","0.803","0"
"2015","16 point(s)","Quintile 1","All","Main scheme application","60","55","0.9","0"
"2016","16 point(s)","Quintile 1","All","Main scheme application","65","45","0.642","0"
"2017","16 point(s)","Quintile 1","All","Main scheme application","70","60","0.833","0"
"2018","16 point(s)","Quintile 1","All","Main scheme application","100","95","0.9390000000000001","0"
"2019","16 point(s)","Quintile 1","All","Main scheme application","85","75","0.859","0"
"2020","16 point(s)","Quintile 1","All","Main scheme application","90","80","0.848","0"
"2021","16 point(s)","Quintile 1","All","Main scheme application","85","70","0.837","0"
"2022","16 point(s)","Quintile 1","All","Main scheme application","75","65","0.8290000000000001","0"
"2023","16 point(s)","Quintile 1","All","Main scheme application","90","80","0.889","0"
"2010","17 point(s)","Quintile 1","All","Main scheme application","50","45","0.92","0"
"2011","17 point(s)","Quintile 1","All","Main scheme application","40","35","0.902","0"
"2012","17 point(s)","Quintile 1","All","Main scheme application","60","55","0.932","0"
"2013","17 point(s)","Quintile 1","All","Main scheme application","45","45","0.9570000000000001","0"
"2014","17 point(s)","Quintile 1","All","Main scheme application","80","70","0.873","0"
"2015","17 point(s)","Quintile 1","All","Main scheme application","65","60","0.881","0"
"2016","17 point(s)","Quintile 1","All","Main scheme application","75","60","0.797","0"
"2017","17 point(s)","Quintile 1","All","Main scheme application","85","80","0.919","0"
"2018","17 point(s)","Quintile 1","All","Main scheme application","75","65","0.868","0"
"2019","17 point(s)","Quintile 1","All","Main scheme application","70","60","0.882","0"
"2020","17 point(s)","Quintile 1","All","Main scheme application","75","70","0.896","0"
"2021","17 point(s)","Quintile 1","All","Main scheme application","90","85","0.912","0"
"2022","17 point(s)","Quintile 1","All","Main scheme application","80","70","0.863","0"
"2023","17 point(s)","Quintile 1","All","Main scheme application","100","95","0.9490000000000001","0"
"2010","18 point(s)","Quintile 1","All","Main scheme application","35","35","0.9460000000000001","0"
"2011","18 point(s)","Quintile 1","All","Main scheme application","30","25","0.857","0"
"2012","18 point(s)","Quintile 1","All","Main scheme application","45","45","0.915","0"
"2013","18 point(s)","Quintile 1","All","Main scheme application","40","40","0.927","0"
"2014","18 point(s)","Quintile 1","All","Main scheme application","50","50","0.923","0"
"2015","18 point(s)","Quintile 1","All","Main scheme application","55","55","0.965","0"
"2016","18 point(s)","Quintile 1","All","Main scheme application","55","50","0.9450000000000001","0"
"2017","18 point(s)","Quintile 1","All","Main scheme application","75","65","0.904","0"
"2018","18 point(s)","Quintile 1","All","Main scheme application","45","45","0.978","0"
"2019","18 point(s)","Quintile 1","All","Main scheme application","60","55","0.914","0"
"2020","18 point(s)","Quintile 1","All","Main scheme application","75","70","0.896","0"
"2021","18 point(s)","Quintile 1","All","Main scheme application","100","90","0.92","0"
"2022","18 point(s)","Quintile 1","All","Main scheme application","80","75","0.914","0"
"2023","18 point(s)","Quintile 1","All","Main scheme application","85","80","0.919","0"
"2010","19 point(s)","Quintile 1","All","Main scheme application","25","25","1","0"
"2011","19 point(s)","Quintile 1","All","Main scheme application","30","30","0.968","0"
"2012","19 point(s)","Quintile 1","All","Main scheme application","30","30","1","0"
"2013","19 point(s)","Quintile 1","All","Main scheme application","30","30","1","0"
"2014","19 point(s)","Quintile 1","All","Main scheme application","45","45","0.936","0"
"2015","19 point(s)","Quintile 1","All","Main scheme application","50","45","0.92","0"
"2016","19 point(s)","Quintile 1","All","Main scheme application","50","45","0.882","0"
"2017","19 point(s)","Quintile 1","All","Main scheme application","50","45","0.898","0"
"2018","19 point(s)","Quintile 1","All","Main scheme application","55","55","0.964","0"
"2019","19 point(s)","Quintile 1","All","Main scheme application","45","45","0.978","0"
"2020","19 point(s)","Quintile 1","All","Main scheme application","60","50","0.836","0"
"2021","19 point(s)","Quintile 1","All","Main scheme application","115","105","0.921","0"
"2022","19 point(s)","Quintile 1","All","Main scheme application","100","90","0.873","0"
"2023","19 point(s)","Quintile 1","All","Main scheme application","70","70","0.971","0"
"2010","20 point(s)","Quintile 1","All","Main scheme application","35","35","0.9430000000000001","0"
"2011","20 point(s)","Quintile 1","All","Main scheme application","30","30","0.906","0"
"2012","20 point(s)","Quintile 1","All","Main scheme application","60","55","0.917","0"
"2013","20 point(s)","Quintile 1","All","Main scheme application","50","40","0.854","0"
"2014","20 point(s)","Quintile 1","All","Main scheme application","60","55","0.934","0"
"2015","20 point(s)","Quintile 1","All","Main scheme application","55","50","0.911","0"
"2016","20 point(s)","Quintile 1","All","Main scheme application","65","60","0.923","0"
"2017","20 point(s)","Quintile 1","All","Main scheme application","75","65","0.89","0"
"2018","20 point(s)","Quintile 1","All","Main scheme application","80","75","0.9490000000000001","0"
"2019","20 point(s)","Quintile 1","All","Main scheme application","60","55","0.966","0"
"2020","20 point(s)","Quintile 1","All","Main scheme application","110","105","0.9540000000000001","0"
"2021","20 point(s)","Quintile 1","All","Main scheme application","190","180","0.9420000000000001","0"
"2022","20 point(s)","Quintile 1","All","Main scheme application","195","180","0.933","0"
"2023","20 point(s)","Quintile 1","All","Main scheme application","130","120","0.931","0"
"2023","6 point(s)","Quintile 2","All","Main scheme application","5","0"," ","0"
"2012","7 point(s)","Quintile 2","All","Main scheme application","5","0"," ","0"
"2013","7 point(s)","Quintile 2","All","Main scheme application","5","0"," ","0"
"2015","7 point(s)","Quintile 2","All","Main scheme application","5","0"," ","0"
"2018","7 point(s)","Quintile 2","All","Main scheme application","5","0"," ","0"
"2019","7 point(s)","Quintile 2","All","Main scheme application","10","0"," ","0"
"2020","7 point(s)","Quintile 2","All","Main scheme application","5","0"," ","0"
"2022","7 point(s)","Quintile 2","All","Main scheme application","5","0"," ","0"
"2023","7 point(s)","Quintile 2","All","Main scheme application","10","0"," ","0"
"2010","8 point(s)","Quintile 2","All","Main scheme application","10","5"," ","0"
"2011","8 point(s)","Quintile 2","All","Main scheme application","5","0"," ","0"
"2012","8 point(s)","Quintile 2","All","Main scheme application","5","0"," ","0"
"2013","8 point(s)","Quintile 2","All","Main scheme application","5","0"," ","0"
"2014","8 point(s)","Quintile 2","All","Main scheme application","5","0"," ","0"
"2015","8 point(s)","Quintile 2","All","Main scheme application","10","0"," ","0"
"2016","8 point(s)","Quintile 2","All","Main scheme application","5","0"," ","0"
"2017","8 point(s)","Quintile 2","All","Main scheme application","5","0"," ","0"
"2018","8 point(s)","Quintile 2","All","Main scheme application","5","0"," ","0"
"2019","8 point(s)","Quintile 2","All","Main scheme application","15","5"," ","0"
"2020","8 point(s)","Quintile 2","All","Main scheme application","5","5"," ","0"
"2021","8 point(s)","Quintile 2","All","Main scheme application","5","0"," ","0"
"2022","8 point(s)","Quintile 2","All","Main scheme application","10","5"," ","0"
"2023","8 point(s)","Quintile 2","All","Main scheme application","20","10"," ","0"
"2010","9 point(s)","Quintile 2","All","Main scheme application","15","5"," ","0"
"2011","9 point(s)","Quintile 2","All","Main scheme application","15","5"," ","0"
"2012","9 point(s)","Quintile 2","All","Main scheme application","20","5"," ","0"
"2013","9 point(s)","Quintile 2","All","Main scheme application","15","5"," ","0"
"2014","9 point(s)","Quintile 2","All","Main scheme application","20","5"," ","0"
"2015","9 point(s)","Quintile 2","All","Main scheme application","20","5"," ","0"
"2016","9 point(s)","Quintile 2","All","Main scheme application","15","5"," ","0"
"2017","9 point(s)","Quintile 2","All","Main scheme application","20","5"," ","0"
"2018","9 point(s)","Quintile 2","All","Main scheme application","20","10","0.545","0"
"2019","9 point(s)","Quintile 2","All","Main scheme application","35","10","0.28600000000000003","0"
"2020","9 point(s)","Quintile 2","All","Main scheme application","15","5"," ","0"
"2021","9 point(s)","Quintile 2","All","Main scheme application","15","5"," ","0"
"2022","9 point(s)","Quintile 2","All","Main scheme application","20","5"," ","0"
"2023","9 point(s)","Quintile 2","All","Main scheme application","25","10","0.385","0"
"2010","10 point(s)","Quintile 2","All","Main scheme application","40","20","0.488","0"
"2011","10 point(s)","Quintile 2","All","Main scheme application","45","15","0.362","0"
"2012","10 point(s)","Quintile 2","All","Main scheme application","25","5"," ","0"
"2013","10 point(s)","Quintile 2","All","Main scheme application","30","10","0.375","0"
"2014","10 point(s)","Quintile 2","All","Main scheme application","45","15","0.341","0"
"2015","10 point(s)","Quintile 2","All","Main scheme application","25","5"," ","0"
"2016","10 point(s)","Quintile 2","All","Main scheme application","40","10","0.289","0"
"2017","10 point(s)","Quintile 2","All","Main scheme application","20","5"," ","0"
"2018","10 point(s)","Quintile 2","All","Main scheme application","40","25","0.619","0"
"2019","10 point(s)","Quintile 2","All","Main scheme application","55","20","0.333","0"
"2020","10 point(s)","Quintile 2","All","Main scheme application","30","10","0.379","0"
"2021","10 point(s)","Quintile 2","All","Main scheme application","25","10"," ","0"
"2022","10 point(s)","Quintile 2","All","Main scheme application","25","20","0.704","0"
"2023","10 point(s)","Quintile 2","All","Main scheme application","50","30","0.538","0"
"2010","11 point(s)","Quintile 2","All","Main scheme application","75","35","0.467","0"
"2011","11 point(s)","Quintile 2","All","Main scheme application","75","45","0.558","0"
"2012","11 point(s)","Quintile 2","All","Main scheme application","55","25","0.5","0"
"2013","11 point(s)","Quintile 2","All","Main scheme application","60","25","0.397","0"
"2014","11 point(s)","Quintile 2","All","Main scheme application","70","20","0.29","0"
"2015","11 point(s)","Quintile 2","All","Main scheme application","65","20","0.328","0"
"2016","11 point(s)","Quintile 2","All","Main scheme application","65","20","0.302","0"
"2017","11 point(s)","Quintile 2","All","Main scheme application","55","30","0.556","0"
"2018","11 point(s)","Quintile 2","All","Main scheme application","65","35","0.556","0"
"2019","11 point(s)","Quintile 2","All","Main scheme application","75","30","0.397","0"
"2020","11 point(s)","Quintile 2","All","Main scheme application","55","30","0.554","0"
"2021","11 point(s)","Quintile 2","All","Main scheme application","35","20","0.618","0"
"2022","11 point(s)","Quintile 2","All","Main scheme application","40","20","0.5","0"
"2023","11 point(s)","Quintile 2","All","Main scheme application","85","55","0.671","0"
"2010","12 point(s)","Quintile 2","All","Main scheme application","95","50","0.516","0"
"2011","12 point(s)","Quintile 2","All","Main scheme application","100","50","0.485","0"
"2012","12 point(s)","Quintile 2","All","Main scheme application","80","50","0.613","0"
"2013","12 point(s)","Quintile 2","All","Main scheme application","80","40","0.47600000000000003","0"
"2014","12 point(s)","Quintile 2","All","Main scheme application","95","45","0.489","0"
"2015","12 point(s)","Quintile 2","All","Main scheme application","100","50","0.5","0"
"2016","12 point(s)","Quintile 2","All","Main scheme application","80","45","0.5750000000000001","0"
"2017","12 point(s)","Quintile 2","All","Main scheme application","100","50","0.52","0"
"2018","12 point(s)","Quintile 2","All","Main scheme application","95","55","0.558","0"
"2019","12 point(s)","Quintile 2","All","Main scheme application","110","65","0.5680000000000001","0"
"2020","12 point(s)","Quintile 2","All","Main scheme application","90","55","0.589","0"
"2021","12 point(s)","Quintile 2","All","Main scheme application","50","30","0.58","0"
"2022","12 point(s)","Quintile 2","All","Main scheme application","70","45","0.623","0"
"2023","12 point(s)","Quintile 2","All","Main scheme application","100","60","0.6","0"
"2010","13 point(s)","Quintile 2","All","Main scheme application","140","85","0.6","0"
"2011","13 point(s)","Quintile 2","All","Main scheme application","115","70","0.609","0"
"2012","13 point(s)","Quintile 2","All","Main scheme application","105","65","0.617","0"
"2013","13 point(s)","Quintile 2","All","Main scheme application","125","80","0.65","0"
"2014","13 point(s)","Quintile 2","All","Main scheme application","125","70","0.553","0"
"2015","13 point(s)","Quintile 2","All","Main scheme application","125","55","0.463","0"
"2016","13 point(s)","Quintile 2","All","Main scheme application","120","75","0.598","0"
"2017","13 point(s)","Quintile 2","All","Main scheme application","110","50","0.481","0"
"2018","13 point(s)","Quintile 2","All","Main scheme application","115","70","0.623","0"
"2019","13 point(s)","Quintile 2","All","Main scheme application","120","85","0.723","0"
"2020","13 point(s)","Quintile 2","All","Main scheme application","100","55","0.5640000000000001","0"
"2021","13 point(s)","Quintile 2","All","Main scheme application","90","55","0.622","0"
"2022","13 point(s)","Quintile 2","All","Main scheme application","90","55","0.62","0"
"2023","13 point(s)","Quintile 2","All","Main scheme application","120","80","0.686","0"
"2010","14 point(s)","Quintile 2","All","Main scheme application","140","110","0.782","0"
"2011","14 point(s)","Quintile 2","All","Main scheme application","140","90","0.624","0"
"2012","14 point(s)","Quintile 2","All","Main scheme application","120","80","0.669","0"
"2013","14 point(s)","Quintile 2","All","Main scheme application","135","80","0.609","0"
"2014","14 point(s)","Quintile 2","All","Main scheme application","135","95","0.713","0"
"2015","14 point(s)","Quintile 2","All","Main scheme application","145","100","0.676","0"
"2016","14 point(s)","Quintile 2","All","Main scheme application","150","95","0.642","0"
"2017","14 point(s)","Quintile 2","All","Main scheme application","145","105","0.712","0"
"2018","14 point(s)","Quintile 2","All","Main scheme application","130","100","0.789","0"
"2019","14 point(s)","Quintile 2","All","Main scheme application","125","90","0.706","0"
"2020","14 point(s)","Quintile 2","All","Main scheme application","150","100","0.669","0"
"2021","14 point(s)","Quintile 2","All","Main scheme application","130","90","0.6970000000000001","0"
"2022","14 point(s)","Quintile 2","All","Main scheme application","105","75","0.74","0"
"2023","14 point(s)","Quintile 2","All","Main scheme application","115","80","0.6960000000000001","0"
"2010","15 point(s)","Quintile 2","All","Main scheme application","135","115","0.8310000000000001","0"
"2011","15 point(s)","Quintile 2","All","Main scheme application","150","120","0.792","0"
"2012","15 point(s)","Quintile 2","All","Main scheme application","145","115","0.811","0"
"2013","15 point(s)","Quintile 2","All","Main scheme application","160","125","0.804","0"
"2014","15 point(s)","Quintile 2","All","Main scheme application","155","125","0.808","0"
"2015","15 point(s)","Quintile 2","All","Main scheme application","180","140","0.762","0"
"2016","15 point(s)","Quintile 2","All","Main scheme application","160","115","0.716","0"
"2017","15 point(s)","Quintile 2","All","Main scheme application","165","120","0.738","0"
"2018","15 point(s)","Quintile 2","All","Main scheme application","155","125","0.8170000000000001","0"
"2019","15 point(s)","Quintile 2","All","Main scheme application","175","145","0.839","0"
"2020","15 point(s)","Quintile 2","All","Main scheme application","140","110","0.773","0"
"2021","15 point(s)","Quintile 2","All","Main scheme application","135","105","0.752","0"
"2022","15 point(s)","Quintile 2","All","Main scheme application","130","100","0.773","0"
"2023","15 point(s)","Quintile 2","All","Main scheme application","155","135","0.858","0"
"2010","16 point(s)","Quintile 2","All","Main scheme application","165","135","0.84","0"
"2011","16 point(s)","Quintile 2","All","Main scheme application","140","115","0.842","0"
"2012","16 point(s)","Quintile 2","All","Main scheme application","135","105","0.779","0"
"2013","16 point(s)","Quintile 2","All","Main scheme application","150","125","0.84","0"
"2014","16 point(s)","Quintile 2","All","Main scheme application","165","150","0.892","0"
"2015","16 point(s)","Quintile 2","All","Main scheme application","165","145","0.88","0"
"2016","16 point(s)","Quintile 2","All","Main scheme application","165","125","0.76","0"
"2017","16 point(s)","Quintile 2","All","Main scheme application","185","145","0.786","0"
"2018","16 point(s)","Quintile 2","All","Main scheme application","170","135","0.778","0"
"2019","16 point(s)","Quintile 2","All","Main scheme application","160","135","0.839","0"
"2020","16 point(s)","Quintile 2","All","Main scheme application","165","140","0.855","0"
"2021","16 point(s)","Quintile 2","All","Main scheme application","170","145","0.843","0"
"2022","16 point(s)","Quintile 2","All","Main scheme application","145","125","0.849","0"
"2023","16 point(s)","Quintile 2","All","Main scheme application","160","140","0.887","0"
"2010","17 point(s)","Quintile 2","All","Main scheme application","110","100","0.893","0"
"2011","17 point(s)","Quintile 2","All","Main scheme application","150","125","0.838","0"
"2012","17 point(s)","Quintile 2","All","Main scheme application","140","125","0.891","0"
"2013","17 point(s)","Quintile 2","All","Main scheme application","160","145","0.889","0"
"2014","17 point(s)","Quintile 2","All","Main scheme application","165","155","0.916","0"
"2015","17 point(s)","Quintile 2","All","Main scheme application","165","140","0.871","0"
"2016","17 point(s)","Quintile 2","All","Main scheme application","200","165","0.838","0"
"2017","17 point(s)","Quintile 2","All","Main scheme application","185","155","0.833","0"
"2018","17 point(s)","Quintile 2","All","Main scheme application","175","155","0.886","0"
"2019","17 point(s)","Quintile 2","All","Main scheme application","165","145","0.877","0"
"2020","17 point(s)","Quintile 2","All","Main scheme application","195","170","0.872","0"
"2021","17 point(s)","Quintile 2","All","Main scheme application","190","175","0.911","0"
"2022","17 point(s)","Quintile 2","All","Main scheme application","180","160","0.893","0"
"2023","17 point(s)","Quintile 2","All","Main scheme application","190","170","0.901","0"
"2010","18 point(s)","Quintile 2","All","Main scheme application","100","85","0.869","0"
"2011","18 point(s)","Quintile 2","All","Main scheme application","120","110","0.9","0"
"2012","18 point(s)","Quintile 2","All","Main scheme application","120","110","0.893","0"
"2013","18 point(s)","Quintile 2","All","Main scheme application","120","105","0.891","0"
"2014","18 point(s)","Quintile 2","All","Main scheme application","175","160","0.908","0"
"2015","18 point(s)","Quintile 2","All","Main scheme application","160","150","0.937","0"
"2016","18 point(s)","Quintile 2","All","Main scheme application","175","160","0.898","0"
"2017","18 point(s)","Quintile 2","All","Main scheme application","170","150","0.881","0"
"2018","18 point(s)","Quintile 2","All","Main scheme application","160","135","0.861","0"
"2019","18 point(s)","Quintile 2","All","Main scheme application","165","155","0.927","0"
"2020","18 point(s)","Quintile 2","All","Main scheme application","195","180","0.928","0"
"2021","18 point(s)","Quintile 2","All","Main scheme application","205","175","0.841","0"
"2022","18 point(s)","Quintile 2","All","Main scheme application","175","160","0.903","0"
