"Year","Parent in UK armed forces status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","Not declared","25 - 29","England","Male","Main scheme applicant","Not main scheme application","10","10","0.833","0"
"2023","Parent has not served in UK armed forces","25 - 29","Northern Ireland","Male","Main scheme applicant","Not main scheme application","15","10"," ","0"
"2023","Parent has not served in UK armed forces","25 - 29","England","Male","Main scheme applicant","Not main scheme application","350","255","0.722","0"
"2023","Parent has not served in UK armed forces","25 - 29","Scotland","Male","Main scheme applicant","Not main scheme application","55","35","0.685","0"
"2023","Parent has not served in UK armed forces","25 - 29","Wales","Male","Main scheme applicant","Not main scheme application","25","20","0.833","0"
"2023","Parent has served in UK armed forces","25 - 29","England","Male","Main scheme applicant","Not main scheme application","15","10","0.6880000000000001","0"
"2023","Not declared","30 - 34","England","Male","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","Parent has not served in UK armed forces","30 - 34","Northern Ireland","Male","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Parent has not served in UK armed forces","30 - 34","England","Male","Main scheme applicant","Not main scheme application","175","95","0.561","0"
"2023","Parent has not served in UK armed forces","30 - 34","Scotland","Male","Main scheme applicant","Not main scheme application","20","10","0.455","0"
"2023","Parent has not served in UK armed forces","30 - 34","Wales","Male","Main scheme applicant","Not main scheme application","15","10","0.857","0"
"2023","Parent has served in UK armed forces","30 - 34","England","Male","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","Not declared","35 and over","England","Male","Main scheme applicant","Not main scheme application","25","20","0.72","0"
"2023","Parent has not served in UK armed forces","35 and over","Northern Ireland","Male","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","Parent has not served in UK armed forces","35 and over","England","Male","Main scheme applicant","Not main scheme application","500","290","0.58","0"
"2023","Parent has not served in UK armed forces","35 and over","Scotland","Male","Main scheme applicant","Not main scheme application","40","25","0.658","0"
"2023","Parent has not served in UK armed forces","35 and over","Wales","Male","Main scheme applicant","Not main scheme application","15","10","0.667","0"
"2023","Parent has served in UK armed forces","35 and over","England","Male","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","Not declared","17 and under","England","Female","Main scheme applicant","Main scheme application","25","15","0.481","0"
"2023","Not declared","17 and under","Scotland","Female","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","Parent has not served in UK armed forces","17 and under","Northern Ireland","Female","Main scheme applicant","Main scheme application","20","10"," ","0"
"2023","Parent has not served in UK armed forces","17 and under","England","Female","Main scheme applicant","Main scheme application","575","330","0.5720000000000001","0"
"2023","Parent has not served in UK armed forces","17 and under","Scotland","Female","Main scheme applicant","Main scheme application","530","330","0.621","0"
"2023","Parent has not served in UK armed forces","17 and under","Wales","Female","Main scheme applicant","Main scheme application","20","15","0.591","0"
"2023","Parent has served in UK armed forces","17 and under","England","Female","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","Parent has served in UK armed forces","17 and under","Scotland","Female","Main scheme applicant","Main scheme application","30","25","0.719","0"
"2023","Not declared","18","Northern Ireland","Female","Main scheme applicant","Main scheme application","95","70","0.716","0"
"2023","Not declared","18","England","Female","Main scheme applicant","Main scheme application","1410","1010","0.714","0"
"2023","Not declared","18","Scotland","Female","Main scheme applicant","Main scheme application","95","75","0.784","0"
"2023","Not declared","18","Wales","Female","Main scheme applicant","Main scheme application","55","40","0.6960000000000001","0"
"2023","Parent has not served in UK armed forces","18","Northern Ireland","Female","Main scheme applicant","Main scheme application","6565","4450","0.678","0"
"2023","Parent has not served in UK armed forces","18","England","Female","Main scheme applicant","Main scheme application","145795","103760","0.712","0"
"2023","Parent has not served in UK armed forces","18","Scotland","Female","Main scheme applicant","Main scheme application","10760","8630","0.802","0"
"2023","Parent has not served in UK armed forces","18","Wales","Female","Main scheme applicant","Main scheme application","6580","5105","0.776","0"
"2023","Parent has served in UK armed forces","18","Northern Ireland","Female","Main scheme applicant","Main scheme application","225","140","0.621","0"
"2023","Parent has served in UK armed forces","18","England","Female","Main scheme applicant","Main scheme application","5840","4255","0.729","0"
"2023","Parent has served in UK armed forces","18","Scotland","Female","Main scheme applicant","Main scheme application","515","405","0.783","0"
"2023","Parent has served in UK armed forces","18","Wales","Female","Main scheme applicant","Main scheme application","400","310","0.776","0"
"2023","Not declared","19","Northern Ireland","Female","Main scheme applicant","Main scheme application","20","15","0.619","0"
"2023","Not declared","19","England","Female","Main scheme applicant","Main scheme application","640","410","0.638","0"
"2023","Not declared","19","Scotland","Female","Main scheme applicant","Main scheme application","35","25","0.727","0"
"2023","Not declared","19","Wales","Female","Main scheme applicant","Main scheme application","20","15","0.684","0"
"2023","Parent has not served in UK armed forces","19","Northern Ireland","Female","Main scheme applicant","Main scheme application","1295","865","0.669","0"
"2023","Parent has not served in UK armed forces","19","England","Female","Main scheme applicant","Main scheme application","38215","27395","0.717","0"
"2023","Parent has not served in UK armed forces","19","Scotland","Female","Main scheme applicant","Main scheme application","3220","2375","0.737","0"
"2023","Parent has not served in UK armed forces","19","Wales","Female","Main scheme applicant","Main scheme application","1800","1360","0.755","0"
"2023","Parent has served in UK armed forces","19","Northern Ireland","Female","Main scheme applicant","Main scheme application","35","20","0.514","0"
"2023","Parent has served in UK armed forces","19","England","Female","Main scheme applicant","Main scheme application","1355","1010","0.744","0"
"2023","Parent has served in UK armed forces","19","Scotland","Female","Main scheme applicant","Main scheme application","135","95","0.7010000000000001","0"
"2023","Parent has served in UK armed forces","19","Wales","Female","Main scheme applicant","Main scheme application","95","75","0.768","0"
"2023","Not declared","20","Northern Ireland","Female","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","Not declared","20","England","Female","Main scheme applicant","Main scheme application","235","155","0.658","0"
"2023","Not declared","20","Scotland","Female","Main scheme applicant","Main scheme application","20","15","0.714","0"
"2023","Not declared","20","Wales","Female","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","Parent has not served in UK armed forces","20","Northern Ireland","Female","Main scheme applicant","Main scheme application","515","315","0.609","0"
