"Year","Predicted BTEC Extended diploma points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2012","2 points (MPP)","Quintile 3","All","Not main scheme application","20","15","0.682","0"
"2013","2 points (MPP)","Quintile 3","All","Not main scheme application","15","10","0.786","0"
"2014","2 points (MPP)","Quintile 3","All","Not main scheme application","25","20","0.8150000000000001","0"
"2015","2 points (MPP)","Quintile 3","All","Not main scheme application","15","10","0.923","0"
"2016","2 points (MPP)","Quintile 3","All","Not main scheme application","15","15","0.933","0"
"2017","2 points (MPP)","Quintile 3","All","Not main scheme application","20","15","0.895","0"
"2018","2 points (MPP)","Quintile 3","All","Not main scheme application","15","15","1","0"
"2019","2 points (MPP)","Quintile 3","All","Not main scheme application","10","10","0.917","0"
"2020","2 points (MPP)","Quintile 3","All","Not main scheme application","25","20","0.9570000000000001","0"
"2021","2 points (MPP)","Quintile 3","All","Not main scheme application","20","20","1","0"
"2022","2 points (MPP)","Quintile 3","All","Not main scheme application","30","25","0.774","0"
"2023","2 points (MPP)","Quintile 3","All","Not main scheme application","25","25","0.885","0"
"2010","3 points (MMP)","Quintile 3","All","Not main scheme application","35","25","0.765","0"
"2011","3 points (MMP)","Quintile 3","All","Not main scheme application","20","15","0.75","0"
"2012","3 points (MMP)","Quintile 3","All","Not main scheme application","30","25","0.774","0"
"2013","3 points (MMP)","Quintile 3","All","Not main scheme application","20","20","0.909","0"
"2014","3 points (MMP)","Quintile 3","All","Not main scheme application","15","15","0.875","0"
"2015","3 points (MMP)","Quintile 3","All","Not main scheme application","20","15","0.789","0"
"2016","3 points (MMP)","Quintile 3","All","Not main scheme application","25","20","0.875","0"
"2017","3 points (MMP)","Quintile 3","All","Not main scheme application","10","10"," ","0"
"2018","3 points (MMP)","Quintile 3","All","Not main scheme application","15","15","1","0"
"2019","3 points (MMP)","Quintile 3","All","Not main scheme application","15","10","0.857","0"
"2020","3 points (MMP)","Quintile 3","All","Not main scheme application","20","20","0.9","0"
"2021","3 points (MMP)","Quintile 3","All","Not main scheme application","30","25","0.931","0"
"2022","3 points (MMP)","Quintile 3","All","Not main scheme application","25","25","0.92","0"
"2023","3 points (MMP)","Quintile 3","All","Not main scheme application","35","30","0.912","0"
"2010","4 points (MMM)","Quintile 3","All","Not main scheme application","90","65","0.728","0"
"2011","4 points (MMM)","Quintile 3","All","Not main scheme application","70","55","0.775","0"
"2012","4 points (MMM)","Quintile 3","All","Not main scheme application","65","55","0.851","0"
"2013","4 points (MMM)","Quintile 3","All","Not main scheme application","80","70","0.863","0"
"2014","4 points (MMM)","Quintile 3","All","Not main scheme application","45","35","0.8180000000000001","0"
"2015","4 points (MMM)","Quintile 3","All","Not main scheme application","70","60","0.882","0"
"2016","4 points (MMM)","Quintile 3","All","Not main scheme application","50","45","0.88","0"
"2017","4 points (MMM)","Quintile 3","All","Not main scheme application","35","30","0.861","0"
"2018","4 points (MMM)","Quintile 3","All","Not main scheme application","20","20","0.9520000000000001","0"
"2019","4 points (MMM)","Quintile 3","All","Not main scheme application","45","40","0.867","0"
"2020","4 points (MMM)","Quintile 3","All","Not main scheme application","35","30","0.865","0"
"2021","4 points (MMM)","Quintile 3","All","Not main scheme application","40","35","0.925","0"
"2022","4 points (MMM)","Quintile 3","All","Not main scheme application","90","80","0.932","0"
"2023","4 points (MMM)","Quintile 3","All","Not main scheme application","65","60","0.906","0"
"2010","5 points (DMM)","Quintile 3","All","Not main scheme application","35","30","0.757","0"
"2011","5 points (DMM)","Quintile 3","All","Not main scheme application","75","55","0.753","0"
"2012","5 points (DMM)","Quintile 3","All","Not main scheme application","70","55","0.746","0"
"2013","5 points (DMM)","Quintile 3","All","Not main scheme application","55","45","0.839","0"
"2014","5 points (DMM)","Quintile 3","All","Not main scheme application","70","60","0.871","0"
"2015","5 points (DMM)","Quintile 3","All","Not main scheme application","105","90","0.858","0"
"2016","5 points (DMM)","Quintile 3","All","Not main scheme application","75","65","0.8310000000000001","0"
"2017","5 points (DMM)","Quintile 3","All","Not main scheme application","60","50","0.8230000000000001","0"
"2018","5 points (DMM)","Quintile 3","All","Not main scheme application","55","50","0.909","0"
"2019","5 points (DMM)","Quintile 3","All","Not main scheme application","55","50","0.906","0"
"2020","5 points (DMM)","Quintile 3","All","Not main scheme application","55","50","0.906","0"
"2021","5 points (DMM)","Quintile 3","All","Not main scheme application","65","55","0.836","0"
"2022","5 points (DMM)","Quintile 3","All","Not main scheme application","95","80","0.872","0"
"2023","5 points (DMM)","Quintile 3","All","Not main scheme application","75","65","0.857","0"
"2010","6 points (DDM)","Quintile 3","All","Not main scheme application","35","30","0.9390000000000001","0"
"2011","6 points (DDM)","Quintile 3","All","Not main scheme application","60","45","0.729","0"
"2012","6 points (DDM)","Quintile 3","All","Not main scheme application","70","55","0.792","0"
"2013","6 points (DDM)","Quintile 3","All","Not main scheme application","80","70","0.861","0"
"2014","6 points (DDM)","Quintile 3","All","Not main scheme application","95","80","0.8230000000000001","0"
"2015","6 points (DDM)","Quintile 3","All","Not main scheme application","95","80","0.8320000000000001","0"
"2016","6 points (DDM)","Quintile 3","All","Not main scheme application","105","85","0.792","0"
"2017","6 points (DDM)","Quintile 3","All","Not main scheme application","85","70","0.867","0"
"2018","6 points (DDM)","Quintile 3","All","Not main scheme application","70","65","0.9420000000000001","0"
"2019","6 points (DDM)","Quintile 3","All","Not main scheme application","65","60","0.881","0"
"2020","6 points (DDM)","Quintile 3","All","Not main scheme application","80","75","0.902","0"
"2021","6 points (DDM)","Quintile 3","All","Not main scheme application","90","85","0.935","0"
"2022","6 points (DDM)","Quintile 3","All","Not main scheme application","105","90","0.867","0"
"2023","6 points (DDM)","Quintile 3","All","Not main scheme application","105","95","0.886","0"
"2010","7 points (DDD)","Quintile 3","All","Not main scheme application","50","40","0.75","0"
"2011","7 points (DDD)","Quintile 3","All","Not main scheme application","105","70","0.686","0"
"2012","7 points (DDD)","Quintile 3","All","Not main scheme application","80","60","0.795","0"
"2013","7 points (DDD)","Quintile 3","All","Not main scheme application","95","70","0.74","0"
"2014","7 points (DDD)","Quintile 3","All","Not main scheme application","80","60","0.72","0"
"2015","7 points (DDD)","Quintile 3","All","Not main scheme application","110","90","0.8170000000000001","0"
"2016","7 points (DDD)","Quintile 3","All","Not main scheme application","115","100","0.852","0"
"2017","7 points (DDD)","Quintile 3","All","Not main scheme application","85","75","0.839","0"
"2018","7 points (DDD)","Quintile 3","All","Not main scheme application","70","70","0.972","0"
"2019","7 points (DDD)","Quintile 3","All","Not main scheme application","95","85","0.916","0"
"2020","7 points (DDD)","Quintile 3","All","Not main scheme application","85","80","0.918","0"
"2021","7 points (DDD)","Quintile 3","All","Not main scheme application","100","85","0.878","0"
"2022","7 points (DDD)","Quintile 3","All","Not main scheme application","105","95","0.869","0"
"2023","7 points (DDD)","Quintile 3","All","Not main scheme application","105","90","0.849","0"
"2012","8 points (D*DD)","Quintile 3","All","Not main scheme application","10","5"," ","0"
"2013","8 points (D*DD)","Quintile 3","All","Not main scheme application","10","10","0.909","0"
"2014","8 points (D*DD)","Quintile 3","All","Not main scheme application","20","15","0.722","0"
"2015","8 points (D*DD)","Quintile 3","All","Not main scheme application","45","35","0.733","0"
"2016","8 points (D*DD)","Quintile 3","All","Not main scheme application","50","40","0.776","0"
"2017","8 points (D*DD)","Quintile 3","All","Not main scheme application","50","45","0.882","0"
"2018","8 points (D*DD)","Quintile 3","All","Not main scheme application","50","50","0.9410000000000001","0"
"2019","8 points (D*DD)","Quintile 3","All","Not main scheme application","55","45","0.887","0"
"2020","8 points (D*DD)","Quintile 3","All","Not main scheme application","50","50","0.9410000000000001","0"
"2021","8 points (D*DD)","Quintile 3","All","Not main scheme application","50","45","0.904","0"
"2022","8 points (D*DD)","Quintile 3","All","Not main scheme application","65","60","0.906","0"
"2023","8 points (D*DD)","Quintile 3","All","Not main scheme application","60","55","0.919","0"
"2012","9 points (D*D*D)","Quintile 3","All","Not main scheme application","20","15","0.778","0"
"2013","9 points (D*D*D)","Quintile 3","All","Not main scheme application","5","5"," ","0"
"2014","9 points (D*D*D)","Quintile 3","All","Not main scheme application","30","20","0.75","0"
"2015","9 points (D*D*D)","Quintile 3","All","Not main scheme application","40","30","0.744","0"
"2016","9 points (D*D*D)","Quintile 3","All","Not main scheme application","45","40","0.844","0"
"2017","9 points (D*D*D)","Quintile 3","All","Not main scheme application","35","30","0.838","0"
"2018","9 points (D*D*D)","Quintile 3","All","Not main scheme application","40","35","0.8290000000000001","0"
"2019","9 points (D*D*D)","Quintile 3","All","Not main scheme application","40","40","0.929","0"
"2020","9 points (D*D*D)","Quintile 3","All","Not main scheme application","45","45","0.935","0"
"2021","9 points (D*D*D)","Quintile 3","All","Not main scheme application","45","40","0.872","0"
"2022","9 points (D*D*D)","Quintile 3","All","Not main scheme application","35","30","0.806","0"
"2023","9 points (D*D*D)","Quintile 3","All","Not main scheme application","40","30","0.8160000000000001","0"
"2013","10 points (D*D*D*)","Quintile 3","All","Not main scheme application","25","20","0.808","0"
"2014","10 points (D*D*D*)","Quintile 3","All","Not main scheme application","60","50","0.787","0"
"2015","10 points (D*D*D*)","Quintile 3","All","Not main scheme application","95","80","0.84","0"
"2016","10 points (D*D*D*)","Quintile 3","All","Not main scheme application","90","70","0.772","0"
"2017","10 points (D*D*D*)","Quintile 3","All","Not main scheme application","80","70","0.854","0"
"2018","10 points (D*D*D*)","Quintile 3","All","Not main scheme application","70","65","0.875","0"
"2019","10 points (D*D*D*)","Quintile 3","All","Not main scheme application","85","80","0.929","0"
"2020","10 points (D*D*D*)","Quintile 3","All","Not main scheme application","90","85","0.967","0"
"2021","10 points (D*D*D*)","Quintile 3","All","Not main scheme application","80","75","0.915","0"
"2022","10 points (D*D*D*)","Quintile 3","All","Not main scheme application","60","55","0.898","0"
"2023","10 points (D*D*D*)","Quintile 3","All","Not main scheme application","30","25","0.8210000000000001","0"
"2010","1 point (PPP)","Quintile 4","All","Not main scheme application","20","15","0.789","0"
"2011","1 point (PPP)","Quintile 4","All","Not main scheme application","25","15","0.6","0"
"2012","1 point (PPP)","Quintile 4","All","Not main scheme application","10","10","0.909","0"
"2013","1 point (PPP)","Quintile 4","All","Not main scheme application","15","10","0.714","0"
"2014","1 point (PPP)","Quintile 4","All","Not main scheme application","10","10","1","0"
"2015","1 point (PPP)","Quintile 4","All","Not main scheme application","15","15","0.929","0"
"2016","1 point (PPP)","Quintile 4","All","Not main scheme application","10","10"," ","0"
"2017","1 point (PPP)","Quintile 4","All","Not main scheme application","15","15","0.9410000000000001","0"
"2018","1 point (PPP)","Quintile 4","All","Not main scheme application","10","10"," ","0"
"2019","1 point (PPP)","Quintile 4","All","Not main scheme application","10","10"," ","0"
"2020","1 point (PPP)","Quintile 4","All","Not main scheme application","15","10","0.857","0"
"2021","1 point (PPP)","Quintile 4","All","Not main scheme application","20","20","0.9500000000000001","0"
"2022","1 point (PPP)","Quintile 4","All","Not main scheme application","20","20","0.857","0"
"2023","1 point (PPP)","Quintile 4","All","Not main scheme application","25","25","0.96","0"
"2010","2 points (MPP)","Quintile 4","All","Not main scheme application","25","20","0.6920000000000001","0"
"2011","2 points (MPP)","Quintile 4","All","Not main scheme application","25","15","0.609","0"
"2012","2 points (MPP)","Quintile 4","All","Not main scheme application","30","25","0.931","0"
"2013","2 points (MPP)","Quintile 4","All","Not main scheme application","25","20","0.87","0"
"2014","2 points (MPP)","Quintile 4","All","Not main scheme application","35","25","0.765","0"
"2015","2 points (MPP)","Quintile 4","All","Not main scheme application","15","15","0.867","0"
"2016","2 points (MPP)","Quintile 4","All","Not main scheme application","20","20","0.9520000000000001","0"
"2017","2 points (MPP)","Quintile 4","All","Not main scheme application","20","20","0.909","0"
"2018","2 points (MPP)","Quintile 4","All","Not main scheme application","15","10","0.923","0"
"2019","2 points (MPP)","Quintile 4","All","Not main scheme application","10","10","0.833","0"
"2020","2 points (MPP)","Quintile 4","All","Not main scheme application","15","15","0.929","0"
"2021","2 points (MPP)","Quintile 4","All","Not main scheme application","15","15","0.9410000000000001","0"
"2022","2 points (MPP)","Quintile 4","All","Not main scheme application","20","20","0.9550000000000001","0"
"2023","2 points (MPP)","Quintile 4","All","Not main scheme application","25","20","0.87","0"
"2010","3 points (MMP)","Quintile 4","All","Not main scheme application","30","20","0.667","0"
"2011","3 points (MMP)","Quintile 4","All","Not main scheme application","35","25","0.676","0"
"2012","3 points (MMP)","Quintile 4","All","Not main scheme application","40","30","0.78","0"
"2013","3 points (MMP)","Quintile 4","All","Not main scheme application","35","25","0.727","0"
"2014","3 points (MMP)","Quintile 4","All","Not main scheme application","25","20","0.76","0"
"2015","3 points (MMP)","Quintile 4","All","Not main scheme application","30","25","0.871","0"
"2016","3 points (MMP)","Quintile 4","All","Not main scheme application","20","15","0.85","0"
"2017","3 points (MMP)","Quintile 4","All","Not main scheme application","20","20","0.857","0"
"2018","3 points (MMP)","Quintile 4","All","Not main scheme application","15","15","0.929","0"
"2019","3 points (MMP)","Quintile 4","All","Not main scheme application","20","20","0.905","0"
"2020","3 points (MMP)","Quintile 4","All","Not main scheme application","15","15","1","0"
"2021","3 points (MMP)","Quintile 4","All","Not main scheme application","25","25","0.9580000000000001","0"
"2022","3 points (MMP)","Quintile 4","All","Not main scheme application","40","35","0.875","0"
"2023","3 points (MMP)","Quintile 4","All","Not main scheme application","25","20","0.913","0"
"2010","4 points (MMM)","Quintile 4","All","Not main scheme application","70","55","0.778","0"
"2011","4 points (MMM)","Quintile 4","All","Not main scheme application","80","60","0.769","0"
"2012","4 points (MMM)","Quintile 4","All","Not main scheme application","75","55","0.781","0"
"2013","4 points (MMM)","Quintile 4","All","Not main scheme application","115","105","0.912","0"
"2014","4 points (MMM)","Quintile 4","All","Not main scheme application","75","60","0.789","0"
"2015","4 points (MMM)","Quintile 4","All","Not main scheme application","90","80","0.886","0"
"2016","4 points (MMM)","Quintile 4","All","Not main scheme application","60","55","0.9500000000000001","0"
"2017","4 points (MMM)","Quintile 4","All","Not main scheme application","45","40","0.932","0"
"2018","4 points (MMM)","Quintile 4","All","Not main scheme application","50","45","0.92","0"
"2019","4 points (MMM)","Quintile 4","All","Not main scheme application","45","40","0.909","0"
"2020","4 points (MMM)","Quintile 4","All","Not main scheme application","45","40","0.932","0"
"2021","4 points (MMM)","Quintile 4","All","Not main scheme application","70","65","0.9570000000000001","0"
"2022","4 points (MMM)","Quintile 4","All","Not main scheme application","85","75","0.904","0"
"2023","4 points (MMM)","Quintile 4","All","Not main scheme application","70","65","0.9570000000000001","0"
"2010","5 points (DMM)","Quintile 4","All","Not main scheme application","50","40","0.837","0"
"2011","5 points (DMM)","Quintile 4","All","Not main scheme application","95","75","0.796","0"
"2012","5 points (DMM)","Quintile 4","All","Not main scheme application","95","75","0.798","0"
"2013","5 points (DMM)","Quintile 4","All","Not main scheme application","95","85","0.875","0"
"2014","5 points (DMM)","Quintile 4","All","Not main scheme application","115","100","0.867","0"
"2015","5 points (DMM)","Quintile 4","All","Not main scheme application","110","105","0.92","0"
"2016","5 points (DMM)","Quintile 4","All","Not main scheme application","95","80","0.8210000000000001","0"
"2017","5 points (DMM)","Quintile 4","All","Not main scheme application","85","80","0.92","0"
"2018","5 points (DMM)","Quintile 4","All","Not main scheme application","80","75","0.913","0"
"2019","5 points (DMM)","Quintile 4","All","Not main scheme application","65","60","0.923","0"
"2020","5 points (DMM)","Quintile 4","All","Not main scheme application","75","70","0.935","0"
"2021","5 points (DMM)","Quintile 4","All","Not main scheme application","85","80","0.9410000000000001","0"
"2022","5 points (DMM)","Quintile 4","All","Not main scheme application","105","95","0.895","0"
"2023","5 points (DMM)","Quintile 4","All","Not main scheme application","115","110","0.9390000000000001","0"
"2010","6 points (DDM)","Quintile 4","All","Not main scheme application","45","30","0.721","0"
"2011","6 points (DDM)","Quintile 4","All","Not main scheme application","80","60","0.744","0"
"2012","6 points (DDM)","Quintile 4","All","Not main scheme application","65","50","0.794","0"
"2013","6 points (DDM)","Quintile 4","All","Not main scheme application","80","65","0.8230000000000001","0"
"2014","6 points (DDM)","Quintile 4","All","Not main scheme application","120","105","0.882","0"
"2015","6 points (DDM)","Quintile 4","All","Not main scheme application","105","90","0.8300000000000001","0"
"2016","6 points (DDM)","Quintile 4","All","Not main scheme application","115","95","0.8290000000000001","0"
"2017","6 points (DDM)","Quintile 4","All","Not main scheme application","85","75","0.885","0"
"2018","6 points (DDM)","Quintile 4","All","Not main scheme application","85","75","0.895","0"
"2019","6 points (DDM)","Quintile 4","All","Not main scheme application","75","75","0.9480000000000001","0"
"2020","6 points (DDM)","Quintile 4","All","Not main scheme application","85","80","0.9410000000000001","0"
"2021","6 points (DDM)","Quintile 4","All","Not main scheme application","105","95","0.903","0"
"2022","6 points (DDM)","Quintile 4","All","Not main scheme application","105","90","0.856","0"
"2023","6 points (DDM)","Quintile 4","All","Not main scheme application","105","90","0.893","0"
"2010","7 points (DDD)","Quintile 4","All","Not main scheme application","65","50","0.8250000000000001","0"
"2011","7 points (DDD)","Quintile 4","All","Not main scheme application","105","80","0.767","0"
"2012","7 points (DDD)","Quintile 4","All","Not main scheme application","110","85","0.773","0"
"2013","7 points (DDD)","Quintile 4","All","Not main scheme application","100","75","0.77","0"
"2014","7 points (DDD)","Quintile 4","All","Not main scheme application","115","90","0.796","0"
"2015","7 points (DDD)","Quintile 4","All","Not main scheme application","125","100","0.798","0"
"2016","7 points (DDD)","Quintile 4","All","Not main scheme application","110","85","0.791","0"
"2017","7 points (DDD)","Quintile 4","All","Not main scheme application","90","75","0.875","0"
"2018","7 points (DDD)","Quintile 4","All","Not main scheme application","105","95","0.924","0"
"2019","7 points (DDD)","Quintile 4","All","Not main scheme application","110","100","0.918","0"
"2020","7 points (DDD)","Quintile 4","All","Not main scheme application","130","120","0.916","0"
"2021","7 points (DDD)","Quintile 4","All","Not main scheme application","160","150","0.925","0"
"2022","7 points (DDD)","Quintile 4","All","Not main scheme application","125","115","0.913","0"
"2023","7 points (DDD)","Quintile 4","All","Not main scheme application","115","110","0.9400000000000001","0"
"2012","8 points (D*DD)","Quintile 4","All","Not main scheme application","10","5"," ","0"
"2013","8 points (D*DD)","Quintile 4","All","Not main scheme application","5","5"," ","0"
"2014","8 points (D*DD)","Quintile 4","All","Not main scheme application","35","35","0.972","0"
"2015","8 points (D*DD)","Quintile 4","All","Not main scheme application","65","60","0.908","0"
"2016","8 points (D*DD)","Quintile 4","All","Not main scheme application","65","60","0.91","0"
"2017","8 points (D*DD)","Quintile 4","All","Not main scheme application","70","55","0.8240000000000001","0"
"2018","8 points (D*DD)","Quintile 4","All","Not main scheme application","50","45","0.9380000000000001","0"
"2019","8 points (D*DD)","Quintile 4","All","Not main scheme application","60","60","0.9520000000000001","0"
"2020","8 points (D*DD)","Quintile 4","All","Not main scheme application","50","45","0.918","0"
"2021","8 points (D*DD)","Quintile 4","All","Not main scheme application","70","55","0.8","0"
"2022","8 points (D*DD)","Quintile 4","All","Not main scheme application","75","65","0.857","0"
"2023","8 points (D*DD)","Quintile 4","All","Not main scheme application","60","55","0.9480000000000001","0"
"2012","9 points (D*D*D)","Quintile 4","All","Not main scheme application","15","15","0.875","0"
"2013","9 points (D*D*D)","Quintile 4","All","Not main scheme application","20","15","0.833","0"
"2014","9 points (D*D*D)","Quintile 4","All","Not main scheme application","25","20","0.833","0"
"2015","9 points (D*D*D)","Quintile 4","All","Not main scheme application","40","35","0.8250000000000001","0"
"2016","9 points (D*D*D)","Quintile 4","All","Not main scheme application","35","30","0.838","0"
"2017","9 points (D*D*D)","Quintile 4","All","Not main scheme application","40","40","0.976","0"
"2018","9 points (D*D*D)","Quintile 4","All","Not main scheme application","35","35","0.917","0"
"2019","9 points (D*D*D)","Quintile 4","All","Not main scheme application","45","40","0.864","0"
"2020","9 points (D*D*D)","Quintile 4","All","Not main scheme application","45","40","0.809","0"
"2021","9 points (D*D*D)","Quintile 4","All","Not main scheme application","90","75","0.846","0"
"2022","9 points (D*D*D)","Quintile 4","All","Not main scheme application","55","50","0.895","0"
"2023","9 points (D*D*D)","Quintile 4","All","Not main scheme application","45","40","0.872","0"
"2013","10 points (D*D*D*)","Quintile 4","All","Not main scheme application","40","30","0.789","0"
"2014","10 points (D*D*D*)","Quintile 4","All","Not main scheme application","60","45","0.75","0"
"2015","10 points (D*D*D*)","Quintile 4","All","Not main scheme application","85","65","0.783","0"
"2016","10 points (D*D*D*)","Quintile 4","All","Not main scheme application","100","80","0.8270000000000001","0"
"2017","10 points (D*D*D*)","Quintile 4","All","Not main scheme application","95","80","0.872","0"
"2018","10 points (D*D*D*)","Quintile 4","All","Not main scheme application","70","55","0.809","0"
"2019","10 points (D*D*D*)","Quintile 4","All","Not main scheme application","70","60","0.871","0"
"2020","10 points (D*D*D*)","Quintile 4","All","Not main scheme application","90","80","0.876","0"
"2021","10 points (D*D*D*)","Quintile 4","All","Not main scheme application","100","90","0.899","0"
"2022","10 points (D*D*D*)","Quintile 4","All","Not main scheme application","60","50","0.8140000000000001","0"
"2023","10 points (D*D*D*)","Quintile 4","All","Not main scheme application","40","35","0.923","0"
"2010","1 point (PPP)","Quintile 5","All","Not main scheme application","15","10","0.647","0"
"2011","1 point (PPP)","Quintile 5","All","Not main scheme application","15","10"," ","0"
"2012","1 point (PPP)","Quintile 5","All","Not main scheme application","10","5"," ","0"
"2013","1 point (PPP)","Quintile 5","All","Not main scheme application","15","15","0.867","0"
"2014","1 point (PPP)","Quintile 5","All","Not main scheme application","10","10"," ","0"
"2015","1 point (PPP)","Quintile 5","All","Not main scheme application","5","5"," ","0"
"2016","1 point (PPP)","Quintile 5","All","Not main scheme application","10","10"," ","0"
"2017","1 point (PPP)","Quintile 5","All","Not main scheme application","5","5"," ","0"
"2018","1 point (PPP)","Quintile 5","All","Not main scheme application","5","5"," ","0"
"2019","1 point (PPP)","Quintile 5","All","Not main scheme application","5","5"," ","0"
"2020","1 point (PPP)","Quintile 5","All","Not main scheme application","10","10","0.909","0"
"2021","1 point (PPP)","Quintile 5","All","Not main scheme application","15","10","0.923","0"
"2022","1 point (PPP)","Quintile 5","All","Not main scheme application","15","15","0.875","0"
"2023","1 point (PPP)","Quintile 5","All","Not main scheme application","15","15","0.882","0"
"2010","2 points (MPP)","Quintile 5","All","Not main scheme application","15","10","0.706","0"
"2011","2 points (MPP)","Quintile 5","All","Not main scheme application","20","15","0.81","0"
"2012","2 points (MPP)","Quintile 5","All","Not main scheme application","15","15","0.867","0"
"2013","2 points (MPP)","Quintile 5","All","Not main scheme application","15","15","0.882","0"
"2014","2 points (MPP)","Quintile 5","All","Not main scheme application","15","10","0.857","0"
"2015","2 points (MPP)","Quintile 5","All","Not main scheme application","15","15","0.882","0"
"2016","2 points (MPP)","Quintile 5","All","Not main scheme application","15","15","1","0"
"2017","2 points (MPP)","Quintile 5","All","Not main scheme application","10","10"," ","0"
"2018","2 points (MPP)","Quintile 5","All","Not main scheme application","10","10"," ","0"
"2019","2 points (MPP)","Quintile 5","All","Not main scheme application","10","10"," ","0"
"2020","2 points (MPP)","Quintile 5","All","Not main scheme application","15","10","0.923","0"
"2021","2 points (MPP)","Quintile 5","All","Not main scheme application","10","10"," ","0"
"2022","2 points (MPP)","Quintile 5","All","Not main scheme application","25","25","0.923","0"
"2023","2 points (MPP)","Quintile 5","All","Not main scheme application","25","20","0.88","0"
"2010","3 points (MMP)","Quintile 5","All","Not main scheme application","25","15","0.593","0"
"2011","3 points (MMP)","Quintile 5","All","Not main scheme application","25","20","0.8150000000000001","0"
"2012","3 points (MMP)","Quintile 5","All","Not main scheme application","25","20","0.783","0"
"2013","3 points (MMP)","Quintile 5","All","Not main scheme application","20","15","0.895","0"
"2014","3 points (MMP)","Quintile 5","All","Not main scheme application","20","15","0.9440000000000001","0"
"2015","3 points (MMP)","Quintile 5","All","Not main scheme application","20","20","0.909","0"
"2016","3 points (MMP)","Quintile 5","All","Not main scheme application","20","15","0.85","0"
"2017","3 points (MMP)","Quintile 5","All","Not main scheme application","5","5"," ","0"
"2018","3 points (MMP)","Quintile 5","All","Not main scheme application","10","10"," ","0"
"2019","3 points (MMP)","Quintile 5","All","Not main scheme application","10","10","0.917","0"
"2020","3 points (MMP)","Quintile 5","All","Not main scheme application","15","10","0.923","0"
"2021","3 points (MMP)","Quintile 5","All","Not main scheme application","25","25","0.9580000000000001","0"
"2022","3 points (MMP)","Quintile 5","All","Not main scheme application","30","25","0.931","0"
"2023","3 points (MMP)","Quintile 5","All","Not main scheme application","35","35","0.917","0"
"2010","4 points (MMM)","Quintile 5","All","Not main scheme application","40","30","0.725","0"
"2011","4 points (MMM)","Quintile 5","All","Not main scheme application","65","45","0.672","0"
"2012","4 points (MMM)","Quintile 5","All","Not main scheme application","70","60","0.859","0"
"2013","4 points (MMM)","Quintile 5","All","Not main scheme application","60","45","0.776","0"
"2014","4 points (MMM)","Quintile 5","All","Not main scheme application","45","40","0.932","0"
"2015","4 points (MMM)","Quintile 5","All","Not main scheme application","55","45","0.887","0"
"2016","4 points (MMM)","Quintile 5","All","Not main scheme application","55","45","0.87","0"
"2017","4 points (MMM)","Quintile 5","All","Not main scheme application","25","20","0.833","0"
"2018","4 points (MMM)","Quintile 5","All","Not main scheme application","40","35","0.878","0"
"2019","4 points (MMM)","Quintile 5","All","Not main scheme application","30","25","0.931","0"
"2020","4 points (MMM)","Quintile 5","All","Not main scheme application","30","25","0.8210000000000001","0"
"2021","4 points (MMM)","Quintile 5","All","Not main scheme application","50","45","0.9580000000000001","0"
"2022","4 points (MMM)","Quintile 5","All","Not main scheme application","55","45","0.87","0"
"2023","4 points (MMM)","Quintile 5","All","Not main scheme application","60","55","0.887","0"
"2010","5 points (DMM)","Quintile 5","All","Not main scheme application","40","30","0.8","0"
"2011","5 points (DMM)","Quintile 5","All","Not main scheme application","75","60","0.789","0"
"2012","5 points (DMM)","Quintile 5","All","Not main scheme application","60","50","0.862","0"
"2013","5 points (DMM)","Quintile 5","All","Not main scheme application","60","50","0.845","0"
"2014","5 points (DMM)","Quintile 5","All","Not main scheme application","60","55","0.914","0"
"2015","5 points (DMM)","Quintile 5","All","Not main scheme application","60","50","0.803","0"
"2016","5 points (DMM)","Quintile 5","All","Not main scheme application","70","60","0.899","0"
"2017","5 points (DMM)","Quintile 5","All","Not main scheme application","50","50","0.923","0"
"2018","5 points (DMM)","Quintile 5","All","Not main scheme application","50","40","0.808","0"
"2019","5 points (DMM)","Quintile 5","All","Not main scheme application","55","50","0.875","0"
"2020","5 points (DMM)","Quintile 5","All","Not main scheme application","45","40","0.911","0"
"2021","5 points (DMM)","Quintile 5","All","Not main scheme application","70","65","0.931","0"
"2022","5 points (DMM)","Quintile 5","All","Not main scheme application","65","50","0.8","0"
"2023","5 points (DMM)","Quintile 5","All","Not main scheme application","75","70","0.932","0"
"2010","6 points (DDM)","Quintile 5","All","Not main scheme application","45","30","0.652","0"
"2011","6 points (DDM)","Quintile 5","All","Not main scheme application","50","35","0.706","0"
"2012","6 points (DDM)","Quintile 5","All","Not main scheme application","45","35","0.723","0"
"2013","6 points (DDM)","Quintile 5","All","Not main scheme application","45","40","0.872","0"
"2014","6 points (DDM)","Quintile 5","All","Not main scheme application","60","55","0.883","0"
"2015","6 points (DDM)","Quintile 5","All","Not main scheme application","50","40","0.804","0"
"2016","6 points (DDM)","Quintile 5","All","Not main scheme application","65","60","0.881","0"
"2017","6 points (DDM)","Quintile 5","All","Not main scheme application","70","65","0.915","0"
"2018","6 points (DDM)","Quintile 5","All","Not main scheme application","40","35","0.902","0"
"2019","6 points (DDM)","Quintile 5","All","Not main scheme application","45","40","0.872","0"
"2020","6 points (DDM)","Quintile 5","All","Not main scheme application","60","60","0.967","0"
