"Year","UK region","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2014","South East","All","All","Female","Not main scheme applicant","Not main scheme application","140","49850","0.003"
"2014","South West","All","All","Female","Not main scheme applicant","Not main scheme application","100","29830","0.003"
"2014","Northern Ireland","All","All","Female","Not main scheme applicant","Not main scheme application","0","11930","0"
"2014","Scotland","All","All","Female","Not main scheme applicant","Not main scheme application","20","29770","0.001"
"2014","Wales","All","All","Female","Not main scheme applicant","Not main scheme application","70","18230","0.004"
"2015","North East","All","All","Female","Not main scheme applicant","Not main scheme application","50","15000","0.003"
"2015","North West","All","All","Female","Not main scheme applicant","Not main scheme application","170","42590","0.004"
"2015","Yorkshire and The Humber","All","All","Female","Not main scheme applicant","Not main scheme application","110","31380","0.004"
"2015","East Midlands","All","All","Female","Not main scheme applicant","Not main scheme application","90","27040","0.003"
"2015","West Midlands","All","All","Female","Not main scheme applicant","Not main scheme application","160","34880","0.005"
"2015","East of England","All","All","Female","Not main scheme applicant","Not main scheme application","120","34890","0.003"
"2015","London","All","All","Female","Not main scheme applicant","Not main scheme application","210","45370","0.005"
"2015","South East","All","All","Female","Not main scheme applicant","Not main scheme application","160","51950","0.003"
"2015","South West","All","All","Female","Not main scheme applicant","Not main scheme application","120","30780","0.004"
"2015","Northern Ireland","All","All","Female","Not main scheme applicant","Not main scheme application","0","12160","0"
"2015","Scotland","All","All","Female","Not main scheme applicant","Not main scheme application","180","29350","0.006"
"2015","Wales","All","All","Female","Not main scheme applicant","Not main scheme application","90","18320","0.005"
"2016","North East","All","All","Female","Not main scheme applicant","Not main scheme application","60","14570","0.004"
"2016","North West","All","All","Female","Not main scheme applicant","Not main scheme application","180","40720","0.004"
"2016","Yorkshire and The Humber","All","All","Female","Not main scheme applicant","Not main scheme application","100","30640","0.003"
"2016","East Midlands","All","All","Female","Not main scheme applicant","Not main scheme application","100","26380","0.004"
"2016","West Midlands","All","All","Female","Not main scheme applicant","Not main scheme application","150","34090","0.004"
"2016","East of England","All","All","Female","Not main scheme applicant","Not main scheme application","130","34450","0.004"
"2016","London","All","All","Female","Not main scheme applicant","Not main scheme application","190","44940","0.004"
"2016","South East","All","All","Female","Not main scheme applicant","Not main scheme application","180","51180","0.004"
"2016","South West","All","All","Female","Not main scheme applicant","Not main scheme application","90","30110","0.003"
"2016","Northern Ireland","All","All","Female","Not main scheme applicant","Not main scheme application","10","11920","0.001"
"2016","Scotland","All","All","Female","Not main scheme applicant","Not main scheme application","190","28640","0.007"
"2016","Wales","All","All","Female","Not main scheme applicant","Not main scheme application","90","17770","0.005"
"2017","North East","All","All","Female","Not main scheme applicant","Not main scheme application","70","14130","0.005"
"2017","North West","All","All","Female","Not main scheme applicant","Not main scheme application","220","40400","0.005"
"2017","Yorkshire and The Humber","All","All","Female","Not main scheme applicant","Not main scheme application","130","30230","0.004"
"2017","East Midlands","All","All","Female","Not main scheme applicant","Not main scheme application","120","26520","0.005"
"2017","West Midlands","All","All","Female","Not main scheme applicant","Not main scheme application","190","33070","0.006"
"2017","East of England","All","All","Female","Not main scheme applicant","Not main scheme application","200","34210","0.006"
"2017","London","All","All","Female","Not main scheme applicant","Not main scheme application","250","44770","0.005"
"2017","South East","All","All","Female","Not main scheme applicant","Not main scheme application","250","50900","0.005"
"2017","South West","All","All","Female","Not main scheme applicant","Not main scheme application","130","29860","0.004"
"2017","Northern Ireland","All","All","Female","Not main scheme applicant","Not main scheme application","10","11820","0.001"
"2017","Scotland","All","All","Female","Not main scheme applicant","Not main scheme application","190","27820","0.007"
"2017","Wales","All","All","Female","Not main scheme applicant","Not main scheme application","110","17340","0.006"
"2018","North East","All","All","Female","Not main scheme applicant","Not main scheme application","150","13670","0.011"
"2018","North West","All","All","Female","Not main scheme applicant","Not main scheme application","270","39050","0.007"
"2018","Yorkshire and The Humber","All","All","Female","Not main scheme applicant","Not main scheme application","190","29300","0.006"
"2018","East Midlands","All","All","Female","Not main scheme applicant","Not main scheme application","140","25420","0.006"
"2018","West Midlands","All","All","Female","Not main scheme applicant","Not main scheme application","260","32480","0.008"
"2018","East of England","All","All","Female","Not main scheme applicant","Not main scheme application","140","33120","0.004"
"2018","London","All","All","Female","Not main scheme applicant","Not main scheme application","270","44930","0.006"
"2018","South East","All","All","Female","Not main scheme applicant","Not main scheme application","270","49530","0.005"
"2018","South West","All","All","Female","Not main scheme applicant","Not main scheme application","140","29160","0.005"
"2018","Northern Ireland","All","All","Female","Not main scheme applicant","Not main scheme application","10","11140","0.001"
"2018","Scotland","All","All","Female","Not main scheme applicant","Not main scheme application","190","27330","0.007"
"2018","Wales","All","All","Female","Not main scheme applicant","Not main scheme application","80","16730","0.005"
"2019","North East","All","All","Female","Not main scheme applicant","Not main scheme application","120","13210","0.009000000000000001"
"2019","North West","All","All","Female","Not main scheme applicant","Not main scheme application","280","38400","0.007"
"2019","Yorkshire and The Humber","All","All","Female","Not main scheme applicant","Not main scheme application","250","28680","0.009000000000000001"
"2019","East Midlands","All","All","Female","Not main scheme applicant","Not main scheme application","140","24870","0.006"
"2019","West Midlands","All","All","Female","Not main scheme applicant","Not main scheme application","330","32060","0.01"
"2019","East of England","All","All","Female","Not main scheme applicant","Not main scheme application","190","33120","0.006"
"2019","London","All","All","Female","Not main scheme applicant","Not main scheme application","330","44740","0.007"
"2019","South East","All","All","Female","Not main scheme applicant","Not main scheme application","280","48970","0.006"
"2019","South West","All","All","Female","Not main scheme applicant","Not main scheme application","180","28100","0.006"
"2019","Northern Ireland","All","All","Female","Not main scheme applicant","Not main scheme application","10","10920","0.001"
"2019","Scotland","All","All","Female","Not main scheme applicant","Not main scheme application","170","26390","0.006"
"2019","Wales","All","All","Female","Not main scheme applicant","Not main scheme application","110","16100","0.007"
"2020","North East","All","All","Female","Not main scheme applicant","Not main scheme application","140","12900","0.011"
"2020","North West","All","All","Female","Not main scheme applicant","Not main scheme application","330","37720","0.009000000000000001"
"2020","Yorkshire and The Humber","All","All","Female","Not main scheme applicant","Not main scheme application","290","28430","0.01"
"2020","East Midlands","All","All","Female","Not main scheme applicant","Not main scheme application","250","24530","0.01"
"2020","West Midlands","All","All","Female","Not main scheme applicant","Not main scheme application","350","31520","0.011"
"2020","East of England","All","All","Female","Not main scheme applicant","Not main scheme application","300","32000","0.009000000000000001"
"2020","London","All","All","Female","Not main scheme applicant","Not main scheme application","420","44330","0.009000000000000001"
"2020","South East","All","All","Female","Not main scheme applicant","Not main scheme application","460","48010","0.01"
"2020","South West","All","All","Female","Not main scheme applicant","Not main scheme application","250","27440","0.009000000000000001"
"2020","Northern Ireland","All","All","Female","Not main scheme applicant","Not main scheme application","30","10880","0.003"
"2020","Scotland","All","All","Female","Not main scheme applicant","Not main scheme application","220","26010","0.009000000000000001"
"2020","Wales","All","All","Female","Not main scheme applicant","Not main scheme application","100","15720","0.007"
"2021","North East","All","All","Female","Not main scheme applicant","Not main scheme application","120","13170","0.009000000000000001"
"2021","North West","All","All","Female","Not main scheme applicant","Not main scheme application","230","38390","0.006"
"2021","Yorkshire and The Humber","All","All","Female","Not main scheme applicant","Not main scheme application","200","29180","0.007"
"2021","East Midlands","All","All","Female","Not main scheme applicant","Not main scheme application","170","25070","0.007"
"2021","West Midlands","All","All","Female","Not main scheme applicant","Not main scheme application","260","32340","0.008"
"2021","East of England","All","All","Female","Not main scheme applicant","Not main scheme application","160","32810","0.005"
"2021","London","All","All","Female","Not main scheme applicant","Not main scheme application","250","47040","0.005"
"2021","South East","All","All","Female","Not main scheme applicant","Not main scheme application","250","49500","0.005"
"2021","South West","All","All","Female","Not main scheme applicant","Not main scheme application","150","28530","0.005"
"2021","Northern Ireland","All","All","Female","Not main scheme applicant","Not main scheme application","20","10940","0.001"
"2021","Scotland","All","All","Female","Not main scheme applicant","Not main scheme application","160","26770","0.006"
"2021","Wales","All","All","Female","Not main scheme applicant","Not main scheme application","70","15960","0.004"
"2022","North East","All","All","Female","Not main scheme applicant","Not main scheme application","140","13670","0.01"
"2022","North West","All","All","Female","Not main scheme applicant","Not main scheme application","210","39690","0.005"
"2022","Yorkshire and The Humber","All","All","Female","Not main scheme applicant","Not main scheme application","160","29910","0.005"
"2022","East Midlands","All","All","Female","Not main scheme applicant","Not main scheme application","170","25960","0.006"
"2022","West Midlands","All","All","Female","Not main scheme applicant","Not main scheme application","260","33500","0.008"
"2022","East of England","All","All","Female","Not main scheme applicant","Not main scheme application","170","34370","0.005"
"2022","London","All","All","Female","Not main scheme applicant","Not main scheme application","290","47540","0.006"
"2022","South East","All","All","Female","Not main scheme applicant","Not main scheme application","240","51240","0.005"
"2022","South West","All","All","Female","Not main scheme applicant","Not main scheme application","110","29120","0.004"
"2022","Northern Ireland","All","All","Female","Not main scheme applicant","Not main scheme application","10","11080","0.001"
"2022","Scotland","All","All","Female","Not main scheme applicant","Not main scheme application","140","27390","0.005"
"2022","Wales","All","All","Female","Not main scheme applicant","Not main scheme application","60","16520","0.004"
"2023","North East","All","All","Female","Not main scheme applicant","Not main scheme application","130","14080","0.009000000000000001"
"2023","North West","All","All","Female","Not main scheme applicant","Not main scheme application","240","41220","0.006"
"2023","Yorkshire and The Humber","All","All","Female","Not main scheme applicant","Not main scheme application","170","31200","0.006"
"2023","East Midlands","All","All","Female","Not main scheme applicant","Not main scheme application","190","26540","0.007"
"2023","West Midlands","All","All","Female","Not main scheme applicant","Not main scheme application","240","34670","0.007"
"2023","East of England","All","All","Female","Not main scheme applicant","Not main scheme application","170","34820","0.005"
"2023","London","All","All","Female","Not main scheme applicant","Not main scheme application","330","49010","0.007"
"2023","South East","All","All","Female","Not main scheme applicant","Not main scheme application","250","51970","0.005"
"2023","South West","All","All","Female","Not main scheme applicant","Not main scheme application","130","29850","0.004"
"2023","Northern Ireland","All","All","Female","Not main scheme applicant","Not main scheme application","10","11240","0.001"
"2023","Scotland","All","All","Female","Not main scheme applicant","Not main scheme application","210","27970","0.007"
"2023","Wales","All","All","Female","Not main scheme applicant","Not main scheme application","70","17200","0.004"
"2006","North East","All","All","Male","Not main scheme applicant","Not main scheme application","70","17260","0.004"
"2006","North West","All","All","Male","Not main scheme applicant","Not main scheme application","280","47930","0.006"
"2006","Yorkshire and The Humber","All","All","Male","Not main scheme applicant","Not main scheme application","150","33860","0.005"
"2006","East Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","90","28980","0.003"
"2006","West Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","180","36720","0.005"
"2006","East of England","All","All","Male","Not main scheme applicant","Not main scheme application","130","36190","0.004"
"2006","London","All","All","Male","Not main scheme applicant","Not main scheme application","210","44450","0.005"
"2006","South East","All","All","Male","Not main scheme applicant","Not main scheme application","180","53600","0.003"
"2006","South West","All","All","Male","Not main scheme applicant","Not main scheme application","120","33110","0.004"
"2006","Northern Ireland","All","All","Male","Not main scheme applicant","Not main scheme application","20","13680","0.001"
"2006","Scotland","All","All","Male","Not main scheme applicant","Not main scheme application","60","32600","0.002"
"2006","Wales","All","All","Male","Not main scheme applicant","Not main scheme application","150","20240","0.008"
"2007","North East","All","All","Male","Not main scheme applicant","Not main scheme application","80","16570","0.005"
"2007","North West","All","All","Male","Not main scheme applicant","Not main scheme application","230","46990","0.005"
"2007","Yorkshire and The Humber","All","All","Male","Not main scheme applicant","Not main scheme application","160","32880","0.005"
"2007","East Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","110","28280","0.004"
"2007","West Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","170","36360","0.005"
"2007","East of England","All","All","Male","Not main scheme applicant","Not main scheme application","100","35950","0.003"
"2007","London","All","All","Male","Not main scheme applicant","Not main scheme application","210","44210","0.005"
"2007","South East","All","All","Male","Not main scheme applicant","Not main scheme application","150","53520","0.003"
"2007","South West","All","All","Male","Not main scheme applicant","Not main scheme application","150","33150","0.005"
"2007","Northern Ireland","All","All","Male","Not main scheme applicant","Not main scheme application","10","13500","0.001"
"2007","Scotland","All","All","Male","Not main scheme applicant","Not main scheme application","110","32280","0.003"
"2007","Wales","All","All","Male","Not main scheme applicant","Not main scheme application","110","20300","0.005"
"2008","North East","All","All","Male","Not main scheme applicant","Not main scheme application","80","16790","0.005"
"2008","North West","All","All","Male","Not main scheme applicant","Not main scheme application","270","48100","0.006"
"2008","Yorkshire and The Humber","All","All","Male","Not main scheme applicant","Not main scheme application","130","33890","0.004"
"2008","East Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","90","29250","0.003"
"2008","West Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","200","37620","0.005"
"2008","East of England","All","All","Male","Not main scheme applicant","Not main scheme application","140","37250","0.004"
"2008","London","All","All","Male","Not main scheme applicant","Not main scheme application","260","45170","0.006"
"2008","South East","All","All","Male","Not main scheme applicant","Not main scheme application","170","54820","0.003"
"2008","South West","All","All","Male","Not main scheme applicant","Not main scheme application","110","33780","0.003"
"2008","Northern Ireland","All","All","Male","Not main scheme applicant","Not main scheme application","10","13280","0.001"
"2008","Scotland","All","All","Male","Not main scheme applicant","Not main scheme application","280","33160","0.008"
"2008","Wales","All","All","Male","Not main scheme applicant","Not main scheme application","160","20420","0.008"
"2009","North East","All","All","Male","Not main scheme applicant","Not main scheme application","60","17370","0.003"
"2009","North West","All","All","Male","Not main scheme applicant","Not main scheme application","220","49130","0.004"
"2009","Yorkshire and The Humber","All","All","Male","Not main scheme applicant","Not main scheme application","100","34910","0.003"
"2009","East Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","80","29900","0.003"
"2009","West Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","190","38510","0.005"
"2009","East of England","All","All","Male","Not main scheme applicant","Not main scheme application","130","37710","0.004"
"2009","London","All","All","Male","Not main scheme applicant","Not main scheme application","230","45670","0.005"
"2009","South East","All","All","Male","Not main scheme applicant","Not main scheme application","120","55630","0.002"
"2009","South West","All","All","Male","Not main scheme applicant","Not main scheme application","60","33680","0.002"
"2009","Northern Ireland","All","All","Male","Not main scheme applicant","Not main scheme application","0","13310","0"
"2009","Scotland","All","All","Male","Not main scheme applicant","Not main scheme application","280","32780","0.009000000000000001"
"2009","Wales","All","All","Male","Not main scheme applicant","Not main scheme application","120","20790","0.006"
"2010","North East","All","All","Male","Not main scheme applicant","Not main scheme application","30","17350","0.002"
"2010","North West","All","All","Male","Not main scheme applicant","Not main scheme application","100","48030","0.002"
"2010","Yorkshire and The Humber","All","All","Male","Not main scheme applicant","Not main scheme application","40","34470","0.001"
"2010","East Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","30","29170","0.001"
"2010","West Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","80","37630","0.002"
"2010","East of England","All","All","Male","Not main scheme applicant","Not main scheme application","70","36840","0.002"
"2010","London","All","All","Male","Not main scheme applicant","Not main scheme application","100","44570","0.002"
"2010","South East","All","All","Male","Not main scheme applicant","Not main scheme application","80","55140","0.001"
"2010","South West","All","All","Male","Not main scheme applicant","Not main scheme application","30","33000","0.001"
"2010","Northern Ireland","All","All","Male","Not main scheme applicant","Not main scheme application","10","13070","0.001"
"2010","Scotland","All","All","Male","Not main scheme applicant","Not main scheme application","270","32400","0.008"
"2010","Wales","All","All","Male","Not main scheme applicant","Not main scheme application","50","19980","0.003"
"2011","North East","All","All","Male","Not main scheme applicant","Not main scheme application","20","16380","0.001"
"2011","North West","All","All","Male","Not main scheme applicant","Not main scheme application","70","45930","0.002"
"2011","Yorkshire and The Humber","All","All","Male","Not main scheme applicant","Not main scheme application","50","33780","0.001"
"2011","East Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","30","28940","0.001"
"2011","West Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","70","36330","0.002"
"2011","East of England","All","All","Male","Not main scheme applicant","Not main scheme application","70","36520","0.002"
"2011","London","All","All","Male","Not main scheme applicant","Not main scheme application","110","44650","0.002"
"2011","South East","All","All","Male","Not main scheme applicant","Not main scheme application","70","54020","0.001"
"2011","South West","All","All","Male","Not main scheme applicant","Not main scheme application","50","32570","0.002"
"2011","Northern Ireland","All","All","Male","Not main scheme applicant","Not main scheme application","10","12660","0"
"2011","Scotland","All","All","Male","Not main scheme applicant","Not main scheme application","100","32150","0.003"
"2011","Wales","All","All","Male","Not main scheme applicant","Not main scheme application","50","19600","0.002"
"2012","North East","All","All","Male","Not main scheme applicant","Not main scheme application","60","16130","0.003"
"2012","North West","All","All","Male","Not main scheme applicant","Not main scheme application","150","45400","0.003"
"2012","Yorkshire and The Humber","All","All","Male","Not main scheme applicant","Not main scheme application","100","33280","0.003"
"2012","East Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","80","29180","0.003"
"2012","West Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","160","36650","0.004"
"2012","East of England","All","All","Male","Not main scheme applicant","Not main scheme application","140","37730","0.004"
"2012","London","All","All","Male","Not main scheme applicant","Not main scheme application","190","45750","0.004"
"2012","South East","All","All","Male","Not main scheme applicant","Not main scheme application","130","55210","0.002"
"2012","South West","All","All","Male","Not main scheme applicant","Not main scheme application","110","32920","0.003"
"2012","Northern Ireland","All","All","Male","Not main scheme applicant","Not main scheme application","10","12750","0"
"2012","Scotland","All","All","Male","Not main scheme applicant","Not main scheme application","190","31830","0.006"
"2012","Wales","All","All","Male","Not main scheme applicant","Not main scheme application","80","19750","0.004"
"2013","North East","All","All","Male","Not main scheme applicant","Not main scheme application","60","15950","0.004"
"2013","North West","All","All","Male","Not main scheme applicant","Not main scheme application","160","44590","0.004"
"2013","Yorkshire and The Humber","All","All","Male","Not main scheme applicant","Not main scheme application","100","32250","0.003"
"2013","East Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","80","28790","0.003"
"2013","West Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","170","36120","0.005"
"2013","East of England","All","All","Male","Not main scheme applicant","Not main scheme application","130","36960","0.003"
"2013","London","All","All","Male","Not main scheme applicant","Not main scheme application","240","46180","0.005"
"2013","South East","All","All","Male","Not main scheme applicant","Not main scheme application","210","54050","0.004"
"2013","South West","All","All","Male","Not main scheme applicant","Not main scheme application","110","31870","0.004"
"2013","Northern Ireland","All","All","Male","Not main scheme applicant","Not main scheme application","0","12440","0"
"2013","Scotland","All","All","Male","Not main scheme applicant","Not main scheme application","180","31840","0.006"
"2013","Wales","All","All","Male","Not main scheme applicant","Not main scheme application","100","19370","0.005"
"2014","North East","All","All","Male","Not main scheme applicant","Not main scheme application","70","15700","0.004"
"2014","North West","All","All","Male","Not main scheme applicant","Not main scheme application","130","43470","0.003"
"2014","Yorkshire and The Humber","All","All","Male","Not main scheme applicant","Not main scheme application","130","32500","0.004"
"2014","East Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","90","28250","0.003"
"2014","West Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","140","35630","0.004"
"2014","East of England","All","All","Male","Not main scheme applicant","Not main scheme application","130","36090","0.004"
"2014","London","All","All","Male","Not main scheme applicant","Not main scheme application","200","46800","0.004"
"2014","South East","All","All","Male","Not main scheme applicant","Not main scheme application","140","53670","0.003"
"2014","South West","All","All","Male","Not main scheme applicant","Not main scheme application","90","31890","0.003"
"2014","Northern Ireland","All","All","Male","Not main scheme applicant","Not main scheme application","0","12340","0"
"2014","Scotland","All","All","Male","Not main scheme applicant","Not main scheme application","20","31510","0.001"
"2014","Wales","All","All","Male","Not main scheme applicant","Not main scheme application","90","19260","0.004"
"2015","North East","All","All","Male","Not main scheme applicant","Not main scheme application","60","15730","0.004"
"2015","North West","All","All","Male","Not main scheme applicant","Not main scheme application","160","44780","0.004"
"2015","Yorkshire and The Humber","All","All","Male","Not main scheme applicant","Not main scheme application","120","32440","0.004"
"2015","East Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","80","28310","0.003"
"2015","West Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","180","36850","0.005"
"2015","East of England","All","All","Male","Not main scheme applicant","Not main scheme application","140","37170","0.004"
"2015","London","All","All","Male","Not main scheme applicant","Not main scheme application","240","47230","0.005"
"2015","South East","All","All","Male","Not main scheme applicant","Not main scheme application","170","54430","0.003"
"2015","South West","All","All","Male","Not main scheme applicant","Not main scheme application","90","32630","0.003"
"2015","Northern Ireland","All","All","Male","Not main scheme applicant","Not main scheme application","10","12680","0.001"
"2015","Scotland","All","All","Male","Not main scheme applicant","Not main scheme application","230","30830","0.007"
"2015","Wales","All","All","Male","Not main scheme applicant","Not main scheme application","110","19360","0.005"
"2016","North East","All","All","Male","Not main scheme applicant","Not main scheme application","60","15180","0.004"
"2016","North West","All","All","Male","Not main scheme applicant","Not main scheme application","180","43000","0.004"
"2016","Yorkshire and The Humber","All","All","Male","Not main scheme applicant","Not main scheme application","150","31860","0.005"
"2016","East Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","100","27780","0.003"
"2016","West Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","180","35860","0.005"
"2016","East of England","All","All","Male","Not main scheme applicant","Not main scheme application","160","36420","0.004"
"2016","London","All","All","Male","Not main scheme applicant","Not main scheme application","210","47010","0.004"
"2016","South East","All","All","Male","Not main scheme applicant","Not main scheme application","190","54380","0.004"
"2016","South West","All","All","Male","Not main scheme applicant","Not main scheme application","90","31390","0.003"
"2016","Northern Ireland","All","All","Male","Not main scheme applicant","Not main scheme application","0","12530","0"
"2016","Scotland","All","All","Male","Not main scheme applicant","Not main scheme application","200","30190","0.007"
"2016","Wales","All","All","Male","Not main scheme applicant","Not main scheme application","100","18540","0.006"
"2017","North East","All","All","Male","Not main scheme applicant","Not main scheme application","90","14730","0.006"
"2017","North West","All","All","Male","Not main scheme applicant","Not main scheme application","210","42360","0.005"
"2017","Yorkshire and The Humber","All","All","Male","Not main scheme applicant","Not main scheme application","130","31570","0.004"
"2017","East Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","110","27870","0.004"
"2017","West Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","220","34980","0.006"
"2017","East of England","All","All","Male","Not main scheme applicant","Not main scheme application","170","35820","0.005"
"2017","London","All","All","Male","Not main scheme applicant","Not main scheme application","270","47020","0.006"
"2017","South East","All","All","Male","Not main scheme applicant","Not main scheme application","260","54030","0.005"
"2017","South West","All","All","Male","Not main scheme applicant","Not main scheme application","120","31340","0.004"
"2017","Northern Ireland","All","All","Male","Not main scheme applicant","Not main scheme application","10","12380","0.001"
"2017","Scotland","All","All","Male","Not main scheme applicant","Not main scheme application","180","29520","0.006"
"2017","Wales","All","All","Male","Not main scheme applicant","Not main scheme application","80","18180","0.004"
"2018","North East","All","All","Male","Not main scheme applicant","Not main scheme application","150","14360","0.01"
"2018","North West","All","All","Male","Not main scheme applicant","Not main scheme application","270","41190","0.007"
"2018","Yorkshire and The Humber","All","All","Male","Not main scheme applicant","Not main scheme application","180","30420","0.006"
"2018","East Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","120","26760","0.004"
"2018","West Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","270","34460","0.008"
"2018","East of England","All","All","Male","Not main scheme applicant","Not main scheme application","180","35090","0.005"
"2018","London","All","All","Male","Not main scheme applicant","Not main scheme application","260","47250","0.006"
"2018","South East","All","All","Male","Not main scheme applicant","Not main scheme application","260","52630","0.005"
"2018","South West","All","All","Male","Not main scheme applicant","Not main scheme application","120","30320","0.004"
"2018","Northern Ireland","All","All","Male","Not main scheme applicant","Not main scheme application","10","12060","0"
"2018","Scotland","All","All","Male","Not main scheme applicant","Not main scheme application","160","28240","0.006"
"2018","Wales","All","All","Male","Not main scheme applicant","Not main scheme application","80","17670","0.004"
"2019","North East","All","All","Male","Not main scheme applicant","Not main scheme application","150","13940","0.011"
"2019","North West","All","All","Male","Not main scheme applicant","Not main scheme application","370","40200","0.009000000000000001"
"2019","Yorkshire and The Humber","All","All","Male","Not main scheme applicant","Not main scheme application","270","29670","0.009000000000000001"
"2019","East Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","170","26050","0.007"
"2019","West Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","310","33350","0.009000000000000001"
"2019","East of England","All","All","Male","Not main scheme applicant","Not main scheme application","270","34180","0.008"
"2019","London","All","All","Male","Not main scheme applicant","Not main scheme application","330","47520","0.007"
"2019","South East","All","All","Male","Not main scheme applicant","Not main scheme application","310","51650","0.006"
"2019","South West","All","All","Male","Not main scheme applicant","Not main scheme application","180","29270","0.006"
"2019","Northern Ireland","All","All","Male","Not main scheme applicant","Not main scheme application","10","11470","0.001"
"2019","Scotland","All","All","Male","Not main scheme applicant","Not main scheme application","150","27450","0.005"
"2019","Wales","All","All","Male","Not main scheme applicant","Not main scheme application","130","17500","0.007"
"2020","North East","All","All","Male","Not main scheme applicant","Not main scheme application","200","13750","0.015"
"2020","North West","All","All","Male","Not main scheme applicant","Not main scheme application","420","39890","0.011"
"2020","Yorkshire and The Humber","All","All","Male","Not main scheme applicant","Not main scheme application","350","29870","0.012"
"2020","East Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","260","25390","0.01"
"2020","West Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","380","33270","0.011"
"2020","East of England","All","All","Male","Not main scheme applicant","Not main scheme application","320","34150","0.009000000000000001"
"2020","London","All","All","Male","Not main scheme applicant","Not main scheme application","480","46670","0.01"
"2020","South East","All","All","Male","Not main scheme applicant","Not main scheme application","480","50540","0.01"
"2020","South West","All","All","Male","Not main scheme applicant","Not main scheme application","260","28730","0.009000000000000001"
"2020","Northern Ireland","All","All","Male","Not main scheme applicant","Not main scheme application","30","11390","0.003"
"2020","Scotland","All","All","Male","Not main scheme applicant","Not main scheme application","200","27130","0.007"
"2020","Wales","All","All","Male","Not main scheme applicant","Not main scheme application","130","16790","0.008"
"2021","North East","All","All","Male","Not main scheme applicant","Not main scheme application","170","14300","0.012"
"2021","North West","All","All","Male","Not main scheme applicant","Not main scheme application","340","40790","0.008"
"2021","Yorkshire and The Humber","All","All","Male","Not main scheme applicant","Not main scheme application","220","30440","0.007"
"2021","East Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","180","26500","0.007"
"2021","West Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","280","34180","0.008"
"2021","East of England","All","All","Male","Not main scheme applicant","Not main scheme application","230","34970","0.007"
"2021","London","All","All","Male","Not main scheme applicant","Not main scheme application","340","48610","0.007"
"2021","South East","All","All","Male","Not main scheme applicant","Not main scheme application","290","52350","0.006"
"2021","South West","All","All","Male","Not main scheme applicant","Not main scheme application","160","30160","0.005"
"2021","Northern Ireland","All","All","Male","Not main scheme applicant","Not main scheme application","10","11400","0.001"
"2021","Scotland","All","All","Male","Not main scheme applicant","Not main scheme application","150","28390","0.005"
"2021","Wales","All","All","Male","Not main scheme applicant","Not main scheme application","90","17110","0.005"
"2022","North East","All","All","Male","Not main scheme applicant","Not main scheme application","120","14460","0.009000000000000001"
"2022","North West","All","All","Male","Not main scheme applicant","Not main scheme application","260","41870","0.006"
"2022","Yorkshire and The Humber","All","All","Male","Not main scheme applicant","Not main scheme application","170","31450","0.005"
"2022","East Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","160","27440","0.006"
"2022","West Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","290","35420","0.008"
"2022","East of England","All","All","Male","Not main scheme applicant","Not main scheme application","170","36030","0.005"
"2022","London","All","All","Male","Not main scheme applicant","Not main scheme application","330","49610","0.007"
"2022","South East","All","All","Male","Not main scheme applicant","Not main scheme application","290","54060","0.005"
"2022","South West","All","All","Male","Not main scheme applicant","Not main scheme application","140","30370","0.005"
"2022","Northern Ireland","All","All","Male","Not main scheme applicant","Not main scheme application","20","11800","0.001"
"2022","Scotland","All","All","Male","Not main scheme applicant","Not main scheme application","170","29050","0.006"
