"Year","Care responsibility status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","Not declared","All","England","Female","All","Not main scheme application","24025","22605","0.9410000000000001","60"
"2023","Not declared","All","Scotland","Female","All","Not main scheme application","1245","1200","0.965","5"
"2023","Not declared","All","Wales","Female","All","Not main scheme application","575","550","0.962","0"
"2023","Does not have carer responsibility","All","Northern Ireland","Female","All","Not main scheme application","1145","920","0.803","30"
"2023","Does not have carer responsibility","All","England","Female","All","Not main scheme application","38795","33920","0.874","1515"
"2023","Does not have carer responsibility","All","Scotland","Female","All","Not main scheme application","1980","1480","0.747","205"
"2023","Does not have carer responsibility","All","Wales","Female","All","Not main scheme application","1565","1350","0.865","90"
"2023","Has carer responsibility","All","Northern Ireland","Female","All","Not main scheme application","95","80","0.804","5"
"2023","Has carer responsibility","All","England","Female","All","Not main scheme application","2880","2285","0.794","285"
"2023","Has carer responsibility","All","Scotland","Female","All","Not main scheme application","220","145","0.649","35"
"2023","Has carer responsibility","All","Wales","Female","All","Not main scheme application","120","100","0.842","20"
"2023","Not declared","All","Northern Ireland","Male","All","Not main scheme application","40","35","0.974","0"
"2023","Not declared","All","England","Male","All","Not main scheme application","23680","22305","0.9420000000000001","55"
"2023","Not declared","All","Scotland","Male","All","Not main scheme application","970","935","0.967","5"
"2023","Not declared","All","Wales","Male","All","Not main scheme application","430","415","0.967","0"
"2023","Does not have carer responsibility","All","Northern Ireland","Male","All","Not main scheme application","670","565","0.845","25"
"2023","Does not have carer responsibility","All","England","Male","All","Not main scheme application","31730","28280","0.891","1270"
"2023","Does not have carer responsibility","All","Scotland","Male","All","Not main scheme application","1330","1080","0.8140000000000001","160"
"2023","Does not have carer responsibility","All","Wales","Male","All","Not main scheme application","1050","930","0.885","75"
"2023","Has carer responsibility","All","Northern Ireland","Male","All","Not main scheme application","30","25","0.839","0"
"2023","Has carer responsibility","All","England","Male","All","Not main scheme application","1740","1435","0.8270000000000001","95"
"2023","Has carer responsibility","All","Scotland","Male","All","Not main scheme application","85","60","0.711","10"
"2023","Has carer responsibility","All","Wales","Male","All","Not main scheme application","60","50","0.881","5"
"2023","Not declared","All","Northern Ireland","Female","All","Main scheme application","150","100","0.651","0"
"2023","Not declared","All","England","Female","All","Main scheme application","4570","2900","0.634","0"
"2023","Not declared","All","Scotland","Female","All","Main scheme application","285","195","0.686","0"
"2023","Not declared","All","Wales","Female","All","Main scheme application","125","85","0.675","0"
"2023","Does not have carer responsibility","All","Northern Ireland","Female","All","Main scheme application","9675","6280","0.649","0"
"2023","Does not have carer responsibility","All","England","Female","All","Main scheme application","234650","161110","0.687","0"
"2023","Does not have carer responsibility","All","Scotland","Female","All","Main scheme application","24510","17785","0.725","0"
"2023","Does not have carer responsibility","All","Wales","Female","All","Main scheme application","12165","8865","0.729","0"
"2023","Has carer responsibility","All","Northern Ireland","Female","All","Main scheme application","695","375","0.535","0"
"2023","Has carer responsibility","All","England","Female","All","Main scheme application","16200","9760","0.603","0"
"2023","Has carer responsibility","All","Scotland","Female","All","Main scheme application","2410","1545","0.642","0"
"2023","Has carer responsibility","All","Wales","Female","All","Main scheme application","825","535","0.648","0"
"2023","Not declared","All","Northern Ireland","Male","All","Main scheme application","110","70","0.618","0"
"2023","Not declared","All","England","Male","All","Main scheme application","4585","2855","0.623","0"
"2023","Not declared","All","Scotland","Male","All","Main scheme application","265","195","0.723","0"
"2023","Not declared","All","Wales","Male","All","Main scheme application","110","80","0.718","0"
"2023","Does not have carer responsibility","All","Northern Ireland","Male","All","Main scheme application","6660","4365","0.655","0"
"2023","Does not have carer responsibility","All","England","Male","All","Main scheme application","177765","121400","0.683","0"
"2023","Does not have carer responsibility","All","Scotland","Male","All","Main scheme application","15745","11600","0.737","0"
"2023","Does not have carer responsibility","All","Wales","Male","All","Main scheme application","7750","5810","0.75","0"
"2023","Has carer responsibility","All","Northern Ireland","Male","All","Main scheme application","330","185","0.56","0"
"2023","Has carer responsibility","All","England","Male","All","Main scheme application","8710","5165","0.593","0"
"2023","Has carer responsibility","All","Scotland","Male","All","Main scheme application","910","620","0.682","0"
"2023","Has carer responsibility","All","Wales","Male","All","Main scheme application","350","230","0.663","0"
"2023","All","All","Northern Ireland","Female","All","Not main scheme application","1280","1030","0.807","35"
"2023","All","All","England","Female","All","Not main scheme application","65700","58810","0.895","1855"
"2023","All","All","Scotland","Female","All","Not main scheme application","3450","2825","0.8190000000000001","250"
"2023","All","All","Wales","Female","All","Not main scheme application","2255","2005","0.888","110"
"2023","All","All","Northern Ireland","Male","All","Not main scheme application","740","630","0.851","30"
"2023","All","All","England","Male","All","Not main scheme application","57150","52020","0.91","1420"
"2023","All","All","Scotland","Male","All","Not main scheme application","2380","2075","0.873","170"
"2023","All","All","Wales","Male","All","Not main scheme application","1535","1395","0.908","75"
"2023","All","All","Northern Ireland","Female","All","Main scheme application","10525","6750","0.641","0"
"2023","All","All","England","Female","All","Main scheme application","255415","173770","0.68","0"
"2023","All","All","Scotland","Female","All","Main scheme application","27210","19525","0.718","0"
"2023","All","All","Wales","Female","All","Main scheme application","13115","9485","0.723","0"
"2023","All","All","Northern Ireland","Male","All","Main scheme application","7100","4615","0.65","0"
"2023","All","All","England","Male","All","Main scheme application","191060","129420","0.677","0"
"2023","All","All","Scotland","Male","All","Main scheme application","16925","12410","0.733","0"
"2023","All","All","Wales","Male","All","Main scheme application","8210","6120","0.746","0"
"2023","Not declared","17 and under","All","Female","All","Not main scheme application","190","185","0.964","0"
"2023","Does not have carer responsibility","17 and under","All","Female","All","Not main scheme application","195","140","0.722","25"
"2023","Has carer responsibility","17 and under","All","Female","All","Not main scheme application","10","5"," ","0"
"2023","Not declared","18","All","Female","All","Not main scheme application","1530","1450","0.9460000000000001","5"
"2023","Does not have carer responsibility","18","All","Female","All","Not main scheme application","24090","22030","0.914","145"
"2023","Has carer responsibility","18","All","Female","All","Not main scheme application","1120","990","0.886","5"
"2023","Not declared","19","All","Female","All","Not main scheme application","2240","2120","0.9460000000000001","5"
"2023","Does not have carer responsibility","19","All","Female","All","Not main scheme application","7480","6560","0.877","235"
"2023","Has carer responsibility","19","All","Female","All","Not main scheme application","330","285","0.852","10"
"2023","Not declared","20","All","Female","All","Not main scheme application","1640","1545","0.9400000000000001","5"
"2023","Does not have carer responsibility","20","All","Female","All","Not main scheme application","3020","2555","0.845","195"
"2023","Has carer responsibility","20","All","Female","All","Not main scheme application","145","125","0.888","5"
"2023","Not declared","21 - 24","All","Female","All","Not main scheme application","4325","4040","0.933","15"
"2023","Does not have carer responsibility","21 - 24","All","Female","All","Not main scheme application","4155","3170","0.762","430"
"2023","Has carer responsibility","21 - 24","All","Female","All","Not main scheme application","270","190","0.7010000000000001","25"
"2023","Not declared","25 - 29","All","Female","All","Not main scheme application","3855","3645","0.9450000000000001","5"
"2023","Does not have carer responsibility","25 - 29","All","Female","All","Not main scheme application","1540","1115","0.724","220"
"2023","Has carer responsibility","25 - 29","All","Female","All","Not main scheme application","250","180","0.719","30"
"2023","Not declared","30 - 34","All","Female","All","Not main scheme application","3535","3340","0.9450000000000001","5"
"2023","Does not have carer responsibility","30 - 34","All","Female","All","Not main scheme application","1000","695","0.6930000000000001","135"
"2023","Has carer responsibility","30 - 34","All","Female","All","Not main scheme application","300","215","0.716","45"
"2023","Not declared","35 and over","All","Female","All","Not main scheme application","8560","8070","0.9430000000000001","20"
"2023","Does not have carer responsibility","35 and over","All","Female","All","Not main scheme application","2000","1410","0.704","460"
"2023","Has carer responsibility","35 and over","All","Female","All","Not main scheme application","895","615","0.6880000000000001","220"
"2023","Not declared","17 and under","All","Male","All","Not main scheme application","180","170","0.9550000000000001","0"
"2023","Does not have carer responsibility","17 and under","All","Male","All","Not main scheme application","140","100","0.739","10"
"2023","Has carer responsibility","17 and under","All","Male","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","18","All","Male","All","Not main scheme application","1695","1625","0.9590000000000001","5"
"2023","Does not have carer responsibility","18","All","Male","All","Not main scheme application","19245","17775","0.924","170"
"2023","Has carer responsibility","18","All","Male","All","Not main scheme application","880","800","0.91","5"
"2023","Not declared","19","All","Male","All","Not main scheme application","2150","2045","0.9510000000000001","10"
"2023","Does not have carer responsibility","19","All","Male","All","Not main scheme application","6295","5580","0.886","255"
"2023","Has carer responsibility","19","All","Male","All","Not main scheme application","270","240","0.896","5"
"2023","Not declared","20","All","Male","All","Not main scheme application","1705","1610","0.9440000000000001","10"
"2023","Does not have carer responsibility","20","All","Male","All","Not main scheme application","2820","2430","0.862","215"
"2023","Has carer responsibility","20","All","Male","All","Not main scheme application","120","95","0.805","5"
"2023","Not declared","21 - 24","All","Male","All","Not main scheme application","4515","4235","0.9380000000000001","15"
"2023","Does not have carer responsibility","21 - 24","All","Male","All","Not main scheme application","3590","2985","0.8320000000000001","365"
"2023","Has carer responsibility","21 - 24","All","Male","All","Not main scheme application","175","135","0.777","15"
"2023","Not declared","25 - 29","All","Male","All","Not main scheme application","3795","3575","0.9430000000000001","10"
"2023","Does not have carer responsibility","25 - 29","All","Male","All","Not main scheme application","1080","850","0.787","175"
"2023","Has carer responsibility","25 - 29","All","Male","All","Not main scheme application","85","65","0.756","10"
"2023","Not declared","30 - 34","All","Male","All","Not main scheme application","3410","3205","0.9400000000000001","0"
"2023","Does not have carer responsibility","30 - 34","All","Male","All","Not main scheme application","530","370","0.7000000000000001","100"
"2023","Has carer responsibility","30 - 34","All","Male","All","Not main scheme application","85","55","0.632","5"
"2023","Not declared","35 and over","All","Male","All","Not main scheme application","7665","7225","0.9420000000000001","15"
"2023","Does not have carer responsibility","35 and over","All","Male","All","Not main scheme application","1080","760","0.706","240"
"2023","Has carer responsibility","35 and over","All","Male","All","Not main scheme application","290","175","0.607","60"
"2023","Not declared","17 and under","All","Female","All","Main scheme application","35","15","0.515","0"
"2023","Does not have carer responsibility","17 and under","All","Female","All","Main scheme application","1140","685","0.601","0"
"2023","Has carer responsibility","17 and under","All","Female","All","Main scheme application","50","25","0.49","0"
"2023","Not declared","18","All","Female","All","Main scheme application","1800","1295","0.72","0"
"2023","Does not have carer responsibility","18","All","Female","All","Main scheme application","170180","122730","0.721","0"
"2023","Has carer responsibility","18","All","Female","All","Main scheme application","6365","4225","0.664","0"
"2023","Not declared","19","All","Female","All","Main scheme application","710","475","0.666","0"
"2023","Does not have carer responsibility","19","All","Female","All","Main scheme application","44325","31965","0.721","0"
"2023","Has carer responsibility","19","All","Female","All","Main scheme application","1825","1210","0.663","0"
"2023","Not declared","20","All","Female","All","Main scheme application","270","180","0.654","0"
"2023","Does not have carer responsibility","20","All","Female","All","Main scheme application","15290","10040","0.657","0"
"2023","Has carer responsibility","20","All","Female","All","Main scheme application","835","530","0.634","0"
"2023","Not declared","21 - 24","All","Female","All","Main scheme application","590","290","0.486","0"
"2023","Does not have carer responsibility","21 - 24","All","Female","All","Main scheme application","23045","13135","0.5700000000000001","0"
"2023","Has carer responsibility","21 - 24","All","Female","All","Main scheme application","1450","765","0.528","0"
"2023","Not declared","25 - 29","All","Female","All","Main scheme application","385","205","0.535","0"
"2023","Does not have carer responsibility","25 - 29","All","Female","All","Main scheme application","10115","5670","0.561","0"
"2023","Has carer responsibility","25 - 29","All","Female","All","Main scheme application","1600","895","0.56","0"
"2023","Not declared","30 - 34","All","Female","All","Main scheme application","320","180","0.5640000000000001","0"
"2023","Does not have carer responsibility","30 - 34","All","Female","All","Main scheme application","6075","3540","0.583","0"
"2023","Has carer responsibility","30 - 34","All","Female","All","Main scheme application","1990","1140","0.5730000000000001","0"
"2023","Not declared","35 and over","All","Female","All","Main scheme application","1020","640","0.628","0"
"2023","Does not have carer responsibility","35 and over","All","Female","All","Main scheme application","10835","6270","0.579","0"
"2023","Has carer responsibility","35 and over","All","Female","All","Main scheme application","6015","3425","0.5690000000000001","0"
"2023","Not declared","17 and under","All","Male","All","Main scheme application","35","15","0.486","0"
"2023","Does not have carer responsibility","17 and under","All","Male","All","Main scheme application","845","485","0.5740000000000001","0"
"2023","Has carer responsibility","17 and under","All","Male","All","Main scheme application","40","20","0.537","0"
"2023","Not declared","18","All","Male","All","Main scheme application","1905","1295","0.678","0"
"2023","Does not have carer responsibility","18","All","Male","All","Main scheme application","134120","94155","0.7020000000000001","0"
"2023","Has carer responsibility","18","All","Male","All","Main scheme application","5225","3365","0.644","0"
"2023","Not declared","19","All","Male","All","Main scheme application","730","515","0.7010000000000001","0"
"2023","Does not have carer responsibility","19","All","Male","All","Main scheme application","32840","23735","0.723","0"
"2023","Has carer responsibility","19","All","Male","All","Main scheme application","1335","845","0.631","0"
"2023","Not declared","20","All","Male","All","Main scheme application","330","200","0.609","0"
"2023","Does not have carer responsibility","20","All","Male","All","Main scheme application","11585","7900","0.682","0"
"2023","Has carer responsibility","20","All","Male","All","Main scheme application","520","330","0.628","0"
"2023","Not declared","21 - 24","All","Male","All","Main scheme application","570","300","0.53","0"
"2023","Does not have carer responsibility","21 - 24","All","Male","All","Main scheme application","15135","9405","0.621","0"
"2023","Has carer responsibility","21 - 24","All","Male","All","Main scheme application","745","430","0.5740000000000001","0"
"2023","Not declared","25 - 29","All","Male","All","Main scheme application","325","165","0.511","0"
"2023","Does not have carer responsibility","25 - 29","All","Male","All","Main scheme application","5585","3235","0.579","0"
"2023","Has carer responsibility","25 - 29","All","Male","All","Main scheme application","400","210","0.526","0"
"2023","Not declared","30 - 34","All","Male","All","Main scheme application","345","205","0.588","0"
"2023","Does not have carer responsibility","30 - 34","All","Male","All","Main scheme application","2745","1545","0.5630000000000001","0"
"2023","Has carer responsibility","30 - 34","All","Male","All","Main scheme application","395","195","0.49","0"
"2023","Not declared","35 and over","All","Male","All","Main scheme application","825","500","0.603","0"
"2023","Does not have carer responsibility","35 and over","All","Male","All","Main scheme application","5070","2715","0.536","0"
"2023","Has carer responsibility","35 and over","All","Male","All","Main scheme application","1635","810","0.497","0"
"2023","All","17 and under","All","Female","All","Not main scheme application","395","330","0.841","25"
"2023","All","18","All","Female","All","Not main scheme application","26740","24470","0.915","150"
"2023","All","19","All","Female","All","Not main scheme application","10055","8965","0.892","245"
"2023","All","20","All","Female","All","Not main scheme application","4805","4225","0.879","205"
"2023","All","21 - 24","All","Female","All","Not main scheme application","8750","7395","0.845","475"
"2023","All","25 - 29","All","Female","All","Not main scheme application","5645","4940","0.875","260"
"2023","All","30 - 34","All","Female","All","Not main scheme application","4835","4250","0.879","190"
"2023","All","35 and over","All","Female","All","Not main scheme application","11455","10095","0.881","700"
"2023","All","17 and under","All","Male","All","Not main scheme application","320","275","0.86","15"
"2023","All","18","All","Male","All","Not main scheme application","21820","20200","0.926","180"
"2023","All","19","All","Male","All","Not main scheme application","8720","7870","0.903","270"
"2023","All","20","All","Male","All","Not main scheme application","4640","4135","0.89","230"
"2023","All","21 - 24","All","Male","All","Not main scheme application","8280","7355","0.889","390"
"2023","All","25 - 29","All","Male","All","Not main scheme application","4960","4490","0.905","190"
"2023","All","30 - 34","All","Male","All","Not main scheme application","4025","3630","0.902","110"
"2023","All","35 and over","All","Male","All","Not main scheme application","9035","8160","0.903","310"
"2023","All","17 and under","All","Female","All","Main scheme application","1220","725","0.594","0"
"2023","All","18","All","Female","All","Main scheme application","178345","128250","0.719","0"
"2023","All","19","All","Female","All","Main scheme application","46860","33650","0.718","0"
"2023","All","20","All","Female","All","Main scheme application","16400","10750","0.655","0"
"2023","All","21 - 24","All","Female","All","Main scheme application","25085","14190","0.5660000000000001","0"
"2023","All","25 - 29","All","Female","All","Main scheme application","12095","6770","0.56","0"
"2023","All","30 - 34","All","Female","All","Main scheme application","8385","4865","0.58","0"
"2023","All","35 and over","All","Female","All","Main scheme application","17870","10335","0.578","0"
"2023","All","17 and under","All","Male","All","Main scheme application","920","525","0.5690000000000001","0"
"2023","All","18","All","Male","All","Main scheme application","141245","98815","0.7000000000000001","0"
"2023","All","19","All","Male","All","Main scheme application","34905","25090","0.719","0"
"2023","All","20","All","Male","All","Main scheme application","12435","8425","0.678","0"
"2023","All","21 - 24","All","Male","All","Main scheme application","16455","10135","0.616","0"
"2023","All","25 - 29","All","Male","All","Main scheme application","6315","3610","0.5720000000000001","0"
"2023","All","30 - 34","All","Male","All","Main scheme application","3480","1940","0.557","0"
"2023","All","35 and over","All","Male","All","Main scheme application","7530","4025","0.535","0"
"2023","Not declared","All","All","Female","All","Not main scheme application","25885","24395","0.9420000000000001","65"
"2023","Does not have carer responsibility","All","All","Female","All","Not main scheme application","43485","37670","0.866","1845"
"2023","Has carer responsibility","All","All","Female","All","Not main scheme application","3320","2610","0.786","345"
"2023","Not declared","All","All","Male","All","Not main scheme application","25115","23690","0.9430000000000001","60"
"2023","Does not have carer responsibility","All","All","Male","All","Not main scheme application","34780","30855","0.887","1525"
"2023","Has carer responsibility","All","All","Male","All","Not main scheme application","1910","1575","0.8240000000000001","105"
"2023","Not declared","All","All","Female","All","Main scheme application","5130","3280","0.639","0"
"2023","Does not have carer responsibility","All","All","Female","All","Main scheme application","281005","194040","0.6910000000000001","0"
"2023","Has carer responsibility","All","All","Female","All","Main scheme application","20130","12215","0.607","0"
"2023","Not declared","All","All","Male","All","Main scheme application","5070","3195","0.63","0"
"2023","Does not have carer responsibility","All","All","Male","All","Main scheme application","207925","143170","0.6890000000000001","0"
"2023","Has carer responsibility","All","All","Male","All","Main scheme application","10300","6205","0.602","0"
"2023","All","All","All","Female","All","Not main scheme application","72685","64670","0.89","2250"
"2023","All","All","All","Male","All","Not main scheme application","61805","56120","0.908","1695"
"2023","All","All","All","Female","All","Main scheme application","306265","209530","0.684","0"
"2023","All","All","All","Male","All","Main scheme application","223295","152570","0.683","0"
"2023","Not declared","17 and under","England","All","All","Not main scheme application","145","130","0.917","0"
"2023","Not declared","17 and under","Scotland","All","All","Not main scheme application","215","210","0.991","0"
"2023","Not declared","17 and under","Wales","All","All","Not main scheme application","10","10","0.909","0"
"2023","Does not have carer responsibility","17 and under","Northern Ireland","All","All","Not main scheme application","5","5"," ","0"
"2023","Does not have carer responsibility","17 and under","England","All","All","Not main scheme application","185","125","0.67","25"
"2023","Does not have carer responsibility","17 and under","Scotland","All","All","Not main scheme application","135","110","0.8300000000000001","10"
"2023","Does not have carer responsibility","17 and under","Wales","All","All","Not main scheme application","5","5"," ","0"
"2023","Has carer responsibility","17 and under","England","All","All","Not main scheme application","5","5"," ","0"
"2023","Has carer responsibility","17 and under","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","18","Northern Ireland","All","All","Not main scheme application","15","15","1","0"
"2023","Not declared","18","England","All","All","Not main scheme application","2740","2595","0.9470000000000001","10"
"2023","Not declared","18","Scotland","All","All","Not main scheme application","375","370","0.987","0"
"2023","Not declared","18","Wales","All","All","Not main scheme application","100","95","0.97","0"
"2023","Does not have carer responsibility","18","Northern Ireland","All","All","Not main scheme application","1000","830","0.8280000000000001","5"
"2023","Does not have carer responsibility","18","England","All","All","Not main scheme application","40095","37020","0.923","265"
"2023","Does not have carer responsibility","18","Scotland","All","All","Not main scheme application","1030","855","0.8290000000000001","30"
"2023","Does not have carer responsibility","18","Wales","All","All","Not main scheme application","1205","1100","0.91","15"
"2023","Has carer responsibility","18","Northern Ireland","All","All","Not main scheme application","45","45","0.9560000000000001","0"
"2023","Has carer responsibility","18","England","All","All","Not main scheme application","1845","1660","0.901","5"
"2023","Has carer responsibility","18","Scotland","All","All","Not main scheme application","60","45","0.721","0"
"2023","Has carer responsibility","18","Wales","All","All","Not main scheme application","50","45","0.917","0"
"2023","Not declared","19","Northern Ireland","All","All","Not main scheme application","25","20","0.9570000000000001","0"
"2023","Not declared","19","England","All","All","Not main scheme application","3935","3725","0.9470000000000001","15"
"2023","Not declared","19","Scotland","All","All","Not main scheme application","285","280","0.982","0"
"2023","Not declared","19","Wales","All","All","Not main scheme application","155","145","0.935","0"
"2023","Does not have carer responsibility","19","Northern Ireland","All","All","Not main scheme application","350","295","0.841","10"
"2023","Does not have carer responsibility","19","England","All","All","Not main scheme application","12460","11040","0.886","410"
"2023","Does not have carer responsibility","19","Scotland","All","All","Not main scheme application","500","390","0.775","45"
"2023","Does not have carer responsibility","19","Wales","All","All","Not main scheme application","460","415","0.903","20"
"2023","Has carer responsibility","19","Northern Ireland","All","All","Not main scheme application","10","10"," ","0"
"2023","Has carer responsibility","19","England","All","All","Not main scheme application","535","470","0.882","10"
"2023","Has carer responsibility","19","Scotland","All","All","Not main scheme application","35","25","0.735","0"
"2023","Has carer responsibility","19","Wales","All","All","Not main scheme application","20","20","0.905","0"
"2023","Not declared","20","Northern Ireland","All","All","Not main scheme application","15","15","0.929","0"
"2023","Not declared","20","England","All","All","Not main scheme application","3005","2820","0.9380000000000001","15"
"2023","Not declared","20","Scotland","All","All","Not main scheme application","195","190","0.969","0"
"2023","Not declared","20","Wales","All","All","Not main scheme application","135","130","0.985","0"
"2023","Does not have carer responsibility","20","Northern Ireland","All","All","Not main scheme application","155","130","0.84","10"
"2023","Does not have carer responsibility","20","England","All","All","Not main scheme application","5160","4425","0.857","340"
"2023","Does not have carer responsibility","20","Scotland","All","All","Not main scheme application","300","235","0.789","35"
"2023","Does not have carer responsibility","20","Wales","All","All","Not main scheme application","225","195","0.862","25"
"2023","Has carer responsibility","20","Northern Ireland","All","All","Not main scheme application","5","0"," ","0"
"2023","Has carer responsibility","20","England","All","All","Not main scheme application","225","200","0.877","10"
"2023","Has carer responsibility","20","Scotland","All","All","Not main scheme application","20","15","0.727","0"
"2023","Has carer responsibility","20","Wales","All","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","21 - 24","Northern Ireland","All","All","Not main scheme application","15","10","0.846","0"
"2023","Not declared","21 - 24","England","All","All","Not main scheme application","8245","7710","0.935","25"
"2023","Not declared","21 - 24","Scotland","All","All","Not main scheme application","380","360","0.9400000000000001","5"
"2023","Not declared","21 - 24","Wales","All","All","Not main scheme application","200","195","0.965","0"
"2023","Does not have carer responsibility","21 - 24","Northern Ireland","All","All","Not main scheme application","180","135","0.754","15"
"2023","Does not have carer responsibility","21 - 24","England","All","All","Not main scheme application","6585","5260","0.799","655"
"2023","Does not have carer responsibility","21 - 24","Scotland","All","All","Not main scheme application","635","470","0.742","80"
"2023","Does not have carer responsibility","21 - 24","Wales","All","All","Not main scheme application","345","290","0.838","40"
"2023","Has carer responsibility","21 - 24","Northern Ireland","All","All","Not main scheme application","10","5"," ","0"
"2023","Has carer responsibility","21 - 24","England","All","All","Not main scheme application","375","280","0.743","30"
"2023","Has carer responsibility","21 - 24","Scotland","All","All","Not main scheme application","45","30","0.659","5"
"2023","Has carer responsibility","21 - 24","Wales","All","All","Not main scheme application","20","15","0.737","5"
"2023","Not declared","25 - 29","Northern Ireland","All","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","25 - 29","England","All","All","Not main scheme application","7285","6880","0.9440000000000001","15"
"2023","Not declared","25 - 29","Scotland","All","All","Not main scheme application","235","220","0.936","0"
"2023","Not declared","25 - 29","Wales","All","All","Not main scheme application","125","120","0.9520000000000001","0"
"2023","Does not have carer responsibility","25 - 29","Northern Ireland","All","All","Not main scheme application","60","45","0.717","5"
"2023","Does not have carer responsibility","25 - 29","England","All","All","Not main scheme application","2135","1600","0.749","310"
"2023","Does not have carer responsibility","25 - 29","Scotland","All","All","Not main scheme application","265","200","0.768","60"
"2023","Does not have carer responsibility","25 - 29","Wales","All","All","Not main scheme application","160","120","0.745","25"
"2023","Has carer responsibility","25 - 29","Northern Ireland","All","All","Not main scheme application","20","10","0.6","5"
"2023","Has carer responsibility","25 - 29","England","All","All","Not main scheme application","270","200","0.734","30"
"2023","Has carer responsibility","25 - 29","Scotland","All","All","Not main scheme application","25","15","0.654","5"
"2023","Has carer responsibility","25 - 29","Wales","All","All","Not main scheme application","20","15","0.889","0"
"2023","Not declared","30 - 34","Northern Ireland","All","All","Not main scheme application","5","5"," ","0"
"2023","Not declared","30 - 34","England","All","All","Not main scheme application","6690","6300","0.9420000000000001","10"
"2023","Not declared","30 - 34","Scotland","All","All","Not main scheme application","160","155","0.963","0"
"2023","Not declared","30 - 34","Wales","All","All","Not main scheme application","90","90","0.989","0"
"2023","Does not have carer responsibility","30 - 34","Northern Ireland","All","All","Not main scheme application","30","25","0.767","5"
"2023","Does not have carer responsibility","30 - 34","England","All","All","Not main scheme application","1260","880","0.6990000000000001","200"
"2023","Does not have carer responsibility","30 - 34","Scotland","All","All","Not main scheme application","160","95","0.61","20"
"2023","Does not have carer responsibility","30 - 34","Wales","All","All","Not main scheme application","80","65","0.788","15"
"2023","Has carer responsibility","30 - 34","Northern Ireland","All","All","Not main scheme application","10","5"," ","0"
"2023","Has carer responsibility","30 - 34","England","All","All","Not main scheme application","335","225","0.682","40"
"2023","Has carer responsibility","30 - 34","Scotland","All","All","Not main scheme application","30","20","0.71","5"
"2023","Has carer responsibility","30 - 34","Wales","All","All","Not main scheme application","15","15","0.929","10"
"2023","Not declared","35 and over","England","All","All","Not main scheme application","15670","14755","0.9420000000000001","30"
"2023","Not declared","35 and over","Scotland","All","All","Not main scheme application","365","355","0.962","0"
"2023","Not declared","35 and over","Wales","All","All","Not main scheme application","190","180","0.968","0"
"2023","Does not have carer responsibility","35 and over","Northern Ireland","All","All","Not main scheme application","30","25","0.8","5"
"2023","Does not have carer responsibility","35 and over","England","All","All","Not main scheme application","2635","1850","0.7020000000000001","585"
"2023","Does not have carer responsibility","35 and over","Scotland","All","All","Not main scheme application","285","200","0.6950000000000001","85"
"2023","Does not have carer responsibility","35 and over","Wales","All","All","Not main scheme application","125","95","0.764","25"
"2023","Has carer responsibility","35 and over","Northern Ireland","All","All","Not main scheme application","30","25","0.893","0"
"2023","Has carer responsibility","35 and over","England","All","All","Not main scheme application","1025","680","0.663","240"
"2023","Has carer responsibility","35 and over","Scotland","All","All","Not main scheme application","80","45","0.5630000000000001","25"
"2023","Has carer responsibility","35 and over","Wales","All","All","Not main scheme application","50","40","0.808","10"
"2023","Not declared","17 and under","England","All","All","Main scheme application","55","25","0.47300000000000003","0"
"2023","Not declared","17 and under","Scotland","All","All","Main scheme application","10","5"," ","0"
"2023","Does not have carer responsibility","17 and under","Northern Ireland","All","All","Main scheme application","30","20","0.594","0"
"2023","Does not have carer responsibility","17 and under","England","All","All","Main scheme application","1020","580","0.5680000000000001","0"
"2023","Does not have carer responsibility","17 and under","Scotland","All","All","Main scheme application","895","550","0.612","0"
"2023","Does not have carer responsibility","17 and under","Wales","All","All","Main scheme application","40","25","0.632","0"
"2023","Has carer responsibility","17 and under","England","All","All","Main scheme application","40","15","0.447","0"
"2023","Has carer responsibility","17 and under","Scotland","All","All","Main scheme application","50","30","0.58","0"
"2023","Not declared","18","Northern Ireland","All","All","Main scheme application","155","105","0.6900000000000001","0"
"2023","Not declared","18","England","All","All","Main scheme application","3270","2260","0.6910000000000001","0"
"2023","Not declared","18","Scotland","All","All","Main scheme application","190","155","0.812","0"
"2023","Not declared","18","Wales","All","All","Main scheme application","90","65","0.736","0"
"2023","Does not have carer responsibility","18","Northern Ireland","All","All","Main scheme application","11240","7595","0.676","0"
"2023","Does not have carer responsibility","18","England","All","All","Main scheme application","263365","185790","0.705","0"
"2023","Does not have carer responsibility","18","Scotland","All","All","Main scheme application","18160","14585","0.803","0"
"2023","Does not have carer responsibility","18","Wales","All","All","Main scheme application","11535","8915","0.773","0"
"2023","Has carer responsibility","18","Northern Ireland","All","All","Main scheme application","465","275","0.589","0"
"2023","Has carer responsibility","18","England","All","All","Main scheme application","9785","6305","0.644","0"
"2023","Has carer responsibility","18","Scotland","All","All","Main scheme application","970","745","0.768","0"
"2023","Has carer responsibility","18","Wales","All","All","Main scheme application","365","265","0.73","0"
