"Year","Served in UK armed forces status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","Has served in UK armed forces","25 - 29","England","Female","All","All","55","30","0.519","0"
"2023","Has served in UK armed forces","25 - 29","Scotland","Female","All","All","10","10"," ","0"
"2023","Has served in UK armed forces","25 - 29","Wales","Female","All","All","5","5"," ","0"
"2023","Not declared","30 - 34","Northern Ireland","Female","All","All","10","5"," ","0"
"2023","Not declared","30 - 34","England","Female","All","All","3695","3380","0.914","5"
"2023","Not declared","30 - 34","Scotland","Female","All","All","110","100","0.918","0"
"2023","Not declared","30 - 34","Wales","Female","All","All","65","60","0.9530000000000001","0"
"2023","Has not served in UK armed forces","30 - 34","Northern Ireland","Female","All","All","215","125","0.583","0"
"2023","Has not served in UK armed forces","30 - 34","England","Female","All","All","6555","4095","0.625","145"
"2023","Has not served in UK armed forces","30 - 34","Scotland","Female","All","All","1410","960","0.68","15"
"2023","Has not served in UK armed forces","30 - 34","Wales","Female","All","All","495","340","0.684","20"
"2023","Has served in UK armed forces","30 - 34","England","Female","All","All","50","35","0.68","0"
"2023","Has served in UK armed forces","30 - 34","Scotland","Female","All","All","10","10"," ","0"
"2023","Has served in UK armed forces","30 - 34","Wales","Female","All","All","5","0"," ","0"
"2023","Not declared","35 and over","Northern Ireland","Female","All","All","5","5"," ","0"
"2023","Not declared","35 and over","England","Female","All","All","9105","8300","0.911","25"
"2023","Not declared","35 and over","Scotland","Female","All","All","310","290","0.9390000000000001","0"
"2023","Not declared","35 and over","Wales","Female","All","All","150","140","0.933","0"
"2023","Has not served in UK armed forces","35 and over","Northern Ireland","Female","All","All","315","190","0.6","5"
"2023","Has not served in UK armed forces","35 and over","England","Female","All","All","14680","9225","0.629","570"
"2023","Has not served in UK armed forces","35 and over","Scotland","Female","All","All","2540","1670","0.657","70"
"2023","Has not served in UK armed forces","35 and over","Wales","Female","All","All","760","500","0.66","20"
"2023","Has served in UK armed forces","35 and over","Northern Ireland","Female","All","All","5","0"," ","0"
"2023","Has served in UK armed forces","35 and over","England","Female","All","All","135","85","0.64","0"
"2023","Has served in UK armed forces","35 and over","Scotland","Female","All","All","25","15","0.68","0"
"2023","Has served in UK armed forces","35 and over","Wales","Female","All","All","15","10"," ","0"
"2023","Not declared","17 and under","England","Male","All","All","95","80","0.8230000000000001","0"
"2023","Not declared","17 and under","Scotland","Male","All","All","100","95","0.98","0"
"2023","Not declared","17 and under","Wales","Male","All","All","10","10"," ","0"
"2023","Has not served in UK armed forces","17 and under","Northern Ireland","Male","All","All","15","10","0.75","0"
"2023","Has not served in UK armed forces","17 and under","England","Male","All","All","495","325","0.652","5"
"2023","Has not served in UK armed forces","17 and under","Scotland","Male","All","All","415","270","0.647","5"
"2023","Has not served in UK armed forces","17 and under","Wales","Male","All","All","20","10","0.579","0"
"2023","Not declared","18","Northern Ireland","Male","All","All","70","50","0.735","0"
"2023","Not declared","18","England","Male","All","All","2915","2535","0.869","5"
"2023","Not declared","18","Scotland","Male","All","All","275","265","0.96","0"
"2023","Not declared","18","Wales","Male","All","All","95","80","0.882","0"
"2023","Has not served in UK armed forces","18","Northern Ireland","Male","All","All","4920","3575","0.727","0"
"2023","Has not served in UK armed forces","18","England","Male","All","All","122700","101570","0.8280000000000001","145"
"2023","Has not served in UK armed forces","18","Scotland","Male","All","All","7900","6680","0.846","15"
"2023","Has not served in UK armed forces","18","Wales","Male","All","All","4975","4225","0.849","10"
"2023","Has served in UK armed forces","18","Northern Ireland","Male","All","All","5","0"," ","0"
"2023","Has served in UK armed forces","18","England","Male","All","All","35","30","0.8","0"
"2023","Has served in UK armed forces","18","Scotland","Male","All","All","5","0"," ","0"
"2023","Not declared","19","Northern Ireland","Male","All","All","25","25","0.852","0"
"2023","Not declared","19","England","Male","All","All","2525","2290","0.907","10"
"2023","Not declared","19","Scotland","Male","All","All","180","175","0.972","0"
"2023","Not declared","19","Wales","Male","All","All","95","85","0.914","0"
"2023","Has not served in UK armed forces","19","Northern Ireland","Male","All","All","860","650","0.756","5"
"2023","Has not served in UK armed forces","19","England","Male","All","All","31950","26535","0.8310000000000001","220"
"2023","Has not served in UK armed forces","19","Scotland","Male","All","All","2510","2005","0.8","25"
"2023","Has not served in UK armed forces","19","Wales","Male","All","All","1320","1140","0.865","10"
"2023","Has served in UK armed forces","19","Northern Ireland","Male","All","All","5","5"," ","0"
"2023","Has served in UK armed forces","19","England","Male","All","All","55","45","0.855","0"
"2023","Has served in UK armed forces","19","Wales","Male","All","All","5","5"," ","0"
"2023","Not declared","20","Northern Ireland","Male","All","All","15","15","0.9410000000000001","0"
"2023","Not declared","20","England","Male","All","All","1810","1615","0.893","10"
"2023","Not declared","20","Scotland","Male","All","All","120","110","0.9490000000000001","0"
"2023","Not declared","20","Wales","Male","All","All","85","80","0.9530000000000001","0"
"2023","Has not served in UK armed forces","20","Northern Ireland","Male","All","All","430","310","0.718","5"
"2023","Has not served in UK armed forces","20","England","Male","All","All","11500","9010","0.783","185"
"2023","Has not served in UK armed forces","20","Scotland","Male","All","All","1210","930","0.767","20"
"2023","Has not served in UK armed forces","20","Wales","Male","All","All","545","450","0.8290000000000001","10"
"2023","Has served in UK armed forces","20","England","Male","All","All","45","30","0.705","0"
"2023","Has served in UK armed forces","20","Scotland","Male","All","All","5","5"," ","0"
"2023","Has served in UK armed forces","20","Wales","Male","All","All","5","5"," ","0"
"2023","Not declared","21 - 24","Northern Ireland","Male","All","All","20","15","0.619","0"
"2023","Not declared","21 - 24","England","Male","All","All","4705","4235","0.9","15"
"2023","Not declared","21 - 24","Scotland","Male","All","All","240","210","0.876","0"
"2023","Not declared","21 - 24","Wales","Male","All","All","105","95","0.923","0"
"2023","Has not served in UK armed forces","21 - 24","Northern Ireland","Male","All","All","580","400","0.6890000000000001","10"
"2023","Has not served in UK armed forces","21 - 24","England","Male","All","All","14155","10015","0.707","310"
"2023","Has not served in UK armed forces","21 - 24","Scotland","Male","All","All","2405","1705","0.708","30"
"2023","Has not served in UK armed forces","21 - 24","Wales","Male","All","All","895","680","0.756","20"
"2023","Has served in UK armed forces","21 - 24","Northern Ireland","Male","All","All","5","0"," ","0"
"2023","Has served in UK armed forces","21 - 24","England","Male","All","All","170","125","0.734","0"
"2023","Has served in UK armed forces","21 - 24","Scotland","Male","All","All","15","10"," ","0"
"2023","Has served in UK armed forces","21 - 24","Wales","Male","All","All","15","10"," ","0"
"2023","Not declared","25 - 29","Northern Ireland","Male","All","All","5","5"," ","0"
"2023","Not declared","25 - 29","England","Male","All","All","3955","3600","0.91","5"
"2023","Not declared","25 - 29","Scotland","Male","All","All","115","100","0.872","0"
"2023","Not declared","25 - 29","Wales","Male","All","All","50","45","0.904","0"
"2023","Has not served in UK armed forces","25 - 29","Northern Ireland","Male","All","All","175","85","0.483","5"
"2023","Has not served in UK armed forces","25 - 29","England","Male","All","All","4765","3115","0.654","145"
"2023","Has not served in UK armed forces","25 - 29","Scotland","Male","All","All","1190","780","0.654","25"
"2023","Has not served in UK armed forces","25 - 29","Wales","Male","All","All","345","240","0.6970000000000001","10"
"2023","Has served in UK armed forces","25 - 29","Northern Ireland","Male","All","All","5","5"," ","0"
"2023","Has served in UK armed forces","25 - 29","England","Male","All","All","145","95","0.664","0"
"2023","Has served in UK armed forces","25 - 29","Scotland","Male","All","All","30","20","0.759","0"
"2023","Has served in UK armed forces","25 - 29","Wales","Male","All","All","15","15","0.765","0"
"2023","Not declared","30 - 34","Northern Ireland","Male","All","All","5","0"," ","0"
"2023","Not declared","30 - 34","England","Male","All","All","3625","3305","0.911","0"
"2023","Not declared","30 - 34","Scotland","Male","All","All","80","70","0.878","0"
"2023","Not declared","30 - 34","Wales","Male","All","All","35","35","0.971","0"
"2023","Has not served in UK armed forces","30 - 34","Northern Ireland","Male","All","All","65","40","0.5670000000000001","0"
"2023","Has not served in UK armed forces","30 - 34","England","Male","All","All","2540","1535","0.605","90"
"2023","Has not served in UK armed forces","30 - 34","Scotland","Male","All","All","620","390","0.628","10"
"2023","Has not served in UK armed forces","30 - 34","Wales","Male","All","All","155","105","0.682","5"
"2023","Has served in UK armed forces","30 - 34","England","Male","All","All","115","70","0.605","5"
"2023","Has served in UK armed forces","30 - 34","Scotland","Male","All","All","25","15","0.667","0"
"2023","Has served in UK armed forces","30 - 34","Wales","Male","All","All","5","5"," ","0"
"2023","Not declared","35 and over","Northern Ireland","Male","All","All","5","0"," ","0"
"2023","Not declared","35 and over","England","Male","All","All","8320","7580","0.911","15"
"2023","Not declared","35 and over","Scotland","Male","All","All","110","100","0.927","0"
