"Year","Domicile UK International","Domicile","Domicile named country","Age group","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2020","International","Not EU","Cameroon","35 and over","All","5","0"," "
"2021","International","Not EU","Cameroon","35 and over","All","15","0"," "
"2022","International","Not EU","Cameroon","35 and over","All","10","0"," "
"2023","International","Not EU","Cameroon","35 and over","All","5","0"," "
"2019","International","Not EU","Canada","35 and over","All","10","0"," "
"2020","International","Not EU","Canada","35 and over","All","5","0"," "
"2021","International","Not EU","Canada","35 and over","All","5","0"," "
"2022","International","Not EU","Canada","35 and over","All","5","0"," "
"2023","International","Not EU","Canada","35 and over","All","15","0"," "
"2020","International","Not EU","Sri Lanka","35 and over","All","5","0"," "
"2022","International","Not EU","Sri Lanka","35 and over","All","5","0"," "
"2023","International","Not EU","Sri Lanka","35 and over","All","5","0"," "
"2022","International","Not EU","Ecuador","35 and over","All","5","0"," "
"2023","International","Not EU","Gambia","35 and over","All","5","0"," "
"2019","International","Not EU","Ghana","35 and over","All","10","0"," "
"2020","International","Not EU","Ghana","35 and over","All","20","5"," "
"2021","International","Not EU","Ghana","35 and over","All","40","0"," "
"2022","International","Not EU","Ghana","35 and over","All","75","5"," "
"2023","International","Not EU","Ghana","35 and over","All","70","5"," "
"2022","International","Not EU","Grenada","35 and over","All","5","0"," "
"2020","International","Not EU","Hong Kong","35 and over","All","5","5"," "
"2021","International","Not EU","Hong Kong","35 and over","All","20","5"," "
"2022","International","Not EU","Hong Kong","35 and over","All","10","5"," "
"2019","International","Not EU","India","35 and over","All","20","0"," "
"2020","International","Not EU","India","35 and over","All","15","5"," "
"2021","International","Not EU","India","35 and over","All","35","5"," "
"2022","International","Not EU","India","35 and over","All","15","0"," "
"2023","International","Not EU","India","35 and over","All","10","0"," "
"2021","International","Not EU","Iran, Islamic Republic of","35 and over","All","5","0"," "
"2022","International","Not EU","Iran, Islamic Republic of","35 and over","All","5","0"," "
"2023","International","Not EU","Iran, Islamic Republic of","35 and over","All","5","0"," "
"2019","International","Not EU","Jamaica","35 and over","All","5","5"," "
"2019","International","Not EU","Japan","35 and over","All","5","0"," "
"2020","International","Not EU","Kenya","35 and over","All","5","0"," "
"2021","International","Not EU","Kenya","35 and over","All","20","0"," "
"2022","International","Not EU","Kenya","35 and over","All","15","5"," "
"2023","International","Not EU","Kenya","35 and over","All","10","0"," "
"2019","International","Not EU","Korea, Republic of","35 and over","All","5","0"," "
"2021","International","Not EU","Korea, Republic of","35 and over","All","5","0"," "
"2022","International","Not EU","Korea, Republic of","35 and over","All","5","0"," "
"2023","International","Not EU","Korea, Republic of","35 and over","All","5","0"," "
"2022","International","Not EU","Kuwait","35 and over","All","5","0"," "
"2020","International","Not EU","Lebanon","35 and over","All","5","0"," "
"2022","International","Not EU","Liberia","35 and over","All","5","0"," "
"2023","International","Not EU","Liberia","35 and over","All","5","0"," "
"2020","International","Not EU","Malawi","35 and over","All","5","0"," "
"2020","International","Not EU","Malaysia","35 and over","All","5","0"," "
"2022","International","Not EU","Malaysia","35 and over","All","10","0"," "
"2020","International","Not EU","Mauritius","35 and over","All","5","0"," "
"2023","International","Not EU","Mauritius","35 and over","All","5","0"," "
"2019","International","Not EU","Oman","35 and over","All","5","0"," "
"2023","International","Not EU","Oman","35 and over","All","5","5"," "
"2023","International","Not EU","New Zealand","35 and over","All","5","0"," "
"2019","International","Not EU","Nigeria","35 and over","All","230","35","0.157"
"2020","International","Not EU","Nigeria","35 and over","All","505","95","0.184"
"2021","International","Not EU","Nigeria","35 and over","All","915","135","0.148"
"2022","International","Not EU","Nigeria","35 and over","All","1580","210","0.132"
"2023","International","Not EU","Nigeria","35 and over","All","1255","165","0.131"
"2019","International","Not EU","Norway","35 and over","All","5","0"," "
"2020","International","Not EU","Norway","35 and over","All","10","0"," "
"2021","International","Not EU","Norway","35 and over","All","15","0"," "
"2022","International","Not EU","Norway","35 and over","All","15","0"," "
"2020","International","Not EU","Pakistan","35 and over","All","10","0"," "
"2022","International","Not EU","Pakistan","35 and over","All","5","0"," "
"2023","International","Not EU","Pakistan","35 and over","All","5","0"," "
"2021","International","Not EU","Philippines","35 and over","All","10","0"," "
"2023","International","Not EU","Philippines","35 and over","All","10","0"," "
"2019","International","Not EU","Qatar","35 and over","All","5","0"," "
"2022","International","Not EU","Qatar","35 and over","All","5","0"," "
"2023","International","Not EU","Qatar","35 and over","All","20","0"," "
"2019","International","Not EU","Zimbabwe","35 and over","All","105","15","0.133"
"2020","International","Not EU","Zimbabwe","35 and over","All","125","25","0.192"
"2021","International","Not EU","Zimbabwe","35 and over","All","160","25","0.14400000000000002"
"2022","International","Not EU","Zimbabwe","35 and over","All","115","5"," "
"2023","International","Not EU","Zimbabwe","35 and over","All","105","10","0.095"
"2020","International","Not EU","Saudi Arabia","35 and over","All","5","0"," "
"2021","International","Not EU","Saudi Arabia","35 and over","All","5","0"," "
"2022","International","Not EU","Saudi Arabia","35 and over","All","10","0"," "
"2023","International","Not EU","Saudi Arabia","35 and over","All","15","0"," "
"2023","International","Not EU","Sierra Leone","35 and over","All","5","0"," "
"2021","International","Not EU","Singapore","35 and over","All","5","0"," "
"2022","International","Not EU","Singapore","35 and over","All","5","0"," "
"2023","International","Not EU","Singapore","35 and over","All","5","0"," "
"2019","International","Not EU","South Africa","35 and over","All","10","0"," "
"2020","International","Not EU","South Africa","35 and over","All","20","5"," "
"2021","International","Not EU","South Africa","35 and over","All","45","5"," "
"2022","International","Not EU","South Africa","35 and over","All","95","5"," "
"2023","International","Not EU","South Africa","35 and over","All","55","5"," "
"2021","International","Not EU","Switzerland","35 and over","All","5","5"," "
"2023","International","Not EU","Switzerland","35 and over","All","5","0"," "
"2019","International","Not EU","Tanzania, United Republic of","35 and over","All","5","0"," "
"2023","International","Not EU","Tanzania, United Republic of","35 and over","All","5","0"," "
"2023","International","Not EU","Thailand","35 and over","All","5","0"," "
"2020","International","Not EU","Trinidad and Tobago","35 and over","All","10","0"," "
"2021","International","Not EU","Trinidad and Tobago","35 and over","All","5","0"," "
"2022","International","Not EU","Trinidad and Tobago","35 and over","All","10","0"," "
"2023","International","Not EU","Trinidad and Tobago","35 and over","All","5","0"," "
"2019","International","Not EU","United Arab Emirates","35 and over","All","5","0"," "
"2020","International","Not EU","United Arab Emirates","35 and over","All","15","5"," "
"2021","International","Not EU","United Arab Emirates","35 and over","All","15","5"," "
"2022","International","Not EU","United Arab Emirates","35 and over","All","15","0"," "
"2023","International","Not EU","United Arab Emirates","35 and over","All","10","0"," "
"2021","International","Not EU","Turkey","35 and over","All","5","0"," "
"2023","International","Not EU","Turkey","35 and over","All","5","0"," "
"2019","International","Not EU","Uganda","35 and over","All","5","0"," "
"2022","International","Not EU","Uganda","35 and over","All","10","0"," "
"2023","International","Not EU","Uganda","35 and over","All","10","0"," "
"2022","International","Not EU","Egypt","35 and over","All","5","0"," "
"2023","International","Not EU","Egypt","35 and over","All","5","0"," "
"2019","International","Not EU","United States of America","35 and over","All","15","5"," "
"2020","International","Not EU","United States of America","35 and over","All","15","0"," "
"2021","International","Not EU","United States of America","35 and over","All","25","0"," "
"2019","International","Not EU","British Virgin Islands","35 and over","All","5","0"," "
"2021","International","Not EU","British Virgin Islands","35 and over","All","5","0"," "
"2023","International","Not EU","British Virgin Islands","35 and over","All","5","0"," "
"2020","International","Not EU","Zambia","35 and over","All","5","0"," "
"2021","International","Not EU","Zambia","35 and over","All","5","0"," "
"2019","International","Not EU","Not Known","35 and over","All","5","0"," "
"2020","International","Not EU","Not Known","35 and over","All","20","5"," "
"2021","International","Not EU","Not Known","35 and over","All","15","5"," "
"2022","International","Not EU","Not Known","35 and over","All","5","5"," "
"2019","International","Not EU","Namibia","35 and over","All","5","0"," "
"2022","International","Not EU","Namibia","35 and over","All","5","0"," "
"2022","International","Not EU","Turks and Caicos Islands","35 and over","All","5","0"," "
"2019","International","Not EU","British Antarctic Territory","35 and over","All","10","5"," "
"2020","International","Not EU","British Antarctic Territory","35 and over","All","10","0"," "
"2021","International","Not EU","British Antarctic Territory","35 and over","All","5","0"," "
"2023","International","Not EU","Niue","35 and over","All","5","0"," "
"2019","UK","Northern Ireland","All","17 and under","All","15","5"," "
"2020","UK","Northern Ireland","All","17 and under","All","5","0"," "
"2021","UK","Northern Ireland","All","17 and under","All","10","0"," "
"2022","UK","Northern Ireland","All","17 and under","All","10","5"," "
"2019","UK","England","All","17 and under","All","40","15","0.35000000000000003"
"2020","UK","England","All","17 and under","All","35","15","0.4"
"2021","UK","England","All","17 and under","All","55","10"," "
"2022","UK","England","All","17 and under","All","85","15","0.2"
"2023","UK","England","All","17 and under","All","105","20","0.19"
"2019","UK","Scotland","All","17 and under","All","145","60","0.41400000000000003"
"2020","UK","Scotland","All","17 and under","All","165","60","0.364"
"2021","UK","Scotland","All","17 and under","All","225","65","0.28400000000000003"
"2022","UK","Scotland","All","17 and under","All","230","105","0.452"
"2023","UK","Scotland","All","17 and under","All","155","80","0.529"
"2023","UK","Wales","All","17 and under","All","5","0"," "
"2019","International","Not EU","All","17 and under","All","70","10","0.14300000000000002"
"2020","International","Not EU","All","17 and under","All","140","30","0.229"
"2021","International","Not EU","All","17 and under","All","220","45","0.2"
"2022","International","Not EU","All","17 and under","All","440","55","0.13"
"2023","International","Not EU","All","17 and under","All","445","45","0.101"
"2019","International","EU (excluding UK)","All","17 and under","All","210","50","0.23800000000000002"
"2020","International","EU (excluding UK)","All","17 and under","All","165","50","0.297"
"2021","International","EU (excluding UK)","All","17 and under","All","190","35","0.184"
"2022","International","EU (excluding UK)","All","17 and under","All","185","45","0.232"
"2023","International","EU (excluding UK)","All","17 and under","All","125","50","0.384"
"2019","UK","Northern Ireland","All","18","All","3250","935","0.28700000000000003"
"2020","UK","Northern Ireland","All","18","All","3245","1165","0.36"
"2021","UK","Northern Ireland","All","18","All","4025","1485","0.368"
"2022","UK","Northern Ireland","All","18","All","3785","1340","0.354"
"2023","UK","Northern Ireland","All","18","All","2960","1165","0.394"
"2019","UK","England","All","18","All","25565","12325","0.482"
"2020","UK","England","All","18","All","27680","14230","0.514"
"2021","UK","England","All","18","All","35930","18375","0.511"
"2022","UK","England","All","18","All","36905","17215","0.466"
"2023","UK","England","All","18","All","29395","15325","0.521"
"2019","UK","Scotland","All","18","All","4180","1885","0.451"
"2020","UK","Scotland","All","18","All","3880","1745","0.45"
"2021","UK","Scotland","All","18","All","4730","1985","0.42"
"2022","UK","Scotland","All","18","All","4520","1950","0.432"
"2023","UK","Scotland","All","18","All","3335","1860","0.558"
"2019","UK","Wales","All","18","All","1950","795","0.40900000000000003"
"2020","UK","Wales","All","18","All","2200","905","0.41200000000000003"
"2021","UK","Wales","All","18","All","2530","1055","0.417"
"2022","UK","Wales","All","18","All","2455","1005","0.40900000000000003"
"2023","UK","Wales","All","18","All","1750","880","0.502"
"2019","International","Not EU","All","18","All","380","135","0.353"
"2020","International","Not EU","All","18","All","485","170","0.355"
"2021","International","Not EU","All","18","All","790","170","0.213"
"2022","International","Not EU","All","18","All","1235","230","0.188"
"2023","International","Not EU","All","18","All","1175","270","0.231"
"2019","International","EU (excluding UK)","All","18","All","800","195","0.243"
"2020","International","EU (excluding UK)","All","18","All","970","305","0.313"
"2021","International","EU (excluding UK)","All","18","All","1020","280","0.276"
"2022","International","EU (excluding UK)","All","18","All","885","225","0.256"
"2023","International","EU (excluding UK)","All","18","All","710","310","0.438"
"2019","UK","Northern Ireland","All","19","All","1370","420","0.308"
"2020","UK","Northern Ireland","All","19","All","1340","580","0.433"
"2021","UK","Northern Ireland","All","19","All","1455","505","0.34600000000000003"
"2022","UK","Northern Ireland","All","19","All","1095","360","0.329"
"2023","UK","Northern Ireland","All","19","All","815","275","0.337"
"2019","UK","England","All","19","All","11925","4920","0.41200000000000003"
"2020","UK","England","All","19","All","11505","5120","0.445"
"2021","UK","England","All","19","All","13580","5845","0.43"
"2022","UK","England","All","19","All","13680","5100","0.373"
"2023","UK","England","All","19","All","11170","4680","0.419"
"2019","UK","Scotland","All","19","All","1815","785","0.433"
"2020","UK","Scotland","All","19","All","1850","770","0.417"
"2021","UK","Scotland","All","19","All","1960","785","0.399"
"2022","UK","Scotland","All","19","All","1685","655","0.388"
"2023","UK","Scotland","All","19","All","1560","780","0.5"
"2019","UK","Wales","All","19","All","1220","495","0.404"
"2020","UK","Wales","All","19","All","960","395","0.41400000000000003"
"2021","UK","Wales","All","19","All","1025","420","0.41000000000000003"
"2022","UK","Wales","All","19","All","920","370","0.4"
"2023","UK","Wales","All","19","All","635","285","0.447"
"2019","International","Not EU","All","19","All","275","75","0.265"
"2020","International","Not EU","All","19","All","400","115","0.28500000000000003"
"2021","International","Not EU","All","19","All","710","120","0.17"
"2022","International","Not EU","All","19","All","1650","240","0.147"
"2023","International","Not EU","All","19","All","1295","270","0.21"
"2019","International","EU (excluding UK)","All","19","All","1185","380","0.322"
"2020","International","EU (excluding UK)","All","19","All","1105","375","0.34"
"2021","International","EU (excluding UK)","All","19","All","1160","350","0.3"
"2022","International","EU (excluding UK)","All","19","All","790","225","0.28200000000000003"
"2023","International","EU (excluding UK)","All","19","All","650","240","0.368"
"2019","UK","Northern Ireland","All","20","All","700","180","0.257"
"2020","UK","Northern Ireland","All","20","All","680","260","0.379"
"2021","UK","Northern Ireland","All","20","All","630","195","0.306"
"2022","UK","Northern Ireland","All","20","All","640","230","0.358"
"2023","UK","Northern Ireland","All","20","All","505","190","0.378"
"2019","UK","England","All","20","All","6445","2580","0.4"
"2020","UK","England","All","20","All","7005","3005","0.429"
"2021","UK","England","All","20","All","7805","3215","0.41200000000000003"
"2022","UK","England","All","20","All","7315","2630","0.36"
"2023","UK","England","All","20","All","6850","2685","0.392"
"2019","UK","Scotland","All","20","All","1060","360","0.339"
"2020","UK","Scotland","All","20","All","1090","415","0.381"
"2021","UK","Scotland","All","20","All","1195","465","0.387"
"2022","UK","Scotland","All","20","All","1070","430","0.404"
"2023","UK","Scotland","All","20","All","780","335","0.432"
"2019","UK","Wales","All","20","All","515","185","0.359"
"2020","UK","Wales","All","20","All","495","185","0.378"
"2021","UK","Wales","All","20","All","620","225","0.366"
"2022","UK","Wales","All","20","All","400","165","0.41000000000000003"
"2023","UK","Wales","All","20","All","385","150","0.392"
"2019","International","Not EU","All","20","All","190","50","0.258"
"2020","International","Not EU","All","20","All","275","70","0.258"
"2021","International","Not EU","All","20","All","465","95","0.209"
"2022","International","Not EU","All","20","All","780","125","0.158"
"2023","International","Not EU","All","20","All","840","120","0.14400000000000002"
"2019","International","EU (excluding UK)","All","20","All","650","195","0.297"
"2020","International","EU (excluding UK)","All","20","All","615","195","0.317"
"2021","International","EU (excluding UK)","All","20","All","605","185","0.304"
"2022","International","EU (excluding UK)","All","20","All","505","135","0.271"
"2023","International","EU (excluding UK)","All","20","All","325","100","0.311"
"2019","UK","Northern Ireland","All","21 - 24","All","1190","360","0.301"
"2020","UK","Northern Ireland","All","21 - 24","All","1035","410","0.396"
"2021","UK","Northern Ireland","All","21 - 24","All","1355","405","0.297"
"2022","UK","Northern Ireland","All","21 - 24","All","965","340","0.35100000000000003"
"2023","UK","Northern Ireland","All","21 - 24","All","785","315","0.4"
"2019","UK","England","All","21 - 24","All","13315","5140","0.386"
"2020","UK","England","All","21 - 24","All","14500","6275","0.433"
"2021","UK","England","All","21 - 24","All","17455","7440","0.426"
"2022","UK","England","All","21 - 24","All","15035","5625","0.374"
"2023","UK","England","All","21 - 24","All","11755","4495","0.382"
"2019","UK","Scotland","All","21 - 24","All","2615","955","0.366"
"2020","UK","Scotland","All","21 - 24","All","2885","1080","0.375"
"2021","UK","Scotland","All","21 - 24","All","3230","1140","0.353"
"2022","UK","Scotland","All","21 - 24","All","2845","1085","0.381"
"2023","UK","Scotland","All","21 - 24","All","2325","1050","0.452"
"2019","UK","Wales","All","21 - 24","All","1135","480","0.423"
"2020","UK","Wales","All","21 - 24","All","1245","500","0.401"
"2021","UK","Wales","All","21 - 24","All","1350","550","0.40900000000000003"
"2022","UK","Wales","All","21 - 24","All","955","360","0.378"
"2023","UK","Wales","All","21 - 24","All","685","270","0.393"
"2019","International","Not EU","All","21 - 24","All","495","90","0.182"
"2020","International","Not EU","All","21 - 24","All","660","145","0.221"
"2021","International","Not EU","All","21 - 24","All","1090","190","0.176"
"2022","International","Not EU","All","21 - 24","All","1655","220","0.132"
"2023","International","Not EU","All","21 - 24","All","1875","285","0.151"
"2019","International","EU (excluding UK)","All","21 - 24","All","625","175","0.277"
"2020","International","EU (excluding UK)","All","21 - 24","All","605","175","0.289"
"2021","International","EU (excluding UK)","All","21 - 24","All","770","220","0.28600000000000003"
"2022","International","EU (excluding UK)","All","21 - 24","All","470","105","0.219"
"2023","International","EU (excluding UK)","All","21 - 24","All","440","140","0.314"
"2019","UK","Northern Ireland","All","25 - 29","All","625","200","0.318"
"2020","UK","Northern Ireland","All","25 - 29","All","530","215","0.406"
"2021","UK","Northern Ireland","All","25 - 29","All","710","200","0.28300000000000003"
"2022","UK","Northern Ireland","All","25 - 29","All","465","145","0.312"
"2023","UK","Northern Ireland","All","25 - 29","All","410","170","0.41200000000000003"
"2019","UK","England","All","25 - 29","All","10280","4070","0.396"
"2020","UK","England","All","25 - 29","All","12070","5425","0.449"
"2021","UK","England","All","25 - 29","All","15610","6790","0.435"
"2022","UK","England","All","25 - 29","All","11940","4795","0.402"
"2023","UK","England","All","25 - 29","All","8980","3555","0.396"
"2019","UK","Scotland","All","25 - 29","All","2160","865","0.401"
"2020","UK","Scotland","All","25 - 29","All","2695","1060","0.393"
"2021","UK","Scotland","All","25 - 29","All","3305","1255","0.38"
"2022","UK","Scotland","All","25 - 29","All","2635","1100","0.417"
"2023","UK","Scotland","All","25 - 29","All","1870","870","0.466"
"2019","UK","Wales","All","25 - 29","All","980","445","0.454"
"2020","UK","Wales","All","25 - 29","All","1110","505","0.457"
"2021","UK","Wales","All","25 - 29","All","1135","505","0.446"
"2022","UK","Wales","All","25 - 29","All","970","435","0.449"
"2023","UK","Wales","All","25 - 29","All","570","230","0.4"
"2019","International","Not EU","All","25 - 29","All","490","90","0.188"
"2020","International","Not EU","All","25 - 29","All","760","170","0.221"
"2021","International","Not EU","All","25 - 29","All","1340","205","0.154"
"2022","International","Not EU","All","25 - 29","All","2205","335","0.151"
"2023","International","Not EU","All","25 - 29","All","2265","390","0.17200000000000001"
"2019","International","EU (excluding UK)","All","25 - 29","All","165","50","0.309"
"2020","International","EU (excluding UK)","All","25 - 29","All","250","70","0.28"
"2021","International","EU (excluding UK)","All","25 - 29","All","230","50","0.209"
"2022","International","EU (excluding UK)","All","25 - 29","All","150","35","0.247"
"2023","International","EU (excluding UK)","All","25 - 29","All","115","25","0.2"
"2019","UK","Northern Ireland","All","30 - 34","All","415","140","0.342"
"2020","UK","Northern Ireland","All","30 - 34","All","335","140","0.41200000000000003"
"2021","UK","Northern Ireland","All","30 - 34","All","430","150","0.34900000000000003"
"2022","UK","Northern Ireland","All","30 - 34","All","405","140","0.341"
"2023","UK","Northern Ireland","All","30 - 34","All","285","95","0.326"
"2019","UK","England","All","30 - 34","All","7340","2950","0.402"
"2020","UK","England","All","30 - 34","All","9535","4125","0.433"
"2021","UK","England","All","30 - 34","All","12085","5110","0.423"
"2022","UK","England","All","30 - 34","All","10700","4265","0.399"
"2023","UK","England","All","30 - 34","All","8135","3115","0.383"
"2019","UK","Scotland","All","30 - 34","All","1495","585","0.391"
"2020","UK","Scotland","All","30 - 34","All","1700","655","0.385"
"2021","UK","Scotland","All","30 - 34","All","2230","850","0.38"
"2022","UK","Scotland","All","30 - 34","All","2055","810","0.395"
"2023","UK","Scotland","All","30 - 34","All","1400","700","0.499"
"2019","UK","Wales","All","30 - 34","All","590","280","0.47800000000000004"
"2020","UK","Wales","All","30 - 34","All","705","320","0.452"
"2021","UK","Wales","All","30 - 34","All","755","325","0.432"
"2022","UK","Wales","All","30 - 34","All","675","275","0.41000000000000003"
"2023","UK","Wales","All","30 - 34","All","460","220","0.47400000000000003"
"2019","International","Not EU","All","30 - 34","All","365","75","0.20800000000000002"
"2020","International","Not EU","All","30 - 34","All","645","135","0.20600000000000002"
"2021","International","Not EU","All","30 - 34","All","1095","175","0.158"
"2022","International","Not EU","All","30 - 34","All","1685","235","0.138"
"2023","International","Not EU","All","30 - 34","All","1650","225","0.136"
"2019","International","EU (excluding UK)","All","30 - 34","All","75","10","0.147"
"2020","International","EU (excluding UK)","All","30 - 34","All","90","25","0.3"
"2021","International","EU (excluding UK)","All","30 - 34","All","80","15","0.213"
"2022","International","EU (excluding UK)","All","30 - 34","All","55","5"," "
"2023","International","EU (excluding UK)","All","30 - 34","All","35","10"," "
"2019","UK","Northern Ireland","All","35 and over","All","460","150","0.328"
"2020","UK","Northern Ireland","All","35 and over","All","370","170","0.454"
"2021","UK","Northern Ireland","All","35 and over","All","465","125","0.265"
"2022","UK","Northern Ireland","All","35 and over","All","505","180","0.36"
"2023","UK","Northern Ireland","All","35 and over","All","360","140","0.383"
"2019","UK","England","All","35 and over","All","19645","6595","0.336"
"2020","UK","England","All","35 and over","All","27995","10565","0.377"
"2021","UK","England","All","35 and over","All","32720","11175","0.341"
"2022","UK","England","All","35 and over","All","31805","10100","0.318"
"2023","UK","England","All","35 and over","All","29045","9720","0.335"
"2019","UK","Scotland","All","35 and over","All","2470","925","0.374"
"2020","UK","Scotland","All","35 and over","All","3080","1170","0.38"
"2021","UK","Scotland","All","35 and over","All","3410","1285","0.377"
"2022","UK","Scotland","All","35 and over","All","3140","1320","0.42"
"2023","UK","Scotland","All","35 and over","All","2800","1305","0.467"
"2019","UK","Wales","All","35 and over","All","835","340","0.41000000000000003"
"2020","UK","Wales","All","35 and over","All","940","385","0.40700000000000003"
"2021","UK","Wales","All","35 and over","All","1000","445","0.447"
"2022","UK","Wales","All","35 and over","All","910","390","0.427"
"2023","UK","Wales","All","35 and over","All","695","305","0.44"
"2019","International","Not EU","All","35 and over","All","480","80","0.169"
"2020","International","Not EU","All","35 and over","All","835","155","0.188"
"2021","International","Not EU","All","35 and over","All","1400","200","0.14300000000000002"
"2022","International","Not EU","All","35 and over","All","2080","260","0.125"
"2023","International","Not EU","All","35 and over","All","1690","205","0.122"
"2019","International","EU (excluding UK)","All","35 and over","All","155","40","0.265"
"2020","International","EU (excluding UK)","All","35 and over","All","185","35","0.2"
"2021","International","EU (excluding UK)","All","35 and over","All","120","25","0.192"
"2022","International","EU (excluding UK)","All","35 and over","All","110","10","0.1"
"2023","International","EU (excluding UK)","All","35 and over","All","110","25","0.23600000000000002"
"2019","UK","All","All","17 and under","All","200","75","0.385"
"2020","UK","All","All","17 and under","All","205","75","0.366"
"2021","UK","All","All","17 and under","All","290","70","0.248"
"2022","UK","All","All","17 and under","All","320","125","0.391"
"2023","UK","All","All","17 and under","All","270","100","0.378"
"2019","International","All","All","17 and under","All","280","60","0.214"
"2020","International","All","All","17 and under","All","305","80","0.266"
"2021","International","All","All","17 and under","All","410","80","0.193"
"2022","International","All","All","17 and under","All","625","100","0.16"
"2023","International","All","All","17 and under","All","575","95","0.162"
"2019","UK","All","All","18","All","34945","15940","0.456"
"2020","UK","All","All","18","All","37010","18050","0.488"
"2021","UK","All","All","18","All","47220","22900","0.485"
"2022","UK","All","All","18","All","47665","21515","0.451"
"2023","UK","All","All","18","All","37440","19230","0.514"
"2019","International","All","All","18","All","1180","330","0.278"
"2020","International","All","All","18","All","1455","475","0.327"
"2021","International","All","All","18","All","1815","450","0.248"
"2022","International","All","All","18","All","2120","460","0.217"
"2023","International","All","All","18","All","1885","585","0.309"
"2019","UK","All","All","19","All","16330","6620","0.405"
"2020","UK","All","All","19","All","15655","6870","0.439"
"2021","UK","All","All","19","All","18020","7550","0.419"
"2022","UK","All","All","19","All","17375","6485","0.373"
"2023","UK","All","All","19","All","14185","6020","0.424"
"2019","International","All","All","19","All","1460","455","0.311"
"2020","International","All","All","19","All","1505","490","0.326"
"2021","International","All","All","19","All","1865","470","0.251"
"2022","International","All","All","19","All","2440","465","0.191"
"2023","International","All","All","19","All","1945","510","0.263"
"2019","UK","All","All","20","All","8720","3300","0.379"
"2020","UK","All","All","20","All","9270","3865","0.417"
"2021","UK","All","All","20","All","10250","4100","0.4"
"2022","UK","All","All","20","All","9425","3455","0.367"
"2023","UK","All","All","20","All","8520","3360","0.395"
"2019","International","All","All","20","All","840","240","0.28800000000000003"
"2020","International","All","All","20","All","890","265","0.299"
"2021","International","All","All","20","All","1070","280","0.263"
"2022","International","All","All","20","All","1285","260","0.202"
"2023","International","All","All","20","All","1165","220","0.191"
"2019","UK","All","All","21 - 24","All","18255","6935","0.38"
"2020","UK","All","All","21 - 24","All","19660","8265","0.42"
"2021","UK","All","All","21 - 24","All","23385","9535","0.40800000000000003"
"2022","UK","All","All","21 - 24","All","19795","7410","0.374"
"2023","UK","All","All","21 - 24","All","15550","6130","0.394"
"2019","International","All","All","21 - 24","All","1120","265","0.23500000000000001"
"2020","International","All","All","21 - 24","All","1265","320","0.254"
"2021","International","All","All","21 - 24","All","1860","410","0.222"
"2022","International","All","All","21 - 24","All","2125","320","0.151"
"2023","International","All","All","21 - 24","All","2315","420","0.182"
"2019","UK","All","All","25 - 29","All","14045","5580","0.397"
"2020","UK","All","All","25 - 29","All","16410","7205","0.439"
"2021","UK","All","All","25 - 29","All","20755","8750","0.422"
"2022","UK","All","All","25 - 29","All","16015","6475","0.404"
"2023","UK","All","All","25 - 29","All","11830","4825","0.40800000000000003"
"2019","International","All","All","25 - 29","All","650","145","0.22"
"2020","International","All","All","25 - 29","All","1010","240","0.23600000000000002"
"2021","International","All","All","25 - 29","All","1565","255","0.162"
"2022","International","All","All","25 - 29","All","2355","370","0.158"
"2023","International","All","All","25 - 29","All","2380","410","0.17300000000000001"
"2019","UK","All","All","30 - 34","All","9840","3960","0.402"
"2020","UK","All","All","30 - 34","All","12275","5240","0.427"
"2021","UK","All","All","30 - 34","All","15500","6430","0.41500000000000004"
"2022","UK","All","All","30 - 34","All","13835","5495","0.397"
"2023","UK","All","All","30 - 34","All","10285","4120","0.401"
"2019","International","All","All","30 - 34","All","440","85","0.198"
"2020","International","All","All","30 - 34","All","735","160","0.218"
"2021","International","All","All","30 - 34","All","1175","190","0.162"
"2022","International","All","All","30 - 34","All","1740","240","0.138"
"2023","International","All","All","30 - 34","All","1685","235","0.138"
"2019","UK","All","All","35 and over","All","23410","8015","0.342"
"2020","UK","All","All","35 and over","All","32385","12285","0.379"
"2021","UK","All","All","35 and over","All","37595","13025","0.34700000000000003"
"2022","UK","All","All","35 and over","All","36365","11990","0.33"
"2023","UK","All","All","35 and over","All","32895","11470","0.34900000000000003"
"2019","International","All","All","35 and over","All","635","120","0.192"
"2020","International","All","All","35 and over","All","1020","195","0.19"
"2021","International","All","All","35 and over","All","1520","225","0.147"
"2022","International","All","All","35 and over","All","2190","270","0.123"
"2023","International","All","All","35 and over","All","1800","235","0.129"
"2019","All","All","All","17 and under","All","480","135","0.28500000000000003"
"2020","All","All","All","17 and under","All","510","155","0.306"
"2021","All","All","All","17 and under","All","700","150","0.216"
"2022","All","All","All","17 and under","All","945","225","0.23800000000000002"
"2023","All","All","All","17 and under","All","845","195","0.231"
"2019","All","All","All","18","All","36125","16270","0.45"
"2020","All","All","All","18","All","38460","18530","0.482"
"2021","All","All","All","18","All","49030","23350","0.47600000000000003"
"2022","All","All","All","18","All","49790","21970","0.441"
"2023","All","All","All","18","All","39325","19810","0.504"
"2019","All","All","All","19","All","17790","7070","0.398"
"2020","All","All","All","19","All","17160","7360","0.429"
"2021","All","All","All","19","All","19890","8020","0.403"
"2022","All","All","All","19","All","19815","6950","0.35100000000000003"
"2023","All","All","All","19","All","16125","6530","0.405"
