"Year","Subject group HECoS","Detailed subject group HECoS","Ethnic group","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2022","(CAH03) biological and sport sciences","(CAH03-01-09) hair and beauty sciences","White","20","20","0.9500000000000001"
"2023","(CAH03) biological and sport sciences","(CAH03-01-09) hair and beauty sciences","White","20","15","0.75"
"2019","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","White","12390","8145","0.658"
"2020","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","White","12755","8505","0.667"
"2021","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","White","13970","9290","0.665"
"2022","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","White","14780","9435","0.638"
"2023","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","White","13920","9200","0.661"
"2019","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","White","305","235","0.764"
"2020","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","White","325","210","0.648"
"2021","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","White","315","220","0.6920000000000001"
"2022","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","White","390","275","0.709"
"2023","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","White","360","250","0.6930000000000001"
"2019","(CAH13) architecture, building and planning","(CAH13-01-02) building","White","8155","7250","0.889"
"2020","(CAH13) architecture, building and planning","(CAH13-01-02) building","White","8165","7345","0.899"
"2021","(CAH13) architecture, building and planning","(CAH13-01-02) building","White","9375","8500","0.907"
"2022","(CAH13) architecture, building and planning","(CAH13-01-02) building","White","8915","8295","0.93"
"2023","(CAH13) architecture, building and planning","(CAH13-01-02) building","White","7530","7015","0.931"
"2019","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","White","2475","2245","0.906"
"2020","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","White","2695","2410","0.895"
"2021","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","White","2485","2150","0.864"
"2022","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","White","2635","2220","0.842"
"2023","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","White","2450","2040","0.8320000000000001"
"2019","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","White","440","240","0.543"
"2020","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","White","440","295","0.675"
"2021","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","White","495","260","0.528"
"2022","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","White","535","325","0.61"
"2023","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","White","355","215","0.611"
"2019","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","White","4850","1320","0.272"
"2020","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","White","5010","1295","0.258"
"2021","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","White","5005","940","0.188"
"2022","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","White","5255","640","0.122"
"2023","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","White","5665","750","0.132"
"2019","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","White","29345","10505","0.358"
"2020","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","White","28730","10065","0.35000000000000003"
"2021","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","White","35120","8820","0.251"
"2022","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","White","34520","6890","0.2"
"2023","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","White","28045","7465","0.266"
"2019","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","White","1050","900","0.856"
"2020","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","White","985","850","0.862"
"2021","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","White","945","780","0.8240000000000001"
"2022","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","White","1110","715","0.642"
"2023","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","White","1115","790","0.71"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","White","44410","38515","0.867"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","White","39225","34470","0.879"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","White","38410","32930","0.857"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","White","38615","31785","0.8230000000000001"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","White","38925","32750","0.841"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","White","3000","2610","0.869"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","White","2785","2465","0.885"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","White","2735","2370","0.867"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","White","3350","2785","0.8320000000000001"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","White","3930","3365","0.856"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","White","4770","4215","0.883"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","White","4505","3945","0.876"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","White","4565","3915","0.858"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","White","5620","4160","0.741"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","White","6070","4725","0.778"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","White","3730","2785","0.747"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","White","3585","2655","0.741"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","White","3615","2755","0.762"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","White","4075","2930","0.719"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","White","3960","2980","0.753"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","White","11660","9675","0.8300000000000001"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","White","11015","9145","0.8300000000000001"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","White","11620","9325","0.802"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","White","12560","9400","0.749"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","White","12150","9475","0.78"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","White","3310","2870","0.867"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","White","3025","2670","0.883"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","White","2840","2430","0.856"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","White","2630","2195","0.835"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","White","2745","2375","0.866"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-04) heritage studies","White","80","65","0.8150000000000001"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-04) heritage studies","White","100","75","0.738"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-04) heritage studies","White","80","75","0.913"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-04) heritage studies","White","100","90","0.885"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-04) heritage studies","White","110","95","0.866"
"2019","(CAH11) computing","(CAH11-01-08) others in computing","White","3180","2880","0.906"
"2020","(CAH11) computing","(CAH11-01-08) others in computing","White","2805","2535","0.903"
"2021","(CAH11) computing","(CAH11-01-08) others in computing","White","2585","2345","0.908"
"2022","(CAH11) computing","(CAH11-01-08) others in computing","White","2695","2390","0.886"
"2023","(CAH11) computing","(CAH11-01-08) others in computing","White","2690","2360","0.877"
"2019","(CAH11) computing","(CAH11-01-05) artificial intelligence","White","1015","705","0.6940000000000001"
"2020","(CAH11) computing","(CAH11-01-05) artificial intelligence","White","1245","915","0.733"
"2021","(CAH11) computing","(CAH11-01-05) artificial intelligence","White","1560","960","0.617"
"2022","(CAH11) computing","(CAH11-01-05) artificial intelligence","White","1635","920","0.5640000000000001"
"2023","(CAH11) computing","(CAH11-01-05) artificial intelligence","White","1700","1080","0.635"
"2019","(CAH11) computing","(CAH11-01-07) business computing","White","2570","2310","0.9"
"2020","(CAH11) computing","(CAH11-01-07) business computing","White","2290","2105","0.919"
"2021","(CAH11) computing","(CAH11-01-07) business computing","White","2045","1925","0.9420000000000001"
"2022","(CAH11) computing","(CAH11-01-07) business computing","White","1930","1790","0.927"
"2023","(CAH11) computing","(CAH11-01-07) business computing","White","1590","1470","0.925"
"2019","(CAH11) computing","(CAH11-01-06) computer games and animation","White","14245","11155","0.783"
"2020","(CAH11) computing","(CAH11-01-06) computer games and animation","White","14180","11105","0.783"
"2021","(CAH11) computing","(CAH11-01-06) computer games and animation","White","14720","12025","0.8170000000000001"
"2022","(CAH11) computing","(CAH11-01-06) computer games and animation","White","17580","13775","0.783"
"2023","(CAH11) computing","(CAH11-01-06) computer games and animation","White","17775","14355","0.808"
"2019","(CAH11) computing","(CAH11-01-01) computer science","White","36310","28860","0.795"
"2020","(CAH11) computing","(CAH11-01-01) computer science","White","35325","28065","0.794"
"2021","(CAH11) computing","(CAH11-01-01) computer science","White","34850","26805","0.769"
"2022","(CAH11) computing","(CAH11-01-01) computer science","White","38355","28005","0.73"
"2023","(CAH11) computing","(CAH11-01-01) computer science","White","38315","28275","0.738"
"2019","(CAH11) computing","(CAH11-01-02) information technology","White","2010","1750","0.871"
"2020","(CAH11) computing","(CAH11-01-02) information technology","White","1695","1460","0.862"
"2021","(CAH11) computing","(CAH11-01-02) information technology","White","1515","1350","0.892"
"2022","(CAH11) computing","(CAH11-01-02) information technology","White","1515","1350","0.892"
"2023","(CAH11) computing","(CAH11-01-02) information technology","White","1330","1175","0.884"
"2019","(CAH11) computing","(CAH11-01-03) information systems","White","1590","1465","0.92"
"2020","(CAH11) computing","(CAH11-01-03) information systems","White","1620","1490","0.918"
"2021","(CAH11) computing","(CAH11-01-03) information systems","White","1340","1230","0.917"
"2022","(CAH11) computing","(CAH11-01-03) information systems","White","1400","1265","0.902"
"2023","(CAH11) computing","(CAH11-01-03) information systems","White","1375","1255","0.913"
"2019","(CAH11) computing","(CAH11-01-04) software engineering","White","8110","6945","0.856"
"2020","(CAH11) computing","(CAH11-01-04) software engineering","White","7530","6645","0.883"
"2021","(CAH11) computing","(CAH11-01-04) software engineering","White","8865","7755","0.875"
"2022","(CAH11) computing","(CAH11-01-04) software engineering","White","9555","8210","0.859"
"2023","(CAH11) computing","(CAH11-01-04) software engineering","White","9610","8300","0.864"
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-05) others in geographical studies","White","10","10"," "
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-05) others in geographical studies","White","5","0"," "
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-05) others in geographical studies","White","5","5"," "
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","White","6400","5515","0.862"
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","White","5495","4550","0.8280000000000001"
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","White","5800","4955","0.855"
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","White","6615","5620","0.849"
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","White","6295","5360","0.851"
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","White","3955","3595","0.908"
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","White","4770","4315","0.904"
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","White","5025","4580","0.912"
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","White","5370","4865","0.906"
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","White","5470","5065","0.926"
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","White","9905","9160","0.925"
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","White","9820","9125","0.929"
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","White","10675","9790","0.917"
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","White","10680","9290","0.87"
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","White","10855","9815","0.904"
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-01) geography (non-specific)","White","4830","4460","0.923"
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-01) geography (non-specific)","White","4740","4330","0.913"
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-01) geography (non-specific)","White","4780","4255","0.89"
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-01) geography (non-specific)","White","5020","4445","0.885"
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-01) geography (non-specific)","White","5060","4510","0.891"
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-03) human geography","White","11995","11060","0.922"
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-03) human geography","White","11655","10835","0.93"
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-03) human geography","White","11875","10490","0.883"
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-03) human geography","White","12215","10160","0.8320000000000001"
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-03) human geography","White","12775","11340","0.888"
"2019","(CAH07) physical sciences","(CAH07-04-02) forensic and archaeological sciences","White","7460","6845","0.918"
"2020","(CAH07) physical sciences","(CAH07-04-02) forensic and archaeological sciences","White","7185","6605","0.92"
"2021","(CAH07) physical sciences","(CAH07-04-02) forensic and archaeological sciences","White","8270","7670","0.927"
"2022","(CAH07) physical sciences","(CAH07-04-02) forensic and archaeological sciences","White","8405","7655","0.911"
"2023","(CAH07) physical sciences","(CAH07-04-02) forensic and archaeological sciences","White","7805","7070","0.906"
"2019","(CAH07) physical sciences","(CAH07-04-03) sciences (non-specific)","White","650","555","0.85"
"2020","(CAH07) physical sciences","(CAH07-04-03) sciences (non-specific)","White","925","805","0.873"
"2021","(CAH07) physical sciences","(CAH07-04-03) sciences (non-specific)","White","870","675","0.774"
"2022","(CAH07) physical sciences","(CAH07-04-03) sciences (non-specific)","White","830","625","0.751"
"2023","(CAH07) physical sciences","(CAH07-04-03) sciences (non-specific)","White","965","740","0.766"
"2019","(CAH07) physical sciences","(CAH07-04-04) natural sciences (non-specific)","White","2575","2330","0.906"
"2020","(CAH07) physical sciences","(CAH07-04-04) natural sciences (non-specific)","White","2955","2605","0.881"
"2021","(CAH07) physical sciences","(CAH07-04-04) natural sciences (non-specific)","White","2810","2570","0.915"
"2022","(CAH07) physical sciences","(CAH07-04-04) natural sciences (non-specific)","White","2615","2280","0.872"
"2023","(CAH07) physical sciences","(CAH07-04-04) natural sciences (non-specific)","White","2230","2060","0.924"
"2019","(CAH07) physical sciences","(CAH07-02-01) chemistry","White","15915","14090","0.885"
"2020","(CAH07) physical sciences","(CAH07-02-01) chemistry","White","14875","13100","0.881"
"2021","(CAH07) physical sciences","(CAH07-02-01) chemistry","White","13685","12115","0.885"
"2022","(CAH07) physical sciences","(CAH07-02-01) chemistry","White","13105","11305","0.863"
"2023","(CAH07) physical sciences","(CAH07-02-01) chemistry","White","13935","12140","0.871"
"2019","(CAH07) physical sciences","(CAH07-01-02) astronomy","White","2360","1890","0.8"
"2020","(CAH07) physical sciences","(CAH07-01-02) astronomy","White","2470","1965","0.795"
"2021","(CAH07) physical sciences","(CAH07-01-02) astronomy","White","2825","2250","0.796"
"2022","(CAH07) physical sciences","(CAH07-01-02) astronomy","White","3110","2270","0.73"
"2023","(CAH07) physical sciences","(CAH07-01-02) astronomy","White","2685","2105","0.783"
"2019","(CAH07) physical sciences","(CAH07-01-01) physics","White","17790","14455","0.8130000000000001"
"2020","(CAH07) physical sciences","(CAH07-01-01) physics","White","17565","14085","0.802"
"2021","(CAH07) physical sciences","(CAH07-01-01) physics","White","17320","13990","0.808"
"2022","(CAH07) physical sciences","(CAH07-01-01) physics","White","16770","12950","0.772"
"2023","(CAH07) physical sciences","(CAH07-01-01) physics","White","15045","12210","0.812"
"2019","(CAH07) physical sciences","(CAH07-04-01) physical sciences (non-specific)","White","215","75","0.34500000000000003"
"2020","(CAH07) physical sciences","(CAH07-04-01) physical sciences (non-specific)","White","45","15","0.359"
"2021","(CAH07) physical sciences","(CAH07-04-01) physical sciences (non-specific)","White","65","25","0.41000000000000003"
"2022","(CAH07) physical sciences","(CAH07-04-01) physical sciences (non-specific)","White","55","30","0.518"
"2023","(CAH07) physical sciences","(CAH07-04-01) physical sciences (non-specific)","White","55","30","0.518"
"2019","(CAH04) psychology","(CAH04-01-02) applied psychology","White","8915","7850","0.881"
"2020","(CAH04) psychology","(CAH04-01-02) applied psychology","White","9420","8310","0.882"
"2021","(CAH04) psychology","(CAH04-01-02) applied psychology","White","10715","9445","0.882"
"2022","(CAH04) psychology","(CAH04-01-02) applied psychology","White","10850","9670","0.891"
"2023","(CAH04) psychology","(CAH04-01-02) applied psychology","White","10310","9290","0.901"
"2019","(CAH04) psychology","(CAH04-01-04) psychology and health","White","670","610","0.911"
"2020","(CAH04) psychology","(CAH04-01-04) psychology and health","White","645","575","0.89"
"2021","(CAH04) psychology","(CAH04-01-04) psychology and health","White","815","750","0.919"
"2022","(CAH04) psychology","(CAH04-01-04) psychology and health","White","785","720","0.919"
"2023","(CAH04) psychology","(CAH04-01-04) psychology and health","White","675","620","0.921"
"2019","(CAH04) psychology","(CAH04-01-03) developmental psychology","White","1180","1060","0.897"
"2020","(CAH04) psychology","(CAH04-01-03) developmental psychology","White","1165","1055","0.904"
"2021","(CAH04) psychology","(CAH04-01-03) developmental psychology","White","1415","1300","0.919"
"2022","(CAH04) psychology","(CAH04-01-03) developmental psychology","White","1575","1360","0.863"
"2023","(CAH04) psychology","(CAH04-01-03) developmental psychology","White","1515","1325","0.873"
"2019","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","White","72480","62075","0.856"
"2020","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","White","72865","62170","0.853"
"2021","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","White","75545","62825","0.8320000000000001"
"2022","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","White","79235","61715","0.779"
"2023","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","White","75125","60735","0.808"
"2019","(CAH04) psychology","(CAH04-01-05) others in psychology","White","1075","945","0.881"
"2020","(CAH04) psychology","(CAH04-01-05) others in psychology","White","925","795","0.859"
"2021","(CAH04) psychology","(CAH04-01-05) others in psychology","White","1015","910","0.897"
"2022","(CAH04) psychology","(CAH04-01-05) others in psychology","White","1010","850","0.841"
"2023","(CAH04) psychology","(CAH04-01-05) others in psychology","White","785","675","0.857"
"2019","(CAH09) mathematical sciences","(CAH09-01-01) mathematics","White","25590","21740","0.85"
"2020","(CAH09) mathematical sciences","(CAH09-01-01) mathematics","White","24650","20695","0.84"
"2021","(CAH09) mathematical sciences","(CAH09-01-01) mathematics","White","25345","21150","0.835"
"2022","(CAH09) mathematical sciences","(CAH09-01-01) mathematics","White","23875","19105","0.8"
"2023","(CAH09) mathematical sciences","(CAH09-01-01) mathematics","White","23175","18595","0.802"
"2019","(CAH09) mathematical sciences","(CAH09-01-02) operational research","White","85","80","0.922"
"2020","(CAH09) mathematical sciences","(CAH09-01-02) operational research","White","75","70","0.925"
"2021","(CAH09) mathematical sciences","(CAH09-01-02) operational research","White","70","65","0.9380000000000001"
"2022","(CAH09) mathematical sciences","(CAH09-01-02) operational research","White","75","65","0.86"
"2023","(CAH09) mathematical sciences","(CAH09-01-02) operational research","White","85","85","0.971"
"2019","(CAH09) mathematical sciences","(CAH09-01-03) statistics","White","775","605","0.783"
"2020","(CAH09) mathematical sciences","(CAH09-01-03) statistics","White","845","680","0.802"
"2021","(CAH09) mathematical sciences","(CAH09-01-03) statistics","White","1060","820","0.772"
"2022","(CAH09) mathematical sciences","(CAH09-01-03) statistics","White","1060","765","0.723"
"2023","(CAH09) mathematical sciences","(CAH09-01-03) statistics","White","1095","745","0.68"
"2019","(CAH22) education and teaching","(CAH22-01-01) education","White","17635","14500","0.8220000000000001"
"2020","(CAH22) education and teaching","(CAH22-01-01) education","White","15885","12820","0.807"
"2021","(CAH22) education and teaching","(CAH22-01-01) education","White","17635","14380","0.8150000000000001"
"2022","(CAH22) education and teaching","(CAH22-01-01) education","White","17910","14335","0.8"
"2023","(CAH22) education and teaching","(CAH22-01-01) education","White","15270","12410","0.8130000000000001"
"2019","(CAH22) education and teaching","(CAH22-01-02) teacher training","White","41960","17120","0.40800000000000003"
"2020","(CAH22) education and teaching","(CAH22-01-02) teacher training","White","41090","17540","0.427"
"2021","(CAH22) education and teaching","(CAH22-01-02) teacher training","White","48135","21195","0.44"
"2022","(CAH22) education and teaching","(CAH22-01-02) teacher training","White","44400","19790","0.446"
"2023","(CAH22) education and teaching","(CAH22-01-02) teacher training","White","35995","16645","0.462"
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-04) rural estate management","White","280","260","0.922"
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-04) rural estate management","White","320","300","0.937"
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-04) rural estate management","White","355","335","0.9400000000000001"
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-04) rural estate management","White","365","335","0.924"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-04) rural estate management","White","350","330","0.9480000000000001"
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","White","410","365","0.886"
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","White","380","340","0.893"
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","White","400","365","0.916"
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","White","395","365","0.93"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","White","425","395","0.924"
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","White","4515","3890","0.862"
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","White","4865","4235","0.87"
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","White","5405","4795","0.887"
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","White","5775","5165","0.894"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","White","5190","4645","0.895"
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-01) animal science","White","6985","6345","0.909"
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-01) animal science","White","7105","6295","0.886"
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-01) animal science","White","7955","7220","0.908"
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-01) animal science","White","7960","7230","0.908"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-01) animal science","White","6940","6385","0.92"
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-05) forestry and arboriculture","White","145","130","0.893"
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-05) forestry and arboriculture","White","180","155","0.858"
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-05) forestry and arboriculture","White","195","170","0.867"
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-05) forestry and arboriculture","White","185","165","0.886"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-05) forestry and arboriculture","White","165","145","0.868"
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-08) food and beverage production","White","235","195","0.836"
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-08) food and beverage production","White","205","170","0.839"
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-08) food and beverage production","White","240","185","0.775"
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-08) food and beverage production","White","215","180","0.836"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-08) food and beverage production","White","205","170","0.8200000000000001"
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-07) food sciences","White","545","445","0.8200000000000001"
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-07) food sciences","White","670","590","0.878"
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-07) food sciences","White","725","640","0.881"
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-07) food sciences","White","695","590","0.847"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-07) food sciences","White","595","505","0.851"
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-06) food and beverage studies (non-specific)","White","425","395","0.929"
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-06) food and beverage studies (non-specific)","White","270","245","0.911"
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-06) food and beverage studies (non-specific)","White","260","240","0.917"
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-06) food and beverage studies (non-specific)","White","280","240","0.861"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-06) food and beverage studies (non-specific)","White","225","210","0.926"
"2019","(CAH16) law","(CAH16-01-01) law","White","60940","50400","0.8270000000000001"
"2020","(CAH16) law","(CAH16-01-01) law","White","61950","51865","0.837"
"2021","(CAH16) law","(CAH16-01-01) law","White","66800","53765","0.805"
"2022","(CAH16) law","(CAH16-01-01) law","White","69480","52115","0.75"
"2023","(CAH16) law","(CAH16-01-01) law","White","67740","52600","0.776"
"2019","(CAH05) veterinary sciences","(CAH05-01-01) veterinary medicine and dentistry","White","7505","2530","0.337"
"2020","(CAH05) veterinary sciences","(CAH05-01-01) veterinary medicine and dentistry","White","6845","2780","0.406"
"2021","(CAH05) veterinary sciences","(CAH05-01-01) veterinary medicine and dentistry","White","8195","2535","0.309"
"2022","(CAH05) veterinary sciences","(CAH05-01-01) veterinary medicine and dentistry","White","8175","2220","0.272"
"2023","(CAH05) veterinary sciences","(CAH05-01-01) veterinary medicine and dentistry","White","8040","2470","0.307"
"2019","(CAH05) veterinary sciences","(CAH05-01-02) others in veterinary sciences","White","4195","2005","0.47800000000000004"
"2020","(CAH05) veterinary sciences","(CAH05-01-02) others in veterinary sciences","White","3440","1815","0.528"
"2021","(CAH05) veterinary sciences","(CAH05-01-02) others in veterinary sciences","White","4485","2370","0.528"
"2022","(CAH05) veterinary sciences","(CAH05-01-02) others in veterinary sciences","White","4255","2095","0.492"
"2023","(CAH05) veterinary sciences","(CAH05-01-02) others in veterinary sciences","White","3195","1960","0.614"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","Black","4020","2140","0.533"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","Black","3870","2325","0.601"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","Black","4175","2635","0.631"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","Black","4395","2675","0.609"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","Black","4195","2595","0.619"
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","Black","1510","880","0.583"
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","Black","1505","955","0.636"
