"Year","Subject group HECoS","Detailed subject group HECoS","POLAR4 Quintile","Main scheme applicant","Main scheme application","Accepted applicants"
"2019","(CAH05) veterinary sciences","All","Quintile 3","All","Main scheme application","310"
"2020","(CAH05) veterinary sciences","All","Quintile 3","All","Main scheme application","340"
"2021","(CAH05) veterinary sciences","All","Quintile 3","All","Main scheme application","375"
"2022","(CAH05) veterinary sciences","All","Quintile 3","All","Main scheme application","335"
"2023","(CAH05) veterinary sciences","All","Quintile 3","All","Main scheme application","365"
"2019","(CAH25) design, and creative and performing arts","All","Quintile 4","All","Main scheme application","8745"
"2020","(CAH25) design, and creative and performing arts","All","Quintile 4","All","Main scheme application","8860"
"2021","(CAH25) design, and creative and performing arts","All","Quintile 4","All","Main scheme application","8595"
"2022","(CAH25) design, and creative and performing arts","All","Quintile 4","All","Main scheme application","9005"
"2023","(CAH25) design, and creative and performing arts","All","Quintile 4","All","Main scheme application","8270"
"2019","(CAH10) engineering and technology","All","Quintile 4","All","Main scheme application","4435"
"2020","(CAH10) engineering and technology","All","Quintile 4","All","Main scheme application","4470"
"2021","(CAH10) engineering and technology","All","Quintile 4","All","Main scheme application","4975"
"2022","(CAH10) engineering and technology","All","Quintile 4","All","Main scheme application","4675"
"2023","(CAH10) engineering and technology","All","Quintile 4","All","Main scheme application","4270"
"2019","(CAH02) subjects allied to medicine","All","Quintile 4","All","Main scheme application","9985"
"2020","(CAH02) subjects allied to medicine","All","Quintile 4","All","Main scheme application","11810"
"2021","(CAH02) subjects allied to medicine","All","Quintile 4","All","Main scheme application","12795"
"2022","(CAH02) subjects allied to medicine","All","Quintile 4","All","Main scheme application","11635"
"2023","(CAH02) subjects allied to medicine","All","Quintile 4","All","Main scheme application","10510"
"2019","(CAH19) language and area studies","All","Quintile 4","All","Main scheme application","3240"
"2020","(CAH19) language and area studies","All","Quintile 4","All","Main scheme application","3105"
"2021","(CAH19) language and area studies","All","Quintile 4","All","Main scheme application","3080"
"2022","(CAH19) language and area studies","All","Quintile 4","All","Main scheme application","2950"
"2023","(CAH19) language and area studies","All","Quintile 4","All","Main scheme application","2730"
"2019","(CAH24) media, journalism and communications","All","Quintile 4","All","Main scheme application","1765"
"2020","(CAH24) media, journalism and communications","All","Quintile 4","All","Main scheme application","1805"
"2021","(CAH24) media, journalism and communications","All","Quintile 4","All","Main scheme application","1895"
"2022","(CAH24) media, journalism and communications","All","Quintile 4","All","Main scheme application","1900"
"2023","(CAH24) media, journalism and communications","All","Quintile 4","All","Main scheme application","1835"
"2019","(CAH23) combined and general studies","All","Quintile 4","All","Main scheme application","325"
"2020","(CAH23) combined and general studies","All","Quintile 4","All","Main scheme application","295"
"2021","(CAH23) combined and general studies","All","Quintile 4","All","Main scheme application","375"
"2022","(CAH23) combined and general studies","All","Quintile 4","All","Main scheme application","355"
"2023","(CAH23) combined and general studies","All","Quintile 4","All","Main scheme application","350"
"2019","(CAH17) business and management","All","Quintile 4","All","Main scheme application","9190"
"2020","(CAH17) business and management","All","Quintile 4","All","Main scheme application","9510"
"2021","(CAH17) business and management","All","Quintile 4","All","Main scheme application","10350"
"2022","(CAH17) business and management","All","Quintile 4","All","Main scheme application","9575"
"2023","(CAH17) business and management","All","Quintile 4","All","Main scheme application","8915"
"2019","(CAH15) social sciences","All","Quintile 4","All","Main scheme application","8800"
"2020","(CAH15) social sciences","All","Quintile 4","All","Main scheme application","9000"
"2021","(CAH15) social sciences","All","Quintile 4","All","Main scheme application","9845"
"2022","(CAH15) social sciences","All","Quintile 4","All","Main scheme application","8405"
"2023","(CAH15) social sciences","All","Quintile 4","All","Main scheme application","8055"
"2019","(CAH03) biological and sport sciences","All","Quintile 4","All","Main scheme application","5150"
"2020","(CAH03) biological and sport sciences","All","Quintile 4","All","Main scheme application","5340"
"2021","(CAH03) biological and sport sciences","All","Quintile 4","All","Main scheme application","5740"
"2022","(CAH03) biological and sport sciences","All","Quintile 4","All","Main scheme application","5415"
"2023","(CAH03) biological and sport sciences","All","Quintile 4","All","Main scheme application","5130"
"2019","(CAH13) architecture, building and planning","All","Quintile 4","All","Main scheme application","1590"
"2020","(CAH13) architecture, building and planning","All","Quintile 4","All","Main scheme application","1600"
"2021","(CAH13) architecture, building and planning","All","Quintile 4","All","Main scheme application","1705"
"2022","(CAH13) architecture, building and planning","All","Quintile 4","All","Main scheme application","1665"
"2023","(CAH13) architecture, building and planning","All","Quintile 4","All","Main scheme application","1430"
"2019","(CAH01) medicine and dentistry","All","Quintile 4","All","Main scheme application","1975"
"2020","(CAH01) medicine and dentistry","All","Quintile 4","All","Main scheme application","2065"
"2021","(CAH01) medicine and dentistry","All","Quintile 4","All","Main scheme application","2345"
"2022","(CAH01) medicine and dentistry","All","Quintile 4","All","Main scheme application","1990"
"2023","(CAH01) medicine and dentistry","All","Quintile 4","All","Main scheme application","2100"
"2019","(CAH20) historical, philosophical and religious studies","All","Quintile 4","All","Main scheme application","3015"
"2020","(CAH20) historical, philosophical and religious studies","All","Quintile 4","All","Main scheme application","2925"
"2021","(CAH20) historical, philosophical and religious studies","All","Quintile 4","All","Main scheme application","3040"
"2022","(CAH20) historical, philosophical and religious studies","All","Quintile 4","All","Main scheme application","2900"
"2023","(CAH20) historical, philosophical and religious studies","All","Quintile 4","All","Main scheme application","3030"
"2019","(CAH11) computing","All","Quintile 4","All","Main scheme application","4450"
"2020","(CAH11) computing","All","Quintile 4","All","Main scheme application","4580"
"2021","(CAH11) computing","All","Quintile 4","All","Main scheme application","4800"
"2022","(CAH11) computing","All","Quintile 4","All","Main scheme application","5095"
"2023","(CAH11) computing","All","Quintile 4","All","Main scheme application","5170"
"2019","(CAH26) geography, earth and environmental studies","All","Quintile 4","All","Main scheme application","1680"
"2020","(CAH26) geography, earth and environmental studies","All","Quintile 4","All","Main scheme application","1670"
"2021","(CAH26) geography, earth and environmental studies","All","Quintile 4","All","Main scheme application","1840"
"2022","(CAH26) geography, earth and environmental studies","All","Quintile 4","All","Main scheme application","1730"
"2023","(CAH26) geography, earth and environmental studies","All","Quintile 4","All","Main scheme application","1765"
"2019","(CAH07) physical sciences","All","Quintile 4","All","Main scheme application","2280"
"2020","(CAH07) physical sciences","All","Quintile 4","All","Main scheme application","2295"
"2021","(CAH07) physical sciences","All","Quintile 4","All","Main scheme application","2390"
"2022","(CAH07) physical sciences","All","Quintile 4","All","Main scheme application","2350"
"2023","(CAH07) physical sciences","All","Quintile 4","All","Main scheme application","2240"
"2019","(CAH04) psychology","All","Quintile 4","All","Main scheme application","4200"
"2020","(CAH04) psychology","All","Quintile 4","All","Main scheme application","4260"
"2021","(CAH04) psychology","All","Quintile 4","All","Main scheme application","4670"
"2022","(CAH04) psychology","All","Quintile 4","All","Main scheme application","4675"
"2023","(CAH04) psychology","All","Quintile 4","All","Main scheme application","4335"
"2019","(CAH09) mathematical sciences","All","Quintile 4","All","Main scheme application","1395"
"2020","(CAH09) mathematical sciences","All","Quintile 4","All","Main scheme application","1355"
"2021","(CAH09) mathematical sciences","All","Quintile 4","All","Main scheme application","1510"
"2022","(CAH09) mathematical sciences","All","Quintile 4","All","Main scheme application","1385"
"2023","(CAH09) mathematical sciences","All","Quintile 4","All","Main scheme application","1335"
"2019","(CAH22) education and teaching","All","Quintile 4","All","Main scheme application","2950"
"2020","(CAH22) education and teaching","All","Quintile 4","All","Main scheme application","3075"
"2021","(CAH22) education and teaching","All","Quintile 4","All","Main scheme application","3080"
"2022","(CAH22) education and teaching","All","Quintile 4","All","Main scheme application","2920"
"2023","(CAH22) education and teaching","All","Quintile 4","All","Main scheme application","2535"
"2019","(CAH06) agriculture, food and related studies","All","Quintile 4","All","Main scheme application","825"
"2020","(CAH06) agriculture, food and related studies","All","Quintile 4","All","Main scheme application","900"
"2021","(CAH06) agriculture, food and related studies","All","Quintile 4","All","Main scheme application","925"
"2022","(CAH06) agriculture, food and related studies","All","Quintile 4","All","Main scheme application","845"
"2023","(CAH06) agriculture, food and related studies","All","Quintile 4","All","Main scheme application","770"
"2019","(CAH16) law","All","Quintile 4","All","Main scheme application","3680"
"2020","(CAH16) law","All","Quintile 4","All","Main scheme application","3835"
"2021","(CAH16) law","All","Quintile 4","All","Main scheme application","4175"
"2022","(CAH16) law","All","Quintile 4","All","Main scheme application","4010"
"2023","(CAH16) law","All","Quintile 4","All","Main scheme application","4010"
"2019","(CAH05) veterinary sciences","All","Quintile 4","All","Main scheme application","415"
"2020","(CAH05) veterinary sciences","All","Quintile 4","All","Main scheme application","460"
"2021","(CAH05) veterinary sciences","All","Quintile 4","All","Main scheme application","515"
"2022","(CAH05) veterinary sciences","All","Quintile 4","All","Main scheme application","400"
"2023","(CAH05) veterinary sciences","All","Quintile 4","All","Main scheme application","425"
"2019","(CAH25) design, and creative and performing arts","All","Quintile 5","All","Main scheme application","11430"
"2020","(CAH25) design, and creative and performing arts","All","Quintile 5","All","Main scheme application","11555"
"2021","(CAH25) design, and creative and performing arts","All","Quintile 5","All","Main scheme application","11410"
"2022","(CAH25) design, and creative and performing arts","All","Quintile 5","All","Main scheme application","11275"
"2023","(CAH25) design, and creative and performing arts","All","Quintile 5","All","Main scheme application","11095"
"2019","(CAH10) engineering and technology","All","Quintile 5","All","Main scheme application","6690"
"2020","(CAH10) engineering and technology","All","Quintile 5","All","Main scheme application","6820"
"2021","(CAH10) engineering and technology","All","Quintile 5","All","Main scheme application","7650"
"2022","(CAH10) engineering and technology","All","Quintile 5","All","Main scheme application","7150"
"2023","(CAH10) engineering and technology","All","Quintile 5","All","Main scheme application","6960"
"2019","(CAH02) subjects allied to medicine","All","Quintile 5","All","Main scheme application","9695"
"2020","(CAH02) subjects allied to medicine","All","Quintile 5","All","Main scheme application","11190"
"2021","(CAH02) subjects allied to medicine","All","Quintile 5","All","Main scheme application","12740"
"2022","(CAH02) subjects allied to medicine","All","Quintile 5","All","Main scheme application","11295"
"2023","(CAH02) subjects allied to medicine","All","Quintile 5","All","Main scheme application","10330"
"2019","(CAH19) language and area studies","All","Quintile 5","All","Main scheme application","5460"
"2020","(CAH19) language and area studies","All","Quintile 5","All","Main scheme application","5095"
"2021","(CAH19) language and area studies","All","Quintile 5","All","Main scheme application","5240"
"2022","(CAH19) language and area studies","All","Quintile 5","All","Main scheme application","4940"
"2023","(CAH19) language and area studies","All","Quintile 5","All","Main scheme application","4660"
"2019","(CAH24) media, journalism and communications","All","Quintile 5","All","Main scheme application","2210"
"2020","(CAH24) media, journalism and communications","All","Quintile 5","All","Main scheme application","2270"
"2021","(CAH24) media, journalism and communications","All","Quintile 5","All","Main scheme application","2615"
"2022","(CAH24) media, journalism and communications","All","Quintile 5","All","Main scheme application","2640"
"2023","(CAH24) media, journalism and communications","All","Quintile 5","All","Main scheme application","2410"
"2019","(CAH23) combined and general studies","All","Quintile 5","All","Main scheme application","675"
"2020","(CAH23) combined and general studies","All","Quintile 5","All","Main scheme application","705"
"2021","(CAH23) combined and general studies","All","Quintile 5","All","Main scheme application","750"
"2022","(CAH23) combined and general studies","All","Quintile 5","All","Main scheme application","725"
"2023","(CAH23) combined and general studies","All","Quintile 5","All","Main scheme application","795"
"2019","(CAH17) business and management","All","Quintile 5","All","Main scheme application","12560"
"2020","(CAH17) business and management","All","Quintile 5","All","Main scheme application","13050"
"2021","(CAH17) business and management","All","Quintile 5","All","Main scheme application","14385"
"2022","(CAH17) business and management","All","Quintile 5","All","Main scheme application","13065"
"2023","(CAH17) business and management","All","Quintile 5","All","Main scheme application","12960"
"2019","(CAH15) social sciences","All","Quintile 5","All","Main scheme application","11940"
"2020","(CAH15) social sciences","All","Quintile 5","All","Main scheme application","12225"
"2021","(CAH15) social sciences","All","Quintile 5","All","Main scheme application","13875"
"2022","(CAH15) social sciences","All","Quintile 5","All","Main scheme application","12195"
"2023","(CAH15) social sciences","All","Quintile 5","All","Main scheme application","12160"
"2019","(CAH03) biological and sport sciences","All","Quintile 5","All","Main scheme application","6640"
"2020","(CAH03) biological and sport sciences","All","Quintile 5","All","Main scheme application","6875"
"2021","(CAH03) biological and sport sciences","All","Quintile 5","All","Main scheme application","7790"
"2022","(CAH03) biological and sport sciences","All","Quintile 5","All","Main scheme application","7420"
"2023","(CAH03) biological and sport sciences","All","Quintile 5","All","Main scheme application","7015"
"2019","(CAH13) architecture, building and planning","All","Quintile 5","All","Main scheme application","2205"
"2020","(CAH13) architecture, building and planning","All","Quintile 5","All","Main scheme application","2325"
"2021","(CAH13) architecture, building and planning","All","Quintile 5","All","Main scheme application","2455"
"2022","(CAH13) architecture, building and planning","All","Quintile 5","All","Main scheme application","2380"
"2023","(CAH13) architecture, building and planning","All","Quintile 5","All","Main scheme application","2170"
"2019","(CAH01) medicine and dentistry","All","Quintile 5","All","Main scheme application","4000"
"2020","(CAH01) medicine and dentistry","All","Quintile 5","All","Main scheme application","4105"
"2021","(CAH01) medicine and dentistry","All","Quintile 5","All","Main scheme application","4515"
"2022","(CAH01) medicine and dentistry","All","Quintile 5","All","Main scheme application","3880"
"2023","(CAH01) medicine and dentistry","All","Quintile 5","All","Main scheme application","3990"
"2019","(CAH20) historical, philosophical and religious studies","All","Quintile 5","All","Main scheme application","5710"
"2020","(CAH20) historical, philosophical and religious studies","All","Quintile 5","All","Main scheme application","5595"
"2021","(CAH20) historical, philosophical and religious studies","All","Quintile 5","All","Main scheme application","5675"
"2022","(CAH20) historical, philosophical and religious studies","All","Quintile 5","All","Main scheme application","5645"
"2023","(CAH20) historical, philosophical and religious studies","All","Quintile 5","All","Main scheme application","5660"
"2019","(CAH11) computing","All","Quintile 5","All","Main scheme application","4950"
"2020","(CAH11) computing","All","Quintile 5","All","Main scheme application","5100"
"2021","(CAH11) computing","All","Quintile 5","All","Main scheme application","5595"
"2022","(CAH11) computing","All","Quintile 5","All","Main scheme application","6045"
"2023","(CAH11) computing","All","Quintile 5","All","Main scheme application","5985"
"2019","(CAH26) geography, earth and environmental studies","All","Quintile 5","All","Main scheme application","3075"
"2020","(CAH26) geography, earth and environmental studies","All","Quintile 5","All","Main scheme application","3100"
"2021","(CAH26) geography, earth and environmental studies","All","Quintile 5","All","Main scheme application","3425"
"2022","(CAH26) geography, earth and environmental studies","All","Quintile 5","All","Main scheme application","3355"
"2023","(CAH26) geography, earth and environmental studies","All","Quintile 5","All","Main scheme application","3405"
"2019","(CAH07) physical sciences","All","Quintile 5","All","Main scheme application","3550"
"2020","(CAH07) physical sciences","All","Quintile 5","All","Main scheme application","3505"
"2021","(CAH07) physical sciences","All","Quintile 5","All","Main scheme application","3860"
"2022","(CAH07) physical sciences","All","Quintile 5","All","Main scheme application","3720"
"2023","(CAH07) physical sciences","All","Quintile 5","All","Main scheme application","3550"
"2019","(CAH04) psychology","All","Quintile 5","All","Main scheme application","5075"
"2020","(CAH04) psychology","All","Quintile 5","All","Main scheme application","5485"
"2021","(CAH04) psychology","All","Quintile 5","All","Main scheme application","6145"
"2022","(CAH04) psychology","All","Quintile 5","All","Main scheme application","5815"
"2023","(CAH04) psychology","All","Quintile 5","All","Main scheme application","5740"
"2019","(CAH09) mathematical sciences","All","Quintile 5","All","Main scheme application","2265"
"2020","(CAH09) mathematical sciences","All","Quintile 5","All","Main scheme application","2335"
"2021","(CAH09) mathematical sciences","All","Quintile 5","All","Main scheme application","2595"
"2022","(CAH09) mathematical sciences","All","Quintile 5","All","Main scheme application","2360"
"2023","(CAH09) mathematical sciences","All","Quintile 5","All","Main scheme application","2490"
"2019","(CAH22) education and teaching","All","Quintile 5","All","Main scheme application","3235"
"2020","(CAH22) education and teaching","All","Quintile 5","All","Main scheme application","3320"
"2021","(CAH22) education and teaching","All","Quintile 5","All","Main scheme application","3330"
"2022","(CAH22) education and teaching","All","Quintile 5","All","Main scheme application","2970"
"2023","(CAH22) education and teaching","All","Quintile 5","All","Main scheme application","2720"
"2019","(CAH06) agriculture, food and related studies","All","Quintile 5","All","Main scheme application","960"
"2020","(CAH06) agriculture, food and related studies","All","Quintile 5","All","Main scheme application","1020"
"2021","(CAH06) agriculture, food and related studies","All","Quintile 5","All","Main scheme application","1065"
"2022","(CAH06) agriculture, food and related studies","All","Quintile 5","All","Main scheme application","945"
"2023","(CAH06) agriculture, food and related studies","All","Quintile 5","All","Main scheme application","895"
"2019","(CAH16) law","All","Quintile 5","All","Main scheme application","4215"
"2020","(CAH16) law","All","Quintile 5","All","Main scheme application","4635"
"2021","(CAH16) law","All","Quintile 5","All","Main scheme application","5220"
"2022","(CAH16) law","All","Quintile 5","All","Main scheme application","4850"
"2023","(CAH16) law","All","Quintile 5","All","Main scheme application","4870"
"2019","(CAH05) veterinary sciences","All","Quintile 5","All","Main scheme application","665"
"2020","(CAH05) veterinary sciences","All","Quintile 5","All","Main scheme application","675"
"2021","(CAH05) veterinary sciences","All","Quintile 5","All","Main scheme application","710"
"2022","(CAH05) veterinary sciences","All","Quintile 5","All","Main scheme application","640"
"2023","(CAH05) veterinary sciences","All","Quintile 5","All","Main scheme application","680"
"2019","All","All","Unknown","All","Not main scheme application","380"
"2020","All","All","Unknown","All","Not main scheme application","370"
"2021","All","All","Unknown","All","Not main scheme application","2470"
"2022","All","All","Unknown","All","Not main scheme application","725"
"2023","All","All","Unknown","All","Not main scheme application","1975"
"2019","All","All","Quintile 1","All","Not main scheme application","13845"
"2020","All","All","Quintile 1","All","Not main scheme application","14630"
"2021","All","All","Quintile 1","All","Not main scheme application","12935"
"2022","All","All","Quintile 1","All","Not main scheme application","15850"
"2023","All","All","Quintile 1","All","Not main scheme application","17740"
"2019","All","All","Quintile 2","All","Not main scheme application","17330"
"2020","All","All","Quintile 2","All","Not main scheme application","18005"
"2021","All","All","Quintile 2","All","Not main scheme application","15090"
"2022","All","All","Quintile 2","All","Not main scheme application","18405"
"2023","All","All","Quintile 2","All","Not main scheme application","20675"
"2019","All","All","Quintile 3","All","Not main scheme application","21060"
"2020","All","All","Quintile 3","All","Not main scheme application","21435"
"2021","All","All","Quintile 3","All","Not main scheme application","18110"
"2022","All","All","Quintile 3","All","Not main scheme application","22270"
"2023","All","All","Quintile 3","All","Not main scheme application","23975"
"2019","All","All","Quintile 4","All","Not main scheme application","25585"
"2020","All","All","Quintile 4","All","Not main scheme application","25880"
"2021","All","All","Quintile 4","All","Not main scheme application","21525"
"2022","All","All","Quintile 4","All","Not main scheme application","26195"
"2023","All","All","Quintile 4","All","Not main scheme application","27550"
"2019","All","All","Quintile 5","All","Not main scheme application","27250"
"2020","All","All","Quintile 5","All","Not main scheme application","29840"
"2021","All","All","Quintile 5","All","Not main scheme application","21585"
"2022","All","All","Quintile 5","All","Not main scheme application","27130"
"2023","All","All","Quintile 5","All","Not main scheme application","28870"
"2019","All","All","Unknown","All","Main scheme application","485"
"2020","All","All","Unknown","All","Main scheme application","425"
"2021","All","All","Unknown","All","Main scheme application","420"
"2022","All","All","Unknown","All","Main scheme application","150"
"2023","All","All","Unknown","All","Main scheme application","115"
"2019","All","All","Quintile 1","All","Main scheme application","45990"
"2020","All","All","Quintile 1","All","Main scheme application","49375"
"2021","All","All","Quintile 1","All","Main scheme application","51240"
"2022","All","All","Quintile 1","All","Main scheme application","50025"
"2023","All","All","Quintile 1","All","Main scheme application","47110"
"2019","All","All","Quintile 2","All","Main scheme application","57300"
"2020","All","All","Quintile 2","All","Main scheme application","60680"
"2021","All","All","Quintile 2","All","Main scheme application","63805"
"2022","All","All","Quintile 2","All","Main scheme application","60695"
"2023","All","All","Quintile 2","All","Main scheme application","57855"
"2019","All","All","Quintile 3","All","Main scheme application","67830"
"2020","All","All","Quintile 3","All","Main scheme application","70560"
"2021","All","All","Quintile 3","All","Main scheme application","75135"
"2022","All","All","Quintile 3","All","Main scheme application","70725"
"2023","All","All","Quintile 3","All","Main scheme application","67260"
"2019","All","All","Quintile 4","All","Main scheme application","80085"
"2020","All","All","Quintile 4","All","Main scheme application","83215"
"2021","All","All","Quintile 4","All","Main scheme application","88650"
"2022","All","All","Quintile 4","All","Main scheme application","83875"
"2023","All","All","Quintile 4","All","Main scheme application","79220"
"2019","All","All","Quintile 5","All","Main scheme application","107200"
"2020","All","All","Quintile 5","All","Main scheme application","110985"
"2021","All","All","Quintile 5","All","Main scheme application","121040"
"2022","All","All","Quintile 5","All","Main scheme application","113310"
"2023","All","All","Quintile 5","All","Main scheme application","110540"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","All","All","Not main scheme application","2495"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","All","All","Not main scheme application","2760"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","All","All","Not main scheme application","2415"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","All","All","Not main scheme application","2440"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","All","All","Not main scheme application","2400"
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","All","All","Not main scheme application","1800"
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","All","All","Not main scheme application","1830"
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","All","All","Not main scheme application","1795"
"2022","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","All","All","Not main scheme application","1740"
"2023","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","All","All","Not main scheme application","1575"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","All","All","Not main scheme application","1400"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","All","All","Not main scheme application","1320"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","All","All","Not main scheme application","1115"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","All","All","Not main scheme application","1210"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","All","All","Not main scheme application","1140"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","All","All","Not main scheme application","545"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","All","All","Not main scheme application","615"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","All","All","Not main scheme application","535"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","All","All","Not main scheme application","535"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","All","All","Not main scheme application","515"
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","All","All","Not main scheme application","790"
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","All","All","Not main scheme application","775"
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","All","All","Not main scheme application","895"
"2022","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","All","All","Not main scheme application","785"
"2023","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","All","All","Not main scheme application","785"
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","All","All","Not main scheme application","205"
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","All","All","Not main scheme application","230"
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","All","All","Not main scheme application","265"
"2022","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","All","All","Not main scheme application","195"
"2023","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","All","All","Not main scheme application","240"
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","All","All","Not main scheme application","190"
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","All","All","Not main scheme application","180"
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","All","All","Not main scheme application","190"
"2022","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","All","All","Not main scheme application","165"
"2023","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","All","All","Not main scheme application","175"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","All","All","Not main scheme application","305"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","All","All","Not main scheme application","400"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","All","All","Not main scheme application","300"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","All","All","Not main scheme application","285"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","All","All","Not main scheme application","205"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","All","All","Not main scheme application","125"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","All","All","Not main scheme application","235"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","All","All","Not main scheme application","135"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","All","All","Not main scheme application","155"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","All","All","Not main scheme application","115"
"2019","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","All","All","Not main scheme application","260"
"2020","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","All","All","Not main scheme application","270"
"2021","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","All","All","Not main scheme application","250"
"2022","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","All","All","Not main scheme application","270"
"2023","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","All","All","Not main scheme application","330"
"2019","(CAH10) engineering and technology","(CAH10-03-02) materials technology","All","All","Not main scheme application","15"
"2020","(CAH10) engineering and technology","(CAH10-03-02) materials technology","All","All","Not main scheme application","25"
"2021","(CAH10) engineering and technology","(CAH10-03-02) materials technology","All","All","Not main scheme application","10"
"2022","(CAH10) engineering and technology","(CAH10-03-02) materials technology","All","All","Not main scheme application","35"
"2023","(CAH10) engineering and technology","(CAH10-03-02) materials technology","All","All","Not main scheme application","40"
"2019","(CAH10) engineering and technology","(CAH10-03-06) others in technology","All","All","Not main scheme application","175"
"2020","(CAH10) engineering and technology","(CAH10-03-06) others in technology","All","All","Not main scheme application","190"
"2021","(CAH10) engineering and technology","(CAH10-03-06) others in technology","All","All","Not main scheme application","160"
"2022","(CAH10) engineering and technology","(CAH10-03-06) others in technology","All","All","Not main scheme application","205"
"2023","(CAH10) engineering and technology","(CAH10-03-06) others in technology","All","All","Not main scheme application","200"
"2019","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","All","All","Not main scheme application","325"
"2020","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","All","All","Not main scheme application","395"
"2021","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","All","All","Not main scheme application","340"
"2022","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","All","All","Not main scheme application","350"
"2023","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","All","All","Not main scheme application","380"
"2019","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","All","All","Not main scheme application","590"
"2020","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","All","All","Not main scheme application","645"
"2021","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","All","All","Not main scheme application","475"
"2022","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","All","All","Not main scheme application","580"
"2023","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","All","All","Not main scheme application","715"
"2019","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","All","All","Not main scheme application","915"
"2020","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","All","All","Not main scheme application","970"
