"Year","Predicted A level points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2021","12 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","10","10"," ","0"
"2022","12 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","15","10"," ","0"
"2023","12 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2010","12 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","1160","895","0.771","0"
"2011","12 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","1090","790","0.727","0"
"2012","12 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","1020","800","0.783","0"
"2013","12 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","1040","845","0.812","0"
"2014","12 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","945","755","0.801","0"
"2015","12 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","980","785","0.8","0"
"2016","12 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","970","775","0.801","0"
"2017","12 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","910","740","0.8150000000000001","0"
"2018","12 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","780","645","0.8250000000000001","0"
"2019","12 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","760","610","0.801","0"
"2020","12 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","645","510","0.79","0"
"2021","12 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","835","690","0.8270000000000001","0"
"2022","12 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","780","580","0.744","0"
"2023","12 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","635","500","0.792","0"
"2010","13 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1325","950","0.716","0"
"2011","13 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1270","905","0.711","0"
"2012","13 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1320","895","0.677","0"
"2013","13 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1385","1010","0.729","0"
"2014","13 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1395","1000","0.714","0"
"2015","13 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1565","1035","0.663","0"
"2016","13 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1420","930","0.656","0"
"2017","13 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1470","895","0.607","0"
"2018","13 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1310","850","0.649","0"
"2019","13 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1170","815","0.6990000000000001","0"
"2020","13 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1105","885","0.801","0"
"2021","13 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1095","860","0.782","0"
"2022","13 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","975","680","0.6960000000000001","0"
"2023","13 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1055","760","0.724","0"
"2010","13 point(s)","18","England","All","Main scheme applicant","Main scheme application","20170","14890","0.738","0"
"2011","13 point(s)","18","England","All","Main scheme applicant","Main scheme application","20815","15600","0.749","0"
"2012","13 point(s)","18","England","All","Main scheme applicant","Main scheme application","20145","14655","0.727","0"
"2013","13 point(s)","18","England","All","Main scheme applicant","Main scheme application","20985","15765","0.751","0"
"2014","13 point(s)","18","England","All","Main scheme applicant","Main scheme application","21295","15245","0.716","0"
"2015","13 point(s)","18","England","All","Main scheme applicant","Main scheme application","22600","16430","0.727","0"
"2016","13 point(s)","18","England","All","Main scheme applicant","Main scheme application","22940","16760","0.731","0"
"2017","13 point(s)","18","England","All","Main scheme applicant","Main scheme application","23000","16555","0.72","0"
"2018","13 point(s)","18","England","All","Main scheme applicant","Main scheme application","21850","15850","0.725","0"
"2019","13 point(s)","18","England","All","Main scheme applicant","Main scheme application","21125","14950","0.708","0"
"2020","13 point(s)","18","England","All","Main scheme applicant","Main scheme application","20540","14325","0.6970000000000001","0"
"2021","13 point(s)","18","England","All","Main scheme applicant","Main scheme application","21260","16300","0.767","0"
"2022","13 point(s)","18","England","All","Main scheme applicant","Main scheme application","20065","14115","0.7030000000000001","0"
"2023","13 point(s)","18","England","All","Main scheme applicant","Main scheme application","19835","13470","0.679","0"
"2010","13 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","50","35","0.75","0"
"2011","13 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","30","15","0.5710000000000001","0"
"2012","13 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","25","10","0.5","0"
"2013","13 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","25","15","0.739","0"
"2014","13 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","30","25","0.8130000000000001","0"
"2015","13 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","30","10","0.41400000000000003","0"
"2016","13 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","25","15","0.63","0"
"2017","13 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","30","15","0.586","0"
"2018","13 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","25","15","0.556","0"
"2019","13 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","20","10","0.6","0"
"2020","13 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","15","10"," ","0"
"2021","13 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","15","10"," ","0"
"2022","13 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","15","5"," ","0"
"2023","13 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","25","15","0.708","0"
"2010","13 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","1135","865","0.763","0"
"2011","13 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","1085","825","0.761","0"
"2012","13 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","1075","850","0.79","0"
"2013","13 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","1035","840","0.812","0"
"2014","13 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","1040","805","0.777","0"
"2015","13 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","1070","835","0.781","0"
"2016","13 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","1060","830","0.783","0"
"2017","13 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","945","750","0.792","0"
"2018","13 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","910","740","0.8130000000000001","0"
"2019","13 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","805","635","0.788","0"
"2020","13 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","760","615","0.804","0"
"2021","13 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","880","740","0.84","0"
"2022","13 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","855","645","0.756","0"
"2023","13 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","770","600","0.78","0"
"2010","14 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1285","1010","0.787","0"
"2011","14 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1375","1060","0.77","0"
"2012","14 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1375","1040","0.758","0"
"2013","14 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1390","1120","0.807","0"
"2014","14 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1410","1095","0.777","0"
"2015","14 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1510","1135","0.751","0"
"2016","14 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1535","1150","0.751","0"
"2017","14 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1465","1070","0.73","0"
"2018","14 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1425","1015","0.713","0"
"2019","14 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1190","905","0.758","0"
"2020","14 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1155","955","0.8240000000000001","0"
"2021","14 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1265","1025","0.81","0"
"2022","14 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1250","940","0.754","0"
"2023","14 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1305","980","0.75","0"
"2010","14 point(s)","18","England","All","Main scheme applicant","Main scheme application","19565","14805","0.757","0"
"2011","14 point(s)","18","England","All","Main scheme applicant","Main scheme application","19560","15120","0.773","0"
"2012","14 point(s)","18","England","All","Main scheme applicant","Main scheme application","19900","15195","0.763","0"
"2013","14 point(s)","18","England","All","Main scheme applicant","Main scheme application","20575","16105","0.783","0"
"2014","14 point(s)","18","England","All","Main scheme applicant","Main scheme application","20930","15690","0.75","0"
"2015","14 point(s)","18","England","All","Main scheme applicant","Main scheme application","21825","16635","0.762","0"
"2016","14 point(s)","18","England","All","Main scheme applicant","Main scheme application","22315","16540","0.741","0"
"2017","14 point(s)","18","England","All","Main scheme applicant","Main scheme application","23200","16840","0.726","0"
"2018","14 point(s)","18","England","All","Main scheme applicant","Main scheme application","22920","16565","0.723","0"
"2019","14 point(s)","18","England","All","Main scheme applicant","Main scheme application","22225","15500","0.6970000000000001","0"
"2020","14 point(s)","18","England","All","Main scheme applicant","Main scheme application","21890","15390","0.7030000000000001","0"
"2021","14 point(s)","18","England","All","Main scheme applicant","Main scheme application","22150","17495","0.79","0"
"2022","14 point(s)","18","England","All","Main scheme applicant","Main scheme application","22395","16150","0.721","0"
"2023","14 point(s)","18","England","All","Main scheme applicant","Main scheme application","22430","15295","0.682","0"
"2010","14 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","35","25","0.6940000000000001","0"
"2011","14 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","30","20","0.71","0"
"2012","14 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","40","30","0.842","0"
"2013","14 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","25","20","0.741","0"
"2014","14 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","30","20","0.656","0"
"2015","14 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","45","35","0.745","0"
"2016","14 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","30","15","0.484","0"
"2017","14 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","35","25","0.758","0"
"2018","14 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","30","20","0.679","0"
"2019","14 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","25","20","0.741","0"
"2020","14 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","25","20","0.76","0"
"2021","14 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","25","25","0.852","0"
"2022","14 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","20","15","0.684","0"
"2023","14 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","25","10","0.458","0"
"2010","14 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","1070","865","0.809","0"
"2011","14 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","1035","830","0.803","0"
"2012","14 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","1065","865","0.812","0"
"2013","14 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","1050","880","0.841","0"
"2014","14 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","1020","835","0.8170000000000001","0"
"2015","14 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","1090","890","0.8200000000000001","0"
"2016","14 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","1085","890","0.8170000000000001","0"
"2017","14 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","990","805","0.8150000000000001","0"
"2018","14 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","870","700","0.805","0"
"2019","14 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","860","680","0.793","0"
"2020","14 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","810","655","0.812","0"
"2021","14 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","985","825","0.839","0"
"2022","14 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","975","745","0.767","0"
"2023","14 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","840","660","0.786","0"
"2010","15 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1980","1640","0.8280000000000001","0"
"2011","15 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1665","1395","0.837","0"
"2012","15 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1550","1255","0.81","0"
"2013","15 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1705","1390","0.8150000000000001","0"
"2014","15 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1485","1180","0.793","0"
"2015","15 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1590","1245","0.784","0"
"2016","15 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1485","1190","0.802","0"
"2017","15 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1560","1210","0.776","0"
"2018","15 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1515","1180","0.777","0"
"2019","15 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1280","990","0.774","0"
"2020","15 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1430","1205","0.844","0"
"2021","15 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1640","1335","0.8150000000000001","0"
"2022","15 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1820","1395","0.766","0"
"2023","15 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","1735","1350","0.778","0"
"2010","15 point(s)","18","England","All","Main scheme applicant","Main scheme application","25030","19990","0.799","0"
"2011","15 point(s)","18","England","All","Main scheme applicant","Main scheme application","22925","18440","0.804","0"
"2012","15 point(s)","18","England","All","Main scheme applicant","Main scheme application","21400","16865","0.788","0"
"2013","15 point(s)","18","England","All","Main scheme applicant","Main scheme application","21965","17560","0.799","0"
"2014","15 point(s)","18","England","All","Main scheme applicant","Main scheme application","21290","16605","0.78","0"
"2015","15 point(s)","18","England","All","Main scheme applicant","Main scheme application","21150","16690","0.789","0"
"2016","15 point(s)","18","England","All","Main scheme applicant","Main scheme application","21365","16525","0.773","0"
"2017","15 point(s)","18","England","All","Main scheme applicant","Main scheme application","22690","17180","0.757","0"
"2018","15 point(s)","18","England","All","Main scheme applicant","Main scheme application","22935","17025","0.742","0"
"2019","15 point(s)","18","England","All","Main scheme applicant","Main scheme application","23230","16460","0.709","0"
"2020","15 point(s)","18","England","All","Main scheme applicant","Main scheme application","23430","16500","0.704","0"
"2021","15 point(s)","18","England","All","Main scheme applicant","Main scheme application","24670","19490","0.79","0"
"2022","15 point(s)","18","England","All","Main scheme applicant","Main scheme application","24620","17365","0.705","0"
"2023","15 point(s)","18","England","All","Main scheme applicant","Main scheme application","25280","17180","0.68","0"
"2010","15 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","55","45","0.754","0"
"2011","15 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","40","30","0.769","0"
"2012","15 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","45","40","0.894","0"
"2013","15 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","55","40","0.778","0"
"2014","15 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","40","30","0.769","0"
"2015","15 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","30","25","0.833","0"
"2016","15 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","20","15","0.619","0"
"2017","15 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","40","25","0.684","0"
"2018","15 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","35","25","0.6940000000000001","0"
"2019","15 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","40","25","0.6920000000000001","0"
"2020","15 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","25","15","0.583","0"
"2021","15 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","35","30","0.784","0"
"2022","15 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","20","10","0.5","0"
"2023","15 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","30","20","0.613","0"
"2010","15 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","1320","1095","0.8300000000000001","0"
"2011","15 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","1160","925","0.799","0"
"2012","15 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","1195","980","0.8220000000000001","0"
"2013","15 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","1035","850","0.8190000000000001","0"
"2014","15 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","1035","860","0.8280000000000001","0"
"2015","15 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","1080","900","0.835","0"
"2016","15 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","1065","905","0.847","0"
"2017","15 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","960","775","0.806","0"
"2018","15 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","965","815","0.843","0"
"2019","15 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","985","780","0.79","0"
"2020","15 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","855","700","0.8170000000000001","0"
"2021","15 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","1110","940","0.849","0"
"2022","15 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","1320","1005","0.761","0"
"2023","15 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","1030","820","0.795","0"
"2010","16 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","555","480","0.863","0"
"2011","16 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","730","610","0.8320000000000001","0"
"2012","16 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","800","660","0.8210000000000001","0"
"2013","16 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","725","620","0.853","0"
"2014","16 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","770","625","0.8160000000000001","0"
"2015","16 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","685","560","0.812","0"
"2016","16 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","695","550","0.79","0"
"2017","16 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","715","585","0.8140000000000001","0"
"2018","16 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","645","525","0.8150000000000001","0"
"2019","16 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","660","550","0.833","0"
"2020","16 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","650","520","0.797","0"
"2021","16 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","785","655","0.837","0"
"2022","16 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","915","695","0.761","0"
"2023","16 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","940","740","0.79","0"
"2010","16 point(s)","18","England","All","Main scheme applicant","Main scheme application","9705","8070","0.8320000000000001","0"
"2011","16 point(s)","18","England","All","Main scheme applicant","Main scheme application","12160","10295","0.847","0"
"2012","16 point(s)","18","England","All","Main scheme applicant","Main scheme application","13215","10910","0.8260000000000001","0"
"2013","16 point(s)","18","England","All","Main scheme applicant","Main scheme application","13995","11500","0.8220000000000001","0"
"2014","16 point(s)","18","England","All","Main scheme applicant","Main scheme application","14255","11520","0.808","0"
"2015","16 point(s)","18","England","All","Main scheme applicant","Main scheme application","14545","11790","0.811","0"
"2016","16 point(s)","18","England","All","Main scheme applicant","Main scheme application","14935","12055","0.807","0"
"2017","16 point(s)","18","England","All","Main scheme applicant","Main scheme application","15525","12295","0.792","0"
"2018","16 point(s)","18","England","All","Main scheme applicant","Main scheme application","15490","11850","0.765","0"
"2019","16 point(s)","18","England","All","Main scheme applicant","Main scheme application","16990","12460","0.733","0"
"2020","16 point(s)","18","England","All","Main scheme applicant","Main scheme application","17650","13055","0.74","0"
"2021","16 point(s)","18","England","All","Main scheme applicant","Main scheme application","18950","15455","0.8160000000000001","0"
"2022","16 point(s)","18","England","All","Main scheme applicant","Main scheme application","21240","15415","0.726","0"
"2023","16 point(s)","18","England","All","Main scheme applicant","Main scheme application","22575","15800","0.7000000000000001","0"
"2010","16 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","25","20","0.75","0"
"2011","16 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","25","20","0.846","0"
"2012","16 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","35","30","0.8290000000000001","0"
"2013","16 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","30","25","0.862","0"
"2014","16 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","25","20","0.6920000000000001","0"
"2015","16 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","40","25","0.711","0"
"2016","16 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","25","15","0.654","0"
"2017","16 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","35","25","0.727","0"
"2018","16 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","20","10","0.6","0"
"2019","16 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","25","20","0.87","0"
"2020","16 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","20","15","0.778","0"
"2021","16 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","25","20","0.808","0"
"2022","16 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","20","10","0.556","0"
"2023","16 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","20","10","0.667","0"
"2010","16 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","425","360","0.841","0"
"2011","16 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","545","455","0.84","0"
"2012","16 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","540","445","0.8290000000000001","0"
"2013","16 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","600","490","0.8170000000000001","0"
"2014","16 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","625","510","0.8160000000000001","0"
"2015","16 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","650","530","0.8160000000000001","0"
"2016","16 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","585","500","0.861","0"
"2017","16 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","645","540","0.836","0"
"2018","16 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","605","495","0.8180000000000001","0"
"2019","16 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","650","535","0.8200000000000001","0"
"2020","16 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","585","465","0.799","0"
"2021","16 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","730","610","0.838","0"
"2022","16 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","865","685","0.791","0"
"2023","16 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","735","600","0.811","0"
"2010","17 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","310","260","0.84","0"
"2011","17 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","430","365","0.845","0"
"2012","17 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","410","330","0.807","0"
"2013","17 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","390","320","0.8200000000000001","0"
"2014","17 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","365","300","0.8190000000000001","0"
"2015","17 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","360","285","0.791","0"
"2016","17 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","430","340","0.795","0"
"2017","17 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","385","305","0.793","0"
"2018","17 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","340","290","0.845","0"
"2019","17 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","395","315","0.799","0"
"2020","17 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","335","270","0.804","0"
"2021","17 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","450","375","0.837","0"
"2022","17 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","500","380","0.764","0"
"2023","17 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","590","470","0.8","0"
"2010","17 point(s)","18","England","All","Main scheme applicant","Main scheme application","6255","5390","0.861","0"
"2011","17 point(s)","18","England","All","Main scheme applicant","Main scheme application","7475","6545","0.875","0"
"2012","17 point(s)","18","England","All","Main scheme applicant","Main scheme application","8675","7435","0.857","0"
"2013","17 point(s)","18","England","All","Main scheme applicant","Main scheme application","8745","7490","0.856","0"
"2014","17 point(s)","18","England","All","Main scheme applicant","Main scheme application","8975","7575","0.844","0"
"2015","17 point(s)","18","England","All","Main scheme applicant","Main scheme application","9540","8075","0.846","0"
"2016","17 point(s)","18","England","All","Main scheme applicant","Main scheme application","9745","8170","0.839","0"
"2017","17 point(s)","18","England","All","Main scheme applicant","Main scheme application","10110","8415","0.8320000000000001","0"
"2018","17 point(s)","18","England","All","Main scheme applicant","Main scheme application","10580","8680","0.8200000000000001","0"
"2019","17 point(s)","18","England","All","Main scheme applicant","Main scheme application","11635","9250","0.795","0"
"2020","17 point(s)","18","England","All","Main scheme applicant","Main scheme application","12430","9885","0.795","0"
"2021","17 point(s)","18","England","All","Main scheme applicant","Main scheme application","14020","11975","0.854","0"
"2022","17 point(s)","18","England","All","Main scheme applicant","Main scheme application","16285","12495","0.767","0"
"2023","17 point(s)","18","England","All","Main scheme applicant","Main scheme application","17955","13385","0.745","0"
"2010","17 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","20","15","0.833","0"
"2011","17 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","20","20","0.8180000000000001","0"
"2012","17 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","20","15","0.778","0"
"2013","17 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","15","10","0.75","0"
"2014","17 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","15","10","0.667","0"
"2015","17 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","15","15","0.8240000000000001","0"
"2016","17 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","15","15","0.9410000000000001","0"
"2017","17 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","25","20","0.792","0"
"2018","17 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2019","17 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","15","10","0.667","0"
"2020","17 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","15","10","0.667","0"
"2021","17 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","15","15","0.933","0"
"2022","17 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","25","20","0.6920000000000001","0"
"2023","17 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","20","15","0.722","0"
"2010","17 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","245","215","0.862","0"
"2011","17 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","335","290","0.857","0"
"2012","17 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","360","310","0.867","0"
"2013","17 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","365","300","0.8220000000000001","0"
