"Year","POLAR4 Quintile","Age group","Domicile","Gender","Self-released","Applied after self-releasing","Placed after self-releasing"
"2021","Quintile 3","20","All","Female","125","95","90"
"2022","Quintile 3","20","All","Female","115","65","65"
"2023","Quintile 3","20","All","Female","130","95","90"
"2019","Quintile 4","20","All","Female","140","115","110"
"2020","Quintile 4","20","All","Female","175","135","130"
"2021","Quintile 4","20","All","Female","135","90","90"
"2022","Quintile 4","20","All","Female","135","85","80"
"2023","Quintile 4","20","All","Female","155","115","110"
"2019","Quintile 5","20","All","Female","100","70","70"
"2020","Quintile 5","20","All","Female","165","115","115"
"2021","Quintile 5","20","All","Female","130","80","80"
"2022","Quintile 5","20","All","Female","130","85","80"
"2023","Quintile 5","20","All","Female","165","125","125"
"2019","Unknown","21 - 24","All","Female","5","5","0"
"2019","Quintile 1","21 - 24","All","Female","70","45","40"
"2020","Quintile 1","21 - 24","All","Female","100","65","60"
"2021","Quintile 1","21 - 24","All","Female","130","70","65"
"2022","Quintile 1","21 - 24","All","Female","105","50","45"
"2023","Quintile 1","21 - 24","All","Female","105","55","50"
"2019","Quintile 2","21 - 24","All","Female","85","55","55"
"2020","Quintile 2","21 - 24","All","Female","95","70","70"
"2021","Quintile 2","21 - 24","All","Female","150","75","70"
"2022","Quintile 2","21 - 24","All","Female","110","65","60"
"2023","Quintile 2","21 - 24","All","Female","110","60","60"
"2019","Quintile 3","21 - 24","All","Female","105","65","60"
"2020","Quintile 3","21 - 24","All","Female","125","85","80"
"2021","Quintile 3","21 - 24","All","Female","120","70","70"
"2022","Quintile 3","21 - 24","All","Female","130","80","75"
"2023","Quintile 3","21 - 24","All","Female","120","75","75"
"2019","Quintile 4","21 - 24","All","Female","115","75","70"
"2020","Quintile 4","21 - 24","All","Female","155","105","100"
"2021","Quintile 4","21 - 24","All","Female","130","80","75"
"2022","Quintile 4","21 - 24","All","Female","155","80","75"
"2023","Quintile 4","21 - 24","All","Female","145","85","85"
"2019","Quintile 5","21 - 24","All","Female","110","70","65"
"2020","Quintile 5","21 - 24","All","Female","155","85","80"
"2021","Quintile 5","21 - 24","All","Female","155","85","80"
"2022","Quintile 5","21 - 24","All","Female","150","85","80"
"2023","Quintile 5","21 - 24","All","Female","155","90","85"
"2019","Quintile 1","25 - 29","All","Female","30","20","15"
"2020","Quintile 1","25 - 29","All","Female","45","30","30"
"2021","Quintile 1","25 - 29","All","Female","50","25","25"
"2022","Quintile 1","25 - 29","All","Female","50","20","15"
"2023","Quintile 1","25 - 29","All","Female","35","20","15"
"2019","Quintile 2","25 - 29","All","Female","35","25","20"
"2020","Quintile 2","25 - 29","All","Female","45","30","25"
"2021","Quintile 2","25 - 29","All","Female","50","25","20"
"2022","Quintile 2","25 - 29","All","Female","50","25","20"
"2023","Quintile 2","25 - 29","All","Female","55","25","25"
"2019","Quintile 3","25 - 29","All","Female","25","15","15"
"2020","Quintile 3","25 - 29","All","Female","55","30","30"
"2021","Quintile 3","25 - 29","All","Female","65","35","30"
"2022","Quintile 3","25 - 29","All","Female","45","20","15"
"2023","Quintile 3","25 - 29","All","Female","55","20","20"
"2019","Quintile 4","25 - 29","All","Female","35","20","20"
"2020","Quintile 4","25 - 29","All","Female","80","45","40"
"2021","Quintile 4","25 - 29","All","Female","50","20","15"
"2022","Quintile 4","25 - 29","All","Female","70","30","25"
"2023","Quintile 4","25 - 29","All","Female","50","30","25"
"2019","Quintile 5","25 - 29","All","Female","40","25","25"
"2020","Quintile 5","25 - 29","All","Female","65","35","35"
"2021","Quintile 5","25 - 29","All","Female","50","25","20"
"2022","Quintile 5","25 - 29","All","Female","55","20","20"
"2023","Quintile 5","25 - 29","All","Female","65","35","30"
"2019","Quintile 1","30 - 34","All","Female","30","20","20"
"2020","Quintile 1","30 - 34","All","Female","20","15","15"
"2021","Quintile 1","30 - 34","All","Female","35","20","15"
"2022","Quintile 1","30 - 34","All","Female","35","15","15"
"2023","Quintile 1","30 - 34","All","Female","40","25","25"
"2019","Quintile 2","30 - 34","All","Female","20","15","15"
"2020","Quintile 2","30 - 34","All","Female","40","25","25"
"2021","Quintile 2","30 - 34","All","Female","25","10","10"
"2022","Quintile 2","30 - 34","All","Female","30","15","15"
"2023","Quintile 2","30 - 34","All","Female","20","10","10"
"2019","Quintile 3","30 - 34","All","Female","15","10","10"
"2020","Quintile 3","30 - 34","All","Female","25","15","10"
"2021","Quintile 3","30 - 34","All","Female","30","15","15"
"2022","Quintile 3","30 - 34","All","Female","35","15","15"
"2023","Quintile 3","30 - 34","All","Female","35","15","15"
"2019","Quintile 4","30 - 34","All","Female","25","10","10"
"2020","Quintile 4","30 - 34","All","Female","30","15","15"
"2021","Quintile 4","30 - 34","All","Female","35","15","15"
"2022","Quintile 4","30 - 34","All","Female","30","20","15"
"2023","Quintile 4","30 - 34","All","Female","25","15","10"
"2019","Quintile 5","30 - 34","All","Female","20","15","15"
"2020","Quintile 5","30 - 34","All","Female","25","15","10"
"2021","Quintile 5","30 - 34","All","Female","30","15","15"
"2022","Quintile 5","30 - 34","All","Female","35","15","15"
"2023","Quintile 5","30 - 34","All","Female","20","10","5"
"2019","Quintile 1","35 and over","All","Female","30","20","15"
"2020","Quintile 1","35 and over","All","Female","55","40","35"
"2021","Quintile 1","35 and over","All","Female","50","35","30"
"2022","Quintile 1","35 and over","All","Female","55","30","25"
"2023","Quintile 1","35 and over","All","Female","50","25","25"
"2019","Quintile 2","35 and over","All","Female","35","25","25"
"2020","Quintile 2","35 and over","All","Female","40","25","25"
"2021","Quintile 2","35 and over","All","Female","40","30","25"
"2022","Quintile 2","35 and over","All","Female","50","30","25"
"2023","Quintile 2","35 and over","All","Female","50","20","15"
"2019","Quintile 3","35 and over","All","Female","40","25","25"
"2020","Quintile 3","35 and over","All","Female","55","35","30"
"2021","Quintile 3","35 and over","All","Female","65","35","30"
"2022","Quintile 3","35 and over","All","Female","70","35","30"
"2023","Quintile 3","35 and over","All","Female","60","30","25"
"2019","Quintile 4","35 and over","All","Female","35","20","20"
"2020","Quintile 4","35 and over","All","Female","40","25","25"
"2021","Quintile 4","35 and over","All","Female","65","35","30"
"2022","Quintile 4","35 and over","All","Female","55","25","20"
"2023","Quintile 4","35 and over","All","Female","60","30","30"
"2019","Quintile 5","35 and over","All","Female","25","20","15"
"2020","Quintile 5","35 and over","All","Female","45","30","25"
"2021","Quintile 5","35 and over","All","Female","60","40","35"
"2022","Quintile 5","35 and over","All","Female","60","30","25"
"2023","Quintile 5","35 and over","All","Female","45","25","25"
"2019","Quintile 1","17 and under","All","Male","5","0","0"
"2019","Quintile 2","17 and under","All","Male","5","0","0"
"2020","Quintile 2","17 and under","All","Male","5","5","5"
"2021","Quintile 2","17 and under","All","Male","5","0","0"
"2022","Quintile 2","17 and under","All","Male","5","5","5"
"2023","Quintile 2","17 and under","All","Male","5","0","0"
"2019","Quintile 3","17 and under","All","Male","5","5","5"
"2020","Quintile 3","17 and under","All","Male","5","5","5"
"2021","Quintile 3","17 and under","All","Male","5","0","0"
"2022","Quintile 3","17 and under","All","Male","5","0","0"
"2023","Quintile 3","17 and under","All","Male","5","5","5"
"2019","Quintile 4","17 and under","All","Male","5","5","5"
"2020","Quintile 4","17 and under","All","Male","5","0","0"
"2021","Quintile 4","17 and under","All","Male","10","5","5"
"2022","Quintile 4","17 and under","All","Male","10","5","5"
"2023","Quintile 4","17 and under","All","Male","15","10","10"
"2019","Quintile 5","17 and under","All","Male","15","10","10"
"2020","Quintile 5","17 and under","All","Male","15","15","15"
"2021","Quintile 5","17 and under","All","Male","10","5","5"
"2022","Quintile 5","17 and under","All","Male","20","10","10"
"2023","Quintile 5","17 and under","All","Male","20","5","5"
"2019","Unknown","18","All","Male","5","5","5"
"2020","Unknown","18","All","Male","10","5","5"
"2021","Unknown","18","All","Male","10","5","5"
"2022","Unknown","18","All","Male","5","0","0"
"2023","Unknown","18","All","Male","5","5","5"
"2019","Quintile 1","18","All","Male","695","490","490"
"2020","Quintile 1","18","All","Male","845","670","665"
"2021","Quintile 1","18","All","Male","755","510","505"
"2022","Quintile 1","18","All","Male","1045","595","585"
"2023","Quintile 1","18","All","Male","1140","675","675"
"2019","Quintile 2","18","All","Male","1010","705","705"
"2020","Quintile 2","18","All","Male","1320","1040","1030"
"2021","Quintile 2","18","All","Male","1105","720","715"
"2022","Quintile 2","18","All","Male","1505","875","865"
"2023","Quintile 2","18","All","Male","1575","945","935"
"2019","Quintile 3","18","All","Male","1435","1020","1015"
"2020","Quintile 3","18","All","Male","1940","1560","1550"
"2021","Quintile 3","18","All","Male","1565","1030","1020"
"2022","Quintile 3","18","All","Male","2290","1340","1325"
"2023","Quintile 3","18","All","Male","2160","1340","1325"
"2019","Quintile 4","18","All","Male","1845","1270","1255"
"2020","Quintile 4","18","All","Male","2755","2225","2220"
"2021","Quintile 4","18","All","Male","2065","1370","1355"
"2022","Quintile 4","18","All","Male","2800","1610","1590"
"2023","Quintile 4","18","All","Male","2935","1840","1820"
"2019","Quintile 5","18","All","Male","2740","1845","1835"
"2020","Quintile 5","18","All","Male","4030","3265","3245"
"2021","Quintile 5","18","All","Male","2795","1735","1720"
"2022","Quintile 5","18","All","Male","4015","2115","2095"
"2023","Quintile 5","18","All","Male","4025","2380","2355"
"2019","Unknown","19","All","Male","5","5","5"
"2019","Quintile 1","19","All","Male","165","125","125"
"2020","Quintile 1","19","All","Male","215","170","170"
"2021","Quintile 1","19","All","Male","170","115","110"
"2022","Quintile 1","19","All","Male","175","115","115"
"2023","Quintile 1","19","All","Male","190","125","115"
"2019","Quintile 2","19","All","Male","220","165","165"
"2020","Quintile 2","19","All","Male","260","210","205"
"2021","Quintile 2","19","All","Male","225","170","165"
"2022","Quintile 2","19","All","Male","240","160","160"
"2023","Quintile 2","19","All","Male","295","185","185"
"2019","Quintile 3","19","All","Male","370","300","300"
"2020","Quintile 3","19","All","Male","390","340","340"
"2021","Quintile 3","19","All","Male","320","230","225"
"2022","Quintile 3","19","All","Male","315","220","215"
"2023","Quintile 3","19","All","Male","375","260","255"
"2019","Quintile 4","19","All","Male","445","355","355"
"2020","Quintile 4","19","All","Male","500","425","420"
"2021","Quintile 4","19","All","Male","400","300","295"
"2022","Quintile 4","19","All","Male","375","265","260"
"2023","Quintile 4","19","All","Male","460","320","310"
"2019","Quintile 5","19","All","Male","565","455","455"
"2020","Quintile 5","19","All","Male","740","635","630"
"2021","Quintile 5","19","All","Male","495","355","355"
"2022","Quintile 5","19","All","Male","500","340","335"
"2023","Quintile 5","19","All","Male","620","425","420"
"2019","Quintile 1","20","All","Male","50","40","40"
"2020","Quintile 1","20","All","Male","55","45","40"
"2021","Quintile 1","20","All","Male","70","45","45"
"2022","Quintile 1","20","All","Male","75","45","45"
"2023","Quintile 1","20","All","Male","70","40","40"
"2019","Quintile 2","20","All","Male","75","60","55"
"2020","Quintile 2","20","All","Male","90","70","65"
"2021","Quintile 2","20","All","Male","80","50","50"
"2022","Quintile 2","20","All","Male","65","40","40"
"2023","Quintile 2","20","All","Male","80","55","55"
"2019","Quintile 3","20","All","Male","100","80","75"
"2020","Quintile 3","20","All","Male","95","75","70"
"2021","Quintile 3","20","All","Male","105","70","70"
"2022","Quintile 3","20","All","Male","115","60","55"
"2023","Quintile 3","20","All","Male","105","70","65"
"2019","Quintile 4","20","All","Male","120","95","95"
"2020","Quintile 4","20","All","Male","110","90","90"
"2021","Quintile 4","20","All","Male","105","70","70"
"2022","Quintile 4","20","All","Male","115","70","70"
"2023","Quintile 4","20","All","Male","125","90","85"
"2019","Quintile 5","20","All","Male","115","85","85"
"2020","Quintile 5","20","All","Male","125","95","95"
"2021","Quintile 5","20","All","Male","110","75","75"
"2022","Quintile 5","20","All","Male","125","75","70"
"2023","Quintile 5","20","All","Male","140","105","105"
"2019","Quintile 1","21 - 24","All","Male","70","50","50"
"2020","Quintile 1","21 - 24","All","Male","75","55","55"
"2021","Quintile 1","21 - 24","All","Male","60","35","35"
"2022","Quintile 1","21 - 24","All","Male","75","35","35"
"2023","Quintile 1","21 - 24","All","Male","65","40","35"
"2019","Quintile 2","21 - 24","All","Male","60","45","40"
"2020","Quintile 2","21 - 24","All","Male","75","50","50"
"2021","Quintile 2","21 - 24","All","Male","75","45","45"
"2022","Quintile 2","21 - 24","All","Male","95","50","45"
"2023","Quintile 2","21 - 24","All","Male","85","50","45"
"2019","Quintile 3","21 - 24","All","Male","80","55","50"
"2020","Quintile 3","21 - 24","All","Male","95","60","60"
"2021","Quintile 3","21 - 24","All","Male","75","50","50"
"2022","Quintile 3","21 - 24","All","Male","115","65","60"
"2023","Quintile 3","21 - 24","All","Male","105","60","60"
"2019","Quintile 4","21 - 24","All","Male","110","85","80"
"2020","Quintile 4","21 - 24","All","Male","90","65","60"
"2021","Quintile 4","21 - 24","All","Male","115","75","75"
"2022","Quintile 4","21 - 24","All","Male","120","70","65"
"2023","Quintile 4","21 - 24","All","Male","115","70","65"
"2019","Quintile 5","21 - 24","All","Male","90","65","65"
"2020","Quintile 5","21 - 24","All","Male","105","80","80"
"2021","Quintile 5","21 - 24","All","Male","105","60","60"
"2022","Quintile 5","21 - 24","All","Male","130","80","75"
"2023","Quintile 5","21 - 24","All","Male","115","70","70"
"2019","Quintile 1","25 - 29","All","Male","15","10","10"
"2020","Quintile 1","25 - 29","All","Male","25","15","15"
"2021","Quintile 1","25 - 29","All","Male","20","10","10"
"2022","Quintile 1","25 - 29","All","Male","20","5","5"
"2023","Quintile 1","25 - 29","All","Male","25","15","15"
"2019","Quintile 2","25 - 29","All","Male","20","15","15"
"2020","Quintile 2","25 - 29","All","Male","30","15","15"
"2021","Quintile 2","25 - 29","All","Male","30","15","15"
"2022","Quintile 2","25 - 29","All","Male","25","10","10"
"2023","Quintile 2","25 - 29","All","Male","30","15","10"
"2019","Quintile 3","25 - 29","All","Male","15","10","10"
"2020","Quintile 3","25 - 29","All","Male","35","20","20"
"2021","Quintile 3","25 - 29","All","Male","35","20","20"
"2022","Quintile 3","25 - 29","All","Male","25","5","5"
"2023","Quintile 3","25 - 29","All","Male","30","10","10"
"2019","Quintile 4","25 - 29","All","Male","30","20","20"
"2020","Quintile 4","25 - 29","All","Male","35","15","15"
"2021","Quintile 4","25 - 29","All","Male","25","15","15"
"2022","Quintile 4","25 - 29","All","Male","20","10","10"
"2023","Quintile 4","25 - 29","All","Male","35","15","15"
"2019","Quintile 5","25 - 29","All","Male","30","15","15"
"2020","Quintile 5","25 - 29","All","Male","35","25","25"
"2021","Quintile 5","25 - 29","All","Male","45","20","20"
"2022","Quintile 5","25 - 29","All","Male","35","15","15"
"2023","Quintile 5","25 - 29","All","Male","20","10","10"
"2019","Quintile 1","30 - 34","All","Male","10","5","5"
"2020","Quintile 1","30 - 34","All","Male","5","5","5"
"2021","Quintile 1","30 - 34","All","Male","10","10","10"
"2022","Quintile 1","30 - 34","All","Male","10","5","5"
"2023","Quintile 1","30 - 34","All","Male","5","5","0"
"2019","Quintile 2","30 - 34","All","Male","10","5","5"
"2020","Quintile 2","30 - 34","All","Male","15","10","10"
"2021","Quintile 2","30 - 34","All","Male","20","10","10"
"2022","Quintile 2","30 - 34","All","Male","10","5","5"
"2023","Quintile 2","30 - 34","All","Male","5","5","0"
"2019","Quintile 3","30 - 34","All","Male","5","5","5"
"2020","Quintile 3","30 - 34","All","Male","10","10","5"
"2021","Quintile 3","30 - 34","All","Male","10","5","5"
"2022","Quintile 3","30 - 34","All","Male","15","5","5"
"2023","Quintile 3","30 - 34","All","Male","15","5","5"
"2019","Quintile 4","30 - 34","All","Male","10","10","10"
"2020","Quintile 4","30 - 34","All","Male","15","15","10"
"2021","Quintile 4","30 - 34","All","Male","20","10","5"
"2022","Quintile 4","30 - 34","All","Male","15","10","5"
"2023","Quintile 4","30 - 34","All","Male","10","5","5"
"2019","Quintile 5","30 - 34","All","Male","5","5","5"
"2020","Quintile 5","30 - 34","All","Male","15","10","10"
"2021","Quintile 5","30 - 34","All","Male","10","5","5"
"2022","Quintile 5","30 - 34","All","Male","5","0","0"
"2023","Quintile 5","30 - 34","All","Male","10","10","5"
"2019","Quintile 1","35 and over","All","Male","10","5","5"
"2020","Quintile 1","35 and over","All","Male","20","10","10"
"2021","Quintile 1","35 and over","All","Male","20","15","10"
"2022","Quintile 1","35 and over","All","Male","15","10","5"
"2023","Quintile 1","35 and over","All","Male","20","15","15"
"2019","Quintile 2","35 and over","All","Male","10","5","5"
"2020","Quintile 2","35 and over","All","Male","20","15","15"
"2021","Quintile 2","35 and over","All","Male","20","15","10"
"2022","Quintile 2","35 and over","All","Male","25","10","10"
"2023","Quintile 2","35 and over","All","Male","25","15","10"
"2019","Quintile 3","35 and over","All","Male","15","10","10"
"2020","Quintile 3","35 and over","All","Male","20","10","10"
"2021","Quintile 3","35 and over","All","Male","15","10","10"
"2022","Quintile 3","35 and over","All","Male","25","15","10"
"2023","Quintile 3","35 and over","All","Male","30","20","20"
"2019","Quintile 4","35 and over","All","Male","20","15","15"
"2020","Quintile 4","35 and over","All","Male","25","15","15"
"2021","Quintile 4","35 and over","All","Male","20","10","5"
"2022","Quintile 4","35 and over","All","Male","20","15","10"
"2023","Quintile 4","35 and over","All","Male","25","10","10"
"2019","Quintile 5","35 and over","All","Male","20","15","10"
"2020","Quintile 5","35 and over","All","Male","25","15","15"
"2021","Quintile 5","35 and over","All","Male","30","20","20"
"2022","Quintile 5","35 and over","All","Male","20","10","10"
"2023","Quintile 5","35 and over","All","Male","15","10","5"
"2019","All","17 and under","All","Female","30","15","15"
"2020","All","17 and under","All","Female","60","40","40"
"2021","All","17 and under","All","Female","40","15","15"
"2022","All","17 and under","All","Female","65","20","20"
"2023","All","17 and under","All","Female","45","25","25"
"2019","All","18","All","Female","9870","7155","7085"
"2020","All","18","All","Female","13645","10925","10845"
"2021","All","18","All","Female","10535","6880","6800"
"2022","All","18","All","Female","14450","8745","8590"
"2023","All","18","All","Female","14610","9330","9225"
"2019","All","19","All","Female","2185","1770","1750"
"2020","All","19","All","Female","2660","2160","2135"
"2021","All","19","All","Female","2070","1480","1455"
"2022","All","19","All","Female","2255","1505","1465"
"2023","All","19","All","Female","2545","1785","1755"
"2019","All","20","All","Female","510","400","390"
"2020","All","20","All","Female","655","490","475"
"2021","All","20","All","Female","580","400","385"
"2022","All","20","All","Female","585","360","340"
"2023","All","20","All","Female","660","455","445"
"2019","All","21 - 24","All","Female","480","315","295"
"2020","All","21 - 24","All","Female","630","410","395"
"2021","All","21 - 24","All","Female","680","375","355"
"2022","All","21 - 24","All","Female","650","365","335"
"2023","All","21 - 24","All","Female","630","365","345"
"2019","All","25 - 29","All","Female","160","105","95"
"2020","All","25 - 29","All","Female","290","175","165"
"2021","All","25 - 29","All","Female","265","125","110"
"2022","All","25 - 29","All","Female","270","110","95"
"2023","All","25 - 29","All","Female","260","130","120"
"2019","All","30 - 34","All","Female","115","70","70"
"2020","All","30 - 34","All","Female","140","85","70"
"2021","All","30 - 34","All","Female","155","75","70"
"2022","All","30 - 34","All","Female","165","85","75"
"2023","All","30 - 34","All","Female","135","70","65"
"2019","All","35 and over","All","Female","160","110","95"
"2020","All","35 and over","All","Female","235","155","140"
"2021","All","35 and over","All","Female","280","170","155"
"2022","All","35 and over","All","Female","295","145","125"
"2023","All","35 and over","All","Female","270","135","120"
"2019","All","17 and under","All","Male","30","20","20"
"2020","All","17 and under","All","Male","35","25","25"
"2021","All","17 and under","All","Male","35","10","10"
"2022","All","17 and under","All","Male","40","15","15"
"2023","All","17 and under","All","Male","45","15","15"
"2019","All","18","All","Male","7725","5340","5295"
"2020","All","18","All","Male","10900","8770","8720"
"2021","All","18","All","Male","8295","5370","5320"
"2022","All","18","All","Male","11660","6535","6460"
"2023","All","18","All","Male","11845","7180","7110"
"2019","All","19","All","Male","1765","1410","1395"
"2020","All","19","All","Male","2110","1785","1765"
"2021","All","19","All","Male","1615","1170","1145"
"2022","All","19","All","Male","1615","1105","1085"
"2023","All","19","All","Male","1935","1320","1285"
"2019","All","20","All","Male","465","355","345"
"2020","All","20","All","Male","475","370","360"
"2021","All","20","All","Male","465","320","310"
"2022","All","20","All","Male","495","290","280"
"2023","All","20","All","Male","520","360","350"
"2019","All","21 - 24","All","Male","415","295","290"
"2020","All","21 - 24","All","Male","440","310","300"
"2021","All","21 - 24","All","Male","430","265","260"
"2022","All","21 - 24","All","Male","540","305","280"
"2023","All","21 - 24","All","Male","490","290","275"
"2019","All","25 - 29","All","Male","110","65","65"
"2020","All","25 - 29","All","Male","155","95","90"
"2021","All","25 - 29","All","Male","155","80","80"
"2022","All","25 - 29","All","Male","125","45","45"
"2023","All","25 - 29","All","Male","135","65","65"
"2019","All","30 - 34","All","Male","40","30","30"
"2020","All","30 - 34","All","Male","60","40","35"
"2021","All","30 - 34","All","Male","75","40","35"
"2022","All","30 - 34","All","Male","60","25","20"
"2023","All","30 - 34","All","Male","50","25","20"
"2019","All","35 and over","All","Male","75","50","45"
"2020","All","35 and over","All","Male","105","70","60"
"2021","All","35 and over","All","Male","105","65","55"
"2022","All","35 and over","All","Male","105","55","45"
"2023","All","35 and over","All","Male","120","70","65"
"2019","Unknown","All","All","Female","25","15","15"
"2020","Unknown","All","All","Female","20","15","15"
"2021","Unknown","All","All","Female","10","5","5"
"2022","Unknown","All","All","Female","5","0","0"
"2023","Unknown","All","All","Female","5","0","0"
"2019","Quintile 1","All","All","Female","1485","1115","1090"
"2020","Quintile 1","All","All","Female","1850","1405","1375"
"2021","Quintile 1","All","All","Female","1730","1120","1080"
"2022","Quintile 1","All","All","Female","2245","1365","1315"
"2023","Quintile 1","All","All","Female","2270","1455","1425"
"2019","Quintile 2","All","All","Female","2040","1495","1470"
"2020","Quintile 2","All","All","Female","2600","2070","2045"
"2021","Quintile 2","All","All","Female","2170","1410","1375"
"2022","Quintile 2","All","All","Female","2830","1740","1690"
"2023","Quintile 2","All","All","Female","2995","1890","1855"
"2019","Quintile 3","All","All","Female","2610","1930","1910"
"2020","Quintile 3","All","All","Female","3460","2760","2730"
"2021","Quintile 3","All","All","Female","2900","1950","1920"
"2022","Quintile 3","All","All","Female","3780","2320","2260"
"2023","Quintile 3","All","All","Female","3755","2455","2415"
"2019","Quintile 4","All","All","Female","3395","2545","2505"
"2020","Quintile 4","All","All","Female","4550","3595","3555"
"2021","Quintile 4","All","All","Female","3505","2375","2335"
"2022","Quintile 4","All","All","Female","4370","2760","2700"
"2023","Quintile 4","All","All","Female","4520","2965","2915"
"2019","Quintile 5","All","All","Female","3960","2835","2805"
"2020","Quintile 5","All","All","Female","5825","4595","4545"
"2021","Quintile 5","All","All","Female","4280","2660","2625"
"2022","Quintile 5","All","All","Female","5500","3145","3085"
"2023","Quintile 5","All","All","Female","5615","3530","3490"
"2019","Unknown","All","All","Male","10","5","5"
"2020","Unknown","All","All","Male","10","5","5"
"2021","Unknown","All","All","Male","10","10","10"
"2022","Unknown","All","All","Male","5","0","0"
"2023","Unknown","All","All","Male","5","5","5"
"2019","Quintile 1","All","All","Male","1015","735","725"
"2020","Quintile 1","All","All","Male","1240","975","960"
"2021","Quintile 1","All","All","Male","1110","735","725"
"2022","Quintile 1","All","All","Male","1420","815","790"
"2023","Quintile 1","All","All","Male","1515","910","890"
"2019","Quintile 2","All","All","Male","1400","1000","990"
"2020","Quintile 2","All","All","Male","1810","1410","1395"
"2021","Quintile 2","All","All","Male","1560","1025","1005"
"2022","Quintile 2","All","All","Male","1970","1155","1135"
"2023","Quintile 2","All","All","Male","2100","1265","1245"
"2019","Quintile 3","All","All","Male","2025","1475","1465"
"2020","Quintile 3","All","All","Male","2595","2085","2060"
"2021","Quintile 3","All","All","Male","2130","1415","1395"
"2022","Quintile 3","All","All","Male","2905","1710","1680"
"2023","Quintile 3","All","All","Male","2820","1775","1745"
"2019","Quintile 4","All","All","Male","2585","1850","1830"
"2020","Quintile 4","All","All","Male","3540","2855","2830"
"2021","Quintile 4","All","All","Male","2755","1850","1830"
"2022","Quintile 4","All","All","Male","3475","2050","2015"
"2023","Quintile 4","All","All","Male","3725","2360","2325"
"2019","Quintile 5","All","All","Male","3585","2495","2475"
"2020","Quintile 5","All","All","Male","5090","4135","4105"
"2021","Quintile 5","All","All","Male","3600","2280","2255"
"2022","Quintile 5","All","All","Male","4855","2645","2605"
"2023","Quintile 5","All","All","Male","4970","3015","2975"
"2019","All","All","All","Female","13510","9935","9800"
"2020","All","All","All","Female","18310","14440","14265"
"2021","All","All","All","Female","14595","9525","9340"
"2022","All","All","All","Female","18730","11330","11050"
"2023","All","All","All","Female","19160","12300","12100"
"2019","All","All","All","Male","10625","7565","7485"
"2020","All","All","All","Male","14285","11465","11355"
"2021","All","All","All","Male","11170","7320","7215"
"2022","All","All","All","Male","14635","8375","8230"
"2023","All","All","All","Male","15140","9330","9175"
"2019","Quintile 1","17 and under","England","All","5","0","0"
"2020","Quintile 1","17 and under","England","All","5","5","5"
"2022","Quintile 1","17 and under","England","All","5","0","0"
"2019","Quintile 2","17 and under","England","All","5","0","0"
"2020","Quintile 2","17 and under","England","All","5","5","5"
"2021","Quintile 2","17 and under","England","All","5","0","0"
"2022","Quintile 2","17 and under","England","All","10","5","5"
"2023","Quintile 2","17 and under","England","All","5","0","0"
"2019","Quintile 2","17 and under","Scotland","All","5","0","0"
"2021","Quintile 2","17 and under","Scotland","All","5","0","0"
"2022","Quintile 2","17 and under","Scotland","All","5","0","0"
"2023","Quintile 2","17 and under","Scotland","All","10","5","5"
"2019","Quintile 3","17 and under","England","All","5","5","5"
"2020","Quintile 3","17 and under","England","All","10","10","10"
"2021","Quintile 3","17 and under","England","All","10","5","5"
"2022","Quintile 3","17 and under","England","All","10","0","0"
"2023","Quintile 3","17 and under","England","All","5","5","5"
"2019","Quintile 3","17 and under","Scotland","All","5","0","0"
"2020","Quintile 3","17 and under","Scotland","All","5","5","5"
"2021","Quintile 3","17 and under","Scotland","All","5","0","0"
"2022","Quintile 3","17 and under","Scotland","All","15","0","0"
"2023","Quintile 3","17 and under","Scotland","All","10","5","5"
"2019","Quintile 4","17 and under","England","All","5","5","5"
"2020","Quintile 4","17 and under","England","All","15","10","10"
"2021","Quintile 4","17 and under","England","All","10","5","5"
"2022","Quintile 4","17 and under","England","All","10","5","5"
"2023","Quintile 4","17 and under","England","All","10","10","10"
"2019","Quintile 4","17 and under","Scotland","All","5","0","0"
"2020","Quintile 4","17 and under","Scotland","All","5","0","0"
"2021","Quintile 4","17 and under","Scotland","All","5","0","0"
"2022","Quintile 4","17 and under","Scotland","All","15","5","5"
"2023","Quintile 4","17 and under","Scotland","All","10","5","5"
"2019","Quintile 5","17 and under","England","All","20","15","15"
"2020","Quintile 5","17 and under","England","All","25","20","20"
"2021","Quintile 5","17 and under","England","All","15","5","5"
"2022","Quintile 5","17 and under","England","All","30","10","10"
"2023","Quintile 5","17 and under","England","All","20","10","10"
"2019","Quintile 5","17 and under","Scotland","All","5","0","0"
"2020","Quintile 5","17 and under","Scotland","All","20","5","5"
"2021","Quintile 5","17 and under","Scotland","All","10","0","0"
"2022","Quintile 5","17 and under","Scotland","All","15","0","0"
"2023","Quintile 5","17 and under","Scotland","All","20","5","5"
"2019","Unknown","18","England","All","15","10","10"
"2020","Unknown","18","England","All","15","10","10"
"2021","Unknown","18","England","All","15","10","10"
"2022","Unknown","18","England","All","5","0","0"
"2023","Unknown","18","England","All","5","5","5"
"2019","Quintile 1","18","Northern Ireland","All","85","45","45"
"2020","Quintile 1","18","Northern Ireland","All","75","40","40"
"2021","Quintile 1","18","Northern Ireland","All","90","40","40"
"2022","Quintile 1","18","Northern Ireland","All","115","55","50"
"2023","Quintile 1","18","Northern Ireland","All","100","35","35"
"2019","Quintile 1","18","England","All","1515","1125","1115"
