"Year","Domicile UK International","Domicile","Domicile named country","Age group","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2022","International","Not EU","Kenya","35 and over","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","International","Not EU","Kenya","35 and over","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","International","Not EU","Nigeria","35 and over","Female","Main scheme applicant","Main scheme application","55","10"," ","0"
"2020","International","Not EU","Nigeria","35 and over","Female","Main scheme applicant","Main scheme application","110","20","0.17300000000000001","0"
"2021","International","Not EU","Nigeria","35 and over","Female","Main scheme applicant","Main scheme application","210","30","0.132","0"
"2022","International","Not EU","Nigeria","35 and over","Female","Main scheme applicant","Main scheme application","340","65","0.187","0"
"2023","International","Not EU","Nigeria","35 and over","Female","Main scheme applicant","Main scheme application","270","40","0.149","0"
"2021","International","Not EU","Norway","35 and over","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","International","Not EU","Qatar","35 and over","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","International","Not EU","Zimbabwe","35 and over","Female","Main scheme applicant","Main scheme application","20","0"," ","0"
"2020","International","Not EU","Zimbabwe","35 and over","Female","Main scheme applicant","Main scheme application","25","5"," ","0"
"2021","International","Not EU","Zimbabwe","35 and over","Female","Main scheme applicant","Main scheme application","35","5"," ","0"
"2022","International","Not EU","Zimbabwe","35 and over","Female","Main scheme applicant","Main scheme application","20","0"," ","0"
"2023","International","Not EU","Zimbabwe","35 and over","Female","Main scheme applicant","Main scheme application","15","0"," ","0"
"2022","International","Not EU","Saudi Arabia","35 and over","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","International","Not EU","South Africa","35 and over","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","International","Not EU","South Africa","35 and over","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","Not EU","South Africa","35 and over","Female","Main scheme applicant","Main scheme application","10","0"," ","0"
"2022","International","Not EU","South Africa","35 and over","Female","Main scheme applicant","Main scheme application","15","0"," ","0"
"2023","International","Not EU","South Africa","35 and over","Female","Main scheme applicant","Main scheme application","10","0"," ","0"
"2020","International","Not EU","United Arab Emirates","35 and over","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","Not EU","United Arab Emirates","35 and over","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","International","Not EU","United Arab Emirates","35 and over","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","International","Not EU","United States of America","35 and over","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","International","Not EU","United States of America","35 and over","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","Not EU","United States of America","35 and over","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","International","Not EU","Not Known","35 and over","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","International","Not EU","Not Known","35 and over","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","Not EU","Not Known","35 and over","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","International","Not EU","British Antarctic Territory","35 and over","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","UK","England","England","17 and under","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","UK","England","England","17 and under","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","UK","Scotland","Scotland","17 and under","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","UK","Scotland","Scotland","17 and under","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","International","EU (excluding UK)","Ireland","17 and under","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","EU (excluding UK)","Ireland","17 and under","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2022","International","EU (excluding UK)","Ireland","17 and under","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","International","Not EU","India","17 and under","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","International","Not EU","Nigeria","17 and under","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","International","Not EU","Nigeria","17 and under","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","Not EU","Nigeria","17 and under","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","International","Not EU","Nigeria","17 and under","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2023","International","Not EU","Nigeria","17 and under","Male","Main scheme applicant","Main scheme application","15","0"," ","0"
"2019","UK","England","England","18","Male","Main scheme applicant","Main scheme application","280","145","0.514","0"
"2020","UK","England","England","18","Male","Main scheme applicant","Main scheme application","290","160","0.548","0"
"2021","UK","England","England","18","Male","Main scheme applicant","Main scheme application","410","195","0.47600000000000003","0"
"2022","UK","England","England","18","Male","Main scheme applicant","Main scheme application","545","260","0.47700000000000004","0"
"2023","UK","England","England","18","Male","Main scheme applicant","Main scheme application","465","200","0.43","0"
"2019","UK","Northern Ireland","Northern Ireland","18","Male","Main scheme applicant","Main scheme application","60","10","0.194","0"
"2020","UK","Northern Ireland","Northern Ireland","18","Male","Main scheme applicant","Main scheme application","55","10","0.2","0"
"2021","UK","Northern Ireland","Northern Ireland","18","Male","Main scheme applicant","Main scheme application","80","25","0.313","0"
"2022","UK","Northern Ireland","Northern Ireland","18","Male","Main scheme applicant","Main scheme application","65","15","0.23800000000000002","0"
"2023","UK","Northern Ireland","Northern Ireland","18","Male","Main scheme applicant","Main scheme application","60","20","0.34500000000000003","0"
"2019","UK","Scotland","Scotland","18","Male","Main scheme applicant","Main scheme application","65","30","0.446","0"
"2020","UK","Scotland","Scotland","18","Male","Main scheme applicant","Main scheme application","55","30","0.491","0"
"2021","UK","Scotland","Scotland","18","Male","Main scheme applicant","Main scheme application","70","45","0.634","0"
"2022","UK","Scotland","Scotland","18","Male","Main scheme applicant","Main scheme application","65","30","0.46","0"
"2023","UK","Scotland","Scotland","18","Male","Main scheme applicant","Main scheme application","65","30","0.46900000000000003","0"
"2019","UK","Wales","Wales","18","Male","Main scheme applicant","Main scheme application","20","10"," ","0"
"2020","UK","Wales","Wales","18","Male","Main scheme applicant","Main scheme application","25","10","0.522","0"
"2021","UK","Wales","Wales","18","Male","Main scheme applicant","Main scheme application","25","15","0.519","0"
"2022","UK","Wales","Wales","18","Male","Main scheme applicant","Main scheme application","35","20","0.486","0"
"2023","UK","Wales","Wales","18","Male","Main scheme applicant","Main scheme application","35","15","0.47100000000000003","0"
"2019","International","EU (excluding UK)","Ireland","18","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2020","International","EU (excluding UK)","Ireland","18","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2021","International","EU (excluding UK)","Ireland","18","Male","Main scheme applicant","Main scheme application","15","0"," ","0"
"2022","International","EU (excluding UK)","Ireland","18","Male","Main scheme applicant","Main scheme application","15","0"," ","0"
"2023","International","EU (excluding UK)","Ireland","18","Male","Main scheme applicant","Main scheme application","15","5"," ","0"
"2019","International","Not EU","Hong Kong","18","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","International","Not EU","Hong Kong","18","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","Not EU","Hong Kong","18","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","International","Not EU","Hong Kong","18","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","International","Not EU","India","18","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","Not EU","India","18","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2022","International","Not EU","India","18","Male","Main scheme applicant","Main scheme application","30","10"," ","0"
"2023","International","Not EU","India","18","Male","Main scheme applicant","Main scheme application","40","10"," ","0"
"2023","International","Not EU","Kenya","18","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","International","Not EU","Nigeria","18","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","International","Not EU","Nigeria","18","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2023","International","Not EU","Nigeria","18","Male","Main scheme applicant","Main scheme application","15","0"," ","0"
"2023","International","Not EU","United Arab Emirates","18","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","International","Not EU","United States of America","18","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","Not EU","United States of America","18","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","International","Not EU","United States of America","18","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","UK","England","England","19","Male","Main scheme applicant","Main scheme application","215","100","0.47200000000000003","0"
"2020","UK","England","England","19","Male","Main scheme applicant","Main scheme application","220","115","0.518","0"
"2021","UK","England","England","19","Male","Main scheme applicant","Main scheme application","240","115","0.492","0"
"2022","UK","England","England","19","Male","Main scheme applicant","Main scheme application","260","105","0.405","0"
"2023","UK","England","England","19","Male","Main scheme applicant","Main scheme application","245","105","0.423","0"
"2019","UK","Northern Ireland","Northern Ireland","19","Male","Main scheme applicant","Main scheme application","25","10"," ","0"
"2020","UK","Northern Ireland","Northern Ireland","19","Male","Main scheme applicant","Main scheme application","30","15","0.438","0"
"2021","UK","Northern Ireland","Northern Ireland","19","Male","Main scheme applicant","Main scheme application","30","10"," ","0"
"2022","UK","Northern Ireland","Northern Ireland","19","Male","Main scheme applicant","Main scheme application","25","5"," ","0"
"2023","UK","Northern Ireland","Northern Ireland","19","Male","Main scheme applicant","Main scheme application","15","5"," ","0"
"2019","UK","Scotland","Scotland","19","Male","Main scheme applicant","Main scheme application","30","10","0.375","0"
"2020","UK","Scotland","Scotland","19","Male","Main scheme applicant","Main scheme application","30","15","0.5","0"
"2021","UK","Scotland","Scotland","19","Male","Main scheme applicant","Main scheme application","40","15","0.41500000000000004","0"
"2022","UK","Scotland","Scotland","19","Male","Main scheme applicant","Main scheme application","30","15","0.484","0"
"2023","UK","Scotland","Scotland","19","Male","Main scheme applicant","Main scheme application","40","25","0.561","0"
"2019","UK","Wales","Wales","19","Male","Main scheme applicant","Main scheme application","20","10","0.524","0"
"2020","UK","Wales","Wales","19","Male","Main scheme applicant","Main scheme application","15","10"," ","0"
"2021","UK","Wales","Wales","19","Male","Main scheme applicant","Main scheme application","15","15","0.765","0"
"2022","UK","Wales","Wales","19","Male","Main scheme applicant","Main scheme application","20","5"," ","0"
"2023","UK","Wales","Wales","19","Male","Main scheme applicant","Main scheme application","15","10"," ","0"
"2019","International","EU (excluding UK)","Ireland","19","Male","Main scheme applicant","Main scheme application","15","5"," ","0"
"2020","International","EU (excluding UK)","Ireland","19","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2021","International","EU (excluding UK)","Ireland","19","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2022","International","EU (excluding UK)","Ireland","19","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2023","International","EU (excluding UK)","Ireland","19","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","International","Not EU","Ghana","19","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","Not EU","Hong Kong","19","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","International","Not EU","Hong Kong","19","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","International","Not EU","Hong Kong","19","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","International","Not EU","India","19","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","International","Not EU","India","19","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2021","International","Not EU","India","19","Male","Main scheme applicant","Main scheme application","30","5"," ","0"
"2022","International","Not EU","India","19","Male","Main scheme applicant","Main scheme application","105","15","0.14400000000000002","0"
"2023","International","Not EU","India","19","Male","Main scheme applicant","Main scheme application","80","15","0.17300000000000001","0"
"2021","International","Not EU","Nigeria","19","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","International","Not EU","Nigeria","19","Male","Main scheme applicant","Main scheme application","25","0"," ","0"
"2023","International","Not EU","Nigeria","19","Male","Main scheme applicant","Main scheme application","15","0"," ","0"
"2023","International","Not EU","Pakistan","19","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","International","Not EU","Zimbabwe","19","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2021","International","Not EU","Zimbabwe","19","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","International","Not EU","Zimbabwe","19","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","International","Not EU","Zimbabwe","19","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","Not EU","Saudi Arabia","19","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","International","Not EU","South Africa","19","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","UK","England","England","20","Male","Main scheme applicant","Main scheme application","155","75","0.503","0"
"2020","UK","England","England","20","Male","Main scheme applicant","Main scheme application","155","70","0.458","0"
"2021","UK","England","England","20","Male","Main scheme applicant","Main scheme application","190","75","0.385","0"
"2022","UK","England","England","20","Male","Main scheme applicant","Main scheme application","195","85","0.448","0"
"2023","UK","England","England","20","Male","Main scheme applicant","Main scheme application","185","95","0.513","0"
"2019","UK","Northern Ireland","Northern Ireland","20","Male","Main scheme applicant","Main scheme application","15","5"," ","0"
"2020","UK","Northern Ireland","Northern Ireland","20","Male","Main scheme applicant","Main scheme application","20","5"," ","0"
"2021","UK","Northern Ireland","Northern Ireland","20","Male","Main scheme applicant","Main scheme application","20","5"," ","0"
"2022","UK","Northern Ireland","Northern Ireland","20","Male","Main scheme applicant","Main scheme application","20","5"," ","0"
"2023","UK","Northern Ireland","Northern Ireland","20","Male","Main scheme applicant","Main scheme application","15","5"," ","0"
"2019","UK","Scotland","Scotland","20","Male","Main scheme applicant","Main scheme application","25","15","0.519","0"
"2020","UK","Scotland","Scotland","20","Male","Main scheme applicant","Main scheme application","35","20","0.559","0"
"2021","UK","Scotland","Scotland","20","Male","Main scheme applicant","Main scheme application","30","15","0.484","0"
"2022","UK","Scotland","Scotland","20","Male","Main scheme applicant","Main scheme application","30","20","0.633","0"
"2023","UK","Scotland","Scotland","20","Male","Main scheme applicant","Main scheme application","15","5"," ","0"
"2019","UK","Wales","Wales","20","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2020","UK","Wales","Wales","20","Male","Main scheme applicant","Main scheme application","15","5"," ","0"
"2021","UK","Wales","Wales","20","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2022","UK","Wales","Wales","20","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","UK","Wales","Wales","20","Male","Main scheme applicant","Main scheme application","15","10","0.714","0"
"2019","International","EU (excluding UK)","Ireland","20","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2020","International","EU (excluding UK)","Ireland","20","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2021","International","EU (excluding UK)","Ireland","20","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2022","International","EU (excluding UK)","Ireland","20","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2023","International","EU (excluding UK)","Ireland","20","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","Not EU","Ghana","20","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","International","Not EU","Ghana","20","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","International","Not EU","Hong Kong","20","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2020","International","Not EU","India","20","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2021","International","Not EU","India","20","Male","Main scheme applicant","Main scheme application","15","0"," ","0"
"2022","International","Not EU","India","20","Male","Main scheme applicant","Main scheme application","40","5"," ","0"
"2023","International","Not EU","India","20","Male","Main scheme applicant","Main scheme application","35","5"," ","0"
"2020","International","Not EU","Nigeria","20","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","Not EU","Nigeria","20","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","International","Not EU","Nigeria","20","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2023","International","Not EU","Nigeria","20","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2020","International","Not EU","Zimbabwe","20","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","Not EU","Zimbabwe","20","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","International","Not EU","Zimbabwe","20","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2023","International","Not EU","Zimbabwe","20","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","Not EU","Saudi Arabia","20","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","International","Not EU","Saudi Arabia","20","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","UK","England","England","21 - 24","Male","Main scheme applicant","Main scheme application","425","215","0.504","0"
"2020","UK","England","England","21 - 24","Male","Main scheme applicant","Main scheme application","430","240","0.556","0"
"2021","UK","England","England","21 - 24","Male","Main scheme applicant","Main scheme application","555","270","0.488","0"
"2022","UK","England","England","21 - 24","Male","Main scheme applicant","Main scheme application","525","210","0.402","0"
"2023","UK","England","England","21 - 24","Male","Main scheme applicant","Main scheme application","450","200","0.443","0"
"2019","UK","Northern Ireland","Northern Ireland","21 - 24","Male","Main scheme applicant","Main scheme application","35","15","0.389","0"
"2020","UK","Northern Ireland","Northern Ireland","21 - 24","Male","Main scheme applicant","Main scheme application","35","10","0.314","0"
"2021","UK","Northern Ireland","Northern Ireland","21 - 24","Male","Main scheme applicant","Main scheme application","45","20","0.391","0"
"2022","UK","Northern Ireland","Northern Ireland","21 - 24","Male","Main scheme applicant","Main scheme application","35","10","0.27","0"
"2023","UK","Northern Ireland","Northern Ireland","21 - 24","Male","Main scheme applicant","Main scheme application","35","15","0.457","0"
"2019","UK","Scotland","Scotland","21 - 24","Male","Main scheme applicant","Main scheme application","90","50","0.584","0"
"2020","UK","Scotland","Scotland","21 - 24","Male","Main scheme applicant","Main scheme application","90","60","0.652","0"
"2021","UK","Scotland","Scotland","21 - 24","Male","Main scheme applicant","Main scheme application","105","50","0.495","0"
"2022","UK","Scotland","Scotland","21 - 24","Male","Main scheme applicant","Main scheme application","75","45","0.613","0"
"2023","UK","Scotland","Scotland","21 - 24","Male","Main scheme applicant","Main scheme application","75","45","0.592","0"
"2019","UK","Wales","Wales","21 - 24","Male","Main scheme applicant","Main scheme application","35","30","0.833","0"
"2020","UK","Wales","Wales","21 - 24","Male","Main scheme applicant","Main scheme application","35","20","0.611","0"
"2021","UK","Wales","Wales","21 - 24","Male","Main scheme applicant","Main scheme application","55","30","0.5","0"
"2022","UK","Wales","Wales","21 - 24","Male","Main scheme applicant","Main scheme application","30","10","0.34400000000000003","0"
"2023","UK","Wales","Wales","21 - 24","Male","Main scheme applicant","Main scheme application","30","20","0.625","0"
"2019","International","EU (excluding UK)","Ireland","21 - 24","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2020","International","EU (excluding UK)","Ireland","21 - 24","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2021","International","EU (excluding UK)","Ireland","21 - 24","Male","Main scheme applicant","Main scheme application","20","5"," ","0"
"2022","International","EU (excluding UK)","Ireland","21 - 24","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","International","EU (excluding UK)","Ireland","21 - 24","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","EU (excluding UK)","Italy","21 - 24","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","International","Not EU","China","21 - 24","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","Not EU","Ghana","21 - 24","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","International","Not EU","Ghana","21 - 24","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","International","Not EU","Ghana","21 - 24","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2021","International","Not EU","Hong Kong","21 - 24","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","International","Not EU","Hong Kong","21 - 24","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","International","Not EU","Hong Kong","21 - 24","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","International","Not EU","India","21 - 24","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","International","Not EU","India","21 - 24","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2021","International","Not EU","India","21 - 24","Male","Main scheme applicant","Main scheme application","20","0"," ","0"
"2022","International","Not EU","India","21 - 24","Male","Main scheme applicant","Main scheme application","25","5"," ","0"
"2023","International","Not EU","India","21 - 24","Male","Main scheme applicant","Main scheme application","30","0"," ","0"
"2023","International","Not EU","Kenya","21 - 24","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","International","Not EU","Nigeria","21 - 24","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","International","Not EU","Nigeria","21 - 24","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2021","International","Not EU","Nigeria","21 - 24","Male","Main scheme applicant","Main scheme application","25","5"," ","0"
"2022","International","Not EU","Nigeria","21 - 24","Male","Main scheme applicant","Main scheme application","50","10"," ","0"
"2023","International","Not EU","Nigeria","21 - 24","Male","Main scheme applicant","Main scheme application","65","10","0.169","0"
"2019","International","Not EU","Norway","21 - 24","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","Not EU","Pakistan","21 - 24","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","International","Not EU","Pakistan","21 - 24","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2019","International","Not EU","Zimbabwe","21 - 24","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","International","Not EU","Zimbabwe","21 - 24","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","Not EU","Zimbabwe","21 - 24","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2022","International","Not EU","Zimbabwe","21 - 24","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2023","International","Not EU","Zimbabwe","21 - 24","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","International","Not EU","Saudi Arabia","21 - 24","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","Not EU","Saudi Arabia","21 - 24","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","International","Not EU","Saudi Arabia","21 - 24","Male","Main scheme applicant","Main scheme application","25","0"," ","0"
"2023","International","Not EU","Saudi Arabia","21 - 24","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2022","International","Not EU","Uganda","21 - 24","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","Not EU","United States of America","21 - 24","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","International","Not EU","United States of America","21 - 24","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","International","Not EU","United States of America","21 - 24","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","UK","England","England","25 - 29","Male","Main scheme applicant","Main scheme application","390","205","0.524","0"
"2020","UK","England","England","25 - 29","Male","Main scheme applicant","Main scheme application","510","285","0.562","0"
"2021","UK","England","England","25 - 29","Male","Main scheme applicant","Main scheme application","585","285","0.487","0"
"2022","UK","England","England","25 - 29","Male","Main scheme applicant","Main scheme application","515","225","0.439","0"
"2023","UK","England","England","25 - 29","Male","Main scheme applicant","Main scheme application","420","195","0.467","0"
"2019","UK","Northern Ireland","Northern Ireland","25 - 29","Male","Main scheme applicant","Main scheme application","20","5"," ","0"
"2020","UK","Northern Ireland","Northern Ireland","25 - 29","Male","Main scheme applicant","Main scheme application","20","10"," ","0"
"2021","UK","Northern Ireland","Northern Ireland","25 - 29","Male","Main scheme applicant","Main scheme application","20","10"," ","0"
"2022","UK","Northern Ireland","Northern Ireland","25 - 29","Male","Main scheme applicant","Main scheme application","20","0"," ","0"
"2023","UK","Northern Ireland","Northern Ireland","25 - 29","Male","Main scheme applicant","Main scheme application","20","5"," ","0"
"2019","UK","Scotland","Scotland","25 - 29","Male","Main scheme applicant","Main scheme application","100","55","0.556","0"
"2020","UK","Scotland","Scotland","25 - 29","Male","Main scheme applicant","Main scheme application","115","65","0.5700000000000001","0"
"2021","UK","Scotland","Scotland","25 - 29","Male","Main scheme applicant","Main scheme application","135","75","0.545","0"
"2022","UK","Scotland","Scotland","25 - 29","Male","Main scheme applicant","Main scheme application","110","70","0.639","0"
"2023","UK","Scotland","Scotland","25 - 29","Male","Main scheme applicant","Main scheme application","65","35","0.53","0"
"2019","UK","Wales","Wales","25 - 29","Male","Main scheme applicant","Main scheme application","45","20","0.444","0"
"2020","UK","Wales","Wales","25 - 29","Male","Main scheme applicant","Main scheme application","45","20","0.512","0"
"2021","UK","Wales","Wales","25 - 29","Male","Main scheme applicant","Main scheme application","45","30","0.667","0"
"2022","UK","Wales","Wales","25 - 29","Male","Main scheme applicant","Main scheme application","40","15","0.317","0"
"2023","UK","Wales","Wales","25 - 29","Male","Main scheme applicant","Main scheme application","30","15","0.452","0"
"2019","International","EU (excluding UK)","Ireland","25 - 29","Male","Main scheme applicant","Main scheme application","15","5"," ","0"
"2020","International","EU (excluding UK)","Ireland","25 - 29","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2021","International","EU (excluding UK)","Ireland","25 - 29","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2022","International","EU (excluding UK)","Ireland","25 - 29","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","International","EU (excluding UK)","Ireland","25 - 29","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","International","Not EU","Cameroon","25 - 29","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","International","Not EU","Ghana","25 - 29","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","International","Not EU","Ghana","25 - 29","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","Not EU","Ghana","25 - 29","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","International","Not EU","Ghana","25 - 29","Male","Main scheme applicant","Main scheme application","15","0"," ","0"
"2023","International","Not EU","Ghana","25 - 29","Male","Main scheme applicant","Main scheme application","20","0"," ","0"
"2020","International","Not EU","India","25 - 29","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","Not EU","India","25 - 29","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","International","Not EU","India","25 - 29","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2023","International","Not EU","India","25 - 29","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","International","Not EU","Nigeria","25 - 29","Male","Main scheme applicant","Main scheme application","15","5"," ","0"
"2020","International","Not EU","Nigeria","25 - 29","Male","Main scheme applicant","Main scheme application","20","0"," ","0"
"2021","International","Not EU","Nigeria","25 - 29","Male","Main scheme applicant","Main scheme application","65","10"," ","0"
"2022","International","Not EU","Nigeria","25 - 29","Male","Main scheme applicant","Main scheme application","85","5"," ","0"
"2023","International","Not EU","Nigeria","25 - 29","Male","Main scheme applicant","Main scheme application","80","15","0.215","0"
"2019","International","Not EU","Zimbabwe","25 - 29","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","International","Not EU","Zimbabwe","25 - 29","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2021","International","Not EU","Zimbabwe","25 - 29","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2022","International","Not EU","Zimbabwe","25 - 29","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2023","International","Not EU","Zimbabwe","25 - 29","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
