"Year","Qualification group","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2008","A level Only (With extended project)","Mixed","Main scheme applicant","Main scheme application","10","5"," ","0"
"2009","A level Only (With extended project)","Mixed","Main scheme applicant","Main scheme application","70","60","0.859","0"
"2010","A level Only (With extended project)","Mixed","Main scheme applicant","Main scheme application","300","240","0.806","0"
"2011","A level Only (With extended project)","Mixed","Main scheme applicant","Main scheme application","605","495","0.8140000000000001","0"
"2012","A level Only (With extended project)","Mixed","Main scheme applicant","Main scheme application","735","580","0.789","0"
"2013","A level Only (With extended project)","Mixed","Main scheme applicant","Main scheme application","1035","795","0.772","0"
"2014","A level Only (With extended project)","Mixed","Main scheme applicant","Main scheme application","1215","945","0.779","0"
"2015","A level Only (With extended project)","Mixed","Main scheme applicant","Main scheme application","1315","1030","0.783","0"
"2016","A level Only (With extended project)","Mixed","Main scheme applicant","Main scheme application","1400","1090","0.778","0"
"2017","A level Only (With extended project)","Mixed","Main scheme applicant","Main scheme application","1610","1235","0.767","0"
"2018","A level Only (With extended project)","Mixed","Main scheme applicant","Main scheme application","1805","1395","0.772","0"
"2019","A level Only (With extended project)","Mixed","Main scheme applicant","Main scheme application","2040","1485","0.728","0"
"2020","A level Only (With extended project)","Mixed","Main scheme applicant","Main scheme application","2185","1655","0.757","0"
"2021","A level Only (With extended project)","Mixed","Main scheme applicant","Main scheme application","2265","1810","0.8","0"
"2022","A level Only (With extended project)","Mixed","Main scheme applicant","Main scheme application","2755","2095","0.761","0"
"2023","A level Only (With extended project)","Mixed","Main scheme applicant","Main scheme application","2830","2175","0.768","0"
"2008","A level Only (Without extended project)","Mixed","Main scheme applicant","Main scheme application","7580","5850","0.772","0"
"2009","A level Only (Without extended project)","Mixed","Main scheme applicant","Main scheme application","8360","6235","0.746","0"
"2010","A level Only (Without extended project)","Mixed","Main scheme applicant","Main scheme application","8950","6370","0.712","0"
"2011","A level Only (Without extended project)","Mixed","Main scheme applicant","Main scheme application","9375","6630","0.707","0"
"2012","A level Only (Without extended project)","Mixed","Main scheme applicant","Main scheme application","8315","5860","0.704","0"
"2013","A level Only (Without extended project)","Mixed","Main scheme applicant","Main scheme application","8400","6100","0.726","0"
"2014","A level Only (Without extended project)","Mixed","Main scheme applicant","Main scheme application","8530","6100","0.715","0"
"2015","A level Only (Without extended project)","Mixed","Main scheme applicant","Main scheme application","9085","6595","0.726","0"
"2016","A level Only (Without extended project)","Mixed","Main scheme applicant","Main scheme application","9345","6685","0.715","0"
"2017","A level Only (Without extended project)","Mixed","Main scheme applicant","Main scheme application","9560","6980","0.73","0"
"2018","A level Only (Without extended project)","Mixed","Main scheme applicant","Main scheme application","9370","6745","0.72","0"
"2019","A level Only (Without extended project)","Mixed","Main scheme applicant","Main scheme application","9640","6915","0.717","0"
"2020","A level Only (Without extended project)","Mixed","Main scheme applicant","Main scheme application","10410","7480","0.719","0"
"2021","A level Only (Without extended project)","Mixed","Main scheme applicant","Main scheme application","11415","8715","0.763","0"
"2022","A level Only (Without extended project)","Mixed","Main scheme applicant","Main scheme application","11980","8635","0.721","0"
"2023","A level Only (Without extended project)","Mixed","Main scheme applicant","Main scheme application","12680","8955","0.706","0"
"2008","BTEC Only","Mixed","Main scheme applicant","Main scheme application","315","220","0.7000000000000001","0"
"2009","BTEC Only","Mixed","Main scheme applicant","Main scheme application","390","250","0.644","0"
"2010","BTEC Only","Mixed","Main scheme applicant","Main scheme application","580","360","0.622","0"
"2011","BTEC Only","Mixed","Main scheme applicant","Main scheme application","695","435","0.625","0"
"2012","BTEC Only","Mixed","Main scheme applicant","Main scheme application","2390","1585","0.664","0"
"2013","BTEC Only","Mixed","Main scheme applicant","Main scheme application","2780","1905","0.685","0"
"2014","BTEC Only","Mixed","Main scheme applicant","Main scheme application","3390","2320","0.684","0"
"2015","BTEC Only","Mixed","Main scheme applicant","Main scheme application","3525","2495","0.707","0"
"2016","BTEC Only","Mixed","Main scheme applicant","Main scheme application","3535","2505","0.71","0"
"2017","BTEC Only","Mixed","Main scheme applicant","Main scheme application","3325","2465","0.741","0"
"2018","BTEC Only","Mixed","Main scheme applicant","Main scheme application","3105","2305","0.742","0"
"2019","BTEC Only","Mixed","Main scheme applicant","Main scheme application","2965","2245","0.757","0"
"2020","BTEC Only","Mixed","Main scheme applicant","Main scheme application","2945","2230","0.757","0"
"2021","BTEC Only","Mixed","Main scheme applicant","Main scheme application","3280","2370","0.722","0"
"2022","BTEC Only","Mixed","Main scheme applicant","Main scheme application","3230","2265","0.7010000000000001","0"
"2023","BTEC Only","Mixed","Main scheme applicant","Main scheme application","2870","2015","0.7020000000000001","0"
"2008","A level & BTEC","Mixed","Main scheme applicant","Main scheme application","85","60","0.747","0"
"2009","A level & BTEC","Mixed","Main scheme applicant","Main scheme application","125","90","0.706","0"
"2010","A level & BTEC","Mixed","Main scheme applicant","Main scheme application","175","105","0.591","0"
"2011","A level & BTEC","Mixed","Main scheme applicant","Main scheme application","270","180","0.668","0"
"2012","A level & BTEC","Mixed","Main scheme applicant","Main scheme application","830","600","0.726","0"
"2013","A level & BTEC","Mixed","Main scheme applicant","Main scheme application","1075","805","0.75","0"
"2014","A level & BTEC","Mixed","Main scheme applicant","Main scheme application","1355","1025","0.757","0"
"2015","A level & BTEC","Mixed","Main scheme applicant","Main scheme application","1650","1245","0.753","0"
"2016","A level & BTEC","Mixed","Main scheme applicant","Main scheme application","1670","1255","0.752","0"
"2017","A level & BTEC","Mixed","Main scheme applicant","Main scheme application","1495","1130","0.757","0"
"2018","A level & BTEC","Mixed","Main scheme applicant","Main scheme application","1310","1005","0.766","0"
"2019","A level & BTEC","Mixed","Main scheme applicant","Main scheme application","1285","970","0.752","0"
"2020","A level & BTEC","Mixed","Main scheme applicant","Main scheme application","1475","1165","0.792","0"
"2021","A level & BTEC","Mixed","Main scheme applicant","Main scheme application","1685","1295","0.766","0"
"2022","A level & BTEC","Mixed","Main scheme applicant","Main scheme application","1735","1330","0.765","0"
"2023","A level & BTEC","Mixed","Main scheme applicant","Main scheme application","1595","1215","0.761","0"
"2008","SQA Only","Mixed","Main scheme applicant","Main scheme application","310","205","0.659","0"
"2009","SQA Only","Mixed","Main scheme applicant","Main scheme application","365","265","0.717","0"
"2010","SQA Only","Mixed","Main scheme applicant","Main scheme application","435","285","0.657","0"
"2011","SQA Only","Mixed","Main scheme applicant","Main scheme application","500","310","0.621","0"
"2012","SQA Only","Mixed","Main scheme applicant","Main scheme application","485","315","0.649","0"
"2013","SQA Only","Mixed","Main scheme applicant","Main scheme application","500","340","0.684","0"
"2014","SQA Only","Mixed","Main scheme applicant","Main scheme application","520","335","0.648","0"
"2015","SQA Only","Mixed","Main scheme applicant","Main scheme application","600","395","0.656","0"
"2016","SQA Only","Mixed","Main scheme applicant","Main scheme application","665","450","0.678","0"
"2017","SQA Only","Mixed","Main scheme applicant","Main scheme application","675","440","0.654","0"
"2018","SQA Only","Mixed","Main scheme applicant","Main scheme application","730","500","0.6900000000000001","0"
"2019","SQA Only","Mixed","Main scheme applicant","Main scheme application","765","530","0.6920000000000001","0"
"2020","SQA Only","Mixed","Main scheme applicant","Main scheme application","775","570","0.734","0"
"2021","SQA Only","Mixed","Main scheme applicant","Main scheme application","945","700","0.742","0"
"2022","SQA Only","Mixed","Main scheme applicant","Main scheme application","1030","755","0.732","0"
"2023","SQA Only","Mixed","Main scheme applicant","Main scheme application","1135","875","0.772","0"
"2008","IB Only","Mixed","Main scheme applicant","Main scheme application","85","65","0.767","0"
"2009","IB Only","Mixed","Main scheme applicant","Main scheme application","160","110","0.671","0"
"2010","IB Only","Mixed","Main scheme applicant","Main scheme application","240","150","0.636","0"
"2011","IB Only","Mixed","Main scheme applicant","Main scheme application","280","195","0.7010000000000001","0"
"2012","IB Only","Mixed","Main scheme applicant","Main scheme application","265","195","0.734","0"
"2013","IB Only","Mixed","Main scheme applicant","Main scheme application","265","185","0.6960000000000001","0"
"2014","IB Only","Mixed","Main scheme applicant","Main scheme application","285","210","0.744","0"
"2015","IB Only","Mixed","Main scheme applicant","Main scheme application","300","230","0.761","0"
"2016","IB Only","Mixed","Main scheme applicant","Main scheme application","310","235","0.756","0"
"2017","IB Only","Mixed","Main scheme applicant","Main scheme application","335","260","0.775","0"
"2018","IB Only","Mixed","Main scheme applicant","Main scheme application","340","255","0.744","0"
"2019","IB Only","Mixed","Main scheme applicant","Main scheme application","395","310","0.794","0"
"2020","IB Only","Mixed","Main scheme applicant","Main scheme application","380","280","0.743","0"
"2021","IB Only","Mixed","Main scheme applicant","Main scheme application","450","345","0.767","0"
"2022","IB Only","Mixed","Main scheme applicant","Main scheme application","510","400","0.779","0"
"2023","IB Only","Mixed","Main scheme applicant","Main scheme application","480","355","0.743","0"
"2008","A level & WB","Mixed","Main scheme applicant","Main scheme application","15","15","1","0"
"2009","A level & WB","Mixed","Main scheme applicant","Main scheme application","30","25","0.8130000000000001","0"
"2010","A level & WB","Mixed","Main scheme applicant","Main scheme application","55","50","0.907","0"
"2011","A level & WB","Mixed","Main scheme applicant","Main scheme application","85","70","0.8160000000000001","0"
"2012","A level & WB","Mixed","Main scheme applicant","Main scheme application","110","85","0.784","0"
"2013","A level & WB","Mixed","Main scheme applicant","Main scheme application","125","100","0.808","0"
"2014","A level & WB","Mixed","Main scheme applicant","Main scheme application","135","105","0.784","0"
"2015","A level & WB","Mixed","Main scheme applicant","Main scheme application","155","130","0.8260000000000001","0"
"2016","A level & WB","Mixed","Main scheme applicant","Main scheme application","165","140","0.854","0"
"2017","A level & WB","Mixed","Main scheme applicant","Main scheme application","155","130","0.8150000000000001","0"
"2018","A level & WB","Mixed","Main scheme applicant","Main scheme application","180","145","0.8","0"
"2019","A level & WB","Mixed","Main scheme applicant","Main scheme application","165","130","0.784","0"
"2020","A level & WB","Mixed","Main scheme applicant","Main scheme application","155","120","0.773","0"
"2021","A level & WB","Mixed","Main scheme applicant","Main scheme application","195","170","0.891","0"
"2022","A level & WB","Mixed","Main scheme applicant","Main scheme application","175","145","0.808","0"
"2023","A level & WB","Mixed","Main scheme applicant","Main scheme application","230","175","0.768","0"
"2013","Cambridge Technicals only","Mixed","Main scheme applicant","Main scheme application","5","0"," ","0"
"2014","Cambridge Technicals only","Mixed","Main scheme applicant","Main scheme application","20","15","0.75","0"
"2015","Cambridge Technicals only","Mixed","Main scheme applicant","Main scheme application","25","20","0.72","0"
"2016","Cambridge Technicals only","Mixed","Main scheme applicant","Main scheme application","55","40","0.755","0"
"2017","Cambridge Technicals only","Mixed","Main scheme applicant","Main scheme application","75","55","0.781","0"
"2018","Cambridge Technicals only","Mixed","Main scheme applicant","Main scheme application","110","85","0.777","0"
"2019","Cambridge Technicals only","Mixed","Main scheme applicant","Main scheme application","160","120","0.742","0"
"2020","Cambridge Technicals only","Mixed","Main scheme applicant","Main scheme application","145","110","0.771","0"
"2021","Cambridge Technicals only","Mixed","Main scheme applicant","Main scheme application","220","165","0.75","0"
"2022","Cambridge Technicals only","Mixed","Main scheme applicant","Main scheme application","255","185","0.728","0"
"2023","Cambridge Technicals only","Mixed","Main scheme applicant","Main scheme application","245","155","0.624","0"
"2009","Access to HE only","Mixed","Main scheme applicant","Main scheme application","65","35","0.561","0"
"2010","Access to HE only","Mixed","Main scheme applicant","Main scheme application","40","25","0.675","0"
"2011","Access to HE only","Mixed","Main scheme applicant","Main scheme application","15","5"," ","0"
"2012","Access to HE only","Mixed","Main scheme applicant","Main scheme application","270","180","0.664","0"
"2013","Access to HE only","Mixed","Main scheme applicant","Main scheme application","865","570","0.662","0"
"2014","Access to HE only","Mixed","Main scheme applicant","Main scheme application","925","620","0.668","0"
"2015","Access to HE only","Mixed","Main scheme applicant","Main scheme application","895","580","0.65","0"
"2016","Access to HE only","Mixed","Main scheme applicant","Main scheme application","960","630","0.656","0"
"2017","Access to HE only","Mixed","Main scheme applicant","Main scheme application","875","605","0.6890000000000001","0"
"2018","Access to HE only","Mixed","Main scheme applicant","Main scheme application","835","615","0.739","0"
"2019","Access to HE only","Mixed","Main scheme applicant","Main scheme application","870","635","0.727","0"
"2020","Access to HE only","Mixed","Main scheme applicant","Main scheme application","950","690","0.73","0"
"2021","Access to HE only","Mixed","Main scheme applicant","Main scheme application","1005","710","0.707","0"
"2022","Access to HE only","Mixed","Main scheme applicant","Main scheme application","935","630","0.672","0"
"2023","Access to HE only","Mixed","Main scheme applicant","Main scheme application","865","590","0.68","0"
"2013","A level & Cambridge Technicals","Mixed","Main scheme applicant","Main scheme application","5","0"," ","0"
"2014","A level & Cambridge Technicals","Mixed","Main scheme applicant","Main scheme application","25","20","0.741","0"
"2015","A level & Cambridge Technicals","Mixed","Main scheme applicant","Main scheme application","70","60","0.855","0"
"2016","A level & Cambridge Technicals","Mixed","Main scheme applicant","Main scheme application","125","100","0.792","0"
"2017","A level & Cambridge Technicals","Mixed","Main scheme applicant","Main scheme application","105","80","0.752","0"
"2018","A level & Cambridge Technicals","Mixed","Main scheme applicant","Main scheme application","165","130","0.771","0"
"2019","A level & Cambridge Technicals","Mixed","Main scheme applicant","Main scheme application","215","170","0.788","0"
"2020","A level & Cambridge Technicals","Mixed","Main scheme applicant","Main scheme application","275","215","0.788","0"
"2021","A level & Cambridge Technicals","Mixed","Main scheme applicant","Main scheme application","260","190","0.744","0"
"2022","A level & Cambridge Technicals","Mixed","Main scheme applicant","Main scheme application","385","295","0.769","0"
"2023","A level & Cambridge Technicals","Mixed","Main scheme applicant","Main scheme application","415","310","0.754","0"
"2008","Other","Mixed","Main scheme applicant","Main scheme application","6250","3870","0.619","0"
"2009","Other","Mixed","Main scheme applicant","Main scheme application","7020","4180","0.596","0"
"2010","Other","Mixed","Main scheme applicant","Main scheme application","8195","4300","0.525","0"
"2011","Other","Mixed","Main scheme applicant","Main scheme application","8290","4470","0.54","0"
"2012","Other","Mixed","Main scheme applicant","Main scheme application","5045","2460","0.487","0"
"2013","Other","Mixed","Main scheme applicant","Main scheme application","4440","2270","0.511","0"
"2014","Other","Mixed","Main scheme applicant","Main scheme application","4720","2375","0.503","0"
"2015","Other","Mixed","Main scheme applicant","Main scheme application","4895","2645","0.541","0"
"2016","Other","Mixed","Main scheme applicant","Main scheme application","5070","2805","0.553","0"
"2017","Other","Mixed","Main scheme applicant","Main scheme application","4985","2860","0.5740000000000001","0"
"2018","Other","Mixed","Main scheme applicant","Main scheme application","5205","3110","0.597","0"
"2019","Other","Mixed","Main scheme applicant","Main scheme application","5580","3370","0.604","0"
"2020","Other","Mixed","Main scheme applicant","Main scheme application","5640","3765","0.668","0"
"2021","Other","Mixed","Main scheme applicant","Main scheme application","6460","4010","0.62","0"
"2022","Other","Mixed","Main scheme applicant","Main scheme application","7300","4330","0.593","0"
"2023","Other","Mixed","Main scheme applicant","Main scheme application","7380","4290","0.582","0"
"2008","A level Only (With extended project)","Other","Main scheme applicant","Main scheme application","5","0"," ","0"
"2009","A level Only (With extended project)","Other","Main scheme applicant","Main scheme application","10","10"," ","0"
"2010","A level Only (With extended project)","Other","Main scheme applicant","Main scheme application","105","75","0.718","0"
"2011","A level Only (With extended project)","Other","Main scheme applicant","Main scheme application","145","110","0.772","0"
"2012","A level Only (With extended project)","Other","Main scheme applicant","Main scheme application","245","170","0.6890000000000001","0"
"2013","A level Only (With extended project)","Other","Main scheme applicant","Main scheme application","250","175","0.707","0"
"2014","A level Only (With extended project)","Other","Main scheme applicant","Main scheme application","315","210","0.666","0"
"2015","A level Only (With extended project)","Other","Main scheme applicant","Main scheme application","350","255","0.724","0"
"2016","A level Only (With extended project)","Other","Main scheme applicant","Main scheme application","380","255","0.677","0"
"2017","A level Only (With extended project)","Other","Main scheme applicant","Main scheme application","420","280","0.665","0"
"2018","A level Only (With extended project)","Other","Main scheme applicant","Main scheme application","510","320","0.628","0"
"2019","A level Only (With extended project)","Other","Main scheme applicant","Main scheme application","605","410","0.682","0"
"2020","A level Only (With extended project)","Other","Main scheme applicant","Main scheme application","625","410","0.656","0"
"2021","A level Only (With extended project)","Other","Main scheme applicant","Main scheme application","695","500","0.722","0"
"2022","A level Only (With extended project)","Other","Main scheme applicant","Main scheme application","805","530","0.654","0"
"2023","A level Only (With extended project)","Other","Main scheme applicant","Main scheme application","845","530","0.628","0"
"2008","A level Only (Without extended project)","Other","Main scheme applicant","Main scheme application","2135","1530","0.717","0"
"2009","A level Only (Without extended project)","Other","Main scheme applicant","Main scheme application","2195","1465","0.666","0"
"2010","A level Only (Without extended project)","Other","Main scheme applicant","Main scheme application","2370","1485","0.626","0"
"2011","A level Only (Without extended project)","Other","Main scheme applicant","Main scheme application","2540","1600","0.631","0"
"2012","A level Only (Without extended project)","Other","Main scheme applicant","Main scheme application","2710","1630","0.601","0"
"2013","A level Only (Without extended project)","Other","Main scheme applicant","Main scheme application","2785","1735","0.624","0"
"2014","A level Only (Without extended project)","Other","Main scheme applicant","Main scheme application","2835","1715","0.604","0"
"2015","A level Only (Without extended project)","Other","Main scheme applicant","Main scheme application","2935","1805","0.614","0"
"2016","A level Only (Without extended project)","Other","Main scheme applicant","Main scheme application","3055","1870","0.613","0"
"2017","A level Only (Without extended project)","Other","Main scheme applicant","Main scheme application","3345","2110","0.631","0"
"2018","A level Only (Without extended project)","Other","Main scheme applicant","Main scheme application","3335","2090","0.627","0"
"2019","A level Only (Without extended project)","Other","Main scheme applicant","Main scheme application","3710","2265","0.61","0"
"2020","A level Only (Without extended project)","Other","Main scheme applicant","Main scheme application","4115","2455","0.596","0"
"2021","A level Only (Without extended project)","Other","Main scheme applicant","Main scheme application","4550","3080","0.677","0"
"2022","A level Only (Without extended project)","Other","Main scheme applicant","Main scheme application","5160","3215","0.623","0"
"2023","A level Only (Without extended project)","Other","Main scheme applicant","Main scheme application","5725","3420","0.598","0"
"2008","BTEC Only","Other","Main scheme applicant","Main scheme application","75","45","0.6","0"
"2009","BTEC Only","Other","Main scheme applicant","Main scheme application","75","55","0.747","0"
"2010","BTEC Only","Other","Main scheme applicant","Main scheme application","145","85","0.604","0"
"2011","BTEC Only","Other","Main scheme applicant","Main scheme application","165","100","0.604","0"
"2012","BTEC Only","Other","Main scheme applicant","Main scheme application","970","630","0.649","0"
"2013","BTEC Only","Other","Main scheme applicant","Main scheme application","1135","725","0.638","0"
"2014","BTEC Only","Other","Main scheme applicant","Main scheme application","1410","920","0.655","0"
"2015","BTEC Only","Other","Main scheme applicant","Main scheme application","1495","1035","0.6940000000000001","0"
"2016","BTEC Only","Other","Main scheme applicant","Main scheme application","1565","1065","0.68","0"
"2017","BTEC Only","Other","Main scheme applicant","Main scheme application","1610","1150","0.716","0"
"2018","BTEC Only","Other","Main scheme applicant","Main scheme application","1620","1175","0.724","0"
"2019","BTEC Only","Other","Main scheme applicant","Main scheme application","1565","1140","0.726","0"
"2020","BTEC Only","Other","Main scheme applicant","Main scheme application","1690","1255","0.743","0"
"2021","BTEC Only","Other","Main scheme applicant","Main scheme application","1900","1350","0.71","0"
"2022","BTEC Only","Other","Main scheme applicant","Main scheme application","1975","1365","0.6900000000000001","0"
"2023","BTEC Only","Other","Main scheme applicant","Main scheme application","1890","1270","0.672","0"
"2008","A level & BTEC","Other","Main scheme applicant","Main scheme application","20","15","0.833","0"
"2009","A level & BTEC","Other","Main scheme applicant","Main scheme application","30","25","0.806","0"
"2010","A level & BTEC","Other","Main scheme applicant","Main scheme application","45","30","0.66","0"
"2011","A level & BTEC","Other","Main scheme applicant","Main scheme application","80","40","0.488","0"
"2012","A level & BTEC","Other","Main scheme applicant","Main scheme application","400","260","0.645","0"
"2013","A level & BTEC","Other","Main scheme applicant","Main scheme application","440","305","0.6970000000000001","0"
"2014","A level & BTEC","Other","Main scheme applicant","Main scheme application","600","415","0.6910000000000001","0"
"2015","A level & BTEC","Other","Main scheme applicant","Main scheme application","750","545","0.723","0"
"2016","A level & BTEC","Other","Main scheme applicant","Main scheme application","780","560","0.715","0"
"2017","A level & BTEC","Other","Main scheme applicant","Main scheme application","685","530","0.771","0"
"2018","A level & BTEC","Other","Main scheme applicant","Main scheme application","595","450","0.75","0"
"2019","A level & BTEC","Other","Main scheme applicant","Main scheme application","630","470","0.748","0"
"2020","A level & BTEC","Other","Main scheme applicant","Main scheme application","750","580","0.769","0"
"2021","A level & BTEC","Other","Main scheme applicant","Main scheme application","830","645","0.774","0"
"2022","A level & BTEC","Other","Main scheme applicant","Main scheme application","835","585","0.7000000000000001","0"
"2023","A level & BTEC","Other","Main scheme applicant","Main scheme application","845","580","0.687","0"
"2008","SQA Only","Other","Main scheme applicant","Main scheme application","50","30","0.612","0"
"2009","SQA Only","Other","Main scheme applicant","Main scheme application","55","40","0.684","0"
"2010","SQA Only","Other","Main scheme applicant","Main scheme application","45","25","0.6","0"
"2011","SQA Only","Other","Main scheme applicant","Main scheme application","75","40","0.554","0"
"2012","SQA Only","Other","Main scheme applicant","Main scheme application","110","70","0.667","0"
"2013","SQA Only","Other","Main scheme applicant","Main scheme application","110","60","0.536","0"
"2014","SQA Only","Other","Main scheme applicant","Main scheme application","120","60","0.492","0"
"2015","SQA Only","Other","Main scheme applicant","Main scheme application","170","110","0.651","0"
"2016","SQA Only","Other","Main scheme applicant","Main scheme application","175","100","0.5710000000000001","0"
"2017","SQA Only","Other","Main scheme applicant","Main scheme application","180","110","0.609","0"
"2018","SQA Only","Other","Main scheme applicant","Main scheme application","205","140","0.686","0"
"2019","SQA Only","Other","Main scheme applicant","Main scheme application","240","150","0.616","0"
"2020","SQA Only","Other","Main scheme applicant","Main scheme application","280","195","0.684","0"
"2021","SQA Only","Other","Main scheme applicant","Main scheme application","305","205","0.673","0"
"2022","SQA Only","Other","Main scheme applicant","Main scheme application","375","270","0.718","0"
"2023","SQA Only","Other","Main scheme applicant","Main scheme application","355","250","0.709","0"
"2008","IB Only","Other","Main scheme applicant","Main scheme application","20","10","0.556","0"
"2009","IB Only","Other","Main scheme applicant","Main scheme application","25","15","0.56","0"
"2010","IB Only","Other","Main scheme applicant","Main scheme application","55","30","0.509","0"
"2011","IB Only","Other","Main scheme applicant","Main scheme application","40","20","0.45","0"
"2012","IB Only","Other","Main scheme applicant","Main scheme application","55","40","0.717","0"
"2013","IB Only","Other","Main scheme applicant","Main scheme application","65","30","0.484","0"
"2014","IB Only","Other","Main scheme applicant","Main scheme application","80","45","0.577","0"
"2015","IB Only","Other","Main scheme applicant","Main scheme application","70","35","0.544","0"
"2016","IB Only","Other","Main scheme applicant","Main scheme application","80","55","0.663","0"
"2017","IB Only","Other","Main scheme applicant","Main scheme application","90","60","0.663","0"
"2018","IB Only","Other","Main scheme applicant","Main scheme application","95","55","0.5740000000000001","0"
"2019","IB Only","Other","Main scheme applicant","Main scheme application","90","60","0.663","0"
"2020","IB Only","Other","Main scheme applicant","Main scheme application","90","60","0.641","0"
"2021","IB Only","Other","Main scheme applicant","Main scheme application","115","75","0.638","0"
"2022","IB Only","Other","Main scheme applicant","Main scheme application","145","95","0.66","0"
"2023","IB Only","Other","Main scheme applicant","Main scheme application","170","100","0.586","0"
"2008","A level & WB","Other","Main scheme applicant","Main scheme application","5","0"," ","0"
"2009","A level & WB","Other","Main scheme applicant","Main scheme application","10","5"," ","0"
"2010","A level & WB","Other","Main scheme applicant","Main scheme application","20","15","0.81","0"
"2011","A level & WB","Other","Main scheme applicant","Main scheme application","25","20","0.833","0"
"2012","A level & WB","Other","Main scheme applicant","Main scheme application","40","25","0.643","0"
"2013","A level & WB","Other","Main scheme applicant","Main scheme application","45","35","0.766","0"
"2014","A level & WB","Other","Main scheme applicant","Main scheme application","60","35","0.607","0"
"2015","A level & WB","Other","Main scheme applicant","Main scheme application","55","40","0.667","0"
"2016","A level & WB","Other","Main scheme applicant","Main scheme application","55","40","0.722","0"
"2017","A level & WB","Other","Main scheme applicant","Main scheme application","45","35","0.75","0"
"2018","A level & WB","Other","Main scheme applicant","Main scheme application","45","35","0.783","0"
"2019","A level & WB","Other","Main scheme applicant","Main scheme application","45","30","0.6960000000000001","0"
"2020","A level & WB","Other","Main scheme applicant","Main scheme application","60","40","0.683","0"
"2021","A level & WB","Other","Main scheme applicant","Main scheme application","65","40","0.612","0"
"2022","A level & WB","Other","Main scheme applicant","Main scheme application","85","65","0.741","0"
"2023","A level & WB","Other","Main scheme applicant","Main scheme application","70","50","0.676","0"
"2014","Cambridge Technicals only","Other","Main scheme applicant","Main scheme application","15","10","0.714","0"
"2015","Cambridge Technicals only","Other","Main scheme applicant","Main scheme application","15","10"," ","0"
"2016","Cambridge Technicals only","Other","Main scheme applicant","Main scheme application","25","20","0.833","0"
"2017","Cambridge Technicals only","Other","Main scheme applicant","Main scheme application","35","30","0.757","0"
"2018","Cambridge Technicals only","Other","Main scheme applicant","Main scheme application","60","50","0.803","0"
"2019","Cambridge Technicals only","Other","Main scheme applicant","Main scheme application","75","55","0.781","0"
"2020","Cambridge Technicals only","Other","Main scheme applicant","Main scheme application","65","50","0.75","0"
"2021","Cambridge Technicals only","Other","Main scheme applicant","Main scheme application","90","65","0.722","0"
"2022","Cambridge Technicals only","Other","Main scheme applicant","Main scheme application","150","95","0.649","0"
"2023","Cambridge Technicals only","Other","Main scheme applicant","Main scheme application","175","120","0.674","0"
"2009","Access to HE only","Other","Main scheme applicant","Main scheme application","20","10","0.526","0"
"2010","Access to HE only","Other","Main scheme applicant","Main scheme application","15","10","0.714","0"
"2011","Access to HE only","Other","Main scheme applicant","Main scheme application","5","5"," ","0"
"2012","Access to HE only","Other","Main scheme applicant","Main scheme application","170","115","0.661","0"
"2013","Access to HE only","Other","Main scheme applicant","Main scheme application","315","195","0.618","0"
"2014","Access to HE only","Other","Main scheme applicant","Main scheme application","340","230","0.678","0"
"2015","Access to HE only","Other","Main scheme applicant","Main scheme application","315","175","0.553","0"
"2016","Access to HE only","Other","Main scheme applicant","Main scheme application","400","230","0.58","0"
"2017","Access to HE only","Other","Main scheme applicant","Main scheme application","385","225","0.587","0"
"2018","Access to HE only","Other","Main scheme applicant","Main scheme application","390","255","0.648","0"
"2019","Access to HE only","Other","Main scheme applicant","Main scheme application","445","285","0.639","0"
"2020","Access to HE only","Other","Main scheme applicant","Main scheme application","495","335","0.67","0"
"2021","Access to HE only","Other","Main scheme applicant","Main scheme application","450","295","0.656","0"
"2022","Access to HE only","Other","Main scheme applicant","Main scheme application","540","310","0.5740000000000001","0"
"2023","Access to HE only","Other","Main scheme applicant","Main scheme application","585","340","0.578","0"
"2014","A level & Cambridge Technicals","Other","Main scheme applicant","Main scheme application","15","10","0.846","0"
"2015","A level & Cambridge Technicals","Other","Main scheme applicant","Main scheme application","20","15","0.65","0"
"2016","A level & Cambridge Technicals","Other","Main scheme applicant","Main scheme application","40","30","0.744","0"
"2017","A level & Cambridge Technicals","Other","Main scheme applicant","Main scheme application","40","30","0.732","0"
"2018","A level & Cambridge Technicals","Other","Main scheme applicant","Main scheme application","60","45","0.797","0"
"2019","A level & Cambridge Technicals","Other","Main scheme applicant","Main scheme application","110","90","0.8200000000000001","0"
"2020","A level & Cambridge Technicals","Other","Main scheme applicant","Main scheme application","130","105","0.795","0"
"2021","A level & Cambridge Technicals","Other","Main scheme applicant","Main scheme application","150","115","0.753","0"
"2022","A level & Cambridge Technicals","Other","Main scheme applicant","Main scheme application","135","100","0.721","0"
"2023","A level & Cambridge Technicals","Other","Main scheme applicant","Main scheme application","170","120","0.686","0"
"2008","Other","Other","Main scheme applicant","Main scheme application","2520","1390","0.551","0"
"2009","Other","Other","Main scheme applicant","Main scheme application","2795","1480","0.529","0"
"2010","Other","Other","Main scheme applicant","Main scheme application","3160","1445","0.457","0"
"2011","Other","Other","Main scheme applicant","Main scheme application","3230","1480","0.458","0"
