"Year","Qualification group","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2020","A level Only (With extended project)","Asian","Not main scheme applicant","Not main scheme application","45","45","0.979","5"
"2021","A level Only (With extended project)","Asian","Not main scheme applicant","Not main scheme application","40","35","0.923","0"
"2022","A level Only (With extended project)","Asian","Not main scheme applicant","Not main scheme application","30","25","0.862","5"
"2023","A level Only (With extended project)","Asian","Not main scheme applicant","Not main scheme application","40","40","0.9510000000000001","5"
"2008","A level Only (Without extended project)","Asian","Not main scheme applicant","Not main scheme application","405","390","0.973","140"
"2009","A level Only (Without extended project)","Asian","Not main scheme applicant","Not main scheme application","570","515","0.898","185"
"2010","A level Only (Without extended project)","Asian","Not main scheme applicant","Not main scheme application","655","605","0.922","170"
"2011","A level Only (Without extended project)","Asian","Not main scheme applicant","Not main scheme application","655","595","0.908","175"
"2012","A level Only (Without extended project)","Asian","Not main scheme applicant","Not main scheme application","860","800","0.933","120"
"2013","A level Only (Without extended project)","Asian","Not main scheme applicant","Not main scheme application","890","810","0.911","115"
"2014","A level Only (Without extended project)","Asian","Not main scheme applicant","Not main scheme application","850","780","0.916","120"
"2015","A level Only (Without extended project)","Asian","Not main scheme applicant","Not main scheme application","850","785","0.921","110"
"2016","A level Only (Without extended project)","Asian","Not main scheme applicant","Not main scheme application","900","830","0.921","110"
"2017","A level Only (Without extended project)","Asian","Not main scheme applicant","Not main scheme application","985","900","0.915","75"
"2018","A level Only (Without extended project)","Asian","Not main scheme applicant","Not main scheme application","965","885","0.915","75"
"2019","A level Only (Without extended project)","Asian","Not main scheme applicant","Not main scheme application","1185","1095","0.924","65"
"2020","A level Only (Without extended project)","Asian","Not main scheme applicant","Not main scheme application","900","800","0.889","105"
"2021","A level Only (Without extended project)","Asian","Not main scheme applicant","Not main scheme application","625","570","0.917","55"
"2022","A level Only (Without extended project)","Asian","Not main scheme applicant","Not main scheme application","820","725","0.883","80"
"2023","A level Only (Without extended project)","Asian","Not main scheme applicant","Not main scheme application","1120","1015","0.906","90"
"2008","BTEC Only","Asian","Not main scheme applicant","Not main scheme application","50","50","1","25"
"2009","BTEC Only","Asian","Not main scheme applicant","Not main scheme application","95","85","0.914","25"
"2010","BTEC Only","Asian","Not main scheme applicant","Not main scheme application","160","150","0.914","40"
"2011","BTEC Only","Asian","Not main scheme applicant","Not main scheme application","215","185","0.874","60"
"2012","BTEC Only","Asian","Not main scheme applicant","Not main scheme application","340","310","0.917","40"
"2013","BTEC Only","Asian","Not main scheme applicant","Not main scheme application","440","405","0.925","45"
"2014","BTEC Only","Asian","Not main scheme applicant","Not main scheme application","590","540","0.922","55"
"2015","BTEC Only","Asian","Not main scheme applicant","Not main scheme application","630","585","0.924","75"
"2016","BTEC Only","Asian","Not main scheme applicant","Not main scheme application","725","665","0.916","65"
"2017","BTEC Only","Asian","Not main scheme applicant","Not main scheme application","725","655","0.907","65"
"2018","BTEC Only","Asian","Not main scheme applicant","Not main scheme application","830","775","0.933","50"
"2019","BTEC Only","Asian","Not main scheme applicant","Not main scheme application","900","830","0.92","60"
"2020","BTEC Only","Asian","Not main scheme applicant","Not main scheme application","785","700","0.892","55"
"2021","BTEC Only","Asian","Not main scheme applicant","Not main scheme application","415","370","0.894","35"
"2022","BTEC Only","Asian","Not main scheme applicant","Not main scheme application","550","490","0.888","60"
"2023","BTEC Only","Asian","Not main scheme applicant","Not main scheme application","660","570","0.863","75"
"2008","A level & BTEC","Asian","Not main scheme applicant","Not main scheme application","15","15","1","0"
"2009","A level & BTEC","Asian","Not main scheme applicant","Not main scheme application","20","20","0.9500000000000001","5"
"2010","A level & BTEC","Asian","Not main scheme applicant","Not main scheme application","30","30","0.9380000000000001","10"
"2011","A level & BTEC","Asian","Not main scheme applicant","Not main scheme application","35","30","0.879","10"
"2012","A level & BTEC","Asian","Not main scheme applicant","Not main scheme application","70","65","0.9560000000000001","5"
"2013","A level & BTEC","Asian","Not main scheme applicant","Not main scheme application","90","80","0.901","10"
"2014","A level & BTEC","Asian","Not main scheme applicant","Not main scheme application","130","120","0.9450000000000001","15"
"2015","A level & BTEC","Asian","Not main scheme applicant","Not main scheme application","135","130","0.9480000000000001","15"
"2016","A level & BTEC","Asian","Not main scheme applicant","Not main scheme application","170","155","0.9","10"
"2017","A level & BTEC","Asian","Not main scheme applicant","Not main scheme application","180","165","0.933","15"
"2018","A level & BTEC","Asian","Not main scheme applicant","Not main scheme application","170","160","0.936","10"
"2019","A level & BTEC","Asian","Not main scheme applicant","Not main scheme application","185","170","0.924","10"
"2020","A level & BTEC","Asian","Not main scheme applicant","Not main scheme application","130","110","0.86","10"
"2021","A level & BTEC","Asian","Not main scheme applicant","Not main scheme application","80","80","0.975","10"
"2022","A level & BTEC","Asian","Not main scheme applicant","Not main scheme application","120","110","0.901","15"
"2023","A level & BTEC","Asian","Not main scheme applicant","Not main scheme application","170","150","0.888","20"
"2008","SQA Only","Asian","Not main scheme applicant","Not main scheme application","15","15","0.933","5"
"2009","SQA Only","Asian","Not main scheme applicant","Not main scheme application","15","15","0.875","5"
"2010","SQA Only","Asian","Not main scheme applicant","Not main scheme application","10","10","1","5"
"2011","SQA Only","Asian","Not main scheme applicant","Not main scheme application","10","10","0.909","0"
"2012","SQA Only","Asian","Not main scheme applicant","Not main scheme application","10","10","0.833","5"
"2013","SQA Only","Asian","Not main scheme applicant","Not main scheme application","10","10"," ","5"
