"Year","Subject group HECoS","Detailed subject group HECoS","Provider country","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","Wales","725","40","0.057"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","Wales","910","40","0.046"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","Wales","1105","35","0.033"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","Wales","40","20","0.525"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","Wales","30","20","0.6"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","Wales","30","20","0.7000000000000001"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","Wales","50","15","0.3"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","Wales","35","20","0.514"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","Wales","545","270","0.492"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","Wales","780","445","0.5730000000000001"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","Wales","1165","500","0.429"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","Wales","1175","450","0.383"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","Wales","945","350","0.369"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","Wales","1995","175","0.088"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","Wales","2020","215","0.105"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","Wales","2830","245","0.08600000000000001"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","Wales","2135","240","0.112"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","Wales","1620","305","0.188"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","Wales","3855","1270","0.33"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","Wales","3310","825","0.25"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","Wales","1750","670","0.382"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","Wales","1225","565","0.46"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","Wales","830","570","0.6890000000000001"
"2019","(CAH19) language and area studies","(CAH19-01-05) creative writing","Wales","350","330","0.9450000000000001"
"2020","(CAH19) language and area studies","(CAH19-01-05) creative writing","Wales","390","375","0.9570000000000001"
"2021","(CAH19) language and area studies","(CAH19-01-05) creative writing","Wales","380","360","0.9430000000000001"
"2022","(CAH19) language and area studies","(CAH19-01-05) creative writing","Wales","380","355","0.9400000000000001"
"2023","(CAH19) language and area studies","(CAH19-01-05) creative writing","Wales","340","315","0.925"
"2019","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","Wales","100","100","0.985"
"2020","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","Wales","75","75","1.02"
"2021","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","Wales","80","80","1.006"
"2022","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","Wales","65","65","0.977"
"2023","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","Wales","50","45","0.9400000000000001"
"2019","(CAH19) language and area studies","(CAH19-01-02) English language","Wales","345","330","0.9540000000000001"
"2020","(CAH19) language and area studies","(CAH19-01-02) English language","Wales","360","340","0.9500000000000001"
"2021","(CAH19) language and area studies","(CAH19-01-02) English language","Wales","360","345","0.9520000000000001"
"2022","(CAH19) language and area studies","(CAH19-01-02) English language","Wales","370","345","0.9380000000000001"
"2023","(CAH19) language and area studies","(CAH19-01-02) English language","Wales","340","320","0.9460000000000001"
"2019","(CAH19) language and area studies","(CAH19-01-03) literature in English","Wales","1370","1310","0.9550000000000001"
"2020","(CAH19) language and area studies","(CAH19-01-03) literature in English","Wales","1330","1275","0.96"
"2021","(CAH19) language and area studies","(CAH19-01-03) literature in English","Wales","1465","1420","0.969"
"2022","(CAH19) language and area studies","(CAH19-01-03) literature in English","Wales","1485","1415","0.9540000000000001"
"2023","(CAH19) language and area studies","(CAH19-01-03) literature in English","Wales","1550","1470","0.9470000000000001"
"2019","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","Wales","250","225","0.895"
"2020","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","Wales","245","220","0.905"
"2021","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","Wales","255","240","0.935"
"2022","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","Wales","330","265","0.803"
"2023","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","Wales","330","260","0.786"
"2019","(CAH19) language and area studies","(CAH19-04-01) French studies","Wales","285","280","0.977"
"2020","(CAH19) language and area studies","(CAH19-04-01) French studies","Wales","275","265","0.96"
"2021","(CAH19) language and area studies","(CAH19-04-01) French studies","Wales","290","285","0.98"
"2022","(CAH19) language and area studies","(CAH19-04-01) French studies","Wales","200","190","0.96"
"2023","(CAH19) language and area studies","(CAH19-04-01) French studies","Wales","180","165","0.917"
"2019","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","Wales","130","120","0.9420000000000001"
"2020","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","Wales","115","115","0.993"
"2021","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","Wales","110","110","0.978"
"2022","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","Wales","70","65","0.9500000000000001"
"2023","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","Wales","60","55","0.875"
"2019","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","Wales","315","310","0.982"
"2020","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","Wales","320","315","0.98"
"2021","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","Wales","290","280","0.962"
"2022","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","Wales","205","195","0.9590000000000001"
"2023","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","Wales","180","175","0.978"
"2019","(CAH19) language and area studies","(CAH19-04-03) Italian studies","Wales","50","50","0.998"
"2020","(CAH19) language and area studies","(CAH19-04-03) Italian studies","Wales","60","55","0.932"
"2021","(CAH19) language and area studies","(CAH19-04-03) Italian studies","Wales","45","45","0.976"
"2022","(CAH19) language and area studies","(CAH19-04-03) Italian studies","Wales","40","35","0.9"
"2023","(CAH19) language and area studies","(CAH19-04-03) Italian studies","Wales","35","35","1.043"
"2019","(CAH19) language and area studies","(CAH19-01-07) linguistics","Wales","175","175","0.993"
"2020","(CAH19) language and area studies","(CAH19-01-07) linguistics","Wales","180","175","0.966"
"2021","(CAH19) language and area studies","(CAH19-01-07) linguistics","Wales","150","145","0.967"
"2022","(CAH19) language and area studies","(CAH19-01-07) linguistics","Wales","175","170","0.96"
"2023","(CAH19) language and area studies","(CAH19-01-07) linguistics","Wales","170","165","0.965"
"2019","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","Wales","180","175","0.965"
"2020","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","Wales","220","205","0.9390000000000001"
"2021","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","Wales","205","200","0.983"
"2022","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","Wales","385","365","0.9430000000000001"
"2023","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","Wales","300","280","0.928"
"2019","(CAH19) language and area studies","(CAH19-02-03) Welsh studies","Wales","245","235","0.965"
"2020","(CAH19) language and area studies","(CAH19-02-03) Welsh studies","Wales","230","220","0.9540000000000001"
"2021","(CAH19) language and area studies","(CAH19-02-03) Welsh studies","Wales","220","210","0.962"
"2022","(CAH19) language and area studies","(CAH19-02-03) Welsh studies","Wales","180","165","0.93"
"2023","(CAH19) language and area studies","(CAH19-02-03) Welsh studies","Wales","180","170","0.936"
"2019","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","Wales","20","15","0.8250000000000001"
"2020","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","Wales","10","10","1"
"2021","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","Wales","20","20","0.9500000000000001"
"2022","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","Wales","10","10"," "
"2023","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","Wales","15","15","0.9"
"2019","(CAH19) language and area studies","(CAH19-04-06) Asian studies","Wales","110","95","0.876"
"2020","(CAH19) language and area studies","(CAH19-04-06) Asian studies","Wales","120","105","0.896"
"2021","(CAH19) language and area studies","(CAH19-04-06) Asian studies","Wales","110","95","0.881"
"2022","(CAH19) language and area studies","(CAH19-04-06) Asian studies","Wales","80","75","0.925"
"2023","(CAH19) language and area studies","(CAH19-04-06) Asian studies","Wales","65","55","0.846"
"2019","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Wales","950","905","0.9540000000000001"
"2020","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Wales","1140","1095","0.961"
"2021","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Wales","1185","1120","0.9440000000000001"
"2022","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Wales","1260","1165","0.924"
"2023","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Wales","1150","1080","0.9380000000000001"
"2021","(CAH24) media, journalism and communications","(CAH24-01-01) information services","Wales","10","10"," "
"2019","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","Wales","970","815","0.841"
"2020","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","Wales","1145","1030","0.898"
"2021","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","Wales","1385","1280","0.923"
"2022","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","Wales","1495","1350","0.904"
"2023","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","Wales","1425","1270","0.889"
"2022","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","Wales","5","5"," "
"2019","(CAH23) combined and general studies","(CAH23-01-02) personal development","Wales","30","30","0.9500000000000001"
"2020","(CAH23) combined and general studies","(CAH23-01-02) personal development","Wales","70","65","0.909"
"2021","(CAH23) combined and general studies","(CAH23-01-02) personal development","Wales","70","65","0.916"
"2022","(CAH23) combined and general studies","(CAH23-01-02) personal development","Wales","60","60","0.987"
"2023","(CAH23) combined and general studies","(CAH23-01-02) personal development","Wales","70","55","0.812"
"2019","(CAH17) business and management","(CAH17-01-03) marketing","Wales","740","695","0.9420000000000001"
"2020","(CAH17) business and management","(CAH17-01-03) marketing","Wales","740","715","0.963"
"2021","(CAH17) business and management","(CAH17-01-03) marketing","Wales","950","915","0.961"
"2022","(CAH17) business and management","(CAH17-01-03) marketing","Wales","895","850","0.9500000000000001"
"2023","(CAH17) business and management","(CAH17-01-03) marketing","Wales","940","890","0.9460000000000001"
"2019","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","Wales","1065","1005","0.9420000000000001"
"2020","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","Wales","1115","1050","0.9430000000000001"
"2021","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","Wales","1170","1090","0.932"
"2022","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","Wales","1295","1140","0.882"
"2023","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","Wales","1255","1135","0.905"
"2019","(CAH17) business and management","(CAH17-01-02) business studies","Wales","830","795","0.9570000000000001"
"2020","(CAH17) business and management","(CAH17-01-02) business studies","Wales","905","875","0.966"
"2021","(CAH17) business and management","(CAH17-01-02) business studies","Wales","945","900","0.9510000000000001"
"2022","(CAH17) business and management","(CAH17-01-02) business studies","Wales","825","775","0.936"
"2023","(CAH17) business and management","(CAH17-01-02) business studies","Wales","845","745","0.884"
"2019","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","Wales","965","905","0.936"
"2020","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","Wales","910","860","0.9470000000000001"
"2021","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","Wales","1010","935","0.925"
"2022","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","Wales","1045","980","0.936"
"2023","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","Wales","970","890","0.916"
"2019","(CAH17) business and management","(CAH17-01-05) human resource management","Wales","80","75","0.93"
"2020","(CAH17) business and management","(CAH17-01-05) human resource management","Wales","100","95","0.9500000000000001"
"2021","(CAH17) business and management","(CAH17-01-05) human resource management","Wales","90","85","0.969"
"2022","(CAH17) business and management","(CAH17-01-05) human resource management","Wales","65","60","0.936"
"2023","(CAH17) business and management","(CAH17-01-05) human resource management","Wales","75","65","0.885"
"2019","(CAH17) business and management","(CAH17-01-04) management studies","Wales","2705","2160","0.799"
"2020","(CAH17) business and management","(CAH17-01-04) management studies","Wales","3285","2545","0.775"
"2021","(CAH17) business and management","(CAH17-01-04) management studies","Wales","3425","2510","0.733"
"2022","(CAH17) business and management","(CAH17-01-04) management studies","Wales","3745","2815","0.752"
"2023","(CAH17) business and management","(CAH17-01-04) management studies","Wales","3865","2980","0.772"
"2019","(CAH17) business and management","(CAH17-01-08) accounting","Wales","1125","1015","0.9"
"2020","(CAH17) business and management","(CAH17-01-08) accounting","Wales","1200","1070","0.893"
"2021","(CAH17) business and management","(CAH17-01-08) accounting","Wales","1305","1150","0.883"
"2022","(CAH17) business and management","(CAH17-01-08) accounting","Wales","1315","1140","0.867"
"2023","(CAH17) business and management","(CAH17-01-08) accounting","Wales","1290","1135","0.88"
"2019","(CAH17) business and management","(CAH17-01-07) finance","Wales","1315","1190","0.904"
"2020","(CAH17) business and management","(CAH17-01-07) finance","Wales","1500","1325","0.885"
"2021","(CAH17) business and management","(CAH17-01-07) finance","Wales","1645","1465","0.892"
"2022","(CAH17) business and management","(CAH17-01-07) finance","Wales","1720","1510","0.877"
"2023","(CAH17) business and management","(CAH17-01-07) finance","Wales","1700","1520","0.895"
"2019","(CAH17) business and management","(CAH17-01-09) others in business and management","Wales","30","25","0.902"
"2020","(CAH17) business and management","(CAH17-01-09) others in business and management","Wales","30","30","0.979"
"2021","(CAH17) business and management","(CAH17-01-09) others in business and management","Wales","30","30","1.0010000000000001"
"2022","(CAH17) business and management","(CAH17-01-09) others in business and management","Wales","30","25","0.902"
"2023","(CAH17) business and management","(CAH17-01-09) others in business and management","Wales","30","25","0.869"
"2019","(CAH15) social sciences","(CAH15-03-01) politics","Wales","1655","1585","0.9590000000000001"
"2020","(CAH15) social sciences","(CAH15-03-01) politics","Wales","1795","1735","0.968"
"2021","(CAH15) social sciences","(CAH15-03-01) politics","Wales","2305","2235","0.97"
"2022","(CAH15) social sciences","(CAH15-03-01) politics","Wales","2300","2200","0.9560000000000001"
"2023","(CAH15) social sciences","(CAH15-03-01) politics","Wales","2575","2480","0.964"
"2019","(CAH15) social sciences","(CAH15-01-04) anthropology","Wales","30","25","0.783"
"2020","(CAH15) social sciences","(CAH15-01-04) anthropology","Wales","30","30","0.9390000000000001"
"2021","(CAH15) social sciences","(CAH15-01-04) anthropology","Wales","15","10","0.667"
"2022","(CAH15) social sciences","(CAH15-01-04) anthropology","Wales","20","20","0.975"
"2023","(CAH15) social sciences","(CAH15-01-04) anthropology","Wales","15","10","0.767"
"2019","(CAH15) social sciences","(CAH15-02-01) economics","Wales","1385","1305","0.9430000000000001"
"2020","(CAH15) social sciences","(CAH15-02-01) economics","Wales","1710","1570","0.919"
"2021","(CAH15) social sciences","(CAH15-02-01) economics","Wales","1850","1715","0.928"
"2022","(CAH15) social sciences","(CAH15-02-01) economics","Wales","1895","1735","0.917"
"2023","(CAH15) social sciences","(CAH15-02-01) economics","Wales","2125","1925","0.907"
"2019","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","Wales","615","560","0.907"
"2020","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","Wales","675","620","0.92"
"2021","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","Wales","615","590","0.9580000000000001"
"2022","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","Wales","575","530","0.922"
"2023","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","Wales","520","465","0.895"
"2019","(CAH15) social sciences","(CAH15-04-01) social work","Wales","885","295","0.335"
"2020","(CAH15) social sciences","(CAH15-04-01) social work","Wales","875","320","0.368"
"2021","(CAH15) social sciences","(CAH15-04-01) social work","Wales","975","315","0.324"
"2022","(CAH15) social sciences","(CAH15-04-01) social work","Wales","800","235","0.294"
"2023","(CAH15) social sciences","(CAH15-04-01) social work","Wales","710","215","0.303"
"2019","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","Wales","320","310","0.969"
"2020","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","Wales","315","300","0.9490000000000001"
"2021","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","Wales","310","290","0.937"
"2022","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","Wales","285","255","0.902"
"2023","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","Wales","325","310","0.9490000000000001"
"2019","(CAH15) social sciences","(CAH15-04-03) health studies","Wales","1090","1000","0.919"
"2020","(CAH15) social sciences","(CAH15-04-03) health studies","Wales","875","800","0.913"
"2021","(CAH15) social sciences","(CAH15-04-03) health studies","Wales","910","845","0.926"
"2022","(CAH15) social sciences","(CAH15-04-03) health studies","Wales","970","900","0.926"
"2023","(CAH15) social sciences","(CAH15-04-03) health studies","Wales","1050","955","0.909"
"2019","(CAH15) social sciences","(CAH15-01-03) social policy","Wales","840","810","0.965"
"2020","(CAH15) social sciences","(CAH15-01-03) social policy","Wales","750","720","0.96"
"2021","(CAH15) social sciences","(CAH15-01-03) social policy","Wales","860","825","0.9580000000000001"
"2022","(CAH15) social sciences","(CAH15-01-03) social policy","Wales","675","640","0.9520000000000001"
"2023","(CAH15) social sciences","(CAH15-01-03) social policy","Wales","750","720","0.9580000000000001"
"2019","(CAH15) social sciences","(CAH15-01-02) sociology","Wales","2470","2375","0.961"
"2020","(CAH15) social sciences","(CAH15-01-02) sociology","Wales","2760","2660","0.963"
"2021","(CAH15) social sciences","(CAH15-01-02) sociology","Wales","3135","3010","0.96"
"2022","(CAH15) social sciences","(CAH15-01-02) sociology","Wales","3225","3035","0.9410000000000001"
"2023","(CAH15) social sciences","(CAH15-01-02) sociology","Wales","3390","3245","0.9570000000000001"
"2019","(CAH15) social sciences","(CAH15-01-06) cultural studies","Wales","40","40","1.006"
"2020","(CAH15) social sciences","(CAH15-01-06) cultural studies","Wales","45","45","1.024"
"2021","(CAH15) social sciences","(CAH15-01-06) cultural studies","Wales","80","75","0.9440000000000001"
"2022","(CAH15) social sciences","(CAH15-01-06) cultural studies","Wales","5","5"," "
"2023","(CAH15) social sciences","(CAH15-01-06) cultural studies","Wales","5","5"," "
"2019","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Wales","4140","3915","0.9460000000000001"
"2020","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Wales","4265","4060","0.9520000000000001"
"2021","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Wales","4670","4495","0.962"
"2022","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Wales","5065","4810","0.9500000000000001"
"2023","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Wales","4820","4565","0.9470000000000001"
"2019","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","Wales","185","180","0.976"
"2020","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","Wales","200","190","0.9550000000000001"
"2021","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","Wales","165","155","0.936"
"2022","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","Wales","150","140","0.917"
"2023","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","Wales","160","150","0.9410000000000001"
"2019","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","Wales","65","60","0.9480000000000001"
"2020","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","Wales","90","85","0.9530000000000001"
"2021","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","Wales","15","15","0.9"
"2022","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","Wales","10","10","1.1"
"2023","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","Wales","10","5"," "
"2019","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Wales","280","275","0.98"
"2020","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Wales","270","255","0.937"
"2021","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Wales","340","325","0.9490000000000001"
"2022","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Wales","275","260","0.9440000000000001"
"2023","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Wales","295","280","0.9540000000000001"
"2019","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Wales","2490","2245","0.901"
"2020","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Wales","3100","2860","0.922"
"2021","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Wales","2990","2715","0.908"
"2022","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Wales","2905","2675","0.92"
"2023","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Wales","2960","2745","0.928"
"2019","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Wales","750","725","0.966"
"2020","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Wales","780","750","0.964"
"2021","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Wales","815","780","0.9570000000000001"
"2022","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Wales","955","895","0.9390000000000001"
"2023","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Wales","795","760","0.9540000000000001"
"2019","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Wales","985","960","0.974"
"2020","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Wales","1130","1090","0.966"
"2021","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Wales","1275","1220","0.9580000000000001"
"2022","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Wales","1340","1320","0.984"
"2023","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Wales","1410","1360","0.964"
"2019","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","Wales","55","55","0.964"
"2020","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","Wales","45","40","0.933"
"2021","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","Wales","45","45","0.978"
"2022","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","Wales","40","40","0.9500000000000001"
"2023","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","Wales","45","40","0.911"
"2019","(CAH03) biological and sport sciences","(CAH03-01-05) plant sciences","Wales","25","20","0.84"
"2020","(CAH03) biological and sport sciences","(CAH03-01-05) plant sciences","Wales","30","25","0.9"
"2021","(CAH03) biological and sport sciences","(CAH03-01-05) plant sciences","Wales","30","30","0.967"
"2022","(CAH03) biological and sport sciences","(CAH03-01-05) plant sciences","Wales","20","20","1"
"2023","(CAH03) biological and sport sciences","(CAH03-01-05) plant sciences","Wales","40","35","0.9"
"2019","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Wales","1000","970","0.97"
"2020","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Wales","1150","1095","0.9520000000000001"
"2021","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Wales","1400","1305","0.933"
"2022","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Wales","1630","1590","0.974"
"2023","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Wales","1600","1525","0.9520000000000001"
"2019","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Wales","870","720","0.8280000000000001"
"2020","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Wales","1210","810","0.668"
"2021","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Wales","1310","955","0.727"
"2022","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Wales","1565","1005","0.642"
"2023","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Wales","1470","985","0.671"
"2019","(CAH13) architecture, building and planning","(CAH13-01-02) building","Wales","150","120","0.787"
"2020","(CAH13) architecture, building and planning","(CAH13-01-02) building","Wales","165","150","0.921"
"2021","(CAH13) architecture, building and planning","(CAH13-01-02) building","Wales","220","195","0.895"
"2022","(CAH13) architecture, building and planning","(CAH13-01-02) building","Wales","215","190","0.879"
"2023","(CAH13) architecture, building and planning","(CAH13-01-02) building","Wales","180","155","0.861"
"2019","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Wales","200","175","0.875"
"2020","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Wales","290","270","0.934"
"2021","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Wales","325","305","0.9380000000000001"
"2022","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Wales","305","295","0.9590000000000001"
"2023","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Wales","275","265","0.969"
"2019","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","Wales","120","35","0.292"
"2020","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","Wales","115","35","0.304"
"2021","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","Wales","95","25","0.274"
"2022","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","Wales","110","25","0.23600000000000002"
"2023","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","Wales","115","20","0.17400000000000002"
"2019","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","Wales","770","170","0.218"
"2020","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","Wales","755","155","0.20800000000000002"
"2021","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","Wales","935","150","0.163"
"2022","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","Wales","1075","60","0.054"
"2023","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","Wales","1420","85","0.058"
"2019","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Wales","3670","825","0.224"
"2020","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Wales","3840","900","0.234"
"2021","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Wales","4840","755","0.156"
"2022","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Wales","5520","550","0.1"
"2023","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Wales","5665","890","0.157"
"2019","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Wales","535","485","0.91"
"2020","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Wales","545","495","0.908"
"2021","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Wales","475","430","0.903"
