"ID","GaelicKeywords","WordBreaks","GaelicKeywordsTraditionalSpelling","WordClass","WordClassMerged"
"14089","leibideach, , leibidiche, , , , leibideach, , leibidich, , leibidiche, , leibidich, , , ","leibid!each, , leibid!iche, , , , , , leibid!ich, , , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"14090","leibideachd, , leibideachd, , leibideachd, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","leibid!eachd, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"14091","lèideag is ceum is leum, ",", ","léideag is ceum is leum, ",,NULL
"14092","leigeam, leig, leigeadh, leigeamaid, leigibh, leigeadh, leigeil, , leigeadh, , leigean, , , , , , , , , , , , leigidh, leigeas, leig, leig, leig, do leig, leigte, leigte, leiginn, leigeadh, leigeamaid, leiginn, leiginn, leigeadh, leigeadh, leigeamaid, leigeamaid, leigear, leigtear, leigear, leigear, leigear, leigear, leigeadh, do leigeadh, leigte, leigiste, leigist, leigte, leigteadh, leigiste, leigist, leigte, leigiste, leigist, , ","leig!eam, , , , leig!ibh, , leig!eil, , leig!eadh, , leig!ean, , , , , , , , , , , , leig!idh, leig!eas, , , , , leig!te, , leig!inn, , leig!eamaid, , , , , , , leig!ear, leig!tear, , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","gn.","verb"
"14093","leig prìosanach à làrach nam bonn, ",", ","leig prìosanach á làrach nam bonn, ",,NULL
"14094","leig Calum air èalaidh am fiosrachadh dha na pàipearan, leig air èalaidh, ",", ",", ",,NULL
"14095","leig Calum dheth a dhreuchd, leig dhìot do dhreuchd, ",", ",", ",,NULL
"14096","leig Màiri mu rèir, ",", ","leig Màiri mu réir, ",,NULL
"14097","leig Mandela saor à prìosan, ",", ","leig Mandela saor á prìosan, ",,NULL
"14098","leig Calum air dhearmad, leig air dhearmad, ",", ",", ",,NULL
"14099","leig coin mu sgaoil, leig mu sgaoil, ",", ",", ",,NULL
"14100","leig a h-athair dheth a dhreuchd, leig dhìot do dhreuchd, ",", ",", ",,NULL
"14101","leig air at, ",", ",", ",,NULL
"14102","leig air dìochuimhne, ",", ",", ",,NULL
"14103","leig air dìochuimhne gun, ",", ",", ",,NULL
"14104","leig air èalaidh, ",", ",", ",,NULL
"14105","leig air falbh ròp, ",", ",", ",,NULL
"14106","leig am balach glaodh às, ",", ","leig am balach glaodh ás, ",,NULL
"14107","leig a-mach air an fheansa, ",", ",", ",,NULL
"14108","leig a-mach taigh, leig a-mach air taigh, ",", ",", ",,NULL
"14109","leig an cat às a' phòca, ",", ","leig an cat ás a' phòca, ",,NULL
"14110","leig an t-earball leis a' chraiceann, ",", ",", ",,NULL
"14111","leig an t-sreang bhàrr a' phòca, leig an t-sreang far a' phòca, ",", ",", ",,NULL
"14112","leig an t-srian leis an each, ",", ",", ",,NULL
"14113","leig an t-srian le do mhac-meanmna, ",", ",", ",,NULL
"14114","leig às an acair, ",", ","leig ás an acair, ",,NULL
"14115","leig às beuc, ",", ","leig ás beuc, ",,NULL
"14116","leig às e, ",", ","leig ás e, ",,NULL
"14117","leig às sin, ",", ","leig ás sin, ",,NULL
"14118","leig a-steach, ",", ",", ",,NULL
"14119","leig beannachd le Màiri, ",", ",", ",,NULL
"14120","leig beatha Chaluim leis, ",", ",", ",,NULL
"14121","leig bhuat an smocadh, leig uat an smocadh, ",", ",", ",,NULL
"14122","bramadaich, bhramadaich, bramadaich, bhramadaich, bramadaich, bhramadaich, , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"14123","leig brùchd, ",", ",", ",,NULL
"14124","leig cead a choise le Calum, ",", ",", ",,NULL
"14125","leig cead do choise leat, ",", ",", ",,NULL
"14126","leig cleachdadh dhen pheann do Chalum, ",", ",", ",,NULL
"14127","leig cudrom air cois, ",", ",", ",,NULL
"14128","leig dhìot do dhreuchd, leig dhìot dreuchd, leigeil dhìot do dhreuchd, ",", ",", ",,NULL
"14129","leig dhìot a bhith nad organaiche, ",", ","leig dhìot a bhith 'nad organaiche, ",,NULL
"14130","leig dhomh tomhais, ",", ",", ",,NULL
"14131","leig d' anail, leig anail, ",", ",", ",,NULL
"14132","leig do bheatha leat, ",", ",", ",,NULL
"14133","leig do rùn ri Calum, ",", ",", ",,NULL
"14134","leig do thaic air bàrr do bhata, ",", ",", ",,NULL
"14135","leig do thaic ris a' bhalla, ",", ",", ",,NULL
"14136","leig driamlach às na dhèidh, ",", ","leig driamlach ás 'na dhéidh, ",,NULL
"14137","leig e a sgìos tacan beag, ",", ",", ",,NULL
"14138","leig fiacaill às, ",", ","leig fiacaill ás, ",,NULL
"14139","garbhan, gharbhan, garbhain, gharbhain, , , , , , , , garbhain, gharbhain, , , , , , , garbhanaibh, gharbhanaibh, garbhan, gharbhan, , , , , , , , , , ","garbh!an, gharbh!an, garbh!ain, gharbh!ain, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"14140","leig fios gu Màiri gun tàinig iad, ",", ","leig fios gu Màiri gun dàinig iad, ",,NULL
"14141","leig fuil à euslainteach, ",", ","leig fuil á euslainteach, ",,NULL
"14142","leig iad dallanach orra, ",", ",", ",,NULL
"14143","leig iad iad fhèin nan sìneadh, ",", ","leig iad iad fhéin 'nan sìneadh, ",,NULL
"14144","leig le Calum a dhol gu clos, ",", ",", ",,NULL
"14145","a' leigeil leotha neadachadh, ",", ",", ",,NULL
"14146","leig le Calum, ",", ",", ",,NULL
"14147","leig leat, ",", ",", ",,NULL
"14148","leig leis a' bhàta, ",", ",", ",,NULL
"14149","leig leis a' ghaoith, leig leis a' ghaoth, ",", ",", ",,NULL
"14150","leig leis na marbh laighe, ",", ",", ",,NULL
"14151","leig lighe de mhullach, ",", ",", ",,NULL
"14152","leig mi mo shùil air, ",", ",", ",,NULL
"14153","leig mise na charaibh, ",", ","leig mise 'na charaibh, ",,NULL
"14154","leig mo chridhe plap, ",", ",", ",,NULL
"14155","leig mu do chluasan, ",", ",", ",,NULL
"14156","leig fios mu sgaoil, ",", ",", ",,NULL
"14157","leig mùn, ",", ",", ",,NULL
"14158","bucall, bhucall, bucaill, bhucaill, , , , , , , , bucaill, bucallan, bhucaill, bhucallan, , , , , , , bucallaibh, bhucallaibh, bucall, bucallan, bhucall, bhucallan, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","bucull, bhucull, bucuill, bhucuill, , , , , , , , bucullan, bhucullan, , , , , , , bucullaibh, bhucullaibh, bucullan, bhucullan, , , , , , , , , , ","fir.","noun"
"14159","leig ort gur e cù a tha annad, ",", ",", ",,NULL
"14160","leig ris an saoghal dhut, ",", ",", ",,NULL
"14161","leig ris, ",", ",", ",,NULL
"14162","leig ris an talamh, ",", ",", ",,NULL
"14163","leig ris cùram, ",", ",", ",,NULL
"14164","leig ris fiosrachadh do Chalum, ",", ",", ",,NULL
"14165","leig ris gun, ",", ",", ",,NULL
"14166","leig romhad, leig ro, ",", ",", ",,NULL
"14167","leig romhad aran a dhèanamh, ",", ",", ",,NULL
"14168","leig rùn le aonta, ",", ",", ",,NULL
"14169","leig seachad, ",", ",", ",,NULL
"14170","leig seachad fras, ",", ",", ",,NULL
"14171","leig seachad strì, ",", ",", ",,NULL
"14172","leig seachad thu fhèin gu h-iomlan, ",", ","leig seachad thu fhéin gu h-iomlan, ",,NULL
"14173","leig sgal às, ",", ","leig sgal ás, ",,NULL
"14174","leig sìos baga, ",", ",", ",,NULL
"14175","leig sìos dhan ghrunnd, ",", ",", ",,NULL
"14176","leig sprèidh gu ionaltradh, ",", ","leig spréidh gu ionaltradh, ",,NULL
"14177","leig taic ris a' bhalla, ",", ",", ",,NULL
"14178","leig thu fhèin nad shìneadh, ",", ","leig thu fhéin 'nad shìneadh, ",,NULL
"14179","àraidheachadh, , àraidheachaidh, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","àraidh!each!adh, , àraidh!each!aidh, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"14180","leig thusa mise ann, ",", ",", ",,NULL
"14181","leig thusa mise thuige, ",", ",", ",,NULL
"14182","leig trì glaoidhean-aighir, ",", ",", ",,NULL
"14183","leigeadh, , leigidh, , , , , , , , , leigidhean, , , , , , , , , , leigidhean, , , , , , , , , , , ",", , , , , , , , , , , leig!idh!ean, , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"14184","leigeadh tu le Calum, leigeadh le Calum, ",", ",", ",,NULL
"14185","leigeadh chon, ",", ",", ",,NULL
"14186","leigeadh each, ",", ",", ",,NULL
"14187","leigeadh esan leis, ",", ",", ",,NULL
"14188","leigeadh ris, ",", ",", ",,NULL
"14189","leigheas air galar na seirg, ",", ",", ",,NULL
"14190","leigheas na roghainn eile, ",", ",", ",,NULL
"14191","leigheas-chungaidhean, , leighis-chungaidhean, , , , , , , , , leigheasan-chungaidhean, , , , , , , , , , leigheasan-chungaidhean, , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"14192","leigheas-uisge, , leighis-uisge, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"14193","leighiseam, leighis, leighiseadh, leighiseamaid, leighisibh, leighiseadh, leigheas, leigheasadh, , , , , , , , , , , , , , , , leighisidh, leighiseas, leighis, leighis, leighis, do leighis, leighiste, leighiste, leighisinn, leighiseadh, leighiseamaid, leighisinn, leighisinn, leighiseadh, leighiseadh, leighiseamaid, leighiseamaid, leighisear, leighistear, leighisear, leighisear, leighisear, leighisear, leighiseadh, do leighiseadh, leighiste, leighisiste, leighisist, leighiste, leighisiste, leighisist, leighiste, leighisiste, leighisist, , ","leighis!eam, , , , leighis!ibh, , leigheas!adh, , , , , , , , , , , , , , , , leighis!idh, leighis!eas, , , , , leighis!te, , leighis!inn, leighis!eadh, leighis!eamaid, , , , , , , leighis!ear, , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","gn.","verb"
"14194","uasal-chàirdeas, , uasal-chàirdeis, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"14195","lighiche obair-lannsa, lighiche obrach-lannsa, ",", ",", ",,NULL
"14196","lèigh-lann, , lèigh-lainn, , lèigh-lainn, , , , , , , , , lèigh-lannan, , , , , , , , lèigh-lannaibh, , lèigh-lannan, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","léigh-lann, , léigh-lainn, , léigh-lainn, , , , , , , , , lèigh-lannan, , , , , , , , léigh-lannaibh, , lèigh-lannan, , , , , , , , , , ","boir.","noun"
"14197","leigidh an clàr a leanas ris, ",", ",", ",,NULL
"14198","leigidh mise fhaicinn dhut, ",", ",", ",,NULL
"14199","leigidh mise ris dhut gun, ",", ",", ",,NULL
"14200","leigte rium, leagte rium, ",", ",", ",,NULL
"14201","lèine chraobhach, ",", ","léine chraobhach, ",,NULL
"14202","lèine fhlùranach, ",", ","léine fhlùranach, ",,NULL
"14203","lèine le srianagan dubha, ",", ","léine le srianagan dubha, ",,NULL
"14204","lèine liocrach, ",", ","léine liocrach, ",,NULL
"14205","lèine shrianach, ",", ","léine shrianach, ",,NULL
"14206","leinn an latha, ",", ",", ",,NULL
"14207","lèiream, lèir, lèireadh, lèireamaid, lèiribh, lèireadh, lèireadh, , , , , , , , , , , , , , , , lèiridh, lèireas, lèir, lèir, lèir, do lèir, lèirte, lèirte, lèirinn, lèireadh, lèireamaid, lèirinn, lèirinn, lèireadh, lèireadh, lèireamaid, lèireamaid, lèirear, lèirtear, lèirear, lèirear, lèirear, lèirear, lèireadh, do lèireadh, lèirte, lèiriste, lèirist, lèirte, lèiriste, lèirist, lèirte, lèiriste, lèirist, , ","lèir!eam, , , , lèir!ibh, , , , , , , , , , , , , , , , , , lèir!idh, lèir!eas, , , , , lèir!te, , lèir!inn, lèir!eadh, lèir!eamaid, , , , , , , lèir!ear, , , , , , , , , , , , , , , , , , ","léiream, léir, léireadh, léireamaid, léiribh, léireadh, léireadh, , , , , , , , , , , , , , , , léiridh, léireas, léir, léir, léir, do léir, léirte, léirte, léirinn, léireadh, léireamaid, léirinn, léirinn, léireadh, léireadh, léireamaid, léireamaid, léirear, léirtear, léirear, léirear, léirear, léirear, léireadh, do léireadh, léirte, léiriste, léirist, léirte, léiriste, léirist, léirte, léiriste, léirist, , ","gn.","verb"
"14208","leirist, , leirist, , leiriste, , , , , , , , , leiristean, , , , , , , , leiristibh, , leiristean, , , , , , , , , , ",", , , , , , , , , , , , , leirist!ean, , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"14209","lèirmheasadh, , lèirmheasaidh, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","léir!mheas!adh, , léir!mheas!aidh, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"14210","lèirsinn, , lèirsinn, , lèirsinne, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","lèirs!inn, , , , lèirs!inne, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","léirsinn, , léirsinn, , léirsinne, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"14211","lèirsinn dhen àm ri teachd, ",", ","léirsinn dhen àm ri teachd, ",,NULL
"14212","lèirsinn phoileataigeach, ",", ","léirsinn phoileataigeach, ",,NULL
"14213","lèirsinneach, , lèirsinniche, , , , lèirsinneach, , lèirsinnich, , lèirsinniche, , lèirsinnich, , , ","lèir!sinn!each, , lèir!sinn!iche, , , , , , lèir!sinn!ich, , , , , , , ","léirsinneach, , léirsinniche, , , , léirsinneach, , léirsinnich, , léirsinniche, , léirsinnich, , , ","bua.","adjective"
"14214","lèirsinneach, , lèirsinnich, , , , , , , , , lèirsinnich, , , , , , , , lèirsinneachaibh, , lèirsinneach, , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","léirsinneach, , léirsinnich, , , , , , , , , léirsinnich, , , , , , , , léirsinneachaibh, , léirsinneach, , , , , , , , , , , ","fir.","noun"
"14215","lèirsinnear, , lèirsinneir, , , , , , , , , lèirsinnearan, , , , , , , , lèirsinnearaibh, , lèirsinnearan, , , , , , , , , , , ","lèir!sinn!ear, , lèir!sinn!eir, , , , , , , , , lèir!sinn!ear!an, , , , , , , , , , , , , , , , , , , , , ","léirsinnear, , léirsinneir, , , , , , , , , léirsinnearan, , , , , , , , léirsinnearaibh, , léirsinnearan, , , , , , , , , , , ","fir.","noun"
"14216","lèirsinnicheam, lèirsinnich, lèirsinnicheadh, lèirsinnicheamaid, lèirsinnichibh, lèirsinnicheadh, lèirsinneachadh, , , , , , , , , , , , , , , , lèirsinnichidh, lèirsinnicheas, lèirsinnich, lèirsinnich, lèirsinnich, do lèirsinnich, lèirsinnichte, lèirsinnichte, lèirsinnichinn, lèirsinnicheadh, lèirsinnicheamaid, lèirsinnichinn, lèirsinnichinn, lèirsinnicheadh, lèirsinnicheadh, lèirsinnicheamaid, lèirsinnicheamaid, lèirsinnichear, lèirsinnichtear, lèirsinnichear, lèirsinnichear, lèirsinnichear, lèirsinnichear, lèirsinnicheadh, do lèirsinnicheadh, lèirsinnichte, lèirsinnichiste, lèirsinnichist, lèirsinnichte, lèirsinnichiste, lèirsinnichist, lèirsinnichte, lèirsinnichiste, lèirsinnichist, , ",", , , , lèir!sinn!ich!ibh, , lèir!sinn!each!adh, , , , , , , , , , , , , , , , lèir!sinn!ich!idh, lèir!sinn!ich!eas, , , , , lèir!sinn!ich!te, , lèir!sinn!ich!inn, lèir!sinn!ich!eadh, lèir!sinn!ich!eamaid, , , , , , , , , , , , , , , , , , , , , , , , , ","léirsinnicheam, léirsinnich, léirsinnicheadh, léirsinnicheamaid, léirsinnichibh, léirsinnicheadh, léirsinneachadh, , , , , , , , , , , , , , , , léirsinnichidh, léirsinnicheas, léirsinnich, léirsinnich, léirsinnich, do léirsinnich, léirsinnichte, léirsinnichte, léirsinnichinn, léirsinnicheadh, léirsinnicheamaid, léirsinnichinn, léirsinnichinn, léirsinnicheadh, léirsinnicheadh, léirsinnicheamaid, léirsinnicheamaid, léirsinnichear, léirsinnichtear, léirsinnichear, léirsinnichear, léirsinnichear, léirsinnichear, léirsinnicheadh, do léirsinnicheadh, léirsinnichte, léirsinnichiste, léirsinnichist, léirsinnichte, léirsinnichiste, léirsinnichist, léirsinnichte, léirsinnichiste, léirsinnichist, , ","gn.","verb"
"14217","lèir-smaoin, , lèir-smaoin, , lèir-smaoine, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","léir-smaoin, , léir-smaoin, , léir-smaoine, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"14218","leis, , leis, , leise, leiseadh, , , , , , , , , leisean, , , , , , , , leisibh, , leisean, , , , , , , , , , ",", , , , leis!eadh, , , , , , , , , leis!ean, , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"14219","leis a bhith ag ullachadh, ",", ",", ",,NULL
"14220","leis a' chrùbaiche a bha na chasan, ",", ","leis a' chrùbaiche a bha 'na chasan, ",,NULL
"14221","leis an acras, ",", ",", ",,NULL
"14222","leis an fhearas-mhòr, ",", ","leis an fhearas-mhór, ",,NULL
"14223","leis an fheur, ",", ",", ",,NULL
"14224","leis an fhìrinn innse, ",", ",", ",,NULL
"14225","leis an leann-dubh, leis an lionn-dubh, ",", ",", ",,NULL
"14226","leis an teas air aghaidh na grèine, ",", ","leis an teas air aghaidh na gréine, ",,NULL
"14227","leis an t-sruth, ",", ",", ",,NULL
"14228","leis cho tinn is a bha e, ",", ",", ",,NULL
"14229","leis fhèin, ",", ","leis fhéin, ",,NULL
"14230","leis gur h-ann le a bhith a' goid a gheibh e airgead, ",", ",", ",,NULL
"14231","leis nach robh mi eòlach air, ",", ",", ",,NULL
"14232","leisg, , leisge, , , , leisge, , leisg, , leisge, , leisg, , , ",", , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"14233","Leisgeag Àrd, ",", ",", ",,NULL
"14234","Leisgeag Ìosal, ",", ",", ",,NULL
"14235","leisgeul, , leisgeil, , , , , , , , , leisgeulan, , , , , , , , leisgeulaibh, , leisgeulan, , , , , , , , , , , ","lei!sgeul, , lei!sgeil, , , , , , , , , , , , , , , , , lei!sgeul!aibh, , lei!sgeulan, , , , , , , , , , , ","leth-sgeul, lethsgeul, , leth-sgeòil, leth-sgeil, lethsgeil, , , , , , , , , leth-sgeulan, lethsgeulan, , , , , , , , leth-sgeulaibh, lethsgeulaibh, , leth-sgeulan, lethsgeulan, , , , , , , , , , , ","fir.","noun"
"14236","leisgeul na cèilidh, ",", ","leisgeul na céilidh, ",,NULL
"14237","leisgeul lapach, ",", ",", ",,NULL
"14238","leiteas, , leiteis, , , , , , , , , leiteasan, leiteisean, , , , , , , , leiteasaibh, , leiteasan, leiteisean, , , , , , , , , , , ",", , , , , , , , , , , leiteas!an, leiteis!ean, , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"14239","leiteas-mòr, leiteas-mhòr, leiteis-mhòir, , , , , , , , , leiteas-mòra, , , , , , , , , , leiteas-mòra, , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","leiteas-mór, leiteas-mhór, leiteis-mhóir, , , , , , , , , leiteasan-móra, , , , , , , , , , leiteasan-móra, , , , , , , , , , , ","fir.","noun"
